Año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2018	01	La Jacetania	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	157
2018	01	La Jacetania	02	Silvicultura y explotación forestal	9
2018	01	La Jacetania	06	Extracción de crudo de petróleo y gas natural	1
2018	01	La Jacetania	08	Otras industrias extractivas	4
2018	01	La Jacetania	10	Industria de la alimentación	25
2018	01	La Jacetania	11	Fabricación de bebidas	5
2018	01	La Jacetania	13	Industria textil	2
2018	01	La Jacetania	14	Confección de prendas de vestir	6
2018	01	La Jacetania	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	16
2018	01	La Jacetania	17	Industria del papel	1
2018	01	La Jacetania	18	Artes gráficas y reproducción de soportes grabados	10
2018	01	La Jacetania	20	Industria química	1
2018	01	La Jacetania	23	Fabricación de otros productos minerales no metálicos	8
2018	01	La Jacetania	25	Fabricación de productos metálicos, excepto maquinaria y equipo	31
2018	01	La Jacetania	27	Fabricación de material y equipo eléctrico	2
2018	01	La Jacetania	28	Fabricación de maquinaria y equipo n.c.o.p.	4
2018	01	La Jacetania	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2018	01	La Jacetania	30	Fabricación de otro material de transporte	2
2018	01	La Jacetania	31	Fabricación de muebles	2
2018	01	La Jacetania	32	Otras industrias manufactureras	13
2018	01	La Jacetania	33	Reparación e instalación de maquinaria y equipo	10
2018	01	La Jacetania	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	17
2018	01	La Jacetania	36	Captación, depuración y distribución de agua	13
2018	01	La Jacetania	37	Recogida y tratamiento de aguas residuales	2
2018	01	La Jacetania	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2018	01	La Jacetania	41	Construcción de edificios	252
2018	01	La Jacetania	42	Ingeniería civil	38
2018	01	La Jacetania	43	Actividades de construcción especializada	308
2018	01	La Jacetania	45	Venta y reparación de vehículos de motor y motocicletas	64
2018	01	La Jacetania	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	120
2018	01	La Jacetania	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	790
2018	01	La Jacetania	49	Transporte terrestre y por tubería	103
2018	01	La Jacetania	52	Almacenamiento y actividades anexas al transporte	3
2018	01	La Jacetania	53	Actividades postales y de correos	5
2018	01	La Jacetania	55	Servicios de alojamiento	177
2018	01	La Jacetania	56	Servicios de comidas y bebidas	468
2018	01	La Jacetania	58	Edición	9
2018	01	La Jacetania	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	5
2018	01	La Jacetania	60	Actividades de programación y emisión de radio y televisión	1
2018	01	La Jacetania	62	Programación, consultoría y otras actividades relacionadas con la informática	20
2018	01	La Jacetania	63	Servicios de información	5
2018	01	La Jacetania	64	Servicios financieros, excepto seguros y fondos de pensiones	17
2018	01	La Jacetania	66	Actividades auxiliares a los servicios financieros y a los seguros	56
2018	01	La Jacetania	68	Actividades inmobiliarias	449
2018	01	La Jacetania	69	Actividades jurídicas y de contabilidad	85
2018	01	La Jacetania	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	61
2018	01	La Jacetania	72	Investigación y desarrollo	15
2018	01	La Jacetania	73	Publicidad y estudios de mercado	26
2018	01	La Jacetania	74	Otras actividades profesionales, científicas y técnicas	60
2018	01	La Jacetania	75	Actividades veterinarias	11
2018	01	La Jacetania	77	Actividades de alquiler	53
2018	01	La Jacetania	78	Actividades relacionadas con el empleo	3
2018	01	La Jacetania	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	45
2018	01	La Jacetania	81	Servicios a edificios y actividades de jardinería	55
2018	01	La Jacetania	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	66
2018	01	La Jacetania	85	Educación	163
2018	01	La Jacetania	86	Actividades sanitarias	85
2018	01	La Jacetania	87	Asistencia en establecimientos residenciales	7
2018	01	La Jacetania	88	Actividades de servicios sociales sin alojamiento	2
2018	01	La Jacetania	90	Actividades de creación, artísticas y espectáculos	62
2018	01	La Jacetania	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	25
2018	01	La Jacetania	92	Actividades de juegos de azar y apuestas	15
2018	01	La Jacetania	93	Actividades deportivas, recreativas y de entretenimiento	85
2018	01	La Jacetania	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	35
2018	01	La Jacetania	96	Otros servicios personales	121
2018	02	Alto Gállego	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	54
2018	02	Alto Gállego	02	Silvicultura y explotación forestal	13
2018	02	Alto Gállego	06	Extracción de crudo de petróleo y gas natural	1
2018	02	Alto Gállego	08	Otras industrias extractivas	2
2018	02	Alto Gállego	10	Industria de la alimentación	18
2018	02	Alto Gállego	11	Fabricación de bebidas	14
2018	02	Alto Gállego	13	Industria textil	7
2018	02	Alto Gállego	14	Confección de prendas de vestir	6
2018	02	Alto Gállego	15	Industria del cuero y del calzado	1
2018	02	Alto Gállego	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	10
2018	02	Alto Gállego	18	Artes gráficas y reproducción de soportes grabados	5
2018	02	Alto Gállego	20	Industria química	15
2018	02	Alto Gállego	21	Fabricación de productos farmacéuticos	1
2018	02	Alto Gállego	22	Fabricación de productos de caucho y plásticos	4
2018	02	Alto Gállego	23	Fabricación de otros productos minerales no metálicos	4
2018	02	Alto Gállego	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	3
2018	02	Alto Gállego	25	Fabricación de productos metálicos, excepto maquinaria y equipo	26
2018	02	Alto Gállego	28	Fabricación de maquinaria y equipo n.c.o.p.	3
2018	02	Alto Gállego	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2018	02	Alto Gállego	30	Fabricación de otro material de transporte	1
2018	02	Alto Gállego	31	Fabricación de muebles	5
2018	02	Alto Gállego	32	Otras industrias manufactureras	3
2018	02	Alto Gállego	33	Reparación e instalación de maquinaria y equipo	5
2018	02	Alto Gállego	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	28
2018	02	Alto Gállego	36	Captación, depuración y distribución de agua	1
2018	02	Alto Gállego	37	Recogida y tratamiento de aguas residuales	6
2018	02	Alto Gállego	38	Recogida, tratamiento y eliminación de residuos; valorización	3
2018	02	Alto Gállego	39	Actividades de descontaminación y otros servicios de gestión de residuos	7
2018	02	Alto Gállego	41	Construcción de edificios	205
2018	02	Alto Gállego	42	Ingeniería civil	23
2018	02	Alto Gállego	43	Actividades de construcción especializada	235
2018	02	Alto Gállego	45	Venta y reparación de vehículos de motor y motocicletas	63
2018	02	Alto Gállego	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	90
2018	02	Alto Gállego	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	563
2018	02	Alto Gállego	49	Transporte terrestre y por tubería	66
2018	02	Alto Gállego	52	Almacenamiento y actividades anexas al transporte	11
2018	02	Alto Gállego	53	Actividades postales y de correos	1
2018	02	Alto Gállego	55	Servicios de alojamiento	161
2018	02	Alto Gállego	56	Servicios de comidas y bebidas	399
2018	02	Alto Gállego	58	Edición	2
2018	02	Alto Gállego	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	2
2018	02	Alto Gállego	60	Actividades de programación y emisión de radio y televisión	1
2018	02	Alto Gállego	61	Telecomunicaciones	1
2018	02	Alto Gállego	62	Programación, consultoría y otras actividades relacionadas con la informática	10
2018	02	Alto Gállego	63	Servicios de información	1
2018	02	Alto Gállego	64	Servicios financieros, excepto seguros y fondos de pensiones	15
2018	02	Alto Gállego	66	Actividades auxiliares a los servicios financieros y a los seguros	40
2018	02	Alto Gállego	68	Actividades inmobiliarias	367
2018	02	Alto Gállego	69	Actividades jurídicas y de contabilidad	46
2018	02	Alto Gállego	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	57
2018	02	Alto Gállego	72	Investigación y desarrollo	7
2018	02	Alto Gállego	73	Publicidad y estudios de mercado	20
2018	02	Alto Gállego	74	Otras actividades profesionales, científicas y técnicas	36
2018	02	Alto Gállego	75	Actividades veterinarias	8
2018	02	Alto Gállego	77	Actividades de alquiler	56
2018	02	Alto Gállego	78	Actividades relacionadas con el empleo	6
2018	02	Alto Gállego	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	21
2018	02	Alto Gállego	80	Actividades de seguridad e investigación	1
2018	02	Alto Gállego	81	Servicios a edificios y actividades de jardinería	72
2018	02	Alto Gállego	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	60
2018	02	Alto Gállego	85	Educación	110
2018	02	Alto Gállego	86	Actividades sanitarias	38
2018	02	Alto Gállego	87	Asistencia en establecimientos residenciales	5
2018	02	Alto Gállego	88	Actividades de servicios sociales sin alojamiento	4
2018	02	Alto Gállego	90	Actividades de creación, artísticas y espectáculos	39
2018	02	Alto Gállego	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	29
2018	02	Alto Gállego	92	Actividades de juegos de azar y apuestas	8
2018	02	Alto Gállego	93	Actividades deportivas, recreativas y de entretenimiento	54
2018	02	Alto Gállego	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	26
2018	02	Alto Gállego	96	Otros servicios personales	106
2018	03	Sobrarbe	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	198
2018	03	Sobrarbe	02	Silvicultura y explotación forestal	7
2018	03	Sobrarbe	08	Otras industrias extractivas	3
2018	03	Sobrarbe	10	Industria de la alimentación	19
2018	03	Sobrarbe	11	Fabricación de bebidas	7
2018	03	Sobrarbe	13	Industria textil	1
2018	03	Sobrarbe	15	Industria del cuero y del calzado	1
2018	03	Sobrarbe	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	15
2018	03	Sobrarbe	18	Artes gráficas y reproducción de soportes grabados	5
2018	03	Sobrarbe	23	Fabricación de otros productos minerales no metálicos	10
2018	03	Sobrarbe	25	Fabricación de productos metálicos, excepto maquinaria y equipo	5
2018	03	Sobrarbe	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2018	03	Sobrarbe	31	Fabricación de muebles	1
2018	03	Sobrarbe	32	Otras industrias manufactureras	3
2018	03	Sobrarbe	33	Reparación e instalación de maquinaria y equipo	2
2018	03	Sobrarbe	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	22
2018	03	Sobrarbe	36	Captación, depuración y distribución de agua	6
2018	03	Sobrarbe	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2018	03	Sobrarbe	41	Construcción de edificios	152
2018	03	Sobrarbe	42	Ingeniería civil	5
2018	03	Sobrarbe	43	Actividades de construcción especializada	183
2018	03	Sobrarbe	45	Venta y reparación de vehículos de motor y motocicletas	29
2018	03	Sobrarbe	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	50
2018	03	Sobrarbe	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	356
2018	03	Sobrarbe	49	Transporte terrestre y por tubería	66
2018	03	Sobrarbe	52	Almacenamiento y actividades anexas al transporte	1
2018	03	Sobrarbe	55	Servicios de alojamiento	261
2018	03	Sobrarbe	56	Servicios de comidas y bebidas	268
2018	03	Sobrarbe	58	Edición	2
2018	03	Sobrarbe	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	3
2018	03	Sobrarbe	60	Actividades de programación y emisión de radio y televisión	1
2018	03	Sobrarbe	61	Telecomunicaciones	1
2018	03	Sobrarbe	62	Programación, consultoría y otras actividades relacionadas con la informática	11
2018	03	Sobrarbe	64	Servicios financieros, excepto seguros y fondos de pensiones	20
2018	03	Sobrarbe	66	Actividades auxiliares a los servicios financieros y a los seguros	15
2018	03	Sobrarbe	68	Actividades inmobiliarias	232
2018	03	Sobrarbe	69	Actividades jurídicas y de contabilidad	25
2018	03	Sobrarbe	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	47
2018	03	Sobrarbe	72	Investigación y desarrollo	5
2018	03	Sobrarbe	73	Publicidad y estudios de mercado	16
2018	03	Sobrarbe	74	Otras actividades profesionales, científicas y técnicas	37
2018	03	Sobrarbe	75	Actividades veterinarias	12
2018	03	Sobrarbe	77	Actividades de alquiler	31
2018	03	Sobrarbe	78	Actividades relacionadas con el empleo	5
2018	03	Sobrarbe	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	22
2018	03	Sobrarbe	81	Servicios a edificios y actividades de jardinería	28
2018	03	Sobrarbe	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	33
2018	03	Sobrarbe	85	Educación	71
2018	03	Sobrarbe	86	Actividades sanitarias	29
2018	03	Sobrarbe	87	Asistencia en establecimientos residenciales	2
2018	03	Sobrarbe	88	Actividades de servicios sociales sin alojamiento	2
2018	03	Sobrarbe	90	Actividades de creación, artísticas y espectáculos	34
2018	03	Sobrarbe	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	17
2018	03	Sobrarbe	92	Actividades de juegos de azar y apuestas	3
2018	03	Sobrarbe	93	Actividades deportivas, recreativas y de entretenimiento	25
2018	03	Sobrarbe	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	12
2018	03	Sobrarbe	96	Otros servicios personales	50
2018	04	La Ribagorza	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	403
2018	04	La Ribagorza	02	Silvicultura y explotación forestal	10
2018	04	La Ribagorza	05	Extracción de antracita, hulla y lignito	1
2018	04	La Ribagorza	08	Otras industrias extractivas	3
2018	04	La Ribagorza	10	Industria de la alimentación	47
2018	04	La Ribagorza	11	Fabricación de bebidas	11
2018	04	La Ribagorza	13	Industria textil	5
2018	04	La Ribagorza	14	Confección de prendas de vestir	3
2018	04	La Ribagorza	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	15
2018	04	La Ribagorza	18	Artes gráficas y reproducción de soportes grabados	6
2018	04	La Ribagorza	20	Industria química	3
2018	04	La Ribagorza	22	Fabricación de productos de caucho y plásticos	2
2018	04	La Ribagorza	23	Fabricación de otros productos minerales no metálicos	8
2018	04	La Ribagorza	25	Fabricación de productos metálicos, excepto maquinaria y equipo	26
2018	04	La Ribagorza	28	Fabricación de maquinaria y equipo n.c.o.p.	2
2018	04	La Ribagorza	31	Fabricación de muebles	6
2018	04	La Ribagorza	32	Otras industrias manufactureras	2
2018	04	La Ribagorza	33	Reparación e instalación de maquinaria y equipo	2
2018	04	La Ribagorza	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	52
2018	04	La Ribagorza	36	Captación, depuración y distribución de agua	7
2018	04	La Ribagorza	37	Recogida y tratamiento de aguas residuales	5
2018	04	La Ribagorza	38	Recogida, tratamiento y eliminación de residuos; valorización	2
2018	04	La Ribagorza	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2018	04	La Ribagorza	41	Construcción de edificios	263
2018	04	La Ribagorza	42	Ingeniería civil	12
2018	04	La Ribagorza	43	Actividades de construcción especializada	241
2018	04	La Ribagorza	45	Venta y reparación de vehículos de motor y motocicletas	39
2018	04	La Ribagorza	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	112
2018	04	La Ribagorza	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	489
2018	04	La Ribagorza	49	Transporte terrestre y por tubería	102
2018	04	La Ribagorza	52	Almacenamiento y actividades anexas al transporte	7
2018	04	La Ribagorza	53	Actividades postales y de correos	1
2018	04	La Ribagorza	55	Servicios de alojamiento	187
2018	04	La Ribagorza	56	Servicios de comidas y bebidas	318
2018	04	La Ribagorza	58	Edición	11
2018	04	La Ribagorza	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	3
2018	04	La Ribagorza	60	Actividades de programación y emisión de radio y televisión	5
2018	04	La Ribagorza	62	Programación, consultoría y otras actividades relacionadas con la informática	9
2018	04	La Ribagorza	63	Servicios de información	6
2018	04	La Ribagorza	64	Servicios financieros, excepto seguros y fondos de pensiones	22
2018	04	La Ribagorza	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1
2018	04	La Ribagorza	66	Actividades auxiliares a los servicios financieros y a los seguros	34
2018	04	La Ribagorza	68	Actividades inmobiliarias	337
2018	04	La Ribagorza	69	Actividades jurídicas y de contabilidad	29
2018	04	La Ribagorza	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	72
2018	04	La Ribagorza	72	Investigación y desarrollo	11
2018	04	La Ribagorza	73	Publicidad y estudios de mercado	8
2018	04	La Ribagorza	74	Otras actividades profesionales, científicas y técnicas	56
2018	04	La Ribagorza	75	Actividades veterinarias	11
2018	04	La Ribagorza	77	Actividades de alquiler	47
2018	04	La Ribagorza	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	23
2018	04	La Ribagorza	80	Actividades de seguridad e investigación	2
2018	04	La Ribagorza	81	Servicios a edificios y actividades de jardinería	31
2018	04	La Ribagorza	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	54
2018	04	La Ribagorza	85	Educación	172
2018	04	La Ribagorza	86	Actividades sanitarias	36
2018	04	La Ribagorza	87	Asistencia en establecimientos residenciales	3
2018	04	La Ribagorza	88	Actividades de servicios sociales sin alojamiento	4
2018	04	La Ribagorza	90	Actividades de creación, artísticas y espectáculos	42
2018	04	La Ribagorza	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	28
2018	04	La Ribagorza	92	Actividades de juegos de azar y apuestas	7
2018	04	La Ribagorza	93	Actividades deportivas, recreativas y de entretenimiento	38
2018	04	La Ribagorza	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	10
2018	04	La Ribagorza	96	Otros servicios personales	89
2018	05	Cinco Villas	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	676
2018	05	Cinco Villas	02	Silvicultura y explotación forestal	8
2018	05	Cinco Villas	08	Otras industrias extractivas	8
2018	05	Cinco Villas	10	Industria de la alimentación	68
2018	05	Cinco Villas	11	Fabricación de bebidas	5
2018	05	Cinco Villas	13	Industria textil	2
2018	05	Cinco Villas	14	Confección de prendas de vestir	14
2018	05	Cinco Villas	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	18
2018	05	Cinco Villas	17	Industria del papel	1
2018	05	Cinco Villas	18	Artes gráficas y reproducción de soportes grabados	14
2018	05	Cinco Villas	20	Industria química	6
2018	05	Cinco Villas	21	Fabricación de productos farmacéuticos	3
2018	05	Cinco Villas	22	Fabricación de productos de caucho y plásticos	5
2018	05	Cinco Villas	23	Fabricación de otros productos minerales no metálicos	21
2018	05	Cinco Villas	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
2018	05	Cinco Villas	25	Fabricación de productos metálicos, excepto maquinaria y equipo	89
2018	05	Cinco Villas	26	Fabricación de productos informáticos, electrónicos y ópticos	4
2018	05	Cinco Villas	27	Fabricación de material y equipo eléctrico	18
2018	05	Cinco Villas	28	Fabricación de maquinaria y equipo n.c.o.p.	36
2018	05	Cinco Villas	29	Fabricación de vehículos de motor, remolques y semirremolques	12
2018	05	Cinco Villas	31	Fabricación de muebles	12
2018	05	Cinco Villas	32	Otras industrias manufactureras	10
2018	05	Cinco Villas	33	Reparación e instalación de maquinaria y equipo	8
2018	05	Cinco Villas	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	274
2018	05	Cinco Villas	36	Captación, depuración y distribución de agua	1
2018	05	Cinco Villas	37	Recogida y tratamiento de aguas residuales	9
2018	05	Cinco Villas	38	Recogida, tratamiento y eliminación de residuos; valorización	4
2018	05	Cinco Villas	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2018	05	Cinco Villas	41	Construcción de edificios	251
2018	05	Cinco Villas	42	Ingeniería civil	50
2018	05	Cinco Villas	43	Actividades de construcción especializada	393
2018	05	Cinco Villas	45	Venta y reparación de vehículos de motor y motocicletas	145
2018	05	Cinco Villas	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	203
2018	05	Cinco Villas	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	915
2018	05	Cinco Villas	49	Transporte terrestre y por tubería	166
2018	05	Cinco Villas	52	Almacenamiento y actividades anexas al transporte	20
2018	05	Cinco Villas	53	Actividades postales y de correos	16
2018	05	Cinco Villas	55	Servicios de alojamiento	71
2018	05	Cinco Villas	56	Servicios de comidas y bebidas	326
2018	05	Cinco Villas	58	Edición	2
2018	05	Cinco Villas	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	4
2018	05	Cinco Villas	60	Actividades de programación y emisión de radio y televisión	1
2018	05	Cinco Villas	61	Telecomunicaciones	2
2018	05	Cinco Villas	62	Programación, consultoría y otras actividades relacionadas con la informática	21
2018	05	Cinco Villas	63	Servicios de información	2
2018	05	Cinco Villas	64	Servicios financieros, excepto seguros y fondos de pensiones	32
2018	05	Cinco Villas	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	3
2018	05	Cinco Villas	66	Actividades auxiliares a los servicios financieros y a los seguros	73
2018	05	Cinco Villas	68	Actividades inmobiliarias	489
2018	05	Cinco Villas	69	Actividades jurídicas y de contabilidad	98
2018	05	Cinco Villas	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	81
2018	05	Cinco Villas	72	Investigación y desarrollo	16
2018	05	Cinco Villas	73	Publicidad y estudios de mercado	21
2018	05	Cinco Villas	74	Otras actividades profesionales, científicas y técnicas	34
2018	05	Cinco Villas	75	Actividades veterinarias	21
2018	05	Cinco Villas	77	Actividades de alquiler	58
2018	05	Cinco Villas	78	Actividades relacionadas con el empleo	3
2018	05	Cinco Villas	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	15
2018	05	Cinco Villas	80	Actividades de seguridad e investigación	1
2018	05	Cinco Villas	81	Servicios a edificios y actividades de jardinería	25
2018	05	Cinco Villas	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	85
2018	05	Cinco Villas	85	Educación	119
2018	05	Cinco Villas	86	Actividades sanitarias	66
2018	05	Cinco Villas	87	Asistencia en establecimientos residenciales	10
2018	05	Cinco Villas	88	Actividades de servicios sociales sin alojamiento	9
2018	05	Cinco Villas	90	Actividades de creación, artísticas y espectáculos	34
2018	05	Cinco Villas	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	6
2018	05	Cinco Villas	92	Actividades de juegos de azar y apuestas	22
2018	05	Cinco Villas	93	Actividades deportivas, recreativas y de entretenimiento	37
2018	05	Cinco Villas	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	35
2018	05	Cinco Villas	96	Otros servicios personales	127
2018	06	Hoya de Huesca / Plana de Uesca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	624
2018	06	Hoya de Huesca / Plana de Uesca	02	Silvicultura y explotación forestal	25
2018	06	Hoya de Huesca / Plana de Uesca	05	Extracción de antracita, hulla y lignito	2
2018	06	Hoya de Huesca / Plana de Uesca	08	Otras industrias extractivas	13
2018	06	Hoya de Huesca / Plana de Uesca	10	Industria de la alimentación	74
2018	06	Hoya de Huesca / Plana de Uesca	11	Fabricación de bebidas	13
2018	06	Hoya de Huesca / Plana de Uesca	13	Industria textil	13
2018	06	Hoya de Huesca / Plana de Uesca	14	Confección de prendas de vestir	19
2018	06	Hoya de Huesca / Plana de Uesca	15	Industria del cuero y del calzado	6
2018	06	Hoya de Huesca / Plana de Uesca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	38
2018	06	Hoya de Huesca / Plana de Uesca	17	Industria del papel	4
2018	06	Hoya de Huesca / Plana de Uesca	18	Artes gráficas y reproducción de soportes grabados	45
2018	06	Hoya de Huesca / Plana de Uesca	20	Industria química	13
2018	06	Hoya de Huesca / Plana de Uesca	21	Fabricación de productos farmacéuticos	2
2018	06	Hoya de Huesca / Plana de Uesca	22	Fabricación de productos de caucho y plásticos	8
2018	06	Hoya de Huesca / Plana de Uesca	23	Fabricación de otros productos minerales no metálicos	24
2018	06	Hoya de Huesca / Plana de Uesca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	121
2018	06	Hoya de Huesca / Plana de Uesca	26	Fabricación de productos informáticos, electrónicos y ópticos	5
2018	06	Hoya de Huesca / Plana de Uesca	27	Fabricación de material y equipo eléctrico	8
2018	06	Hoya de Huesca / Plana de Uesca	28	Fabricación de maquinaria y equipo n.c.o.p.	30
2018	06	Hoya de Huesca / Plana de Uesca	29	Fabricación de vehículos de motor, remolques y semirremolques	9
2018	06	Hoya de Huesca / Plana de Uesca	30	Fabricación de otro material de transporte	7
2018	06	Hoya de Huesca / Plana de Uesca	31	Fabricación de muebles	28
2018	06	Hoya de Huesca / Plana de Uesca	32	Otras industrias manufactureras	26
2018	06	Hoya de Huesca / Plana de Uesca	33	Reparación e instalación de maquinaria y equipo	37
2018	06	Hoya de Huesca / Plana de Uesca	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	90
2018	06	Hoya de Huesca / Plana de Uesca	36	Captación, depuración y distribución de agua	6
2018	06	Hoya de Huesca / Plana de Uesca	37	Recogida y tratamiento de aguas residuales	8
2018	06	Hoya de Huesca / Plana de Uesca	38	Recogida, tratamiento y eliminación de residuos; valorización	13
2018	06	Hoya de Huesca / Plana de Uesca	39	Actividades de descontaminación y otros servicios de gestión de residuos	18
2018	06	Hoya de Huesca / Plana de Uesca	41	Construcción de edificios	504
2018	06	Hoya de Huesca / Plana de Uesca	42	Ingeniería civil	110
2018	06	Hoya de Huesca / Plana de Uesca	43	Actividades de construcción especializada	871
2018	06	Hoya de Huesca / Plana de Uesca	45	Venta y reparación de vehículos de motor y motocicletas	328
2018	06	Hoya de Huesca / Plana de Uesca	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	617
2018	06	Hoya de Huesca / Plana de Uesca	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	1855
2018	06	Hoya de Huesca / Plana de Uesca	49	Transporte terrestre y por tubería	337
2018	06	Hoya de Huesca / Plana de Uesca	52	Almacenamiento y actividades anexas al transporte	38
2018	06	Hoya de Huesca / Plana de Uesca	53	Actividades postales y de correos	34
2018	06	Hoya de Huesca / Plana de Uesca	55	Servicios de alojamiento	148
2018	06	Hoya de Huesca / Plana de Uesca	56	Servicios de comidas y bebidas	709
2018	06	Hoya de Huesca / Plana de Uesca	58	Edición	48
2018	06	Hoya de Huesca / Plana de Uesca	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	45
2018	06	Hoya de Huesca / Plana de Uesca	60	Actividades de programación y emisión de radio y televisión	9
2018	06	Hoya de Huesca / Plana de Uesca	61	Telecomunicaciones	12
2018	06	Hoya de Huesca / Plana de Uesca	62	Programación, consultoría y otras actividades relacionadas con la informática	116
2018	06	Hoya de Huesca / Plana de Uesca	63	Servicios de información	8
2018	06	Hoya de Huesca / Plana de Uesca	64	Servicios financieros, excepto seguros y fondos de pensiones	57
2018	06	Hoya de Huesca / Plana de Uesca	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	21
2018	06	Hoya de Huesca / Plana de Uesca	66	Actividades auxiliares a los servicios financieros y a los seguros	191
2018	06	Hoya de Huesca / Plana de Uesca	68	Actividades inmobiliarias	1283
2018	06	Hoya de Huesca / Plana de Uesca	69	Actividades jurídicas y de contabilidad	322
2018	06	Hoya de Huesca / Plana de Uesca	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	458
2018	06	Hoya de Huesca / Plana de Uesca	72	Investigación y desarrollo	70
2018	06	Hoya de Huesca / Plana de Uesca	73	Publicidad y estudios de mercado	137
