Mes y año	Municipio código	Municipio nombre	Temporalidad	Sexo	Afiliaciones en alta
Diciembre 2016	50053	Boquiñeni	Temporal	Hombres	12
Diciembre 2016	50053	Boquiñeni	Temporal	Mujeres	15
Diciembre 2016	50055	Borja	Temporal	Hombres	268
Diciembre 2016	50055	Borja	Temporal	Mujeres	275
Diciembre 2016	50056	Botorrita	Temporal	Hombres	10
Diciembre 2016	50056	Botorrita	Temporal	Mujeres	1
Diciembre 2016	50057	Brea de Aragón	Temporal	Hombres	70
Diciembre 2016	50057	Brea de Aragón	Temporal	Mujeres	66
Diciembre 2016	50058	Bubierca	Temporal	Hombres	1
Diciembre 2016	50059	Bujaraloz	Temporal	Hombres	21
Diciembre 2016	50059	Bujaraloz	Temporal	Mujeres	15
Diciembre 2016	50060	Bulbuente	Temporal	Hombres	12
Diciembre 2016	50060	Bulbuente	Temporal	Mujeres	2
Diciembre 2016	50061	Bureta	Temporal	Hombres	12
Diciembre 2016	50061	Bureta	Temporal	Mujeres	5
Diciembre 2016	50062	Burgo de Ebro (El)	Temporal	Hombres	209
Diciembre 2016	50062	Burgo de Ebro (El)	Temporal	Mujeres	74
Diciembre 2016	50063	Buste (El)	Temporal	Hombres	2
Diciembre 2016	50064	Cabañas de Ebro	Temporal	Hombres	19
Diciembre 2016	50064	Cabañas de Ebro	Temporal	Mujeres	11
Diciembre 2016	50066	Cadrete	Temporal	Hombres	253
Diciembre 2016	50066	Cadrete	Temporal	Mujeres	169
Diciembre 2016	50067	Calatayud	Temporal	Hombres	705
Diciembre 2016	50067	Calatayud	Temporal	Mujeres	1066
Diciembre 2016	50068	Calatorao	Temporal	Hombres	125
Diciembre 2016	50068	Calatorao	Temporal	Mujeres	32
Diciembre 2016	50069	Calcena	Temporal	Hombres	2
Diciembre 2016	50070	Calmarza	Temporal	Mujeres	2
Diciembre 2016	50071	Campillo de Aragón	Temporal	Hombres	7
Diciembre 2016	50071	Campillo de Aragón	Temporal	Mujeres	1
Diciembre 2016	50072	Carenas	Temporal	Hombres	4
Diciembre 2016	50072	Carenas	Temporal	Mujeres	1
Diciembre 2016	50073	Cariñena	Temporal	Hombres	407
Diciembre 2016	50073	Cariñena	Temporal	Mujeres	204
Diciembre 2016	50074	Caspe	Temporal	Hombres	344
Diciembre 2016	50074	Caspe	Temporal	Mujeres	287
Diciembre 2016	50075	Castejón de Alarba	Temporal	Hombres	2
Diciembre 2016	50076	Castejón de las Armas	Temporal	Hombres	7
Diciembre 2016	50076	Castejón de las Armas	Temporal	Mujeres	1
Diciembre 2016	50077	Castejón de Valdejasa	Temporal	Hombres	1
Diciembre 2016	50078	Castiliscar	Temporal	Hombres	2
Diciembre 2016	50078	Castiliscar	Temporal	Mujeres	4
Diciembre 2016	50079	Cervera de la Cañada	Temporal	Hombres	8
Diciembre 2016	50079	Cervera de la Cañada	Temporal	Mujeres	4
Diciembre 2016	50080	Cerveruela	Temporal	Hombres	2
Diciembre 2016	50080	Cerveruela	Temporal	Mujeres	2
Diciembre 2016	50081	Cetina	Temporal	Hombres	5
Diciembre 2016	50081	Cetina	Temporal	Mujeres	12
Diciembre 2016	50082	Cimballa	Temporal	Hombres	2
Diciembre 2016	50082	Cimballa	Temporal	Mujeres	2
Diciembre 2016	50083	Cinco Olivas	Temporal	Hombres	1
Diciembre 2016	50083	Cinco Olivas	Temporal	Mujeres	10
Diciembre 2016	50084	Clarés de Ribota	Temporal	Hombres	2
Diciembre 2016	50085	Codo	Temporal	Mujeres	1
Diciembre 2016	50086	Codos	Temporal	Hombres	10
Diciembre 2016	50086	Codos	Temporal	Mujeres	19
Diciembre 2016	50087	Contamina	Temporal	Mujeres	1
Diciembre 2016	50088	Cosuenda	Temporal	Hombres	14
Diciembre 2016	50088	Cosuenda	Temporal	Mujeres	14
Diciembre 2016	50089	Cuarte de Huerva	Temporal	Hombres	780
Diciembre 2016	50089	Cuarte de Huerva	Temporal	Mujeres	398
Diciembre 2016	50090	Cubel	Temporal	Hombres	3
Diciembre 2016	50090	Cubel	Temporal	Mujeres	1
Diciembre 2016	50091	Cuerlas (Las)	Temporal	Mujeres	1
Diciembre 2016	50092	Chiprana	Temporal	Hombres	63
Diciembre 2016	50092	Chiprana	Temporal	Mujeres	19
Diciembre 2016	50093	Chodes	Temporal	Hombres	2
Diciembre 2016	50093	Chodes	Temporal	Mujeres	2
Diciembre 2016	50094	Daroca	Temporal	Hombres	85
Diciembre 2016	50094	Daroca	Temporal	Mujeres	94
Diciembre 2016	50095	Ejea de los Caballeros	Temporal	Hombres	843
Diciembre 2016	50095	Ejea de los Caballeros	Temporal	Mujeres	511
Diciembre 2016	50096	Embid de Ariza	Temporal	Mujeres	2
