Comarca código	Comarca nombre	Año	Sistema de cultivo	Total (A+B+C+D)	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	Eriales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos
01	La Jacetania	2011	Regadío	1311,0	1310,0	1111,0	199,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
01	La Jacetania	2011	Secano	183100,0	21451,0	18375,0	2990,0	86,0	42072,0	1458,0	14840,0	25774,0	110504,0	73056,0	17376,0	20072,0	9073,0	0,0	1687,0	2845,0	4541,0
02	Alto Gállego	2011	Regadío	564,0	563,0	514,0	49,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
02	Alto Gállego	2011	Secano	134244,0	6700,0	5201,0	1498,0	1,0	38612,0	1222,0	10638,0	26752,0	83562,0	57035,0	8864,0	17663,0	5370,0	0,0	719,0	2376,0	2275,0
03	Sobrarbe	2011	Regadío	1244,0	1227,0	1025,0	201,0	1,0	8,0	8,0	0,0	0,0	9,0	6,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0
03	Sobrarbe	2011	Secano	219002,0	10876,0	8584,0	1910,0	382,0	61840,0	2404,0	17231,0	42205,0	135611,0	89897,0	17167,0	28547,0	10675,0	0,0	2529,0	2119,0	6027,0
04	La Ribagorza	2011	Regadío	1143,0	1135,0	852,0	277,0	6,0	0,0	0,0	0,0	0,0	8,0	4,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
04	La Ribagorza	2011	Secano	244991,0	27604,0	23073,0	3495,0	1036,0	65538,0	3261,0	19600,0	42677,0	141299,0	73755,0	39443,0	28101,0	10550,0	0,0	1805,0	3251,0	5494,0
05	Cinco Villas	2011	Regadío	70879,0	70741,0	66105,0	3706,0	930,0	1,0	1,0	0,0	0,0	137,0	116,0	0,0	21,0	0,0	0,0	0,0	0,0	0,0
05	Cinco Villas	2011	Secano	230150,0	75019,0	54737,0	18960,0	1322,0	61639,0	1686,0	13828,0	46125,0	76568,0	57372,0	5252,0	13944,0	16924,0	0,0	2395,0	7709,0	6820,0
06	Hoya de Huesca / Plana de Uesca	2011	Regadío	23977,0	23951,0	21225,0	1823,0	903,0	0,0	0,0	0,0	0,0	26,0	25,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
06	Hoya de Huesca / Plana de Uesca	2011	Secano	229844,0	100885,0	81268,0	13729,0	5888,0	39600,0	1172,0	9879,0	28549,0	75319,0	46030,0	11332,0	17957,0	14040,0	0,0	2207,0	6305,0	5528,0
07	Somontano de Barbastro	2011	Regadío	16527,0	16486,0	13029,0	1705,0	1752,0	0,0	0,0	0,0	0,0	41,0	37,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
07	Somontano de Barbastro	2011	Secano	100284,0	36976,0	21466,0	6982,0	8528,0	21328,0	673,0	5964,0	14691,0	35097,0	14506,0	11107,0	9484,0	6883,0	0,0	961,0	3321,0	2601,0
08	Cinca Medio	2011	Regadío	34734,0	34631,0	28225,0	3859,0	2547,0	0,0	0,0	0,0	0,0	103,0	99,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
08	Cinca Medio	2011	Secano	22852,0	6140,0	3402,0	2313,0	425,0	6178,0	170,0	1533,0	4475,0	4641,0	1221,0	484,0	2936,0	5893,0	0,0	851,0	2663,0	2379,0
09	La Litera / La Llitera	2011	Regadío	26941,0	26928,0	23058,0	1979,0	1891,0	2,0	2,0	0,0	0,0	11,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
09	La Litera / La Llitera	2011	Secano	46382,0	16799,0	12200,0	2895,0	1704,0	8449,0	243,0	2588,0	5618,0	16708,0	7060,0	6008,0	3640,0	4426,0	0,0	1320,0	2012,0	1094,0
10	Los Monegros	2011	Regadío	75193,0	75105,0	68134,0	6227,0	744,0	3,0	3,0	0,0	0,0	85,0	59,0	0,0	26,0	0,0	0,0	0,0	0,0	0,0
10	Los Monegros	2011	Secano	197764,0	105088,0	62352,0	41355,0	1381,0	42787,0	1491,0	8901,0	32395,0	35503,0	13427,0	4812,0	17264,0	14386,0	0,0	1802,0	8353,0	4231,0
11	Bajo Cinca / Baix Cinca	2011	Regadío	31173,0	31122,0	13834,0	5319,0	11969,0	20,0	20,0	0,0	0,0	31,0	22,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0
11	Bajo Cinca / Baix Cinca	2011	Secano	107976,0	40990,0	17432,0	19993,0	3565,0	26735,0	546,0	9994,0	16195,0	30750,0	13659,0	8447,0	8644,0	9501,0	0,0	1590,0	3391,0	4520,0
12	Tarazona y el Moncayo	2011	Regadío	4825,0	4739,0	2807,0	1059,0	873,0	0,0	0,0	0,0	0,0	86,0	86,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
12	Tarazona y el Moncayo	2011	Secano	35515,0	8901,0	4196,0	3919,0	786,0	12595,0	264,0	1012,0	11319,0	12039,0	7910,0	679,0	3450,0	1980,0	0,0	365,0	1241,0	374,0
13	Campo de Borja	2011	Regadío	10262,0	10241,0	5018,0	1223,0	4000,0	0,0	0,0	0,0	0,0	21,0	21,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
13	Campo de Borja	2011	Secano	53693,0	24697,0	8523,0	7519,0	8655,0	14913,0	472,0	2626,0	11815,0	11290,0	5631,0	2042,0	3617,0	2793,0	0,0	580,0	1747,0	466,0
14	Aranda	2011	Regadío	326,0	318,0	76,0	26,0	216,0	0,0	0,0	0,0	0,0	8,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14	Aranda	2011	Secano	52104,0	6644,0	2368,0	1547,0	2729,0	26431,0	682,0	3961,0	21788,0	17365,0	8121,0	2710,0	6534,0	1664,0	0,0	146,0	940,0	578,0
15	Ribera Alta del Ebro	2011	Regadío	14877,0	14512,0	13665,0	293,0	554,0	0,0	0,0	0,0	0,0	365,0	351,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0
15	Ribera Alta del Ebro	2011	Secano	24538,0	10205,0	5935,0	4205,0	65,0	5002,0	150,0	314,0	4538,0	3887,0	2315,0	123,0	1449,0	5444,0	0,0	1635,0	2260,0	1549,0
16	Valdejalón	2011	Regadío	14984,0	14857,0	5057,0	872,0	8928,0	0,0	0,0	0,0	0,0	127,0	90,0	0,0	37,0	0,0	0,0	0,0	0,0	0,0
16	Valdejalón	2011	Secano	72361,0	35089,0	17417,0	11871,0	5801,0	20796,0	822,0	1706,0	18268,0	10593,0	4335,0	735,0	5523,0	5883,0	0,0	1644,0	3469,0	770,0
17	D.C. Zaragoza	2011	Regadío	27735,0	27648,0	24874,0	1197,0	1577,0	0,0	0,0	0,0	0,0	87,0	71,0	0,0	16,0	0,0	0,0	0,0	0,0	0,0
17	D.C. Zaragoza	2011	Secano	184411,0	62090,0	35722,0	25653,0	715,0	60578,0	1190,0	2655,0	56733,0	35051,0	16291,0	1179,0	17581,0	26692,0	0,0	9114,0	15339,0	2239,0
18	Ribera Baja del Ebro	2011	Regadío	13585,0	13578,0	11435,0	360,0	1783,0	0,0	0,0	0,0	0,0	7,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
18	Ribera Baja del Ebro	2011	Secano	83644,0	41908,0	25638,0	16048,0	222,0	25782,0	1332,0	2124,0	22326,0	10434,0	1898,0	1794,0	6742,0	5520,0	0,0	844,0	2763,0	1913,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	Regadío	10899,0	10896,0	3926,0	824,0	6146,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	Secano	82261,0	23582,0	8240,0	5575,0	9767,0	29598,0	956,0	5539,0	23103,0	20673,0	8295,0	5300,0	7078,0	8408,0	0,0	468,0	2367,0	5573,0
20	Comunidad de Calatayud	2011	Regadío	7494,0	7382,0	3139,0	583,0	3660,0	0,0	0,0	0,0	0,0	112,0	93,0	0,0	19,0	0,0	0,0	0,0	0,0	0,0
20	Comunidad de Calatayud	2011	Secano	224237,0	62783,0	31315,0	16363,0	15105,0	86688,0	1903,0	12324,0	72461,0	63171,0	33386,0	7900,0	21885,0	11595,0	0,0	1244,0	6146,0	4205,0
21	Campo de Cariñena	2011	Regadío	7381,0	7375,0	1988,0	317,0	5070,0	0,0	0,0	0,0	0,0	6,0	4,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0
21	Campo de Cariñena	2011	Secano	65554,0	36149,0	14876,0	10402,0	10871,0	12389,0	165,0	742,0	11482,0	13426,0	9425,0	250,0	3751,0	3590,0	0,0	557,0	2194,0	839,0
22	Campo de Belchite	2011	Regadío	4123,0	4103,0	1262,0	876,0	1965,0	0,0	0,0	0,0	0,0	20,0	11,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0
22	Campo de Belchite	2011	Secano	97461,0	61914,0	37713,0	22466,0	1735,0	21520,0	697,0	727,0	20096,0	10824,0	4331,0	341,0	6152,0	3203,0	0,0	370,0	2015,0	818,0
23	Bajo Martín	2011	Regadío	4799,0	4786,0	2086,0	1791,0	909,0	0,0	0,0	0,0	0,0	13,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
23	Bajo Martín	2011	Secano	74857,0	45389,0	23776,0	18117,0	3496,0	14137,0	0,0	0,0	14137,0	12764,0	5235,0	1281,0	6248,0	2567,0	0,0	484,0	1640,0	443,0
24	Campo de Daroca	2011	Regadío	1445,0	1404,0	1233,0	106,0	65,0	0,0	0,0	0,0	0,0	41,0	36,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0
24	Campo de Daroca	2011	Secano	108244,0	55201,0	42605,0	9611,0	2985,0	21411,0	452,0	3969,0	16990,0	26389,0	17725,0	3207,0	5457,0	5243,0	0,0	319,0	2832,0	2092,0
25	Jiloca	2011	Regadío	7064,0	6978,0	5056,0	1867,0	55,0	0,0	0,0	0,0	0,0	86,0	79,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0
25	Jiloca	2011	Secano	185998,0	93576,0	57967,0	34320,0	1289,0	47678,0	72,0	10445,0	37161,0	36724,0	9647,0	3380,0	23697,0	8020,0	0,0	1467,0	5369,0	1184,0
26	Cuencas Mineras	2011	Regadío	1711,0	1688,0	536,0	1146,0	6,0	0,0	0,0	0,0	0,0	23,0	23,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
26	Cuencas Mineras	2011	Secano	139548,0	34041,0	17458,0	15734,0	849,0	59701,0	184,0	7027,0	52490,0	41681,0	18170,0	3130,0	20381,0	4125,0	0,0	911,0	2290,0	924,0
27	Andorra-Sierra de Arcos	2011	Regadío	794,0	706,0	175,0	424,0	107,0	41,0	41,0	0,0	0,0	47,0	47,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
27	Andorra-Sierra de Arcos	2011	Secano	66914,0	16817,0	6986,0	6832,0	2999,0	21084,0	75,0	2205,0	18804,0	24723,0	10655,0	3551,0	10517,0	4290,0	0,0	2073,0	1838,0	379,0
28	Bajo Aragón	2011	Regadío	8600,0	8440,0	4003,0	1117,0	3320,0	71,0	71,0	0,0	0,0	89,0	80,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0
28	Bajo Aragón	2011	Secano	121935,0	48337,0	14214,0	17933,0	16190,0	31867,0	35,0	1222,0	30610,0	35962,0	11486,0	7228,0	17248,0	5769,0	0,0	1606,0	2913,0	1250,0
29	Comunidad de Teruel	2011	Regadío	10055,0	9200,0	6175,0	2997,0	28,0	356,0	356,0	0,0	0,0	499,0	481,0	0,0	18,0	0,0	0,0	0,0	0,0	0,0
29	Comunidad de Teruel	2011	Secano	268625,0	95928,0	55489,0	39881,0	558,0	99925,0	585,0	21637,0	77703,0	60946,0	13621,0	14993,0	32332,0	11826,0	0,0	1337,0	7244,0	3245,0
30	Maestrazgo	2011	Regadío	951,0	916,0	264,0	476,0	176,0	32,0	32,0	0,0	0,0	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
30	Maestrazgo	2011	Secano	119500,0	9650,0	5628,0	3149,0	873,0	65295,0	4433,0	16211,0	44651,0	40642,0	19194,0	8008,0	13440,0	3913,0	0,0	385,0	2493,0	1035,0
31	Sierra de Albarracín	2011	Regadío	546,0	522,0	261,0	261,0	0,0	4,0	4,0	0,0	0,0	20,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
31	Sierra de Albarracín	2011	Secano	141144,0	16056,0	8909,0	7145,0	2,0	63051,0	4855,0	27595,0	30601,0	59544,0	27281,0	14876,0	17387,0	2493,0	0,0	181,0	1839,0	473,0
32	Gúdar-Javalambre	2011	Regadío	2457,0	2009,0	520,0	1475,0	14,0	389,0	389,0	0,0	0,0	59,0	46,0	0,0	13,0	0,0	0,0	0,0	0,0	0,0
32	Gúdar-Javalambre	2011	Secano	231642,0	18126,0	9469,0	8242,0	415,0	98838,0	3306,0	40796,0	54736,0	104786,0	46293,0	24766,0	33727,0	9892,0	0,0	564,0	7176,0	2152,0
33	Matarraña / Matarranya	2011	Regadío	1509,0	1429,0	127,0	807,0	495,0	24,0	24,0	0,0	0,0	56,0	56,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
33	Matarraña / Matarranya	2011	Secano	91690,0	27342,0	3114,0	5174,0	19054,0	14289,0	160,0	5561,0	8568,0	47126,0	25300,0	4829,0	16997,0	2933,0	0,0	458,0	1503,0	972,0
01	La Jacetania	2010	Regadío	1324,0	1324,0	1100,0	224,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
01	La Jacetania	2010	Secano	183177,0	21249,0	18101,0	3061,0	87,0	31612,0	909,0	4156,0	26547,0	121220,0	74454,0	18111,0	28655,0	9096,0	0,0	1685,0	2862,0	4549,0
02	Alto Gállego	2010	Regadío	572,0	572,0	513,0	59,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
02	Alto Gállego	2010	Secano	134236,0	6744,0	5205,0	1538,0	1,0	32234,0	585,0	1969,0	29680,0	89873,0	57630,0	9297,0	22946,0	5385,0	0,0	693,0	2438,0	2254,0
03	Sobrarbe	2010	Regadío	1184,0	1176,0	919,0	255,0	2,0	2,0	2,0	0,0	0,0	6,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
03	Sobrarbe	2010	Secano	219062,0	11577,0	8731,0	2473,0	373,0	52039,0	1076,0	2303,0	48660,0	144724,0	87740,0	18902,0	38082,0	10722,0	0,0	2646,0	2121,0	5955,0
04	La Ribagorza	2010	Regadío	1174,0	1170,0	842,0	323,0	5,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
04	La Ribagorza	2010	Secano	244960,0	28484,0	22546,0	4923,0	1015,0	52081,0	2025,0	2888,0	47168,0	154813,0	75832,0	41456,0	37525,0	9582,0	0,0	824,0	3254,0	5504,0
05	Cinco Villas	2010	Regadío	72870,0	72787,0	65084,0	6742,0	961,0	0,0	0,0	0,0	0,0	83,0	83,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
05	Cinco Villas	2010	Secano	235464,0	76424,0	52208,0	22799,0	1417,0	59972,0	0,0	13647,0	46325,0	82236,0	57630,0	9169,0	15437,0	16832,0	0,0	2397,0	7615,0	6820,0
06	Hoya de Huesca / Plana de Uesca	2010	Regadío	24131,0	24116,0	20950,0	2266,0	900,0	0,0	0,0	0,0	0,0	15,0	15,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
06	Hoya de Huesca / Plana de Uesca	2010	Secano	229860,0	101314,0	79863,0	15524,0	5927,0	31522,0	400,0	999,0	30123,0	83117,0	46815,0	12498,0	23804,0	13907,0	0,0	2116,0	6266,0	5525,0
07	Somontano de Barbastro	2010	Regadío	16461,0	16442,0	12734,0	1977,0	1731,0	0,0	0,0	0,0	0,0	19,0	19,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
07	Somontano de Barbastro	2010	Secano	100350,0	37250,0	20844,0	7813,0	8593,0	17672,0	409,0	657,0	16606,0	38924,0	14494,0	11967,0	12463,0	6504,0	0,0	906,0	3144,0	2454,0
08	Cinca Medio	2010	Regadío	34851,0	34802,0	28029,0	4286,0	2487,0	0,0	0,0	0,0	0,0	49,0	49,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
08	Cinca Medio	2010	Secano	22735,0	6195,0	3251,0	2545,0	399,0	5201,0	19,0	357,0	4825,0	5618,0	1336,0	522,0	3760,0	5721,0	0,0	838,0	2643,0	2240,0
09	La Litera / La Llitera	2010	Regadío	27107,0	27096,0	22103,0	3149,0	1844,0	0,0	0,0	0,0	0,0	11,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
09	La Litera / La Llitera	2010	Secano	46216,0	16940,0	11877,0	3412,0	1651,0	6719,0	275,0	219,0	6225,0	18344,0	7093,0	6509,0	4742,0	4213,0	0,0	1298,0	1835,0	1080,0
10	Los Monegros	2010	Regadío	75319,0	75261,0	66091,0	8459,0	711,0	0,0	0,0	0,0	0,0	58,0	58,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
10	Los Monegros	2010	Secano	200476,0	106444,0	62297,0	42764,0	1383,0	39982,0	7,0	2685,0	37290,0	40339,0	13348,0	6075,0	20916,0	13711,0	0,0	2066,0	8038,0	3607,0
11	Bajo Cinca / Baix Cinca	2010	Regadío	30048,0	30021,0	13505,0	4802,0	11714,0	8,0	8,0	0,0	0,0	19,0	19,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
11	Bajo Cinca / Baix Cinca	2010	Secano	111771,0	42883,0	17931,0	20715,0	4237,0	24282,0	139,0	6536,0	17607,0	35104,0	13658,0	10587,0	10859,0	9502,0	0,0	1548,0	3422,0	4532,0
12	Tarazona y el Moncayo	2010	Regadío	5101,0	5056,0	2800,0	1316,0	940,0	0,0	0,0	0,0	0,0	45,0	45,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
12	Tarazona y el Moncayo	2010	Secano	40077,0	9390,0	3793,0	4726,0	871,0	12489,0	0,0	1284,0	11205,0	16195,0	7942,0	4137,0	4116,0	2003,0	0,0	394,0	1236,0	373,0
13	Campo de Borja	2010	Regadío	10926,0	10912,0	5172,0	1926,0	3814,0	0,0	0,0	0,0	0,0	14,0	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
13	Campo de Borja	2010	Secano	58152,0	26110,0	8082,0	8976,0	9052,0	16475,0	0,0	2614,0	13861,0	12845,0	5594,0	2320,0	4931,0	2722,0	0,0	557,0	1701,0	464,0
14	Aranda	2010	Regadío	454,0	450,0	66,0	170,0	214,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14	Aranda	2010	Secano	55646,0	9128,0	2184,0	4066,0	2878,0	25282,0	0,0	3534,0	21748,0	19589,0	8777,0	3324,0	7488,0	1647,0	0,0	142,0	940,0	565,0
15	Ribera Alta del Ebro	2010	Regadío	15057,0	14864,0	13705,0	509,0	650,0	0,0	0,0	0,0	0,0	193,0	193,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
15	Ribera Alta del Ebro	2010	Secano	26501,0	10538,0	6060,0	4410,0	68,0	6010,0	0,0	314,0	5696,0	4529,0	1995,0	922,0	1612,0	5424,0	0,0	1629,0	2244,0	1551,0
16	Valdejalón	2010	Regadío	14850,0	14803,0	4749,0	1028,0	9026,0	0,0	0,0	0,0	0,0	47,0	47,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
16	Valdejalón	2010	Secano	78471,0	36278,0	16318,0	13875,0	6085,0	20517,0	0,0	1641,0	18876,0	15998,0	4459,0	3881,0	7658,0	5678,0	0,0	1519,0	3397,0	762,0
17	D.C. Zaragoza	2010	Regadío	32699,0	32642,0	25132,0	6069,0	1441,0	0,0	0,0	0,0	0,0	57,0	57,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
17	D.C. Zaragoza	2010	Secano	196161,0	73584,0	33229,0	39588,0	767,0	58491,0	0,0	2773,0	55718,0	39167,0	16253,0	3771,0	19143,0	24919,0	4,0	7946,0	14757,0	2212,0
18	Ribera Baja del Ebro	2010	Regadío	13732,0	13727,0	11467,0	570,0	1690,0	0,0	0,0	0,0	0,0	5,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
18	Ribera Baja del Ebro	2010	Secano	85257,0	44133,0	24944,0	18990,0	199,0	23757,0	0,0	2101,0	21656,0	12066,0	1885,0	2918,0	7263,0	5301,0	0,0	655,0	2732,0	1914,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2010	Regadío	10572,0	10569,0	4187,0	519,0	5863,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2010	Secano	88136,0	27436,0	7624,0	8865,0	10947,0	31066,0	0,0	5553,0	25513,0	21105,0	8286,0	5342,0	7477,0	8529,0	0,0	641,0	2329,0	5559,0
20	Comunidad de Calatayud	2010	Regadío	8654,0	8591,0	2941,0	1890,0	3760,0	0,0	0,0	0,0	0,0	63,0	63,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
20	Comunidad de Calatayud	2010	Secano	242454,0	71269,0	28355,0	26585,0	16329,0	86547,0	0,0	12009,0	74538,0	73205,0	34230,0	13675,0	25300,0	11433,0	0,0	1172,0	6047,0	4214,0
21	Campo de Cariñena	2010	Regadío	7254,0	7252,0	1861,0	389,0	5002,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
21	Campo de Cariñena	2010	Secano	69941,0	37316,0	12793,0	12732,0	11791,0	13260,0	0,0	736,0	12524,0	15953,0	9441,0	2077,0	4435,0	3412,0	0,0	516,0	2058,0	838,0
22	Campo de Belchite	2010	Regadío	4404,0	4393,0	1288,0	1143,0	1962,0	0,0	0,0	0,0	0,0	11,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22	Campo de Belchite	2010	Secano	99968,0	62976,0	36084,0	25056,0	1836,0	22202,0	0,0	750,0	21452,0	11634,0	4252,0	839,0	6543,0	3156,0	6,0	332,0	1990,0	828,0
23	Bajo Martín	2010	Regadío	4923,0	4914,0	2112,0	1897,0	905,0	0,0	0,0	0,0	0,0	9,0	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
23	Bajo Martín	2010	Secano	74733,0	46436,0	22544,0	20398,0	3494,0	15458,0	0,0	84,0	15374,0	10411,0	6298,0	97,0	4016,0	2428,0	0,0	318,0	1662,0	448,0
24	Campo de Daroca	2010	Regadío	1541,0	1521,0	1162,0	288,0	71,0	0,0	0,0	0,0	0,0	20,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
24	Campo de Daroca	2010	Secano	108877,0	55958,0	40466,0	12277,0	3215,0	20447,0	0,0	3948,0	16499,0	27345,0	17629,0	4043,0	5673,0	5127,0	0,0	394,0	2774,0	1959,0
25	Jiloca	2010	Regadío	7089,0	6968,0	4884,0	2031,0	53,0	0,0	0,0	0,0	0,0	121,0	121,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
25	Jiloca	2010	Secano	185962,0	93454,0	56273,0	35856,0	1325,0	48496,0	79,0	11499,0	36918,0	36314,0	15847,0	7989,0	12478,0	7698,0	0,0	1293,0	5257,0	1148,0
26	Cuencas Mineras	2010	Regadío	1982,0	1959,0	485,0	1467,0	7,0	0,0	0,0	0,0	0,0	23,0	23,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
26	Cuencas Mineras	2010	Secano	139277,0	33944,0	16808,0	16268,0	868,0	58679,0	321,0	6733,0	51625,0	42714,0	22924,0	3671,0	16119,0	3940,0	0,0	875,0	2129,0	936,0
27	Andorra-Sierra de Arcos	2010	Regadío	891,0	714,0	178,0	428,0	108,0	123,0	123,0	0,0	0,0	54,0	54,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
27	Andorra-Sierra de Arcos	2010	Secano	66817,0	17086,0	6914,0	7149,0	3023,0	24679,0	0,0	2843,0	21836,0	21149,0	13178,0	2577,0	5394,0	3903,0	0,0	1693,0	1833,0	377,0
28	Bajo Aragón	2010	Regadío	8574,0	8400,0	4044,0	1299,0	3057,0	74,0	74,0	0,0	0,0	100,0	100,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
28	Bajo Aragón	2010	Secano	121953,0	49227,0	14245,0	18079,0	16903,0	37348,0	52,0	3820,0	33476,0	30290,0	14237,0	5253,0	10800,0	5088,0	0,0	1153,0	2989,0	946,0
29	Comunidad de Teruel	2010	Regadío	9820,0	9336,0	6049,0	3255,0	32,0	3,0	3,0	0,0	0,0	481,0	481,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
29	Comunidad de Teruel	2010	Secano	268841,0	95450,0	54053,0	40858,0	539,0	101450,0	948,0	21964,0	78538,0	60468,0	21059,0	14562,0	24847,0	11473,0	0,0	1264,0	7027,0	3182,0
30	Maestrazgo	2010	Regadío	982,0	911,0	268,0	467,0	176,0	32,0	32,0	0,0	0,0	39,0	39,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
30	Maestrazgo	2010	Secano	119469,0	9693,0	5787,0	3063,0	843,0	60512,0	4412,0	20902,0	35198,0	45526,0	24898,0	5983,0	14645,0	3738,0	0,0	302,0	2435,0	1001,0
31	Sierra de Albarracín	2010	Regadío	657,0	595,0	237,0	358,0	0,0	4,0	4,0	0,0	0,0	58,0	58,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
31	Sierra de Albarracín	2010	Secano	141033,0	16861,0	8618,0	8243,0	0,0	58115,0	4122,0	24793,0	29200,0	63905,0	30644,0	22802,0	10459,0	2152,0	0,0	186,0	1531,0	435,0
32	Gúdar-Javalambre	2010	Regadío	2525,0	2072,0	534,0	1524,0	14,0	389,0	389,0	0,0	0,0	64,0	64,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
32	Gúdar-Javalambre	2010	Secano	231560,0	19801,0	9000,0	10360,0	441,0	88970,0	3364,0	34079,0	51527,0	113369,0	65279,0	30696,0	17394,0	9420,0	0,0	422,0	6855,0	2143,0
33	Matarraña / Matarranya	2010	Regadío	1425,0	1393,0	134,0	801,0	458,0	7,0	7,0	0,0	0,0	25,0	25,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
33	Matarraña / Matarranya	2010	Secano	91774,0	27399,0	2769,0	5516,0	19114,0	16130,0	409,0	3305,0	12416,0	45526,0	36625,0	4335,0	4566,0	2719,0	0,0	405,0	1384,0	930,0
01	La Jacetania	2009	Regadío	1384,0	1384,0	1145,0	239,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
01	La Jacetania	2009	Secano	183117,0	21396,0	17602,0	3702,0	92,0	58597,0	384,0	21815,0	36398,0	92049,0	65122,0	14788,0	12139,0	11075,0	0,0	3757,0	2836,0	4482,0
02	Alto Gállego	2009	Regadío	669,0	669,0	559,0	110,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
02	Alto Gállego	2009	Secano	134139,0	6959,0	5189,0	1769,0	1,0	51745,0	0,0	9686,0	42059,0	70108,0	48006,0	8172,0	13930,0	5327,0	0,0	648,0	2424,0	2255,0
