Año	Residencia provincia código	Residencia municipio código	Residencia municipio nombre	Tipo de nacionalidad	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad continente nombre	Sexo	Personas
2005	50	50191	Novillas	Españoles	01	UE-25	Europa	Mujeres	308
2005	50	50191	Novillas	Extranjeros	02	Resto de Europa	Europa	Mujeres	8
2005	50	50191	Novillas	Extranjeros	03	Magreb	África	Mujeres	2
2005	50	50191	Novillas	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50192	Nuévalos	Españoles	01	UE-25	Europa	Mujeres	155
2005	50	50192	Nuévalos	Extranjeros	01	UE-25	Europa	Mujeres	2
2005	50	50192	Nuévalos	Extranjeros	02	Resto de Europa	Europa	Mujeres	17
2005	50	50192	Nuévalos	Extranjeros	06	Resto de América	América	Mujeres	2
2005	50	50193	Nuez de Ebro	Españoles	01	UE-25	Europa	Mujeres	309
2005	50	50193	Nuez de Ebro	Extranjeros	02	Resto de Europa	Europa	Mujeres	1
2005	50	50193	Nuez de Ebro	Extranjeros	06	Resto de América	América	Mujeres	6
2005	50	50193	Nuez de Ebro	Extranjeros	07	Asia	Asia	Mujeres	1
2005	50	50194	Olvés	Españoles	01	UE-25	Europa	Mujeres	55
2005	50	50194	Olvés	Extranjeros	02	Resto de Europa	Europa	Mujeres	2
2005	50	50194	Olvés	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50195	Orcajo	Españoles	01	UE-25	Europa	Mujeres	17
2005	50	50196	Orera	Españoles	01	UE-25	Europa	Mujeres	63
2005	50	50196	Orera	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50197	Orés	Españoles	01	UE-25	Europa	Mujeres	49
2005	50	50198	Oseja	Españoles	01	UE-25	Europa	Mujeres	20
2005	50	50199	Osera de Ebro	Españoles	01	UE-25	Europa	Mujeres	185
2005	50	50199	Osera de Ebro	Extranjeros	01	UE-25	Europa	Mujeres	2
2005	50	50199	Osera de Ebro	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50199	Osera de Ebro	Extranjeros	06	Resto de América	América	Mujeres	2
2005	50	50200	Paniza	Españoles	01	UE-25	Europa	Mujeres	312
2005	50	50200	Paniza	Extranjeros	02	Resto de Europa	Europa	Mujeres	33
2005	50	50201	Paracuellos de Jiloca	Españoles	01	UE-25	Europa	Mujeres	253
2005	50	50201	Paracuellos de Jiloca	Extranjeros	02	Resto de Europa	Europa	Mujeres	5
2005	50	50202	Paracuellos de la Ribera	Españoles	01	UE-25	Europa	Mujeres	117
2005	50	50203	Pastriz	Españoles	01	UE-25	Europa	Mujeres	632
2005	50	50203	Pastriz	Extranjeros	01	UE-25	Europa	Mujeres	4
2005	50	50203	Pastriz	Extranjeros	02	Resto de Europa	Europa	Mujeres	4
2005	50	50203	Pastriz	Extranjeros	06	Resto de América	América	Mujeres	4
2005	50	50204	Pedrola	Españoles	01	UE-25	Europa	Mujeres	1360
2005	50	50204	Pedrola	Extranjeros	01	UE-25	Europa	Mujeres	31
2005	50	50204	Pedrola	Extranjeros	02	Resto de Europa	Europa	Mujeres	26
2005	50	50204	Pedrola	Extranjeros	03	Magreb	África	Mujeres	14
2005	50	50204	Pedrola	Extranjeros	04	Resto de África	África	Mujeres	4
2005	50	50204	Pedrola	Extranjeros	06	Resto de América	América	Mujeres	39
2005	50	50205	Pedrosas (Las)	Españoles	01	UE-25	Europa	Mujeres	39
2005	50	50205	Pedrosas (Las)	Extranjeros	01	UE-25	Europa	Mujeres	2
2005	50	50206	Perdiguera	Españoles	01	UE-25	Europa	Mujeres	284
2005	50	50206	Perdiguera	Extranjeros	02	Resto de Europa	Europa	Mujeres	6
2005	50	50206	Perdiguera	Extranjeros	03	Magreb	África	Mujeres	7
2005	50	50206	Perdiguera	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50207	Piedratajada	Españoles	01	UE-25	Europa	Mujeres	85
2005	50	50208	Pina de Ebro	Españoles	01	UE-25	Europa	Mujeres	1081
2005	50	50208	Pina de Ebro	Extranjeros	01	UE-25	Europa	Mujeres	5
2005	50	50208	Pina de Ebro	Extranjeros	02	Resto de Europa	Europa	Mujeres	15
2005	50	50208	Pina de Ebro	Extranjeros	03	Magreb	África	Mujeres	20
2005	50	50208	Pina de Ebro	Extranjeros	04	Resto de África	África	Mujeres	4
2005	50	50208	Pina de Ebro	Extranjeros	06	Resto de América	América	Mujeres	38
2005	50	50209	Pinseque	Españoles	01	UE-25	Europa	Mujeres	1164
2005	50	50209	Pinseque	Extranjeros	01	UE-25	Europa	Mujeres	1
2005	50	50209	Pinseque	Extranjeros	02	Resto de Europa	Europa	Mujeres	31
2005	50	50209	Pinseque	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50209	Pinseque	Extranjeros	04	Resto de África	África	Mujeres	2
2005	50	50209	Pinseque	Extranjeros	05	América del Norte	América	Mujeres	1
2005	50	50209	Pinseque	Extranjeros	06	Resto de América	América	Mujeres	17
2005	50	50210	Pintanos (Los)	Españoles	01	UE-25	Europa	Mujeres	36
2005	50	50210	Pintanos (Los)	Extranjeros	02	Resto de Europa	Europa	Mujeres	1
2005	50	50211	Plasencia de Jalón	Españoles	01	UE-25	Europa	Mujeres	144
2005	50	50211	Plasencia de Jalón	Extranjeros	01	UE-25	Europa	Mujeres	1
2005	50	50211	Plasencia de Jalón	Extranjeros	02	Resto de Europa	Europa	Mujeres	11
2005	50	50211	Plasencia de Jalón	Extranjeros	06	Resto de América	América	Mujeres	2
2005	50	50212	Pleitas	Españoles	01	UE-25	Europa	Mujeres	25
2005	50	50213	Plenas	Españoles	01	UE-25	Europa	Mujeres	57
2005	50	50214	Pomer	Españoles	01	UE-25	Europa	Mujeres	13
2005	50	50214	Pomer	Extranjeros	02	Resto de Europa	Europa	Mujeres	4
2005	50	50215	Pozuel de Ariza	Españoles	01	UE-25	Europa	Mujeres	10
2005	50	50216	Pozuelo de Aragón	Españoles	01	UE-25	Europa	Mujeres	147
2005	50	50216	Pozuelo de Aragón	Extranjeros	02	Resto de Europa	Europa	Mujeres	4
2005	50	50216	Pozuelo de Aragón	Extranjeros	06	Resto de América	América	Mujeres	2
2005	50	50217	Pradilla de Ebro	Españoles	01	UE-25	Europa	Mujeres	293
2005	50	50217	Pradilla de Ebro	Extranjeros	02	Resto de Europa	Europa	Mujeres	7
2005	50	50217	Pradilla de Ebro	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50217	Pradilla de Ebro	Extranjeros	06	Resto de América	América	Mujeres	3
2005	50	50218	Puebla de Albortón	Españoles	01	UE-25	Europa	Mujeres	56
2005	50	50218	Puebla de Albortón	Extranjeros	01	UE-25	Europa	Mujeres	2
2005	50	50218	Puebla de Albortón	Extranjeros	02	Resto de Europa	Europa	Mujeres	1
2005	50	50218	Puebla de Albortón	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50219	Puebla de Alfindén (La)	Españoles	01	UE-25	Europa	Mujeres	1695
2005	50	50219	Puebla de Alfindén (La)	Extranjeros	01	UE-25	Europa	Mujeres	3
2005	50	50219	Puebla de Alfindén (La)	Extranjeros	02	Resto de Europa	Europa	Mujeres	22
2005	50	50219	Puebla de Alfindén (La)	Extranjeros	03	Magreb	África	Mujeres	3
2005	50	50219	Puebla de Alfindén (La)	Extranjeros	04	Resto de África	África	Mujeres	1
2005	50	50219	Puebla de Alfindén (La)	Extranjeros	05	América del Norte	América	Mujeres	2
2005	50	50219	Puebla de Alfindén (La)	Extranjeros	06	Resto de América	América	Mujeres	31
2005	50	50219	Puebla de Alfindén (La)	Extranjeros	07	Asia	Asia	Mujeres	1
2005	50	50220	Puendeluna	Españoles	01	UE-25	Europa	Mujeres	24
2005	50	50221	Purujosa	Españoles	01	UE-25	Europa	Mujeres	11
2005	50	50222	Quinto	Españoles	01	UE-25	Europa	Mujeres	982
2005	50	50222	Quinto	Extranjeros	01	UE-25	Europa	Mujeres	6
2005	50	50222	Quinto	Extranjeros	02	Resto de Europa	Europa	Mujeres	9
2005	50	50222	Quinto	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50222	Quinto	Extranjeros	04	Resto de África	África	Mujeres	6
2005	50	50222	Quinto	Extranjeros	06	Resto de América	América	Mujeres	12
2005	50	50223	Remolinos	Españoles	01	UE-25	Europa	Mujeres	582
2005	50	50223	Remolinos	Extranjeros	01	UE-25	Europa	Mujeres	6
2005	50	50223	Remolinos	Extranjeros	02	Resto de Europa	Europa	Mujeres	2
2005	50	50223	Remolinos	Extranjeros	06	Resto de América	América	Mujeres	8
2005	50	50223	Remolinos	Extranjeros	07	Asia	Asia	Mujeres	2
2005	50	50224	Retascón	Españoles	01	UE-25	Europa	Mujeres	42
2005	50	50225	Ricla	Españoles	01	UE-25	Europa	Mujeres	947
2005	50	50225	Ricla	Extranjeros	01	UE-25	Europa	Mujeres	15
2005	50	50225	Ricla	Extranjeros	02	Resto de Europa	Europa	Mujeres	227
2005	50	50225	Ricla	Extranjeros	03	Magreb	África	Mujeres	10
2005	50	50225	Ricla	Extranjeros	04	Resto de África	África	Mujeres	1
2005	50	50225	Ricla	Extranjeros	06	Resto de América	América	Mujeres	6
2005	50	50227	Romanos	Españoles	01	UE-25	Europa	Mujeres	54
2005	50	50227	Romanos	Extranjeros	02	Resto de Europa	Europa	Mujeres	2
2005	50	50227	Romanos	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50228	Rueda de Jalón	Españoles	01	UE-25	Europa	Mujeres	168
2005	50	50228	Rueda de Jalón	Extranjeros	01	UE-25	Europa	Mujeres	4
2005	50	50228	Rueda de Jalón	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50228	Rueda de Jalón	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50229	Ruesca	Españoles	01	UE-25	Europa	Mujeres	40
2005	50	50229	Ruesca	Extranjeros	02	Resto de Europa	Europa	Mujeres	1
2005	50	50230	Sádaba	Españoles	01	UE-25	Europa	Mujeres	834
2005	50	50230	Sádaba	Extranjeros	01	UE-25	Europa	Mujeres	1
2005	50	50230	Sádaba	Extranjeros	02	Resto de Europa	Europa	Mujeres	12
2005	50	50230	Sádaba	Extranjeros	03	Magreb	África	Mujeres	4
2005	50	50230	Sádaba	Extranjeros	06	Resto de América	América	Mujeres	40
2005	50	50231	Salillas de Jalón	Españoles	01	UE-25	Europa	Mujeres	159
2005	50	50231	Salillas de Jalón	Extranjeros	02	Resto de Europa	Europa	Mujeres	4
2005	50	50231	Salillas de Jalón	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50232	Salvatierra de Esca	Españoles	01	UE-25	Europa	Mujeres	131
2005	50	50232	Salvatierra de Esca	Extranjeros	06	Resto de América	América	Mujeres	3
2005	50	50233	Samper del Salz	Españoles	01	UE-25	Europa	Mujeres	58
2005	50	50233	Samper del Salz	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50234	San Martín de la Virgen de Moncayo	Españoles	01	UE-25	Europa	Mujeres	132
2005	50	50235	San Mateo de Gállego	Españoles	01	UE-25	Europa	Mujeres	1129
2005	50	50235	San Mateo de Gállego	Extranjeros	01	UE-25	Europa	Mujeres	5
2005	50	50235	San Mateo de Gállego	Extranjeros	02	Resto de Europa	Europa	Mujeres	8
2005	50	50235	San Mateo de Gállego	Extranjeros	03	Magreb	África	Mujeres	7
2005	50	50235	San Mateo de Gállego	Extranjeros	04	Resto de África	África	Mujeres	2
2005	50	50235	San Mateo de Gállego	Extranjeros	06	Resto de América	América	Mujeres	16
2005	50	50236	Santa Cruz de Grío	Españoles	01	UE-25	Europa	Mujeres	80
2005	50	50236	Santa Cruz de Grío	Extranjeros	02	Resto de Europa	Europa	Mujeres	7
2005	50	50236	Santa Cruz de Grío	Extranjeros	06	Resto de América	América	Mujeres	5
2005	50	50237	Santa Cruz de Moncayo	Españoles	01	UE-25	Europa	Mujeres	57
2005	50	50238	Santa Eulalia de Gállego	Españoles	01	UE-25	Europa	Mujeres	59
2005	50	50238	Santa Eulalia de Gállego	Extranjeros	01	UE-25	Europa	Mujeres	2
2005	50	50239	Santed	Españoles	01	UE-25	Europa	Mujeres	37
2005	50	50239	Santed	Extranjeros	02	Resto de Europa	Europa	Mujeres	1
2005	50	50240	Sástago	Españoles	01	UE-25	Europa	Mujeres	637
2005	50	50240	Sástago	Extranjeros	06	Resto de América	América	Mujeres	2
2005	50	50241	Saviñán	Españoles	01	UE-25	Europa	Mujeres	405
2005	50	50241	Saviñán	Extranjeros	05	América del Norte	América	Mujeres	1
2005	50	50241	Saviñán	Extranjeros	08	Oceanía	Oceanía	Mujeres	1
2005	50	50242	Sediles	Españoles	01	UE-25	Europa	Mujeres	44
2005	50	50243	Sestrica	Españoles	01	UE-25	Europa	Mujeres	204
2005	50	50243	Sestrica	Extranjeros	02	Resto de Europa	Europa	Mujeres	6
2005	50	50244	Sierra de Luna	Españoles	01	UE-25	Europa	Mujeres	120
2005	50	50244	Sierra de Luna	Extranjeros	02	Resto de Europa	Europa	Mujeres	12
2005	50	50245	Sigüés	Españoles	01	UE-25	Europa	Mujeres	76
2005	50	50245	Sigüés	Extranjeros	01	UE-25	Europa	Mujeres	1
2005	50	50245	Sigüés	Extranjeros	02	Resto de Europa	Europa	Mujeres	1
2005	50	50245	Sigüés	Extranjeros	03	Magreb	África	Mujeres	3
2005	50	50246	Sisamón	Españoles	01	UE-25	Europa	Mujeres	18
2005	50	50247	Sobradiel	Españoles	01	UE-25	Europa	Mujeres	370
2005	50	50247	Sobradiel	Extranjeros	01	UE-25	Europa	Mujeres	1
2005	50	50247	Sobradiel	Extranjeros	02	Resto de Europa	Europa	Mujeres	10
2005	50	50247	Sobradiel	Extranjeros	06	Resto de América	América	Mujeres	2
2005	50	50248	Sos del Rey Católico	Españoles	01	UE-25	Europa	Mujeres	340
2005	50	50248	Sos del Rey Católico	Extranjeros	01	UE-25	Europa	Mujeres	2
2005	50	50248	Sos del Rey Católico	Extranjeros	03	Magreb	África	Mujeres	2
2005	50	50248	Sos del Rey Católico	Extranjeros	06	Resto de América	América	Mujeres	12
2005	50	50249	Tabuenca	Españoles	01	UE-25	Europa	Mujeres	195
2005	50	50249	Tabuenca	Extranjeros	02	Resto de Europa	Europa	Mujeres	5
2005	50	50249	Tabuenca	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50250	Talamantes	Españoles	01	UE-25	Europa	Mujeres	28
2005	50	50251	Tarazona	Españoles	01	UE-25	Europa	Mujeres	5332
2005	50	50251	Tarazona	Extranjeros	01	UE-25	Europa	Mujeres	7
2005	50	50251	Tarazona	Extranjeros	02	Resto de Europa	Europa	Mujeres	40
2005	50	50251	Tarazona	Extranjeros	03	Magreb	África	Mujeres	29
2005	50	50251	Tarazona	Extranjeros	04	Resto de África	África	Mujeres	5
2005	50	50251	Tarazona	Extranjeros	06	Resto de América	América	Mujeres	177
2005	50	50251	Tarazona	Extranjeros	07	Asia	Asia	Mujeres	5
2005	50	50252	Tauste	Españoles	01	UE-25	Europa	Mujeres	3344
2005	50	50252	Tauste	Extranjeros	01	UE-25	Europa	Mujeres	9
2005	50	50252	Tauste	Extranjeros	02	Resto de Europa	Europa	Mujeres	225
2005	50	50252	Tauste	Extranjeros	03	Magreb	África	Mujeres	28
2005	50	50252	Tauste	Extranjeros	04	Resto de África	África	Mujeres	1
2005	50	50252	Tauste	Extranjeros	06	Resto de América	América	Mujeres	89
2005	50	50253	Terrer	Españoles	01	UE-25	Europa	Mujeres	270
2005	50	50253	Terrer	Extranjeros	02	Resto de Europa	Europa	Mujeres	12
2005	50	50253	Terrer	Extranjeros	06	Resto de América	América	Mujeres	3
2005	50	50254	Tierga	Españoles	01	UE-25	Europa	Mujeres	96
2005	50	50255	Tobed	Españoles	01	UE-25	Europa	Mujeres	121
2005	50	50255	Tobed	Extranjeros	02	Resto de Europa	Europa	Mujeres	1
2005	50	50255	Tobed	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50256	Torralba de los Frailes	Españoles	01	UE-25	Europa	Mujeres	37
2005	50	50256	Torralba de los Frailes	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50256	Torralba de los Frailes	Extranjeros	07	Asia	Asia	Mujeres	1
2005	50	50257	Torralba de Ribota	Españoles	01	UE-25	Europa	Mujeres	86
2005	50	50257	Torralba de Ribota	Extranjeros	01	UE-25	Europa	Mujeres	1
2005	50	50257	Torralba de Ribota	Extranjeros	06	Resto de América	América	Mujeres	2
2005	50	50258	Torralbilla	Españoles	01	UE-25	Europa	Mujeres	34
2005	50	50259	Torrehermosa	Españoles	01	UE-25	Europa	Mujeres	47
2005	50	50260	Torrelapaja	Españoles	01	UE-25	Europa	Mujeres	15
2005	50	50261	Torrellas	Españoles	01	UE-25	Europa	Mujeres	129
2005	50	50261	Torrellas	Extranjeros	01	UE-25	Europa	Mujeres	2
2005	50	50261	Torrellas	Extranjeros	02	Resto de Europa	Europa	Mujeres	2
2005	50	50261	Torrellas	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50261	Torrellas	Extranjeros	06	Resto de América	América	Mujeres	3
2005	50	50262	Torres de Berrellén	Españoles	01	UE-25	Europa	Mujeres	682
2005	50	50262	Torres de Berrellén	Extranjeros	01	UE-25	Europa	Mujeres	2
2005	50	50262	Torres de Berrellén	Extranjeros	02	Resto de Europa	Europa	Mujeres	5
2005	50	50262	Torres de Berrellén	Extranjeros	06	Resto de América	América	Mujeres	5
2005	50	50263	Torrijo de la Cañada	Españoles	01	UE-25	Europa	Mujeres	143
2005	50	50263	Torrijo de la Cañada	Extranjeros	01	UE-25	Europa	Mujeres	1
2005	50	50263	Torrijo de la Cañada	Extranjeros	02	Resto de Europa	Europa	Mujeres	11
2005	50	50264	Tosos	Españoles	01	UE-25	Europa	Mujeres	95
2005	50	50264	Tosos	Extranjeros	02	Resto de Europa	Europa	Mujeres	9
2005	50	50265	Trasmoz	Españoles	01	UE-25	Europa	Mujeres	33
2005	50	50266	Trasobares	Españoles	01	UE-25	Europa	Mujeres	74
2005	50	50267	Uncastillo	Españoles	01	UE-25	Europa	Mujeres	424
2005	50	50267	Uncastillo	Extranjeros	01	UE-25	Europa	Mujeres	1
2005	50	50267	Uncastillo	Extranjeros	02	Resto de Europa	Europa	Mujeres	1
2005	50	50267	Uncastillo	Extranjeros	06	Resto de América	América	Mujeres	3
2005	50	50268	Undués de Lerda	Españoles	01	UE-25	Europa	Mujeres	25
2005	50	50269	Urrea de Jalón	Españoles	01	UE-25	Europa	Mujeres	163
2005	50	50269	Urrea de Jalón	Extranjeros	02	Resto de Europa	Europa	Mujeres	1
2005	50	50269	Urrea de Jalón	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50269	Urrea de Jalón	Extranjeros	06	Resto de América	América	Mujeres	2
2005	50	50269	Urrea de Jalón	Extranjeros	07	Asia	Asia	Mujeres	1
2005	50	50270	Urriés	Españoles	01	UE-25	Europa	Mujeres	20
2005	50	50271	Used	Españoles	01	UE-25	Europa	Mujeres	159
2005	50	50271	Used	Extranjeros	01	UE-25	Europa	Mujeres	1
2005	50	50271	Used	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50272	Utebo	Españoles	01	UE-25	Europa	Mujeres	6394
2005	50	50272	Utebo	Extranjeros	01	UE-25	Europa	Mujeres	54
2005	50	50272	Utebo	Extranjeros	02	Resto de Europa	Europa	Mujeres	150
2005	50	50272	Utebo	Extranjeros	03	Magreb	África	Mujeres	39
2005	50	50272	Utebo	Extranjeros	04	Resto de África	África	Mujeres	23
2005	50	50272	Utebo	Extranjeros	05	América del Norte	América	Mujeres	8
2005	50	50272	Utebo	Extranjeros	06	Resto de América	América	Mujeres	156
2005	50	50272	Utebo	Extranjeros	07	Asia	Asia	Mujeres	6
2005	50	50273	Valdehorna	Españoles	01	UE-25	Europa	Mujeres	22
2005	50	50274	Val de San Martín	Españoles	01	UE-25	Europa	Mujeres	41
2005	50	50275	Valmadrid	Españoles	01	UE-25	Europa	Mujeres	33
2005	50	50276	Valpalmas	Españoles	01	UE-25	Europa	Mujeres	83
2005	50	50277	Valtorres	Españoles	01	UE-25	Europa	Mujeres	52
2005	50	50277	Valtorres	Extranjeros	02	Resto de Europa	Europa	Mujeres	3
2005	50	50278	Velilla de Ebro	Españoles	01	UE-25	Europa	Mujeres	126
2005	50	50278	Velilla de Ebro	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50278	Velilla de Ebro	Extranjeros	07	Asia	Asia	Mujeres	1
2005	50	50279	Velilla de Jiloca	Españoles	01	UE-25	Europa	Mujeres	54
2005	50	50280	Vera de Moncayo	Españoles	01	UE-25	Europa	Mujeres	208
2005	50	50280	Vera de Moncayo	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50281	Vierlas	Españoles	01	UE-25	Europa	Mujeres	50
2005	50	50282	Vilueña (La)	Españoles	01	UE-25	Europa	Mujeres	54
2005	50	50282	Vilueña (La)	Extranjeros	02	Resto de Europa	Europa	Mujeres	3
2005	50	50283	Villadoz	Españoles	01	UE-25	Europa	Mujeres	37
2005	50	50283	Villadoz	Extranjeros	01	UE-25	Europa	Mujeres	1
2005	50	50283	Villadoz	Extranjeros	02	Resto de Europa	Europa	Mujeres	3
2005	50	50284	Villafeliche	Españoles	01	UE-25	Europa	Mujeres	107
2005	50	50284	Villafeliche	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50285	Villafranca de Ebro	Españoles	01	UE-25	Europa	Mujeres	362
2005	50	50285	Villafranca de Ebro	Extranjeros	02	Resto de Europa	Europa	Mujeres	5
2005	50	50285	Villafranca de Ebro	Extranjeros	03	Magreb	África	Mujeres	2
2005	50	50285	Villafranca de Ebro	Extranjeros	04	Resto de África	África	Mujeres	2
2005	50	50285	Villafranca de Ebro	Extranjeros	06	Resto de América	América	Mujeres	2
2005	50	50286	Villalba de Perejil	Españoles	01	UE-25	Europa	Mujeres	56
2005	50	50286	Villalba de Perejil	Extranjeros	02	Resto de Europa	Europa	Mujeres	3
2005	50	50287	Villalengua	Españoles	01	UE-25	Europa	Mujeres	174
2005	50	50287	Villalengua	Extranjeros	02	Resto de Europa	Europa	Mujeres	20
2005	50	50287	Villalengua	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50288	Villanueva de Gállego	Españoles	01	UE-25	Europa	Mujeres	1774
2005	50	50288	Villanueva de Gállego	Extranjeros	01	UE-25	Europa	Mujeres	13
2005	50	50288	Villanueva de Gállego	Extranjeros	02	Resto de Europa	Europa	Mujeres	49
2005	50	50288	Villanueva de Gállego	Extranjeros	03	Magreb	África	Mujeres	11
2005	50	50288	Villanueva de Gállego	Extranjeros	05	América del Norte	América	Mujeres	1
2005	50	50288	Villanueva de Gállego	Extranjeros	06	Resto de América	América	Mujeres	25
2005	50	50289	Villanueva de Jiloca	Españoles	01	UE-25	Europa	Mujeres	40
2005	50	50290	Villanueva de Huerva	Españoles	01	UE-25	Europa	Mujeres	255
2005	50	50290	Villanueva de Huerva	Extranjeros	01	UE-25	Europa	Mujeres	1
2005	50	50290	Villanueva de Huerva	Extranjeros	02	Resto de Europa	Europa	Mujeres	13
2005	50	50291	Villar de los Navarros	Españoles	01	UE-25	Europa	Mujeres	65
2005	50	50291	Villar de los Navarros	Extranjeros	02	Resto de Europa	Europa	Mujeres	2
2005	50	50291	Villar de los Navarros	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50291	Villar de los Navarros	Extranjeros	06	Resto de América	América	Mujeres	2
2005	50	50292	Villarreal de Huerva	Españoles	01	UE-25	Europa	Mujeres	82
2005	50	50292	Villarreal de Huerva	Extranjeros	02	Resto de Europa	Europa	Mujeres	4
2005	50	50292	Villarreal de Huerva	Extranjeros	06	Resto de América	América	Mujeres	2
2005	50	50293	Villarroya de la Sierra	Españoles	01	UE-25	Europa	Mujeres	298
2005	50	50293	Villarroya de la Sierra	Extranjeros	02	Resto de Europa	Europa	Mujeres	8
2005	50	50293	Villarroya de la Sierra	Extranjeros	03	Magreb	África	Mujeres	1
2005	50	50294	Villarroya del Campo	Españoles	01	UE-25	Europa	Mujeres	35
2005	50	50295	Vistabella	Españoles	01	UE-25	Europa	Mujeres	12
2005	50	50296	Zaida (La)	Españoles	01	UE-25	Europa	Mujeres	267
2005	50	50296	Zaida (La)	Extranjeros	02	Resto de Europa	Europa	Mujeres	1
2005	50	50296	Zaida (La)	Extranjeros	06	Resto de América	América	Mujeres	3
2005	50	50297	Zaragoza	Españoles	01	UE-25	Europa	Mujeres	309217
2005	50	50297	Zaragoza	Extranjeros	01	UE-25	Europa	Mujeres	1480
2005	50	50297	Zaragoza	Extranjeros	02	Resto de Europa	Europa	Mujeres	6077
2005	50	50297	Zaragoza	Extranjeros	03	Magreb	África	Mujeres	1950
2005	50	50297	Zaragoza	Extranjeros	04	Resto de África	África	Mujeres	2200
2005	50	50297	Zaragoza	Extranjeros	05	América del Norte	América	Mujeres	164
2005	50	50297	Zaragoza	Extranjeros	06	Resto de América	América	Mujeres	11687
2005	50	50297	Zaragoza	Extranjeros	07	Asia	Asia	Mujeres	993
2005	50	50297	Zaragoza	Extranjeros	08	Oceanía	Oceanía	Mujeres	6
2005	50	50297	Zaragoza	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Mujeres	11
2005	50	50298	Zuera	Españoles	01	UE-25	Europa	Mujeres	2826
2005	50	50298	Zuera	Extranjeros	01	UE-25	Europa	Mujeres	75
2005	50	50298	Zuera	Extranjeros	02	Resto de Europa	Europa	Mujeres	73
2005	50	50298	Zuera	Extranjeros	03	Magreb	África	Mujeres	3
2005	50	50298	Zuera	Extranjeros	04	Resto de África	África	Mujeres	5
2005	50	50298	Zuera	Extranjeros	06	Resto de América	América	Mujeres	27
2005	50	50298	Zuera	Extranjeros	07	Asia	Asia	Mujeres	2
2005	50	50901	Biel	Españoles	01	UE-25	Europa	Mujeres	91
2005	50	50901	Biel	Extranjeros	06	Resto de América	América	Mujeres	1
2005	50	50902	Marracos	Españoles	01	UE-25	Europa	Mujeres	55
2006	22	22001	Abiego	Españoles	01	UE-25	Europa	Mujeres	130
2006	22	22001	Abiego	Extranjeros	01	UE-25	Europa	Mujeres	1
2006	22	22001	Abiego	Extranjeros	02	Resto de Europa	Europa	Mujeres	1
2006	22	22001	Abiego	Extranjeros	04	Resto de África	África	Mujeres	1
2006	22	22002	Abizanda	Españoles	01	UE-25	Europa	Mujeres	68
2006	22	22002	Abizanda	Extranjeros	01	UE-25	Europa	Mujeres	1
2006	22	22002	Abizanda	Extranjeros	02	Resto de Europa	Europa	Mujeres	3
2006	22	22002	Abizanda	Extranjeros	06	Resto de América	América	Mujeres	1
2006	22	22003	Adahuesca	Españoles	01	UE-25	Europa	Mujeres	81
2006	22	22003	Adahuesca	Extranjeros	01	UE-25	Europa	Mujeres	1
2006	22	22003	Adahuesca	Extranjeros	02	Resto de Europa	Europa	Mujeres	4
2006	22	22004	Agüero	Españoles	01	UE-25	Europa	Mujeres	74
2006	22	22006	Aísa	Españoles	01	UE-25	Europa	Mujeres	178
2006	22	22006	Aísa	Extranjeros	01	UE-25	Europa	Mujeres	1
2006	22	22006	Aísa	Extranjeros	02	Resto de Europa	Europa	Mujeres	2
2006	22	22006	Aísa	Extranjeros	06	Resto de América	América	Mujeres	1
2006	22	22007	Albalate de Cinca	Españoles	01	UE-25	Europa	Mujeres	495
2006	22	22007	Albalate de Cinca	Extranjeros	01	UE-25	Europa	Mujeres	2
2006	22	22007	Albalate de Cinca	Extranjeros	02	Resto de Europa	Europa	Mujeres	23
2006	22	22007	Albalate de Cinca	Extranjeros	03	Magreb	África	Mujeres	11
2006	22	22007	Albalate de Cinca	Extranjeros	04	Resto de África	África	Mujeres	3
2006	22	22008	Albalatillo	Españoles	01	UE-25	Europa	Mujeres	114
