Comarca código	Comarca nombre	Año	Orden	Votos	Siglas
04	La Ribagorza	2015	11	19,0	Independientes-FIA
04	La Ribagorza	2015	12	30,0	PCPE
05	Cinco Villas	2015	1	16481,0	PP-PAR
05	Cinco Villas	2015	2	16509,0	PSOE
05	Cinco Villas	2015	3	5975,0	PODEMOS
05	Cinco Villas	2015	4	3719,0	C's
05	Cinco Villas	2015	5	2398,0	IU-CHA-UPeC
05	Cinco Villas	2015	6	361,0	EB
05	Cinco Villas	2015	7	272,0	PACMA
05	Cinco Villas	2015	8	261,0	UPYD
05	Cinco Villas	2015	9	86,0	RECORTES CERO-GRUPO VERDE
05	Cinco Villas	2015	10	71,0	VOX
05	Cinco Villas	2015	11	55,0	Independientes-FIA
05	Cinco Villas	2015	12	35,0	PCPE
05	Cinco Villas	2015	13	27,0	BAR
06	Hoya de Huesca / Plana de Uesca	2015	1	31931,0	PP-PAR
06	Hoya de Huesca / Plana de Uesca	2015	2	23933,0	PSOE
06	Hoya de Huesca / Plana de Uesca	2015	3	16368,0	PODEMOS-Ahora Alto Aragón en Común
06	Hoya de Huesca / Plana de Uesca	2015	3	151,0	PODEMOS
06	Hoya de Huesca / Plana de Uesca	2015	4	15261,0	C's
06	Hoya de Huesca / Plana de Uesca	2015	5	6863,0	IU-CHA-UPeC
06	Hoya de Huesca / Plana de Uesca	2015	6	2060,0	EB
06	Hoya de Huesca / Plana de Uesca	2015	7	1341,0	PACMA
06	Hoya de Huesca / Plana de Uesca	2015	8	1216,0	UPYD
06	Hoya de Huesca / Plana de Uesca	2015	9	319,0	RECORTES CERO-GRUPO VERDE
06	Hoya de Huesca / Plana de Uesca	2015	10	2,0	VOX
06	Hoya de Huesca / Plana de Uesca	2015	11	83,0	Independientes-FIA
06	Hoya de Huesca / Plana de Uesca	2015	12	175,0	PCPE
06	Hoya de Huesca / Plana de Uesca	2015	13	1,0	BAR
07	Somontano de Barbastro	2015	1	13554,0	PP-PAR
07	Somontano de Barbastro	2015	2	9762,0	PSOE
07	Somontano de Barbastro	2015	3	4534,0	PODEMOS-Ahora Alto Aragón en Común
07	Somontano de Barbastro	2015	4	4662,0	C's
07	Somontano de Barbastro	2015	5	1870,0	IU-CHA-UPeC
07	Somontano de Barbastro	2015	6	496,0	EB
07	Somontano de Barbastro	2015	7	640,0	PACMA
07	Somontano de Barbastro	2015	8	272,0	UPYD
07	Somontano de Barbastro	2015	9	84,0	RECORTES CERO-GRUPO VERDE
07	Somontano de Barbastro	2015	11	36,0	Independientes-FIA
07	Somontano de Barbastro	2015	12	48,0	PCPE
08	Cinca Medio	2015	1	11023,0	PP-PAR
08	Cinca Medio	2015	2	9704,0	PSOE
08	Cinca Medio	2015	3	5071,0	PODEMOS-Ahora Alto Aragón en Común
08	Cinca Medio	2015	4	4155,0	C's
08	Cinca Medio	2015	5	2130,0	IU-CHA-UPeC
08	Cinca Medio	2015	6	704,0	EB
08	Cinca Medio	2015	7	436,0	PACMA
08	Cinca Medio	2015	8	225,0	UPYD
08	Cinca Medio	2015	9	47,0	RECORTES CERO-GRUPO VERDE
08	Cinca Medio	2015	11	32,0	Independientes-FIA
08	Cinca Medio	2015	12	63,0	PCPE
09	La Litera / La Llitera	2015	1	9854,0	PP-PAR
09	La Litera / La Llitera	2015	2	7236,0	PSOE
09	La Litera / La Llitera	2015	3	4074,0	PODEMOS-Ahora Alto Aragón en Común
09	La Litera / La Llitera	2015	4	3296,0	C's
09	La Litera / La Llitera	2015	5	1035,0	IU-CHA-UPeC
09	La Litera / La Llitera	2015	6	165,0	EB
09	La Litera / La Llitera	2015	7	331,0	PACMA
09	La Litera / La Llitera	2015	8	142,0	UPYD
09	La Litera / La Llitera	2015	9	50,0	RECORTES CERO-GRUPO VERDE
09	La Litera / La Llitera	2015	11	20,0	Independientes-FIA
09	La Litera / La Llitera	2015	12	49,0	PCPE
10	Los Monegros	2015	1	13148,0	PP-PAR
10	Los Monegros	2015	2	9970,0	PSOE
10	Los Monegros	2015	3	2404,0	PODEMOS-Ahora Alto Aragón en Común
10	Los Monegros	2015	3	573,0	PODEMOS
10	Los Monegros	2015	4	2904,0	C's
10	Los Monegros	2015	5	1344,0	IU-CHA-UPeC
10	Los Monegros	2015	6	285,0	EB
10	Los Monegros	2015	7	170,0	PACMA
10	Los Monegros	2015	8	171,0	UPYD
10	Los Monegros	2015	9	35,0	RECORTES CERO-GRUPO VERDE
10	Los Monegros	2015	10	15,0	VOX
10	Los Monegros	2015	11	33,0	Independientes-FIA
10	Los Monegros	2015	12	33,0	PCPE
10	Los Monegros	2015	13	4,0	BAR
11	Bajo Cinca / Baix Cinca	2015	1	12034,0	PP-PAR
11	Bajo Cinca / Baix Cinca	2015	2	9963,0	PSOE
11	Bajo Cinca / Baix Cinca	2015	3	3917,0	PODEMOS-Ahora Alto Aragón en Común
11	Bajo Cinca / Baix Cinca	2015	3	753,0	PODEMOS
11	Bajo Cinca / Baix Cinca	2015	4	3905,0	C's
11	Bajo Cinca / Baix Cinca	2015	5	1010,0	IU-CHA-UPeC
11	Bajo Cinca / Baix Cinca	2015	6	248,0	EB
11	Bajo Cinca / Baix Cinca	2015	7	372,0	PACMA
11	Bajo Cinca / Baix Cinca	2015	8	220,0	UPYD
11	Bajo Cinca / Baix Cinca	2015	9	46,0	RECORTES CERO-GRUPO VERDE
11	Bajo Cinca / Baix Cinca	2015	10	0,0	VOX
11	Bajo Cinca / Baix Cinca	2015	11	16,0	Independientes-FIA
11	Bajo Cinca / Baix Cinca	2015	12	43,0	PCPE
11	Bajo Cinca / Baix Cinca	2015	13	0,0	BAR
12	Tarazona y el Moncayo	2015	1	8271,0	PP-PAR
12	Tarazona y el Moncayo	2015	2	5425,0	PSOE
12	Tarazona y el Moncayo	2015	3	3366,0	PODEMOS
12	Tarazona y el Moncayo	2015	4	2459,0	C's
12	Tarazona y el Moncayo	2015	5	1466,0	IU-CHA-UPeC
12	Tarazona y el Moncayo	2015	6	297,0	EB
12	Tarazona y el Moncayo	2015	7	221,0	PACMA
12	Tarazona y el Moncayo	2015	8	139,0	UPYD
12	Tarazona y el Moncayo	2015	9	70,0	RECORTES CERO-GRUPO VERDE
12	Tarazona y el Moncayo	2015	10	33,0	VOX
12	Tarazona y el Moncayo	2015	11	36,0	Independientes-FIA
12	Tarazona y el Moncayo	2015	12	21,0	PCPE
12	Tarazona y el Moncayo	2015	13	16,0	BAR
13	Campo de Borja	2015	1	7752,0	PP-PAR
13	Campo de Borja	2015	2	7289,0	PSOE
13	Campo de Borja	2015	3	3035,0	PODEMOS
13	Campo de Borja	2015	4	1652,0	C's
13	Campo de Borja	2015	5	1052,0	IU-CHA-UPeC
13	Campo de Borja	2015	6	169,0	EB
13	Campo de Borja	2015	7	162,0	PACMA
13	Campo de Borja	2015	8	129,0	UPYD
13	Campo de Borja	2015	9	48,0	RECORTES CERO-GRUPO VERDE
13	Campo de Borja	2015	10	20,0	VOX
13	Campo de Borja	2015	11	21,0	Independientes-FIA
13	Campo de Borja	2015	12	12,0	PCPE
13	Campo de Borja	2015	13	6,0	BAR
14	Aranda	2015	1	4928,0	PP-PAR
14	Aranda	2015	2	3250,0	PSOE
14	Aranda	2015	3	862,0	PODEMOS
14	Aranda	2015	4	927,0	C's
14	Aranda	2015	5	447,0	IU-CHA-UPeC
14	Aranda	2015	6	87,0	EB
14	Aranda	2015	7	53,0	PACMA
14	Aranda	2015	8	55,0	UPYD
14	Aranda	2015	9	11,0	RECORTES CERO-GRUPO VERDE
14	Aranda	2015	10	9,0	VOX
14	Aranda	2015	11	72,0	Independientes-FIA
14	Aranda	2015	12	7,0	PCPE
14	Aranda	2015	13	4,0	BAR
15	Ribera Alta del Ebro	2015	1	12107,0	PP-PAR
15	Ribera Alta del Ebro	2015	2	13988,0	PSOE
15	Ribera Alta del Ebro	2015	3	6213,0	PODEMOS
15	Ribera Alta del Ebro	2015	4	3892,0	C's
15	Ribera Alta del Ebro	2015	5	2546,0	IU-CHA-UPeC
15	Ribera Alta del Ebro	2015	6	379,0	EB
15	Ribera Alta del Ebro	2015	7	440,0	PACMA
15	Ribera Alta del Ebro	2015	8	189,0	UPYD
15	Ribera Alta del Ebro	2015	9	101,0	RECORTES CERO-GRUPO VERDE
15	Ribera Alta del Ebro	2015	10	67,0	VOX
15	Ribera Alta del Ebro	2015	11	37,0	Independientes-FIA
15	Ribera Alta del Ebro	2015	12	50,0	PCPE
15	Ribera Alta del Ebro	2015	13	22,0	BAR
16	Valdejalón	2015	1	13736,0	PP-PAR
16	Valdejalón	2015	2	10851,0	PSOE
16	Valdejalón	2015	3	4190,0	PODEMOS
16	Valdejalón	2015	4	3942,0	C's
16	Valdejalón	2015	5	2019,0	IU-CHA-UPeC
16	Valdejalón	2015	6	407,0	EB
16	Valdejalón	2015	7	318,0	PACMA
16	Valdejalón	2015	8	244,0	UPYD
16	Valdejalón	2015	9	71,0	RECORTES CERO-GRUPO VERDE
16	Valdejalón	2015	10	64,0	VOX
16	Valdejalón	2015	11	58,0	Independientes-FIA
16	Valdejalón	2015	12	33,0	PCPE
16	Valdejalón	2015	13	30,0	BAR
17	D.C. Zaragoza	2015	1	343897,0	PP-PAR
17	D.C. Zaragoza	2015	2	230832,0	PSOE
17	D.C. Zaragoza	2015	3	215966,0	PODEMOS
17	D.C. Zaragoza	2015	4	173564,0	C's
17	D.C. Zaragoza	2015	5	82209,0	IU-CHA-UPeC
17	D.C. Zaragoza	2015	6	22864,0	EB
17	D.C. Zaragoza	2015	7	15544,0	PACMA
17	D.C. Zaragoza	2015	8	12652,0	UPYD
17	D.C. Zaragoza	2015	9	3845,0	RECORTES CERO-GRUPO VERDE
17	D.C. Zaragoza	2015	10	3377,0	VOX
17	D.C. Zaragoza	2015	11	1995,0	Independientes-FIA
17	D.C. Zaragoza	2015	12	1107,0	PCPE
17	D.C. Zaragoza	2015	13	1004,0	BAR
18	Ribera Baja del Ebro	2015	1	4633,0	PP-PAR
18	Ribera Baja del Ebro	2015	2	4964,0	PSOE
18	Ribera Baja del Ebro	2015	3	1535,0	PODEMOS
18	Ribera Baja del Ebro	2015	4	1236,0	C's
18	Ribera Baja del Ebro	2015	5	715,0	IU-CHA-UPeC
18	Ribera Baja del Ebro	2015	6	176,0	EB
18	Ribera Baja del Ebro	2015	7	101,0	PACMA
18	Ribera Baja del Ebro	2015	8	72,0	UPYD
18	Ribera Baja del Ebro	2015	9	38,0	RECORTES CERO-GRUPO VERDE
18	Ribera Baja del Ebro	2015	10	23,0	VOX
18	Ribera Baja del Ebro	2015	11	19,0	Independientes-FIA
18	Ribera Baja del Ebro	2015	12	13,0	PCPE
18	Ribera Baja del Ebro	2015	13	9,0	BAR
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	1	6521,0	PP-PAR
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	2	6014,0	PSOE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	3	2836,0	PODEMOS
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	4	1929,0	C's
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	5	779,0	IU-CHA-UPeC
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	6	270,0	EB
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	7	139,0	PACMA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	8	88,0	UPYD
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	9	40,0	RECORTES CERO-GRUPO VERDE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	10	36,0	VOX
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	11	19,0	Independientes-FIA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	12	22,0	PCPE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	13	6,0	BAR
20	Comunidad de Calatayud	2015	1	21357,0	PP-PAR
20	Comunidad de Calatayud	2015	2	15984,0	PSOE
20	Comunidad de Calatayud	2015	3	6596,0	PODEMOS
20	Comunidad de Calatayud	2015	4	5315,0	C's
20	Comunidad de Calatayud	2015	5	2376,0	IU-CHA-UPeC
20	Comunidad de Calatayud	2015	6	578,0	EB
20	Comunidad de Calatayud	2015	7	476,0	PACMA
20	Comunidad de Calatayud	2015	8	306,0	UPYD
20	Comunidad de Calatayud	2015	9	117,0	RECORTES CERO-GRUPO VERDE
20	Comunidad de Calatayud	2015	10	99,0	VOX
20	Comunidad de Calatayud	2015	11	57,0	Independientes-FIA
20	Comunidad de Calatayud	2015	12	29,0	PCPE
20	Comunidad de Calatayud	2015	13	32,0	BAR
21	Campo de Cariñena	2015	1	5753,0	PP-PAR
21	Campo de Cariñena	2015	2	4891,0	PSOE
21	Campo de Cariñena	2015	3	1576,0	PODEMOS
21	Campo de Cariñena	2015	4	1187,0	C's
21	Campo de Cariñena	2015	5	810,0	IU-CHA-UPeC
21	Campo de Cariñena	2015	6	194,0	EB
21	Campo de Cariñena	2015	7	128,0	PACMA
21	Campo de Cariñena	2015	8	67,0	UPYD
21	Campo de Cariñena	2015	9	30,0	RECORTES CERO-GRUPO VERDE
21	Campo de Cariñena	2015	10	28,0	VOX
21	Campo de Cariñena	2015	11	17,0	Independientes-FIA
21	Campo de Cariñena	2015	12	15,0	PCPE
21	Campo de Cariñena	2015	13	9,0	BAR
22	Campo de Belchite	2015	1	4145,0	PP-PAR
22	Campo de Belchite	2015	2	2319,0	PSOE
22	Campo de Belchite	2015	3	870,0	PODEMOS
22	Campo de Belchite	2015	4	638,0	C's
22	Campo de Belchite	2015	5	261,0	IU-CHA-UPeC
22	Campo de Belchite	2015	6	80,0	EB
22	Campo de Belchite	2015	7	45,0	PACMA
22	Campo de Belchite	2015	8	34,0	UPYD
22	Campo de Belchite	2015	9	20,0	RECORTES CERO-GRUPO VERDE
22	Campo de Belchite	2015	10	17,0	VOX
22	Campo de Belchite	2015	11	11,0	Independientes-FIA
22	Campo de Belchite	2015	12	5,0	PCPE
22	Campo de Belchite	2015	13	4,0	BAR
23	Bajo Martín	2015	1	3935,0	PP-PAR
23	Bajo Martín	2015	2	3433,0	PSOE
23	Bajo Martín	2015	3	1169,0	PODEMOS
23	Bajo Martín	2015	4	1003,0	C's
23	Bajo Martín	2015	5	759,0	IU-CHA-UPeC
23	Bajo Martín	2015	6	104,0	EB
23	Bajo Martín	2015	7	63,0	PACMA
23	Bajo Martín	2015	8	45,0	UPYD
23	Bajo Martín	2015	9	6,0	RECORTES CERO-GRUPO VERDE
23	Bajo Martín	2015	12	45,0	PCPE
24	Campo de Daroca	2015	1	4750,0	PP-PAR
24	Campo de Daroca	2015	2	2252,0	PSOE
24	Campo de Daroca	2015	3	863,0	PODEMOS
24	Campo de Daroca	2015	4	709,0	C's
24	Campo de Daroca	2015	5	359,0	IU-CHA-UPeC
24	Campo de Daroca	2015	6	205,0	EB
24	Campo de Daroca	2015	7	62,0	PACMA
24	Campo de Daroca	2015	8	71,0	UPYD
24	Campo de Daroca	2015	9	137,0	RECORTES CERO-GRUPO VERDE
24	Campo de Daroca	2015	10	16,0	VOX
24	Campo de Daroca	2015	11	10,0	Independientes-FIA
24	Campo de Daroca	2015	12	11,0	PCPE
24	Campo de Daroca	2015	13	5,0	BAR
25	Jiloca	2015	1	8557,0	PP-PAR
25	Jiloca	2015	2	4589,0	PSOE
25	Jiloca	2015	3	1826,0	PODEMOS
25	Jiloca	2015	4	2056,0	C's
25	Jiloca	2015	5	770,0	IU-CHA-UPeC
25	Jiloca	2015	6	253,0	EB
25	Jiloca	2015	7	118,0	PACMA
25	Jiloca	2015	8	142,0	UPYD
25	Jiloca	2015	9	32,0	RECORTES CERO-GRUPO VERDE
25	Jiloca	2015	12	20,0	PCPE
26	Cuencas Mineras	2015	1	3975,0	PP-PAR
26	Cuencas Mineras	2015	2	5482,0	PSOE
26	Cuencas Mineras	2015	3	1715,0	PODEMOS
26	Cuencas Mineras	2015	4	1175,0	C's
26	Cuencas Mineras	2015	5	904,0	IU-CHA-UPeC
26	Cuencas Mineras	2015	6	140,0	EB
26	Cuencas Mineras	2015	7	141,0	PACMA
26	Cuencas Mineras	2015	8	84,0	UPYD
26	Cuencas Mineras	2015	9	20,0	RECORTES CERO-GRUPO VERDE
26	Cuencas Mineras	2015	12	14,0	PCPE
27	Andorra-Sierra de Arcos	2015	1	4687,0	PP-PAR
27	Andorra-Sierra de Arcos	2015	2	5338,0	PSOE
27	Andorra-Sierra de Arcos	2015	3	2809,0	PODEMOS
27	Andorra-Sierra de Arcos	2015	4	1510,0	C's
27	Andorra-Sierra de Arcos	2015	5	1617,0	IU-CHA-UPeC
27	Andorra-Sierra de Arcos	2015	6	196,0	EB
27	Andorra-Sierra de Arcos	2015	7	156,0	PACMA
27	Andorra-Sierra de Arcos	2015	8	109,0	UPYD
27	Andorra-Sierra de Arcos	2015	9	26,0	RECORTES CERO-GRUPO VERDE
27	Andorra-Sierra de Arcos	2015	12	28,0	PCPE
28	Bajo Aragón	2015	1	15776,0	PP-PAR
28	Bajo Aragón	2015	2	11018,0	PSOE
28	Bajo Aragón	2015	3	6605,0	PODEMOS
28	Bajo Aragón	2015	4	5179,0	C's
28	Bajo Aragón	2015	5	2199,0	IU-CHA-UPeC
28	Bajo Aragón	2015	6	525,0	EB
28	Bajo Aragón	2015	7	523,0	PACMA
28	Bajo Aragón	2015	8	356,0	UPYD
28	Bajo Aragón	2015	9	76,0	RECORTES CERO-GRUPO VERDE
28	Bajo Aragón	2015	12	69,0	PCPE
29	Comunidad de Teruel	2015	1	27578,0	PP-PAR
29	Comunidad de Teruel	2015	2	16300,0	PSOE
29	Comunidad de Teruel	2015	3	9188,0	PODEMOS
29	Comunidad de Teruel	2015	4	10272,0	C's
29	Comunidad de Teruel	2015	5	3612,0	IU-CHA-UPeC
29	Comunidad de Teruel	2015	6	1368,0	EB
29	Comunidad de Teruel	2015	7	694,0	PACMA
29	Comunidad de Teruel	2015	8	529,0	UPYD
29	Comunidad de Teruel	2015	9	136,0	RECORTES CERO-GRUPO VERDE
29	Comunidad de Teruel	2015	12	93,0	PCPE
30	Maestrazgo	2015	1	2439,0	PP-PAR
30	Maestrazgo	2015	2	1273,0	PSOE
30	Maestrazgo	2015	3	686,0	PODEMOS
30	Maestrazgo	2015	4	520,0	C's
30	Maestrazgo	2015	5	212,0	IU-CHA-UPeC
30	Maestrazgo	2015	6	73,0	EB
30	Maestrazgo	2015	7	32,0	PACMA
30	Maestrazgo	2015	8	26,0	UPYD
30	Maestrazgo	2015	9	4,0	RECORTES CERO-GRUPO VERDE
30	Maestrazgo	2015	12	5,0	PCPE
31	Sierra de Albarracín	2015	1	2968,0	PP-PAR
31	Sierra de Albarracín	2015	2	2290,0	PSOE
31	Sierra de Albarracín	2015	3	830,0	PODEMOS
31	Sierra de Albarracín	2015	4	857,0	C's
31	Sierra de Albarracín	2015	5	392,0	IU-CHA-UPeC
31	Sierra de Albarracín	2015	6	68,0	EB
31	Sierra de Albarracín	2015	7	62,0	PACMA
31	Sierra de Albarracín	2015	8	56,0	UPYD
31	Sierra de Albarracín	2015	9	11,0	RECORTES CERO-GRUPO VERDE
31	Sierra de Albarracín	2015	12	12,0	PCPE
32	Gúdar-Javalambre	2015	1	4986,0	PP-PAR
32	Gúdar-Javalambre	2015	2	3468,0	PSOE
32	Gúdar-Javalambre	2015	3	1592,0	PODEMOS
32	Gúdar-Javalambre	2015	4	1352,0	C's
32	Gúdar-Javalambre	2015	5	567,0	IU-CHA-UPeC
32	Gúdar-Javalambre	2015	6	113,0	EB
32	Gúdar-Javalambre	2015	7	79,0	PACMA
32	Gúdar-Javalambre	2015	8	53,0	UPYD
32	Gúdar-Javalambre	2015	9	15,0	RECORTES CERO-GRUPO VERDE
32	Gúdar-Javalambre	2015	12	18,0	PCPE
33	Matarraña / Matarranya	2015	1	5138,0	PP-PAR
33	Matarraña / Matarranya	2015	2	2922,0	PSOE
33	Matarraña / Matarranya	2015	3	2022,0	PODEMOS
33	Matarraña / Matarranya	2015	4	1399,0	C's
33	Matarraña / Matarranya	2015	5	537,0	IU-CHA-UPeC
33	Matarraña / Matarranya	2015	6	81,0	EB
33	Matarraña / Matarranya	2015	7	113,0	PACMA
33	Matarraña / Matarranya	2015	8	64,0	UPYD
33	Matarraña / Matarranya	2015	9	15,0	RECORTES CERO-GRUPO VERDE
33	Matarraña / Matarranya	2015	12	10,0	PCPE
