Mes y año	Comarca código	Comarca nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
Enero 2013	12	Tarazona y el Moncayo	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	27
Enero 2013	12	Tarazona y el Moncayo	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	8
Enero 2013	12	Tarazona y el Moncayo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	68
Enero 2013	12	Tarazona y el Moncayo	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	785
Enero 2013	12	Tarazona y el Moncayo	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	19
Enero 2013	12	Tarazona y el Moncayo	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3
Enero 2013	12	Tarazona y el Moncayo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	53
Enero 2013	13	Campo de Borja	Españoles	ESPAÑA	Españoles	Españoles	Hombres	439
Enero 2013	13	Campo de Borja	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	63
Enero 2013	13	Campo de Borja	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4
Enero 2013	13	Campo de Borja	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	69
Enero 2013	13	Campo de Borja	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	462
Enero 2013	13	Campo de Borja	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	44
Enero 2013	13	Campo de Borja	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	5
Enero 2013	13	Campo de Borja	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	41
Enero 2013	14	Aranda	Españoles	ESPAÑA	Españoles	Españoles	Hombres	237
Enero 2013	14	Aranda	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	21
Enero 2013	14	Aranda	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	21
Enero 2013	14	Aranda	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	262
Enero 2013	14	Aranda	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	15
Enero 2013	14	Aranda	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	14
Enero 2013	15	Ribera Alta del Ebro	Españoles	ESPAÑA	Españoles	Españoles	Hombres	997
Enero 2013	15	Ribera Alta del Ebro	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	104
Enero 2013	15	Ribera Alta del Ebro	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	30
Enero 2013	15	Ribera Alta del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	84
Enero 2013	15	Ribera Alta del Ebro	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Enero 2013	15	Ribera Alta del Ebro	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1146
Enero 2013	15	Ribera Alta del Ebro	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	74
Enero 2013	15	Ribera Alta del Ebro	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	24
Enero 2013	15	Ribera Alta del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	77
Enero 2013	15	Ribera Alta del Ebro	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Enero 2013	16	Valdejalón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	844
Enero 2013	16	Valdejalón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	264
Enero 2013	16	Valdejalón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	20
Enero 2013	16	Valdejalón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	194
Enero 2013	16	Valdejalón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	944
Enero 2013	16	Valdejalón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	275
Enero 2013	16	Valdejalón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	37
Enero 2013	16	Valdejalón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	112
Enero 2013	17	Central		No consta		No consta	Hombres	4
Enero 2013	17	Central	Españoles	ESPAÑA	Españoles	Españoles	Hombres	25337
Enero 2013	17	Central	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2857
Enero 2013	17	Central	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	407
Enero 2013	17	Central	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	5752
Enero 2013	17	Central	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	11
Enero 2013	17	Central		No consta		No consta	Mujeres	2
Enero 2013	17	Central	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	28882
Enero 2013	17	Central	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1558
Enero 2013	17	Central	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	308
Enero 2013	17	Central	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3759
Enero 2013	17	Central	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	6
Enero 2013	18	Ribera Baja del Ebro	Españoles	ESPAÑA	Españoles	Españoles	Hombres	331
Enero 2013	18	Ribera Baja del Ebro	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	11
Enero 2013	18	Ribera Baja del Ebro	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	7
Enero 2013	18	Ribera Baja del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	40
Enero 2013	18	Ribera Baja del Ebro	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Enero 2013	18	Ribera Baja del Ebro	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	343
Enero 2013	18	Ribera Baja del Ebro	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	13
Enero 2013	18	Ribera Baja del Ebro	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Enero 2013	18	Ribera Baja del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	33
Enero 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Españoles	ESPAÑA	Españoles	Españoles	Hombres	444
Enero 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	59
Enero 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	12
Enero 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	146
Enero 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	506
Enero 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	66
Enero 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	27
Enero 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	136
Enero 2013	20	Comunidad de Calatayud	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1200
Enero 2013	20	Comunidad de Calatayud	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	373
Enero 2013	20	Comunidad de Calatayud	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4
Enero 2013	20	Comunidad de Calatayud	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	107
Enero 2013	20	Comunidad de Calatayud	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1219
Enero 2013	20	Comunidad de Calatayud	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	279
Enero 2013	20	Comunidad de Calatayud	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	79
Enero 2013	20	Comunidad de Calatayud	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Enero 2013	21	Campo de Cariñena	Españoles	ESPAÑA	Españoles	Españoles	Hombres	235
Enero 2013	21	Campo de Cariñena	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	66
Enero 2013	21	Campo de Cariñena	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	10
Enero 2013	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	47
Enero 2013	21	Campo de Cariñena	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	204
Enero 2013	21	Campo de Cariñena	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	52
Enero 2013	21	Campo de Cariñena	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Enero 2013	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	18
Enero 2013	22	Campo de Belchite	Españoles	ESPAÑA	Españoles	Españoles	Hombres	122
Enero 2013	22	Campo de Belchite	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	9
Enero 2013	22	Campo de Belchite	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9
Enero 2013	22	Campo de Belchite	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	86
Enero 2013	22	Campo de Belchite	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	9
Enero 2013	22	Campo de Belchite	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Enero 2013	22	Campo de Belchite	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	8
Enero 2013	23	Bajo Martín	Españoles	ESPAÑA	Españoles	Españoles	Hombres	181
Enero 2013	23	Bajo Martín	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	15
Enero 2013	23	Bajo Martín	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5
Enero 2013	23	Bajo Martín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	53
Enero 2013	23	Bajo Martín	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	188
Enero 2013	23	Bajo Martín	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	6
Enero 2013	23	Bajo Martín	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Enero 2013	23	Bajo Martín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	16
Enero 2013	24	Campo de Daroca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	106
Enero 2013	24	Campo de Daroca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	20
Enero 2013	24	Campo de Daroca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	7
Enero 2013	24	Campo de Daroca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3
Enero 2013	24	Campo de Daroca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	101
Enero 2013	24	Campo de Daroca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	8
Enero 2013	24	Campo de Daroca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3
Enero 2013	24	Campo de Daroca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	7
Enero 2013	25	Jiloca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	316
Enero 2013	25	Jiloca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	67
Enero 2013	25	Jiloca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	18
Enero 2013	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	87
Enero 2013	25	Jiloca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Enero 2013	25	Jiloca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	272
Enero 2013	25	Jiloca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	38
Enero 2013	25	Jiloca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10
Enero 2013	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	35
Enero 2013	25	Jiloca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Enero 2013	26	Cuencas Mineras	Españoles	ESPAÑA	Españoles	Españoles	Hombres	301
Enero 2013	26	Cuencas Mineras	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	13
Enero 2013	26	Cuencas Mineras	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Enero 2013	26	Cuencas Mineras	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	106
Enero 2013	26	Cuencas Mineras	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Enero 2013	26	Cuencas Mineras	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	346
Enero 2013	26	Cuencas Mineras	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	13
Enero 2013	26	Cuencas Mineras	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Enero 2013	26	Cuencas Mineras	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	39
Enero 2013	27	Andorra-Sierra de Arcos	Españoles	ESPAÑA	Españoles	Españoles	Hombres	456
Enero 2013	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	43
Enero 2013	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	32
Enero 2013	27	Andorra-Sierra de Arcos	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	61
Enero 2013	27	Andorra-Sierra de Arcos	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	361
Enero 2013	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	21
Enero 2013	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	19
Enero 2013	27	Andorra-Sierra de Arcos	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	26
Enero 2013	28	Bajo Aragón		No consta		No consta	Hombres	1
Enero 2013	28	Bajo Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	955
Enero 2013	28	Bajo Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	223
Enero 2013	28	Bajo Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	18
Enero 2013	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	327
Enero 2013	28	Bajo Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	953
Enero 2013	28	Bajo Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	220
Enero 2013	28	Bajo Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	19
Enero 2013	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	157
Enero 2013	29	Comunidad de Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1321
Enero 2013	29	Comunidad de Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	186
Enero 2013	29	Comunidad de Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	17
Enero 2013	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	329
Enero 2013	29	Comunidad de Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1413
Enero 2013	29	Comunidad de Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	113
Enero 2013	29	Comunidad de Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	13
Enero 2013	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	211
Enero 2013	29	Comunidad de Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Enero 2013	30	Maestrazgo	Españoles	ESPAÑA	Españoles	Españoles	Hombres	83
Enero 2013	30	Maestrazgo	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	18
Enero 2013	30	Maestrazgo	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
