Año	Mes y año	Mes (código)	Mes nombre	AÑO-CNO	Comarca código	Comarca nombre	 CASE  WHEN Ocupación (1 dígito) código = '0' THEN '99' ELSE Ocupación (1 dígito) código END	Ocupación (1 dígito) descripción	Sexo	Número de contratos
2012	Enero 2012	201201	Enero	CNO - 2011	17	Central	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22
2012	Enero 2012	201201	Enero	CNO - 2011	17	Central	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1084
2012	Enero 2012	201201	Enero	CNO - 2011	17	Central	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	88
2012	Enero 2012	201201	Enero	CNO - 2011	17	Central	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	971
2012	Enero 2012	201201	Enero	CNO - 2011	17	Central	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	329
2012	Enero 2012	201201	Enero	CNO - 2011	17	Central	9	Ocupaciones elementales	Hombres	2814
2012	Enero 2012	201201	Enero	CNO - 2011	17	Central	9	Ocupaciones elementales	Mujeres	2281
2012	Enero 2012	201201	Enero	CNO - 2011	17	Central	99	Ocupaciones militares	Hombres	2
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	2	Técnicos y profesionales científicos e intelectuales	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	2	Técnicos y profesionales científicos e intelectuales	Mujeres	3
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	3	Técnicos; profesionales de apoyo	Hombres	4
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	3	Técnicos; profesionales de apoyo	Mujeres	4
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	5
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	11
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	16
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	5
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	13
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	5
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	9	Ocupaciones elementales	Hombres	122
2012	Enero 2012	201201	Enero	CNO - 2011	18	Ribera Baja del Ebro	9	Ocupaciones elementales	Mujeres	56
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Técnicos y profesionales científicos e intelectuales	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Técnicos y profesionales científicos e intelectuales	Mujeres	7
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Técnicos; profesionales de apoyo	Mujeres	11
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	2
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	8
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	16
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	15
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	9
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	9
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	17
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	2
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9	Ocupaciones elementales	Hombres	119
2012	Enero 2012	201201	Enero	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9	Ocupaciones elementales	Mujeres	58
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	1	Directores y gerentes	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	2	Técnicos y profesionales científicos e intelectuales	Hombres	9
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	2	Técnicos y profesionales científicos e intelectuales	Mujeres	27
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	3	Técnicos; profesionales de apoyo	Hombres	9
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	3	Técnicos; profesionales de apoyo	Mujeres	11
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	10
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	30
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	24
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	70
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	43
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	41
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	12
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	9	Ocupaciones elementales	Hombres	138
2012	Enero 2012	201201	Enero	CNO - 2011	20	Comunidad de Calatayud	9	Ocupaciones elementales	Mujeres	131
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	2	Técnicos y profesionales científicos e intelectuales	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	2	Técnicos y profesionales científicos e intelectuales	Mujeres	7
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	3	Técnicos; profesionales de apoyo	Hombres	7
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	3	Técnicos; profesionales de apoyo	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	4
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	11
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	15
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	9	Ocupaciones elementales	Hombres	127
2012	Enero 2012	201201	Enero	CNO - 2011	21	Campo de Cariñena	9	Ocupaciones elementales	Mujeres	43
2012	Enero 2012	201201	Enero	CNO - 2011	22	Campo de Belchite	2	Técnicos y profesionales científicos e intelectuales	Mujeres	2
2012	Enero 2012	201201	Enero	CNO - 2011	22	Campo de Belchite	3	Técnicos; profesionales de apoyo	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	22	Campo de Belchite	3	Técnicos; profesionales de apoyo	Mujeres	2
2012	Enero 2012	201201	Enero	CNO - 2011	22	Campo de Belchite	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	22	Campo de Belchite	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	3
2012	Enero 2012	201201	Enero	CNO - 2011	22	Campo de Belchite	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	2
2012	Enero 2012	201201	Enero	CNO - 2011	22	Campo de Belchite	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2
2012	Enero 2012	201201	Enero	CNO - 2011	22	Campo de Belchite	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2
2012	Enero 2012	201201	Enero	CNO - 2011	22	Campo de Belchite	9	Ocupaciones elementales	Hombres	12
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	2	Técnicos y profesionales científicos e intelectuales	Hombres	2
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	2	Técnicos y profesionales científicos e intelectuales	Mujeres	5
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	3	Técnicos; profesionales de apoyo	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	3	Técnicos; profesionales de apoyo	Mujeres	2
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	2
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	16
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	9
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	6
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	5
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	9	Ocupaciones elementales	Hombres	21
2012	Enero 2012	201201	Enero	CNO - 2011	23	Bajo Martín	9	Ocupaciones elementales	Mujeres	11
2012	Enero 2012	201201	Enero	CNO - 2011	24	Campo de Daroca	2	Técnicos y profesionales científicos e intelectuales	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	24	Campo de Daroca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	2
2012	Enero 2012	201201	Enero	CNO - 2011	24	Campo de Daroca	3	Técnicos; profesionales de apoyo	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	24	Campo de Daroca	3	Técnicos; profesionales de apoyo	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	24	Campo de Daroca	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	2
2012	Enero 2012	201201	Enero	CNO - 2011	24	Campo de Daroca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4
2012	Enero 2012	201201	Enero	CNO - 2011	24	Campo de Daroca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	3
2012	Enero 2012	201201	Enero	CNO - 2011	24	Campo de Daroca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	24	Campo de Daroca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	4
2012	Enero 2012	201201	Enero	CNO - 2011	24	Campo de Daroca	9	Ocupaciones elementales	Hombres	11
2012	Enero 2012	201201	Enero	CNO - 2011	24	Campo de Daroca	9	Ocupaciones elementales	Mujeres	5
2012	Enero 2012	201201	Enero	CNO - 2011	25	Jiloca	2	Técnicos y profesionales científicos e intelectuales	Hombres	2
2012	Enero 2012	201201	Enero	CNO - 2011	25	Jiloca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	7
2012	Enero 2012	201201	Enero	CNO - 2011	25	Jiloca	3	Técnicos; profesionales de apoyo	Hombres	4
2012	Enero 2012	201201	Enero	CNO - 2011	25	Jiloca	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	25	Jiloca	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	9
2012	Enero 2012	201201	Enero	CNO - 2011	25	Jiloca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4
2012	Enero 2012	201201	Enero	CNO - 2011	25	Jiloca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	16
2012	Enero 2012	201201	Enero	CNO - 2011	25	Jiloca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	5
2012	Enero 2012	201201	Enero	CNO - 2011	25	Jiloca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	11
2012	Enero 2012	201201	Enero	CNO - 2011	25	Jiloca	9	Ocupaciones elementales	Hombres	15
2012	Enero 2012	201201	Enero	CNO - 2011	25	Jiloca	9	Ocupaciones elementales	Mujeres	6
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	2	Técnicos y profesionales científicos e intelectuales	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	3	Técnicos; profesionales de apoyo	Hombres	8
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	5
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	12
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	2
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	10
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	3
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	9	Ocupaciones elementales	Hombres	19
2012	Enero 2012	201201	Enero	CNO - 2011	26	Cuencas Mineras	9	Ocupaciones elementales	Mujeres	13
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	2	Técnicos y profesionales científicos e intelectuales	Hombres	4
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	3	Técnicos; profesionales de apoyo	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	3	Técnicos; profesionales de apoyo	Mujeres	4
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	3
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	15
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	42
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	13
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	33
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	9	Ocupaciones elementales	Hombres	28
2012	Enero 2012	201201	Enero	CNO - 2011	27	Andorra-Sierra de Arcos	9	Ocupaciones elementales	Mujeres	6
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	1	Directores y gerentes	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	2	Técnicos y profesionales científicos e intelectuales	Hombres	11
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	2	Técnicos y profesionales científicos e intelectuales	Mujeres	23
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	3	Técnicos; profesionales de apoyo	Hombres	12
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	3	Técnicos; profesionales de apoyo	Mujeres	19
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	7
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	14
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	21
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	44
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	47
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	33
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	3
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	9	Ocupaciones elementales	Hombres	55
2012	Enero 2012	201201	Enero	CNO - 2011	28	Bajo Aragón	9	Ocupaciones elementales	Mujeres	38
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	1	Directores y gerentes	Hombres	2
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	1	Directores y gerentes	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	2	Técnicos y profesionales científicos e intelectuales	Hombres	25
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	2	Técnicos y profesionales científicos e intelectuales	Mujeres	21
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	3	Técnicos; profesionales de apoyo	Hombres	7
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	3	Técnicos; profesionales de apoyo	Mujeres	21
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	34
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	113
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	41
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	96
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	9
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	53
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	7
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	9	Ocupaciones elementales	Hombres	501
2012	Enero 2012	201201	Enero	CNO - 2011	29	Comunidad de Teruel	9	Ocupaciones elementales	Mujeres	121
2012	Enero 2012	201201	Enero	CNO - 2011	30	Maestrazgo	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	30	Maestrazgo	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	4
2012	Enero 2012	201201	Enero	CNO - 2011	30	Maestrazgo	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	30	Maestrazgo	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	30	Maestrazgo	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	30	Maestrazgo	9	Ocupaciones elementales	Hombres	4
2012	Enero 2012	201201	Enero	CNO - 2011	30	Maestrazgo	9	Ocupaciones elementales	Mujeres	5
2012	Enero 2012	201201	Enero	CNO - 2011	31	Sierra de Albarracín	2	Técnicos y profesionales científicos e intelectuales	Mujeres	4
2012	Enero 2012	201201	Enero	CNO - 2011	31	Sierra de Albarracín	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3
2012	Enero 2012	201201	Enero	CNO - 2011	31	Sierra de Albarracín	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	6
2012	Enero 2012	201201	Enero	CNO - 2011	31	Sierra de Albarracín	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2
2012	Enero 2012	201201	Enero	CNO - 2011	31	Sierra de Albarracín	9	Ocupaciones elementales	Hombres	4
2012	Enero 2012	201201	Enero	CNO - 2011	31	Sierra de Albarracín	9	Ocupaciones elementales	Mujeres	4
2012	Enero 2012	201201	Enero	CNO - 2011	32	Gúdar-Javalambre	2	Técnicos y profesionales científicos e intelectuales	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	32	Gúdar-Javalambre	2	Técnicos y profesionales científicos e intelectuales	Mujeres	3
2012	Enero 2012	201201	Enero	CNO - 2011	32	Gúdar-Javalambre	3	Técnicos; profesionales de apoyo	Hombres	142
2012	Enero 2012	201201	Enero	CNO - 2011	32	Gúdar-Javalambre	3	Técnicos; profesionales de apoyo	Mujeres	37
2012	Enero 2012	201201	Enero	CNO - 2011	32	Gúdar-Javalambre	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	7
2012	Enero 2012	201201	Enero	CNO - 2011	32	Gúdar-Javalambre	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	14
2012	Enero 2012	201201	Enero	CNO - 2011	32	Gúdar-Javalambre	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	58
2012	Enero 2012	201201	Enero	CNO - 2011	32	Gúdar-Javalambre	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	70
2012	Enero 2012	201201	Enero	CNO - 2011	32	Gúdar-Javalambre	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	1
2012	Enero 2012	201201	Enero	CNO - 2011	32	Gúdar-Javalambre	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	1
2012	Enero 2012	201201	Enero	CNO - 2011	32	Gúdar-Javalambre	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	4
