Año	Nº Accidentes	Tamaño Centro	Grupo Grado Código	Grupo Grado Código	Código	Municipio
2009,0	23	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2009,0	48	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2009,0	1318	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2008,0	71	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2008,0	59	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2008,0	170	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2008,0	42	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2008,0	110	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2008,0	41	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2008,0	115	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2008,0	71	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2008,0	19	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2008,0	115	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2008,0	74	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2008,0	63	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2008,0	65	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2008,0	2000	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2007,0	74	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2007,0	69	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2007,0	220	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2007,0	28	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2007,0	89	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2007,0	56	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2007,0	104	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2007,0	77	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2007,0	21	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2007,0	132	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2007,0	105	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2007,0	63	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2007,0	83	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2007,0	2210	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2006,0	71	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2006,0	75	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2006,0	219	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2006,0	50	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2006,0	111	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2006,0	67	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2006,0	115	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2006,0	49	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2006,0	15	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2006,0	119	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2006,0	101	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2006,0	69	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2006,0	64	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2006,0	1905	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2005,0	65	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2005,0	56	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2005,0	215	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2005,0	57	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2005,0	84	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2005,0	57	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2005,0	116	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2005,0	58	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2005,0	20	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2005,0	117	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2005,0	105	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2005,0	45	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2005,0	64	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2005,0	1916	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2004,0	40	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2004,0	54	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2004,0	187	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2004,0	40	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2004,0	78	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2004,0	33	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2004,0	75	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2004,0	58	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2004,0	16	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2004,0	109	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2004,0	58	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2004,0	45	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2004,0	90	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2004,0	1848	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2003,0	51	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2003,0	53	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2003,0	206	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2003,0	37	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2003,0	84	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2003,0	68	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2003,0	136	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2003,0	41	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2003,0	27	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2003,0	94	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2003,0	84	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2003,0	58	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2003,0	75	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2003,0	1795	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2019,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2019,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2019,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2019,0	6	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2015,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2015,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50067	Calatayud
2015,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2015,0	6	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2014,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2014,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22158	Monzón
2014,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2014,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2013,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2013,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2013,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2012,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22112	Fraga
2012,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2012,0	6	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2011,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2011,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22158	Monzón
2011,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2011,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2011,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2010,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2010,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	22158	Monzón
2010,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2010,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2010,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50272	Utebo
2010,0	5	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2009,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2009,0	7	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2008,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22112	Fraga
2008,0	3	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2008,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2008,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2008,0	12	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2007,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2007,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2007,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2007,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2007,0	14	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2006,0	5	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2006,0	3	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2006,0	3	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2006,0	10	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2005,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	22112	Fraga
2005,0	9	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2005,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2005,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	22158	Monzón
2005,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	44013	Alcañiz
2005,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2005,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50074	Caspe
2005,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50251	Tarazona
2005,0	6	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2004,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22112	Fraga
2004,0	3	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2004,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2004,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	22158	Monzón
2004,0	2	De 20 a 49 trabajadores	Graves o muy graves	2	44013	Alcañiz
2004,0	4	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2004,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50067	Calatayud
2004,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2004,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50251	Tarazona
2004,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50272	Utebo
2004,0	11	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2003,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2003,0	3	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2003,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	44013	Alcañiz
2003,0	5	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2003,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50067	Calatayud
2003,0	1	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2003,0	12	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2019,0	1	De 20 a 49 trabajadores	Mortales	3	50095	Ejea de los Caballeros
2019,0	1	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2015,0	1	De 20 a 49 trabajadores	Mortales	3	50089	Cuarte de Huerva
2015,0	7	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2014,0	2	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2013,0	1	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2012,0	1	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2011,0	1	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2011,0	1	De 20 a 49 trabajadores	Mortales	3	50074	Caspe
2011,0	1	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2010,0	2	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2010,0	1	De 20 a 49 trabajadores	Mortales	3	50095	Ejea de los Caballeros
2010,0	1	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2009,0	3	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2009,0	3	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2008,0	2	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2008,0	1	De 20 a 49 trabajadores	Mortales	3	50067	Calatayud
2007,0	1	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2007,0	4	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2006,0	1	De 20 a 49 trabajadores	Mortales	3	22130	Jaca
2006,0	4	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2005,0	1	De 20 a 49 trabajadores	Mortales	3	22048	Barbastro
2005,0	2	De 20 a 49 trabajadores	Mortales	3	22158	Monzón
2005,0	1	De 20 a 49 trabajadores	Mortales	3	50089	Cuarte de Huerva
2005,0	2	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2004,0	1	De 20 a 49 trabajadores	Mortales	3	22125	Huesca
2004,0	2	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2003,0	1	De 20 a 49 trabajadores	Mortales	3	22112	Fraga
2003,0	1	De 20 a 49 trabajadores	Mortales	3	44013	Alcañiz
2003,0	2	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2019,0	22	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2019,0	69	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2019,0	90	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2019,0	27	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2019,0	65	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2019,0	23	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2019,0	73	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2019,0	18	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2019,0	10	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2019,0	16	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2019,0	31	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2019,0	10	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2019,0	58	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2019,0	768	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
2015,0	11	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2015,0	51	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2015,0	33	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2015,0	6	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2015,0	46	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2015,0	11	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2015,0	40	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2015,0	18	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2015,0	7	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2015,0	12	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2015,0	38	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2015,0	12	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2015,0	38	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2015,0	577	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
2014,0	16	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2014,0	43	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2014,0	64	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2014,0	12	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2014,0	59	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2014,0	19	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2014,0	45	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2014,0	7	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2014,0	5	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2014,0	15	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2014,0	19	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2014,0	5	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2014,0	28	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2014,0	494	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
2013,0	16	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2013,0	37	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2013,0	43	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2013,0	14	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2013,0	68	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2013,0	31	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2013,0	53	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2013,0	28	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2013,0	2	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2013,0	22	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2013,0	18	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2013,0	5	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2013,0	33	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2013,0	575	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
2012,0	9	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2012,0	28	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2012,0	54	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2012,0	11	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2012,0	73	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2012,0	14	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2012,0	33	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2012,0	16	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2012,0	4	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2012,0	23	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2012,0	20	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2012,0	5	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2012,0	48	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2012,0	538	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
2011,0	12	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2011,0	27	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2011,0	49	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2011,0	12	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2011,0	67	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2011,0	24	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2011,0	64	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2011,0	13	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2011,0	7	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2011,0	20	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2011,0	41	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2011,0	4	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2011,0	32	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2011,0	703	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
2010,0	20	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2010,0	20	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2010,0	65	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2010,0	12	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2010,0	40	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2010,0	22	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2010,0	48	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2010,0	18	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2010,0	2	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2010,0	33	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2010,0	32	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2010,0	9	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2010,0	28	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2010,0	754	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
2009,0	23	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2009,0	16	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2009,0	92	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2009,0	19	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2009,0	60	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2009,0	29	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2009,0	59	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2009,0	26	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2009,0	7	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2009,0	25	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2009,0	26	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2009,0	13	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2009,0	44	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2009,0	799	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
2008,0	33	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2008,0	36	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2008,0	167	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2008,0	30	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2008,0	82	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2008,0	44	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2008,0	59	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2008,0	11	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2008,0	12	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2008,0	40	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2008,0	93	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2008,0	24	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2008,0	69	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2008,0	1296	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
2007,0	26	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2007,0	35	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2007,0	156	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2007,0	28	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2007,0	76	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2007,0	58	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2007,0	61	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2007,0	19	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2007,0	12	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2007,0	48	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2007,0	64	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2007,0	33	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2007,0	56	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2007,0	1413	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
2006,0	29	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2006,0	38	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2006,0	121	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2006,0	29	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2006,0	49	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2006,0	51	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2006,0	57	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2006,0	19	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2006,0	14	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2006,0	53	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2006,0	53	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2006,0	23	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2006,0	68	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2006,0	1221	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
2005,0	13	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2005,0	25	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2005,0	152	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2005,0	35	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2005,0	49	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2005,0	31	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2005,0	55	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2005,0	16	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2005,0	6	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2005,0	31	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2005,0	55	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2005,0	19	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2005,0	74	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2005,0	1165	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
2004,0	26	De 50 a 99 trabajadores	Leves	1	22048	Barbastro
2004,0	17	De 50 a 99 trabajadores	Leves	1	22112	Fraga
2004,0	116	De 50 a 99 trabajadores	Leves	1	22125	Huesca
2004,0	33	De 50 a 99 trabajadores	Leves	1	22130	Jaca
2004,0	48	De 50 a 99 trabajadores	Leves	1	22158	Monzón
2004,0	19	De 50 a 99 trabajadores	Leves	1	44013	Alcañiz
2004,0	51	De 50 a 99 trabajadores	Leves	1	44216	Teruel
2004,0	19	De 50 a 99 trabajadores	Leves	1	50067	Calatayud
2004,0	16	De 50 a 99 trabajadores	Leves	1	50074	Caspe
2004,0	42	De 50 a 99 trabajadores	Leves	1	50089	Cuarte de Huerva
2004,0	73	De 50 a 99 trabajadores	Leves	1	50095	Ejea de los Caballeros
2004,0	28	De 50 a 99 trabajadores	Leves	1	50251	Tarazona
2004,0	95	De 50 a 99 trabajadores	Leves	1	50272	Utebo
2004,0	1135	De 50 a 99 trabajadores	Leves	1	50297	Zaragoza
