Año	Sexo	Edad	Residencia CCAA código	Residencia CCAA nombre	Personas	Porcentaje
2013	Hombres	25	02	Aragón	-7469	-0,0312054873192873684457248252582537135219
2013	Mujeres	25	02	Aragón	7329	0,0306205672195818882499286710828412727811
2014	Hombres	25	02	Aragón	-7181	-0,0300022231141789520429441652402624068551
2014	Mujeres	25	02	Aragón	6950	0,0290371049496649097198805108508318796328
2015	Hombres	25	02	Aragón	-6999	-0,0292418269845618277884091648122262338921
2015	Mujeres	25	02	Aragón	6533	0,0272948786526850151366876801997819668548
1998	Hombres	24	02	Aragón	-8903	-0,037196740340556358451236861597835427967
1998	Mujeres	24	02	Aragón	8472	0,035396022033605915848464415529244271115
1999	Hombres	24	02	Aragón	-9136	-0,0381702145064947647770976039040575614857
1999	Mujeres	24	02	Aragón	8432	0,035228902005118635792522657193412145189
2000	Hombres	24	02	Aragón	-9359	-0,0391019086653113510889729066263216635228
2000	Mujeres	24	02	Aragón	8781	0,0366870242536701542806144986735474438929
2001	Hombres	24	02	Aragón	-9560	-0,0399416868084599333700802422638780963007
2001	Mujeres	24	02	Aragón	8916	0,037251054349814724469417933056980868893
2002	Hombres	24	02	Aragón	-9545	-0,0398790167977772033491020828879410490784
2002	Mujeres	24	02	Aragón	8911	0,0372301643462538144624252132650018531522
2003	Hombres	24	02	Aragón	-9667	-0,0403887328846634075197244458122290331526
2003	Mujeres	24	02	Aragón	8909	0,0372218083448294504596281253482102468559
2004	Hombres	24	02	Aragón	-9320	-0,038938966637536253034429692248885340745
2004	Mujeres	24	02	Aragón	8666	0,0362065541717692241197819434580300818558
2005	Hombres	24	02	Aragón	-9398	-0,0392648506930864491435161210037579863006
2005	Mujeres	24	02	Aragón	8615	0,0359934761354479420484562015798441213002
2006	Hombres	24	02	Aragón	-8781	-0,0366870242536701542806144986735474438929
2006	Mujeres	24	02	Aragón	8216	0,0343264538512873234904371621799186651889
2007	Hombres	24	02	Aragón	-8696	-0,0363318941931346841617382622099041763003
2007	Mujeres	24	02	Aragón	8144	0,0340256378000102193897419971754208385222
2008	Hombres	24	02	Aragón	-8673	-0,0362358001767544981295717511668007038928
2008	Mujeres	24	02	Aragón	7799	0,032584227554307428907244331528868752411
2009	Hombres	24	02	Aragón	-8732	-0,0364823022187732362120858447121530896336
2009	Mujeres	24	02	Aragón	7818	0,0326636095678388869338166667383890122258
2010	Hombres	24	02	Aragón	-8346	-0,0348695939438709836722478767713730744483
2010	Mujeres	24	02	Aragón	7691	0,0321330034773917727562015840221220124109
2011	Hombres	24	02	Aragón	-7724	-0,0322708775008937788023535346491835162998
2011	Mujeres	24	02	Aragón	7580	0,0316692453983395706009632046401878629664
2012	Hombres	24	02	Aragón	-10964	-0,0458075998083634633336359598515857163013
2012	Mujeres	24	02	Aragón	10480	0,0437854474636673746567406839880169925974
2013	Hombres	24	02	Aragón	-7406	-0,0309422732744199023576165558793181151886
2013	Mujeres	24	02	Aragón	7147	0,0298601710899647639953936706548050998181
2014	Hombres	24	02	Aragón	-7030	-0,0293713450066394698317640275224961314847
2014	Mujeres	24	02	Aragón	6556	0,0273909726690652011688541912428854392623
2015	Hombres	24	02	Aragón	-6549	-0,0273617266640799271590643835341148172252
2015	Mujeres	24	02	Aragón	6145	0,0256738143763583985940526243422103453732
1998	Hombres	23	02	Aragón	-9033	-0,0377398804331400186330475761892898372263
1998	Mujeres	23	02	Aragón	8419	0,0351745879958602697743415857342667042631
1999	Hombres	23	02	Aragón	-9179	-0,038349868537118590837234994115077096856
1999	Mujeres	23	02	Aragón	8647	0,036127172158237766093209608248509822041
2000	Hombres	23	02	Aragón	-9234	-0,0385796585762886009141549118268462700042
2000	Mujeres	23	02	Aragón	8721	0,036436344210939234196701861169799255004
2001	Hombres	23	02	Aragón	-9107	-0,0380490524858414867365398291105792701893
2001	Mujeres	23	02	Aragón	8668	0,0362149101731935881225790313748216881521
2002	Hombres	23	02	Aragón	-9312	-0,0389055426318387970232413405817189155598
2002	Mujeres	23	02	Aragón	8607	0,035960052129750486037267849912677696115
2003	Hombres	23	02	Aragón	-8978	-0,0375100903939700085561276584775206640782
2003	Mujeres	23	02	Aragón	8384	0,0350283579709338997253925471904135940779
2004	Hombres	23	02	Aragón	-8871	-0,0370630443177665344064834549291697272263
2004	Mujeres	23	02	Aragón	8292	0,0346439819054131555967265030179997044482
2005	Hombres	23	02	Aragón	-8559	-0,0357595080955657499701377399096791450039
2005	Mujeres	23	02	Aragón	8012	0,0334741417060021952051341946671748229666
2006	Hombres	23	02	Aragón	-8275	-0,0345729558933060615729512557252710509297
2006	Mujeres	23	02	Aragón	7838	0,0327471695820825269617875459063050751888
2007	Hombres	23	02	Aragón	-8003	-0,0334365396995925571925472990416125946333
2007	Mujeres	23	02	Aragón	7425	0,0310216552879513603841888910888383750034
2008	Hombres	23	02	Aragón	-8405	-0,035116095985889721754761970316725460189
2008	Mujeres	23	02	Aragón	7595	0,0317319154090223006219413640161249101887
2009	Hombres	23	02	Aragón	-8304	-0,034694117913959339613509030518749342226
2009	Mujeres	23	02	Aragón	7649	0,0319575274474801286974627377694982801887
2010	Hombres	23	02	Aragón	-7760	-0,0324212855265323308527011171514324296332
2010	Mujeres	23	02	Aragón	7539	0,0314979473691401085436229023459599338923
2011	Hombres	23	02	Aragón	-7364	-0,0307667972445082582988777096266943829663
2011	Mujeres	23	02	Aragón	7205	0,0301024951312713200765092202417616824107
2012	Hombres	23	02	Aragón	-11054	-0,0461836198724598434595049161072079996347
2012	Mujeres	23	02	Aragón	10400	0,0434512074066928145448571673163527407455
2013	Hombres	23	02	Aragón	-7146	-0,0298559930892525819939951266964092966699
2013	Mujeres	23	02	Aragón	6705	0,0280134947751803193772372410438601083364
2014	Hombres	23	02	Aragón	-6520	-0,0272405646434266491185066087406365259289
2014	Mujeres	23	02	Aragón	6146	0,0256779923770705805954511683006061485213
2015	Hombres	23	02	Aragón	-6234	-0,0260456564397425967185230366394368255584
2015	Mujeres	23	02	Aragón	6250	0,0261125044511375087408997399737696759288
1998	Hombres	22	02	Aragón	-9106	-0,0380448744851293047351412851521834670412
1998	Mujeres	22	02	Aragón	8535	0,0356592360784733819365726849081798694483
1999	Hombres	22	02	Aragón	-9111	-0,0380657644886902147421340049441624827819
1999	Mujeres	22	02	Aragón	8559	0,0357595080955657499701377399096791450039
2000	Hombres	22	02	Aragón	-8799	-0,0367622282664894303057882899246719005596
2000	Mujeres	22	02	Aragón	8474	0,0354043780350302798512615034460358774113
2001	Hombres	22	02	Aragón	-8842	-0,03694188229711325636592568013569143593I5
2001	Mujeres	22	02	Aragón	8276	0,0345771338940182435743497996836668540779
2002	Hombres	22	02	Aragón	-8556	-0,0357469740934292039659421080344917355595
2002	Mujeres	22	02	Aragón	8085	0,0337791357579914813072279036300684527815
2003	Hombres	22	02	Aragón	-8500	-0,0355130060535470118876236463643267592631
2003	Mujeres	22	02	Aragón	8042	0,0335994817273676552470905134190489174111
2004	Hombres	22	02	Aragón	-8146	-0,0340339938014345833925390850922124448185
2004	Mujeres	22	02	Aragón	7664	0,0320201974581628587184408971454353274109
2005	Hombres	22	02	Aragón	-8006	-0,0334490737017291031967429309168000040777
2005	Mujeres	22	02	Aragón	7620	0,0318363654268268506569049629760199888924
2006	Hombres	22	02	Aragón	-7622	-0,0318447214282512146597020508928115951887
2006	Mujeres	22	02	Aragón	7086	0,029605313046521661910082489192661107781
2007	Hombres	22	02	Aragón	-7799	-0,032584227554307428907244331528868752411
2007	Mujeres	22	02	Aragón	7169	0,0299520871056327680261616377395127690773
2008	Hombres	22	02	Aragón	-7973	-0,0333111996782270971505909802897385001888
2008	Mujeres	22	02	Aragón	7392	0,0308837812644493543380369404617768711145
2009	Hombres	22	02	Aragón	-7769	-0,0324588875329419688652880127769946579665
2009	Mujeres	22	02	Aragón	7425	0,0310216552879513603841888910888383750034
2010	Hombres	22	02	Aragón	-7370	-0,0307918652487813503072689733770692018552
2010	Mujeres	22	02	Aragón	7231	0,0302111231497880521128713631600525642626
2011	Hombres	22	02	Aragón	-7256	-0,0303155731675926021478349621199476429663
2011	Mujeres	22	02	Aragón	7042	0,0294214810151856538485465550232457692625
2012	Hombres	22	02	Aragón	-10980	-0,0458744478197583753560126631859185666717
2012	Mujeres	22	02	Aragón	9880	0,0412786470363581738176143089505351037082
2013	Hombres	22	02	Aragón	-6571	-0,0274536426797479311898323506188224864845
2013	Mujeres	22	02	Aragón	6216	0,0259704524269233206933492453883123688917
2014	Hombres	22	02	Aragón	-6251	-0,0261166824518496907422982839321654790769
2014	Mujeres	22	02	Aragón	6238	0,026062368442591324724117212473020038151
2015	Hombres	22	02	Aragón	-6290	-0,0262796244796247887968414983096018018547
2015	Mujeres	22	02	Aragón	6234	0,0260456564397425967185230366394368255584
1998	Hombres	21	02	Aragón	-9011	-0,0376479644174720146022796091045821679671
1998	Mujeres	21	02	Aragón	8482	0,0354378020407277358624498551132023025965
1999	Hombres	21	02	Aragón	-8672	-0,0362316221760423161281732072084049007447
1999	Mujeres	21	02	Aragón	8334	0,0348194579353247996554653492706234366705
2000	Hombres	21	02	Aragón	-8579	-0,0358430681098093899981086190775952079669
2000	Mujeres	21	02	Aragón	8072	0,0337248217487331152890468321709230118555
2001	Hombres	21	02	Aragón	-8190	-0,0342178258327705914540750192616277833371
2001	Mujeres	21	02	Aragón	7792	0,0325549815493221548974545238200981303739
2002	Hombres	21	02	Aragón	-8174	-0,0341509778213756794316983159272949329667
2002	Mujeres	21	02	Aragón	7759	0,032417107525820148851302573193036626485
2003	Hombres	21	02	Aragón	-7844	-0,0327722375863556189701788096566798940777
2003	Mujeres	21	02	Aragón	7412	0,0309673412786929943660078196296929340775
2004	Hombres	21	02	Aragón	-7598	-0,0317444494111588466261369958913123196331
2004	Mujeres	21	02	Aragón	7277	0,0304033111825484241772043852462595090774
2005	Hombres	21	02	Aragón	-7399	-0,0309130272694346283478267481705474931515
2005	Mujeres	21	02	Aragón	6858	0,0286527288841441655912144666784179900031
2006	Hombres	21	02	Aragón	-7518	-0,0314102093541842865142534792196480677812
2006	Mujeres	21	02	Aragón	6878	0,0287362888983878056191853458463340529661
2007	Hombres	21	02	Aragón	-7376	-0,0308169332530544423156602371274440207441
2007	Mujeres	21	02	Aragón	6864	0,028677796888417257599605730428792808892
2008	Hombres	21	02	Aragón	-7425	-0,0310216552879513603841888910888383750034
2008	Mujeres	21	02	Aragón	7164	0,0299311971020718580191689179475337533366
2009	Hombres	21	02	Aragón	-7353	-0,0307208392366742562834937260843405483367
2009	Mujeres	21	02	Aragón	7151	0,0298768830928134920009878464883883124107
2010	Hombres	21	02	Aragón	-7265	-0,0303531751740022401604218577455098712996
2010	Mujeres	21	02	Aragón	6983	0,0291749789731669157660324614778933835217
2011	Hombres	21	02	Aragón	-7037	-0,0294005910116247438415538352312667535217
2011	Mujeres	21	02	Aragón	6521	0,0272447426441388311199051526990323290771
2012	Hombres	21	02	Aragón	-10408	-0,0434846314123902705560455189835191659307
2012	Mujeres	21	02	Aragón	9490	0,0396492267586071932721821651761718759303
2013	Hombres	21	02	Aragón	-6309	-0,0263590064931562468234138335191220616695
2013	Mujeres	21	02	Aragón	6287	0,0262670904774882427926458664344143924103
2014	Hombres	21	02	Aragón	-6271	-0,0262002424660933307702691631000815420399
2014	Mujeres	21	02	Aragón	6187	0,0258492904062700426527914705948340775954
2015	Hombres	21	02	Aragón	-6155	-0,0257155943834802186080380639261683768547
2015	Mujeres	21	02	Aragón	5847	0,0244287701641281621772865247402610072249
1998	Hombres	20	02	Aragón	-8608	-0,0359642301304626680386663938710734992632
1998	Mujeres	20	02	Aragón	8244	0,0344434378712284195295963930150011533371
1999	Hombres	20	02	Aragón	-8454	-0,0353208180207866398232906242781198144483
1999	Mujeres	20	02	Aragón	7942	0,0331816816561494551072361175794686025962
2000	Hombres	20	02	Aragón	-7973	-0,0333111996782270971505909802897385001888
2000	Mujeres	20	02	Aragón	7619	0,0318321874261146686555064190176241857442
2001	Hombres	20	02	Aragón	-7873	-0,032893399607008897010736584450158185374
2001	Mujeres	20	02	Aragón	7436	0,031067613295785362399572874631192209633
2002	Hombres	20	02	Aragón	-7577	-0,031656711396203024596767572765000453522
2002	Mujeres	20	02	Aragón	7095	0,0296429150529312999226693848182233361143
2003	Hombres	20	02	Aragón	-7349	-0,0307041272338255282778995502507573357441
2003	Mujeres	20	02	Aragón	6977	0,0291499109688938237576411977275185646328
2004	Hombres	20	02	Aragón	-7065	-0,0295175750315658398807130660663492416699
2004	Mujeres	20	02	Aragón	6616	0,0276416527117961212527668287466336281512
2005	Hombres	20	02	Aragón	-7220	-0,0301651651419540500974873796176987296329
2005	Mujeres	20	02	Aragón	6608	0,027608228706098665241578477079467202966
2006	Hombres	20	02	Aragón	-7076	-0,0295635330393998418960970496087030762995
2006	Mujeres	20	02	Aragón	6535	0,0273032346541093791394847681165735731511
2007	Hombres	20	02	Aragón	-6852	-0,0286276608798710735828232029280431711142
2007	Mujeres	20	02	Aragón	6705	0,0280134947751803193772372410438601083364
2008	Hombres	20	02	Aragón	-7089	-0,0296178470486582079142781210678485172255
2008	Mujeres	20	02	Aragón	6850	0,0286193048784467095800261150112515648179
2009	Hombres	20	02	Aragón	-7160	-0,029914485099223130013574742113950540744
2009	Mujeres	20	02	Aragón	6867	0,0286903308905538036038013623039802183365
2010	Hombres	20	02	Aragón	-6943	-0,0290078589446796357100907031420612575958
2010	Mujeres	20	02	Aragón	6448	0,0269397485921495450178114437361386992622
2011	Hombres	20	02	Aragón	-6472	-0,0270400206092419130513764987376379748178
2011	Mujeres	20	02	Aragón	6087	0,0254314903350518425129370747552537627806
2012	Hombres	20	02	Aragón	-9974	-0,0416713791033032819490774410397405996342
2012	Mujeres	20	02	Aragón	9850	0,0411533070149927137756579901986610092638
2013	Hombres	20	02	Aragón	-6301	-0,0263255824874587908122254818519556364844
2013	Mujeres	20	02	Aragón	6201	0,0259077824162405906723710860123753216695
2014	Hombres	20	02	Aragón	-6166	-0,0257615523913142206234220474685222114843
2014	Mujeres	20	02	Aragón	5811	0,0242783621384896101269389422380120938915
2015	Hombres	20	02	Aragón	-6099	-0,0254816263435980265297196022560034005583
2015	Mujeres	20	02	Aragón	5819	0,0243117861441870661381272939051785190767
1998	Hombres	19	02	Aragón	-8393	-0,0350659599773435377379794428159758224112
1998	Mujeres	19	02	Aragón	7846	0,032780593587779982972975897573471500374
1999	Hombres	19	02	Aragón	-7881	-0,0329268236127063530219249361173246105592
1999	Mujeres	19	02	Aragón	7535	0,0314812353662913805380287265123767212997
2000	Hombres	19	02	Aragón	-7739	-0,0323335475115765088233316940251205635221
2000	Mujeres	19	02	Aragón	7286	0,0304409131889580621897912808718217374107
2001	Hombres	19	02	Aragón	-7326	-0,0306080332174453422457330392076538633367
2001	Mujeres	19	02	Aragón	6884	0,028761356902660897627576609596708871855
2002	Hombres	19	02	Aragón	-7138	-0,0298225690835551259828067750292428714847
2002	Mujeres	19	02	Aragón	6730	0,0281179447929848694122008400037551870401
2003	Hombres	19	02	Aragón	-6828	-0,0285273888627787055492581479265438955587
2003	Mujeres	19	02	Aragón	6373	0,0266263985387358949129206468564534631511
2004	Hombres	19	02	Aragón	-6939	-0,0289911469418309077044965273084780450032
2004	Mujeres	19	02	Aragón	6360	0,0265720845294775288947395753973080222251
2005	Hombres	19	02	Aragón	-6828	-0,0285273888627787055492581479265438955587
2005	Mujeres	19	02	Aragón	6289	0,0262754464789126067954429543512059987066
2006	Hombres	19	02	Aragón	-6492	-0,0271235806234855530793473779055540377807
2006	Mujeres	19	02	Aragón	6373	0,0266263985387358949129206468564534631511
2007	Hombres	19	02	Aragón	-6466	-0,0270149526049688210429852349872631559289
2007	Mujeres	19	02	Aragón	6361	0,0265762625301897108961381193557038253733
2008	Hombres	19	02	Aragón	-6902	-0,0288365609154801736527504008478333285217
2008	Mujeres	19	02	Aragón	6576	0,0274745326833088411968250704108015022252
2009	Hombres	19	02	Aragón	-6882	-0,0287530009012365336247795216799172655587
2009	Mujeres	19	02	Aragón	6306	0,0263464724910197008192182016439346522251
2010	Hombres	19	02	Aragón	-6415	-0,0268018745686475389716594931090771953733
2010	Mujeres	19	02	Aragón	5951	0,0248632822381950903227350964134245346323
2011	Hombres	19	02	Aragón	-6242	-0,0260790804454400527297113883066032507436
2011	Mujeres	19	02	Aragón	6093	0,0254565583393249345213283385056285816694
2012	Hombres	19	02	Aragón	-10226	-0,0427242352827731463015105185554829929676
2012	Mujeres	19	02	Aragón	10038	0,0419387711488829300385842543770720011157
2013	Hombres	19	02	Aragón	-6205	-0,0259244944190893186779652618459585342621
2013	Mujeres	19	02	Aragón	5822	0,0243243201463236121423229257803659285212
2014	Hombres	19	02	Aragón	-6029	-0,0251891662937452864318215251682971801879
2014	Mujeres	19	02	Aragón	5774	0,02412377611213887607519281577736737741
2015	Hombres	19	02	Aragón	-5928	-0,0247671882218149042905685853703210622249
2015	Mujeres	19	02	Aragón	5601	0,0234009819889313898332447109748934327803
1998	Hombres	18	02	Aragón	-7793	-0,0325591595500343368988530677784939335221
1998	Mujeres	18	02	Aragón	7483	0,031263979329257916465304440675794957596
1999	Hombres	18	02	Aragón	-7685	-0,032107935473118680747810320271747193522
1999	Mujeres	18	02	Aragón	7178	0,0299896891120424060387485333650749974107
2000	Hombres	18	02	Aragón	-7246	-0,0302737931604707821338495225359896114848
2000	Mujeres	18	02	Aragón	6815	0,0284730748535203395310770764673984546327
2001	Hombres	18	02	Aragón	-6959	-0,0290747069560745477324674064763941079661
2001	Mujeres	18	02	Aragón	6540	0,0273241246576702891464774879085525888919
2002	Hombres	18	02	Aragón	-6604	-0,0275915167032499372359843012458839903734
2002	Mujeres	18	02	Aragón	6143	0,0256654583749340345912555364254187390769
2003	Hombres	18	02	Aragón	-6726	-0,0281012327901361414066066641701719744475
2003	Mujeres	18	02	Aragón	6145	0,0256738143763583985940526243422103453732
2004	Hombres	18	02	Aragón	-6561	-0,027411862672626111175846911034864455003
2004	Mujeres	18	02	Aragón	6042	0,0252434803030036524500025966274426211139
2005	Hombres	18	02	Aragón	-6331	-0,0264509225088242508541818006038297309288
2005	Mujeres	18	02	Aragón	6128	0,0256027883642513045702773770494816918546
2006	Hombres	18	02	Aragón	-6193	-0,0258743584105431346611827343452088964843
2006	Mujeres	18	02	Aragón	6034	0,0252100562973061964388142449602761959287
2007	Hombres	18	02	Aragón	-6367	-0,0266013305344628029045293831060786442622
2007	Mujeres	18	02	Aragón	6112	0,0255359403528563925479006737151488414843
2008	Hombres	18	02	Aragón	-6586	-0,0275163126904306612108105099947595337067
2008	Mujeres	18	02	Aragón	6013	0,0251223182823503744094448218339643298176
2009	Hombres	18	02	Aragón	-6308	-0,0263548284924440648220152895607262585214
2009	Mujeres	18	02	Aragón	5821	0,024320142145611430140924381821970125373
2010	Hombres	18	02	Aragón	-6177	-0,0258075103991482226388060310108760461139
2010	Mujeres	18	02	Aragón	5982	0,024992800260272732366089959123694432225
2011	Hombres	18	02	Aragón	-6231	-0,026033122437606050714327404764249416114
2011	Mujeres	18	02	Aragón	6045	0,0252560143051401984541982285026300305583
2012	Hombres	18	02	Aragón	-9950	-0,0415711070862109139155123860382413240786
2012	Mujeres	18	02	Aragón	9510	0,0397327867728508333001530443440879388932
2013	Hombres	18	02	Aragón	-6048	-0,0252685483072767444583938603778174400028
2013	Mujeres	18	02	Aragón	5771	0,0241112421100023300709971839021799679656
2014	Hombres	18	02	Aragón	-5871	-0,0245290421812205302108515797417602827805
2014	Mujeres	18	02	Aragón	5557	0,0232171499575953817717087768054780942618
2015	Hombres	18	02	Aragón	-5916	-0,0247170522132687202737860578695714244471
2015	Mujeres	18	02	Aragón	5555	0,0232087939561710177689116888886864879655
1998	Hombres	17	02	Aragón	-7620	-0,0318363654268268506569049629760199888924
1998	Mujeres	17	02	Aragón	7143	0,0298434590871160359897994948212218872255
1999	Hombres	17	02	Aragón	-7176	-0,0299813331106180420359514454482833911144
1999	Mujeres	17	02	Aragón	6783	0,028339378830730515486323669798732753892
2000	Hombres	17	02	Aragón	-6907	-0,0288574509190410836597431206398123442624
2000	Mujeres	17	02	Aragón	6540	0,0273241246576702891464774879085525888919
2001	Hombres	17	02	Aragón	-6466	-0,0270149526049688210429852349872631559289
2001	Mujeres	17	02	Aragón	6060	0,0253186843158229284751763878785670777805
2002	Hombres	17	02	Aragón	-6541	-0,02732830265838247114787603186694839204I5
2002	Mujeres	17	02	Aragón	6012	0,0251181402816381924080462778755685266694
2003	Hombres	17	02	Aragón	-6387	-0,0266848905487064429325002622739947072251
2003	Mujeres	17	02	Aragón	5900	0,0246502042018738082514093545352385740768
2004	Hombres	17	02	Aragón	-6154	-0,0257114163827680366066395199677725737065
2004	Mujeres	17	02	Aragón	5935	0,024796434226800178300358393079091684262
2005	Hombres	17	02	Aragón	-6030	-0,0251933442944574684332200691266929833361
2005	Mujeres	17	02	Aragón	5867	0,0245123301783718022052574039081770701879
2006	Hombres	17	02	Aragón	-6153	-0,0257072383820558546052409760093767705584
2006	Mujeres	17	02	Aragón	5859	0,0244789061726743461940690522410106450027
2007	Hombres	17	02	Aragón	-6226	-0,0260122324340451407073346849722704003732
2007	Mujeres	17	02	Aragón	5720	0,02389816407368104799967144202399400741
2008	Hombres	17	02	Aragón	-6129	-0,0256069663649634865716759210078774950028
2008	Mujeres	17	02	Aragón	5639	0,02355974601599430588638938139393395241
2009	Hombres	17	02	Aragón	-6043	-0,025247658303715834451401140585838424262
2009	Mujeres	17	02	Aragón	5886	0,0245917121919032602318297391176973300027
2010	Hombres	17	02	Aragón	-6203	-0,0259161384176649546751681739291669279658
2010	Mujeres	17	02	Aragón	6010	0,0251097842802138284052491899587769203731
2011	Hombres	17	02	Aragón	-6115	-0,0255484743549929385520963055903362509287
2011	Mujeres	17	02	Aragón	5688	0,0237644680508912239549180353553283066693
2012	Hombres	17	02	Aragón	-9834	-0,0410864590035978017532812868643281588934
2012	Mujeres	17	02	Aragón	9452	0,0394904627315442772190374947571313563006
2013	Hombres	17	02	Aragón	-5898	-0,0246418482004494442486122666184469677805
2013	Mujeres	17	02	Aragón	5550	0,0231879039526101077619189690967074722248
2014	Hombres	17	02	Aragón	-5950	-0,0248591042374829083213365524550287314842
2014	Mujeres	17	02	Aragón	5560	0,0232296839597319277759044086806655037062
2015	Hombres	17	02	Aragón	-5840	-0,0243995241591428881674967170314903851879
2015	Mujeres	17	02	Aragón	5527	0,0230918099362299217297524580536039998173
1998	Hombres	16	02	Aragón	-7112	-0,0297139410650383939464446321109519896329
1998	Mujeres	16	02	Aragón	6719	0,0280719867851508673968168564614013524105
1999	Hombres	16	02	Aragón	-6838	-0,0285691688699005255632435875105019270402
1999	Mujeres	16	02	Aragón	6492	0,0271235806234855530793473779055540377807
2000	Hombres	16	02	Aragón	-6417	-0,0268102305700719029744565810258688016696
2000	Mujeres	16	02	Aragón	6045	0,0252560143051401984541982285026300305583
2001	Hombres	16	02	Aragón	-6451	-0,0269522825942860910220070756113261087066
2001	Mujeres	16	02	Aragón	5929	0,0247713662225270862919671293287168653731
2002	Hombres	16	02	Aragón	-6275	-0,0262169544689420587758633389336647546325
2002	Mujeres	16	02	Aragón	5840	0,0243995241591428881674967170314903851879
2003	Hombres	16	02	Aragón	-6028	-0,0251849882930331044304229812099013770398
2003	Mujeres	16	02	Aragón	5806	0,0242574721349287001199462224460330781508
2004	Hombres	16	02	Aragón	-5867	-0,0245123301783718022052574039081770701879
2004	Mujeres	16	02	Aragón	5733	0,023952478082939414017852513483139448336
2005	Hombres	16	02	Aragón	-6033	-0,0252058782965940144374157010018803927805
2005	Mujeres	16	02	Aragón	5764	0,0240819961050170560612073761934093459286
2006	Hombres	16	02	Aragón	-6118	-0,0255610083571294845562919374655236603732
2006	Mujeres	16	02	Aragón	5593	0,0233675579832339338220563593077270075951
2007	Hombres	16	02	Aragón	-5926	-0,0247588322203905402877714974535294559286
2007	Mujeres	16	02	Aragón	5421	0,0226489418607386295815067984636488661136
2008	Hombres	16	02	Aragón	-5906	-0,0246752722061469002598006182856133929657
2008	Mujeres	16	02	Aragón	5792	0,0241989801249581521003666070284918340767
2009	Hombres	16	02	Aragón	-6108	-0,0255192283500076645423064978815656288917
2009	Mujeres	16	02	Aragón	5935	0,024796434226800178300358393079091684262
2010	Hombres	16	02	Aragón	-6078	-0,0253938883286422045003501791296915344472
2010	Mujeres	16	02	Aragón	5688	0,0237644680508912239549180353553283066693
2011	Hombres	16	02	Aragón	-5991	-0,0250304022666823703786768547492566605583
2011	Mujeres	16	02	Aragón	5707	0,0238438500644226819814903705648485664841
2012	Hombres	16	02	Aragón	-9716	-0,0405934549195603255882530997736233874118
2012	Mujeres	16	02	Aragón	9194	0,0384125385478013208582131534910141440783
2013	Hombres	16	02	Aragón	-5987	-0,0250136902638336423730826789156734479657
2013	Mujeres	16	02	Aragón	5599	0,023392625987507025830447623058101826484
2014	Hombres	16	02	Aragón	-5870	-0,0245248641805083482094530357833644796323
2014	Mujeres	16	02	Aragón	5576	0,0232965319711268397982811120149983540766
2015	Hombres	16	02	Aragón	-5896	-0,0246334921990250802458151787016553614842
2015	Mujeres	16	02	Aragón	5284	0,0220765557631696953899062761634238348172
1998	Hombres	15	02	Aragón	-6766	-0,0282683528186234214625484225060041003735
1998	Mujeres	15	02	Aragón	6440	0,026906324586452089006623092068972274077
1999	Hombres	15	02	Aragón	-6344	-0,0265052365180826168723628720629751718547
1999	Mujeres	15	02	Aragón	5972	0,0249510202531509123521045195397364007435
2000	Hombres	15	02	Aragón	-6395	-0,0267183145544038989436886139411611324103
2000	Mujeres	15	02	Aragón	5886	0,0245917121919032602318297391176973300027
2001	Hombres	15	02	Aragón	-6179	-0,0258158664005725866416031189276676524102
2001	Mujeres	15	02	Aragón	5755	0,0240443940986074180486204805678471175952
2002	Hombres	15	02	Aragón	-5920	-0,0247337642161174482793802337031546370397
2002	Mujeres	15	02	Aragón	5712	0,0238647400679835919884830903568275822248
2003	Hombres	15	02	Aragón	-5750	-0,0240235040950465080416277607758681018545
2003	Mujeres	15	02	Aragón	5618	0,0234720080010384838570199582676220862989
2004	Hombres	15	02	Aragón	-5885	-0,0245875341911910782304311951593015268545
2004	Mujeres	15	02	Aragón	5663	0,0236600180330866739199544363954332279655
2005	Hombres	15	02	Aragón	-6018	-0,0251432082859112844164375416259433455583
2005	Mujeres	15	02	Aragón	5519	0,0230583859305324657185641063864375746321
2006	Hombres	15	02	Aragón	-5842	-0,0244078801605672521702938049482819914841
2006	Mujeres	15	02	Aragón	5311	0,0221893617823986094276669630401105198172
2007	Hombres	15	02	Aragón	-5702	-0,0238229600608617719744976507728695507433
2007	Mujeres	15	02	Aragón	5619	0,023476186001750665858418502226017889447
2008	Hombres	15	02	Aragón	-5979	-0,0249802662581361863618943272485070227805
2008	Mujeres	15	02	Aragón	5867	0,0245123301783718022052574039081770701879
2009	Hombres	15	02	Aragón	-6000	-0,0250680042730920083912637503748188888916
2009	Mujeres	15	02	Aragón	5644	0,0235806360195552158933821011859129681507
2010	Hombres	15	02	Aragón	-5972	-0,0249510202531509123521045195397364007435
2010	Mujeres	15	02	Aragón	5719	0,0238939860729688659982728980655982042619
2011	Hombres	15	02	Aragón	-5865	-0,0245039741769474382024603159913854638916
2011	Mujeres	15	02	Aragón	5541	0,0231503019462004697493320734711452438914
2012	Hombres	15	02	Aragón	-9664	-0,0403761988825268615155288139370416237081
2012	Mujeres	15	02	Aragón	9302	0,0388637626247169770092559009977608840783
2013	Hombres	15	02	Aragón	-5978	-0,0249760882574240043604957832901112196324
2013	Mujeres	15	02	Aragón	5673	0,023701798040208493933939875979391259447
2014	Hombres	15	02	Aragón	-5950	-0,0248591042374829083213365524550287314842
