Comarca código	Comarca nombre	Año	Población	Censo electoral	Participación	Abstención	Votos nulos	Votos blancos	Votos a candidaturas	% Participación
09	La Litera / La Llitera	2008	18867,0	14708,0	11012,0	3696,0	346,0	235,0	10431,0	74,8708186021213
09	La Litera / La Llitera	2011	19161,0	14271,0	10153,0	4118,0	418,0	556,0	9179,0	71,1442786069652
09	La Litera / La Llitera	2015	18696,0	13890,0	9824,0	4066,0	341,0	449,0	9034,0	70,7271418286537
09	La Litera / La Llitera	2016	18516,0	13777,0	9309,0	4468,0	260,0	282,0	8767,0	67,5691369674095
09	La Litera / La Llitera	2019	18216,0	13460,0	8997,0	4463,0	214,0	208,0	8575,0	66,8424962852897
10	Los Monegros	2008	20947,0	17460,0	14057,0	3403,0	311,0	271,0	13475,0	80,5097365406644
10	Los Monegros	2011	20942,0	16693,0	12554,0	4139,0	431,0	703,0	11420,0	75,2051758222009
10	Los Monegros	2015	19826,0	15643,0	11613,0	4030,0	381,0	639,0	10593,0	74,2376781947197
10	Los Monegros	2016	19566,0	15455,0	11258,0	4197,0	335,0	369,0	10554,0	72,8437398900032
10	Los Monegros	2019	18615,0	14670,0	10620,0	4050,0	244,0	259,0	10117,0	72,3926380368098
11	Bajo Cinca / Baix Cinca	2008	23645,0	17570,0	13514,0	4056,0	404,0	323,0	12787,0	76,9151963574274
11	Bajo Cinca / Baix Cinca	2011	24670,0	17162,0	12276,0	4886,0	557,0	745,0	10974,0	71,5301246940916
11	Bajo Cinca / Baix Cinca	2015	24817,0	16796,0	12212,0	4584,0	416,0	553,0	11243,0	72,7077875684687
11	Bajo Cinca / Baix Cinca	2016	24619,0	16720,0	11513,0	5207,0	361,0	360,0	10792,0	68,8576555023923
11	Bajo Cinca / Baix Cinca	2019	24425,0	16389,0	11192,0	5197,0	336,0	329,0	10527,0	68,2897065104643
12	Tarazona y el Moncayo	2008	14690,0	11622,0	9182,0	2440,0	275,0	151,0	8756,0	79,0053347100327
12	Tarazona y el Moncayo	2011	14730,0	11522,0	8578,0	2944,0	365,0	544,0	7669,0	74,4488804027079
12	Tarazona y el Moncayo	2015	14405,0	11268,0	8342,0	2926,0	378,0	462,0	7502,0	74,03265885694
12	Tarazona y el Moncayo	2016	14258,0	11188,0	8049,0	3139,0	247,0	268,0	7534,0	71,9431533786199
12	Tarazona y el Moncayo	2019	13796,0	10970,0	7687,0	3283,0	209,0	204,0	7274,0	70,0729261622607
13	Campo de Borja	2008	14914,0	11592,0	9160,0	2432,0	289,0	153,0	8718,0	79,0200138026225
13	Campo de Borja	2011	15517,0	11334,0	8705,0	2629,0	354,0	418,0	7933,0	76,8043056290806
13	Campo de Borja	2015	14600,0	10856,0	8064,0	2792,0	358,0	407,0	7299,0	74,2815033161385
13	Campo de Borja	2016	14346,0	10788,0	7627,0	3161,0	259,0	235,0	7133,0	70,6989247311828
13	Campo de Borja	2019	13824,0	10567,0	7257,0	3310,0	229,0	248,0	6780,0	68,676067001041
14	Aranda	2008	7627,0	6221,0	4897,0	1324,0	142,0	83,0	4672,0	78,7172480308632
14	Aranda	2011	7617,0	5949,0	4223,0	1726,0	128,0	151,0	3944,0	70,9867204572197
14	Aranda	2015	7168,0	5718,0	4013,0	1705,0	163,0	179,0	3671,0	70,1818817768451
14	Aranda	2016	7082,0	5657,0	3799,0	1858,0	113,0	118,0	3568,0	67,155736255966
14	Aranda	2019	6669,0	5330,0	3658,0	1672,0	98,0	99,0	3461,0	68,6303939962477
15	Ribera Alta del Ebro	2008	25745,0	20293,0	15674,0	4619,0	513,0	265,0	14896,0	77,2384566106539
15	Ribera Alta del Ebro	2011	27827,0	20664,0	14888,0	5776,0	493,0	737,0	13658,0	72,0480061943477
15	Ribera Alta del Ebro	2015	27379,0	20267,0	14863,0	5404,0	594,0	626,0	13643,0	73,3359648689988
15	Ribera Alta del Ebro	2016	27141,0	20218,0	14554,0	5664,0	451,0	397,0	13706,0	71,9853595805718
15	Ribera Alta del Ebro	2019	27076,0	20310,0	14120,0	6190,0	331,0	352,0	13437,0	69,5224027572624
16	Valdejalón	2008	27423,0	19949,0	15222,0	4727,0	355,0	282,0	14585,0	76,3045766705098
16	Valdejalón	2011	30533,0	19925,0	14116,0	5809,0	496,0	777,0	12843,0	70,8456712672522
16	Valdejalón	2015	29179,0	18958,0	13453,0	5505,0	481,0	592,0	12380,0	70,9621268066252
16	Valdejalón	2016	28763,0	18932,0	12909,0	6023,0	365,0	419,0	12125,0	68,1861398690049
16	Valdejalón	2019	28639,0	18822,0	12852,0	5970,0	293,0	307,0	12252,0	68,281797896079
17	D.C. Zaragoza	2008	714604,0	542650,0	416286,0	126364,0	8882,0	10276,0	397128,0	76,7135354279923
17	D.C. Zaragoza	2011	746719,0	547786,0	395870,0	151916,0	15215,0	28210,0	352445,0	72,267272255954
17	D.C. Zaragoza	2015	743147,0	554893,0	413711,0	141182,0	11740,0	19336,0	382635,0	74,5568965548313
17	D.C. Zaragoza	2016	742656,0	551885,0	396336,0	155549,0	8143,0	10610,0	377583,0	71,8149614503021
17	D.C. Zaragoza	2019	747082,0	560983,0	405023,0	155960,0	6161,0	8704,0	390158,0	72,1988010331864
18	Ribera Baja del Ebro	2008	9155,0	7545,0	5764,0	1781,0	174,0	121,0	5469,0	76,3949635520212
18	Ribera Baja del Ebro	2011	9452,0	7476,0	5275,0	2201,0	236,0	305,0	4734,0	70,5591225254147
18	Ribera Baja del Ebro	2015	9102,0	7140,0	5126,0	2014,0	259,0	245,0	4622,0	71,7927170868347
18	Ribera Baja del Ebro	2016	8964,0	7049,0	4910,0	2139,0	182,0	181,0	4547,0	69,6552702510994
18	Ribera Baja del Ebro	2019	8464,0	6785,0	4687,0	2098,0	160,0	157,0	4370,0	69,0788504053058
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	13575,0	10791,0	8228,0	2563,0	284,0	176,0	7768,0	76,2487257900102
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	15016,0	10450,0	7347,0	3103,0	433,0	387,0	6527,0	70,3062200956938
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	14994,0	10031,0	7145,0	2886,0	428,0	336,0	6381,0	71,2291895125112
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	14908,0	9955,0	6769,0	3186,0	251,0	226,0	6292,0	67,9959819186339
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2019	14508,0	9567,0	6498,0	3069,0	184,0	195,0	6119,0	67,9209783631232
20	Comunidad de Calatayud	2008	41356,0	31571,0	24381,0	7190,0	712,0	440,0	23229,0	77,2259351936904
20	Comunidad de Calatayud	2011	42013,0	30458,0	22007,0	8451,0	759,0	1116,0	20132,0	72,253595114584
20	Comunidad de Calatayud	2015	39587,0	28270,0	20152,0	8118,0	845,0	1148,0	18159,0	71,284046692607
20	Comunidad de Calatayud	2016	38362,0	28863,0	20449,0	8414,0	566,0	678,0	19205,0	70,8484911478363
20	Comunidad de Calatayud	2019	37230,0	27767,0	19585,0	8182,0	410,0	488,0	18687,0	70,5333669463752
21	Campo de Cariñena	2008	10606,0	7943,0	6436,0	1507,0	195,0	116,0	6125,0	81,0273196525242
21	Campo de Cariñena	2011	11173,0	7813,0	6030,0	1783,0	241,0	267,0	5522,0	77,1790605401254
21	Campo de Cariñena	2015	10663,0	7299,0	5495,0	1804,0	263,0	254,0	4978,0	75,2842855185642
21	Campo de Cariñena	2016	10352,0	7259,0	5465,0	1794,0	158,0	166,0	5141,0	75,2858520457363
21	Campo de Cariñena	2019	9853,0	6982,0	5131,0	1851,0	135,0	121,0	4875,0	73,4889716413635
22	Campo de Belchite	2008	5222,0	4664,0	3728,0	936,0	74,0	40,0	3614,0	79,9313893653516
22	Campo de Belchite	2011	5260,0	4476,0	3448,0	1028,0	90,0	137,0	3221,0	77,0330652368186
22	Campo de Belchite	2015	4967,0	4132,0	3072,0	1060,0	86,0	126,0	2860,0	74,3465634075508
22	Campo de Belchite	2016	4885,0	4048,0	3029,0	1019,0	62,0	72,0	2895,0	74,8270750988142
22	Campo de Belchite	2019	4569,0	3930,0	2846,0	1084,0	43,0	69,0	2734,0	72,4173027989822
23	Bajo Martín	2008	7427,0	5950,0	4694,0	1256,0	139,0	82,0	4473,0	78,890756302521
23	Bajo Martín	2011	7135,0	5652,0	4132,0	1520,0	171,0	156,0	3805,0	73,10686482661
23	Bajo Martín	2015	6689,0	5307,0	3871,0	1436,0	146,0	148,0	3577,0	72,9413981533823
23	Bajo Martín	2016	6619,0	5244,0	3727,0	1517,0	117,0	100,0	3510,0	71,0717009916095
23	Bajo Martín	2019	6383,0	4932,0	3515,0	1417,0	71,0	62,0	3382,0	71,2692619626926
24	Campo de Daroca	2008	6539,0	5577,0	4272,0	1305,0	109,0	67,0	4096,0	76,6003227541689
24	Campo de Daroca	2011	6192,0	5245,0	3851,0	1394,0	129,0	199,0	3523,0	73,4223069590086
24	Campo de Daroca	2015	6026,0	4821,0	3473,0	1348,0	101,0	186,0	3186,0	72,0389960589089
24	Campo de Daroca	2016	5901,0	4749,0	3544,0	1205,0	96,0	120,0	3328,0	74,6262371025479
24	Campo de Daroca	2019	5557,0	4466,0	3184,0	1282,0	76,0	85,0	3023,0	71,2942230183609
25	Jiloca	2008	14253,0	11168,0	8457,0	2711,0	292,0	132,0	8033,0	75,7252865329513
25	Jiloca	2011	14142,0	10566,0	7519,0	3047,0	248,0	365,0	6906,0	71,1622184364944
25	Jiloca	2015	13205,0	9993,0	6906,0	3087,0	283,0	383,0	6240,0	69,1083758631042
25	Jiloca	2016	12980,0	9866,0	6826,0	3040,0	247,0	207,0	6372,0	69,1871072369755
25	Jiloca	2019	12267,0	9421,0	6522,0	2899,0	152,0	93,0	6277,0	69,2283197112833
26	Cuencas Mineras	2008	9496,0	7471,0	5710,0	1761,0	189,0	69,0	5452,0	76,4288582519074
26	Cuencas Mineras	2011	9094,0	7107,0	5051,0	2056,0	180,0	276,0	4595,0	71,0707752919657
26	Cuencas Mineras	2015	8701,0	6729,0	4939,0	1790,0	149,0	144,0	4646,0	73,3987219497697
26	Cuencas Mineras	2016	8591,0	6648,0	4731,0	1917,0	150,0	121,0	4460,0	71,1642599277978
26	Cuencas Mineras	2019	8067,0	6329,0	4554,0	1775,0	96,0	74,0	4384,0	71,9544951809132
27	Andorra-Sierra de Arcos	2008	11312,0	8785,0	7003,0	1782,0	181,0	129,0	6693,0	79,7154240182129
27	Andorra-Sierra de Arcos	2011	11523,0	8560,0	6089,0	2471,0	387,0	262,0	5440,0	71,1331775700935
27	Andorra-Sierra de Arcos	2015	10906,0	8191,0	6093,0	2098,0	266,0	230,0	5597,0	74,386521792211
27	Andorra-Sierra de Arcos	2016	10743,0	8119,0	5607,0	2512,0	195,0	161,0	5251,0	69,0602290922527
27	Andorra-Sierra de Arcos	2019	10098,0	7843,0	5509,0	2334,0	122,0	79,0	5308,0	70,2409792171363
28	Bajo Aragón	2008	29358,0	21811,0	17014,0	4797,0	521,0	291,0	16202,0	78,0065104763651
28	Bajo Aragón	2011	30311,0	21599,0	15534,0	6065,0	926,0	1013,0	13595,0	71,9199962961248
28	Bajo Aragón	2015	29640,0	21152,0	15853,0	5299,0	620,0	736,0	14497,0	74,9479954614221
28	Bajo Aragón	2016	29410,0	21090,0	15052,0	6038,0	525,0	524,0	14003,0	71,3703176861072
28	Bajo Aragón	2019	28587,0	20781,0	14870,0	5911,0	339,0	245,0	14286,0	71,5557480390742
29	Comunidad de Teruel	2008	45953,0	35383,0	27687,0	7696,0	776,0	574,0	26337,0	78,2494418223441
29	Comunidad de Teruel	2011	46957,0	35300,0	25676,0	9624,0	1055,0	1803,0	22818,0	72,7365439093484
29	Comunidad de Teruel	2015	46724,0	35363,0	26286,0	9077,0	1019,0	1329,0	23938,0	74,3319288521901
29	Comunidad de Teruel	2016	46426,0	35296,0	25422,0	9874,0	798,0	834,0	23790,0	72,0251586582049
29	Comunidad de Teruel	2019	45962,0	35337,0	26159,0	9178,0	404,0	312,0	25443,0	74,0272235900048
30	Maestrazgo	2008	3735,0	2959,0	2274,0	685,0	83,0	38,0	2153,0	76,8502872592092
30	Maestrazgo	2011	3682,0	2843,0	2067,0	776,0	71,0	128,0	1868,0	72,7048892015477
30	Maestrazgo	2015	3402,0	2635,0	1959,0	676,0	60,0	102,0	1797,0	74,3453510436433
30	Maestrazgo	2016	3333,0	2617,0	1907,0	710,0	60,0	86,0	1761,0	72,8696981276271
30	Maestrazgo	2019	3196,0	2560,0	1880,0	680,0	31,0	36,0	1813,0	73,4375
31	Sierra de Albarracín	2008	5041,0	4141,0	3177,0	964,0	82,0	31,0	3064,0	76,7205988891572
31	Sierra de Albarracín	2011	4930,0	4035,0	2957,0	1078,0	103,0	173,0	2681,0	73,2837670384139
31	Sierra de Albarracín	2015	4690,0	3891,0	2824,0	1067,0	94,0	166,0	2564,0	72,5777435106656
31	Sierra de Albarracín	2016	4652,0	3871,0	2834,0	1037,0	76,0	119,0	2639,0	73,2110565745285
31	Sierra de Albarracín	2019	4423,0	3710,0	2671,0	1039,0	49,0	38,0	2584,0	71,9946091644205
32	Gúdar-Javalambre	2008	8674,0	6310,0	4983,0	1327,0	200,0	78,0	4705,0	78,9698890649762
32	Gúdar-Javalambre	2011	8610,0	6111,0	4646,0	1465,0	151,0	213,0	4282,0	76,0268368515791
32	Gúdar-Javalambre	2015	7917,0	5845,0	4501,0	1344,0	164,0	176,0	4161,0	77,0059880239521
32	Gúdar-Javalambre	2016	7793,0	5762,0	4336,0	1426,0	127,0	136,0	4073,0	75,2516487330788
32	Gúdar-Javalambre	2019	7367,0	5589,0	4234,0	1355,0	70,0	69,0	4095,0	75,7559491859009
33	Matarraña / Matarranya	2008	8797,0	6993,0	5350,0	1643,0	190,0	80,0	5080,0	76,5050765050765
33	Matarraña / Matarranya	2011	8893,0	6697,0	4835,0	1862,0	233,0	199,0	4403,0	72,1965058981634
33	Matarraña / Matarranya	2015	8491,0	6346,0	4576,0	1770,0	177,0	219,0	4180,0	72,1084147494485
33	Matarraña / Matarranya	2016	8385,0	6296,0	4428,0	1868,0	160,0	148,0	4120,0	70,3303684879288
33	Matarraña / Matarranya	2019	8222,0	6083,0	4097,0	1986,0	118,0	80,0	3899,0	67,3516357060661
