Mes y año	Provincia código	Provincia nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
April 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	5
April 2016	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4030
April 2016	50	Zaragoza	No consta	No consta		No consta	Mujeres	1
March 2016	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	4332
March 2016	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	473
March 2016	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	78
March 2016	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
March 2016	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	725
March 2016	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4875
March 2016	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	575
March 2016	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	121
March 2016	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
March 2016	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	688
March 2016	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	2974
March 2016	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	340
March 2016	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	67
March 2016	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	3
March 2016	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	577
March 2016	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3445
March 2016	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	384
March 2016	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	50
March 2016	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
March 2016	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	464
March 2016	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	23415
March 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2845
March 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	299
March 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	10
March 2016	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	4301
March 2016	50	Zaragoza	No consta	No consta		No consta	Hombres	2
March 2016	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	31284
March 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2931
March 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	355
March 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	6
March 2016	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4019
February 2016	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	4430
February 2016	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	497
February 2016	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	91
February 2016	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
February 2016	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	733
February 2016	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	5022
February 2016	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	633
February 2016	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	120
February 2016	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
February 2016	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	690
February 2016	22	Huesca	No consta	No consta		No consta	Mujeres	1
February 2016	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3030
February 2016	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	345
February 2016	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	61
February 2016	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	4
February 2016	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	599
February 2016	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3551
February 2016	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	406
February 2016	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	52
February 2016	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
February 2016	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	473
February 2016	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	23475
February 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2857
February 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	291
February 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	12
February 2016	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	4216
February 2016	50	Zaragoza	No consta	No consta		No consta	Hombres	1
February 2016	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	31662
February 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3017
February 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	360
February 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	6
February 2016	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4042
January 2016	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	4492
January 2016	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	498
January 2016	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	93
January 2016	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
January 2016	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	708
January 2016	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	5113
January 2016	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	593
January 2016	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	115
January 2016	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
January 2016	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	690
January 2016	22	Huesca	No consta	No consta		No consta	Mujeres	1
January 2016	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3109
January 2016	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	358
January 2016	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	62
January 2016	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	4
January 2016	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	628
January 2016	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3600
January 2016	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	425
January 2016	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	54
January 2016	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
January 2016	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	470
January 2016	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	23660
January 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2885
January 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	305
January 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	9
January 2016	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	4102
January 2016	50	Zaragoza	No consta	No consta		No consta	Hombres	1
January 2016	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	31943
January 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3009
January 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	358
January 2016	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	6
January 2016	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4048
January 2016	50	Zaragoza	No consta	No consta		No consta	Mujeres	1
Diciembre 2015	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	4328
Diciembre 2015	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	503
Diciembre 2015	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	93
Diciembre 2015	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
Diciembre 2015	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	676
Diciembre 2015	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4876
Diciembre 2015	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	622
Diciembre 2015	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	122
Diciembre 2015	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Diciembre 2015	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	703
Diciembre 2015	22	Huesca	No consta	No consta		No consta	Mujeres	1
Diciembre 2015	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3015
Diciembre 2015	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	355
Diciembre 2015	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	61
Diciembre 2015	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	5
Diciembre 2015	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	618
Diciembre 2015	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3429
Diciembre 2015	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	406
Diciembre 2015	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	49
Diciembre 2015	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Diciembre 2015	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	456
Diciembre 2015	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	23543
Diciembre 2015	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2944
Diciembre 2015	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	314
Diciembre 2015	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	11
Diciembre 2015	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	4123
Diciembre 2015	50	Zaragoza	No consta	No consta		No consta	Hombres	1
Diciembre 2015	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	30663
Diciembre 2015	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3055
Diciembre 2015	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	353
Diciembre 2015	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	6
Diciembre 2015	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3947
Diciembre 2015	50	Zaragoza	No consta	No consta		No consta	Mujeres	1
Noviembre 2015	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	4509
Noviembre 2015	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	528
Noviembre 2015	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	90
Noviembre 2015	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Noviembre 2015	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	737
Noviembre 2015	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	5313
Noviembre 2015	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	649
Noviembre 2015	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	122
Noviembre 2015	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Noviembre 2015	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	714
Noviembre 2015	22	Huesca	No consta	No consta		No consta	Mujeres	1
Noviembre 2015	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	2981
Noviembre 2015	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	333
Noviembre 2015	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	65
Noviembre 2015	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	3
Noviembre 2015	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	594
Noviembre 2015	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3642
Noviembre 2015	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	467
Noviembre 2015	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	51
Noviembre 2015	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Noviembre 2015	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	481
Noviembre 2015	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	23250
Noviembre 2015	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2860
Noviembre 2015	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	294
Noviembre 2015	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	8
Noviembre 2015	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	4240
Noviembre 2015	50	Zaragoza	No consta	No consta		No consta	Hombres	1
Noviembre 2015	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	31627
Noviembre 2015	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3067
Noviembre 2015	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	358
