Mes y año	Provincia código	Provincia nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
Enero 2012	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	679
Enero 2012	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	4
Enero 2012	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3762
Enero 2012	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	593
Enero 2012	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	104
Enero 2012	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1148
Enero 2012	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Enero 2012	44	Teruel		No consta		No consta	Hombres	1
Enero 2012	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3725
Enero 2012	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	475
Enero 2012	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	75
Enero 2012	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	497
Enero 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	28586
Enero 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3888
Enero 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	568
Enero 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6885
Enero 2012	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	11
Enero 2012	50	Zaragoza		No consta		No consta	Hombres	2
Enero 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	32492
Enero 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2650
Enero 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	438
Enero 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4447
Enero 2012	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	11
Enero 2012	50	Zaragoza		No consta		No consta	Mujeres	1
Diciembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	5726
Diciembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	754
Diciembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	204
Diciembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1128
Diciembre 2011	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
Diciembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	5307
Diciembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	630
Diciembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	152
Diciembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	635
Diciembre 2011	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	5
Diciembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3598
Diciembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	594
Diciembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	96
Diciembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1096
Diciembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3620
Diciembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	456
Diciembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	59
Diciembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	482
Diciembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	27943
Diciembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3882
Diciembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	546
Diciembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6800
Diciembre 2011	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	12
Diciembre 2011	50	Zaragoza		No consta		No consta	Hombres	2
Diciembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	30828
Diciembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2621
Diciembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	457
Diciembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4334
Diciembre 2011	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	12
Diciembre 2011	50	Zaragoza		No consta		No consta	Mujeres	1
Noviembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	5584
Noviembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	740
Noviembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	188
Noviembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1164
Noviembre 2011	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
Noviembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	5345
Noviembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	681
Noviembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	169
Noviembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	630
Noviembre 2011	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	7
Noviembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3409
Noviembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	558
Noviembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	90
Noviembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1081
Noviembre 2011	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Noviembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3647
Noviembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	471
Noviembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	70
Noviembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	477
Noviembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	26599
Noviembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3702
Noviembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	547
Noviembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6776
Noviembre 2011	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	10
Noviembre 2011	50	Zaragoza		No consta		No consta	Hombres	2
Noviembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	30679
Noviembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2623
Noviembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	451
Noviembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4362
Noviembre 2011	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	10
Noviembre 2011	50	Zaragoza		No consta		No consta	Mujeres	3
Octubre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	5327
Octubre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	732
Octubre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	179
Octubre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1210
Octubre 2011	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
Octubre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	5272
Octubre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	658
Octubre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	168
Octubre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	620
Octubre 2011	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	6
Octubre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3224
Octubre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	548
Octubre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	86
Octubre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1062
Octubre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3448
Octubre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	385
Octubre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	67
Octubre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	465
Octubre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	25764
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3639
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	532
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6865
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	7
Octubre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	30155
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2614
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	429
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4170
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	11
Octubre 2011	50	Zaragoza		No consta		No consta	Mujeres	3
Septiembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	5160
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	717
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	195
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1174
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
Septiembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	5231
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	663
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	158
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	594
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	4
Septiembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3149
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	540
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	83
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1041
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Septiembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3320
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	318
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	64
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	443
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Septiembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	24949
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3516
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	520
Septiembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6401
Septiembre 2011	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	13
Septiembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	29570
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2366
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	402
Septiembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4089
Septiembre 2011	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	12
Septiembre 2011	50	Zaragoza		No consta		No consta	Mujeres	4
Agosto 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	4961
Agosto 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	595
Agosto 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	181
Agosto 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1038
Agosto 2011	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
Agosto 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4940
Agosto 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	460
Agosto 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	125
Agosto 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	551
Agosto 2011	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	5
Agosto 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3069
Agosto 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	553
Agosto 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	91
Agosto 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1060
Agosto 2011	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Agosto 2011	44	Teruel		No consta		No consta	Hombres	1
Agosto 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3099
Agosto 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	330
Agosto 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	56
Agosto 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	397
Agosto 2011	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Agosto 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	24901
Agosto 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3464
Agosto 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	546
Agosto 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6421
Agosto 2011	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	16
Agosto 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	29330
Agosto 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2276
Agosto 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	408
Agosto 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3817
Agosto 2011	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	16
Agosto 2011	50	Zaragoza		No consta		No consta	Mujeres	3
Julio 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	4804
Julio 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	551
Julio 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	193
Julio 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	998
Julio 2011	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
Julio 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4772
Julio 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	413
Julio 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	124
Julio 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	587
Julio 2011	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	5
Julio 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	2965
Julio 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	549
Julio 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	96
