Comarca código	Comarca nombre	Año	Población	Censo electoral	Participación	Abstención	Votos nulos	Votos blancos	Votos a candidaturas	% Participación
15	Ribera Alta del Ebro	2019	27076,0	20310,0	14200,0	6110,0	160,0	152,0	13888,0	69,9162973904481
16	Valdejalón	2008	27423,0	19949,0	15259,0	4690,0	65,0	145,0	15049,0	76,4900496265477
16	Valdejalón	2011	30533,0	19925,0	14247,0	5678,0	210,0	224,0	13813,0	71,5031367628607
16	Valdejalón	2015	29179,0	18958,0	13610,0	5348,0	126,0	145,0	13339,0	71,7902732355734
16	Valdejalón	2016	28763,0	18932,0	13052,0	5880,0	136,0	113,0	12803,0	68,9414747517431
16	Valdejalón	2019	28639,0	18822,0	12948,0	5874,0	119,0	136,0	12693,0	68,7918393369461
17	D.C. Zaragoza	2008	714604,0	542648,0	415230,0	127418,0	1909,0	5633,0	407688,0	76,519216877239
17	D.C. Zaragoza	2011	746719,0	547786,0	398541,0	149245,0	5609,0	7831,0	385101,0	72,7548714278934
17	D.C. Zaragoza	2015	743147,0	554893,0	419295,0	135598,0	2654,0	3426,0	413215,0	75,5632166922271
17	D.C. Zaragoza	2016	742656,0	554455,0	401487,0	152968,0	2807,0	3097,0	395583,0	72,4111064017819
17	D.C. Zaragoza	2019	747082,0	560983,0	406439,0	154544,0	2984,0	3787,0	399668,0	72,4512150992098
18	Ribera Baja del Ebro	2008	9155,0	7545,0	5768,0	1777,0	50,0	58,0	5660,0	76,4479787939032
18	Ribera Baja del Ebro	2011	9452,0	7476,0	5312,0	2164,0	100,0	98,0	5114,0	71,0540395933654
18	Ribera Baja del Ebro	2015	9102,0	7140,0	5189,0	1951,0	67,0	51,0	5071,0	72,6750700280112
18	Ribera Baja del Ebro	2016	8964,0	7049,0	4981,0	2068,0	72,0	47,0	4862,0	70,6625053199035
18	Ribera Baja del Ebro	2019	8464,0	6785,0	4733,0	2052,0	69,0	63,0	4601,0	69,7568165070007
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	13575,0	10792,0	8251,0	2541,0	65,0	86,0	8100,0	76,4547813194959
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	15016,0	10450,0	7375,0	3075,0	198,0	131,0	7046,0	70,5741626794258
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	14994,0	10031,0	7267,0	2764,0	149,0	65,0	7053,0	72,4454192004785
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	14908,0	9955,0	6870,0	3085,0	97,0	67,0	6706,0	69,0105474635861
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2019	14508,0	9567,0	6551,0	3016,0	114,0	64,0	6373,0	68,4749660290582
20	Comunidad de Calatayud	2008	41356,0	31571,0	24357,0	7214,0	148,0	224,0	23985,0	77,149916062209
20	Comunidad de Calatayud	2011	42013,0	30458,0	21990,0	8468,0	335,0	379,0	21276,0	72,1977805502659
20	Comunidad de Calatayud	2015	39587,0	29036,0	21039,0	7997,0	213,0	233,0	20593,0	72,4583275933324
20	Comunidad de Calatayud	2016	38362,0	28863,0	20646,0	8217,0	176,0	213,0	20257,0	71,5310258808856
20	Comunidad de Calatayud	2019	37230,0	27767,0	19677,0	8090,0	244,0	198,0	19235,0	70,8646955018547
21	Campo de Cariñena	2008	10606,0	7943,0	6439,0	1504,0	35,0	69,0	6335,0	81,0650887573964
21	Campo de Cariñena	2011	11173,0	7813,0	6003,0	1810,0	95,0	73,0	5835,0	76,8334826571099
21	Campo de Cariñena	2015	10663,0	7299,0	5553,0	1746,0	64,0	53,0	5436,0	76,078914919852
21	Campo de Cariñena	2016	10352,0	7259,0	5398,0	1861,0	63,0	30,0	5305,0	74,3628598980576
21	Campo de Cariñena	2019	9853,0	6982,0	5162,0	1820,0	72,0	43,0	5047,0	73,93297049556
22	Campo de Belchite	2008	5222,0	4663,0	3733,0	930,0	15,0	18,0	3700,0	80,0557580956466
22	Campo de Belchite	2011	5260,0	4476,0	3448,0	1028,0	38,0	42,0	3368,0	77,0330652368186
22	Campo de Belchite	2015	4967,0	4132,0	3114,0	1018,0	32,0	29,0	3053,0	75,3630203291384
22	Campo de Belchite	2016	4885,0	4048,0	3059,0	989,0	12,0	21,0	3026,0	75,5681818181818
22	Campo de Belchite	2019	4569,0	3930,0	2856,0	1074,0	26,0	22,0	2808,0	72,6717557251908
23	Bajo Martín	2008	7427,0	5950,0	4650,0	1300,0	35,0	32,0	4583,0	78,1512605042017
23	Bajo Martín	2011	7135,0	5652,0	4148,0	1504,0	85,0	61,0	4002,0	73,3899504600142
23	Bajo Martín	2015	6689,0	5307,0	3907,0	1400,0	46,0	36,0	3825,0	73,6197475032975
23	Bajo Martín	2016	6619,0	5244,0	3754,0	1490,0	38,0	31,0	3685,0	71,5865751334859
23	Bajo Martín	2019	6383,0	4932,0	3536,0	1396,0	39,0	24,0	3473,0	71,6950527169505
24	Campo de Daroca	2008	6539,0	5577,0	4259,0	1318,0	30,0	41,0	4188,0	76,3672225210687
24	Campo de Daroca	2011	6192,0	5245,0	3841,0	1404,0	58,0	75,0	3708,0	73,2316491897045
24	Campo de Daroca	2015	6026,0	4821,0	3507,0	1314,0	35,0	51,0	3421,0	72,744243932794
24	Campo de Daroca	2016	5901,0	4749,0	3582,0	1167,0	34,0	27,0	3521,0	75,4264055590651
24	Campo de Daroca	2019	5557,0	4466,0	3198,0	1268,0	51,0	40,0	3107,0	71,6077026421854
25	Jiloca	2008	14253,0	11168,0	8485,0	2683,0	65,0	74,0	8346,0	75,9760028653295
25	Jiloca	2011	14142,0	10566,0	7555,0	3011,0	118,0	147,0	7290,0	71,5029339390498
25	Jiloca	2015	13205,0	9993,0	6976,0	3017,0	114,0	86,0	6776,0	69,8088662063444
25	Jiloca	2016	12980,0	9866,0	6902,0	2964,0	84,0	59,0	6759,0	69,9574295560511
25	Jiloca	2019	12267,0	9421,0	6547,0	2874,0	45,0	33,0	6469,0	69,4936843222588
26	Cuencas Mineras	2008	9496,0	7471,0	5713,0	1758,0	48,0	48,0	5617,0	76,4690135189399
26	Cuencas Mineras	2011	9094,0	7107,0	5088,0	2019,0	75,0	141,0	4872,0	71,5913887716336
26	Cuencas Mineras	2015	8701,0	6729,0	5009,0	1720,0	35,0	32,0	4942,0	74,4389953930748
26	Cuencas Mineras	2016	8591,0	6648,0	4782,0	1866,0	51,0	28,0	4703,0	71,9314079422383
26	Cuencas Mineras	2019	8067,0	6329,0	4572,0	1757,0	25,0	16,0	4531,0	72,2389003002054
27	Andorra-Sierra de Arcos	2008	11312,0	8785,0	6922,0	1863,0	50,0	86,0	6786,0	78,7933978372225
27	Andorra-Sierra de Arcos	2011	11523,0	8560,0	6126,0	2434,0	212,0	95,0	5819,0	71,5654205607477
27	Andorra-Sierra de Arcos	2015	10906,0	8191,0	6132,0	2059,0	118,0	73,0	5941,0	74,8626541325845
27	Andorra-Sierra de Arcos	2016	10743,0	8119,0	5658,0	2461,0	107,0	48,0	5503,0	69,6883852691218
27	Andorra-Sierra de Arcos	2019	10098,0	7843,0	5537,0	2306,0	46,0	18,0	5473,0	70,5979854647456
28	Bajo Aragón	2008	29358,0	21811,0	17031,0	4780,0	145,0	181,0	16705,0	78,0844527990464
28	Bajo Aragón	2011	30311,0	21599,0	15592,0	6007,0	400,0	383,0	14809,0	72,1885272466318
28	Bajo Aragón	2015	29640,0	21152,0	15991,0	5161,0	189,0	165,0	15637,0	75,6004160363086
28	Bajo Aragón	2016	29410,0	21090,0	15219,0	5871,0	214,0	138,0	14867,0	72,1621621621622
28	Bajo Aragón	2019	28587,0	20781,0	14946,0	5835,0	133,0	98,0	14715,0	71,9214667244117
29	Comunidad de Teruel	2008	45953,0	35383,0	27731,0	7652,0	228,0	372,0	27131,0	78,3737953254388
29	Comunidad de Teruel	2011	46957,0	35300,0	25645,0	9655,0	531,0	589,0	24525,0	72,6487252124646
29	Comunidad de Teruel	2015	46724,0	35363,0	26484,0	8879,0	398,0	327,0	25759,0	74,8918360998784
29	Comunidad de Teruel	2016	46426,0	35296,0	25613,0	9683,0	339,0	237,0	25037,0	72,5662964641886
29	Comunidad de Teruel	2019	45962,0	35337,0	26227,0	9110,0	143,0	111,0	25973,0	74,2196564507457
30	Maestrazgo	2008	3735,0	2959,0	2240,0	719,0	11,0	18,0	2211,0	75,70125042244
30	Maestrazgo	2011	3682,0	2843,0	2086,0	757,0	48,0	40,0	1998,0	73,3731973267675
30	Maestrazgo	2015	3402,0	2635,0	1977,0	658,0	25,0	37,0	1915,0	75,0284629981025
30	Maestrazgo	2016	3333,0	2617,0	1935,0	682,0	31,0	33,0	1871,0	73,9396255254108
30	Maestrazgo	2019	3196,0	2560,0	1856,0	704,0	9,0	18,0	1829,0	72,5
31	Sierra de Albarracín	2008	5041,0	4141,0	3183,0	958,0	12,0	19,0	3152,0	76,8654914271915
31	Sierra de Albarracín	2011	4930,0	4035,0	2973,0	1062,0	42,0	60,0	2871,0	73,6802973977695
31	Sierra de Albarracín	2015	4690,0	3891,0	2870,0	1021,0	35,0	32,0	2803,0	73,7599588794654
31	Sierra de Albarracín	2016	4652,0	3871,0	2873,0	998,0	27,0	43,0	2803,0	74,2185481787652
31	Sierra de Albarracín	2019	4423,0	3710,0	2696,0	1014,0	15,0	17,0	2664,0	72,6684636118598
32	Gúdar-Javalambre	2008	8674,0	6310,0	4992,0	1318,0	30,0	56,0	4906,0	79,1125198098257
32	Gúdar-Javalambre	2011	8610,0	6111,0	4662,0	1449,0	70,0	78,0	4514,0	76,2886597938144
32	Gúdar-Javalambre	2015	7917,0	5845,0	4532,0	1313,0	55,0	34,0	4443,0	77,5363558597092
32	Gúdar-Javalambre	2016	7793,0	5762,0	4391,0	1371,0	48,0	38,0	4305,0	76,2061784102742
32	Gúdar-Javalambre	2019	7367,0	5589,0	4255,0	1334,0	25,0	29,0	4201,0	76,1316872427984
33	Matarraña / Matarranya	2008	8797,0	6993,0	5345,0	1648,0	35,0	56,0	5254,0	76,4335764335764
33	Matarraña / Matarranya	2011	8893,0	6697,0	4753,0	1944,0	119,0	98,0	4536,0	70,9720770494251
33	Matarraña / Matarranya	2015	8491,0	6346,0	4622,0	1724,0	64,0	61,0	4497,0	72,8332808068074
33	Matarraña / Matarranya	2016	8385,0	6296,0	4478,0	1818,0	70,0	49,0	4359,0	71,1245235069886
33	Matarraña / Matarranya	2019	8222,0	6083,0	4122,0	1961,0	51,0	37,0	4034,0	67,7626171297057
