Año	Municipio código	Municipio nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Cuota (euros)
2002	44142	Maicas	89,0	388,0	388,0	1940,0
2002	44143	Manzanera	1273,0	11289,0	11289,0	56445,0
2002	44144	Martín del Río	473,0	4681,0	4681,0	29022,0
2002	44145	Mas de las Matas	1431,0	25573,0	19805,0	93084,0
2002	44146	Mata de los Olmos (La)	235,0	2602,0	2602,0	10408,0
2002	44147	Mazaleón	641,0	6219,0	6219,0	37314,0
2002	44148	Mezquita de Jarque	129,0	1168,0	1168,0	4672,0
2002	44149	Mirambel	222,0	2625,0	2625,0	11813,0
2002	44150	Miravete de la Sierra	104,0	645,0	645,0	3870,0
2002	44151	Molinos	444,0	3616,0	3616,0	14464,0
2002	44152	Monforte de Moyuela	205,0	1014,0	1014,0	4056,0
2002	44153	Monreal del Campo	2020,0	35565,0	35565,0	149373,0
2002	44154	Monroyo	309,0	3462,0	3462,0	20772,0
2002	44155	Montalbán	1637,0	15237,0	15237,0	83804,0
2002	44156	Monteagudo del Castillo	147,0	952,0	952,0	3808,0
2002	44157	Monterde de Albarracín	204,0	1243,0	1243,0	4972,0
2002	44158	Mora de Rubielos	1769,0	18116,0	18116,0	126812,0
2002	44159	Moscardón	148,0	977,0	977,0	3908,0
2002	44160	Mosqueruela	633,0	8068,0	8068,0	32272,0
2002	44161	Muniesa	894,0	10866,0	10866,0	43464,0
2002	44163	Noguera de Albarracín	245,0	1770,0	1770,0	7080,0
2002	44164	Nogueras	142,0	506,0	506,0	2024,0
2002	44165	Nogueruelas	308,0	2595,0	2595,0	12975,0
2002	44167	Obón	310,0	1175,0	1175,0	9988,0
2002	44168	Odón	299,0	2581,0	2581,0	11615,0
2002	44169	Ojos Negros	838,0	8009,0	8009,0	48054,0
2002	44171	Olba	621,0	3709,0	3709,0	20400,0
2002	44172	Oliete	765,0	6557,0	6557,0	26228,0
2002	44173	Olmos (Los)	211,0	1602,0	1602,0	6408,0
2002	44174	Orihuela del Tremedal	743,0	6965,0	6965,0	45273,0
2002	44175	Orrios	192,0	1768,0	1768,0	7072,0
2002	44176	Palomar de Arroyos	254,0	1665,0	1665,0	6660,0
2002	44177	Pancrudo	317,0	2023,0	2023,0	9104,0
2002	44178	Parras de Castellote (Las)	263,0	1429,0	1429,0	7145,0
2002	44179	Peñarroya de Tastavins	472,0	3848,0	3848,0	15392,0
2002	44180	Peracense	157,0	862,0	862,0	3879,0
2002	44181	Peralejos	119,0	920,0	920,0	4140,0
2002	44182	Perales del Alfambra	321,0	3637,0	3637,0	22186,0
2002	44183	Pitarque	222,0	899,0	899,0	5394,0
2002	44184	Plou	132,0	623,0	623,0	2492,0
2002	44185	Pobo (El)	178,0	1696,0	1696,0	6784,0
2002	44187	Portellada (La)	313,0	3120,0	3120,0	18720,0
2002	44189	Pozondón	199,0	1519,0	1519,0	6076,0
2002	44190	Pozuel del Campo	209,0	1173,0	1173,0	5279,0
2002	44191	Puebla de Híjar (La)	1079,0	14216,0	14216,0	73923,0
2002	44192	Puebla de Valverde (La)	512,0	5834,0	5834,0	35004,0
2002	44193	Puertomingalvo	278,0	1957,0	1957,0	7828,0
2002	44194	Ráfales	288,0	2106,0	2106,0	12636,0
2002	44195	Rillo	165,0	1134,0	1134,0	4536,0
2002	44196	Riodeva	351,0	1672,0	1672,0	13376,0
2002	44197	Ródenas	172,0	1154,0	1154,0	4616,0
2002	44198	Royuela	337,0	2955,0	2955,0	11820,0
2002	44199	Rubiales	84,0	490,0	490,0	2940,0
2002	44200	Rubielos de la Cérida	112,0	416,0	416,0	2080,0
2002	44201	Rubielos de Mora	1053,0	12994,0	12994,0	87060,0
2002	44203	Salcedillo	42,0	167,0	167,0	1086,0
2002	44204	Saldón	157,0	811,0	811,0	4866,0
2002	44205	Samper de Calanda	937,0	11163,0	11163,0	61397,0
2002	44206	San Agustín	331,0	2424,0	2424,0	12120,0
2002	44207	San Martín del Río	519,0	3059,0	3059,0	12236,0
2002	44208	Santa Cruz de Nogueras	88,0	356,0	356,0	1424,0
2002	44209	Santa Eulalia	1078,0	18960,0	18960,0	85320,0
2002	44210	Sarrión	1539,0	16911,0	16911,0	118377,0
2002	44211	Segura de los Baños	195,0	1003,0	1003,0	4012,0
2002	44212	Seno	111,0	899,0	899,0	3596,0
2002	44213	Singra	178,0	1215,0	1215,0	4860,0
2002	44215	Terriente	242,0	1998,0	1998,0	7992,0
2002	44216	Teruel	25153,0	767440,0	767440,0	3557852,0
2002	44217	Toril y Masegoso	83,0	458,0	458,0	1832,0
2002	44218	Tormón	91,0	547,0	547,0	3282,0
2002	44219	Tornos	436,0	3070,0	3070,0	12280,0
2002	44220	Torralba de los Sisones	245,0	2557,0	2557,0	12785,0
2002	44221	Torrecilla de Alcañiz	465,0	4114,0	4114,0	17279,0
2002	44222	Torrecilla del Rebollar	261,0	1768,0	1768,0	7072,0
2002	44223	Torre de Arcas	128,0	892,0	892,0	4460,0
2002	44224	Torre de las Arcas	120,0	564,0	564,0	2256,0
2002	44225	Torre del Compte	315,0	3359,0	3359,0	18810,0
2002	44226	Torrelacárcel	420,0	4151,0	4151,0	16604,0
2002	44227	Torre los Negros	176,0	1178,0	1178,0	4712,0
2002	44228	Torremocha de Jiloca	205,0	1629,0	1629,0	8145,0
2002	44229	Torres de Albarracín	272,0	2398,0	2398,0	9592,0
2002	44230	Torrevelilla	240,0	1942,0	1942,0	13594,0
2002	44231	Torrijas	296,0	2039,0	2039,0	16312,0
2002	44232	Torrijo del Campo	523,0	5187,0	5187,0	20748,0
2002	44234	Tramacastiel	282,0	1343,0	1343,0	8058,0
2002	44235	Tramacastilla	237,0	1725,0	1725,0	6900,0
2002	44236	Tronchón	206,0	1154,0	1154,0	5193,0
2002	44237	Urrea de Gaén	574,0	5997,0	5997,0	23988,0
2002	44238	Utrillas	2312,0	16300,0	16300,0	122250,0
2002	44239	Valacloche	76,0	519,0	519,0	2076,0
2002	44240	Valbona	343,0	2777,0	2777,0	18051,0
2002	44241	Valdealgorfa	784,0	9373,0	9373,0	56238,0
2002	44243	Valdecuenca	124,0	625,0	625,0	5000,0
2002	44244	Valdelinares	189,0	1054,0	1054,0	4216,0
2002	44245	Valdeltormo	416,0	5458,0	5458,0	26744,0
2002	44246	Valderrobres	1741,0	39477,0	32409,0	194454,0
2002	44247	Valjunquera	451,0	4984,0	4984,0	29904,0
2002	44249	Vallecillo (El)	115,0	602,0	602,0	2408,0
2002	44250	Veguillas de la Sierra	66,0	425,0	425,0	2550,0
2002	44251	Villafranca del Campo	418,0	3410,0	3410,0	15345,0
2002	44252	Villahermosa del Campo	114,0	818,0	818,0	3681,0
2002	44256	Villanueva del Rebollar de la Sierra	109,0	660,0	660,0	2970,0
2002	44257	Villar del Cobo	273,0	1802,0	1802,0	7208,0
2002	44258	Villar del Salz	151,0	953,0	953,0	3812,0
2002	44260	Villarluengo	293,0	2200,0	2200,0	8800,0
2002	44261	Villarquemado	776,0	12549,0	12549,0	75294,0
2002	44262	Villarroya de los Pinares	250,0	1940,0	1940,0	9700,0
2002	44263	Villastar	366,0	2985,0	2985,0	21492,0
2002	44264	Villel	472,0	3776,0	3776,0	22656,0
2002	44265	Vinaceite	281,0	2276,0	2276,0	13656,0
2002	44266	Visiedo	220,0	1833,0	1833,0	9715,0
2002	44267	Vivel del Río Martín	274,0	1804,0	1804,0	10824,0
2002	44268	Zoma (La)	62,0	240,0	240,0	960,0
2002	50001	Abanto	253,0	1189,0	1189,0	4756,0
2002	50002	Acered	292,0	1504,0	1504,0	10526,0
2002	50003	Agón	173,0	1893,0	1893,0	11358,0
2002	50004	Aguarón	833,0	8808,0	8808,0	70462,0
2002	50005	Aguilón	404,0	2227,0	2227,0	11136,0
2002	50006	Ainzón	953,0	10504,0	10504,0	73529,0
2002	50007	Aladrén	158,0	470,0	470,0	2821,0
2002	50008	Alagón	3384,0	118706,0	83007,0	498040,0
2002	50009	Alarba	186,0	1201,0	1201,0	4805,0
2002	50010	Alberite de San Juan	93,0	497,0	497,0	2483,0
2002	50011	Albeta	163,0	1370,0	1370,0	6848,0
2002	50012	Alborge	166,0	1622,0	1213,0	8491,0
2002	50013	Alcalá de Ebro	243,0	2587,0	2587,0	10346,0
2002	50014	Alcalá de Moncayo	258,0	1262,0	1262,0	5049,0
2002	50015	Alconchel de Ariza	384,0	2084,0	2084,0	8338,0
2002	50016	Aldehuela de Liestos	128,0	634,0	634,0	2537,0
2002	50017	Alfajarín	1250,0	59800,0	41360,0	194392,0
2002	50018	Alfamén	935,0	13433,0	13433,0	85974,0
2002	50019	Alforque	163,0	1617,0	1286,0	5143,0
2002	50020	Alhama de Aragón	1118,0	18353,0	18353,0	119296,0
2002	50021	Almochuel	94,0	403,0	403,0	2015,0
2002	50022	Almolda (La)	526,0	31483,0	31483,0	157414,0
2002	50023	Almonacid de la Cuba	330,0	1678,0	1678,0	11749,0
2002	50024	Almonacid de la Sierra	1062,0	8325,0	8325,0	46618,0
2002	50025	Almunia de Doña Godina (La)	3771,0	79457,0	79457,0	397285,0
2002	50026	Alpartir	572,0	4873,0	4873,0	24367,0
2002	50027	Ambel	446,0	2436,0	2436,0	20703,0
2002	50028	Anento	141,0	493,0	493,0	4189,0
2002	50029	Aniñón	850,0	7392,0	7392,0	29569,0
2002	50030	Añón de Moncayo	655,0	5396,0	5396,0	26981,0
2002	50031	Aranda de Moncayo	572,0	3326,0	3326,0	19956,0
2002	50032	Arándiga	608,0	4182,0	4182,0	20912,0
2002	50033	Ardisa	132,0	1748,0	1748,0	13985,0
2002	50034	Ariza	1397,0	15983,0	15983,0	84709,0
2002	50035	Artieda	120,0	758,0	758,0	4547,0
2002	50036	Asín	157,0	703,0	703,0	4921,0
2002	50037	Atea	428,0	2731,0	2731,0	10922,0
2002	50038	Ateca	1663,0	21238,0	21238,0	127430,0
2002	50039	Azuara	1085,0	8388,0	8388,0	41938,0
2002	50040	Badules	151,0	1138,0	1138,0	4552,0
2002	50041	Bagüés	46,0	279,0	279,0	1730,0
2002	50042	Balconchán	75,0	222,0	222,0	887,0
2002	50043	Bárboles	378,0	3666,0	3666,0	15396,0
2002	50044	Bardallur	324,0	2595,0	2595,0	10380,0
2002	50045	Belchite	1144,0	16254,0	16254,0	105650,0
2002	50046	Belmonte de Gracián	313,0	2318,0	2318,0	13908,0
2002	50047	Berdejo	125,0	445,0	445,0	1781,0
2002	50048	Berrueco	74,0	327,0	327,0	1830,0
2002	50050	Bijuesca	299,0	1048,0	1048,0	4192,0
2002	50051	Biota	899,0	10090,0	10090,0	64574,0
2002	50052	Bisimbre	109,0	3188,0	3188,0	19129,0
2002	50053	Boquiñeni	694,0	11469,0	11469,0	51268,0
2002	50054	Bordalba	220,0	885,0	885,0	3539,0
2002	50055	Borja	3839,0	46105,0	46105,0	379907,0
2002	50056	Botorrita	391,0	5686,0	5686,0	34117,0
2002	50057	Brea de Aragón	1484,0	20138,0	20138,0	100691,0
2002	50058	Bubierca	243,0	900,0	900,0	3602,0
2002	50059	Bujaraloz	696,0	21035,0	21035,0	84139,0
2002	50060	Bulbuente	341,0	2296,0	2296,0	19519,0
2002	50061	Bureta	267,0	2390,0	2390,0	11952,0
2002	50062	Burgo de Ebro (El)	1319,0	40032,0	40032,0	160127,0
2002	50063	Buste (El)	185,0	1273,0	1273,0	5094,0
2002	50064	Cabañas de Ebro	444,0	6620,0	6620,0	43030,0
2002	50065	Cabolafuente	237,0	1271,0	1271,0	5085,0
2002	50066	Cadrete	2046,0	53920,0	53920,0	237248,0
2002	50067	Calatayud	13937,0	354295,0	354295,0	1771476,0
2002	50068	Calatorao	1796,0	31863,0	31863,0	135417,0
2002	50069	Calcena	132,0	402,0	402,0	2414,0
2002	50070	Calmarza	200,0	1288,0	1288,0	9018,0
2002	50071	Campillo de Aragón	274,0	1889,0	1889,0	11332,0
2002	50072	Carenas	545,0	8085,0	8085,0	32340,0
2002	50073	Cariñena	1986,0	36391,0	36391,0	200152,0
2002	50074	Caspe	6680,0	135754,0	135754,0	671981,0
2002	50075	Castejón de Alarba	172,0	780,0	780,0	3121,0
