Mes y año	'Aragón'	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
Junio 2013	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3128
Junio 2013	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	553
Junio 2013	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5628
Junio 2013	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	17
Mayo 2013	Aragón		No consta		No consta	Hombres	3
Mayo 2013	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	43343
Mayo 2013	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4966
Mayo 2013	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	757
Mayo 2013	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8208
Mayo 2013	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	14
Mayo 2013	Aragón		No consta		No consta	Mujeres	1
Mayo 2013	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	47617
Mayo 2013	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3343
Mayo 2013	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	597
Mayo 2013	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5900
Mayo 2013	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	14
Abril 2013	Aragón		No consta		No consta	Hombres	4
Abril 2013	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	43657
Abril 2013	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5377
Abril 2013	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	797
Abril 2013	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8975
Abril 2013	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	18
Abril 2013	Aragón		No consta		No consta	Mujeres	1
Abril 2013	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	47548
Abril 2013	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3638
Abril 2013	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	676
Abril 2013	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	6008
Abril 2013	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	14
Marzo 2013	Aragón		No consta		No consta	Hombres	4
Marzo 2013	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	43668
Marzo 2013	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5518
Marzo 2013	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	814
Marzo 2013	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9111
Marzo 2013	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	17
Marzo 2013	Aragón		No consta		No consta	Mujeres	2
Marzo 2013	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	47209
Marzo 2013	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3771
Marzo 2013	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	689
Marzo 2013	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	6035
Marzo 2013	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	17
Febrero 2013	Aragón		No consta		No consta	Hombres	4
Febrero 2013	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	43170
Febrero 2013	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5508
Febrero 2013	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	837
Febrero 2013	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9122
Febrero 2013	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	19
Febrero 2013	Aragón		No consta		No consta	Mujeres	2
Febrero 2013	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	47067
Febrero 2013	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3770
Febrero 2013	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	690
Febrero 2013	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5970
Febrero 2013	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	14
Enero 2013	Aragón		No consta		No consta	Hombres	5
Enero 2013	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	42519
Enero 2013	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5462
Enero 2013	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	830
Enero 2013	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9001
Enero 2013	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	20
Enero 2013	Aragón		No consta		No consta	Mujeres	2
Enero 2013	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	46639
Enero 2013	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3768
Enero 2013	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	670
Enero 2013	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5771
Enero 2013	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	18
Diciembre 2012	Aragón		No consta		No consta	Hombres	4
Diciembre 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	41258
Diciembre 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5368
Diciembre 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	807
Diciembre 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8640
Diciembre 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	18
Diciembre 2012	Aragón		No consta		No consta	Mujeres	2
Diciembre 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	44434
Diciembre 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3710
Diciembre 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	647
Diciembre 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5618
Diciembre 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	15
Noviembre 2012	Aragón		No consta		No consta	Hombres	5
Noviembre 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	40973
Noviembre 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5203
Noviembre 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	808
Noviembre 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8756
Noviembre 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	19
Noviembre 2012	Aragón		No consta		No consta	Mujeres	2
Noviembre 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	45498
Noviembre 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3726
Noviembre 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	684
Noviembre 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5748
Noviembre 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	14
Octubre 2012	Aragón		No consta		No consta	Hombres	3
Octubre 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	40936
Octubre 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5046
Octubre 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	797
Octubre 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8734
Octubre 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	19
Octubre 2012	Aragón		No consta		No consta	Mujeres	1
Octubre 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	45397
Octubre 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3551
Octubre 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	656
Octubre 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5605
Octubre 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	16
Septiembre 2012	Aragón		No consta		No consta	Hombres	4
Septiembre 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	39663
Septiembre 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4662
Septiembre 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	774
Septiembre 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8194
Septiembre 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	27
Septiembre 2012	Aragón		No consta		No consta	Mujeres	2
Septiembre 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	44223
Septiembre 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3205
Septiembre 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	621
Septiembre 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5443
Septiembre 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	12
Agosto 2012	Aragón		No consta		No consta	Hombres	5
Agosto 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	38710
Agosto 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4552
Agosto 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	761
Agosto 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8043
Agosto 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	28
Agosto 2012	Aragón		No consta		No consta	Mujeres	2
Agosto 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	43316
Agosto 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3079
Agosto 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	595
Agosto 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5253
Agosto 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	25
Julio 2012	Aragón		No consta		No consta	Hombres	5
Julio 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	38285
Julio 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4651
Julio 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	756
Julio 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8313
Julio 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	26
Julio 2012	Aragón		No consta		No consta	Mujeres	2
Julio 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	42650
Julio 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3096
Julio 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	605
Julio 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5370
Julio 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	25
Junio 2012	Aragón		No consta		No consta	Hombres	4
Junio 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	38661
Junio 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4547
Junio 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	773
Junio 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8338
Junio 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	16
Junio 2012	Aragón		No consta		No consta	Mujeres	2
Junio 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	43134
Junio 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3137
Junio 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	595
Junio 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5639
Junio 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	13
Mayo 2012	Aragón		No consta		No consta	Hombres	3
Mayo 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	39671
Mayo 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4787
Mayo 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	800
Mayo 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8530
Mayo 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	14
Mayo 2012	Aragón		No consta		No consta	Mujeres	1
Mayo 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	44349
Mayo 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3391
Mayo 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	606
Mayo 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5740
Mayo 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	10
Abril 2012	Aragón		No consta		No consta	Hombres	4
Abril 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	39640
Abril 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5240
Abril 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	840
Abril 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9457
Abril 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	15
Abril 2012	Aragón		No consta		No consta	Mujeres	2
Abril 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	43396
Abril 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3751
Abril 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	663
Abril 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5843
Abril 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	11
Marzo 2012	Aragón		No consta		No consta	Hombres	3
Marzo 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	39836
Marzo 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5385
Marzo 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	877
Marzo 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9585
Marzo 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	17
Marzo 2012	Aragón		No consta		No consta	Mujeres	1
Marzo 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	43267
Marzo 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3803
Marzo 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	677
Marzo 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5786
Marzo 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	10
Febrero 2012	Aragón		No consta		No consta	Hombres	3
Febrero 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	39159
Febrero 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5378
Febrero 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	892
Febrero 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9538
Febrero 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	14
Febrero 2012	Aragón		No consta		No consta	Mujeres	1
Febrero 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	42694
Febrero 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3792
Febrero 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	690
Febrero 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5739
Febrero 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	13
Enero 2012	Aragón		No consta		No consta	Hombres	3
Enero 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	38366
Enero 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5248
Enero 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	877
Enero 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9207
Enero 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	14
Enero 2012	Aragón		No consta		No consta	Mujeres	1
Enero 2012	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	41937
Enero 2012	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3782
Enero 2012	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	680
Enero 2012	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5623
Enero 2012	Aragón	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	15
Diciembre 2011	Aragón		No consta		No consta	Hombres	2
Diciembre 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	37267
Diciembre 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5230
Diciembre 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	846
