Año	Provincia nombre	Municipio código	Municipio nombre	Tasa bruta de saldo vegetativo	Tasa bruta de natalidad	Tasa bruta de mortalidad	Tasa global de fecundidad	Tasa bruta de nupcialidad
2015	Teruel	44055	Camarillas	-20,7253886010363	0,0	20,7253886010363	0,0	0,0
2015	Teruel	44056	Caminreal	-26,2345679012346	0,0	26,2345679012346	0,0	3,08641975308642
2015	Teruel	44059	Cantavieja	-11,0116999311769	0,0	11,0116999311769	0,0	0,0
2015	Teruel	44060	Cañada de Benatanduz	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44061	Cañada de Verich (La)	-20,4081632653061	0,0	20,4081632653061	0,0	0,0
2015	Teruel	44062	Cañada Vellida	-28,169014084507	0,0	28,169014084507	0,0	0,0
2015	Teruel	44063	Cañizar del Olivar	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44064	Cascante del Río	-25,974025974026	0,0	25,974025974026	0,0	0,0
2015	Teruel	44065	Castejón de Tornos	-16,3934426229508	0,0	16,3934426229508	0,0	0,0
2015	Teruel	44066	Castel de Cabra	-16,5289256198347	0,0	16,5289256198347	0,0	0,0
2015	Teruel	44067	Castelnou	-35,84229390681	0,0	35,84229390681	0,0	0,0
2015	Teruel	44068	Castelserás	-16,7966406718656	0,0	16,7966406718656	0,0	2,3995200959808
2015	Teruel	44070	Castellar (El)	-35,0877192982456	0,0	35,0877192982456	0,0	0,0
2015	Teruel	44071	Castellote	-15,3417015341702	0,0	15,3417015341702	0,0	4,18410041841004
2015	Teruel	44074	Cedrillas	-9,69305331179321	0,0	9,69305331179321	0,0	3,23101777059774
2015	Teruel	44075	Celadas	-22,4719101123596	0,0	22,4719101123596	0,0	0,0
2015	Teruel	44076	Cella	-16,5167920719398	0,0	16,5167920719398	0,0	4,7715177096715
2015	Teruel	44077	Cerollera (La)	-59,4059405940594	0,0	59,4059405940594	0,0	0,0
2015	Teruel	44080	Codoñera (La)	-8,18553888130969	0,0	8,18553888130969	0,0	0,0
2015	Teruel	44082	Corbalán	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44084	Cortes de Aragón	-49,5867768595041	0,0	49,5867768595041	0,0	0,0
2015	Teruel	44085	Cosa	-17,8571428571429	0,0	17,8571428571429	0,0	0,0
2015	Teruel	44086	Cretas	-14,1969831410825	0,0	14,1969831410825	0,0	0,0
2015	Teruel	44087	Crivillén	-13,7931034482759	0,0	13,7931034482759	0,0	0,0
2015	Teruel	44088	Cuba (La)	-26,6666666666667	0,0	26,6666666666667	0,0	0,0
2015	Teruel	44089	Cubla	-37,7358490566038	0,0	37,7358490566038	0,0	0,0
2015	Teruel	44090	Cucalón	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44092	Cuervo (El)	-11,3636363636364	0,0	11,3636363636364	0,0	0,0
2015	Teruel	44093	Cuevas de Almudén	-21,3523131672598	0,0	21,3523131672598	0,0	0,0
2015	Teruel	44094	Cuevas Labradas	-40,0	0,0	40,0	0,0	0,0
2015	Teruel	44096	Ejulve	-10,2827763496144	0,0	10,2827763496144	0,0	0,0
