Año	Municipio código	Municipio nombre	Incendios	Superficie forestal afectada
2004	50059	Bujaraloz	1	0,25
2004	50060	Bulbuente	1	0,11
2004	50061	Bureta	0	0
2004	50062	Burgo de Ebro (El)	3	0,92
2004	50063	Buste (El)	1	20
2004	50064	Cabañas de Ebro	0	0
2004	50065	Cabolafuente	0	0
2004	50066	Cadrete	2	0,4
2004	50067	Calatayud	5	0,45
2004	50068	Calatorao	2	0,08
2004	50069	Calcena	0	0
2004	50070	Calmarza	0	0
2004	50071	Campillo de Aragón	0	0
2004	50072	Carenas	1	0,2
2004	50073	Cariñena	0	0
2004	50074	Caspe	4	1,01
2004	50075	Castejón de Alarba	0	0
2004	50076	Castejón de las Armas	0	0
2004	50077	Castejón de Valdejasa	2	0,01
2004	50078	Castiliscar	0	0
2004	50079	Cervera de la Cañada	0	0
2004	50080	Cerveruela	0	0
2004	50081	Cetina	0	0
2004	50082	Cimballa	0	0
2004	50083	Cinco Olivas	0	0
2004	50084	Clarés de Ribota	0	0
2004	50085	Codo	0	0
2004	50086	Codos	0	0
2004	50087	Contamina	0	0
2004	50088	Cosuenda	1	0,8
2004	50089	Cuarte de Huerva	1	2
2004	50090	Cubel	0	0
2004	50091	Cuerlas (Las)	0	0
2004	50092	Chiprana	1	0,06
2004	50093	Chodes	0	0
2004	50094	Daroca	0	0
2004	50095	Ejea de los Caballeros	10	11,26
2004	50096	Embid de Ariza	0	0
2004	50098	Encinacorba	1	0,05
2004	50099	Épila	0	0
2004	50100	Erla	2	0,28
2004	50101	Escatrón	4	1,86
2004	50102	Fabara	4	0,37
2004	50104	Farlete	1	1,2
2004	50105	Fayón	0	0
2004	50106	Fayos (Los)	0	0
2004	50107	Figueruelas	0	0
2004	50108	Fombuena	0	0
2004	50109	Frago (El)	0	0
2004	50110	Frasno (El)	1	0,5
2004	50111	Fréscano	0	0
2004	50113	Fuendejalón	0	0
2004	50114	Fuendetodos	2	2,02
2004	50115	Fuentes de Ebro	3	0,35
2004	50116	Fuentes de Jiloca	0	0
2004	50117	Gallocanta	0	0
2004	50118	Gallur	3	0,2
2004	50119	Gelsa	1	1,3
2004	50120	Godojos	0	0
2004	50121	Gotor	0	0
2004	50122	Grisel	0	0
2004	50123	Grisén	0	0
2004	50124	Herrera de los Navarros	0	0
2004	50125	Ibdes	0	0
2004	50126	Illueca	2	0,25
2004	50128	Isuerre	0	0
2004	50129	Jaraba	1	0,5
2004	50130	Jarque de Moncayo	1	0,2
2004	50131	Jaulín	0	0
2004	50132	Joyosa (La)	0	0
2004	50133	Lagata	0	0
2004	50134	Langa del Castillo	0	0
2004	50135	Layana	0	0
2004	50136	Lécera	0	0
2004	50137	Leciñena	1	0
2004	50138	Lechón	0	0
2004	50139	Letux	0	0
2004	50140	Litago	0	0
2004	50141	Lituénigo	0	0
2004	50142	Lobera de Onsella	0	0
2004	50143	Longares	0	0
2004	50144	Longás	0	0
2004	50146	Lucena de Jalón	0	0
2004	50147	Luceni	2	1,12
2004	50148	Luesia	0	0
2004	50149	Luesma	0	0
2004	50150	Lumpiaque	0	0
2004	50151	Luna	4	1,81
2004	50152	Maella	2	0,9
2004	50153	Magallón	0	0
2004	50154	Mainar	1	1
2004	50155	Malanquilla	0	0
2004	50156	Maleján	0	0
2004	50157	Malón	0	0
2004	50159	Maluenda	1	0,1
2004	50160	Mallén	0	0
2004	50161	Manchones	0	0
2004	50162	Mara	0	0
2004	50163	María de Huerva	4	5,32
2004	50164	Mediana de Aragón	0	0
2004	50165	Mequinenza	4	1,17
2004	50166	Mesones de Isuela	0	0
2004	50167	Mezalocha	0	0
2004	50168	Mianos	0	0
2004	50169	Miedes de Aragón	0	0
2004	50170	Monegrillo	1	2,61
2004	50171	Moneva	0	0
2004	50172	Monreal de Ariza	1	0,2
2004	50173	Monterde	0	0
2004	50174	Montón	0	0
2004	50175	Morata de Jalón	1	0,1
2004	50176	Morata de Jiloca	0	0
2004	50177	Morés	0	0
2004	50178	Moros	0	0
2004	50179	Moyuela	0	0
2004	50180	Mozota	0	0
2004	50181	Muel	1	0,15
2004	50182	Muela (La)	1	0,01
2004	50183	Munébrega	0	0
2004	50184	Murero	0	0
2004	50185	Murillo de Gállego	0	0
2004	50186	Navardún	0	0
2004	50187	Nigüella	0	0
2004	50188	Nombrevilla	1	0,02
2004	50189	Nonaspe	1	0,41
2004	50190	Novallas	0	0
2004	50191	Novillas	0	0
2004	50192	Nuévalos	1	1,5
2004	50193	Nuez de Ebro	0	0
2004	50194	Olvés	0	0
2004	50195	Orcajo	0	0
2004	50196	Orera	0	0
2004	50197	Orés	0	0
2004	50198	Oseja	0	0
2004	50199	Osera de Ebro	4	14,06
2004	50200	Paniza	1	0,25
2004	50201	Paracuellos de Jiloca	1	0,03
2004	50202	Paracuellos de la Ribera	0	0
2004	50203	Pastriz	2	3,5
2004	50204	Pedrola	1	0,04
2004	50205	Pedrosas (Las)	0	0
2004	50206	Perdiguera	1	0,5
2004	50207	Piedratajada	0	0
2004	50208	Pina de Ebro	2	3,1
2004	50209	Pinseque	0	0
2004	50210	Pintanos (Los)	1	3
2004	50211	Plasencia de Jalón	0	0
2004	50212	Pleitas	1	0,6
2004	50213	Plenas	0	0
2004	50214	Pomer	0	0
2004	50215	Pozuel de Ariza	1	0,15
2004	50216	Pozuelo de Aragón	0	0
2004	50217	Pradilla de Ebro	0	0
2004	50218	Puebla de Albortón	0	0
2004	50219	Puebla de Alfindén (La)	0	0
2004	50220	Puendeluna	0	0
2004	50221	Purujosa	0	0
2004	50222	Quinto	2	0,57
2004	50223	Remolinos	0	0
2004	50224	Retascón	0	0
2004	50225	Ricla	2	0,75
2004	50227	Romanos	0	0
2004	50228	Rueda de Jalón	0	0
2004	50229	Ruesca	0	0
2004	50230	Sádaba	2	0,07
2004	50231	Salillas de Jalón	0	0
2004	50232	Salvatierra de Esca	0	0
2004	50233	Samper del Salz	0	0
2004	50234	San Martín de la Virgen de Moncayo	0	0
2004	50235	San Mateo de Gállego	1	0,7
2004	50236	Santa Cruz de Grío	0	0
2004	50237	Santa Cruz de Moncayo	0	0
2004	50238	Santa Eulalia de Gállego	0	0
2004	50239	Santed	0	0
2004	50240	Sástago	1	3
2004	50241	Saviñán	1	0,2
2004	50242	Sediles	0	0
2004	50243	Sestrica	0	0
2004	50244	Sierra de Luna	0	0
2004	50245	Sigüés	2	2,04
2004	50246	Sisamón	0	0
2004	50247	Sobradiel	0	0
2004	50248	Sos del Rey Católico	4	58,13
2004	50249	Tabuenca	0	0
2004	50250	Talamantes	1	1,65
2004	50251	Tarazona	2	0,52
2004	50252	Tauste	6	3,93
2004	50253	Terrer	1	0,03
2004	50254	Tierga	1	5
2004	50255	Tobed	1	3
2004	50256	Torralba de los Frailes	0	0
2004	50257	Torralba de Ribota	0	0
2004	50258	Torralbilla	0	0
2004	50259	Torrehermosa	0	0
2004	50260	Torrelapaja	0	0
2004	50261	Torrellas	0	0
2004	50262	Torres de Berrellén	2	0,05
2004	50263	Torrijo de la Cañada	1	0,01
2004	50264	Tosos	1	0,01
2004	50265	Trasmoz	0	0
2004	50266	Trasobares	1	0,1
2004	50267	Uncastillo	1	0,23
2004	50268	Undués de Lerda	1	0,03
2004	50269	Urrea de Jalón	0	0
2004	50270	Urriés	0	0
2004	50271	Used	0	0
2004	50272	Utebo	1	0,05
2004	50273	Valdehorna	0	0
2004	50274	Val de San Martín	0	0
2004	50275	Valmadrid	0	0
2004	50276	Valpalmas	1	0,1
2004	50277	Valtorres	0	0
2004	50278	Velilla de Ebro	1	0,2
2004	50279	Velilla de Jiloca	0	0
2004	50280	Vera de Moncayo	0	0
2004	50281	Vierlas	0	0
2004	50282	Vilueña (La)	0	0
2004	50283	Villadoz	0	0
2004	50284	Villafeliche	0	0
2004	50285	Villafranca de Ebro	1	0,1
2004	50286	Villalba de Perejil	0	0
2004	50287	Villalengua	0	0
2004	50288	Villanueva de Gállego	4	5,9
2004	50289	Villanueva de Jiloca	0	0
2004	50290	Villanueva de Huerva	0	0
2004	50291	Villar de los Navarros	1	1
2004	50292	Villarreal de Huerva	1	4,5
2004	50293	Villarroya de la Sierra	1	0,03
2004	50294	Villarroya del Campo	0	0
2004	50295	Vistabella	0	0
2004	50296	Zaida (La)	2	0,14
2004	50297	Zaragoza	13	458,91
2004	50298	Zuera	10	3,65
2004	50901	Biel	0	0
2004	50902	Marracos	0	0
2005	22001	Abiego	0	0
2005	22002	Abizanda	0	0
2005	22003	Adahuesca	0	0
2005	22004	Agüero	0	0
2005	22006	Aísa	0	0
2005	22007	Albalate de Cinca	1	12
2005	22008	Albalatillo	1	2,5
2005	22009	Albelda	2	1,12
2005	22011	Albero Alto	0	0
2005	22012	Albero Bajo	1	1,8
2005	22013	Alberuela de Tubo	2	0,6
2005	22014	Alcalá de Gurrea	2	23,01
2005	22015	Alcalá del Obispo	1	0,03
2005	22016	Alcampell	1	0,5
2005	22017	Alcolea de Cinca	3	4,11
2005	22018	Alcubierre	0	0
2005	22019	Alerre	0	0
2005	22020	Alfántega	1	0,03
2005	22021	Almudévar	0	0
2005	22022	Almunia de San Juan	0	0
2005	22023	Almuniente	2	0,41
2005	22024	Alquézar	0	0
2005	22025	Altorricón	1	0,01
2005	22027	Angüés	2	2,35
2005	22028	Ansó	1	0,2
2005	22029	Antillón	0	0
2005	22032	Aragüés del Puerto	0	0
2005	22035	Arén	0	0
2005	22036	Argavieso	0	0
2005	22037	Arguis	0	0
2005	22039	Ayerbe	2	14
2005	22040	Azanuy-Alins	0	0
2005	22041	Azara	1	1
2005	22042	Azlor	0	0
2005	22043	Baells	1	0,31
2005	22044	Bailo	0	0
2005	22045	Baldellou	0	0
2005	22046	Ballobar	0	0
2005	22047	Banastás	0	0
2005	22048	Barbastro	7	1,9
2005	22049	Barbués	0	0
2005	22050	Barbuñales	0	0
2005	22051	Bárcabo	0	0
2005	22052	Belver de Cinca	1	1,5
2005	22053	Benabarre	2	0,4
2005	22054	Benasque	0	0
2005	22055	Berbegal	1	0,3
2005	22057	Bielsa	1	0,01
2005	22058	Bierge	0	0
2005	22059	Biescas	3	0,47
2005	22060	Binaced	1	2,52
2005	22061	Binéfar	2	0,72
2005	22062	Bisaurri	2	0,51
2005	22063	Biscarrués	1	3
2005	22064	Blecua y Torres	0	0
2005	22066	Boltaña	2	0,06
2005	22067	Bonansa	0	0
2005	22068	Borau	0	0
2005	22069	Broto	2	9
2005	22072	Caldearenas	4	6,89
2005	22074	Campo	0	0
2005	22075	Camporrells	0	0
2005	22076	Canal de Berdún	1	0,3
2005	22077	Candasnos	1	0,05
2005	22078	Canfranc	0	0
2005	22079	Capdesaso	3	11
2005	22080	Capella	2	0,54
2005	22081	Casbas de Huesca	0	0
2005	22082	Castejón del Puente	3	5,2
2005	22083	Castejón de Monegros	0	0
2005	22084	Castejón de Sos	0	0
2005	22085	Castelflorite	0	0
2005	22086	Castiello de Jaca	0	0
2005	22087	Castigaleu	0	0
2005	22088	Castillazuelo	1	12
2005	22089	Castillonroy	3	0,7
2005	22090	Colungo	0	0
2005	22094	Chalamera	2	2,01
2005	22095	Chía	0	0
2005	22096	Chimillas	0	0
2005	22099	Esplús	0	0
2005	22102	Estada	0	0
2005	22103	Estadilla	1	4
2005	22105	Estopiñán del Castillo	1	5
2005	22106	Fago	0	0
2005	22107	Fanlo	1	0,01
2005	22109	Fiscal	0	0
2005	22110	Fonz	1	0,01
2005	22111	Foradada del Toscar	0	0
2005	22112	Fraga	7	51,66
2005	22113	Fueva (La)	1	0,25
2005	22114	Gistaín	0	0
2005	22115	Grado (El)	2	1,51
2005	22116	Grañén	5	3,44
2005	22117	Graus	7	41,44
2005	22119	Gurrea de Gállego	2	5,06
2005	22122	Hoz de Jaca	0	0
2005	22124	Huerto	0	0
2005	22125	Huesca	6	2,08
2005	22126	Ibieca	0	0
2005	22127	Igriés	1	1
2005	22128	Ilche	3	14
2005	22129	Isábena	1	0,01
2005	22130	Jaca	4	1,67
2005	22131	Jasa	0	0
2005	22133	Labuerda	0	0
2005	22135	Laluenga	2	5,01
2005	22136	Lalueza	5	13,5
2005	22137	Lanaja	4	2,3
2005	22139	Laperdiguera	0	0
2005	22141	Lascellas-Ponzano	0	0
2005	22142	Lascuarre	0	0
2005	22143	Laspaúles	0	0
2005	22144	Laspuña	1	0,01
2005	22149	Loarre	2	3,64
2005	22150	Loporzano	1	0,08
2005	22151	Loscorrales	0	0
2005	22155	Monesma y Cajigar	0	0
2005	22156	Monflorite-Lascasas	0	0
2005	22157	Montanuy	3	2,3
2005	22158	Monzón	18	24,16
2005	22160	Naval	0	0
2005	22162	Novales	1	0,65
2005	22163	Nueno	1	0,39
2005	22164	Olvena	0	0
2005	22165	Ontiñena	0	0
2005	22167	Osso de Cinca	0	0
2005	22168	Palo	0	0
2005	22170	Panticosa	0	0
2005	22172	Peñalba	1	0,01
2005	22173	Peñas de Riglos (Las)	1	0,01
2005	22174	Peralta de Alcofea	0	0
2005	22175	Peralta de Calasanz	2	2,65
2005	22176	Peraltilla	0	0
2005	22177	Perarrúa	0	0
2005	22178	Pertusa	1	1,4
2005	22181	Piracés	1	0,9
2005	22182	Plan	0	0
2005	22184	Poleñino	1	1
2005	22186	Pozán de Vero	0	0
2005	22187	Puebla de Castro (La)	1	0,1
2005	22188	Puente de Montañana	0	0
2005	22189	Puértolas	0	0
2005	22190	Pueyo de Araguás (El)	0	0
2005	22193	Pueyo de Santa Cruz	2	0,78
2005	22195	Quicena	0	0
2005	22197	Robres	1	0,1
2005	22199	Sabiñánigo	7	17,67
2005	22200	Sahún	1	0,2
2005	22201	Salas Altas	0	0
2005	22202	Salas Bajas	0	0
2005	22203	Salillas	1	6
2005	22204	Sallent de Gállego	1	0,04
2005	22205	San Esteban de Litera	1	10
2005	22206	Sangarrén	0	0
2005	22207	San Juan de Plan	0	0
2005	22208	Santa Cilia	0	0
2005	22209	Santa Cruz de la Serós	0	0
2005	22212	Santaliestra y San Quílez	0	0
2005	22213	Sariñena	8	20,11
2005	22214	Secastilla	0	0
2005	22215	Seira	1	0,01
2005	22217	Sena	1	2
2005	22218	Senés de Alcubierre	0	0
2005	22220	Sesa	0	0
2005	22221	Sesué	2	0,6
2005	22222	Siétamo	1	0,01
2005	22223	Sopeira	0	0
2005	22225	Tamarite de Litera	4	2,13
2005	22226	Tardienta	2	0,03
2005	22227	Tella-Sin	0	0
2005	22228	Tierz	0	0
2005	22229	Tolva	0	0
2005	22230	Torla-Ordesa	0	0
2005	22232	Torralba de Aragón	0	0
2005	22233	Torre la Ribera	2	27,03
2005	22234	Torrente de Cinca	2	0,55
2005	22235	Torres de Alcanadre	0	0
2005	22236	Torres de Barbués	3	13,5
2005	22239	Tramaced	0	0
2005	22242	Valfarta	0	0
2005	22243	Valle de Bardají	1	0,1
2005	22244	Valle de Lierp	0	0
2005	22245	Velilla de Cinca	0	0
2005	22246	Beranuy	1	11,2
2005	22247	Viacamp y Litera	2	0,13
2005	22248	Vicién	1	0,01
2005	22249	Villanova	0	0
2005	22250	Villanúa	0	0
2005	22251	Villanueva de Sigena	3	7,02
2005	22252	Yebra de Basa	3	1,54
2005	22253	Yésero	0	0
2005	22254	Zaidín	3	2,67
2005	22901	Valle de Hecho	0	0
2005	22902	Puente la Reina de Jaca	0	0
2005	22903	San Miguel del Cinca	7	36,46
2005	22904	Sotonera (La)	3	10,1
2005	22905	Lupiñén-Ortilla	1	0,7
2005	22906	Santa María de Dulcis	1	1,2
2005	22907	Aínsa-Sobrarbe	1	0,01
2005	22908	Hoz y Costeán	1	0,03
2005	22909	Vencillón	0	0
2005	44001	Ababuj	0	0
2005	44002	Abejuela	0	0
2005	44003	Aguatón	0	0
2005	44004	Aguaviva	2	1,26
2005	44005	Aguilar del Alfambra	0	0
2005	44006	Alacón	0	0
2005	44007	Alba	0	0
2005	44008	Albalate del Arzobispo	7	18,45
2005	44009	Albarracín	4	0,18
2005	44010	Albentosa	1	0,04
2005	44011	Alcaine	0	0
2005	44012	Alcalá de la Selva	1	0,02
2005	44013	Alcañiz	10	3,32
2005	44014	Alcorisa	2	1,4
2005	44016	Alfambra	0	0
2005	44017	Aliaga	5	2,48
2005	44018	Almohaja	0	0
2005	44019	Alobras	0	0
2005	44020	Alpeñés	0	0
2005	44021	Allepuz	0	0
2005	44022	Alloza	2	1,42
2005	44023	Allueva	0	0
2005	44024	Anadón	0	0
2005	44025	Andorra	1	0,03
2005	44026	Arcos de las Salinas	0	0
2005	44027	Arens de Lledó	0	0
2005	44028	Argente	0	0
2005	44029	Ariño	3	0,51
2005	44031	Azaila	0	0
2005	44032	Bádenas	1	0,03
2005	44033	Báguena	2	2,25
2005	44034	Bañón	1	0,55
2005	44035	Barrachina	0	0
2005	44036	Bea	0	0
2005	44037	Beceite	4	0,39
2005	44038	Belmonte de San José	2	0,02
2005	44039	Bello	0	0
2005	44040	Berge	1	0,15
2005	44041	Bezas	0	0
2005	44042	Blancas	0	0
2005	44043	Blesa	0	0
2005	44044	Bordón	0	0
2005	44045	Bronchales	0	0
2005	44046	Bueña	0	0
2005	44047	Burbáguena	0	0
2005	44048	Cabra de Mora	0	0
2005	44049	Calaceite	1	0,43
2005	44050	Calamocha	7	104,78
2005	44051	Calanda	2	0,71
2005	44052	Calomarde	0	0
2005	44053	Camañas	0	0
2005	44054	Camarena de la Sierra	0	0
2005	44055	Camarillas	1	0,39
2005	44056	Caminreal	0	0
2005	44059	Cantavieja	1	0,01
2005	44060	Cañada de Benatanduz	0	0
2005	44061	Cañada de Verich (La)	1	0,2
2005	44062	Cañada Vellida	0	0
2005	44063	Cañizar del Olivar	2	324,51
2005	44064	Cascante del Río	0	0
2005	44065	Castejón de Tornos	0	0
2005	44066	Castel de Cabra	0	0
2005	44067	Castelnou	0	0
2005	44068	Castelserás	2	1,1
2005	44070	Castellar (El)	2	0,02
2005	44071	Castellote	3	0,42
2005	44074	Cedrillas	0	0
2005	44075	Celadas	0	0
2005	44076	Cella	1	3
2005	44077	Cerollera (La)	1	0,01
2005	44080	Codoñera (La)	0	0
2005	44082	Corbalán	0	0
2005	44084	Cortes de Aragón	0	0
2005	44085	Cosa	0	0
2005	44086	Cretas	3	0,27
2005	44087	Crivillén	0	0
2005	44088	Cuba (La)	0	0
2005	44089	Cubla	0	0
2005	44090	Cucalón	1	0,01
2005	44092	Cuervo (El)	0	0
2005	44093	Cuevas de Almudén	0	0
2005	44094	Cuevas Labradas	1	0,04
2005	44096	Ejulve	1	0,78
2005	44097	Escorihuela	0	0
2005	44099	Escucha	2	0,92
2005	44100	Estercuel	1	0,01
2005	44101	Ferreruela de Huerva	0	0
2005	44102	Fonfría	0	0
2005	44103	Formiche Alto	1	3,9
2005	44105	Fórnoles	2	0,11
2005	44106	Fortanete	0	0
2005	44107	Foz-Calanda	0	0
2005	44108	Fresneda (La)	2	1,82
2005	44109	Frías de Albarracín	0	0
2005	44110	Fuenferrada	0	0
2005	44111	Fuentes Calientes	0	0
2005	44112	Fuentes Claras	0	0
2005	44113	Fuentes de Rubielos	0	0
2005	44114	Fuentespalda	1	10,1
2005	44115	Galve	0	0
2005	44116	Gargallo	1	0,01
2005	44117	Gea de Albarracín	1	0,01
2005	44118	Ginebrosa (La)	1	0,01
2005	44119	Griegos	1	0,01
2005	44120	Guadalaviar	0	0
2005	44121	Gúdar	0	0
2005	44122	Híjar	3	0,61
2005	44123	Hinojosa de Jarque	0	0
2005	44124	Hoz de la Vieja (La)	1	1,6
2005	44125	Huesa del Común	1	5,56
2005	44126	Iglesuela del Cid (La)	0	0
2005	44127	Jabaloyas	0	0
2005	44128	Jarque de la Val	0	0
2005	44129	Jatiel	1	2,9
2005	44130	Jorcas	0	0
2005	44131	Josa	0	0
2005	44132	Lagueruela	0	0
2005	44133	Lanzuela	0	0
2005	44135	Libros	2	0,51
2005	44136	Lidón	0	0
2005	44137	Linares de Mora	1	1,7
2005	44138	Loscos	0	0
2005	44141	Lledó	2	0,06
2005	44142	Maicas	0	0
2005	44143	Manzanera	4	6,93
2005	44144	Martín del Río	1	0,01
2005	44145	Mas de las Matas	1	0,3
2005	44146	Mata de los Olmos (La)	2	0,09
2005	44147	Mazaleón	2	1,03
2005	44148	Mezquita de Jarque	0	0
2005	44149	Mirambel	0	0
2005	44150	Miravete de la Sierra	0	0
2005	44151	Molinos	1	0,01
2005	44152	Monforte de Moyuela	0	0
2005	44153	Monreal del Campo	2	6,83
2005	44154	Monroyo	3	0,07
2005	44155	Montalbán	5	0,2
2005	44156	Monteagudo del Castillo	0	0
2005	44157	Monterde de Albarracín	0	0
2005	44158	Mora de Rubielos	2	4,32
2005	44159	Moscardón	0	0
2005	44160	Mosqueruela	4	0,33
2005	44161	Muniesa	0	0
2005	44163	Noguera de Albarracín	1	0,23
2005	44164	Nogueras	0	0
2005	44165	Nogueruelas	0	0
2005	44167	Obón	0	0
2005	44168	Odón	0	0
2005	44169	Ojos Negros	0	0
2005	44171	Olba	2	0,31
2005	44172	Oliete	0	0
2005	44173	Olmos (Los)	3	0,47
2005	44174	Orihuela del Tremedal	0	0
2005	44175	Orrios	0	0
2005	44176	Palomar de Arroyos	1	0,21
2005	44177	Pancrudo	0	0
2005	44178	Parras de Castellote (Las)	1	0,01
2005	44179	Peñarroya de Tastavins	0	0
2005	44180	Peracense	0	0
2005	44181	Peralejos	0	0
2005	44182	Perales del Alfambra	0	0
2005	44183	Pitarque	0	0
2005	44184	Plou	0	0
2005	44185	Pobo (El)	0	0
2005	44187	Portellada (La)	1	0,05
2005	44189	Pozondón	0	0
2005	44190	Pozuel del Campo	0	0
2005	44191	Puebla de Híjar (La)	1	0,3
2005	44192	Puebla de Valverde (La)	2	0,65
2005	44193	Puertomingalvo	3	0,77
2005	44194	Ráfales	4	0,06
2005	44195	Rillo	0	0
2005	44196	Riodeva	1	5,89
2005	44197	Ródenas	0	0
2005	44198	Royuela	0	0
2005	44199	Rubiales	1	2,4
2005	44200	Rubielos de la Cérida	0	0
2005	44201	Rubielos de Mora	1	0,01
2005	44203	Salcedillo	0	0
2005	44204	Saldón	0	0
2005	44205	Samper de Calanda	7	10,48
2005	44206	San Agustín	0	0
2005	44207	San Martín del Río	3	17,5
2005	44208	Santa Cruz de Nogueras	0	0
2005	44209	Santa Eulalia	0	0
2005	44210	Sarrión	0	0
2005	44211	Segura de los Baños	0	0
2005	44212	Seno	1	0,01
2005	44213	Singra	0	0
2005	44215	Terriente	0	0
2005	44216	Teruel	5	1,92
2005	44217	Toril y Masegoso	0	0
2005	44218	Tormón	1	0,13
2005	44219	Tornos	0	0
2005	44220	Torralba de los Sisones	0	0
2005	44221	Torrecilla de Alcañiz	1	0,01
2005	44222	Torrecilla del Rebollar	0	0
2005	44223	Torre de Arcas	2	0,14
2005	44224	Torre de las Arcas	2	0,07
2005	44225	Torre del Compte	0	0
2005	44226	Torrelacárcel	0	0
2005	44227	Torre los Negros	0	0
2005	44228	Torremocha de Jiloca	0	0
2005	44229	Torres de Albarracín	1	0,3
2005	44230	Torrevelilla	3	0,03
2005	44231	Torrijas	2	0,03
2005	44232	Torrijo del Campo	0	0
2005	44234	Tramacastiel	1	3,2
2005	44235	Tramacastilla	0	0
2005	44236	Tronchón	0	0
2005	44237	Urrea de Gaén	2	1,24
2005	44238	Utrillas	2	5,57
2005	44239	Valacloche	0	0
2005	44240	Valbona	2	2,1
2005	44241	Valdealgorfa	0	0
2005	44243	Valdecuenca	0	0
2005	44244	Valdelinares	0	0
2005	44245	Valdeltormo	1	0,43
2005	44246	Valderrobres	3	0,41
2005	44247	Valjunquera	3	0,15
2005	44249	Vallecillo (El)	0	0
2005	44250	Veguillas de la Sierra	0	0
2005	44251	Villafranca del Campo	0	0
2005	44252	Villahermosa del Campo	0	0
2005	44256	Villanueva del Rebollar de la Sierra	0	0
2005	44257	Villar del Cobo	1	0,01
2005	44258	Villar del Salz	0	0
2005	44260	Villarluengo	2	0,43
2005	44261	Villarquemado	1	12,7
2005	44262	Villarroya de los Pinares	1	0,56
2005	44263	Villastar	0	0
2005	44264	Villel	7	1,69
2005	44265	Vinaceite	0	0
2005	44266	Visiedo	0	0
2005	44267	Vivel del Río Martín	0	0
2005	44268	Zoma (La)	2	0,02
2005	50001	Abanto	1	0,2
2005	50002	Acered	0	0
2005	50003	Agón	0	0
2005	50004	Aguarón	2	7,2
2005	50005	Aguilón	1	0,01
2005	50006	Ainzón	1	0,02
2005	50007	Aladrén	0	0
2005	50008	Alagón	1	0,01
2005	50009	Alarba	0	0
2005	50010	Alberite de San Juan	0	0
2005	50011	Albeta	0	0
2005	50012	Alborge	0	0
2005	50013	Alcalá de Ebro	1	0,5
2005	50014	Alcalá de Moncayo	0	0
2005	50015	Alconchel de Ariza	0	0
2005	50016	Aldehuela de Liestos	0	0
2005	50017	Alfajarín	0	0
2005	50018	Alfamén	0	0
2005	50019	Alforque	0	0
2005	50020	Alhama de Aragón	1	0,01
2005	50021	Almochuel	0	0
2005	50022	Almolda (La)	0	0
2005	50023	Almonacid de la Cuba	0	0
2005	50024	Almonacid de la Sierra	1	1,13
2005	50025	Almunia de Doña Godina (La)	0	0
2005	50026	Alpartir	0	0
2005	50027	Ambel	0	0
2005	50028	Anento	0	0
2005	50029	Aniñón	0	0
2005	50030	Añón de Moncayo	1	0,5
2005	50031	Aranda de Moncayo	1	0,03
2005	50032	Arándiga	0	0
2005	50033	Ardisa	0	0
2005	50034	Ariza	3	1,94
2005	50035	Artieda	0	0
2005	50036	Asín	1	0,6
2005	50037	Atea	0	0
2005	50038	Ateca	0	0
2005	50039	Azuara	0	0
2005	50040	Badules	0	0
2005	50041	Bagüés	0	0
2005	50042	Balconchán	0	0
2005	50043	Bárboles	1	0,05
2005	50044	Bardallur	0	0
2005	50045	Belchite	3	3,2
2005	50046	Belmonte de Gracián	0	0
2005	50047	Berdejo	1	1,7
2005	50048	Berrueco	0	0
2005	50050	Bijuesca	1	0,06
2005	50051	Biota	2	2,29
2005	50052	Bisimbre	0	0
2005	50053	Boquiñeni	1	4
2005	50054	Bordalba	0	0
2005	50055	Borja	1	0,13
2005	50056	Botorrita	0	0
2005	50057	Brea de Aragón	1	1,1
2005	50058	Bubierca	1	0,1
2005	50059	Bujaraloz	0	0
2005	50060	Bulbuente	0	0
2005	50061	Bureta	1	0,15
2005	50062	Burgo de Ebro (El)	3	0,31
2005	50063	Buste (El)	0	0
2005	50064	Cabañas de Ebro	0	0
2005	50065	Cabolafuente	0	0
2005	50066	Cadrete	0	0
2005	50067	Calatayud	12	4,11
2005	50068	Calatorao	0	0
2005	50069	Calcena	0	0
2005	50070	Calmarza	0	0
2005	50071	Campillo de Aragón	0	0
2005	50072	Carenas	3	6,58
2005	50073	Cariñena	3	0,85
2005	50074	Caspe	8	2,93
2005	50075	Castejón de Alarba	0	0
2005	50076	Castejón de las Armas	0	0
2005	50077	Castejón de Valdejasa	0	0
2005	50078	Castiliscar	2	1,95
2005	50079	Cervera de la Cañada	0	0
2005	50080	Cerveruela	0	0
2005	50081	Cetina	2	4,05
2005	50082	Cimballa	0	0
2005	50083	Cinco Olivas	0	0
2005	50084	Clarés de Ribota	1	1
2005	50085	Codo	1	2,5
2005	50086	Codos	1	0,06
2005	50087	Contamina	1	0,25
2005	50088	Cosuenda	1	1,6
2005	50089	Cuarte de Huerva	3	3,66
2005	50090	Cubel	0	0
2005	50091	Cuerlas (Las)	0	0
2005	50092	Chiprana	1	0,03
2005	50093	Chodes	1	0,78
2005	50094	Daroca	1	0,06
2005	50095	Ejea de los Caballeros	11	14,72
2005	50096	Embid de Ariza	0	0
2005	50098	Encinacorba	1	82,66
2005	50099	Épila	2	0,58
2005	50100	Erla	1	1
2005	50101	Escatrón	1	0,04
2005	50102	Fabara	3	0,6
