Año	Inscripción comarca código	Inscripción comarca nombre	Edad (grandes grupos)	Sexo	Personas	Nivel de estudios Código	Nivel de estudios Nombre
2012	14	Aranda	65 y más	Hombre	3,0	4	BUP, Bachiller, LOGSE ó superior
2012	14	Aranda	65 y más	Mujer	7,0	0	Sin clasificar
2012	14	Aranda	65 y más	Mujer	2,0	2	Inferior a graduado escolar o ESO
2012	14	Aranda	65 y más	Mujer	12,0	3	Graduado escolar o ESO
2012	14	Aranda	65 y más	Mujer	5,0	4	BUP, Bachiller, LOGSE ó superior
2012	15	Ribera Alta del Ebro	0-15	Hombre	15,0	0	Sin clasificar
2012	15	Ribera Alta del Ebro	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2012	15	Ribera Alta del Ebro	0-15	Mujer	10,0	0	Sin clasificar
2012	15	Ribera Alta del Ebro	0-15	Mujer	3,0	2	Inferior a graduado escolar o ESO
2012	15	Ribera Alta del Ebro	0-15	Mujer	1,0	3	Graduado escolar o ESO
2012	15	Ribera Alta del Ebro	16-64	Hombre	37,0	0	Sin clasificar
2012	15	Ribera Alta del Ebro	16-64	Hombre	2,0	2	Inferior a graduado escolar o ESO
2012	15	Ribera Alta del Ebro	16-64	Hombre	14,0	3	Graduado escolar o ESO
2012	15	Ribera Alta del Ebro	16-64	Hombre	38,0	4	BUP, Bachiller, LOGSE ó superior
2012	15	Ribera Alta del Ebro	16-64	Mujer	22,0	0	Sin clasificar
2012	15	Ribera Alta del Ebro	16-64	Mujer	1,0	1	No sabe leer ni escribir
2012	15	Ribera Alta del Ebro	16-64	Mujer	15,0	3	Graduado escolar o ESO
2012	15	Ribera Alta del Ebro	16-64	Mujer	36,0	4	BUP, Bachiller, LOGSE ó superior
2012	15	Ribera Alta del Ebro	65 y más	Hombre	23,0	0	Sin clasificar
2012	15	Ribera Alta del Ebro	65 y más	Hombre	6,0	2	Inferior a graduado escolar o ESO
2012	15	Ribera Alta del Ebro	65 y más	Hombre	13,0	3	Graduado escolar o ESO
2012	15	Ribera Alta del Ebro	65 y más	Hombre	15,0	4	BUP, Bachiller, LOGSE ó superior
2012	15	Ribera Alta del Ebro	65 y más	Mujer	19,0	0	Sin clasificar
2012	15	Ribera Alta del Ebro	65 y más	Mujer	7,0	2	Inferior a graduado escolar o ESO
2012	15	Ribera Alta del Ebro	65 y más	Mujer	23,0	3	Graduado escolar o ESO
2012	15	Ribera Alta del Ebro	65 y más	Mujer	5,0	4	BUP, Bachiller, LOGSE ó superior
2012	16	Valdejalón	0-15	Hombre	22,0	0	Sin clasificar
2012	16	Valdejalón	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2012	16	Valdejalón	0-15	Mujer	11,0	0	Sin clasificar
2012	16	Valdejalón	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2012	16	Valdejalón	0-15	Mujer	1,0	3	Graduado escolar o ESO
2012	16	Valdejalón	16-64	Hombre	19,0	0	Sin clasificar
2012	16	Valdejalón	16-64	Hombre	6,0	2	Inferior a graduado escolar o ESO
2012	16	Valdejalón	16-64	Hombre	14,0	3	Graduado escolar o ESO
2012	16	Valdejalón	16-64	Hombre	41,0	4	BUP, Bachiller, LOGSE ó superior
2012	16	Valdejalón	16-64	Mujer	28,0	0	Sin clasificar
2012	16	Valdejalón	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2012	16	Valdejalón	16-64	Mujer	11,0	3	Graduado escolar o ESO
2012	16	Valdejalón	16-64	Mujer	41,0	4	BUP, Bachiller, LOGSE ó superior
2012	16	Valdejalón	65 y más	Hombre	20,0	0	Sin clasificar
2012	16	Valdejalón	65 y más	Hombre	5,0	2	Inferior a graduado escolar o ESO
2012	16	Valdejalón	65 y más	Hombre	14,0	3	Graduado escolar o ESO
2012	16	Valdejalón	65 y más	Hombre	9,0	4	BUP, Bachiller, LOGSE ó superior
2012	16	Valdejalón	65 y más	Mujer	21,0	0	Sin clasificar
2012	16	Valdejalón	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2012	16	Valdejalón	65 y más	Mujer	4,0	2	Inferior a graduado escolar o ESO
2012	16	Valdejalón	65 y más	Mujer	22,0	3	Graduado escolar o ESO
2012	16	Valdejalón	65 y más	Mujer	8,0	4	BUP, Bachiller, LOGSE ó superior
2012	17	D.C. Zaragoza	0-15	Hombre	1286,0	0	Sin clasificar
2012	17	D.C. Zaragoza	0-15	Hombre	18,0	1	No sabe leer ni escribir
2012	17	D.C. Zaragoza	0-15	Hombre	183,0	2	Inferior a graduado escolar o ESO
2012	17	D.C. Zaragoza	0-15	Hombre	30,0	3	Graduado escolar o ESO
2012	17	D.C. Zaragoza	0-15	Hombre	7,0	4	BUP, Bachiller, LOGSE ó superior
2012	17	D.C. Zaragoza	0-15	Mujer	1224,0	0	Sin clasificar
2012	17	D.C. Zaragoza	0-15	Mujer	17,0	1	No sabe leer ni escribir
2012	17	D.C. Zaragoza	0-15	Mujer	161,0	2	Inferior a graduado escolar o ESO
2012	17	D.C. Zaragoza	0-15	Mujer	34,0	3	Graduado escolar o ESO
2012	17	D.C. Zaragoza	0-15	Mujer	9,0	4	BUP, Bachiller, LOGSE ó superior
2012	17	D.C. Zaragoza	16-64	Hombre	1173,0	0	Sin clasificar
2012	17	D.C. Zaragoza	16-64	Hombre	2,0	1	No sabe leer ni escribir
2012	17	D.C. Zaragoza	16-64	Hombre	190,0	2	Inferior a graduado escolar o ESO
2012	17	D.C. Zaragoza	16-64	Hombre	922,0	3	Graduado escolar o ESO
2012	17	D.C. Zaragoza	16-64	Hombre	2357,0	4	BUP, Bachiller, LOGSE ó superior
2012	17	D.C. Zaragoza	16-64	Mujer	1335,0	0	Sin clasificar
2012	17	D.C. Zaragoza	16-64	Mujer	1,0	1	No sabe leer ni escribir
2012	17	D.C. Zaragoza	16-64	Mujer	157,0	2	Inferior a graduado escolar o ESO
2012	17	D.C. Zaragoza	16-64	Mujer	962,0	3	Graduado escolar o ESO
2012	17	D.C. Zaragoza	16-64	Mujer	2746,0	4	BUP, Bachiller, LOGSE ó superior
2012	17	D.C. Zaragoza	65 y más	Hombre	424,0	0	Sin clasificar
2012	17	D.C. Zaragoza	65 y más	Hombre	97,0	2	Inferior a graduado escolar o ESO
2012	17	D.C. Zaragoza	65 y más	Hombre	351,0	3	Graduado escolar o ESO
2012	17	D.C. Zaragoza	65 y más	Hombre	287,0	4	BUP, Bachiller, LOGSE ó superior
2012	17	D.C. Zaragoza	65 y más	Mujer	558,0	0	Sin clasificar
2012	17	D.C. Zaragoza	65 y más	Mujer	2,0	1	No sabe leer ni escribir
2012	17	D.C. Zaragoza	65 y más	Mujer	154,0	2	Inferior a graduado escolar o ESO
2012	17	D.C. Zaragoza	65 y más	Mujer	477,0	3	Graduado escolar o ESO
2012	17	D.C. Zaragoza	65 y más	Mujer	285,0	4	BUP, Bachiller, LOGSE ó superior
2012	18	Ribera Baja del Ebro	0-15	Hombre	11,0	0	Sin clasificar
2012	18	Ribera Baja del Ebro	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2012	18	Ribera Baja del Ebro	0-15	Mujer	8,0	0	Sin clasificar
2012	18	Ribera Baja del Ebro	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2012	18	Ribera Baja del Ebro	0-15	Mujer	1,0	3	Graduado escolar o ESO
2012	18	Ribera Baja del Ebro	16-64	Hombre	31,0	0	Sin clasificar
2012	18	Ribera Baja del Ebro	16-64	Hombre	1,0	2	Inferior a graduado escolar o ESO
2012	18	Ribera Baja del Ebro	16-64	Hombre	9,0	3	Graduado escolar o ESO
2012	18	Ribera Baja del Ebro	16-64	Hombre	31,0	4	BUP, Bachiller, LOGSE ó superior
2012	18	Ribera Baja del Ebro	16-64	Mujer	29,0	0	Sin clasificar
2012	18	Ribera Baja del Ebro	16-64	Mujer	9,0	3	Graduado escolar o ESO
2012	18	Ribera Baja del Ebro	16-64	Mujer	23,0	4	BUP, Bachiller, LOGSE ó superior
2012	18	Ribera Baja del Ebro	65 y más	Hombre	26,0	0	Sin clasificar
2012	18	Ribera Baja del Ebro	65 y más	Hombre	6,0	2	Inferior a graduado escolar o ESO
2012	18	Ribera Baja del Ebro	65 y más	Hombre	14,0	3	Graduado escolar o ESO
2012	18	Ribera Baja del Ebro	65 y más	Hombre	8,0	4	BUP, Bachiller, LOGSE ó superior
2012	18	Ribera Baja del Ebro	65 y más	Mujer	29,0	0	Sin clasificar
2012	18	Ribera Baja del Ebro	65 y más	Mujer	12,0	2	Inferior a graduado escolar o ESO
2012	18	Ribera Baja del Ebro	65 y más	Mujer	14,0	3	Graduado escolar o ESO
2012	18	Ribera Baja del Ebro	65 y más	Mujer	9,0	4	BUP, Bachiller, LOGSE ó superior
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	7,0	0	Sin clasificar
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	8,0	0	Sin clasificar
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	1,0	1	No sabe leer ni escribir
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	2,0	2	Inferior a graduado escolar o ESO
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	1,0	3	Graduado escolar o ESO
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	23,0	0	Sin clasificar
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	8,0	2	Inferior a graduado escolar o ESO
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	18,0	3	Graduado escolar o ESO
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	27,0	4	BUP, Bachiller, LOGSE ó superior
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	21,0	0	Sin clasificar
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	1,0	1	No sabe leer ni escribir
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	4,0	2	Inferior a graduado escolar o ESO
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	16,0	3	Graduado escolar o ESO
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	38,0	4	BUP, Bachiller, LOGSE ó superior
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	28,0	0	Sin clasificar
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	10,0	2	Inferior a graduado escolar o ESO
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	4,0	3	Graduado escolar o ESO
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	7,0	4	BUP, Bachiller, LOGSE ó superior
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	26,0	0	Sin clasificar
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	5,0	2	Inferior a graduado escolar o ESO
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	14,0	3	Graduado escolar o ESO
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	7,0	4	BUP, Bachiller, LOGSE ó superior
2012	20	Comunidad de Calatayud	0-15	Hombre	39,0	0	Sin clasificar
2012	20	Comunidad de Calatayud	0-15	Hombre	2,0	1	No sabe leer ni escribir
2012	20	Comunidad de Calatayud	0-15	Hombre	5,0	2	Inferior a graduado escolar o ESO
2012	20	Comunidad de Calatayud	0-15	Hombre	3,0	3	Graduado escolar o ESO
2012	20	Comunidad de Calatayud	0-15	Mujer	45,0	0	Sin clasificar
2012	20	Comunidad de Calatayud	0-15	Mujer	1,0	1	No sabe leer ni escribir
2012	20	Comunidad de Calatayud	0-15	Mujer	4,0	2	Inferior a graduado escolar o ESO
2012	20	Comunidad de Calatayud	0-15	Mujer	3,0	3	Graduado escolar o ESO
2012	20	Comunidad de Calatayud	0-15	Mujer	1,0	4	BUP, Bachiller, LOGSE ó superior
2012	20	Comunidad de Calatayud	16-64	Hombre	77,0	0	Sin clasificar
2012	20	Comunidad de Calatayud	16-64	Hombre	12,0	2	Inferior a graduado escolar o ESO
2012	20	Comunidad de Calatayud	16-64	Hombre	44,0	3	Graduado escolar o ESO
2012	20	Comunidad de Calatayud	16-64	Hombre	95,0	4	BUP, Bachiller, LOGSE ó superior
2012	20	Comunidad de Calatayud	16-64	Mujer	76,0	0	Sin clasificar
2012	20	Comunidad de Calatayud	16-64	Mujer	7,0	2	Inferior a graduado escolar o ESO
2012	20	Comunidad de Calatayud	16-64	Mujer	47,0	3	Graduado escolar o ESO
2012	20	Comunidad de Calatayud	16-64	Mujer	91,0	4	BUP, Bachiller, LOGSE ó superior
2012	20	Comunidad de Calatayud	65 y más	Hombre	37,0	0	Sin clasificar
2012	20	Comunidad de Calatayud	65 y más	Hombre	12,0	2	Inferior a graduado escolar o ESO
2012	20	Comunidad de Calatayud	65 y más	Hombre	38,0	3	Graduado escolar o ESO
2012	20	Comunidad de Calatayud	65 y más	Hombre	21,0	4	BUP, Bachiller, LOGSE ó superior
2012	20	Comunidad de Calatayud	65 y más	Mujer	60,0	0	Sin clasificar
2012	20	Comunidad de Calatayud	65 y más	Mujer	28,0	2	Inferior a graduado escolar o ESO
2012	20	Comunidad de Calatayud	65 y más	Mujer	46,0	3	Graduado escolar o ESO
2012	20	Comunidad de Calatayud	65 y más	Mujer	21,0	4	BUP, Bachiller, LOGSE ó superior
2012	21	Campo de Cariñena	0-15	Hombre	3,0	0	Sin clasificar
2012	21	Campo de Cariñena	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2012	21	Campo de Cariñena	0-15	Mujer	8,0	0	Sin clasificar
2012	21	Campo de Cariñena	0-15	Mujer	3,0	2	Inferior a graduado escolar o ESO
2012	21	Campo de Cariñena	0-15	Mujer	1,0	3	Graduado escolar o ESO
2012	21	Campo de Cariñena	16-64	Hombre	15,0	0	Sin clasificar
2012	21	Campo de Cariñena	16-64	Hombre	2,0	1	No sabe leer ni escribir
2012	21	Campo de Cariñena	16-64	Hombre	3,0	2	Inferior a graduado escolar o ESO
2012	21	Campo de Cariñena	16-64	Hombre	7,0	3	Graduado escolar o ESO
2012	21	Campo de Cariñena	16-64	Hombre	26,0	4	BUP, Bachiller, LOGSE ó superior
2012	21	Campo de Cariñena	16-64	Mujer	12,0	0	Sin clasificar
2012	21	Campo de Cariñena	16-64	Mujer	7,0	2	Inferior a graduado escolar o ESO
2012	21	Campo de Cariñena	16-64	Mujer	12,0	3	Graduado escolar o ESO
2012	21	Campo de Cariñena	16-64	Mujer	22,0	4	BUP, Bachiller, LOGSE ó superior
2012	21	Campo de Cariñena	65 y más	Hombre	19,0	0	Sin clasificar
2012	21	Campo de Cariñena	65 y más	Hombre	3,0	2	Inferior a graduado escolar o ESO
2012	21	Campo de Cariñena	65 y más	Hombre	8,0	3	Graduado escolar o ESO
2012	21	Campo de Cariñena	65 y más	Hombre	7,0	4	BUP, Bachiller, LOGSE ó superior
2012	21	Campo de Cariñena	65 y más	Mujer	17,0	0	Sin clasificar
2012	21	Campo de Cariñena	65 y más	Mujer	6,0	2	Inferior a graduado escolar o ESO
2012	21	Campo de Cariñena	65 y más	Mujer	14,0	3	Graduado escolar o ESO
2012	21	Campo de Cariñena	65 y más	Mujer	4,0	4	BUP, Bachiller, LOGSE ó superior
2012	22	Campo de Belchite	0-15	Hombre	3,0	0	Sin clasificar
2012	22	Campo de Belchite	0-15	Mujer	7,0	0	Sin clasificar
2012	22	Campo de Belchite	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2012	22	Campo de Belchite	16-64	Hombre	13,0	0	Sin clasificar
2012	22	Campo de Belchite	16-64	Hombre	3,0	2	Inferior a graduado escolar o ESO
2012	22	Campo de Belchite	16-64	Hombre	10,0	3	Graduado escolar o ESO
2012	22	Campo de Belchite	16-64	Hombre	24,0	4	BUP, Bachiller, LOGSE ó superior
2012	22	Campo de Belchite	16-64	Mujer	16,0	0	Sin clasificar
2012	22	Campo de Belchite	16-64	Mujer	3,0	2	Inferior a graduado escolar o ESO
2012	22	Campo de Belchite	16-64	Mujer	16,0	3	Graduado escolar o ESO
2012	22	Campo de Belchite	16-64	Mujer	27,0	4	BUP, Bachiller, LOGSE ó superior
2012	22	Campo de Belchite	65 y más	Hombre	19,0	0	Sin clasificar
2012	22	Campo de Belchite	65 y más	Hombre	12,0	2	Inferior a graduado escolar o ESO
2012	22	Campo de Belchite	65 y más	Hombre	13,0	3	Graduado escolar o ESO
2012	22	Campo de Belchite	65 y más	Hombre	6,0	4	BUP, Bachiller, LOGSE ó superior
2012	22	Campo de Belchite	65 y más	Mujer	25,0	0	Sin clasificar
2012	22	Campo de Belchite	65 y más	Mujer	3,0	2	Inferior a graduado escolar o ESO
2012	22	Campo de Belchite	65 y más	Mujer	13,0	3	Graduado escolar o ESO
2012	22	Campo de Belchite	65 y más	Mujer	3,0	4	BUP, Bachiller, LOGSE ó superior
2012	23	Bajo Martín	0-15	Hombre	3,0	0	Sin clasificar
2012	23	Bajo Martín	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2012	23	Bajo Martín	0-15	Mujer	3,0	0	Sin clasificar
2012	23	Bajo Martín	0-15	Mujer	1,0	1	No sabe leer ni escribir
2012	23	Bajo Martín	16-64	Hombre	10,0	0	Sin clasificar
2012	23	Bajo Martín	16-64	Hombre	1,0	2	Inferior a graduado escolar o ESO
2012	23	Bajo Martín	16-64	Hombre	8,0	3	Graduado escolar o ESO
2012	23	Bajo Martín	16-64	Hombre	12,0	4	BUP, Bachiller, LOGSE ó superior
2012	23	Bajo Martín	16-64	Mujer	10,0	0	Sin clasificar
2012	23	Bajo Martín	16-64	Mujer	3,0	2	Inferior a graduado escolar o ESO
2012	23	Bajo Martín	16-64	Mujer	9,0	3	Graduado escolar o ESO
2012	23	Bajo Martín	16-64	Mujer	19,0	4	BUP, Bachiller, LOGSE ó superior
2012	23	Bajo Martín	65 y más	Hombre	16,0	0	Sin clasificar
2012	23	Bajo Martín	65 y más	Hombre	6,0	2	Inferior a graduado escolar o ESO
2012	23	Bajo Martín	65 y más	Hombre	12,0	3	Graduado escolar o ESO
2012	23	Bajo Martín	65 y más	Hombre	6,0	4	BUP, Bachiller, LOGSE ó superior
2012	23	Bajo Martín	65 y más	Mujer	15,0	0	Sin clasificar
2012	23	Bajo Martín	65 y más	Mujer	12,0	2	Inferior a graduado escolar o ESO
2012	23	Bajo Martín	65 y más	Mujer	12,0	3	Graduado escolar o ESO
2012	23	Bajo Martín	65 y más	Mujer	6,0	4	BUP, Bachiller, LOGSE ó superior
2012	24	Campo de Daroca	0-15	Hombre	12,0	0	Sin clasificar
2012	24	Campo de Daroca	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2012	24	Campo de Daroca	0-15	Mujer	6,0	0	Sin clasificar
2012	24	Campo de Daroca	0-15	Mujer	2,0	2	Inferior a graduado escolar o ESO
2012	24	Campo de Daroca	16-64	Hombre	17,0	0	Sin clasificar
2012	24	Campo de Daroca	16-64	Hombre	2,0	2	Inferior a graduado escolar o ESO
2012	24	Campo de Daroca	16-64	Hombre	11,0	3	Graduado escolar o ESO
2012	24	Campo de Daroca	16-64	Hombre	20,0	4	BUP, Bachiller, LOGSE ó superior
2012	24	Campo de Daroca	16-64	Mujer	24,0	0	Sin clasificar
2012	24	Campo de Daroca	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2012	24	Campo de Daroca	16-64	Mujer	12,0	3	Graduado escolar o ESO
2012	24	Campo de Daroca	16-64	Mujer	25,0	4	BUP, Bachiller, LOGSE ó superior
2012	24	Campo de Daroca	65 y más	Hombre	17,0	0	Sin clasificar
2012	24	Campo de Daroca	65 y más	Hombre	2,0	2	Inferior a graduado escolar o ESO
2012	24	Campo de Daroca	65 y más	Hombre	10,0	3	Graduado escolar o ESO
2012	24	Campo de Daroca	65 y más	Hombre	3,0	4	BUP, Bachiller, LOGSE ó superior
2012	24	Campo de Daroca	65 y más	Mujer	19,0	0	Sin clasificar
2012	24	Campo de Daroca	65 y más	Mujer	1,0	2	Inferior a graduado escolar o ESO
2012	24	Campo de Daroca	65 y más	Mujer	7,0	3	Graduado escolar o ESO
2012	24	Campo de Daroca	65 y más	Mujer	1,0	4	BUP, Bachiller, LOGSE ó superior
2012	25	Jiloca	0-15	Hombre	4,0	0	Sin clasificar
2012	25	Jiloca	0-15	Hombre	1,0	1	No sabe leer ni escribir
2012	25	Jiloca	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2012	25	Jiloca	0-15	Mujer	7,0	0	Sin clasificar
2012	25	Jiloca	0-15	Mujer	2,0	2	Inferior a graduado escolar o ESO
2012	25	Jiloca	0-15	Mujer	1,0	4	BUP, Bachiller, LOGSE ó superior
2012	25	Jiloca	16-64	Hombre	23,0	0	Sin clasificar
2012	25	Jiloca	16-64	Hombre	3,0	2	Inferior a graduado escolar o ESO
2012	25	Jiloca	16-64	Hombre	14,0	3	Graduado escolar o ESO
2012	25	Jiloca	16-64	Hombre	26,0	4	BUP, Bachiller, LOGSE ó superior
2012	25	Jiloca	16-64	Mujer	23,0	0	Sin clasificar
2012	25	Jiloca	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2012	25	Jiloca	16-64	Mujer	13,0	3	Graduado escolar o ESO
2012	25	Jiloca	16-64	Mujer	31,0	4	BUP, Bachiller, LOGSE ó superior
2012	25	Jiloca	65 y más	Hombre	27,0	0	Sin clasificar
2012	25	Jiloca	65 y más	Hombre	1,0	1	No sabe leer ni escribir
2012	25	Jiloca	65 y más	Hombre	12,0	2	Inferior a graduado escolar o ESO
2012	25	Jiloca	65 y más	Hombre	13,0	3	Graduado escolar o ESO
2012	25	Jiloca	65 y más	Hombre	9,0	4	BUP, Bachiller, LOGSE ó superior
2012	25	Jiloca	65 y más	Mujer	23,0	0	Sin clasificar
2012	25	Jiloca	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2012	25	Jiloca	65 y más	Mujer	8,0	2	Inferior a graduado escolar o ESO
2012	25	Jiloca	65 y más	Mujer	11,0	3	Graduado escolar o ESO
2012	25	Jiloca	65 y más	Mujer	10,0	4	BUP, Bachiller, LOGSE ó superior
2012	26	Cuencas Mineras	0-15	Hombre	12,0	0	Sin clasificar
2012	26	Cuencas Mineras	0-15	Hombre	1,0	3	Graduado escolar o ESO
2012	26	Cuencas Mineras	0-15	Mujer	9,0	0	Sin clasificar
2012	26	Cuencas Mineras	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2012	26	Cuencas Mineras	16-64	Hombre	40,0	0	Sin clasificar
2012	26	Cuencas Mineras	16-64	Hombre	3,0	2	Inferior a graduado escolar o ESO
2012	26	Cuencas Mineras	16-64	Hombre	27,0	3	Graduado escolar o ESO
2012	26	Cuencas Mineras	16-64	Hombre	49,0	4	BUP, Bachiller, LOGSE ó superior
2012	26	Cuencas Mineras	16-64	Mujer	42,0	0	Sin clasificar
2012	26	Cuencas Mineras	16-64	Mujer	1,0	1	No sabe leer ni escribir
2012	26	Cuencas Mineras	16-64	Mujer	6,0	2	Inferior a graduado escolar o ESO
2012	26	Cuencas Mineras	16-64	Mujer	15,0	3	Graduado escolar o ESO
2012	26	Cuencas Mineras	16-64	Mujer	40,0	4	BUP, Bachiller, LOGSE ó superior
2012	26	Cuencas Mineras	65 y más	Hombre	21,0	0	Sin clasificar
2012	26	Cuencas Mineras	65 y más	Hombre	11,0	2	Inferior a graduado escolar o ESO
2012	26	Cuencas Mineras	65 y más	Hombre	24,0	3	Graduado escolar o ESO
2012	26	Cuencas Mineras	65 y más	Hombre	12,0	4	BUP, Bachiller, LOGSE ó superior
2012	26	Cuencas Mineras	65 y más	Mujer	31,0	0	Sin clasificar
2012	26	Cuencas Mineras	65 y más	Mujer	6,0	2	Inferior a graduado escolar o ESO
2012	26	Cuencas Mineras	65 y más	Mujer	33,0	3	Graduado escolar o ESO
2012	26	Cuencas Mineras	65 y más	Mujer	13,0	4	BUP, Bachiller, LOGSE ó superior
2012	27	Andorra-Sierra de Arcos	0-15	Hombre	9,0	0	Sin clasificar
2012	27	Andorra-Sierra de Arcos	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2012	27	Andorra-Sierra de Arcos	0-15	Mujer	13,0	0	Sin clasificar
2012	27	Andorra-Sierra de Arcos	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2012	27	Andorra-Sierra de Arcos	16-64	Hombre	17,0	0	Sin clasificar
2012	27	Andorra-Sierra de Arcos	16-64	Hombre	5,0	2	Inferior a graduado escolar o ESO
2012	27	Andorra-Sierra de Arcos	16-64	Hombre	25,0	3	Graduado escolar o ESO
2012	27	Andorra-Sierra de Arcos	16-64	Hombre	36,0	4	BUP, Bachiller, LOGSE ó superior
2012	27	Andorra-Sierra de Arcos	16-64	Mujer	21,0	0	Sin clasificar
2012	27	Andorra-Sierra de Arcos	16-64	Mujer	5,0	2	Inferior a graduado escolar o ESO
2012	27	Andorra-Sierra de Arcos	16-64	Mujer	21,0	3	Graduado escolar o ESO
2012	27	Andorra-Sierra de Arcos	16-64	Mujer	31,0	4	BUP, Bachiller, LOGSE ó superior
2012	27	Andorra-Sierra de Arcos	65 y más	Hombre	11,0	0	Sin clasificar
2012	27	Andorra-Sierra de Arcos	65 y más	Hombre	11,0	2	Inferior a graduado escolar o ESO
2012	27	Andorra-Sierra de Arcos	65 y más	Hombre	19,0	3	Graduado escolar o ESO
2012	27	Andorra-Sierra de Arcos	65 y más	Hombre	4,0	4	BUP, Bachiller, LOGSE ó superior
2012	27	Andorra-Sierra de Arcos	65 y más	Mujer	21,0	0	Sin clasificar
2012	27	Andorra-Sierra de Arcos	65 y más	Mujer	8,0	2	Inferior a graduado escolar o ESO
2012	27	Andorra-Sierra de Arcos	65 y más	Mujer	17,0	3	Graduado escolar o ESO
2012	27	Andorra-Sierra de Arcos	65 y más	Mujer	3,0	4	BUP, Bachiller, LOGSE ó superior
2012	28	Bajo Aragón	0-15	Hombre	23,0	0	Sin clasificar
2012	28	Bajo Aragón	0-15	Hombre	2,0	3	Graduado escolar o ESO
2012	28	Bajo Aragón	0-15	Mujer	24,0	0	Sin clasificar
2012	28	Bajo Aragón	0-15	Mujer	8,0	2	Inferior a graduado escolar o ESO
2012	28	Bajo Aragón	0-15	Mujer	2,0	3	Graduado escolar o ESO
2012	28	Bajo Aragón	16-64	Hombre	70,0	0	Sin clasificar
2012	28	Bajo Aragón	16-64	Hombre	7,0	2	Inferior a graduado escolar o ESO
2012	28	Bajo Aragón	16-64	Hombre	42,0	3	Graduado escolar o ESO
2012	28	Bajo Aragón	16-64	Hombre	101,0	4	BUP, Bachiller, LOGSE ó superior
2012	28	Bajo Aragón	16-64	Mujer	61,0	0	Sin clasificar
2012	28	Bajo Aragón	16-64	Mujer	6,0	2	Inferior a graduado escolar o ESO
2012	28	Bajo Aragón	16-64	Mujer	55,0	3	Graduado escolar o ESO
2012	28	Bajo Aragón	16-64	Mujer	110,0	4	BUP, Bachiller, LOGSE ó superior
2012	28	Bajo Aragón	65 y más	Hombre	62,0	0	Sin clasificar
2012	28	Bajo Aragón	65 y más	Hombre	19,0	2	Inferior a graduado escolar o ESO
2012	28	Bajo Aragón	65 y más	Hombre	43,0	3	Graduado escolar o ESO
