Año	Población	Municipio código	Municipio nombre
2006	296,0	50244	Sierra de Luna
2006	154,0	50245	Sigüés
2006	54,0	50246	Sisamón
2006	851,0	50247	Sobradiel
2006	716,0	50248	Sos del Rey Católico
2006	447,0	50249	Tabuenca
2006	65,0	50250	Talamantes
2006	11027,0	50251	Tarazona
2006	7503,0	50252	Tauste
2006	560,0	50253	Terrer
2006	203,0	50254	Tierga
2006	251,0	50255	Tobed
2006	101,0	50256	Torralba de los Frailes
2006	191,0	50257	Torralba de Ribota
2006	73,0	50258	Torralbilla
2006	92,0	50259	Torrehermosa
2006	36,0	50260	Torrelapaja
2006	304,0	50261	Torrellas
2006	1449,0	50262	Torres de Berrellén
2006	320,0	50263	Torrijo de la Cañada
2006	215,0	50264	Tosos
2006	71,0	50265	Trasmoz
2006	178,0	50266	Trasobares
2006	854,0	50267	Uncastillo
2006	66,0	50268	Undués de Lerda
2006	369,0	50269	Urrea de Jalón
2006	58,0	50270	Urriés
2006	369,0	50271	Used
2006	14920,0	50272	Utebo
2006	44,0	50273	Valdehorna
2006	87,0	50274	Val de San Martín
2006	90,0	50275	Valmadrid
2006	167,0	50276	Valpalmas
2006	109,0	50277	Valtorres
2006	260,0	50278	Velilla de Ebro
2006	104,0	50279	Velilla de Jiloca
2006	431,0	50280	Vera de Moncayo
2006	101,0	50281	Vierlas
2006	103,0	50282	Vilueña (La)
2006	97,0	50283	Villadoz
2006	207,0	50284	Villafeliche
2006	733,0	50285	Villafranca de Ebro
2006	121,0	50286	Villalba de Perejil
2006	378,0	50287	Villalengua
2006	3903,0	50288	Villanueva de Gállego
2006	77,0	50289	Villanueva de Jiloca
2006	590,0	50290	Villanueva de Huerva
2006	139,0	50291	Villar de los Navarros
2006	195,0	50292	Villarreal de Huerva
2006	611,0	50293	Villarroya de la Sierra
2006	79,0	50294	Villarroya del Campo
2006	39,0	50295	Vistabella
2006	537,0	50296	Zaida (La)
2006	649181,0	50297	Zaragoza
2006	6424,0	50298	Zuera
2006	215,0	50901	Biel
2006	115,0	50902	Marracos
2007	292,0	22001	Abiego
2007	133,0	22002	Abizanda
2007	169,0	22003	Adahuesca
2007	161,0	22004	Agüero
2007	408,0	22006	Aísa
2007	1131,0	22007	Albalate de Cinca
2007	265,0	22008	Albalatillo
2007	875,0	22009	Albelda
2007	120,0	22011	Albero Alto
2007	107,0	22012	Albero Bajo
2007	353,0	22013	Alberuela de Tubo
2007	276,0	22014	Alcalá de Gurrea
2007	367,0	22015	Alcalá del Obispo
2007	821,0	22016	Alcampell
2007	1168,0	22017	Alcolea de Cinca
2007	446,0	22018	Alcubierre
2007	224,0	22019	Alerre
2007	120,0	22020	Alfántega
2007	2389,0	22021	Almudévar
2007	658,0	22022	Almunia de San Juan
2007	567,0	22023	Almuniente
2007	312,0	22024	Alquézar
2007	1457,0	22025	Altorricón
2007	422,0	22027	Angüés
2007	500,0	22028	Ansó
2007	164,0	22029	Antillón
2007	136,0	22032	Aragüés del Puerto
2007	322,0	22035	Arén
2007	135,0	22036	Argavieso
2007	97,0	22037	Arguis
2007	1111,0	22039	Ayerbe
2007	178,0	22040	Azanuy-Alins
2007	193,0	22041	Azara
2007	142,0	22042	Azlor
2007	129,0	22043	Baells
2007	229,0	22044	Bailo
2007	117,0	22045	Baldellou
2007	997,0	22046	Ballobar
2007	249,0	22047	Banastás
2007	16025,0	22048	Barbastro
2007	110,0	22049	Barbués
2007	107,0	22050	Barbuñales
2007	123,0	22051	Bárcabo
2007	1319,0	22052	Belver de Cinca
2007	1167,0	22053	Benabarre
2007	2080,0	22054	Benasque
2007	481,0	22055	Berbegal
2007	524,0	22057	Bielsa
2007	235,0	22058	Bierge
2007	1549,0	22059	Biescas
2007	1530,0	22060	Binaced
2007	9048,0	22061	Binéfar
2007	239,0	22062	Bisaurri
2007	221,0	22063	Biscarrués
2007	201,0	22064	Blecua y Torres
2007	977,0	22066	Boltaña
2007	97,0	22067	Bonansa
2007	72,0	22068	Borau
2007	533,0	22069	Broto
2007	250,0	22072	Caldearenas
2007	279,0	22074	Campo
2007	219,0	22075	Camporrells
2007	417,0	22076	Canal de Berdún
2007	439,0	22077	Candasnos
2007	672,0	22078	Canfranc
2007	167,0	22079	Capdesaso
2007	387,0	22080	Capella
2007	308,0	22081	Casbas de Huesca
2007	439,0	22082	Castejón del Puente
2007	646,0	22083	Castejón de Monegros
2007	738,0	22084	Castejón de Sos
2007	128,0	22085	Castelflorite
2007	249,0	22086	Castiello de Jaca
2007	119,0	22087	Castigaleu
2007	225,0	22088	Castillazuelo
2007	382,0	22089	Castillonroy
2007	148,0	22090	Colungo
2007	143,0	22094	Chalamera
2007	114,0	22095	Chía
2007	359,0	22096	Chimillas
2007	731,0	22099	Esplús
2007	224,0	22102	Estada
2007	864,0	22103	Estadilla
2007	198,0	22105	Estopiñán del Castillo
2007	31,0	22106	Fago
2007	171,0	22107	Fanlo
2007	296,0	22109	Fiscal
2007	1034,0	22110	Fonz
2007	231,0	22111	Foradada del Toscar
2007	13592,0	22112	Fraga
2007	625,0	22113	Fueva (La)
2007	155,0	22114	Gistaín
2007	509,0	22115	Grado (El)
2007	1992,0	22116	Grañén
2007	3472,0	22117	Graus
2007	1721,0	22119	Gurrea de Gállego
2007	78,0	22122	Hoz de Jaca
2007	257,0	22124	Huerto
2007	49819,0	22125	Huesca
2007	116,0	22126	Ibieca
2007	514,0	22127	Igriés
2007	273,0	22128	Ilche
2007	293,0	22129	Isábena
2007	12759,0	22130	Jaca
2007	121,0	22131	Jasa
2007	177,0	22133	Labuerda
2007	234,0	22135	Laluenga
2007	1136,0	22136	Lalueza
2007	1461,0	22137	Lanaja
2007	102,0	22139	Laperdiguera
2007	166,0	22141	Lascellas-Ponzano
2007	157,0	22142	Lascuarre
2007	287,0	22143	Laspaúles
2007	312,0	22144	Laspuña
2007	379,0	22149	Loarre
2007	527,0	22150	Loporzano
2007	111,0	22151	Loscorrales
2007	108,0	22155	Monesma y Cajigar
2007	267,0	22156	Monflorite-Lascasas
2007	308,0	22157	Montanuy
2007	16217,0	22158	Monzón
2007	288,0	22160	Naval
2007	181,0	22162	Novales
2007	521,0	22163	Nueno
2007	77,0	22164	Olvena
2007	610,0	22165	Ontiñena
2007	735,0	22167	Osso de Cinca
2007	38,0	22168	Palo
2007	776,0	22170	Panticosa
2007	753,0	22172	Peñalba
2007	297,0	22173	Peñas de Riglos (Las)
2007	633,0	22174	Peralta de Alcofea
2007	252,0	22175	Peralta de Calasanz
2007	184,0	22176	Peraltilla
2007	105,0	22177	Perarrúa
2007	123,0	22178	Pertusa
2007	101,0	22181	Piracés
2007	323,0	22182	Plan
2007	237,0	22184	Poleñino
2007	251,0	22186	Pozán de Vero
2007	403,0	22187	Puebla de Castro (La)
2007	152,0	22188	Puente de Montañana
2007	227,0	22189	Puértolas
2007	159,0	22190	Pueyo de Araguás (El)
2007	377,0	22193	Pueyo de Santa Cruz
2007	304,0	22195	Quicena
2007	649,0	22197	Robres
2007	9673,0	22199	Sabiñánigo
2007	364,0	22200	Sahún
2007	326,0	22201	Salas Altas
2007	144,0	22202	Salas Bajas
2007	119,0	22203	Salillas
2007	1400,0	22204	Sallent de Gállego
2007	497,0	22205	San Esteban de Litera
2007	262,0	22206	Sangarrén
2007	150,0	22207	San Juan de Plan
2007	193,0	22208	Santa Cilia
2007	145,0	22209	Santa Cruz de la Serós
2007	100,0	22212	Santaliestra y San Quílez
2007	4206,0	22213	Sariñena
2007	133,0	22214	Secastilla
2007	179,0	22215	Seira
2007	547,0	22217	Sena
2007	58,0	22218	Senés de Alcubierre
2007	250,0	22220	Sesa
2007	116,0	22221	Sesué
2007	588,0	22222	Siétamo
2007	106,0	22223	Sopeira
2007	3703,0	22225	Tamarite de Litera
2007	1022,0	22226	Tardienta
2007	290,0	22227	Tella-Sin
2007	585,0	22228	Tierz
2007	193,0	22229	Tolva
2007	319,0	22230	Torla-Ordesa
2007	118,0	22232	Torralba de Aragón
2007	119,0	22233	Torre la Ribera
2007	1021,0	22234	Torrente de Cinca
2007	116,0	22235	Torres de Alcanadre
2007	324,0	22236	Torres de Barbués
2007	110,0	22239	Tramaced
2007	99,0	22242	Valfarta
2007	53,0	22243	Valle de Bardají
2007	47,0	22244	Valle de Lierp
2007	482,0	22245	Velilla de Cinca
2007	106,0	22246	Beranuy
2007	25,0	22247	Viacamp y Litera
2007	116,0	22248	Vicién
2007	156,0	22249	Villanova
2007	478,0	22250	Villanúa
2007	520,0	22251	Villanueva de Sigena
2007	152,0	22252	Yebra de Basa
2007	77,0	22253	Yésero
2007	1827,0	22254	Zaidín
2007	957,0	22901	Valle de Hecho
2007	226,0	22902	Puente la Reina de Jaca
2007	849,0	22903	San Miguel del Cinca
2007	1053,0	22904	Sotonera (La)
2007	358,0	22905	Lupiñén-Ortilla
2007	218,0	22906	Santa María de Dulcis
2007	1951,0	22907	Aínsa-Sobrarbe
2007	236,0	22908	Hoz y Costeán
2007	458,0	22909	Vencillón
2007	82,0	44001	Ababuj
2007	68,0	44002	Abejuela
2007	21,0	44003	Aguatón
2007	703,0	44004	Aguaviva
2007	72,0	44005	Aguilar del Alfambra
2007	405,0	44006	Alacón
2007	250,0	44007	Alba
2007	2238,0	44008	Albalate del Arzobispo
2007	1075,0	44009	Albarracín
2007	334,0	44010	Albentosa
2007	74,0	44011	Alcaine
2007	510,0	44012	Alcalá de la Selva
2007	15587,0	44013	Alcañiz
2007	3650,0	44014	Alcorisa
2007	756,0	44016	Alfambra
2007	422,0	44017	Aliaga
2007	28,0	44018	Almohaja
2007	71,0	44019	Alobras
2007	26,0	44020	Alpeñés
2007	135,0	44021	Allepuz
2007	698,0	44022	Alloza
2007	13,0	44023	Allueva
2007	21,0	44024	Anadón
2007	8156,0	44025	Andorra
2007	123,0	44026	Arcos de las Salinas
2007	228,0	44027	Arens de Lledó
2007	252,0	44028	Argente
2007	867,0	44029	Ariño
2007	163,0	44031	Azaila
2007	30,0	44032	Bádenas
2007	407,0	44033	Báguena
2007	166,0	44034	Bañón
2007	150,0	44035	Barrachina
2007	40,0	44036	Bea
2007	598,0	44037	Beceite
2007	142,0	44038	Belmonte de San José
2007	309,0	44039	Bello
2007	260,0	44040	Berge
2007	68,0	44041	Bezas
2007	168,0	44042	Blancas
2007	123,0	44043	Blesa
2007	136,0	44044	Bordón
2007	508,0	44045	Bronchales
2007	71,0	44046	Bueña
2007	298,0	44047	Burbáguena
2007	122,0	44048	Cabra de Mora
2007	1126,0	44049	Calaceite
2007	4563,0	44050	Calamocha
2007	3737,0	44051	Calanda
2007	90,0	44052	Calomarde
2007	124,0	44053	Camañas
2007	167,0	44054	Camarena de la Sierra
2007	107,0	44055	Camarillas
2007	756,0	44056	Caminreal
2007	727,0	44059	Cantavieja
2007	49,0	44060	Cañada de Benatanduz
2007	108,0	44061	Cañada de Verich (La)
2007	45,0	44062	Cañada Vellida
2007	112,0	44063	Cañizar del Olivar
2007	96,0	44064	Cascante del Río
2007	73,0	44065	Castejón de Tornos
2007	151,0	44066	Castel de Cabra
2007	123,0	44067	Castelnou
2007	839,0	44068	Castelserás
2007	76,0	44070	Castellar (El)
2007	819,0	44071	Castellote
2007	569,0	44074	Cedrillas
2007	405,0	44075	Celadas
2007	3002,0	44076	Cella
2007	124,0	44077	Cerollera (La)
2007	361,0	44080	Codoñera (La)
2007	94,0	44082	Corbalán
2007	91,0	44084	Cortes de Aragón
2007	86,0	44085	Cosa
2007	636,0	44086	Cretas
2007	107,0	44087	Crivillén
2007	63,0	44088	Cuba (La)
2007	56,0	44089	Cubla
2007	106,0	44090	Cucalón
2007	117,0	44092	Cuervo (El)
2007	117,0	44093	Cuevas de Almudén
2007	146,0	44094	Cuevas Labradas
2007	222,0	44096	Ejulve
2007	198,0	44097	Escorihuela
2007	1073,0	44099	Escucha
2007	262,0	44100	Estercuel
2007	73,0	44101	Ferreruela de Huerva
2007	27,0	44102	Fonfría
2007	190,0	44103	Formiche Alto
2007	104,0	44105	Fórnoles
2007	208,0	44106	Fortanete
2007	289,0	44107	Foz-Calanda
2007	472,0	44108	Fresneda (La)
2007	175,0	44109	Frías de Albarracín
2007	42,0	44110	Fuenferrada
2007	118,0	44111	Fuentes Calientes
2007	605,0	44112	Fuentes Claras
2007	124,0	44113	Fuentes de Rubielos
2007	342,0	44114	Fuentespalda
2007	136,0	44115	Galve
2007	105,0	44116	Gargallo
2007	457,0	44117	Gea de Albarracín
2007	239,0	44118	Ginebrosa (La)
2007	144,0	44119	Griegos
2007	270,0	44120	Guadalaviar
2007	101,0	44121	Gúdar
2007	1968,0	44122	Híjar
2007	157,0	44123	Hinojosa de Jarque
2007	96,0	44124	Hoz de la Vieja (La)
2007	105,0	44125	Huesa del Común
2007	491,0	44126	Iglesuela del Cid (La)
2007	85,0	44127	Jabaloyas
2007	97,0	44128	Jarque de la Val
2007	55,0	44129	Jatiel
2007	46,0	44130	Jorcas
2007	35,0	44131	Josa
2007	65,0	44132	Lagueruela
2007	26,0	44133	Lanzuela
2007	145,0	44135	Libros
2007	76,0	44136	Lidón
2007	309,0	44137	Linares de Mora
2007	190,0	44138	Loscos
2007	184,0	44141	Lledó
2007	36,0	44142	Maicas
2007	543,0	44143	Manzanera
2007	467,0	44144	Martín del Río
2007	1462,0	44145	Mas de las Matas
2007	264,0	44146	Mata de los Olmos (La)
2007	593,0	44147	Mazaleón
2007	129,0	44148	Mezquita de Jarque
2007	131,0	44149	Mirambel
2007	47,0	44150	Miravete de la Sierra
2007	316,0	44151	Molinos
2007	80,0	44152	Monforte de Moyuela
2007	2652,0	44153	Monreal del Campo
2007	338,0	44154	Monroyo
2007	1492,0	44155	Montalbán
2007	74,0	44156	Monteagudo del Castillo
2007	53,0	44157	Monterde de Albarracín
2007	1615,0	44158	Mora de Rubielos
2007	60,0	44159	Moscardón
2007	686,0	44160	Mosqueruela
2007	725,0	44161	Muniesa
2007	155,0	44163	Noguera de Albarracín
2007	32,0	44164	Nogueras
2007	273,0	44165	Nogueruelas
2007	67,0	44167	Obón
2007	242,0	44168	Odón
2007	510,0	44169	Ojos Negros
2007	227,0	44171	Olba
2007	490,0	44172	Oliete
2007	142,0	44173	Olmos (Los)
2007	582,0	44174	Orihuela del Tremedal
2007	174,0	44175	Orrios
2007	213,0	44176	Palomar de Arroyos
2007	111,0	44177	Pancrudo
2007	76,0	44178	Parras de Castellote (Las)
2007	511,0	44179	Peñarroya de Tastavins
2007	121,0	44180	Peracense
2007	93,0	44181	Peralejos
2007	295,0	44182	Perales del Alfambra
2007	114,0	44183	Pitarque
2007	53,0	44184	Plou
2007	137,0	44185	Pobo (El)
2007	276,0	44187	Portellada (La)
2007	89,0	44189	Pozondón
2007	114,0	44190	Pozuel del Campo
2007	1005,0	44191	Puebla de Híjar (La)
2007	544,0	44192	Puebla de Valverde (La)
2007	252,0	44193	Puertomingalvo
2007	153,0	44194	Ráfales
2007	106,0	44195	Rillo
2007	186,0	44196	Riodeva
2007	86,0	44197	Ródenas
2007	224,0	44198	Royuela
2007	58,0	44199	Rubiales
2007	54,0	44200	Rubielos de la Cérida
2007	752,0	44201	Rubielos de Mora
2007	12,0	44203	Salcedillo
2007	30,0	44204	Saldón
2007	1003,0	44205	Samper de Calanda
2007	165,0	44206	San Agustín
2007	229,0	44207	San Martín del Río
2007	37,0	44208	Santa Cruz de Nogueras
2007	1143,0	44209	Santa Eulalia
2007	1085,0	44210	Sarrión
2007	39,0	44211	Segura de los Baños
2007	45,0	44212	Seno
2007	98,0	44213	Singra
2007	192,0	44215	Terriente
2007	34236,0	44216	Teruel
2007	46,0	44217	Toril y Masegoso
2007	33,0	44218	Tormón
2007	250,0	44219	Tornos
2007	224,0	44220	Torralba de los Sisones
2007	450,0	44221	Torrecilla de Alcañiz
2007	161,0	44222	Torrecilla del Rebollar
2007	112,0	44223	Torre de Arcas
2007	36,0	44224	Torre de las Arcas
2007	172,0	44225	Torre del Compte
2007	225,0	44226	Torrelacárcel
2007	103,0	44227	Torre los Negros
2007	141,0	44228	Torremocha de Jiloca
2007	148,0	44229	Torres de Albarracín
2007	194,0	44230	Torrevelilla
2007	70,0	44231	Torrijas
2007	579,0	44232	Torrijo del Campo
2007	100,0	44234	Tramacastiel
2007	129,0	44235	Tramacastilla
2007	101,0	44236	Tronchón
2007	540,0	44237	Urrea de Gaén
2007	3346,0	44238	Utrillas
2007	24,0	44239	Valacloche
2007	215,0	44240	Valbona
2007	686,0	44241	Valdealgorfa
2007	47,0	44243	Valdecuenca
2007	123,0	44244	Valdelinares
2007	352,0	44245	Valdeltormo
2007	2189,0	44246	Valderrobres
2007	411,0	44247	Valjunquera
2007	54,0	44249	Vallecillo (El)
2007	28,0	44250	Veguillas de la Sierra
2007	360,0	44251	Villafranca del Campo
2007	92,0	44252	Villahermosa del Campo
2007	50,0	44256	Villanueva del Rebollar de la Sierra
2007	216,0	44257	Villar del Cobo
2007	93,0	44258	Villar del Salz
2007	204,0	44260	Villarluengo
2007	934,0	44261	Villarquemado
2007	194,0	44262	Villarroya de los Pinares
2007	351,0	44263	Villastar
2007	367,0	44264	Villel
2007	332,0	44265	Vinaceite
2007	157,0	44266	Visiedo
2007	92,0	44267	Vivel del Río Martín
2007	23,0	44268	Zoma (La)
2007	145,0	50001	Abanto
2007	204,0	50002	Acered
2007	172,0	50003	Agón
2007	838,0	50004	Aguarón
2007	279,0	50005	Aguilón
2007	1282,0	50006	Ainzón
2007	65,0	50007	Aladrén
2007	6547,0	50008	Alagón
2007	146,0	50009	Alarba
2007	111,0	50010	Alberite de San Juan
2007	139,0	50011	Albeta
2007	124,0	50012	Alborge
2007	288,0	50013	Alcalá de Ebro
2007	157,0	50014	Alcalá de Moncayo
2007	116,0	50015	Alconchel de Ariza
2007	84,0	50016	Aldehuela de Liestos
2007	1963,0	50017	Alfajarín
2007	1452,0	50018	Alfamén
2007	77,0	50019	Alforque
2007	1173,0	50020	Alhama de Aragón
2007	40,0	50021	Almochuel
2007	632,0	50022	Almolda (La)
2007	300,0	50023	Almonacid de la Cuba
2007	821,0	50024	Almonacid de la Sierra
2007	7170,0	50025	Almunia de Doña Godina (La)
2007	575,0	50026	Alpartir
2007	330,0	50027	Ambel
2007	153,0	50028	Anento
2007	822,0	50029	Aniñón
2007	244,0	50030	Añón de Moncayo
2007	230,0	50031	Aranda de Moncayo
2007	428,0	50032	Arándiga
2007	91,0	50033	Ardisa
2007	1242,0	50034	Ariza
2007	102,0	50035	Artieda
2007	111,0	50036	Asín
2007	157,0	50037	Atea
2007	2068,0	50038	Ateca
2007	674,0	50039	Azuara
2007	107,0	50040	Badules
2007	33,0	50041	Bagüés
2007	13,0	50042	Balconchán
2007	324,0	50043	Bárboles
2007	282,0	50044	Bardallur
2007	1647,0	50045	Belchite
2007	221,0	50046	Belmonte de Gracián
2007	70,0	50047	Berdejo
2007	47,0	50048	Berrueco
2007	136,0	50050	Bijuesca
2007	1135,0	50051	Biota
2007	111,0	50052	Bisimbre
2007	1033,0	50053	Boquiñeni
2007	89,0	50054	Bordalba
2007	4653,0	50055	Borja
2007	526,0	50056	Botorrita
2007	1872,0	50057	Brea de Aragón
2007	90,0	50058	Bubierca
2007	1022,0	50059	Bujaraloz
2007	258,0	50060	Bulbuente
2007	286,0	50061	Bureta
2007	2101,0	50062	Burgo de Ebro (El)
2007	94,0	50063	Buste (El)
2007	537,0	50064	Cabañas de Ebro
2007	54,0	50065	Cabolafuente
2007	2445,0	50066	Cadrete
2007	21040,0	50067	Calatayud
2007	2972,0	50068	Calatorao
2007	54,0	50069	Calcena
2007	79,0	50070	Calmarza
2007	168,0	50071	Campillo de Aragón
2007	213,0	50072	Carenas
2007	3353,0	50073	Cariñena
2007	8495,0	50074	Caspe
2007	107,0	50075	Castejón de Alarba
2007	114,0	50076	Castejón de las Armas
2007	289,0	50077	Castejón de Valdejasa
2007	360,0	50078	Castiliscar
2007	329,0	50079	Cervera de la Cañada
2007	38,0	50080	Cerveruela
2007	693,0	50081	Cetina
2007	131,0	50082	Cimballa
2007	116,0	50083	Cinco Olivas
2007	100,0	50084	Clarés de Ribota
2007	227,0	50085	Codo
2007	261,0	50086	Codos
2007	50,0	50087	Contamina
2007	384,0	50088	Cosuenda
2007	4726,0	50089	Cuarte de Huerva
2007	203,0	50090	Cubel
2007	75,0	50091	Cuerlas (Las)
2007	309,0	50092	Chiprana
2007	152,0	50093	Chodes
2007	2274,0	50094	Daroca
2007	16935,0	50095	Ejea de los Caballeros
2007	62,0	50096	Embid de Ariza
2007	271,0	50098	Encinacorba
2007	4251,0	50099	Épila
2007	434,0	50100	Erla
2007	1161,0	50101	Escatrón
2007	1230,0	50102	Fabara
2007	439,0	50104	Farlete
2007	434,0	50105	Fayón
2007	171,0	50106	Fayos (Los)
2007	1191,0	50107	Figueruelas
2007	52,0	50108	Fombuena
2007	115,0	50109	Frago (El)
2007	477,0	50110	Frasno (El)
2007	237,0	50111	Fréscano
2007	868,0	50113	Fuendejalón
2007	179,0	50114	Fuendetodos
2007	4134,0	50115	Fuentes de Ebro
2007	284,0	50116	Fuentes de Jiloca
2007	156,0	50117	Gallocanta
2007	2996,0	50118	Gallur
2007	1198,0	50119	Gelsa
2007	55,0	50120	Godojos
2007	392,0	50121	Gotor
2007	98,0	50122	Grisel
2007	468,0	50123	Grisén
2007	648,0	50124	Herrera de los Navarros
2007	525,0	50125	Ibdes
2007	3279,0	50126	Illueca
2007	45,0	50128	Isuerre
2007	326,0	50129	Jaraba
2007	551,0	50130	Jarque
2007	326,0	50131	Jaulín
2007	790,0	50132	Joyosa (La)
2007	144,0	50133	Lagata
2007	154,0	50134	Langa del Castillo
2007	116,0	50135	Layana
2007	736,0	50136	Lécera
2007	1291,0	50137	Leciñena
2007	54,0	50138	Lechón
2007	438,0	50139	Letux
2007	185,0	50140	Litago
2007	130,0	50141	Lituénigo
2007	59,0	50142	Lobera de Onsella
2007	873,0	50143	Longares
2007	43,0	50144	Longás
2007	294,0	50146	Lucena de Jalón
2007	1070,0	50147	Luceni
2007	416,0	50148	Luesia
2007	38,0	50149	Luesma
2007	975,0	50150	Lumpiaque
2007	855,0	50151	Luna
2007	2051,0	50152	Maella
2007	1194,0	50153	Magallón
2007	174,0	50154	Mainar
2007	131,0	50155	Malanquilla
2007	303,0	50156	Maleján
2007	386,0	50157	Malón
2007	1075,0	50159	Maluenda
2007	3503,0	50160	Mallén
2007	142,0	50161	Manchones
2007	207,0	50162	Mara
2007	3420,0	50163	María de Huerva
2007	520,0	50164	Mediana de Aragón
2007	2480,0	50165	Mequinenza
2007	318,0	50166	Mesones de Isuela
2007	263,0	50167	Mezalocha
2007	53,0	50168	Mianos
2007	468,0	50169	Miedes de Aragón
2007	486,0	50170	Monegrillo
2007	96,0	50171	Moneva
2007	220,0	50172	Monreal de Ariza
2007	221,0	50173	Monterde
2007	123,0	50174	Montón
2007	1379,0	50175	Morata de Jalón
2007	292,0	50176	Morata de Jiloca
2007	447,0	50177	Morés
2007	469,0	50178	Moros
2007	290,0	50179	Moyuela
2007	127,0	50180	Mozota
2007	1225,0	50181	Muel
2007	3965,0	50182	Muela (La)
2007	431,0	50183	Munébrega
2007	163,0	50184	Murero
2007	173,0	50185	Murillo de Gállego
2007	44,0	50186	Navardún
2007	91,0	50187	Nigüella
2007	39,0	50188	Nombrevilla
2007	1056,0	50189	Nonaspe
2007	875,0	50190	Novallas
2007	643,0	50191	Novillas
2007	342,0	50192	Nuévalos
2007	731,0	50193	Nuez de Ebro
2007	112,0	50194	Olvés
2007	38,0	50195	Orcajo
2007	122,0	50196	Orera
2007	106,0	50197	Orés
2007	50,0	50198	Oseja
2007	417,0	50199	Osera de Ebro
2007	741,0	50200	Paniza
2007	507,0	50201	Paracuellos de Jiloca
2007	199,0	50202	Paracuellos de la Ribera
2007	1370,0	50203	Pastriz
2007	3302,0	50204	Pedrola
2007	106,0	50205	Pedrosas (Las)
2007	647,0	50206	Perdiguera
2007	167,0	50207	Piedratajada
2007	2461,0	50208	Pina de Ebro
2007	2953,0	50209	Pinseque
2007	43,0	50210	Pintanos (Los)
2007	363,0	50211	Plasencia de Jalón
2007	57,0	50212	Pleitas
2007	113,0	50213	Plenas
2007	31,0	50214	Pomer
2007	24,0	50215	Pozuel de Ariza
2007	334,0	50216	Pozuelo de Aragón
2007	637,0	50217	Pradilla de Ebro
2007	137,0	50218	Puebla de Albortón
2007	4432,0	50219	Puebla de Alfindén (La)
2007	60,0	50220	Puendeluna
2007	50,0	50221	Purujosa
2007	2069,0	50222	Quinto
2007	1209,0	50223	Remolinos
2007	95,0	50224	Retascón
2007	2916,0	50225	Ricla
2007	112,0	50227	Romanos
2007	364,0	50228	Rueda de Jalón
2007	82,0	50229	Ruesca
2007	1692,0	50230	Sádaba
2007	365,0	50231	Salillas de Jalón
2007	249,0	50232	Salvatierra de Esca
2007	105,0	50233	Samper del Salz
2007	284,0	50234	San Martín de la Virgen de Moncayo
2007	2708,0	50235	San Mateo de Gállego
2007	194,0	50236	Santa Cruz de Grío
2007	125,0	50237	Santa Cruz de Moncayo
2007	129,0	50238	Santa Eulalia de Gállego
2007	67,0	50239	Santed
2007	1179,0	50240	Sástago
2007	741,0	50241	Saviñán
2007	100,0	50242	Sediles
2007	425,0	50243	Sestrica
2007	309,0	50244	Sierra de Luna
2007	147,0	50245	Sigüés
2007	53,0	50246	Sisamón
2007	903,0	50247	Sobradiel
2007	712,0	50248	Sos del Rey Católico
2007	424,0	50249	Tabuenca
2007	66,0	50250	Talamantes
2007	10991,0	50251	Tarazona
2007	7489,0	50252	Tauste
2007	541,0	50253	Terrer
2007	198,0	50254	Tierga
2007	276,0	50255	Tobed
2007	100,0	50256	Torralba de los Frailes
2007	187,0	50257	Torralba de Ribota
2007	71,0	50258	Torralbilla
2007	92,0	50259	Torrehermosa
2007	42,0	50260	Torrelapaja
2007	315,0	50261	Torrellas
2007	1440,0	50262	Torres de Berrellén
2007	314,0	50263	Torrijo de la Cañada
2007	239,0	50264	Tosos
2007	91,0	50265	Trasmoz
2007	177,0	50266	Trasobares
2007	819,0	50267	Uncastillo
2007	64,0	50268	Undués de Lerda
2007	385,0	50269	Urrea de Jalón
2007	47,0	50270	Urriés
2007	360,0	50271	Used
2007	15912,0	50272	Utebo
2007	46,0	50273	Valdehorna
2007	89,0	50274	Val de San Martín
2007	96,0	50275	Valmadrid
2007	166,0	50276	Valpalmas
2007	117,0	50277	Valtorres
2007	248,0	50278	Velilla de Ebro
2007	95,0	50279	Velilla de Jiloca
2007	441,0	50280	Vera de Moncayo
2007	103,0	50281	Vierlas
2007	116,0	50282	Vilueña (La)
2007	91,0	50283	Villadoz
2007	199,0	50284	Villafeliche
2007	735,0	50285	Villafranca de Ebro
2007	117,0	50286	Villalba de Perejil
2007	389,0	50287	Villalengua
2007	4013,0	50288	Villanueva de Gállego
2007	89,0	50289	Villanueva de Jiloca
2007	577,0	50290	Villanueva de Huerva
2007	129,0	50291	Villar de los Navarros
2007	199,0	50292	Villarreal de Huerva
2007	600,0	50293	Villarroya de la Sierra
2007	78,0	50294	Villarroya del Campo
2007	46,0	50295	Vistabella
2007	522,0	50296	Zaida (La)
2007	654390,0	50297	Zaragoza
2007	6759,0	50298	Zuera
2007	221,0	50901	Biel
2007	114,0	50902	Marracos
2007	2849,0	50903	Villamayor de Gállego
2008	288,0	22001	Abiego
2008	130,0	22002	Abizanda
2008	163,0	22003	Adahuesca
2008	161,0	22004	Agüero
2008	402,0	22006	Aísa
2008	1179,0	22007	Albalate de Cinca
2008	248,0	22008	Albalatillo
2008	870,0	22009	Albelda
2008	117,0	22011	Albero Alto
2008	112,0	22012	Albero Bajo
2008	358,0	22013	Alberuela de Tubo
2008	285,0	22014	Alcalá de Gurrea
