Año	Renta disponible bruta	Renta disponible bruta per cápita	Código	Comarca
2003	90041357,0	9690,20200172191	18	Ribera Baja del Ebro
2003	121189851,0	9574,17056407015	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2003	393024969,0	9708,15554293054	20	Comunidad de Calatayud
2003	84502742,0	7886,39682687821	21	Campo de Cariñena
2003	34685134,0	6500,21251874063	22	Campo de Belchite
2003	62998754,0	8641,80438957476	23	Bajo Martín
2003	58854136,0	9124,67224806202	24	Campo de Daroca
2003	119318107,0	8646,23963768116	25	Jiloca
2003	95410509,0	10067,5856283634	26	Cuencas Mineras
2003	138362326,0	12422,5467768001	27	Andorra-Sierra de Arcos
2003	303214823,0	10944,4079768995	28	Bajo Aragón
2003	548506974,0	12507,5699822137	29	Comunidad de Teruel
2003	29860495,0	8090,08263343268	30	Maestrazgo
2003	36545838,0	7399,44077748532	31	Sierra de Albarracín
2003	67157112,0	8339,39053768782	32	Gúdar-Javalambre
2003	64324620,0	7360,63851699279	33	Matarraña / Matarranya
2002	278890766,0	16207,9831463939	01	La Jacetania
2002	190183744,0	15436,9922077922	02	Alto Gállego
2002	83134754,0	12129,3775897286	03	Sobrarbe
2002	132569904,0	10929,9945584962	04	La Ribagorza
2002	315823014,0	9667,36092319936	05	Cinco Villas
2002	900447357,0	14877,2797521685	06	Hoya de Huesca / Plana de Uesca
2002	286998677,0	12620,8740985048	07	Somontano de Barbastro
2002	253446357,0	11293,8976427075	08	Cinca Medio
2002	193665556,0	10375,3110468231	09	La Litera / La Llitera
2002	179904289,0	8470,07010357816	10	Los Monegros
2002	236290559,0	10414,7813381523	11	Bajo Cinca / Baix Cinca
2002	130863079,0	9159,59116679499	12	Tarazona y el Moncayo
2002	121446083,0	8477,31976825353	13	Campo de Borja
2002	68027089,0	8484,29645796957	14	Aranda
2002	237807438,0	10539,2411806417	15	Ribera Alta del Ebro
2002	213099705,0	8983,58859238649	16	Valdejalón
2002	9253464610,0	13958,202328714	17	D.C. Zaragoza
2002	86926412,0	9229,81652155447	18	Ribera Baja del Ebro
2002	116377251,0	9233,35853697239	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2002	372609324,0	9272,34848824188	20	Comunidad de Calatayud
2002	80712216,0	7686,14570040948	21	Campo de Cariñena
2002	35800748,0	6503,31480472298	22	Campo de Belchite
2002	60577025,0	8204,93363131518	23	Bajo Martín
2002	55963889,0	8449,93039408123	24	Campo de Daroca
2002	110057702,0	7958,47147299154	25	Jiloca
2002	92816804,0	9664,39025406081	26	Cuencas Mineras
2002	140731643,0	12604,7150022391	27	Andorra-Sierra de Arcos
2002	287268542,0	10697,8193125535	28	Bajo Aragón
2002	518610815,0	11984,6281746123	29	Comunidad de Teruel
2002	29149946,0	7878,36378378378	30	Maestrazgo
2002	35774944,0	7211,23644426527	31	Sierra de Albarracín
2002	64024930,0	8112,63684744045	32	Gúdar-Javalambre
2002	62633829,0	7214,21665514858	33	Matarraña / Matarranya
2001	258507047,0	15318,0283835032	01	La Jacetania
2001	175452361,0	14676,0653283145	02	Alto Gállego
2001	75570005,0	11059,5646129079	03	Sobrarbe
2001	124705940,0	10440,8858004019	04	La Ribagorza
2001	294004859,0	9153,32686799502	05	Cinco Villas
2001	842729510,0	14087,0486267823	06	Hoya de Huesca / Plana de Uesca
2001	265159824,0	11963,5365457499	07	Somontano de Barbastro
2001	236864732,0	10705,7505988701	08	Cinca Medio
2001	180822636,0	9728,96997740235	09	La Litera / La Llitera
2001	170103133,0	8021,08421747536	10	Los Monegros
2001	222980221,0	9982,99700035817	11	Bajo Cinca / Baix Cinca
2001	123629263,0	8701,38393862613	12	Tarazona y el Moncayo
2001	113611422,0	7958,21112356402	13	Campo de Borja
2001	64862741,0	8111,89857428714	14	Aranda
2001	219454517,0	9926,02636935185	15	Ribera Alta del Ebro
2001	196009424,0	8588,61729909736	16	Valdejalón
2001	8669521321,0	13304,5252017274	17	D.C. Zaragoza
2001	81014674,0	8513,5218579235	18	Ribera Baja del Ebro
2001	109417748,0	8587,84616592104	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2001	347008419,0	8711,36262991414	20	Comunidad de Calatayud
2001	77325421,0	7680,3159515296	21	Campo de Cariñena
2001	33973076,0	6055,80677361854	22	Campo de Belchite
2001	54689118,0	7375,47107215105	23	Bajo Martín
2001	53442757,0	7918,61861016447	24	Campo de Daroca
2001	103217145,0	7438,00136917201	25	Jiloca
2001	88147113,0	9091,08013613862	26	Cuencas Mineras
2001	122717921,0	10984,4182778375	27	Andorra-Sierra de Arcos
2001	266498009,0	10089,6531632151	28	Bajo Aragón
2001	484942447,0	11367,6147913737	29	Comunidad de Teruel
2001	27426315,0	7574,23777961889	30	Maestrazgo
2001	33449339,0	6726,18922179771	31	Sierra de Albarracín
2001	59318616,0	7632,34894493052	32	Gúdar-Javalambre
2001	57772926,0	6691,32800555942	33	Matarraña / Matarranya
2000	238808543,0	14346,3019944731	01	La Jacetania
2000	161403618,0	13320,4273334984	02	Alto Gállego
2000	69405336,0	10176,735483871	03	Sobrarbe
2000	113583568,0	9580,26045883941	04	La Ribagorza
2000	270045488,0	8508,85364086083	05	Cinco Villas
2000	777259877,0	13061,2155640323	06	Hoya de Huesca / Plana de Uesca
2000	245572668,0	10926,4813348165	07	Somontano de Barbastro
2000	218929039,0	10049,9926092545	08	Cinca Medio
2000	165376791,0	8917,11371724361	09	La Litera / La Llitera
2000	150993765,0	7070,32051882375	10	Los Monegros
2000	198445100,0	8932,5306085704	11	Bajo Cinca / Baix Cinca
2000	114132628,0	8091,06961576634	12	Tarazona y el Moncayo
2000	107469794,0	7614,95032948345	13	Campo de Borja
2000	60012845,0	7453,16008445107	14	Aranda
2000	205866970,0	9413,2130772748	15	Ribera Alta del Ebro
2000	180329499,0	8216,96432151645	16	Valdejalón
2000	8157234918,0	12674,3467515639	17	D.C. Zaragoza
2000	74364543,0	7773,83890863475	18	Ribera Baja del Ebro
2000	101589936,0	7947,26871626379	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2000	324129468,0	8113,78462000601	20	Comunidad de Calatayud
2000	69687120,0	7039,81412263865	21	Campo de Cariñena
2000	31299360,0	5518,22284908322	22	Campo de Belchite
2000	51363951,0	6851,26730692277	23	Bajo Martín
2000	50420130,0	7396,23441396509	24	Campo de Daroca
2000	94883277,0	6794,84939845317	25	Jiloca
2000	81455624,0	8343,2985762573	26	Cuencas Mineras
2000	114202093,0	10020,3643941388	27	Andorra-Sierra de Arcos
2000	242519425,0	9284,8171898928	28	Bajo Aragón
2000	450679425,0	10590,267529843	29	Comunidad de Teruel
2000	24924513,0	6721,821197411	30	Maestrazgo
2000	29727883,0	5869,276011846	31	Sierra de Albarracín
2000	53740600,0	6963,92380458727	32	Gúdar-Javalambre
2000	52403205,0	6033,06527745798	33	Matarraña / Matarranya
