Año	Comarca Código	Comarca Nombre	Nº Accidentes	Grupo Grado Código	Grupo Grado Código	Régimen Código (2 dígitos)	Régimen (2 dígitos)
2015,0	03	Sobrarbe	2	Leves	1	01	General
2015,0	04	La Ribagorza	6	Leves	1	01	General
2015,0	05	Cinco Villas	23	Leves	1	01	General
2015,0	06	Hoya de Huesca / Plana de Uesca	66	Leves	1	01	General
2015,0	07	Somontano de Barbastro	20	Leves	1	01	General
2015,0	08	Cinca Medio	13	Leves	1	01	General
2015,0	09	La Litera / La Llitera	18	Leves	1	01	General
2015,0	10	Los Monegros	8	Leves	1	01	General
2015,0	11	Bajo Cinca / Baix Cinca	25	Leves	1	01	General
2015,0	12	Tarazona y el Moncayo	13	Leves	1	01	General
2015,0	13	Campo de Borja	3	Leves	1	01	General
2015,0	14	Aranda	3	Leves	1	01	General
2015,0	15	Ribera Alta del Ebro	38	Leves	1	01	General
2015,0	16	Valdejalón	29	Leves	1	01	General
2015,0	17	D.C. Zaragoza	1204	Leves	1	01	General
2015,0	17	D.C. Zaragoza	2	Leves	1	05	Trabajadores Autónomos
2015,0	18	Ribera Baja del Ebro	14	Leves	1	01	General
2015,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Leves	1	01	General
2015,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Leves	1	05	Trabajadores Autónomos
2015,0	20	Comunidad de Calatayud	22	Leves	1	01	General
2015,0	21	Campo de Cariñena	9	Leves	1	01	General
2015,0	23	Bajo Martín	2	Leves	1	01	General
2015,0	24	Campo de Daroca	2	Leves	1	01	General
2015,0	25	Jiloca	8	Leves	1	01	General
2015,0	26	Cuencas Mineras	4	Leves	1	01	General
2015,0	27	Andorra-Sierra de Arcos	3	Leves	1	01	General
2015,0	28	Bajo Aragón	10	Leves	1	01	General
2015,0	29	Comunidad de Teruel	34	Leves	1	01	General
2015,0	30	Maestrazgo	1	Leves	1	05	Trabajadores Autónomos
2015,0	31	Sierra de Albarracín	1	Leves	1	01	General
2015,0	32	Gúdar-Javalambre	1	Leves	1	01	General
2015,0	33	Matarraña / Matarranya	1	Leves	1	01	General
2015,0	NC	Municipio del centro de trabajo fuera de Aragón	1	Leves	1	01	General
2014,0	01	La Jacetania	15	Leves	1	01	General
2014,0	02	Alto Gállego	4	Leves	1	01	General
2014,0	03	Sobrarbe	2	Leves	1	01	General
2014,0	04	La Ribagorza	10	Leves	1	01	General
2014,0	05	Cinco Villas	16	Leves	1	01	General
2014,0	06	Hoya de Huesca / Plana de Uesca	50	Leves	1	01	General
2014,0	07	Somontano de Barbastro	15	Leves	1	01	General
2014,0	08	Cinca Medio	15	Leves	1	01	General
2014,0	09	La Litera / La Llitera	11	Leves	1	01	General
2014,0	10	Los Monegros	2	Leves	1	01	General
2014,0	11	Bajo Cinca / Baix Cinca	20	Leves	1	01	General
2014,0	12	Tarazona y el Moncayo	7	Leves	1	01	General
2014,0	13	Campo de Borja	7	Leves	1	01	General
2014,0	15	Ribera Alta del Ebro	23	Leves	1	01	General
2014,0	16	Valdejalón	29	Leves	1	01	General
2014,0	17	D.C. Zaragoza	1168	Leves	1	01	General
2014,0	17	D.C. Zaragoza	5	Leves	1	05	Trabajadores Autónomos
2014,0	18	Ribera Baja del Ebro	6	Leves	1	01	General
2014,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Leves	1	01	General
2014,0	20	Comunidad de Calatayud	32	Leves	1	01	General
2014,0	21	Campo de Cariñena	9	Leves	1	01	General
2014,0	24	Campo de Daroca	1	Leves	1	01	General
2014,0	25	Jiloca	6	Leves	1	01	General
2014,0	26	Cuencas Mineras	2	Leves	1	01	General
2014,0	27	Andorra-Sierra de Arcos	2	Leves	1	01	General
2014,0	28	Bajo Aragón	11	Leves	1	01	General
2014,0	29	Comunidad de Teruel	47	Leves	1	01	General
2014,0	31	Sierra de Albarracín	1	Leves	1	01	General
2014,0	32	Gúdar-Javalambre	2	Leves	1	01	General
2014,0	33	Matarraña / Matarranya	1	Leves	1	01	General
2014,0	NC	Municipio del centro de trabajo fuera de Aragón	14	Leves	1	01	General
2013,0	01	La Jacetania	17	Leves	1	01	General
2013,0	02	Alto Gállego	13	Leves	1	01	General
2013,0	03	Sobrarbe	5	Leves	1	01	General
2013,0	04	La Ribagorza	7	Leves	1	01	General
2013,0	05	Cinco Villas	14	Leves	1	01	General
2013,0	06	Hoya de Huesca / Plana de Uesca	46	Leves	1	01	General
2013,0	07	Somontano de Barbastro	15	Leves	1	01	General
2013,0	08	Cinca Medio	23	Leves	1	01	General
2013,0	09	La Litera / La Llitera	7	Leves	1	01	General
2013,0	10	Los Monegros	13	Leves	1	01	General
2013,0	11	Bajo Cinca / Baix Cinca	20	Leves	1	01	General
2013,0	12	Tarazona y el Moncayo	9	Leves	1	01	General
2013,0	13	Campo de Borja	1	Leves	1	01	General
2013,0	14	Aranda	1	Leves	1	01	General
2013,0	15	Ribera Alta del Ebro	31	Leves	1	01	General
2013,0	16	Valdejalón	18	Leves	1	01	General
2013,0	17	D.C. Zaragoza	1203	Leves	1	01	General
2013,0	17	D.C. Zaragoza	1	Leves	1	05	Trabajadores Autónomos
2013,0	18	Ribera Baja del Ebro	8	Leves	1	01	General
2013,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	Leves	1	01	General
2013,0	20	Comunidad de Calatayud	28	Leves	1	01	General
2013,0	21	Campo de Cariñena	2	Leves	1	01	General
2013,0	22	Campo de Belchite	2	Leves	1	01	General
2013,0	23	Bajo Martín	1	Leves	1	01	General
2013,0	24	Campo de Daroca	4	Leves	1	01	General
2013,0	25	Jiloca	4	Leves	1	01	General
2013,0	26	Cuencas Mineras	4	Leves	1	01	General
2013,0	27	Andorra-Sierra de Arcos	3	Leves	1	01	General
2013,0	28	Bajo Aragón	12	Leves	1	01	General
2013,0	29	Comunidad de Teruel	58	Leves	1	01	General
2013,0	31	Sierra de Albarracín	2	Leves	1	01	General
2013,0	32	Gúdar-Javalambre	4	Leves	1	01	General
2013,0	33	Matarraña / Matarranya	2	Leves	1	01	General
2013,0	NC	Municipio del centro de trabajo fuera de Aragón	11	Leves	1	01	General
2012,0	01	La Jacetania	11	Leves	1	01	General
2012,0	02	Alto Gállego	7	Leves	1	01	General
2012,0	03	Sobrarbe	3	Leves	1	01	General
2012,0	04	La Ribagorza	1	Leves	1	01	General
2012,0	05	Cinco Villas	10	Leves	1	01	General
2012,0	06	Hoya de Huesca / Plana de Uesca	54	Leves	1	01	General
2012,0	07	Somontano de Barbastro	12	Leves	1	01	General
2012,0	08	Cinca Medio	20	Leves	1	01	General
2012,0	09	La Litera / La Llitera	10	Leves	1	01	General
2012,0	10	Los Monegros	8	Leves	1	01	General
2012,0	11	Bajo Cinca / Baix Cinca	15	Leves	1	01	General
2012,0	11	Bajo Cinca / Baix Cinca	1	Leves	1	06	Especial Agrario Cuenta Ajena
2012,0	12	Tarazona y el Moncayo	5	Leves	1	01	General
2012,0	13	Campo de Borja	6	Leves	1	01	General
2012,0	14	Aranda	4	Leves	1	01	General
2012,0	15	Ribera Alta del Ebro	26	Leves	1	01	General
2012,0	16	Valdejalón	20	Leves	1	01	General
2012,0	17	D.C. Zaragoza	1039	Leves	1	01	General
2012,0	17	D.C. Zaragoza	1	Leves	1	05	Trabajadores Autónomos
2012,0	17	D.C. Zaragoza	2	Leves	1	06	Especial Agrario Cuenta Ajena
2012,0	18	Ribera Baja del Ebro	7	Leves	1	01	General
2012,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Leves	1	01	General
2012,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Leves	1	06	Especial Agrario Cuenta Ajena
2012,0	20	Comunidad de Calatayud	16	Leves	1	01	General
2012,0	21	Campo de Cariñena	3	Leves	1	01	General
2012,0	23	Bajo Martín	1	Leves	1	01	General
2012,0	25	Jiloca	3	Leves	1	01	General
2012,0	26	Cuencas Mineras	6	Leves	1	01	General
2012,0	27	Andorra-Sierra de Arcos	4	Leves	1	01	General
2012,0	28	Bajo Aragón	11	Leves	1	01	General
2012,0	29	Comunidad de Teruel	34	Leves	1	01	General
2012,0	31	Sierra de Albarracín	1	Leves	1	01	General
2012,0	32	Gúdar-Javalambre	3	Leves	1	01	General
2012,0	33	Matarraña / Matarranya	3	Leves	1	01	General
2012,0	NC	Municipio del centro de trabajo fuera de Aragón	9	Leves	1	01	General
2011,0	01	La Jacetania	8	Leves	1	01	General
2011,0	02	Alto Gállego	7	Leves	1	01	General
2011,0	03	Sobrarbe	5	Leves	1	01	General
2011,0	04	La Ribagorza	7	Leves	1	01	General
2011,0	05	Cinco Villas	16	Leves	1	01	General
2011,0	06	Hoya de Huesca / Plana de Uesca	53	Leves	1	01	General
2011,0	07	Somontano de Barbastro	13	Leves	1	01	General
2011,0	08	Cinca Medio	12	Leves	1	01	General
2011,0	08	Cinca Medio	3	Leves	1	06	Especial Agrario Cuenta Ajena
2011,0	09	La Litera / La Llitera	9	Leves	1	01	General
2011,0	09	La Litera / La Llitera	2	Leves	1	06	Especial Agrario Cuenta Ajena
2011,0	10	Los Monegros	9	Leves	1	01	General
2011,0	11	Bajo Cinca / Baix Cinca	18	Leves	1	01	General
2011,0	11	Bajo Cinca / Baix Cinca	1	Leves	1	06	Especial Agrario Cuenta Ajena
2011,0	12	Tarazona y el Moncayo	9	Leves	1	01	General
2011,0	13	Campo de Borja	5	Leves	1	01	General
2011,0	15	Ribera Alta del Ebro	45	Leves	1	01	General
2011,0	16	Valdejalón	31	Leves	1	01	General
2011,0	16	Valdejalón	1	Leves	1	06	Especial Agrario Cuenta Ajena
2011,0	17	D.C. Zaragoza	1219	Leves	1	01	General
2011,0	17	D.C. Zaragoza	2	Leves	1	05	Trabajadores Autónomos
2011,0	17	D.C. Zaragoza	2	Leves	1	06	Especial Agrario Cuenta Ajena
2011,0	18	Ribera Baja del Ebro	16	Leves	1	01	General
2011,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Leves	1	01	General
2011,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Leves	1	06	Especial Agrario Cuenta Ajena
2011,0	20	Comunidad de Calatayud	19	Leves	1	01	General
2011,0	21	Campo de Cariñena	9	Leves	1	01	General
2011,0	22	Campo de Belchite	1	Leves	1	01	General
2011,0	23	Bajo Martín	1	Leves	1	01	General
2011,0	24	Campo de Daroca	3	Leves	1	01	General
2011,0	25	Jiloca	1	Leves	1	01	General
2011,0	26	Cuencas Mineras	3	Leves	1	01	General
2011,0	28	Bajo Aragón	14	Leves	1	01	General
2011,0	29	Comunidad de Teruel	37	Leves	1	01	General
2011,0	31	Sierra de Albarracín	3	Leves	1	01	General
2011,0	32	Gúdar-Javalambre	6	Leves	1	01	General
2011,0	32	Gúdar-Javalambre	1	Leves	1	06	Especial Agrario Cuenta Ajena
2011,0	33	Matarraña / Matarranya	1	Leves	1	01	General
2011,0	NC	Municipio del centro de trabajo fuera de Aragón	13	Leves	1	01	General
2010,0	01	La Jacetania	18	Leves	1	01	General
2010,0	02	Alto Gállego	19	Leves	1	01	General
2010,0	03	Sobrarbe	7	Leves	1	01	General
2010,0	04	La Ribagorza	7	Leves	1	01	General
2010,0	05	Cinco Villas	13	Leves	1	01	General
2010,0	06	Hoya de Huesca / Plana de Uesca	68	Leves	1	01	General
2010,0	06	Hoya de Huesca / Plana de Uesca	1	Leves	1	05	Trabajadores Autónomos
2010,0	07	Somontano de Barbastro	19	Leves	1	01	General
2010,0	07	Somontano de Barbastro	2	Leves	1	06	Especial Agrario Cuenta Ajena
2010,0	08	Cinca Medio	15	Leves	1	01	General
2010,0	09	La Litera / La Llitera	13	Leves	1	01	General
2010,0	10	Los Monegros	12	Leves	1	01	General
2010,0	11	Bajo Cinca / Baix Cinca	17	Leves	1	01	General
2010,0	11	Bajo Cinca / Baix Cinca	1	Leves	1	06	Especial Agrario Cuenta Ajena
2010,0	12	Tarazona y el Moncayo	13	Leves	1	01	General
2010,0	13	Campo de Borja	18	Leves	1	01	General
2010,0	13	Campo de Borja	1	Leves	1	06	Especial Agrario Cuenta Ajena
2010,0	14	Aranda	4	Leves	1	01	General
2010,0	15	Ribera Alta del Ebro	90	Leves	1	01	General
2010,0	16	Valdejalón	34	Leves	1	01	General
2010,0	16	Valdejalón	2	Leves	1	06	Especial Agrario Cuenta Ajena
2010,0	17	D.C. Zaragoza	1328	Leves	1	01	General
2010,0	18	Ribera Baja del Ebro	8	Leves	1	01	General
2010,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	Leves	1	01	General
2010,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Leves	1	06	Especial Agrario Cuenta Ajena
2010,0	20	Comunidad de Calatayud	25	Leves	1	01	General
2010,0	21	Campo de Cariñena	7	Leves	1	01	General
2010,0	23	Bajo Martín	4	Leves	1	01	General
2010,0	23	Bajo Martín	1	Leves	1	06	Especial Agrario Cuenta Ajena
2010,0	24	Campo de Daroca	3	Leves	1	01	General
2010,0	25	Jiloca	8	Leves	1	01	General
2010,0	26	Cuencas Mineras	3	Leves	1	01	General
2010,0	27	Andorra-Sierra de Arcos	4	Leves	1	01	General
2010,0	27	Andorra-Sierra de Arcos	1	Leves	1	09	Especial Minería del Carbón
2010,0	28	Bajo Aragón	19	Leves	1	01	General
2010,0	28	Bajo Aragón	1	Leves	1	05	Trabajadores Autónomos
2010,0	29	Comunidad de Teruel	65	Leves	1	01	General
2010,0	30	Maestrazgo	1	Leves	1	01	General
2010,0	31	Sierra de Albarracín	2	Leves	1	01	General
2010,0	32	Gúdar-Javalambre	11	Leves	1	01	General
2010,0	33	Matarraña / Matarranya	3	Leves	1	01	General
2010,0	NC	Municipio del centro de trabajo fuera de Aragón	11	Leves	1	01	General
2009,0	01	La Jacetania	16	Leves	1	01	General
2009,0	02	Alto Gállego	17	Leves	1	01	General
2009,0	03	Sobrarbe	3	Leves	1	01	General
2009,0	04	La Ribagorza	12	Leves	1	01	General
2009,0	05	Cinco Villas	16	Leves	1	01	General
2009,0	05	Cinco Villas	1	Leves	1	06	Especial Agrario Cuenta Ajena
2009,0	06	Hoya de Huesca / Plana de Uesca	72	Leves	1	01	General
2009,0	06	Hoya de Huesca / Plana de Uesca	2	Leves	1	06	Especial Agrario Cuenta Ajena
2009,0	07	Somontano de Barbastro	14	Leves	1	01	General
2009,0	08	Cinca Medio	17	Leves	1	01	General
2009,0	08	Cinca Medio	1	Leves	1	05	Trabajadores Autónomos
2009,0	09	La Litera / La Llitera	16	Leves	1	01	General
2009,0	10	Los Monegros	11	Leves	1	01	General
2009,0	10	Los Monegros	1	Leves	1	06	Especial Agrario Cuenta Ajena
2009,0	11	Bajo Cinca / Baix Cinca	22	Leves	1	01	General
2009,0	12	Tarazona y el Moncayo	11	Leves	1	01	General
2009,0	13	Campo de Borja	7	Leves	1	01	General
2009,0	14	Aranda	3	Leves	1	01	General
2009,0	15	Ribera Alta del Ebro	47	Leves	1	01	General
2009,0	15	Ribera Alta del Ebro	1	Leves	1	06	Especial Agrario Cuenta Ajena
2009,0	16	Valdejalón	28	Leves	1	01	General
2009,0	16	Valdejalón	8	Leves	1	06	Especial Agrario Cuenta Ajena
2009,0	17	D.C. Zaragoza	1314	Leves	1	01	General
2009,0	17	D.C. Zaragoza	2	Leves	1	05	Trabajadores Autónomos
2009,0	17	D.C. Zaragoza	2	Leves	1	06	Especial Agrario Cuenta Ajena
2009,0	18	Ribera Baja del Ebro	8	Leves	1	01	General
2009,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Leves	1	01	General
2009,0	20	Comunidad de Calatayud	20	Leves	1	01	General
2009,0	21	Campo de Cariñena	14	Leves	1	01	General
2009,0	22	Campo de Belchite	2	Leves	1	01	General
2009,0	23	Bajo Martín	6	Leves	1	01	General
2009,0	24	Campo de Daroca	1	Leves	1	01	General
2009,0	25	Jiloca	10	Leves	1	01	General
2009,0	26	Cuencas Mineras	2	Leves	1	01	General
2009,0	27	Andorra-Sierra de Arcos	12	Leves	1	01	General
2009,0	27	Andorra-Sierra de Arcos	1	Leves	1	09	Especial Minería del Carbón
2009,0	28	Bajo Aragón	15	Leves	1	01	General
2009,0	29	Comunidad de Teruel	45	Leves	1	01	General
2009,0	29	Comunidad de Teruel	4	Leves	1	06	Especial Agrario Cuenta Ajena
2009,0	31	Sierra de Albarracín	3	Leves	1	01	General
2009,0	32	Gúdar-Javalambre	1	Leves	1	01	General
2009,0	33	Matarraña / Matarranya	3	Leves	1	01	General
2009,0	NC	Municipio del centro de trabajo fuera de Aragón	12	Leves	1	01	General
2009,0	NC	Municipio del centro de trabajo fuera de Aragón	1	Leves	1	05	Trabajadores Autónomos
2009,0	NC	Municipio del centro de trabajo fuera de Aragón	1	Leves	1	06	Especial Agrario Cuenta Ajena
2019,0	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2	01	General
2019,0	09	La Litera / La Llitera	1	Graves o muy graves	2	01	General
2019,0	13	Campo de Borja	1	Graves o muy graves	2	01	General
2019,0	17	D.C. Zaragoza	10	Graves o muy graves	2	01	General
2019,0	17	D.C. Zaragoza	1	Graves o muy graves	2	05	Trabajadores Autónomos
2019,0	22	Campo de Belchite	1	Graves o muy graves	2	01	General
2019,0	28	Bajo Aragón	1	Graves o muy graves	2	05	Trabajadores Autónomos
2015,0	05	Cinco Villas	1	Graves o muy graves	2	01	General
2015,0	07	Somontano de Barbastro	2	Graves o muy graves	2	01	General
2015,0	09	La Litera / La Llitera	1	Graves o muy graves	2	01	General
2015,0	16	Valdejalón	5	Graves o muy graves	2	01	General
2015,0	17	D.C. Zaragoza	8	Graves o muy graves	2	01	General
2014,0	15	Ribera Alta del Ebro	1	Graves o muy graves	2	01	General
2014,0	17	D.C. Zaragoza	6	Graves o muy graves	2	01	General
2014,0	29	Comunidad de Teruel	1	Graves o muy graves	2	01	General
2013,0	01	La Jacetania	2	Graves o muy graves	2	01	General
2013,0	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2	01	General
2013,0	07	Somontano de Barbastro	1	Graves o muy graves	2	01	General
2013,0	10	Los Monegros	1	Graves o muy graves	2	05	Trabajadores Autónomos
2013,0	16	Valdejalón	1	Graves o muy graves	2	01	General
2013,0	17	D.C. Zaragoza	6	Graves o muy graves	2	01	General
2013,0	20	Comunidad de Calatayud	1	Graves o muy graves	2	01	General
2013,0	NC	Municipio del centro de trabajo fuera de Aragón	2	Graves o muy graves	2	01	General
2012,0	07	Somontano de Barbastro	2	Graves o muy graves	2	01	General
2012,0	17	D.C. Zaragoza	4	Graves o muy graves	2	01	General
2012,0	20	Comunidad de Calatayud	1	Graves o muy graves	2	01	General
2012,0	29	Comunidad de Teruel	1	Graves o muy graves	2	01	General
2011,0	06	Hoya de Huesca / Plana de Uesca	4	Graves o muy graves	2	01	General
2011,0	11	Bajo Cinca / Baix Cinca	3	Graves o muy graves	2	01	General
2011,0	15	Ribera Alta del Ebro	1	Graves o muy graves	2	01	General
2011,0	16	Valdejalón	1	Graves o muy graves	2	06	Especial Agrario Cuenta Ajena
2011,0	17	D.C. Zaragoza	6	Graves o muy graves	2	01	General
2011,0	24	Campo de Daroca	1	Graves o muy graves	2	06	Especial Agrario Cuenta Ajena
2011,0	NC	Municipio del centro de trabajo fuera de Aragón	1	Graves o muy graves	2	01	General
2010,0	01	La Jacetania	2	Graves o muy graves	2	01	General
2010,0	06	Hoya de Huesca / Plana de Uesca	2	Graves o muy graves	2	01	General
2010,0	09	La Litera / La Llitera	2	Graves o muy graves	2	01	General
2010,0	11	Bajo Cinca / Baix Cinca	1	Graves o muy graves	2	01	General
2010,0	11	Bajo Cinca / Baix Cinca	1	Graves o muy graves	2	06	Especial Agrario Cuenta Ajena
2010,0	15	Ribera Alta del Ebro	14	Graves o muy graves	2	01	General
2010,0	17	D.C. Zaragoza	10	Graves o muy graves	2	01	General
2010,0	24	Campo de Daroca	1	Graves o muy graves	2	01	General
2010,0	25	Jiloca	1	Graves o muy graves	2	01	General
2010,0	28	Bajo Aragón	1	Graves o muy graves	2	01	General
2010,0	29	Comunidad de Teruel	1	Graves o muy graves	2	01	General
2010,0	NC	Municipio del centro de trabajo fuera de Aragón	1	Graves o muy graves	2	01	General
2009,0	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2	01	General
2009,0	10	Los Monegros	1	Graves o muy graves	2	01	General
2009,0	15	Ribera Alta del Ebro	1	Graves o muy graves	2	01	General
2009,0	17	D.C. Zaragoza	8	Graves o muy graves	2	01	General
2009,0	20	Comunidad de Calatayud	1	Graves o muy graves	2	01	General
2009,0	23	Bajo Martín	1	Graves o muy graves	2	01	General
2009,0	25	Jiloca	1	Graves o muy graves	2	01	General
2009,0	29	Comunidad de Teruel	2	Graves o muy graves	2	01	General
2009,0	31	Sierra de Albarracín	1	Graves o muy graves	2	01	General
2009,0	33	Matarraña / Matarranya	1	Graves o muy graves	2	01	General
2019,0	07	Somontano de Barbastro	1	Mortales	3	05	Trabajadores Autónomos
2019,0	17	D.C. Zaragoza	1	Mortales	3	01	General
2019,0	21	Campo de Cariñena	1	Mortales	3	01	General
2015,0	15	Ribera Alta del Ebro	1	Mortales	3	01	General
2014,0	02	Alto Gállego	1	Mortales	3	01	General
2014,0	08	Cinca Medio	1	Mortales	3	01	General
2014,0	29	Comunidad de Teruel	1	Mortales	3	01	General
2013,0	06	Hoya de Huesca / Plana de Uesca	1	Mortales	3	01	General
2013,0	17	D.C. Zaragoza	2	Mortales	3	01	General
2013,0	NC	Municipio del centro de trabajo fuera de Aragón	1	Mortales	3	01	General
2011,0	15	Ribera Alta del Ebro	2	Mortales	3	01	General
2011,0	17	D.C. Zaragoza	1	Mortales	3	01	General
2011,0	33	Matarraña / Matarranya	1	Mortales	3	01	General
2010,0	10	Los Monegros	1	Mortales	3	06	Especial Agrario Cuenta Ajena
2010,0	15	Ribera Alta del Ebro	1	Mortales	3	01	General
2010,0	17	D.C. Zaragoza	3	Mortales	3	01	General
2010,0	NC	Municipio del centro de trabajo fuera de Aragón	1	Mortales	3	01	General
2009,0	10	Los Monegros	1	Mortales	3	06	Especial Agrario Cuenta Ajena
2009,0	11	Bajo Cinca / Baix Cinca	1	Mortales	3	01	General
2009,0	16	Valdejalón	1	Mortales	3	01	General
2009,0	17	D.C. Zaragoza	3	Mortales	3	01	General
2009,0	23	Bajo Martín	1	Mortales	3	01	General
