Municipio código	Municipio nombre	Año	Población	Censo electoral	Participación	Abstención	Votos nulos	Votos blancos	Votos a candidaturas	% Participación
22004	Agüero	2019	130,0	123,0	83,0	40,0	0,0	0,0	83,0	67,479674796748
22006	Aísa	2008	408,0	339,0	222,0	117,0	4,0	3,0	215,0	65,4867256637168
22006	Aísa	2011	362,0	319,0	203,0	116,0	6,0	5,0	192,0	63,6363636363636
22006	Aísa	2015	363,0	298,0	217,0	81,0	2,0	1,0	214,0	72,8187919463087
22006	Aísa	2016	358,0	298,0	206,0	92,0	0,0	5,0	201,0	69,1275167785235
22006	Aísa	2019	321,0	268,0	167,0	101,0	3,0	4,0	160,0	62,3134328358209
22007	Albalate de Cinca	2008	1131,0	874,0	692,0	182,0	1,0	5,0	686,0	79,1762013729977
22007	Albalate de Cinca	2011	1237,0	863,0	636,0	227,0	15,0	8,0	613,0	73,6964078794901
22007	Albalate de Cinca	2015	1201,0	797,0	607,0	190,0	4,0	13,0	590,0	76,1606022584693
22007	Albalate de Cinca	2016	1151,0	792,0	581,0	211,0	0,0	8,0	573,0	73,3585858585858
22007	Albalate de Cinca	2019	1102,0	751,0	527,0	224,0	7,0	1,0	519,0	70,1731025299601
22008	Albalatillo	2008	265,0	207,0	172,0	35,0	0,0	6,0	166,0	83,0917874396135
22008	Albalatillo	2011	243,0	194,0	168,0	26,0	1,0	11,0	156,0	86,5979381443299
22008	Albalatillo	2015	207,0	173,0	138,0	35,0	0,0	3,0	135,0	79,7687861271676
22008	Albalatillo	2016	205,0	173,0	137,0	36,0	4,0	3,0	130,0	79,1907514450867
22008	Albalatillo	2019	181,0	144,0	113,0	31,0	1,0	2,0	110,0	78,4722222222222
22009	Albelda	2008	875,0	751,0	544,0	207,0	2,0	11,0	531,0	72,4367509986684
22009	Albelda	2011	847,0	704,0	488,0	216,0	15,0	15,0	458,0	69,3181818181818
22009	Albelda	2015	762,0	619,0	463,0	156,0	2,0	5,0	456,0	74,7980613893376
22009	Albelda	2016	750,0	617,0	444,0	173,0	3,0	6,0	435,0	71,9611021069692
22009	Albelda	2019	721,0	581,0	387,0	194,0	1,0	7,0	379,0	66,6092943201377
22011	Albero Alto	2008	120,0	96,0	74,0	22,0	0,0	1,0	73,0	77,0833333333333
22011	Albero Alto	2011	132,0	102,0	78,0	24,0	0,0	3,0	75,0	76,4705882352941
22011	Albero Alto	2015	125,0	89,0	70,0	19,0	0,0	1,0	69,0	78,6516853932584
22011	Albero Alto	2016	124,0	88,0	71,0	17,0	2,0	0,0	69,0	80,6818181818182
22011	Albero Alto	2019	105,0	98,0	80,0	18,0	1,0	0,0	79,0	81,6326530612245
22012	Albero Bajo	2008	107,0	101,0	85,0	16,0	0,0	1,0	84,0	84,1584158415841
22012	Albero Bajo	2011	96,0	93,0	74,0	19,0	0,0	5,0	69,0	79,5698924731183
22012	Albero Bajo	2015	122,0	111,0	85,0	26,0	2,0	1,0	82,0	76,5765765765766
22012	Albero Bajo	2016	138,0	111,0	87,0	24,0	1,0	3,0	83,0	78,3783783783784
22012	Albero Bajo	2019	141,0	102,0	75,0	27,0	0,0	2,0	73,0	73,5294117647059
22013	Alberuela de Tubo	2008	353,0	322,0	272,0	50,0	1,0	2,0	269,0	84,472049689441
22013	Alberuela de Tubo	2011	355,0	304,0	239,0	65,0	3,0	3,0	233,0	78,6184210526316
22013	Alberuela de Tubo	2015	327,0	295,0	235,0	60,0	2,0	2,0	231,0	79,6610169491525
22013	Alberuela de Tubo	2016	314,0	288,0	216,0	72,0	6,0	3,0	207,0	75,0
22013	Alberuela de Tubo	2019	309,0	271,0	200,0	71,0	3,0	3,0	194,0	73,8007380073801
22014	Alcalá de Gurrea	2008	276,0	267,0	224,0	43,0	3,0	1,0	220,0	83,8951310861423
22014	Alcalá de Gurrea	2011	278,0	265,0	192,0	73,0	1,0	1,0	190,0	72,4528301886792
22014	Alcalá de Gurrea	2015	277,0	245,0	184,0	61,0	1,0	2,0	181,0	75,1020408163265
22014	Alcalá de Gurrea	2016	273,0	243,0	192,0	51,0	4,0	3,0	185,0	79,0123456790123
22014	Alcalá de Gurrea	2019	246,0	227,0	164,0	63,0	2,0	5,0	157,0	72,2466960352423
22015	Alcalá del Obispo	2008	367,0	341,0	267,0	74,0	3,0	4,0	260,0	78,2991202346041
22015	Alcalá del Obispo	2011	491,0	336,0	237,0	99,0	2,0	11,0	224,0	70,5357142857143
22015	Alcalá del Obispo	2015	349,0	324,0	238,0	86,0	2,0	3,0	233,0	73,4567901234568
22015	Alcalá del Obispo	2016	342,0	319,0	234,0	85,0	6,0	3,0	225,0	73,3542319749216
22015	Alcalá del Obispo	2019	325,0	299,0	218,0	81,0	3,0	1,0	214,0	72,9096989966555
22016	Alcampell	2008	821,0	709,0	534,0	175,0	0,0	12,0	522,0	75,3173483779972
22016	Alcampell	2011	782,0	654,0	476,0	178,0	12,0	10,0	454,0	72,782874617737
22016	Alcampell	2015	707,0	613,0	447,0	166,0	3,0	8,0	436,0	72,9200652528548
22016	Alcampell	2016	697,0	601,0	413,0	188,0	2,0	6,0	405,0	68,7188019966722
22016	Alcampell	2019	652,0	558,0	384,0	174,0	2,0	5,0	377,0	68,8172043010753
22017	Alcolea de Cinca	2008	1168,0	940,0	741,0	199,0	9,0	6,0	726,0	78,8297872340425
22017	Alcolea de Cinca	2011	1164,0	917,0	677,0	240,0	16,0	8,0	653,0	73,8276990185387
22017	Alcolea de Cinca	2015	1136,0	864,0	658,0	206,0	7,0	7,0	644,0	76,1574074074074
22017	Alcolea de Cinca	2016	1125,0	866,0	650,0	216,0	8,0	5,0	637,0	75,0577367205543
22017	Alcolea de Cinca	2019	1160,0	826,0	613,0	213,0	5,0	2,0	606,0	74,2130750605327
22018	Alcubierre	2008	446,0	380,0	318,0	62,0	0,0	5,0	313,0	83,6842105263158
22018	Alcubierre	2011	433,0	357,0	272,0	85,0	1,0	4,0	267,0	76,1904761904762
22018	Alcubierre	2015	401,0	332,0	243,0	89,0	1,0	3,0	239,0	73,1927710843373
22018	Alcubierre	2016	399,0	327,0	245,0	82,0	1,0	3,0	241,0	74,9235474006116
22018	Alcubierre	2019	363,0	303,0	216,0	87,0	1,0	3,0	212,0	71,2871287128713
22019	Alerre	2008	224,0	188,0	161,0	27,0	0,0	3,0	158,0	85,6382978723404
22019	Alerre	2011	223,0	190,0	141,0	49,0	3,0	4,0	134,0	74,2105263157895
22019	Alerre	2015	213,0	180,0	156,0	24,0	1,0	0,0	155,0	86,6666666666667
22019	Alerre	2016	209,0	180,0	151,0	29,0	1,0	2,0	148,0	83,8888888888889
22019	Alerre	2019	201,0	176,0	128,0	48,0	2,0	1,0	125,0	72,7272727272727
22020	Alfántega	2008	120,0	96,0	80,0	16,0	2,0	2,0	76,0	83,3333333333333
22020	Alfántega	2011	125,0	110,0	81,0	29,0	2,0	3,0	76,0	73,6363636363636
22020	Alfántega	2015	136,0	114,0	90,0	24,0	0,0	2,0	88,0	78,9473684210526
22020	Alfántega	2016	128,0	115,0	86,0	29,0	0,0	1,0	85,0	74,7826086956522
22020	Alfántega	2019	127,0	115,0	83,0	32,0	3,0	3,0	77,0	72,1739130434783
22021	Almudévar	2008	2389,0	2029,0	1631,0	398,0	6,0	14,0	1611,0	80,3844258255298
22021	Almudévar	2011	2554,0	2080,0	1524,0	556,0	19,0	31,0	1474,0	73,2692307692308
22021	Almudévar	2015	2519,0	1970,0	1485,0	485,0	16,0	14,0	1455,0	75,3807106598985
22021	Almudévar	2016	2501,0	1971,0	1414,0	557,0	16,0	17,0	1381,0	71,740233384069
22021	Almudévar	2019	2394,0	1884,0	1331,0	553,0	12,0	26,0	1293,0	70,6475583864119
22022	Almunia de San Juan	2008	658,0	582,0	465,0	117,0	3,0	13,0	449,0	79,8969072164948
22022	Almunia de San Juan	2011	664,0	582,0	448,0	134,0	10,0	12,0	426,0	76,9759450171821
22022	Almunia de San Juan	2015	681,0	558,0	432,0	126,0	4,0	2,0	426,0	77,4193548387097
22022	Almunia de San Juan	2016	679,0	552,0	414,0	138,0	6,0	6,0	402,0	75,0
22022	Almunia de San Juan	2019	654,0	542,0	405,0	137,0	2,0	2,0	401,0	74,7232472324723
22023	Almuniente	2008	567,0	501,0	424,0	77,0	3,0	6,0	415,0	84,6307385229541
22023	Almuniente	2011	559,0	474,0	382,0	92,0	2,0	4,0	376,0	80,5907172995781
22023	Almuniente	2015	528,0	430,0	329,0	101,0	0,0	2,0	327,0	76,5116279069767
22023	Almuniente	2016	522,0	421,0	313,0	108,0	4,0	6,0	303,0	74,3467933491686
22023	Almuniente	2019	471,0	385,0	293,0	92,0	10,0	2,0	281,0	76,1038961038961
22024	Alquézar	2008	312,0	246,0	186,0	60,0	0,0	1,0	185,0	75,609756097561
22024	Alquézar	2011	313,0	222,0	144,0	78,0	5,0	3,0	136,0	64,8648648648649
22024	Alquézar	2015	297,0	225,0	174,0	51,0	1,0	0,0	173,0	77,3333333333333
22024	Alquézar	2016	297,0	226,0	174,0	52,0	3,0	3,0	168,0	76,9911504424779
22024	Alquézar	2019	296,0	220,0	159,0	61,0	1,0	1,0	157,0	72,2727272727273
22025	Altorricón	2008	1457,0	1124,0	845,0	279,0	12,0	15,0	818,0	75,1779359430605
22025	Altorricón	2011	1506,0	1104,0	790,0	314,0	23,0	27,0	740,0	71,5579710144928
22025	Altorricón	2015	1477,0	1071,0	726,0	345,0	14,0	13,0	699,0	67,7871148459384
22025	Altorricón	2016	1469,0	1071,0	676,0	395,0	7,0	18,0	651,0	63,1185807656396
22025	Altorricón	2019	1409,0	1022,0	705,0	317,0	11,0	14,0	680,0	68,9823874755382
22027	Angüés	2008	422,0	360,0	274,0	86,0	2,0	3,0	269,0	76,1111111111111
22027	Angüés	2011	429,0	351,0	251,0	100,0	1,0	8,0	242,0	71,5099715099715
22027	Angüés	2015	404,0	325,0	218,0	107,0	4,0	0,0	214,0	67,0769230769231
22027	Angüés	2016	391,0	329,0	220,0	109,0	2,0	0,0	218,0	66,8693009118541
22027	Angüés	2019	367,0	311,0	210,0	101,0	1,0	1,0	208,0	67,524115755627
22028	Ansó	2008	500,0	448,0	365,0	83,0	6,0	5,0	354,0	81,4732142857143
22028	Ansó	2011	491,0	424,0	311,0	113,0	1,0	3,0	307,0	73,3490566037736
22028	Ansó	2015	436,0	379,0	297,0	82,0	4,0	1,0	292,0	78,3641160949868
22028	Ansó	2016	426,0	371,0	282,0	89,0	2,0	3,0	277,0	76,010781671159
22028	Ansó	2019	431,0	358,0	237,0	121,0	4,0	1,0	232,0	66,2011173184358
22029	Antillón	2008	164,0	143,0	120,0	23,0	0,0	3,0	117,0	83,9160839160839
22029	Antillón	2011	150,0	130,0	99,0	31,0	1,0	6,0	92,0	76,1538461538462
22029	Antillón	2015	153,0	127,0	101,0	26,0	1,0	2,0	98,0	79,5275590551181
22029	Antillón	2016	159,0	127,0	100,0	27,0	0,0	0,0	100,0	78,740157480315
22029	Antillón	2019	149,0	118,0	85,0	33,0	2,0	1,0	82,0	72,0338983050847
22032	Aragüés del Puerto	2008	136,0	131,0	95,0	36,0	0,0	0,0	95,0	72,5190839694656
22032	Aragüés del Puerto	2011	128,0	120,0	78,0	42,0	5,0	5,0	68,0	65,0
22032	Aragüés del Puerto	2015	123,0	107,0	74,0	33,0	3,0	0,0	71,0	69,1588785046729
22032	Aragüés del Puerto	2016	119,0	110,0	76,0	34,0	2,0	0,0	74,0	69,0909090909091
22032	Aragüés del Puerto	2019	116,0	102,0	69,0	33,0	1,0	1,0	67,0	67,6470588235294
22035	Arén	2008	322,0	274,0	199,0	75,0	1,0	4,0	194,0	72,6277372262774
22035	Arén	2011	363,0	261,0	179,0	82,0	3,0	3,0	173,0	68,5823754789272
22035	Arén	2015	314,0	244,0	171,0	73,0	3,0	3,0	165,0	70,0819672131147
22035	Arén	2016	328,0	234,0	165,0	69,0	6,0	3,0	156,0	70,5128205128205
22035	Arén	2019	318,0	225,0	153,0	72,0	1,0	1,0	151,0	68,0
22036	Argavieso	2008	135,0	113,0	103,0	10,0	0,0	1,0	102,0	91,1504424778761
22036	Argavieso	2011	119,0	101,0	82,0	19,0	0,0	1,0	81,0	81,1881188118812
22036	Argavieso	2015	107,0	91,0	82,0	9,0	0,0	0,0	82,0	90,1098901098901
22036	Argavieso	2016	105,0	92,0	77,0	15,0	0,0	0,0	77,0	83,695652173913
22036	Argavieso	2019	96,0	84,0	71,0	13,0	0,0	1,0	70,0	84,5238095238095
22037	Arguis	2008	97,0	97,0	80,0	17,0	0,0	1,0	79,0	82,4742268041237
22037	Arguis	2011	118,0	115,0	87,0	28,0	8,0	0,0	79,0	75,6521739130435
22037	Arguis	2015	125,0	116,0	95,0	21,0	1,0	1,0	93,0	81,8965517241379
22037	Arguis	2016	126,0	115,0	86,0	29,0	0,0	0,0	86,0	74,7826086956522
22037	Arguis	2019	129,0	112,0	87,0	25,0	0,0	2,0	85,0	77,6785714285714
22039	Ayerbe	2008	1111,0	933,0	750,0	183,0	3,0	9,0	738,0	80,3858520900322
22039	Ayerbe	2011	1119,0	920,0	721,0	199,0	11,0	12,0	698,0	78,3695652173913
22039	Ayerbe	2015	1097,0	869,0	683,0	186,0	1,0	5,0	677,0	78,5960874568469
22039	Ayerbe	2016	1116,0	863,0	671,0	192,0	4,0	4,0	663,0	77,7520278099652
22039	Ayerbe	2019	1041,0	813,0	635,0	178,0	1,0	4,0	630,0	78,1057810578106
22040	Azanuy-Alins	2008	178,0	162,0	141,0	21,0	1,0	2,0	138,0	87,037037037037
22040	Azanuy-Alins	2011	174,0	155,0	129,0	26,0	2,0	3,0	124,0	83,2258064516129
22040	Azanuy-Alins	2015	184,0	148,0	123,0	25,0	2,0	2,0	119,0	83,1081081081081
22040	Azanuy-Alins	2016	173,0	144,0	117,0	27,0	2,0	1,0	114,0	81,25
22040	Azanuy-Alins	2019	176,0	149,0	119,0	30,0	0,0	3,0	116,0	79,8657718120805
22041	Azara	2008	193,0	172,0	148,0	24,0	0,0	2,0	146,0	86,046511627907
22041	Azara	2011	200,0	175,0	138,0	37,0	0,0	1,0	137,0	78,8571428571429
22041	Azara	2015	193,0	163,0	127,0	36,0	1,0	4,0	122,0	77,9141104294479
22041	Azara	2016	189,0	163,0	134,0	29,0	0,0	1,0	133,0	82,2085889570552
22041	Azara	2019	174,0	145,0	116,0	29,0	0,0	2,0	114,0	80,0
22042	Azlor	2008	142,0	127,0	102,0	25,0	2,0	1,0	99,0	80,3149606299213
22042	Azlor	2011	135,0	115,0	93,0	22,0	2,0	1,0	90,0	80,8695652173913
22042	Azlor	2015	137,0	118,0	102,0	16,0	2,0	1,0	99,0	86,4406779661017
22042	Azlor	2016	141,0	117,0	95,0	22,0	3,0	0,0	92,0	81,1965811965812
22042	Azlor	2019	153,0	116,0	91,0	25,0	2,0	1,0	88,0	78,448275862069
22043	Baells	2008	129,0	114,0	75,0	39,0	2,0	2,0	71,0	65,7894736842105
22043	Baells	2011	120,0	112,0	72,0	40,0	1,0	2,0	69,0	64,2857142857143
22043	Baells	2015	113,0	94,0	71,0	23,0	1,0	0,0	70,0	75,531914893617
22043	Baells	2016	106,0	93,0	66,0	27,0	1,0	0,0	65,0	70,9677419354839
22043	Baells	2019	104,0	93,0	53,0	40,0	0,0	0,0	53,0	56,9892473118279
22044	Bailo	2008	229,0	261,0	195,0	66,0	2,0	0,0	193,0	74,7126436781609
22044	Bailo	2011	296,0	278,0	195,0	83,0	4,0	7,0	184,0	70,1438848920863
22044	Bailo	2015	290,0	254,0	191,0	63,0	3,0	3,0	185,0	75,1968503937008
22044	Bailo	2016	288,0	252,0	198,0	54,0	1,0	0,0	197,0	78,5714285714286
22044	Bailo	2019	279,0	234,0	166,0	68,0	2,0	1,0	163,0	70,9401709401709
22045	Baldellou	2008	117,0	107,0	90,0	17,0	3,0	2,0	85,0	84,1121495327103
22045	Baldellou	2011	117,0	104,0	83,0	21,0	3,0	2,0	78,0	79,8076923076923
22045	Baldellou	2015	98,0	89,0	66,0	23,0	0,0	0,0	66,0	74,1573033707865
22045	Baldellou	2016	102,0	82,0	65,0	17,0	1,0	1,0	63,0	79,2682926829268
22045	Baldellou	2019	77,0	65,0	52,0	13,0	0,0	0,0	52,0	80,0
22046	Ballobar	2008	997,0	830,0	678,0	152,0	6,0	3,0	669,0	81,6867469879518
22046	Ballobar	2011	981,0	784,0	618,0	166,0	19,0	15,0	584,0	78,8265306122449
22046	Ballobar	2015	866,0	740,0	578,0	162,0	8,0	6,0	564,0	78,1081081081081
22046	Ballobar	2016	838,0	728,0	566,0	162,0	5,0	5,0	556,0	77,7472527472527
22046	Ballobar	2019	823,0	713,0	555,0	158,0	6,0	9,0	540,0	77,8401122019635
22047	Banastás	2008	249,0	204,0	183,0	21,0	0,0	3,0	180,0	89,7058823529412
22047	Banastás	2011	270,0	228,0	200,0	28,0	0,0	5,0	195,0	87,719298245614
22047	Banastás	2015	303,0	247,0	213,0	34,0	1,0	2,0	210,0	86,2348178137652
22047	Banastás	2016	305,0	243,0	205,0	38,0	2,0	2,0	201,0	84,3621399176955
22047	Banastás	2019	292,0	248,0	202,0	46,0	1,0	1,0	200,0	81,4516129032258
22048	Barbastro	2008	16025,0	12171,0	9433,0	2738,0	70,0	113,0	9250,0	77,5039027195793
22048	Barbastro	2011	17080,0	12485,0	9146,0	3339,0	118,0	237,0	8791,0	73,2559070885062
22048	Barbastro	2015	17109,0	12633,0	9242,0	3391,0	74,0	90,0	9078,0	73,1576031029842
22048	Barbastro	2016	17020,0	12598,0	8790,0	3808,0	59,0	88,0	8643,0	69,7729798380695
22048	Barbastro	2019	16944,0	12635,0	8889,0	3746,0	82,0	98,0	8709,0	70,3521962801741
22049	Barbués	2008	110,0	99,0	91,0	8,0	2,0	0,0	89,0	91,9191919191919
22049	Barbués	2011	98,0	88,0	70,0	18,0	1,0	5,0	64,0	79,5454545454545
22049	Barbués	2015	92,0	78,0	61,0	17,0	0,0	1,0	60,0	78,2051282051282
22049	Barbués	2016	87,0	78,0	64,0	14,0	0,0	0,0	64,0	82,051282051282
22049	Barbués	2019	77,0	73,0	62,0	11,0	0,0	0,0	62,0	84,9315068493151
22050	Barbuñales	2008	107,0	94,0	80,0	14,0	0,0	1,0	79,0	85,1063829787234
22050	Barbuñales	2011	109,0	100,0	84,0	16,0	1,0	0,0	83,0	84,0
22050	Barbuñales	2015	100,0	89,0	78,0	11,0	0,0	0,0	78,0	87,6404494382022
22050	Barbuñales	2016	99,0	88,0	77,0	11,0	0,0	0,0	77,0	87,5
22050	Barbuñales	2019	95,0	93,0	77,0	16,0	0,0	0,0	77,0	82,7956989247312
22051	Bárcabo	2008	123,0	111,0	95,0	16,0	1,0	1,0	93,0	85,5855855855856
22051	Bárcabo	2011	129,0	108,0	86,0	22,0	2,0	2,0	82,0	79,6296296296296
22051	Bárcabo	2015	117,0	101,0	84,0	17,0	0,0	1,0	83,0	83,1683168316832
22051	Bárcabo	2016	117,0	100,0	81,0	19,0	0,0	0,0	81,0	81,0
22051	Bárcabo	2019	105,0	90,0	72,0	18,0	0,0	2,0	70,0	80,0
22052	Belver de Cinca	2008	1319,0	1054,0	876,0	178,0	2,0	10,0	864,0	83,111954459203
22052	Belver de Cinca	2011	1362,0	997,0	776,0	221,0	7,0	15,0	754,0	77,8335005015045
22052	Belver de Cinca	2015	1346,0	942,0	743,0	199,0	2,0	9,0	732,0	78,8747346072187
22052	Belver de Cinca	2016	1312,0	925,0	712,0	213,0	2,0	8,0	702,0	76,972972972973
22052	Belver de Cinca	2019	1292,0	874,0	660,0	214,0	8,0	7,0	645,0	75,5148741418764
22053	Benabarre	2008	1167,0	896,0	634,0	262,0	3,0	9,0	622,0	70,7589285714286
22053	Benabarre	2011	1177,0	867,0	567,0	300,0	13,0	13,0	541,0	65,3979238754325
22053	Benabarre	2015	1153,0	787,0	541,0	246,0	6,0	12,0	523,0	68,7420584498094
22053	Benabarre	2016	1127,0	789,0	520,0	269,0	7,0	9,0	504,0	65,9062103929024
22053	Benabarre	2019	1107,0	783,0	494,0	289,0	2,0	6,0	486,0	63,0906768837803
22054	Benasque	2008	2080,0	1577,0	1014,0	563,0	12,0	22,0	980,0	64,2993024730501
22054	Benasque	2011	2219,0	1602,0	1040,0	562,0	58,0	42,0	940,0	64,9188514357054
22054	Benasque	2015	2149,0	1542,0	1126,0	416,0	20,0	20,0	1086,0	73,0220492866407
22054	Benasque	2016	2090,0	1542,0	1091,0	451,0	14,0	13,0	1064,0	70,7522697795071
22054	Benasque	2019	2157,0	1614,0	1029,0	585,0	20,0	19,0	990,0	63,7546468401487
22055	Berbegal	2008	481,0	367,0	314,0	53,0	2,0	5,0	307,0	85,558583106267
22055	Berbegal	2011	441,0	347,0	291,0	56,0	2,0	5,0	284,0	83,8616714697406
22055	Berbegal	2015	391,0	325,0	252,0	73,0	7,0	5,0	240,0	77,5384615384615
22055	Berbegal	2016	378,0	320,0	243,0	77,0	5,0	2,0	236,0	75,9375
22055	Berbegal	2019	345,0	305,0	242,0	63,0	7,0	2,0	233,0	79,344262295082
22057	Bielsa	2008	524,0	396,0	311,0	85,0	0,0	4,0	307,0	78,5353535353535
22057	Bielsa	2011	511,0	377,0	283,0	94,0	5,0	3,0	275,0	75,0663129973475
22057	Bielsa	2015	496,0	364,0	260,0	104,0	1,0	1,0	258,0	71,4285714285714
22057	Bielsa	2016	488,0	370,0	271,0	99,0	1,0	3,0	267,0	73,2432432432432
22057	Bielsa	2019	476,0	364,0	253,0	111,0	5,0	4,0	244,0	69,5054945054945
22058	Bierge	2008	235,0	197,0	153,0	44,0	5,0	6,0	142,0	77,6649746192893
22058	Bierge	2011	258,0	194,0	138,0	56,0	1,0	5,0	132,0	71,1340206185567
22058	Bierge	2015	242,0	190,0	152,0	38,0	1,0	2,0	149,0	80,0
22058	Bierge	2016	244,0	194,0	164,0	30,0	2,0	1,0	161,0	84,5360824742268
22058	Bierge	2019	231,0	193,0	141,0	52,0	0,0	0,0	141,0	73,0569948186528
22059	Biescas	2008	1549,0	1193,0	900,0	293,0	3,0	12,0	885,0	75,4400670578374
22059	Biescas	2011	1634,0	1149,0	792,0	357,0	28,0	23,0	741,0	68,9295039164491
22059	Biescas	2015	1535,0	1137,0	841,0	296,0	11,0	7,0	823,0	73,9665787159191
22059	Biescas	2016	1487,0	1149,0	807,0	342,0	7,0	3,0	797,0	70,2349869451697
22059	Biescas	2019	1479,0	1135,0	765,0	370,0	13,0	2,0	750,0	67,4008810572687
22060	Binaced	2008	1530,0	1239,0	1022,0	217,0	6,0	9,0	1007,0	82,4858757062147
22060	Binaced	2011	1494,0	1180,0	909,0	271,0	18,0	13,0	878,0	77,0338983050847
22060	Binaced	2015	1539,0	1165,0	886,0	279,0	6,0	3,0	877,0	76,0515021459227
22060	Binaced	2016	1507,0	1164,0	858,0	306,0	8,0	3,0	847,0	73,7113402061856
22060	Binaced	2019	1555,0	1167,0	817,0	350,0	9,0	14,0	794,0	70,0085689802913
22061	Binéfar	2008	9048,0	6612,0	4998,0	1614,0	35,0	59,0	4904,0	75,589836660617
22061	Binéfar	2011	9407,0	6611,0	4789,0	1822,0	91,0	110,0	4588,0	72,439872939041
22061	Binéfar	2015	9461,0	6685,0	4811,0	1874,0	56,0	38,0	4717,0	71,9670905011219
22061	Binéfar	2016	9439,0	6630,0	4555,0	2075,0	29,0	40,0	4486,0	68,7028657616893
22061	Binéfar	2019	9435,0	6567,0	4446,0	2121,0	36,0	48,0	4362,0	67,702147099132
22062	Bisaurri	2008	239,0	210,0	147,0	63,0	0,0	4,0	143,0	70,0
22062	Bisaurri	2011	208,0	189,0	126,0	63,0	1,0	2,0	123,0	66,6666666666667
22062	Bisaurri	2015	179,0	162,0	113,0	49,0	0,0	3,0	110,0	69,7530864197531
22062	Bisaurri	2016	176,0	167,0	116,0	51,0	0,0	1,0	115,0	69,4610778443114
22062	Bisaurri	2019	181,0	154,0	107,0	47,0	0,0	1,0	106,0	69,4805194805195
22063	Biscarrués	2008	221,0	189,0	155,0	34,0	2,0	0,0	153,0	82,010582010582
22063	Biscarrués	2011	228,0	184,0	142,0	42,0	2,0	2,0	138,0	77,1739130434783
22063	Biscarrués	2015	209,0	175,0	140,0	35,0	0,0	2,0	138,0	80,0
22063	Biscarrués	2016	202,0	169,0	133,0	36,0	4,0	1,0	128,0	78,698224852071
22063	Biscarrués	2019	189,0	161,0	128,0	33,0	2,0	0,0	126,0	79,5031055900621
22064	Blecua y Torres	2008	201,0	173,0	139,0	34,0	1,0	0,0	138,0	80,3468208092485
22064	Blecua y Torres	2011	208,0	184,0	139,0	45,0	2,0	3,0	134,0	75,5434782608696
22064	Blecua y Torres	2015	202,0	165,0	115,0	50,0	0,0	1,0	114,0	69,6969696969697
22064	Blecua y Torres	2016	200,0	166,0	122,0	44,0	1,0	1,0	120,0	73,4939759036144
22064	Blecua y Torres	2019	183,0	155,0	100,0	55,0	0,0	2,0	98,0	64,5161290322581
22066	Boltaña	2008	977,0	723,0	541,0	182,0	1,0	6,0	534,0	74,8271092669433
22066	Boltaña	2011	1051,0	699,0	479,0	220,0	15,0	8,0	456,0	68,5264663805436
22066	Boltaña	2015	1041,0	707,0	512,0	195,0	4,0	8,0	500,0	72,4186704384724
22066	Boltaña	2016	981,0	702,0	502,0	200,0	4,0	7,0	491,0	71,5099715099715
22066	Boltaña	2019	986,0	755,0	529,0	226,0	9,0	8,0	512,0	70,0662251655629
22067	Bonansa	2008	97,0	70,0	53,0	17,0	2,0	1,0	50,0	75,7142857142857
22067	Bonansa	2011	102,0	82,0	54,0	28,0	5,0	3,0	46,0	65,8536585365854
22067	Bonansa	2015	84,0	65,0	45,0	20,0	0,0	1,0	44,0	69,2307692307692
22067	Bonansa	2016	81,0	65,0	50,0	15,0	0,0	1,0	49,0	76,9230769230769
