Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C1+C2+D)	(A) FRUTALES. Total	Manzano	Peral	Membrillero	Albaricoquero	Cerezo y Guindo	Melocotonero	Ciruelo	Higuera	Palmera datilera	Azufaifo y otros	Almendro	Nogal	Avellano	Nectarina	Otros frutales	(B) VIÑEDO. Total	Viñedo de uva de mesa	Viñedo de uva de vino	Viñedo de uva para pasas	(C1) OLIVAR. Total	Olivar de aceituna de mesa y para aceite	(C2) OTROS CULTIVOS LEÑOSOS. Total	(D) VIVEROS. Total
22075	Camporrells	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22075	Camporrells	2017	Secano	31,0	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	13,0	13,0	4,0	0,0
22076	Canal de Berdún	2017	Regadío	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22076	Canal de Berdún	2017	Secano	109,0	21,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	21,0	0,0	0,0	0,0	0,0	5,0	0,0	5,0	0,0	0,0	0,0	83,0	0,0
22077	Candasnos	2017	Regadío	337,0	328,0	0,0	0,0	0,0	9,0	22,0	138,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	151,0	0,0	0,0	0,0	0,0	0,0	9,0	9,0	0,0	0,0
22077	Candasnos	2017	Secano	14,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,0	10,0	0,0	0,0
22078	Canfranc	2017	Regadío											0,0														
22078	Canfranc	2017	Secano											0,0														
22079	Capdesaso	2017	Regadío	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	1,0	1,0	0,0	0,0
22079	Capdesaso	2017	Secano	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0
22080	Capella	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22080	Capella	2017	Secano	122,0	28,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	28,0	0,0	0,0	0,0	0,0	13,0	0,0	13,0	0,0	26,0	26,0	55,0	0,0
22081	Casbas de Huesca	2017	Regadío	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	1,0	1,0	0,0	0,0
22081	Casbas de Huesca	2017	Secano	255,0	112,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	111,0	1,0	0,0	0,0	0,0	28,0	0,0	28,0	0,0	95,0	95,0	20,0	0,0
22082	Castejón del Puente	2017	Regadío	5,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0
22082	Castejón del Puente	2017	Secano	31,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	6,0	0,0	6,0	0,0	21,0	21,0	0,0	0,0
22083	Castejón de Monegros	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22083	Castejón de Monegros	2017	Secano	89,0	28,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	28,0	0,0	0,0	0,0	0,0	22,0	0,0	22,0	0,0	39,0	39,0	0,0	0,0
22084	Castejón de Sos	2017	Regadío											0,0														
22084	Castejón de Sos	2017	Secano											0,0														
22085	Castelflorite	2017	Regadío	84,0	17,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	17,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	67,0	67,0	0,0	0,0
22085	Castelflorite	2017	Secano	28,0	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	14,0	0,0	0,0
22086	Castiello de Jaca	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22086	Castiello de Jaca	2017	Secano	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0
22087	Castigaleu	2017	Regadío											0,0														
22087	Castigaleu	2017	Secano											0,0														
22088	Castillazuelo	2017	Regadío	15,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	0,0	14,0	0,0	1,0	1,0	0,0	0,0
22088	Castillazuelo	2017	Secano	118,0	22,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	22,0	0,0	0,0	0,0	0,0	65,0	0,0	65,0	0,0	31,0	31,0	0,0	0,0
22089	Castillonroy	2017	Regadío	52,0	52,0	4,0	6,0	0,0	0,0	0,0	35,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22089	Castillonroy	2017	Secano	190,0	60,0	0,0	3,0	0,0	0,0	0,0	11,0	0,0	0,0	0,0	0,0	43,0	0,0	0,0	3,0	0,0	1,0	0,0	1,0	0,0	129,0	129,0	0,0	0,0
22090	Colungo	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22090	Colungo	2017	Secano	162,0	54,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	54,0	0,0	0,0	0,0	0,0	4,0	0,0	4,0	0,0	104,0	104,0	0,0	0,0
22094	Chalamera	2017	Regadío	70,0	66,0	0,0	22,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	30,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0
22094	Chalamera	2017	Secano	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0
22095	Chía	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22095	Chía	2017	Secano	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0
22096	Chimillas	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22096	Chimillas	2017	Secano	11,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	1,0	1,0	0,0	0,0
22099	Esplús	2017	Regadío	314,0	226,0	58,0	36,0	0,0	14,0	3,0	37,0	24,0	0,0	0,0	0,0	38,0	5,0	0,0	11,0	0,0	46,0	0,0	46,0	0,0	42,0	42,0	0,0	0,0
22099	Esplús	2017	Secano	9,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	7,0	0,0
22102	Estada	2017	Regadío	31,0	23,0	0,0	23,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	6,0	6,0	0,0	0,0
22102	Estada	2017	Secano	53,0	15,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	14,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	37,0	37,0	0,0	0,0
22103	Estadilla	2017	Regadío	103,0	46,0	2,0	20,0	0,0	0,0	3,0	1,0	0,0	0,0	0,0	0,0	19,0	1,0	0,0	0,0	0,0	42,0	0,0	42,0	0,0	15,0	15,0	0,0	0,0
22103	Estadilla	2017	Secano	374,0	110,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	108,0	0,0	0,0	0,0	0,0	62,0	0,0	62,0	0,0	176,0	176,0	26,0	0,0
22105	Estopiñán del Castillo	2017	Regadío	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	1,0	0,0
22105	Estopiñán del Castillo	2017	Secano	56,0	23,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	23,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	12,0	12,0	21,0	0,0
22106	Fago	2017	Regadío											0,0														
22106	Fago	2017	Secano											0,0														
22107	Fanlo	2017	Regadío											0,0														
22107	Fanlo	2017	Secano											0,0														
22109	Fiscal	2017	Regadío											0,0														
22109	Fiscal	2017	Secano											0,0														
22110	Fonz	2017	Regadío	130,0	78,0	34,0	3,0	0,0	0,0	0,0	12,0	0,0	0,0	0,0	0,0	21,0	1,0	0,0	1,0	6,0	12,0	0,0	12,0	0,0	40,0	40,0	0,0	0,0
22110	Fonz	2017	Secano	239,0	72,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	71,0	0,0	0,0	0,0	1,0	7,0	0,0	7,0	0,0	160,0	160,0	0,0	0,0
22111	Foradada del Toscar	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22111	Foradada del Toscar	2017	Secano	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0
22112	Fraga	2017	Regadío	5035,0	4865,0	57,0	249,0	11,0	224,0	110,0	2268,0	5,0	5,0	0,0	21,0	122,0	0,0	0,0	1775,0	18,0	0,0	0,0	0,0	0,0	170,0	170,0	0,0	0,0
22112	Fraga	2017	Secano	351,0	265,0	0,0	9,0	0,0	14,0	18,0	77,0	0,0	0,0	0,0	0,0	55,0	0,0	0,0	91,0	1,0	1,0	0,0	1,0	0,0	35,0	35,0	50,0	0,0
22113	Fueva (La)	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22113	Fueva (La)	2017	Secano	37,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,0	0,0	0,0	0,0	0,0	8,0	0,0	8,0	0,0	12,0	12,0	7,0	0,0
22114	Gistaín	2017	Regadío											0,0														
22114	Gistaín	2017	Secano											0,0														
22115	Grado (El)	2017	Regadío	181,0	54,0	0,0	0,0	0,0	0,0	24,0	0,0	7,0	0,0	0,0	0,0	16,0	1,0	0,0	6,0	0,0	106,0	0,0	106,0	0,0	21,0	21,0	0,0	0,0
22115	Grado (El)	2017	Secano	507,0	144,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	0,0	0,0	139,0	1,0	0,0	0,0	0,0	201,0	0,0	201,0	0,0	157,0	157,0	5,0	0,0
22116	Grañén	2017	Regadío	54,0	51,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	50,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0
22116	Grañén	2017	Secano	30,0	23,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	22,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	7,0	7,0	0,0	0,0
22117	Graus	2017	Regadío	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	3,0	0,0	0,0	0,0	1,0	0,0
22117	Graus	2017	Secano	540,0	166,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	160,0	2,0	0,0	0,0	4,0	70,0	0,0	70,0	0,0	199,0	199,0	105,0	0,0
22119	Gurrea de Gállego	2017	Regadío	607,0	361,0	41,0	13,0	0,0	0,0	4,0	10,0	0,0	0,0	0,0	0,0	258,0	26,0	0,0	9,0	0,0	2,0	0,0	2,0	0,0	244,0	244,0	0,0	0,0
22119	Gurrea de Gállego	2017	Secano	576,0	521,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	521,0	0,0	0,0	0,0	0,0	15,0	0,0	15,0	0,0	40,0	40,0	0,0	0,0
22122	Hoz de Jaca	2017	Regadío											0,0														
22122	Hoz de Jaca	2017	Secano											0,0														
22124	Huerto	2017	Regadío	6,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	1,0	1,0	0,0	0,0
22124	Huerto	2017	Secano	38,0	15,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	15,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	23,0	23,0	0,0	0,0
22125	Huesca	2017	Regadío	9,0	5,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	1,0	1,0	1,0	0,0	0,0	3,0	3,0	0,0	0,0
22125	Huesca	2017	Secano	248,0	206,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	205,0	1,0	0,0	0,0	0,0	11,0	0,0	11,0	0,0	31,0	31,0	0,0	0,0
22126	Ibieca	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22126	Ibieca	2017	Secano	103,0	71,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	71,0	0,0	0,0	0,0	0,0	9,0	0,0	9,0	0,0	23,0	23,0	0,0	0,0
22127	Igriés	2017	Regadío	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
22127	Igriés	2017	Secano	72,0	58,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	58,0	0,0	0,0	0,0	0,0	5,0	0,0	5,0	0,0	9,0	9,0	0,0	0,0
22128	Ilche	2017	Regadío	99,0	11,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	9,0	1,0	0,0	0,0	0,0	70,0	0,0	70,0	0,0	14,0	14,0	4,0	0,0
22128	Ilche	2017	Secano	26,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	13,0	0,0	0,0	0,0	0,0	3,0	0,0	3,0	0,0	10,0	10,0	0,0	0,0
22129	Isábena	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22129	Isábena	2017	Secano	24,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	17,0	17,0	4,0	0,0
22130	Jaca	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22130	Jaca	2017	Secano	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0
22131	Jasa	2017	Regadío											0,0														
22131	Jasa	2017	Secano											0,0														
22133	Labuerda	2017	Regadío											0,0														
22133	Labuerda	2017	Secano											0,0														
22135	Laluenga	2017	Regadío	18,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	15,0	0,0	15,0	0,0	1,0	1,0	0,0	0,0
22135	Laluenga	2017	Secano	78,0	40,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	40,0	0,0	0,0	0,0	0,0	11,0	0,0	11,0	0,0	25,0	25,0	2,0	0,0
22136	Lalueza	2017	Regadío	23,0	17,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	16,0	0,0	0,0	0,0	1,0	2,0	0,0	2,0	0,0	4,0	4,0	0,0	0,0
22136	Lalueza	2017	Secano	16,0	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	9,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	5,0	5,0	0,0	0,0
22137	Lanaja	2017	Regadío	40,0	34,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	33,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	6,0	6,0	0,0	0,0
22137	Lanaja	2017	Secano	381,0	301,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	300,0	0,0	0,0	0,0	1,0	19,0	0,0	19,0	0,0	57,0	57,0	4,0	0,0
22139	Laperdiguera	2017	Regadío	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	13,0	0,0	13,0	0,0	0,0	0,0	0,0	0,0
22139	Laperdiguera	2017	Secano	24,0	16,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	16,0	0,0	0,0	0,0	0,0	3,0	0,0	3,0	0,0	5,0	5,0	0,0	0,0
22141	Lascellas-Ponzano	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22141	Lascellas-Ponzano	2017	Secano	212,0	73,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	73,0	0,0	0,0	0,0	0,0	119,0	0,0	119,0	0,0	20,0	20,0	0,0	0,0
22142	Lascuarre	2017	Regadío	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0
22142	Lascuarre	2017	Secano	70,0	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	9,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	23,0	23,0	37,0	0,0
22143	Laspaúles	2017	Regadío											0,0														
22143	Laspaúles	2017	Secano											0,0														
22144	Laspuña	2017	Regadío											0,0														
22144	Laspuña	2017	Secano											0,0														
22149	Loarre	2017	Regadío	34,0	24,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	23,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	9,0	9,0	1,0	0,0
22149	Loarre	2017	Secano	527,0	497,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	484,0	0,0	2,0	0,0	11,0	6,0	0,0	6,0	0,0	17,0	17,0	7,0	0,0
22150	Loporzano	2017	Regadío	2,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
22150	Loporzano	2017	Secano	520,0	390,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	389,0	0,0	0,0	0,0	0,0	32,0	0,0	32,0	0,0	94,0	94,0	4,0	0,0
22151	Loscorrales	2017	Regadío	25,0	25,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	17,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22151	Loscorrales	2017	Secano	197,0	182,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	182,0	0,0	0,0	0,0	0,0	4,0	0,0	4,0	0,0	5,0	5,0	6,0	0,0
22155	Monesma y Cajigar	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22155	Monesma y Cajigar	2017	Secano	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	11,0	0,0
22156	Monflorite-Lascasas	2017	Regadío	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0
22156	Monflorite-Lascasas	2017	Secano	7,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22157	Montanuy	2017	Regadío											0,0														
22157	Montanuy	2017	Secano											0,0														
22158	Monzón	2017	Regadío	369,0	330,0	11,0	58,0	0,0	0,0	1,0	177,0	0,0	0,0	0,0	0,0	44,0	1,0	0,0	38,0	0,0	0,0	0,0	0,0	0,0	37,0	37,0	2,0	0,0
22158	Monzón	2017	Secano	68,0	45,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	45,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	22,0	22,0	0,0	0,0
22160	Naval	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22160	Naval	2017	Secano	158,0	106,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	106,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	45,0	45,0	6,0	0,0
22162	Novales	2017	Regadío	45,0	44,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	44,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
22162	Novales	2017	Secano	13,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	5,0	0,0	0,0
22163	Nueno	2017	Regadío	17,0	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0
22163	Nueno	2017	Secano	303,0	277,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	277,0	0,0	0,0	0,0	0,0	6,0	0,0	6,0	0,0	20,0	20,0	0,0	0,0
22164	Olvena	2017	Regadío	25,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	6,0	0,0	13,0	0,0	13,0	0,0	2,0	2,0	0,0	0,0
22164	Olvena	2017	Secano	122,0	56,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	56,0	0,0	0,0	0,0	0,0	48,0	0,0	48,0	0,0	18,0	18,0	0,0	0,0
22165	Ontiñena	2017	Regadío	482,0	468,0	0,0	13,0	5,0	30,0	35,0	63,0	29,0	0,0	0,0	0,0	108,0	25,0	0,0	140,0	20,0	0,0	0,0	0,0	0,0	14,0	14,0	0,0	0,0
22165	Ontiñena	2017	Secano	131,0	84,0	0,0	0,0	0,0	0,0	2,0	44,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	31,0	0,0	0,0	0,0	0,0	0,0	28,0	28,0	19,0	0,0
22167	Osso de Cinca	2017	Regadío	995,0	985,0	37,0	29,0	0,0	37,0	14,0	423,0	18,0	0,0	0,0	0,0	21,0	55,0	0,0	342,0	9,0	1,0	0,0	1,0	0,0	9,0	9,0	0,0	0,0
22167	Osso de Cinca	2017	Secano	17,0	16,0	0,0	0,0	0,0	0,0	0,0	10,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
22168	Palo	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22168	Palo	2017	Secano	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0
22170	Panticosa	2017	Regadío											0,0														
22170	Panticosa	2017	Secano											0,0														
22172	Peñalba	2017	Regadío	13,0	12,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
22172	Peñalba	2017	Secano	6,0	4,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0
22173	Peñas de Riglos (Las)	2017	Regadío	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
