Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C1+C2+D)	(A) FRUTALES. Total	Manzano	Peral	Membrillero	Albaricoquero	Cerezo y Guindo	Melocotonero	Ciruelo	Higuera	Palmera datilera	Azufaifo y otros	Almendro	Nogal	Avellano	Nectarina	Otros frutales	(B) VIÑEDO. Total	Viñedo de uva de mesa	Viñedo de uva de vino	Viñedo de uva para pasas	(C1) OLIVAR. Total	Olivar de aceituna de mesa y para aceite	(C2) OTROS CULTIVOS LEÑOSOS. Total	(D) VIVEROS. Total
50008	Alagón	2016	Secano	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
50009	Alarba	2016	Regadío	57,0	57,0	0,0	0,0	0,0	4,0	44,0	0,0	2,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50009	Alarba	2016	Secano	681,0	558,0	0,0	0,0	0,0	0,0	145,0	0,0	3,0	0,0	0,0	0,0	410,0	0,0	0,0	0,0	0,0	123,0	0,0	123,0	0,0	0,0	0,0	0,0	0,0
50010	Alberite de San Juan	2016	Regadío	124,0	15,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	15,0	0,0	0,0	0,0	0,0	80,0	0,0	80,0	0,0	29,0	29,0	0,0	0,0
50010	Alberite de San Juan	2016	Secano	142,0	115,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	114,0	0,0	0,0	0,0	1,0	24,0	0,0	24,0	0,0	3,0	3,0	0,0	0,0
50011	Albeta	2016	Regadío	36,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,0	0,0	0,0	0,0	0,0	14,0	0,0	14,0	0,0	12,0	12,0	0,0	0,0
50011	Albeta	2016	Secano	27,0	25,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	25,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0
50012	Alborge	2016	Regadío	48,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	44,0	44,0	0,0	0,0
50012	Alborge	2016	Secano	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0
50013	Alcalá de Ebro	2016	Regadío	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50013	Alcalá de Ebro	2016	Secano	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50014	Alcalá de Moncayo	2016	Regadío	28,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	15,0	15,0	0,0	0,0
50014	Alcalá de Moncayo	2016	Secano	91,0	87,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	87,0	0,0	0,0	0,0	0,0	3,0	0,0	3,0	0,0	1,0	1,0	0,0	0,0
50015	Alconchel de Ariza	2016	Regadío											0,0														
50015	Alconchel de Ariza	2016	Secano											0,0														
50016	Aldehuela de Liestos	2016	Regadío											0,0														
50016	Aldehuela de Liestos	2016	Secano											0,0														
50017	Alfajarín	2016	Regadío	4,0	4,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50017	Alfajarín	2016	Secano	36,0	34,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	34,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0
50018	Alfamén	2016	Regadío	1918,0	803,0	82,0	74,0	0,0	35,0	198,0	262,0	5,0	0,0	0,0	0,0	79,0	1,0	0,0	65,0	2,0	979,0	10,0	969,0	0,0	121,0	121,0	0,0	15,0
50018	Alfamén	2016	Secano	718,0	130,0	2,0	0,0	0,0	4,0	37,0	12,0	0,0	0,0	0,0	0,0	75,0	0,0	0,0	0,0	0,0	562,0	1,0	561,0	0,0	26,0	26,0	0,0	0,0
50019	Alforque	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50019	Alforque	2016	Secano	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0
50020	Alhama de Aragón	2016	Regadío	13,0	3,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0
50020	Alhama de Aragón	2016	Secano	73,0	35,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	35,0	0,0	0,0	0,0	0,0	37,0	0,0	37,0	0,0	1,0	1,0	0,0	0,0
50021	Almochuel	2016	Regadío	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	12,0	12,0	0,0	0,0
50021	Almochuel	2016	Secano	2,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
50022	Almolda (La)	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50022	Almolda (La)	2016	Secano	86,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	30,0	0,0	30,0	0,0	53,0	53,0	0,0	0,0
50023	Almonacid de la Cuba	2016	Regadío	126,0	34,0	4,0	22,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	36,0	0,0	36,0	0,0	56,0	56,0	0,0	0,0
50023	Almonacid de la Cuba	2016	Secano	171,0	122,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	121,0	0,0	0,0	0,0	0,0	46,0	0,0	46,0	0,0	3,0	3,0	0,0	0,0
50024	Almonacid de la Sierra	2016	Regadío	955,0	513,0	128,0	58,0	0,0	49,0	120,0	74,0	11,0	0,0	0,0	3,0	25,0	0,0	0,0	45,0	0,0	405,0	0,0	405,0	0,0	37,0	37,0	0,0	0,0
50024	Almonacid de la Sierra	2016	Secano	1115,0	383,0	0,0	0,0	0,0	0,0	3,0	5,0	0,0	0,0	0,0	0,0	374,0	0,0	0,0	1,0	0,0	639,0	0,0	639,0	0,0	93,0	93,0	0,0	0,0
50025	Almunia de Doña Godina (La)	2016	Regadío	1811,0	1549,0	210,0	165,0	0,0	103,0	244,0	456,0	47,0	0,0	0,0	1,0	96,0	0,0	0,0	219,0	8,0	10,0	0,0	10,0	0,0	247,0	247,0	0,0	5,0
50025	Almunia de Doña Godina (La)	2016	Secano	311,0	210,0	5,0	0,0	0,0	28,0	79,0	38,0	1,0	0,0	0,0	0,0	45,0	0,0	0,0	14,0	0,0	28,0	0,0	28,0	0,0	73,0	73,0	0,0	0,0
50026	Alpartir	2016	Regadío	15,0	11,0	0,0	0,0	0,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0
50026	Alpartir	2016	Secano	397,0	227,0	0,0	0,0	0,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0	217,0	1,0	0,0	0,0	0,0	39,0	0,0	39,0	0,0	131,0	131,0	0,0	0,0
50027	Ambel	2016	Regadío	188,0	49,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	49,0	0,0	0,0	0,0	0,0	20,0	0,0	20,0	0,0	119,0	119,0	0,0	0,0
50027	Ambel	2016	Secano	313,0	211,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	211,0	0,0	0,0	0,0	0,0	94,0	0,0	94,0	0,0	8,0	8,0	0,0	0,0
50028	Anento	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50028	Anento	2016	Secano	29,0	26,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	26,0	0,0	0,0	0,0	0,0	3,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0
50029	Aniñón	2016	Regadío	316,0	241,0	9,0	2,0	0,0	0,0	113,0	98,0	11,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	38,0	0,0	38,0	0,0	37,0	37,0	0,0	0,0
50029	Aniñón	2016	Secano	1354,0	1093,0	1,0	1,0	0,0	0,0	339,0	22,0	5,0	0,0	0,0	0,0	725,0	0,0	0,0	0,0	0,0	109,0	0,0	109,0	0,0	152,0	152,0	0,0	0,0
50030	Añón de Moncayo	2016	Regadío	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50030	Añón de Moncayo	2016	Secano	16,0	15,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	15,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
50031	Aranda de Moncayo	2016	Regadío	12,0	11,0	1,0	0,0	0,0	0,0	6,0	0,0	1,0	0,0	0,0	0,0	1,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
50031	Aranda de Moncayo	2016	Secano	72,0	57,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	51,0	0,0	0,0	0,0	0,0	13,0	0,0	13,0	0,0	2,0	2,0	0,0	0,0
50032	Arándiga	2016	Regadío	108,0	76,0	26,0	10,0	0,0	5,0	14,0	10,0	5,0	0,0	0,0	0,0	5,0	0,0	0,0	1,0	0,0	1,0	0,0	1,0	0,0	31,0	31,0	0,0	0,0
50032	Arándiga	2016	Secano	203,0	137,0	0,0	0,0	0,0	2,0	6,0	2,0	0,0	0,0	0,0	0,0	127,0	0,0	0,0	0,0	0,0	12,0	0,0	12,0	0,0	54,0	54,0	0,0	0,0
50033	Ardisa	2016	Regadío	9,0	5,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	3,0	3,0	0,0	0,0
50033	Ardisa	2016	Secano	49,0	43,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	43,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	4,0
50034	Ariza	2016	Regadío	6,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0
50034	Ariza	2016	Secano	18,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	13,0	0,0	13,0	0,0	0,0	0,0	0,0	0,0
50035	Artieda	2016	Regadío											0,0														
50035	Artieda	2016	Secano											0,0														
50036	Asín	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50036	Asín	2016	Secano	16,0	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	1,0	6,0	0,0	6,0	0,0	1,0	1,0	0,0	0,0
50037	Atea	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50037	Atea	2016	Secano	468,0	256,0	0,0	1,0	0,0	0,0	42,0	0,0	0,0	0,0	0,0	0,0	208,0	0,0	0,0	0,0	5,0	212,0	0,0	212,0	0,0	0,0	0,0	0,0	0,0
50038	Ateca	2016	Regadío	132,0	123,0	40,0	40,0	0,0	0,0	33,0	6,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	9,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0
50038	Ateca	2016	Secano	251,0	154,0	11,0	1,0	0,0	0,0	46,0	18,0	3,0	0,0	0,0	0,0	75,0	0,0	0,0	0,0	0,0	96,0	0,0	96,0	0,0	1,0	1,0	0,0	0,0
50039	Azuara	2016	Regadío	31,0	20,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	19,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	11,0	11,0	0,0	0,0
50039	Azuara	2016	Secano	280,0	250,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	250,0	0,0	0,0	0,0	0,0	25,0	0,0	25,0	0,0	5,0	5,0	0,0	0,0
50040	Badules	2016	Regadío											0,0														
50040	Badules	2016	Secano											0,0														
50041	Bagüés	2016	Regadío											0,0														
50041	Bagüés	2016	Secano											0,0														
50042	Balconchán	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50042	Balconchán	2016	Secano	37,0	25,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	25,0	0,0	0,0	0,0	0,0	12,0	0,0	12,0	0,0	0,0	0,0	0,0	0,0
50043	Bárboles	2016	Regadío	131,0	59,0	27,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	20,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	72,0	72,0	0,0	0,0
50043	Bárboles	2016	Secano	47,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	5,0	0,0	5,0	0,0	36,0	36,0	0,0	0,0
50044	Bardallur	2016	Regadío	39,0	32,0	18,0	7,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	1,0	0,0	1,0	0,0	6,0	6,0	0,0	0,0
50044	Bardallur	2016	Secano	78,0	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	0,0	0,0	0,0	0,0	18,0	0,0	18,0	0,0	46,0	46,0	0,0	0,0
50045	Belchite	2016	Regadío	1666,0	505,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	504,0	1,0	0,0	0,0	0,0	74,0	0,0	74,0	0,0	1087,0	1087,0	0,0	0,0
50045	Belchite	2016	Secano	302,0	234,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	234,0	0,0	0,0	0,0	0,0	15,0	0,0	15,0	0,0	53,0	53,0	0,0	0,0
50046	Belmonte de Gracián	2016	Regadío	74,0	40,0	2,0	5,0	0,0	0,0	11,0	5,0	9,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	34,0	0,0	34,0	0,0	0,0	0,0	0,0	0,0
50046	Belmonte de Gracián	2016	Secano	531,0	387,0	0,0	0,0	0,0	0,0	46,0	1,0	6,0	0,0	0,0	0,0	334,0	0,0	0,0	0,0	0,0	133,0	0,0	133,0	0,0	11,0	11,0	0,0	0,0
50047	Berdejo	2016	Regadío											0,0														
50047	Berdejo	2016	Secano											0,0														
50048	Berrueco	2016	Regadío											0,0														
50048	Berrueco	2016	Secano											0,0														
50050	Bijuesca	2016	Regadío	5,0	5,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50050	Bijuesca	2016	Secano	25,0	25,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	22,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50051	Biota	2016	Regadío	99,0	95,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	95,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	2,0	2,0	0,0	0,0
50051	Biota	2016	Secano	77,0	41,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	41,0	0,0	0,0	0,0	0,0	21,0	0,0	21,0	0,0	15,0	15,0	0,0	0,0
50052	Bisimbre	2016	Regadío	63,0	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	9,0	0,0	0,0	0,0	0,0	51,0	0,0	51,0	0,0	3,0	3,0	0,0	0,0
50052	Bisimbre	2016	Secano	40,0	23,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	23,0	0,0	0,0	0,0	0,0	16,0	0,0	16,0	0,0	1,0	1,0	0,0	0,0
50053	Boquiñeni	2016	Regadío	18,0	17,0	4,0	4,0	0,0	3,0	3,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
50053	Boquiñeni	2016	Secano	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50054	Bordalba	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50054	Bordalba	2016	Secano	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0
50055	Borja	2016	Regadío	1142,0	271,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	257,0	12,0	0,0	0,0	1,0	601,0	0,0	601,0	0,0	269,0	269,0	0,0	1,0
50055	Borja	2016	Secano	1162,0	600,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	597,0	0,0	0,0	0,0	3,0	520,0	0,0	520,0	0,0	42,0	42,0	0,0	0,0
50056	Botorrita	2016	Regadío	11,0	3,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	3,0	1,0	2,0	0,0	5,0	5,0	0,0	0,0
50056	Botorrita	2016	Secano	31,0	15,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	15,0	0,0	0,0	0,0	0,0	14,0	0,0	14,0	0,0	2,0	2,0	0,0	0,0
50057	Brea de Aragón	2016	Regadío	3,0	2,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
50057	Brea de Aragón	2016	Secano	73,0	51,0	0,0	0,0	0,0	0,0	11,0	0,0	0,0	0,0	0,0	0,0	40,0	0,0	0,0	0,0	0,0	14,0	0,0	14,0	0,0	8,0	8,0	0,0	0,0
50058	Bubierca	2016	Regadío	7,0	6,0	1,0	2,0	0,0	0,0	2,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
50058	Bubierca	2016	Secano	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	12,0	0,0	12,0	0,0	0,0	0,0	0,0	0,0
50059	Bujaraloz	2016	Regadío	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0
50059	Bujaraloz	2016	Secano	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50060	Bulbuente	2016	Regadío	210,0	72,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	71,0	1,0	0,0	0,0	0,0	52,0	0,0	52,0	0,0	85,0	85,0	0,0	1,0
50060	Bulbuente	2016	Secano	511,0	469,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	469,0	0,0	0,0	0,0	0,0	40,0	0,0	40,0	0,0	2,0	2,0	0,0	0,0
50061	Bureta	2016	Regadío	138,0	17,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	17,0	0,0	0,0	0,0	0,0	80,0	0,0	80,0	0,0	41,0	41,0	0,0	0,0
50061	Bureta	2016	Secano	198,0	108,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	108,0	0,0	0,0	0,0	0,0	90,0	0,0	90,0	0,0	0,0	0,0	0,0	0,0
50062	Burgo de Ebro (El)	2016	Regadío	19,0	15,0	0,0	0,0	0,0	11,0	0,0	1,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0
50062	Burgo de Ebro (El)	2016	Secano	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50063	Buste (El)	2016	Regadío	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50063	Buste (El)	2016	Secano	139,0	64,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	64,0	0,0	0,0	0,0	0,0	10,0	0,0	10,0	0,0	65,0	65,0	0,0	0,0
50064	Cabañas de Ebro	2016	Regadío	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
50064	Cabañas de Ebro	2016	Secano	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0
50065	Cabolafuente	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50065	Cabolafuente	2016	Secano	36,0	22,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	21,0	1,0	0,0	0,0	0,0	14,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0
50066	Cadrete	2016	Regadío	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	7,0	5,0	2,0	0,0	1,0	1,0	0,0	0,0
50066	Cadrete	2016	Secano	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
50067	Calatayud	2016	Regadío	631,0	550,0	152,0	207,0	0,0	10,0	87,0	35,0	51,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	18,0	0,0	18,0	0,0	34,0	34,0	0,0	29,0
50067	Calatayud	2016	Secano	250,0	170,0	18,0	4,0	0,0	0,0	25,0	2,0	3,0	0,0	0,0	0,0	112,0	0,0	0,0	0,0	6,0	68,0	0,0	68,0	0,0	8,0	8,0	0,0	4,0
50068	Calatorao	2016	Regadío	1003,0	974,0	256,0	81,0	0,0	58,0	114,0	363,0	5,0	0,0	0,0	0,0	15,0	0,0	0,0	82,0	0,0	18,0	0,0	18,0	0,0	9,0	9,0	0,0	2,0
50068	Calatorao	2016	Secano	187,0	81,0	0,0	0,0	0,0	12,0	15,0	7,0	0,0	0,0	0,0	0,0	39,0	0,0	0,0	3,0	5,0	78,0	0,0	78,0	0,0	28,0	28,0	0,0	0,0
50069	Calcena	2016	Regadío											0,0														
50069	Calcena	2016	Secano											0,0														
50070	Calmarza	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50070	Calmarza	2016	Secano	25,0	25,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	25,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50071	Campillo de Aragón	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50071	Campillo de Aragón	2016	Secano	23,0	23,0	0,0	0,0	0,0	0,0	22,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50072	Carenas	2016	Regadío	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50072	Carenas	2016	Secano	37,0	33,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	32,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	2,0	2,0	0,0	0,0
50073	Cariñena	2016	Regadío	1896,0	236,0	94,0	43,0	0,0	14,0	18,0	37,0	19,0	0,0	0,0	0,0	3,0	0,0	0,0	8,0	0,0	1642,0	0,0	1642,0	0,0	18,0	18,0	0,0	0,0
50073	Cariñena	2016	Secano	2910,0	85,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	80,0	0,0	0,0	0,0	0,0	2802,0	0,0	2802,0	0,0	21,0	21,0	0,0	2,0
