Mes y año	Comarca código	Comarca nombre	Edad (grupos quinquenales)	Sexo	Nº parados
Noviembre 2009	13	Campo de Borja	50-54	Hombres	39
Noviembre 2009	13	Campo de Borja	50-54	Mujeres	23
Noviembre 2009	13	Campo de Borja	55-59	Hombres	30
Noviembre 2009	13	Campo de Borja	55-59	Mujeres	24
Noviembre 2009	13	Campo de Borja	60-64	Hombres	20
Noviembre 2009	13	Campo de Borja	60-64	Mujeres	13
Noviembre 2009	14	Aranda	16-19	Hombres	11
Noviembre 2009	14	Aranda	16-19	Mujeres	6
Noviembre 2009	14	Aranda	20-24	Hombres	28
Noviembre 2009	14	Aranda	20-24	Mujeres	18
Noviembre 2009	14	Aranda	25-29	Hombres	26
Noviembre 2009	14	Aranda	25-29	Mujeres	17
Noviembre 2009	14	Aranda	30-34	Hombres	28
Noviembre 2009	14	Aranda	30-34	Mujeres	48
Noviembre 2009	14	Aranda	35-39	Hombres	27
Noviembre 2009	14	Aranda	35-39	Mujeres	34
Noviembre 2009	14	Aranda	40-44	Hombres	39
Noviembre 2009	14	Aranda	40-44	Mujeres	54
Noviembre 2009	14	Aranda	45-49	Hombres	18
Noviembre 2009	14	Aranda	45-49	Mujeres	34
Noviembre 2009	14	Aranda	50-54	Hombres	27
Noviembre 2009	14	Aranda	50-54	Mujeres	36
Noviembre 2009	14	Aranda	55-59	Hombres	22
Noviembre 2009	14	Aranda	55-59	Mujeres	29
Noviembre 2009	14	Aranda	60-64	Hombres	14
Noviembre 2009	14	Aranda	60-64	Mujeres	10
Noviembre 2009	15	Ribera Alta del Ebro	16-19	Hombres	43
Noviembre 2009	15	Ribera Alta del Ebro	16-19	Mujeres	35
Noviembre 2009	15	Ribera Alta del Ebro	20-24	Hombres	104
Noviembre 2009	15	Ribera Alta del Ebro	20-24	Mujeres	88
Noviembre 2009	15	Ribera Alta del Ebro	25-29	Hombres	119
Noviembre 2009	15	Ribera Alta del Ebro	25-29	Mujeres	124
Noviembre 2009	15	Ribera Alta del Ebro	30-34	Hombres	111
Noviembre 2009	15	Ribera Alta del Ebro	30-34	Mujeres	167
Noviembre 2009	15	Ribera Alta del Ebro	35-39	Hombres	124
Noviembre 2009	15	Ribera Alta del Ebro	35-39	Mujeres	131
Noviembre 2009	15	Ribera Alta del Ebro	40-44	Hombres	95
Noviembre 2009	15	Ribera Alta del Ebro	40-44	Mujeres	82
Noviembre 2009	15	Ribera Alta del Ebro	45-49	Hombres	87
Noviembre 2009	15	Ribera Alta del Ebro	45-49	Mujeres	98
Noviembre 2009	15	Ribera Alta del Ebro	50-54	Hombres	78
Noviembre 2009	15	Ribera Alta del Ebro	50-54	Mujeres	83
Noviembre 2009	15	Ribera Alta del Ebro	55-59	Hombres	79
Noviembre 2009	15	Ribera Alta del Ebro	55-59	Mujeres	58
Noviembre 2009	15	Ribera Alta del Ebro	60-64	Hombres	28
Noviembre 2009	15	Ribera Alta del Ebro	60-64	Mujeres	33
Noviembre 2009	16	Valdejalón	16-19	Hombres	30
Noviembre 2009	16	Valdejalón	16-19	Mujeres	26
Noviembre 2009	16	Valdejalón	20-24	Hombres	117
Noviembre 2009	16	Valdejalón	20-24	Mujeres	78
Noviembre 2009	16	Valdejalón	25-29	Hombres	132
Noviembre 2009	16	Valdejalón	25-29	Mujeres	129
Noviembre 2009	16	Valdejalón	30-34	Hombres	162
Noviembre 2009	16	Valdejalón	30-34	Mujeres	153
Noviembre 2009	16	Valdejalón	35-39	Hombres	163
Noviembre 2009	16	Valdejalón	35-39	Mujeres	121
Noviembre 2009	16	Valdejalón	40-44	Hombres	123
Noviembre 2009	16	Valdejalón	40-44	Mujeres	126
Noviembre 2009	16	Valdejalón	45-49	Hombres	108
Noviembre 2009	16	Valdejalón	45-49	Mujeres	101
Noviembre 2009	16	Valdejalón	50-54	Hombres	72
Noviembre 2009	16	Valdejalón	50-54	Mujeres	68
Noviembre 2009	16	Valdejalón	55-59	Hombres	47
Noviembre 2009	16	Valdejalón	55-59	Mujeres	52
Noviembre 2009	16	Valdejalón	60-64	Hombres	50
Noviembre 2009	16	Valdejalón	60-64	Mujeres	21
Noviembre 2009	17	Central	16-19	Hombres	1026
Noviembre 2009	17	Central	16-19	Mujeres	715
Noviembre 2009	17	Central	20-24	Hombres	2932
Noviembre 2009	17	Central	20-24	Mujeres	2230
Noviembre 2009	17	Central	25-29	Hombres	4064
Noviembre 2009	17	Central	25-29	Mujeres	3227
Noviembre 2009	17	Central	30-34	Hombres	4430
Noviembre 2009	17	Central	30-34	Mujeres	3884
Noviembre 2009	17	Central	35-39	Hombres	3938
Noviembre 2009	17	Central	35-39	Mujeres	3641
Noviembre 2009	17	Central	40-44	Hombres	3445
Noviembre 2009	17	Central	40-44	Mujeres	2986
Noviembre 2009	17	Central	45-49	Hombres	2727
Noviembre 2009	17	Central	45-49	Mujeres	2534
Noviembre 2009	17	Central	50-54	Hombres	1992
Noviembre 2009	17	Central	50-54	Mujeres	2303
Noviembre 2009	17	Central	55-59	Hombres	1748
Noviembre 2009	17	Central	55-59	Mujeres	2040
Noviembre 2009	17	Central	60-64	Hombres	1327
Noviembre 2009	17	Central	60-64	Mujeres	1183
Noviembre 2009	18	Ribera Baja del Ebro	16-19	Hombres	13
Noviembre 2009	18	Ribera Baja del Ebro	16-19	Mujeres	5
Noviembre 2009	18	Ribera Baja del Ebro	20-24	Hombres	26
Noviembre 2009	18	Ribera Baja del Ebro	20-24	Mujeres	33
Noviembre 2009	18	Ribera Baja del Ebro	25-29	Hombres	24
Noviembre 2009	18	Ribera Baja del Ebro	25-29	Mujeres	28
Noviembre 2009	18	Ribera Baja del Ebro	30-34	Hombres	18
Noviembre 2009	18	Ribera Baja del Ebro	30-34	Mujeres	37
Noviembre 2009	18	Ribera Baja del Ebro	35-39	Hombres	24
Noviembre 2009	18	Ribera Baja del Ebro	35-39	Mujeres	35
Noviembre 2009	18	Ribera Baja del Ebro	40-44	Hombres	32
Noviembre 2009	18	Ribera Baja del Ebro	40-44	Mujeres	32
Noviembre 2009	18	Ribera Baja del Ebro	45-49	Hombres	20
Noviembre 2009	18	Ribera Baja del Ebro	45-49	Mujeres	38
Noviembre 2009	18	Ribera Baja del Ebro	50-54	Hombres	27
Noviembre 2009	18	Ribera Baja del Ebro	50-54	Mujeres	21
Noviembre 2009	18	Ribera Baja del Ebro	55-59	Hombres	37
Noviembre 2009	18	Ribera Baja del Ebro	55-59	Mujeres	24
Noviembre 2009	18	Ribera Baja del Ebro	60-64	Hombres	24
Noviembre 2009	18	Ribera Baja del Ebro	60-64	Mujeres	8
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-19	Hombres	31
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-19	Mujeres	10
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	20-24	Hombres	69
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	20-24	Mujeres	39
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	25-29	Hombres	82
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	25-29	Mujeres	64
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	30-34	Hombres	72
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	30-34	Mujeres	59
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	35-39	Hombres	56
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	35-39	Mujeres	66
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	40-44	Hombres	38
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	40-44	Mujeres	69
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	45-49	Hombres	30
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	45-49	Mujeres	49
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	50-54	Hombres	39
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	50-54	Mujeres	63
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	55-59	Hombres	34
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	55-59	Mujeres	44
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	60-64	Hombres	20
Noviembre 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	60-64	Mujeres	31
Noviembre 2009	20	Comunidad de Calatayud	16-19	Hombres	59
Noviembre 2009	20	Comunidad de Calatayud	16-19	Mujeres	46
Noviembre 2009	20	Comunidad de Calatayud	20-24	Hombres	135
Noviembre 2009	20	Comunidad de Calatayud	20-24	Mujeres	105
Noviembre 2009	20	Comunidad de Calatayud	25-29	Hombres	163
Noviembre 2009	20	Comunidad de Calatayud	25-29	Mujeres	142
Noviembre 2009	20	Comunidad de Calatayud	30-34	Hombres	177
Noviembre 2009	20	Comunidad de Calatayud	30-34	Mujeres	135
Noviembre 2009	20	Comunidad de Calatayud	35-39	Hombres	162
Noviembre 2009	20	Comunidad de Calatayud	35-39	Mujeres	134
Noviembre 2009	20	Comunidad de Calatayud	40-44	Hombres	138
Noviembre 2009	20	Comunidad de Calatayud	40-44	Mujeres	120
Noviembre 2009	20	Comunidad de Calatayud	45-49	Hombres	109
Noviembre 2009	20	Comunidad de Calatayud	45-49	Mujeres	94
Noviembre 2009	20	Comunidad de Calatayud	50-54	Hombres	103
Noviembre 2009	20	Comunidad de Calatayud	50-54	Mujeres	77
Noviembre 2009	20	Comunidad de Calatayud	55-59	Hombres	73
Noviembre 2009	20	Comunidad de Calatayud	55-59	Mujeres	72
Noviembre 2009	20	Comunidad de Calatayud	60-64	Hombres	55
Noviembre 2009	20	Comunidad de Calatayud	60-64	Mujeres	48
Noviembre 2009	21	Campo de Cariñena	16-19	Hombres	9
Noviembre 2009	21	Campo de Cariñena	16-19	Mujeres	5
Noviembre 2009	21	Campo de Cariñena	20-24	Hombres	29
Noviembre 2009	21	Campo de Cariñena	20-24	Mujeres	18
Noviembre 2009	21	Campo de Cariñena	25-29	Hombres	33
Noviembre 2009	21	Campo de Cariñena	25-29	Mujeres	29
Noviembre 2009	21	Campo de Cariñena	30-34	Hombres	46
Noviembre 2009	21	Campo de Cariñena	30-34	Mujeres	24
Noviembre 2009	21	Campo de Cariñena	35-39	Hombres	43
Noviembre 2009	21	Campo de Cariñena	35-39	Mujeres	38
Noviembre 2009	21	Campo de Cariñena	40-44	Hombres	36
Noviembre 2009	21	Campo de Cariñena	40-44	Mujeres	25
Noviembre 2009	21	Campo de Cariñena	45-49	Hombres	31
Noviembre 2009	21	Campo de Cariñena	45-49	Mujeres	25
Noviembre 2009	21	Campo de Cariñena	50-54	Hombres	20
Noviembre 2009	21	Campo de Cariñena	50-54	Mujeres	18
Noviembre 2009	21	Campo de Cariñena	55-59	Hombres	25
Noviembre 2009	21	Campo de Cariñena	55-59	Mujeres	19
Noviembre 2009	21	Campo de Cariñena	60-64	Hombres	16
Noviembre 2009	21	Campo de Cariñena	60-64	Mujeres	7
Noviembre 2009	22	Campo de Belchite	16-19	Hombres	4
Noviembre 2009	22	Campo de Belchite	16-19	Mujeres	3
Noviembre 2009	22	Campo de Belchite	20-24	Hombres	5
Noviembre 2009	22	Campo de Belchite	20-24	Mujeres	7
Noviembre 2009	22	Campo de Belchite	25-29	Hombres	9
Noviembre 2009	22	Campo de Belchite	25-29	Mujeres	7
Noviembre 2009	22	Campo de Belchite	30-34	Hombres	11
Noviembre 2009	22	Campo de Belchite	30-34	Mujeres	6
Noviembre 2009	22	Campo de Belchite	35-39	Hombres	10
Noviembre 2009	22	Campo de Belchite	35-39	Mujeres	13
Noviembre 2009	22	Campo de Belchite	40-44	Hombres	7
Noviembre 2009	22	Campo de Belchite	40-44	Mujeres	13
Noviembre 2009	22	Campo de Belchite	45-49	Hombres	11
Noviembre 2009	22	Campo de Belchite	45-49	Mujeres	14
Noviembre 2009	22	Campo de Belchite	50-54	Hombres	11
Noviembre 2009	22	Campo de Belchite	50-54	Mujeres	7
Noviembre 2009	22	Campo de Belchite	55-59	Hombres	5
Noviembre 2009	22	Campo de Belchite	55-59	Mujeres	4
Noviembre 2009	22	Campo de Belchite	60-64	Hombres	11
Noviembre 2009	22	Campo de Belchite	60-64	Mujeres	6
Noviembre 2009	23	Bajo Martín	16-19	Hombres	7
Noviembre 2009	23	Bajo Martín	16-19	Mujeres	2
Noviembre 2009	23	Bajo Martín	20-24	Hombres	15
Noviembre 2009	23	Bajo Martín	20-24	Mujeres	14
Noviembre 2009	23	Bajo Martín	25-29	Hombres	23
Noviembre 2009	23	Bajo Martín	25-29	Mujeres	11
Noviembre 2009	23	Bajo Martín	30-34	Hombres	25
Noviembre 2009	23	Bajo Martín	30-34	Mujeres	21
Noviembre 2009	23	Bajo Martín	35-39	Hombres	24
Noviembre 2009	23	Bajo Martín	35-39	Mujeres	22
Noviembre 2009	23	Bajo Martín	40-44	Hombres	19
Noviembre 2009	23	Bajo Martín	40-44	Mujeres	18
Noviembre 2009	23	Bajo Martín	45-49	Hombres	21
Noviembre 2009	23	Bajo Martín	45-49	Mujeres	11
Noviembre 2009	23	Bajo Martín	50-54	Hombres	19
Noviembre 2009	23	Bajo Martín	50-54	Mujeres	10
Noviembre 2009	23	Bajo Martín	55-59	Hombres	10
Noviembre 2009	23	Bajo Martín	55-59	Mujeres	12
Noviembre 2009	23	Bajo Martín	60-64	Hombres	8
Noviembre 2009	23	Bajo Martín	60-64	Mujeres	8
Noviembre 2009	24	Campo de Daroca	16-19	Hombres	5
Noviembre 2009	24	Campo de Daroca	16-19	Mujeres	3
Noviembre 2009	24	Campo de Daroca	20-24	Hombres	8
Noviembre 2009	24	Campo de Daroca	20-24	Mujeres	7
Noviembre 2009	24	Campo de Daroca	25-29	Hombres	8
Noviembre 2009	24	Campo de Daroca	25-29	Mujeres	11
Noviembre 2009	24	Campo de Daroca	30-34	Hombres	11
Noviembre 2009	24	Campo de Daroca	30-34	Mujeres	14
Noviembre 2009	24	Campo de Daroca	35-39	Hombres	11
Noviembre 2009	24	Campo de Daroca	35-39	Mujeres	8
Noviembre 2009	24	Campo de Daroca	40-44	Hombres	5
Noviembre 2009	24	Campo de Daroca	40-44	Mujeres	13
Noviembre 2009	24	Campo de Daroca	45-49	Hombres	8
Noviembre 2009	24	Campo de Daroca	45-49	Mujeres	9
Noviembre 2009	24	Campo de Daroca	50-54	Hombres	9
Noviembre 2009	24	Campo de Daroca	50-54	Mujeres	8
Noviembre 2009	24	Campo de Daroca	55-59	Hombres	5
Noviembre 2009	24	Campo de Daroca	55-59	Mujeres	8
Noviembre 2009	24	Campo de Daroca	60-64	Hombres	6
Noviembre 2009	24	Campo de Daroca	60-64	Mujeres	5
Noviembre 2009	25	Jiloca	16-19	Hombres	10
Noviembre 2009	25	Jiloca	16-19	Mujeres	11
Noviembre 2009	25	Jiloca	20-24	Hombres	48
Noviembre 2009	25	Jiloca	20-24	Mujeres	20
Noviembre 2009	25	Jiloca	25-29	Hombres	42
Noviembre 2009	25	Jiloca	25-29	Mujeres	53
Noviembre 2009	25	Jiloca	30-34	Hombres	60
Noviembre 2009	25	Jiloca	30-34	Mujeres	42
Noviembre 2009	25	Jiloca	35-39	Hombres	47
Noviembre 2009	25	Jiloca	35-39	Mujeres	56
Noviembre 2009	25	Jiloca	40-44	Hombres	48
Noviembre 2009	25	Jiloca	40-44	Mujeres	41
Noviembre 2009	25	Jiloca	45-49	Hombres	39
Noviembre 2009	25	Jiloca	45-49	Mujeres	30
Noviembre 2009	25	Jiloca	50-54	Hombres	34
Noviembre 2009	25	Jiloca	50-54	Mujeres	23
Noviembre 2009	25	Jiloca	55-59	Hombres	27
Noviembre 2009	25	Jiloca	55-59	Mujeres	13
Noviembre 2009	25	Jiloca	60-64	Hombres	22
Noviembre 2009	25	Jiloca	60-64	Mujeres	7
Noviembre 2009	26	Cuencas Mineras	16-19	Hombres	20
Noviembre 2009	26	Cuencas Mineras	16-19	Mujeres	20
Noviembre 2009	26	Cuencas Mineras	20-24	Hombres	51
Noviembre 2009	26	Cuencas Mineras	20-24	Mujeres	47
Noviembre 2009	26	Cuencas Mineras	25-29	Hombres	49
Noviembre 2009	26	Cuencas Mineras	25-29	Mujeres	33
Noviembre 2009	26	Cuencas Mineras	30-34	Hombres	58
Noviembre 2009	26	Cuencas Mineras	30-34	Mujeres	40
Noviembre 2009	26	Cuencas Mineras	35-39	Hombres	42
Noviembre 2009	26	Cuencas Mineras	35-39	Mujeres	40
Noviembre 2009	26	Cuencas Mineras	40-44	Hombres	40
Noviembre 2009	26	Cuencas Mineras	40-44	Mujeres	46
Noviembre 2009	26	Cuencas Mineras	45-49	Hombres	23
Noviembre 2009	26	Cuencas Mineras	45-49	Mujeres	42
Noviembre 2009	26	Cuencas Mineras	50-54	Hombres	23
Noviembre 2009	26	Cuencas Mineras	50-54	Mujeres	39
Noviembre 2009	26	Cuencas Mineras	55-59	Hombres	11
Noviembre 2009	26	Cuencas Mineras	55-59	Mujeres	15
Noviembre 2009	26	Cuencas Mineras	60-64	Hombres	5
Noviembre 2009	26	Cuencas Mineras	60-64	Mujeres	12
Noviembre 2009	27	Andorra-Sierra de Arcos	16-19	Hombres	33
Noviembre 2009	27	Andorra-Sierra de Arcos	16-19	Mujeres	13
Noviembre 2009	27	Andorra-Sierra de Arcos	20-24	Hombres	74
Noviembre 2009	27	Andorra-Sierra de Arcos	20-24	Mujeres	49
Noviembre 2009	27	Andorra-Sierra de Arcos	25-29	Hombres	64
Noviembre 2009	27	Andorra-Sierra de Arcos	25-29	Mujeres	49
Noviembre 2009	27	Andorra-Sierra de Arcos	30-34	Hombres	64
Noviembre 2009	27	Andorra-Sierra de Arcos	30-34	Mujeres	43
Noviembre 2009	27	Andorra-Sierra de Arcos	35-39	Hombres	51
Noviembre 2009	27	Andorra-Sierra de Arcos	35-39	Mujeres	41
Noviembre 2009	27	Andorra-Sierra de Arcos	40-44	Hombres	33
Noviembre 2009	27	Andorra-Sierra de Arcos	40-44	Mujeres	39
Noviembre 2009	27	Andorra-Sierra de Arcos	45-49	Hombres	40
Noviembre 2009	27	Andorra-Sierra de Arcos	45-49	Mujeres	26
Noviembre 2009	27	Andorra-Sierra de Arcos	50-54	Hombres	16
Noviembre 2009	27	Andorra-Sierra de Arcos	50-54	Mujeres	18
Noviembre 2009	27	Andorra-Sierra de Arcos	55-59	Hombres	10
Noviembre 2009	27	Andorra-Sierra de Arcos	55-59	Mujeres	9
Noviembre 2009	27	Andorra-Sierra de Arcos	60-64	Hombres	10
Noviembre 2009	27	Andorra-Sierra de Arcos	60-64	Mujeres	5
Noviembre 2009	28	Bajo Aragón	16-19	Hombres	40
Noviembre 2009	28	Bajo Aragón	16-19	Mujeres	28
Noviembre 2009	28	Bajo Aragón	20-24	Hombres	108
Noviembre 2009	28	Bajo Aragón	20-24	Mujeres	93
Noviembre 2009	28	Bajo Aragón	25-29	Hombres	150
Noviembre 2009	28	Bajo Aragón	25-29	Mujeres	107
Noviembre 2009	28	Bajo Aragón	30-34	Hombres	167
Noviembre 2009	28	Bajo Aragón	30-34	Mujeres	152
Noviembre 2009	28	Bajo Aragón	35-39	Hombres	153
Noviembre 2009	28	Bajo Aragón	35-39	Mujeres	143
Noviembre 2009	28	Bajo Aragón	40-44	Hombres	113
Noviembre 2009	28	Bajo Aragón	40-44	Mujeres	111
Noviembre 2009	28	Bajo Aragón	45-49	Hombres	93
Noviembre 2009	28	Bajo Aragón	45-49	Mujeres	86
Noviembre 2009	28	Bajo Aragón	50-54	Hombres	72
Noviembre 2009	28	Bajo Aragón	50-54	Mujeres	67
Noviembre 2009	28	Bajo Aragón	55-59	Hombres	58
Noviembre 2009	28	Bajo Aragón	55-59	Mujeres	51
Noviembre 2009	28	Bajo Aragón	60-64	Hombres	47
Noviembre 2009	28	Bajo Aragón	60-64	Mujeres	32
Noviembre 2009	29	Comunidad de Teruel	16-19	Hombres	85
Noviembre 2009	29	Comunidad de Teruel	16-19	Mujeres	70
Noviembre 2009	29	Comunidad de Teruel	20-24	Hombres	181
Noviembre 2009	29	Comunidad de Teruel	20-24	Mujeres	179
Noviembre 2009	29	Comunidad de Teruel	25-29	Hombres	203
Noviembre 2009	29	Comunidad de Teruel	25-29	Mujeres	166
Noviembre 2009	29	Comunidad de Teruel	30-34	Hombres	184
Noviembre 2009	29	Comunidad de Teruel	30-34	Mujeres	176
Noviembre 2009	29	Comunidad de Teruel	35-39	Hombres	169
Noviembre 2009	29	Comunidad de Teruel	35-39	Mujeres	153
Noviembre 2009	29	Comunidad de Teruel	40-44	Hombres	126
Noviembre 2009	29	Comunidad de Teruel	40-44	Mujeres	144
Noviembre 2009	29	Comunidad de Teruel	45-49	Hombres	107
Noviembre 2009	29	Comunidad de Teruel	45-49	Mujeres	141
Noviembre 2009	29	Comunidad de Teruel	50-54	Hombres	101
Noviembre 2009	29	Comunidad de Teruel	50-54	Mujeres	117
Noviembre 2009	29	Comunidad de Teruel	55-59	Hombres	85
Noviembre 2009	29	Comunidad de Teruel	55-59	Mujeres	75
Noviembre 2009	29	Comunidad de Teruel	60-64	Hombres	51
Noviembre 2009	29	Comunidad de Teruel	60-64	Mujeres	48
Noviembre 2009	30	Maestrazgo	16-19	Hombres	3
Noviembre 2009	30	Maestrazgo	16-19	Mujeres	3
Noviembre 2009	30	Maestrazgo	20-24	Hombres	13
Noviembre 2009	30	Maestrazgo	20-24	Mujeres	6
Noviembre 2009	30	Maestrazgo	25-29	Hombres	14
Noviembre 2009	30	Maestrazgo	25-29	Mujeres	9
Noviembre 2009	30	Maestrazgo	30-34	Hombres	9
Noviembre 2009	30	Maestrazgo	30-34	Mujeres	13
Noviembre 2009	30	Maestrazgo	35-39	Hombres	10
Noviembre 2009	30	Maestrazgo	35-39	Mujeres	7
Noviembre 2009	30	Maestrazgo	40-44	Hombres	6
Noviembre 2009	30	Maestrazgo	40-44	Mujeres	4
Noviembre 2009	30	Maestrazgo	45-49	Hombres	9
Noviembre 2009	30	Maestrazgo	45-49	Mujeres	8
Noviembre 2009	30	Maestrazgo	50-54	Hombres	7
Noviembre 2009	30	Maestrazgo	50-54	Mujeres	3
Noviembre 2009	30	Maestrazgo	55-59	Hombres	10
Noviembre 2009	30	Maestrazgo	55-59	Mujeres	5
Noviembre 2009	30	Maestrazgo	60-64	Hombres	3
Noviembre 2009	30	Maestrazgo	60-64	Mujeres	3
Noviembre 2009	31	Sierra de Albarracín	16-19	Hombres	9
Noviembre 2009	31	Sierra de Albarracín	16-19	Mujeres	4
Noviembre 2009	31	Sierra de Albarracín	20-24	Hombres	19
Noviembre 2009	31	Sierra de Albarracín	20-24	Mujeres	10
Noviembre 2009	31	Sierra de Albarracín	25-29	Hombres	9
Noviembre 2009	31	Sierra de Albarracín	25-29	Mujeres	16
Noviembre 2009	31	Sierra de Albarracín	30-34	Hombres	6
Noviembre 2009	31	Sierra de Albarracín	30-34	Mujeres	16
Noviembre 2009	31	Sierra de Albarracín	35-39	Hombres	3
Noviembre 2009	31	Sierra de Albarracín	35-39	Mujeres	14
Noviembre 2009	31	Sierra de Albarracín	40-44	Hombres	10
Noviembre 2009	31	Sierra de Albarracín	40-44	Mujeres	11
Noviembre 2009	31	Sierra de Albarracín	45-49	Hombres	3
Noviembre 2009	31	Sierra de Albarracín	45-49	Mujeres	14
Noviembre 2009	31	Sierra de Albarracín	50-54	Hombres	7
Noviembre 2009	31	Sierra de Albarracín	50-54	Mujeres	10
Noviembre 2009	31	Sierra de Albarracín	55-59	Hombres	3
Noviembre 2009	31	Sierra de Albarracín	55-59	Mujeres	1
Noviembre 2009	31	Sierra de Albarracín	60-64	Hombres	3
Noviembre 2009	31	Sierra de Albarracín	60-64	Mujeres	2
Noviembre 2009	32	Gúdar-Javalambre	16-19	Hombres	9
Noviembre 2009	32	Gúdar-Javalambre	16-19	Mujeres	4
Noviembre 2009	32	Gúdar-Javalambre	20-24	Hombres	17
Noviembre 2009	32	Gúdar-Javalambre	20-24	Mujeres	18
Noviembre 2009	32	Gúdar-Javalambre	25-29	Hombres	25
Noviembre 2009	32	Gúdar-Javalambre	25-29	Mujeres	39
Noviembre 2009	32	Gúdar-Javalambre	30-34	Hombres	48
Noviembre 2009	32	Gúdar-Javalambre	30-34	Mujeres	30
Noviembre 2009	32	Gúdar-Javalambre	35-39	Hombres	32
Noviembre 2009	32	Gúdar-Javalambre	35-39	Mujeres	30
Noviembre 2009	32	Gúdar-Javalambre	40-44	Hombres	30
Noviembre 2009	32	Gúdar-Javalambre	40-44	Mujeres	43
Noviembre 2009	32	Gúdar-Javalambre	45-49	Hombres	30
Noviembre 2009	32	Gúdar-Javalambre	45-49	Mujeres	25
Noviembre 2009	32	Gúdar-Javalambre	50-54	Hombres	21
Noviembre 2009	32	Gúdar-Javalambre	50-54	Mujeres	24
Noviembre 2009	32	Gúdar-Javalambre	55-59	Hombres	12
Noviembre 2009	32	Gúdar-Javalambre	55-59	Mujeres	11
Noviembre 2009	32	Gúdar-Javalambre	60-64	Hombres	3
Noviembre 2009	32	Gúdar-Javalambre	60-64	Mujeres	14
Noviembre 2009	33	Matarraña / Matarranya	16-19	Hombres	7
Noviembre 2009	33	Matarraña / Matarranya	16-19	Mujeres	2
Noviembre 2009	33	Matarraña / Matarranya	20-24	Hombres	17
Noviembre 2009	33	Matarraña / Matarranya	20-24	Mujeres	18
Noviembre 2009	33	Matarraña / Matarranya	25-29	Hombres	35
Noviembre 2009	33	Matarraña / Matarranya	25-29	Mujeres	16
Noviembre 2009	33	Matarraña / Matarranya	30-34	Hombres	24
Noviembre 2009	33	Matarraña / Matarranya	30-34	Mujeres	24
Noviembre 2009	33	Matarraña / Matarranya	35-39	Hombres	20
Noviembre 2009	33	Matarraña / Matarranya	35-39	Mujeres	13
Noviembre 2009	33	Matarraña / Matarranya	40-44	Hombres	27
Noviembre 2009	33	Matarraña / Matarranya	40-44	Mujeres	21
Noviembre 2009	33	Matarraña / Matarranya	45-49	Hombres	20
Noviembre 2009	33	Matarraña / Matarranya	45-49	Mujeres	23
Noviembre 2009	33	Matarraña / Matarranya	50-54	Hombres	14
Noviembre 2009	33	Matarraña / Matarranya	50-54	Mujeres	10
Noviembre 2009	33	Matarraña / Matarranya	55-59	Hombres	19
Noviembre 2009	33	Matarraña / Matarranya	55-59	Mujeres	9
Noviembre 2009	33	Matarraña / Matarranya	60-64	Hombres	12
Noviembre 2009	33	Matarraña / Matarranya	60-64	Mujeres	8
Octubre 2009	01	La Jacetania	16-19	Hombres	16
Octubre 2009	01	La Jacetania	16-19	Mujeres	20
Octubre 2009	01	La Jacetania	20-24	Hombres	62
Octubre 2009	01	La Jacetania	20-24	Mujeres	52
Octubre 2009	01	La Jacetania	25-29	Hombres	76
Octubre 2009	01	La Jacetania	25-29	Mujeres	76
Octubre 2009	01	La Jacetania	30-34	Hombres	78
Octubre 2009	01	La Jacetania	30-34	Mujeres	86
Octubre 2009	01	La Jacetania	35-39	Hombres	67
Octubre 2009	01	La Jacetania	35-39	Mujeres	77
Octubre 2009	01	La Jacetania	40-44	Hombres	68
Octubre 2009	01	La Jacetania	40-44	Mujeres	73
Octubre 2009	01	La Jacetania	45-49	Hombres	53
Octubre 2009	01	La Jacetania	45-49	Mujeres	49
Octubre 2009	01	La Jacetania	50-54	Hombres	30
Octubre 2009	01	La Jacetania	50-54	Mujeres	34
Octubre 2009	01	La Jacetania	55-59	Hombres	35
Octubre 2009	01	La Jacetania	55-59	Mujeres	21
Octubre 2009	01	La Jacetania	60-64	Hombres	20
Octubre 2009	01	La Jacetania	60-64	Mujeres	11
