Año	Municipio código	Municipio nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2018	50251	Tarazona	90	Actividades de creación, artísticas y espectáculos	21
2018	50251	Tarazona	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	1
2018	50251	Tarazona	92	Actividades de juegos de azar y apuestas	10
2018	50251	Tarazona	93	Actividades deportivas, recreativas y de entretenimiento	9
2018	50251	Tarazona	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	11
2018	50251	Tarazona	96	Otros servicios personales	61
2018	50272	Utebo	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	23
2018	50272	Utebo	08	Otras industrias extractivas	1
2018	50272	Utebo	10	Industria de la alimentación	19
2018	50272	Utebo	13	Industria textil	7
2018	50272	Utebo	14	Confección de prendas de vestir	6
2018	50272	Utebo	15	Industria del cuero y del calzado	3
2018	50272	Utebo	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	1
2018	50272	Utebo	17	Industria del papel	1
2018	50272	Utebo	18	Artes gráficas y reproducción de soportes grabados	10
2018	50272	Utebo	20	Industria química	11
2018	50272	Utebo	21	Fabricación de productos farmacéuticos	2
2018	50272	Utebo	22	Fabricación de productos de caucho y plásticos	9
2018	50272	Utebo	23	Fabricación de otros productos minerales no metálicos	1
2018	50272	Utebo	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
2018	50272	Utebo	25	Fabricación de productos metálicos, excepto maquinaria y equipo	42
2018	50272	Utebo	27	Fabricación de material y equipo eléctrico	5
2018	50272	Utebo	28	Fabricación de maquinaria y equipo n.c.o.p.	16
2018	50272	Utebo	29	Fabricación de vehículos de motor, remolques y semirremolques	7
2018	50272	Utebo	31	Fabricación de muebles	8
2018	50272	Utebo	32	Otras industrias manufactureras	3
2018	50272	Utebo	33	Reparación e instalación de maquinaria y equipo	15
2018	50272	Utebo	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	7
2018	50272	Utebo	37	Recogida y tratamiento de aguas residuales	2
2018	50272	Utebo	38	Recogida, tratamiento y eliminación de residuos; valorización	2
2018	50272	Utebo	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2018	50272	Utebo	41	Construcción de edificios	119
2018	50272	Utebo	42	Ingeniería civil	18
2018	50272	Utebo	43	Actividades de construcción especializada	132
2018	50272	Utebo	45	Venta y reparación de vehículos de motor y motocicletas	91
2018	50272	Utebo	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	132
2018	50272	Utebo	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	328
2018	50272	Utebo	49	Transporte terrestre y por tubería	96
2018	50272	Utebo	52	Almacenamiento y actividades anexas al transporte	13
2018	50272	Utebo	53	Actividades postales y de correos	11
2018	50272	Utebo	55	Servicios de alojamiento	8
2018	50272	Utebo	56	Servicios de comidas y bebidas	120
2018	50272	Utebo	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	2
2018	50272	Utebo	61	Telecomunicaciones	3
2018	50272	Utebo	62	Programación, consultoría y otras actividades relacionadas con la informática	8
2018	50272	Utebo	64	Servicios financieros, excepto seguros y fondos de pensiones	10
2018	50272	Utebo	66	Actividades auxiliares a los servicios financieros y a los seguros	25
2018	50272	Utebo	68	Actividades inmobiliarias	196
2018	50272	Utebo	69	Actividades jurídicas y de contabilidad	26
2018	50272	Utebo	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	43
2018	50272	Utebo	72	Investigación y desarrollo	7
2018	50272	Utebo	73	Publicidad y estudios de mercado	15
2018	50272	Utebo	74	Otras actividades profesionales, científicas y técnicas	28
2018	50272	Utebo	75	Actividades veterinarias	5
2018	50272	Utebo	77	Actividades de alquiler	18
2018	50272	Utebo	78	Actividades relacionadas con el empleo	1
2018	50272	Utebo	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	5
2018	50272	Utebo	80	Actividades de seguridad e investigación	2
2018	50272	Utebo	81	Servicios a edificios y actividades de jardinería	16
2018	50272	Utebo	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	35
2018	50272	Utebo	85	Educación	82
2018	50272	Utebo	86	Actividades sanitarias	40
2018	50272	Utebo	87	Asistencia en establecimientos residenciales	3
2018	50272	Utebo	88	Actividades de servicios sociales sin alojamiento	6
2018	50272	Utebo	90	Actividades de creación, artísticas y espectáculos	19
2018	50272	Utebo	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	5
2018	50272	Utebo	92	Actividades de juegos de azar y apuestas	7
2018	50272	Utebo	93	Actividades deportivas, recreativas y de entretenimiento	23
2018	50272	Utebo	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	29
2018	50272	Utebo	96	Otros servicios personales	69
2018	50297	Zaragoza	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	479
2018	50297	Zaragoza	02	Silvicultura y explotación forestal	30
2018	50297	Zaragoza	05	Extracción de antracita, hulla y lignito	2
2018	50297	Zaragoza	07	Extracción de minerales metálicos	1
2018	50297	Zaragoza	08	Otras industrias extractivas	22
2018	50297	Zaragoza	10	Industria de la alimentación	369
2018	50297	Zaragoza	11	Fabricación de bebidas	14
2018	50297	Zaragoza	13	Industria textil	133
2018	50297	Zaragoza	14	Confección de prendas de vestir	308
2018	50297	Zaragoza	15	Industria del cuero y del calzado	33
2018	50297	Zaragoza	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	113
2018	50297	Zaragoza	17	Industria del papel	21
2018	50297	Zaragoza	18	Artes gráficas y reproducción de soportes grabados	398
2018	50297	Zaragoza	20	Industria química	64
2018	50297	Zaragoza	21	Fabricación de productos farmacéuticos	13
2018	50297	Zaragoza	22	Fabricación de productos de caucho y plásticos	95
2018	50297	Zaragoza	23	Fabricación de otros productos minerales no metálicos	73
2018	50297	Zaragoza	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	22
2018	50297	Zaragoza	25	Fabricación de productos metálicos, excepto maquinaria y equipo	566
2018	50297	Zaragoza	26	Fabricación de productos informáticos, electrónicos y ópticos	106
2018	50297	Zaragoza	27	Fabricación de material y equipo eléctrico	73
2018	50297	Zaragoza	28	Fabricación de maquinaria y equipo n.c.o.p.	265
2018	50297	Zaragoza	29	Fabricación de vehículos de motor, remolques y semirremolques	59
2018	50297	Zaragoza	30	Fabricación de otro material de transporte	27
2018	50297	Zaragoza	31	Fabricación de muebles	184
2018	50297	Zaragoza	32	Otras industrias manufactureras	331
2018	50297	Zaragoza	33	Reparación e instalación de maquinaria y equipo	318
2018	50297	Zaragoza	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	310
2018	50297	Zaragoza	36	Captación, depuración y distribución de agua	8
2018	50297	Zaragoza	37	Recogida y tratamiento de aguas residuales	33
2018	50297	Zaragoza	38	Recogida, tratamiento y eliminación de residuos; valorización	46
2018	50297	Zaragoza	39	Actividades de descontaminación y otros servicios de gestión de residuos	57
2018	50297	Zaragoza	41	Construcción de edificios	3221
2018	50297	Zaragoza	42	Ingeniería civil	642
2018	50297	Zaragoza	43	Actividades de construcción especializada	7261
2018	50297	Zaragoza	45	Venta y reparación de vehículos de motor y motocicletas	1856
2018	50297	Zaragoza	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	6567
2018	50297	Zaragoza	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	14952
2018	50297	Zaragoza	49	Transporte terrestre y por tubería	4078
2018	50297	Zaragoza	50	Transporte marítimo y por vías navegables interiores	3
2018	50297	Zaragoza	51	Transporte aéreo	7
2018	50297	Zaragoza	52	Almacenamiento y actividades anexas al transporte	667
2018	50297	Zaragoza	53	Actividades postales y de correos	798
2018	50297	Zaragoza	55	Servicios de alojamiento	222
2018	50297	Zaragoza	56	Servicios de comidas y bebidas	6135
2018	50297	Zaragoza	58	Edición	338
2018	50297	Zaragoza	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	326
2018	50297	Zaragoza	60	Actividades de programación y emisión de radio y televisión	67
2018	50297	Zaragoza	61	Telecomunicaciones	146
2018	50297	Zaragoza	62	Programación, consultoría y otras actividades relacionadas con la informática	1276
2018	50297	Zaragoza	63	Servicios de información	144
2018	50297	Zaragoza	64	Servicios financieros, excepto seguros y fondos de pensiones	497
2018	50297	Zaragoza	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	114
2018	50297	Zaragoza	66	Actividades auxiliares a los servicios financieros y a los seguros	2242
2018	50297	Zaragoza	68	Actividades inmobiliarias	12078
2018	50297	Zaragoza	69	Actividades jurídicas y de contabilidad	4817
2018	50297	Zaragoza	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	3522
2018	50297	Zaragoza	72	Investigación y desarrollo	777
2018	50297	Zaragoza	73	Publicidad y estudios de mercado	1348
2018	50297	Zaragoza	74	Otras actividades profesionales, científicas y técnicas	2216
2018	50297	Zaragoza	75	Actividades veterinarias	322
2018	50297	Zaragoza	77	Actividades de alquiler	816
2018	50297	Zaragoza	78	Actividades relacionadas con el empleo	248
2018	50297	Zaragoza	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	280
2018	50297	Zaragoza	80	Actividades de seguridad e investigación	102
2018	50297	Zaragoza	81	Servicios a edificios y actividades de jardinería	899
2018	50297	Zaragoza	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	3580
2018	50297	Zaragoza	85	Educación	4409
2018	50297	Zaragoza	86	Actividades sanitarias	4071
2018	50297	Zaragoza	87	Asistencia en establecimientos residenciales	243
2018	50297	Zaragoza	88	Actividades de servicios sociales sin alojamiento	281
2018	50297	Zaragoza	90	Actividades de creación, artísticas y espectáculos	1902
2018	50297	Zaragoza	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	247
2018	50297	Zaragoza	92	Actividades de juegos de azar y apuestas	366
2018	50297	Zaragoza	93	Actividades deportivas, recreativas y de entretenimiento	783
2018	50297	Zaragoza	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	872
2018	50297	Zaragoza	96	Otros servicios personales	3455
