Mes (código)	Mes y año	Municipio nombre	Municipio código	Sexo	Nacionalidad	Afiliaciones en alta
202009	Septiembre 2020	Burbáguena	44047	Mujeres	Extranjeros comunitarios (UE-28)	12
202009	Septiembre 2020	Burbáguena	44047	Mujeres	Extranjeros no comunitarios	2
202009	Septiembre 2020	Bureta	50061	Hombres	Españoles	21
202009	Septiembre 2020	Bureta	50061	Mujeres	Españoles	13
202009	Septiembre 2020	Bureta	50061	Mujeres	Extranjeros comunitarios (UE-28)	3
202009	Septiembre 2020	Bureta	50061	Hombres	Extranjeros no comunitarios	13
202009	Septiembre 2020	Bureta	50061	Mujeres	Extranjeros no comunitarios	3
202009	Septiembre 2020	Burgo de Ebro (El)	50062	Hombres	Españoles	1137
202009	Septiembre 2020	Burgo de Ebro (El)	50062	Mujeres	Españoles	457
202009	Septiembre 2020	Burgo de Ebro (El)	50062	Mujeres	No consta	1
202009	Septiembre 2020	Burgo de Ebro (El)	50062	Hombres	Extranjeros comunitarios (UE-28)	57
202009	Septiembre 2020	Burgo de Ebro (El)	50062	Mujeres	Extranjeros comunitarios (UE-28)	38
202009	Septiembre 2020	Burgo de Ebro (El)	50062	Hombres	Extranjeros no comunitarios	45
202009	Septiembre 2020	Burgo de Ebro (El)	50062	Mujeres	Extranjeros no comunitarios	29
202009	Septiembre 2020	Burgo de Ebro (El)	50062	Hombres	Extranjeros comunitarios (UE-28)	20
202009	Septiembre 2020	Burgo de Ebro (El)	50062	Mujeres	Extranjeros comunitarios (UE-28)	6
202009	Septiembre 2020	Buste (El)	50063	Hombres	Españoles	8
202009	Septiembre 2020	Buste (El)	50063	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Bádenas	44032	Hombres	Españoles	3
202009	Septiembre 2020	Bádenas	44032	Mujeres	Españoles	1
202009	Septiembre 2020	Báguena	44033	Hombres	Españoles	23
202009	Septiembre 2020	Báguena	44033	Mujeres	Españoles	10
202009	Septiembre 2020	Báguena	44033	Hombres	Extranjeros comunitarios (UE-28)	4
202009	Septiembre 2020	Báguena	44033	Mujeres	Extranjeros comunitarios (UE-28)	7
202009	Septiembre 2020	Báguena	44033	Hombres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Bárboles	50043	Hombres	Españoles	119
202009	Septiembre 2020	Bárboles	50043	Mujeres	Españoles	17
202009	Septiembre 2020	Bárboles	50043	Hombres	Extranjeros comunitarios (UE-28)	7
202009	Septiembre 2020	Bárboles	50043	Hombres	Extranjeros no comunitarios	4
202009	Septiembre 2020	Bárboles	50043	Mujeres	Extranjeros no comunitarios	2
202009	Septiembre 2020	Bárboles	50043	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Bárcabo	22051	Hombres	Españoles	7
202009	Septiembre 2020	Bárcabo	22051	Mujeres	Españoles	1
202009	Septiembre 2020	Bárcabo	22051	Hombres	Extranjeros comunitarios (UE-28)	2
202009	Septiembre 2020	Cabañas de Ebro	50064	Hombres	Españoles	99
202009	Septiembre 2020	Cabañas de Ebro	50064	Mujeres	Españoles	44
202009	Septiembre 2020	Cabañas de Ebro	50064	Hombres	Extranjeros comunitarios (UE-28)	11
202009	Septiembre 2020	Cabañas de Ebro	50064	Mujeres	Extranjeros comunitarios (UE-28)	4
202009	Septiembre 2020	Cabañas de Ebro	50064	Hombres	Extranjeros no comunitarios	3
202009	Septiembre 2020	Cabañas de Ebro	50064	Mujeres	Extranjeros no comunitarios	3
202009	Septiembre 2020	Cabañas de Ebro	50064	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Cabolafuente	50065	Hombres	Españoles	8
202009	Septiembre 2020	Cabra de Mora	44048	Hombres	Españoles	7
202009	Septiembre 2020	Cabra de Mora	44048	Mujeres	Españoles	5
202009	Septiembre 2020	Cabra de Mora	44048	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Cadrete	50066	Hombres	Españoles	1120
202009	Septiembre 2020	Cadrete	50066	Mujeres	Españoles	494
202009	Septiembre 2020	Cadrete	50066	Hombres	Extranjeros comunitarios (UE-28)	104
202009	Septiembre 2020	Cadrete	50066	Mujeres	Extranjeros comunitarios (UE-28)	36
202009	Septiembre 2020	Cadrete	50066	Hombres	Extranjeros no comunitarios	54
202009	Septiembre 2020	Cadrete	50066	Mujeres	Extranjeros no comunitarios	27
202009	Septiembre 2020	Cadrete	50066	Hombres	Extranjeros comunitarios (UE-28)	5
202009	Septiembre 2020	Cadrete	50066	Mujeres	Extranjeros comunitarios (UE-28)	9
202009	Septiembre 2020	Calaceite	44049	Hombres	Españoles	183
202009	Septiembre 2020	Calaceite	44049	Mujeres	Españoles	126
202009	Septiembre 2020	Calaceite	44049	Hombres	Extranjeros comunitarios (UE-28)	13
202009	Septiembre 2020	Calaceite	44049	Mujeres	Extranjeros comunitarios (UE-28)	6
202009	Septiembre 2020	Calaceite	44049	Hombres	Extranjeros no comunitarios	18
202009	Septiembre 2020	Calaceite	44049	Mujeres	Extranjeros no comunitarios	11
202009	Septiembre 2020	Calaceite	44049	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Calaceite	44049	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Calaceite	44049	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Calaceite	44049	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Calamocha	44050	Hombres	Españoles	711
202009	Septiembre 2020	Calamocha	44050	Mujeres	Españoles	644
202009	Septiembre 2020	Calamocha	44050	Hombres	Extranjeros comunitarios (UE-28)	68
202009	Septiembre 2020	Calamocha	44050	Mujeres	Extranjeros comunitarios (UE-28)	72
202009	Septiembre 2020	Calamocha	44050	Hombres	Extranjeros no comunitarios	66
202009	Septiembre 2020	Calamocha	44050	Mujeres	Extranjeros no comunitarios	27
202009	Septiembre 2020	Calamocha	44050	Hombres	Extranjeros comunitarios (UE-28)	8
202009	Septiembre 2020	Calamocha	44050	Mujeres	Extranjeros comunitarios (UE-28)	10
202009	Septiembre 2020	Calanda	44051	Hombres	Españoles	647
202009	Septiembre 2020	Calanda	44051	Mujeres	Españoles	430
202009	Septiembre 2020	Calanda	44051	Hombres	Extranjeros comunitarios (UE-28)	106
202009	Septiembre 2020	Calanda	44051	Mujeres	Extranjeros comunitarios (UE-28)	136
202009	Septiembre 2020	Calanda	44051	Hombres	Extranjeros no comunitarios	129
202009	Septiembre 2020	Calanda	44051	Mujeres	Extranjeros no comunitarios	37
202009	Septiembre 2020	Calanda	44051	Hombres	Extranjeros comunitarios (UE-28)	5
202009	Septiembre 2020	Calanda	44051	Mujeres	Extranjeros comunitarios (UE-28)	15
202009	Septiembre 2020	Calatayud	50067	Hombres	Españoles	2716
202009	Septiembre 2020	Calatayud	50067	Mujeres	Españoles	2633
202009	Septiembre 2020	Calatayud	50067	Hombres	Extranjeros comunitarios (UE-28)	429
202009	Septiembre 2020	Calatayud	50067	Mujeres	Extranjeros comunitarios (UE-28)	460
202009	Septiembre 2020	Calatayud	50067	Hombres	Extranjeros no comunitarios	145
202009	Septiembre 2020	Calatayud	50067	Mujeres	Extranjeros no comunitarios	84
202009	Septiembre 2020	Calatayud	50067	Hombres	Extranjeros comunitarios (UE-28)	13
202009	Septiembre 2020	Calatayud	50067	Mujeres	Extranjeros comunitarios (UE-28)	10
202009	Septiembre 2020	Calatayud	50067	Hombres	Extranjeros comunitarios (UE-28)	2
202009	Septiembre 2020	Calatayud	50067	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Calatorao	50068	Hombres	Españoles	443
202009	Septiembre 2020	Calatorao	50068	Mujeres	Españoles	179
202009	Septiembre 2020	Calatorao	50068	Hombres	No consta	2
202009	Septiembre 2020	Calatorao	50068	Mujeres	No consta	1
202009	Septiembre 2020	Calatorao	50068	Hombres	Extranjeros comunitarios (UE-28)	124
202009	Septiembre 2020	Calatorao	50068	Mujeres	Extranjeros comunitarios (UE-28)	65
202009	Septiembre 2020	Calatorao	50068	Hombres	Extranjeros no comunitarios	176
202009	Septiembre 2020	Calatorao	50068	Mujeres	Extranjeros no comunitarios	7
202009	Septiembre 2020	Calatorao	50068	Hombres	Extranjeros comunitarios (UE-28)	3
202009	Septiembre 2020	Calatorao	50068	Mujeres	Extranjeros comunitarios (UE-28)	2
202009	Septiembre 2020	Calcena	50069	Hombres	Españoles	7
202009	Septiembre 2020	Calcena	50069	Mujeres	Españoles	4
202009	Septiembre 2020	Calcena	50069	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Caldearenas	22072	Hombres	Españoles	22
202009	Septiembre 2020	Caldearenas	22072	Mujeres	Españoles	8
202009	Septiembre 2020	Caldearenas	22072	Mujeres	No consta	1
202009	Septiembre 2020	Caldearenas	22072	Hombres	Extranjeros comunitarios (UE-28)	2
202009	Septiembre 2020	Caldearenas	22072	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Calmarza	50070	Hombres	Españoles	7
202009	Septiembre 2020	Calmarza	50070	Mujeres	Españoles	3
202009	Septiembre 2020	Calmarza	50070	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Calomarde	44052	Hombres	Españoles	3
202009	Septiembre 2020	Calomarde	44052	Mujeres	Españoles	4
202009	Septiembre 2020	Calomarde	44052	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Camarena de la Sierra	44054	Hombres	Españoles	19
202009	Septiembre 2020	Camarena de la Sierra	44054	Mujeres	Españoles	10
202009	Septiembre 2020	Camarena de la Sierra	44054	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Camarillas	44055	Hombres	Españoles	11
202009	Septiembre 2020	Camarillas	44055	Mujeres	Españoles	4
202009	Septiembre 2020	Camarillas	44055	Hombres	Extranjeros no comunitarios	3
202009	Septiembre 2020	Camarillas	44055	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Camañas	44053	Hombres	Españoles	20
202009	Septiembre 2020	Camañas	44053	Mujeres	Españoles	8
202009	Septiembre 2020	Camañas	44053	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Camañas	44053	Hombres	Extranjeros no comunitarios	2
202009	Septiembre 2020	Caminreal	44056	Hombres	Españoles	99
202009	Septiembre 2020	Caminreal	44056	Mujeres	Españoles	59
202009	Septiembre 2020	Caminreal	44056	Hombres	Extranjeros comunitarios (UE-28)	17
202009	Septiembre 2020	Caminreal	44056	Mujeres	Extranjeros comunitarios (UE-28)	9
202009	Septiembre 2020	Caminreal	44056	Hombres	Extranjeros no comunitarios	13
202009	Septiembre 2020	Caminreal	44056	Mujeres	Extranjeros no comunitarios	5
202009	Septiembre 2020	Campillo de Aragón	50071	Hombres	Españoles	21
202009	Septiembre 2020	Campillo de Aragón	50071	Mujeres	Españoles	6
202009	Septiembre 2020	Campillo de Aragón	50071	Hombres	Extranjeros comunitarios (UE-28)	7
202009	Septiembre 2020	Campillo de Aragón	50071	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Campillo de Aragón	50071	Hombres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Campillo de Aragón	50071	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Campo	22074	Hombres	Españoles	102
202009	Septiembre 2020	Campo	22074	Mujeres	Españoles	68
202009	Septiembre 2020	Campo	22074	Hombres	Extranjeros comunitarios (UE-28)	12
202009	Septiembre 2020	Campo	22074	Mujeres	Extranjeros comunitarios (UE-28)	8
202009	Septiembre 2020	Campo	22074	Hombres	Extranjeros no comunitarios	6
202009	Septiembre 2020	Campo	22074	Mujeres	Extranjeros no comunitarios	5
202009	Septiembre 2020	Campo	22074	Hombres	Extranjeros comunitarios (UE-28)	3
202009	Septiembre 2020	Campo	22074	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Campo	22074	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Camporrells	22075	Hombres	Españoles	18
202009	Septiembre 2020	Camporrells	22075	Mujeres	Españoles	14
202009	Septiembre 2020	Camporrells	22075	Hombres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Canal de Berdún	22076	Hombres	Españoles	54
202009	Septiembre 2020	Canal de Berdún	22076	Mujeres	Españoles	25
202009	Septiembre 2020	Canal de Berdún	22076	Hombres	Extranjeros comunitarios (UE-28)	2
202009	Septiembre 2020	Canal de Berdún	22076	Mujeres	Extranjeros comunitarios (UE-28)	4
202009	Septiembre 2020	Canal de Berdún	22076	Hombres	Extranjeros no comunitarios	2
202009	Septiembre 2020	Canal de Berdún	22076	Mujeres	Extranjeros no comunitarios	4
202009	Septiembre 2020	Canal de Berdún	22076	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Candasnos	22077	Hombres	Españoles	110
202009	Septiembre 2020	Candasnos	22077	Mujeres	Españoles	55
202009	Septiembre 2020	Candasnos	22077	Hombres	Extranjeros comunitarios (UE-28)	37
202009	Septiembre 2020	Candasnos	22077	Mujeres	Extranjeros comunitarios (UE-28)	34
202009	Septiembre 2020	Candasnos	22077	Hombres	Extranjeros no comunitarios	14
202009	Septiembre 2020	Candasnos	22077	Mujeres	Extranjeros no comunitarios	2
202009	Septiembre 2020	Candasnos	22077	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Canfranc	22078	Hombres	Españoles	135
202009	Septiembre 2020	Canfranc	22078	Mujeres	Españoles	77
202009	Septiembre 2020	Canfranc	22078	Hombres	Extranjeros comunitarios (UE-28)	5
202009	Septiembre 2020	Canfranc	22078	Hombres	Extranjeros no comunitarios	9
202009	Septiembre 2020	Canfranc	22078	Mujeres	Extranjeros no comunitarios	12
202009	Septiembre 2020	Canfranc	22078	Hombres	Extranjeros comunitarios (UE-28)	7
202009	Septiembre 2020	Canfranc	22078	Mujeres	Extranjeros comunitarios (UE-28)	3
202009	Septiembre 2020	Cantavieja	44059	Hombres	Españoles	158
202009	Septiembre 2020	Cantavieja	44059	Mujeres	Españoles	123
202009	Septiembre 2020	Cantavieja	44059	Hombres	Extranjeros comunitarios (UE-28)	10
202009	Septiembre 2020	Cantavieja	44059	Mujeres	Extranjeros comunitarios (UE-28)	5
202009	Septiembre 2020	Cantavieja	44059	Hombres	Extranjeros no comunitarios	3
202009	Septiembre 2020	Cantavieja	44059	Mujeres	Extranjeros no comunitarios	4
202009	Septiembre 2020	Capdesaso	22079	Hombres	Españoles	26
202009	Septiembre 2020	Capdesaso	22079	Mujeres	Españoles	9
202009	Septiembre 2020	Capdesaso	22079	Hombres	Extranjeros comunitarios (UE-28)	4
202009	Septiembre 2020	Capdesaso	22079	Mujeres	Extranjeros comunitarios (UE-28)	14
202009	Septiembre 2020	Capdesaso	22079	Hombres	Extranjeros no comunitarios	29
202009	Septiembre 2020	Capdesaso	22079	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Capdesaso	22079	Mujeres	Extranjeros comunitarios (UE-28)	2
202009	Septiembre 2020	Capella	22080	Hombres	Españoles	192
202009	Septiembre 2020	Capella	22080	Mujeres	Españoles	41
202009	Septiembre 2020	Capella	22080	Hombres	Extranjeros comunitarios (UE-28)	82
202009	Septiembre 2020	Capella	22080	Mujeres	Extranjeros comunitarios (UE-28)	15
202009	Septiembre 2020	Capella	22080	Hombres	Extranjeros no comunitarios	20
202009	Septiembre 2020	Capella	22080	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Capella	22080	Hombres	Extranjeros comunitarios (UE-28)	4
202009	Septiembre 2020	Capella	22080	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Carenas	50072	Hombres	Españoles	15
202009	Septiembre 2020	Carenas	50072	Mujeres	Españoles	3
202009	Septiembre 2020	Carenas	50072	Hombres	Extranjeros comunitarios (UE-28)	3
202009	Septiembre 2020	Carenas	50072	Hombres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Carenas	50072	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Cariñena	50073	Hombres	Españoles	1289
202009	Septiembre 2020	Cariñena	50073	Mujeres	Españoles	556
202009	Septiembre 2020	Cariñena	50073	Hombres	No consta	1
202009	Septiembre 2020	Cariñena	50073	Hombres	Extranjeros comunitarios (UE-28)	246
202009	Septiembre 2020	Cariñena	50073	Mujeres	Extranjeros comunitarios (UE-28)	201
202009	Septiembre 2020	Cariñena	50073	Hombres	Extranjeros no comunitarios	122
202009	Septiembre 2020	Cariñena	50073	Mujeres	Extranjeros no comunitarios	47
202009	Septiembre 2020	Cariñena	50073	Hombres	Extranjeros comunitarios (UE-28)	16
202009	Septiembre 2020	Cariñena	50073	Mujeres	Extranjeros comunitarios (UE-28)	5
202009	Septiembre 2020	Casbas de Huesca	22081	Hombres	Españoles	58
202009	Septiembre 2020	Casbas de Huesca	22081	Mujeres	Españoles	21
202009	Septiembre 2020	Casbas de Huesca	22081	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Casbas de Huesca	22081	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Casbas de Huesca	22081	Mujeres	Extranjeros no comunitarios	3
202009	Septiembre 2020	Casbas de Huesca	22081	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Casbas de Huesca	22081	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Cascante del Río	44064	Hombres	Españoles	4
202009	Septiembre 2020	Cascante del Río	44064	Mujeres	Españoles	2
202009	Septiembre 2020	Caspe	50074	Hombres	Españoles	1305
202009	Septiembre 2020	Caspe	50074	Mujeres	Españoles	1197
202009	Septiembre 2020	Caspe	50074	Mujeres	No consta	7
202009	Septiembre 2020	Caspe	50074	Hombres	Extranjeros comunitarios (UE-28)	135
202009	Septiembre 2020	Caspe	50074	Mujeres	Extranjeros comunitarios (UE-28)	154
202009	Septiembre 2020	Caspe	50074	Hombres	Extranjeros no comunitarios	401
202009	Septiembre 2020	Caspe	50074	Mujeres	Extranjeros no comunitarios	86
202009	Septiembre 2020	Caspe	50074	Hombres	Extranjeros comunitarios (UE-28)	37
202009	Septiembre 2020	Caspe	50074	Mujeres	Extranjeros comunitarios (UE-28)	25
202009	Septiembre 2020	Caspe	50074	Hombres	Extranjeros comunitarios (UE-28)	8
202009	Septiembre 2020	Caspe	50074	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castejón de Alarba	50075	Hombres	Españoles	15
202009	Septiembre 2020	Castejón de Alarba	50075	Hombres	Extranjeros comunitarios (UE-28)	4
202009	Septiembre 2020	Castejón de Alarba	50075	Mujeres	Extranjeros comunitarios (UE-28)	5
202009	Septiembre 2020	Castejón de las Armas	50076	Hombres	Españoles	9
202009	Septiembre 2020	Castejón de las Armas	50076	Mujeres	Españoles	5
202009	Septiembre 2020	Castejón de las Armas	50076	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castejón de las Armas	50076	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Castejón de Monegros	22083	Hombres	Españoles	61
202009	Septiembre 2020	Castejón de Monegros	22083	Mujeres	Españoles	26
202009	Septiembre 2020	Castejón de Monegros	22083	Hombres	Extranjeros comunitarios (UE-28)	8
202009	Septiembre 2020	Castejón de Monegros	22083	Hombres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Castejón de Monegros	22083	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Castejón de Monegros	22083	Hombres	Extranjeros comunitarios (UE-28)	5
202009	Septiembre 2020	Castejón de Monegros	22083	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castejón de Sos	22084	Hombres	Españoles	81
202009	Septiembre 2020	Castejón de Sos	22084	Mujeres	Españoles	86
202009	Septiembre 2020	Castejón de Sos	22084	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castejón de Sos	22084	Mujeres	Extranjeros comunitarios (UE-28)	4
202009	Septiembre 2020	Castejón de Sos	22084	Hombres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Castejón de Sos	22084	Mujeres	Extranjeros no comunitarios	6
202009	Septiembre 2020	Castejón de Sos	22084	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castejón de Sos	22084	Mujeres	Extranjeros comunitarios (UE-28)	2
202009	Septiembre 2020	Castejón de Tornos	44065	Hombres	Españoles	4
202009	Septiembre 2020	Castejón de Valdejasa	50077	Hombres	Españoles	25
202009	Septiembre 2020	Castejón de Valdejasa	50077	Mujeres	Españoles	17
202009	Septiembre 2020	Castejón de Valdejasa	50077	Hombres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Castejón del Puente	22082	Hombres	Españoles	115
202009	Septiembre 2020	Castejón del Puente	22082	Mujeres	Españoles	30
202009	Septiembre 2020	Castejón del Puente	22082	Hombres	Extranjeros comunitarios (UE-28)	12
202009	Septiembre 2020	Castejón del Puente	22082	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castejón del Puente	22082	Hombres	Extranjeros no comunitarios	13
202009	Septiembre 2020	Castejón del Puente	22082	Mujeres	Extranjeros no comunitarios	4
202009	Septiembre 2020	Castejón del Puente	22082	Hombres	Extranjeros comunitarios (UE-28)	3
202009	Septiembre 2020	Castel de Cabra	44066	Hombres	Españoles	10
202009	Septiembre 2020	Castel de Cabra	44066	Mujeres	Españoles	5
202009	Septiembre 2020	Castel de Cabra	44066	Hombres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Castelflorite	22085	Hombres	Españoles	27
202009	Septiembre 2020	Castelflorite	22085	Mujeres	Españoles	10
202009	Septiembre 2020	Castelflorite	22085	Hombres	Extranjeros comunitarios (UE-28)	4
202009	Septiembre 2020	Castelflorite	22085	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Castelflorite	22085	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castellar (El)	44070	Hombres	Españoles	6
202009	Septiembre 2020	Castellar (El)	44070	Mujeres	Españoles	5
202009	Septiembre 2020	Castellote	44071	Hombres	Españoles	106
202009	Septiembre 2020	Castellote	44071	Mujeres	Españoles	79
202009	Septiembre 2020	Castellote	44071	Hombres	Extranjeros comunitarios (UE-28)	8
202009	Septiembre 2020	Castellote	44071	Mujeres	Extranjeros comunitarios (UE-28)	7
202009	Septiembre 2020	Castellote	44071	Hombres	Extranjeros no comunitarios	6
202009	Septiembre 2020	Castellote	44071	Mujeres	Extranjeros no comunitarios	2
202009	Septiembre 2020	Castellote	44071	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castellote	44071	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castellote	44071	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castelnou	44067	Hombres	Españoles	46
202009	Septiembre 2020	Castelnou	44067	Mujeres	Españoles	9
202009	Septiembre 2020	Castelnou	44067	Hombres	Extranjeros no comunitarios	2
202009	Septiembre 2020	Castelserás	44068	Hombres	Españoles	114
202009	Septiembre 2020	Castelserás	44068	Mujeres	Españoles	52
202009	Septiembre 2020	Castelserás	44068	Hombres	Extranjeros comunitarios (UE-28)	8
202009	Septiembre 2020	Castelserás	44068	Mujeres	Extranjeros comunitarios (UE-28)	3
202009	Septiembre 2020	Castelserás	44068	Hombres	Extranjeros no comunitarios	3
202009	Septiembre 2020	Castelserás	44068	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Castelserás	44068	Hombres	Extranjeros comunitarios (UE-28)	2
202009	Septiembre 2020	Castiello de Jaca	22086	Hombres	Españoles	25
202009	Septiembre 2020	Castiello de Jaca	22086	Mujeres	Españoles	19
202009	Septiembre 2020	Castiello de Jaca	22086	Hombres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Castiello de Jaca	22086	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castiello de Jaca	22086	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castigaleu	22087	Hombres	Españoles	23
202009	Septiembre 2020	Castigaleu	22087	Mujeres	Españoles	8
202009	Septiembre 2020	Castigaleu	22087	Hombres	Extranjeros comunitarios (UE-28)	9
202009	Septiembre 2020	Castigaleu	22087	Mujeres	Extranjeros comunitarios (UE-28)	2
202009	Septiembre 2020	Castigaleu	22087	Hombres	Extranjeros no comunitarios	2
202009	Septiembre 2020	Castigaleu	22087	Mujeres	Extranjeros no comunitarios	2
202009	Septiembre 2020	Castiliscar	50078	Hombres	Españoles	30
202009	Septiembre 2020	Castiliscar	50078	Mujeres	Españoles	24
202009	Septiembre 2020	Castiliscar	50078	Hombres	Extranjeros comunitarios (UE-28)	5
202009	Septiembre 2020	Castiliscar	50078	Mujeres	Extranjeros comunitarios (UE-28)	4
202009	Septiembre 2020	Castiliscar	50078	Hombres	Extranjeros no comunitarios	4
202009	Septiembre 2020	Castiliscar	50078	Mujeres	Extranjeros no comunitarios	4
202009	Septiembre 2020	Castillazuelo	22088	Hombres	Españoles	36
202009	Septiembre 2020	Castillazuelo	22088	Mujeres	Españoles	13
202009	Septiembre 2020	Castillazuelo	22088	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castillazuelo	22088	Mujeres	Extranjeros comunitarios (UE-28)	2
202009	Septiembre 2020	Castillonroy	22089	Hombres	Españoles	55
202009	Septiembre 2020	Castillonroy	22089	Mujeres	Españoles	30
202009	Septiembre 2020	Castillonroy	22089	Hombres	Extranjeros comunitarios (UE-28)	6
202009	Septiembre 2020	Castillonroy	22089	Mujeres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Castillonroy	22089	Hombres	Extranjeros no comunitarios	14
202009	Septiembre 2020	Castillonroy	22089	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Cañada de Benatanduz	44060	Hombres	Españoles	9
202009	Septiembre 2020	Cañada de Benatanduz	44060	Mujeres	Españoles	2
202009	Septiembre 2020	Cañada de Verich (La)	44061	Hombres	Españoles	17
202009	Septiembre 2020	Cañada de Verich (La)	44061	Mujeres	Españoles	3
202009	Septiembre 2020	Cañada de Verich (La)	44061	Hombres	Extranjeros comunitarios (UE-28)	2
202009	Septiembre 2020	Cañada de Verich (La)	44061	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Cañada Vellida	44062	Hombres	Españoles	33
202009	Septiembre 2020	Cañada Vellida	44062	Mujeres	Españoles	5
202009	Septiembre 2020	Cañada Vellida	44062	Hombres	Extranjeros comunitarios (UE-28)	9
202009	Septiembre 2020	Cañada Vellida	44062	Hombres	Extranjeros no comunitarios	2
202009	Septiembre 2020	Cañada Vellida	44062	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Cañada Vellida	44062	Hombres	Extranjeros comunitarios (UE-28)	7
202009	Septiembre 2020	Cañizar del Olivar	44063	Hombres	Españoles	16
202009	Septiembre 2020	Cañizar del Olivar	44063	Mujeres	Españoles	24
202009	Septiembre 2020	Cañizar del Olivar	44063	Hombres	Extranjeros comunitarios (UE-28)	1
202009	Septiembre 2020	Cañizar del Olivar	44063	Hombres	Extranjeros no comunitarios	3
202009	Septiembre 2020	Cañizar del Olivar	44063	Mujeres	Extranjeros no comunitarios	1
202009	Septiembre 2020	Cedrillas	44074	Hombres	Españoles	158
202009	Septiembre 2020	Cedrillas	44074	Mujeres	Españoles	101
202009	Septiembre 2020	Cedrillas	44074	Hombres	Extranjeros comunitarios (UE-28)	17
202009	Septiembre 2020	Cedrillas	44074	Mujeres	Extranjeros comunitarios (UE-28)	14
