Comarca código	Comarca nombre	Año	Sistema de cultivo	Total (A+B+C+D+E+F+G)	(A) CEREALES. Total	Trigo	Cebada	Avena	Centeno	Trigo escaña o Escaña	Tranquillón o Morcajo	Arroz	Maíz	Sorgo	Mijo y Panizo	Alpiste	Otros cereales	Triticale	Trigo espelta o Espelta	Mezcla de cereales	(B) LEGUMINOSAS. Total	Judías secas	Habas secas	Lentejas	Garbanzos	Guisantes secos	Veza	Almortas	Altramuz	Alhova	Yeros	Otras leguminosas	(C) TUBÉRCULOS. Total	Patata temprana	Patata media estación	Patata tardía	Chufa	(D) CULTIVOS INDUSTRIALES. Total	Cáñamo textil	Remolacha	Lino textil	Lino oleaginoso	Cominos	Girasol	Soja	Pimiento para pimentón	Cártamo	Azafrán	Otros cultivos industriales	Colza	Lavanda y lavandín	(E) FLORES Y ORNAMENTALES. Total	(F) FORRAJES. Total	Maíz forrajero	Sorgo forrajero	Vallico	Otras gramíneas forrajeras	Alfalfa	Trébol	Esparceta	Veza forrajera	Zulla	Habas forrajeras	Nabo forrajero	Remolacha forrajera	Praderas polifitas	Calabaza forrajera	Cardo y Otras	(G) HORTALIZAS. Total	Col y Repollo	Berza	Espárragos	Apio	Lechuga	Escarola	Espinacas	Acelga	Cardo	Achicoria verde	Sandía	Melón	Calabazas y Calabacín	Pepino	Pepinillo	Berenjena	Tomates	Pimiento	Fresa y Fresón	Alcachofa	Coliflor	Ajo	Cebolla	Cebolleta	Puerros	Remolacha de mesa	Zanahoria	Rábano	Nabo y Otras	Judías verdes	Guisantes verdes	Habas verdes	Setas	Otras hortalizas	Mezcla de hortalizas	Endivias	Borraja
15	Ribera Alta del Ebro	2017	Regadío	13709,0	6949,0	3490,0	1485,0	5,0	0,0	0,0	0,0	0,0	1922,0	8,0	0,0	0,0	6,0	33,0	0,0	0,0	123,0	0,0	43,0	0,0	0,0	12,0	68,0	0,0	0,0	0,0	0,0	0,0	50,0	0,0	46,0	4,0	0,0	100,0	0,0	0,0	0,0	0,0	0,0	10,0	4,0	0,0	0,0	0,0	0,0	86,0	0,0	3,0	6003,0	0,0	0,0	140,0	167,0	5649,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	37,0	0,0	9,0	481,0	2,0	0,0	2,0	0,0	0,0	0,0	0,0	4,0	1,0	3,0	1,0	0,0	5,0	0,0	0,0	0,0	23,0	9,0	0,0	5,0	1,0	0,0	100,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	112,0	157,0	0,0	52,0	0,0	0,0	0,0
15	Ribera Alta del Ebro	2017	Secano	5744,0	5725,0	3546,0	1967,0	27,0	116,0	0,0	0,0	0,0	15,0	0,0	0,0	0,0	0,0	54,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	17,0	0,0	0,0	1,0	2,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
16	Valdejalón	2017	Regadío	5335,0	3091,0	1338,0	1248,0	9,0	0,0	0,0	0,0	0,0	458,0	12,0	0,0	0,0	7,0	19,0	0,0	0,0	93,0	0,0	32,0	0,0	0,0	61,0	0,0	0,0	0,0	0,0	0,0	0,0	71,0	0,0	65,0	6,0	0,0	51,0	0,0	0,0	0,0	0,0	0,0	44,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	1482,0	0,0	0,0	42,0	22,0	1406,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	9,0	0,0	2,0	547,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	3,0	1,0	8,0	1,0	0,0	0,0	58,0	8,0	0,0	1,0	59,0	33,0	39,0	0,0	1,0	0,0	0,0	0,0	1,0	1,0	59,0	18,0	0,0	252,0	0,0	0,0	0,0
16	Valdejalón	2017	Secano	14391,0	14098,0	8258,0	5071,0	364,0	14,0	72,0	0,0	0,0	2,0	0,0	0,0	0,0	45,0	272,0	0,0	0,0	233,0	0,0	0,0	0,0	0,0	88,0	84,0	0,0	0,0	0,0	61,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	53,0	0,0	0,0	0,0	7,0	16,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	20,0	0,0	5,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
17	D.C. Zaragoza	2017	Regadío	25495,0	12580,0	6710,0	3096,0	111,0	1,0	0,0	0,0	0,0	2515,0	78,0	0,0	0,0	0,0	69,0	0,0	0,0	370,0	0,0	96,0	0,0	0,0	42,0	232,0	0,0	0,0	0,0	0,0	0,0	27,0	0,0	24,0	3,0	0,0	49,0	0,0	0,0	0,0	0,0	0,0	24,0	0,0	0,0	0,0	0,0	21,0	4,0	0,0	0,0	11156,0	0,0	0,0	250,0	310,0	10490,0	0,0	0,0	10,0	0,0	0,0	0,0	0,0	76,0	0,0	20,0	1313,0	5,0	0,0	2,0	0,0	1,0	12,0	3,0	67,0	15,0	68,0	2,0	1,0	24,0	1,0	0,0	6,0	304,0	37,0	0,0	20,0	12,0	0,0	156,0	1,0	14,0	0,0	0,0	0,0	0,0	1,0	207,0	293,0	0,0	61,0	0,0	0,0	0,0
17	D.C. Zaragoza	2017	Secano	33637,0	32498,0	22007,0	9099,0	203,0	145,0	54,0	0,0	0,0	11,0	1,0	0,0	0,0	0,0	978,0	0,0	0,0	549,0	0,0	0,0	4,0	10,0	319,0	216,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	74,0	0,0	0,0	0,0	0,0	0,0	12,0	0,0	0,0	0,0	0,0	62,0	0,0	0,0	0,0	515,0	0,0	0,0	11,0	1,0	393,0	0,0	0,0	64,0	0,0	0,0	0,0	0,0	38,0	0,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
18	Ribera Baja del Ebro	2017	Regadío	11555,0	6973,0	3674,0	2471,0	68,0	0,0	0,0	0,0	0,0	690,0	22,0	0,0	0,0	0,0	48,0	0,0	0,0	215,0	0,0	123,0	0,0	0,0	54,0	38,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	3,0	0,0	0,0	90,0	0,0	0,0	0,0	0,0	0,0	20,0	0,0	0,0	0,0	0,0	17,0	53,0	0,0	0,0	3489,0	0,0	0,0	107,0	12,0	3303,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	53,0	0,0	13,0	785,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	59,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	291,0	420,0	0,0	9,0	0,0	0,0	0,0
18	Ribera Baja del Ebro	2017	Secano	20841,0	20359,0	11375,0	5718,0	2580,0	0,0	19,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	666,0	0,0	0,0	171,0	0,0	0,0	0,0	0,0	140,0	1,0	0,0	0,0	0,0	30,0	0,0	0,0	0,0	0,0	0,0	0,0	44,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	44,0	0,0	0,0	0,0	267,0	0,0	0,0	0,0	3,0	261,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2017	Regadío	4303,0	3216,0	747,0	2230,0	97,0	0,0	1,0	0,0	0,0	90,0	9,0	0,0	0,0	0,0	42,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	25,0	0,0	0,0	0,0	0,0	0,0	21,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	949,0	0,0	0,0	185,0	22,0	726,0	0,0	0,0	11,0	0,0	0,0	0,0	0,0	4,0	0,0	1,0	107,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	20,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	69,0	1,0	0,0	14,0	0,0	0,0	0,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2017	Secano	7007,0	6685,0	2508,0	3844,0	214,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	117,0	0,0	0,0	117,0	0,0	0,0	0,0	0,0	19,0	96,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	205,0	0,0	0,0	21,0	0,0	73,0	0,0	0,0	25,0	0,0	0,0	0,0	0,0	70,0	0,0	16,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
20	Comunidad de Calatayud	2017	Regadío	3438,0	2875,0	409,0	1969,0	49,0	0,0	6,0	0,0	0,0	428,0	5,0	0,0	0,0	0,0	9,0	0,0	0,0	82,0	0,0	0,0	0,0	1,0	51,0	30,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0	6,0	0,0	0,0	129,0	0,0	1,0	0,0	0,0	0,0	66,0	0,0	0,0	0,0	0,0	0,0	62,0	0,0	0,0	278,0	0,0	0,0	17,0	5,0	180,0	0,0	30,0	16,0	0,0	0,0	0,0	0,0	25,0	0,0	5,0	68,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	17,0	16,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	1,0	2,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	9,0	0,0	0,0	7,0	0,0	0,0	0,0
20	Comunidad de Calatayud	2017	Secano	31029,0	28333,0	7627,0	19569,0	434,0	239,0	49,0	0,0	0,0	4,0	0,0	0,0	2,0	0,0	409,0	0,0	0,0	399,0	0,0	0,0	1,0	2,0	36,0	289,0	0,0	0,0	0,0	53,0	18,0	0,0	0,0	0,0	0,0	0,0	1698,0	0,0	0,0	0,0	0,0	0,0	1344,0	0,0	0,0	0,0	0,0	95,0	259,0	0,0	0,0	599,0	0,0	0,0	0,0	2,0	21,0	0,0	347,0	14,0	0,0	0,0	0,0	0,0	173,0	0,0	42,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
21	Campo de Cariñena	2017	Regadío	1935,0	1265,0	251,0	994,0	12,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	90,0	0,0	0,0	0,0	0,0	82,0	8,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	252,0	0,0	0,0	0,0	0,0	246,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	327,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	1,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	92,0	10,0	0,0	0,0	22,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	50,0	0,0	0,0	144,0	0,0	0,0	0,0
21	Campo de Cariñena	2017	Secano	13362,0	13055,0	7297,0	5395,0	172,0	34,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	157,0	0,0	0,0	57,0	0,0	0,0	0,0	1,0	40,0	13,0	0,0	0,0	0,0	3,0	0,0	1,0	0,0	1,0	0,0	0,0	23,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	23,0	0,0	0,0	210,0	0,0	0,0	0,0	6,0	20,0	0,0	98,0	28,0	0,0	0,0	0,0	0,0	47,0	0,0	11,0	16,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	11,0	0,0	0,0	0,0
22	Campo de Belchite	2017	Regadío	1376,0	1281,0	501,0	682,0	75,0	5,0	1,0	0,0	0,0	17,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	21,0	0,0	21,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	0,0	0,0	60,0	0,0	0,0	0,0	0,0	51,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22	Campo de Belchite	2017	Secano	31790,0	31279,0	13820,0	13428,0	3934,0	62,0	15,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	20,0	0,0	0,0	250,0	0,0	0,0	89,0	0,0	41,0	53,0	0,0	0,0	0,0	67,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	257,0	0,0	0,0	0,0	0,0	222,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	27,0	0,0	6,0	4,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0
23	Bajo Martín	2017	Regadío	2419,0	2080,0	402,0	1360,0	257,0	0,0	0,0	0,0	0,0	5,0	8,0	0,0	0,0	0,0	48,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	3,0	0,0	27,0	0,0	0,0	0,0	0,0	0,0	27,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	287,0	0,0	0,0	7,0	1,0	228,0	0,0	0,0	24,0	0,0	0,0	0,0	0,0	0,0	0,0	27,0	15,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0
23	Bajo Martín	2017	Secano	21432,0	21255,0	2084,0	9935,0	8841,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	395,0	0,0	0,0	20,0	0,0	0,0	13,0	0,0	0,0	3,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	154,0	0,0	0,0	0,0	0,0	22,0	0,0	16,0	56,0	0,0	0,0	0,0	0,0	0,0	0,0	60,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
24	Campo de Daroca	2017	Regadío	1404,0	1188,0	329,0	752,0	4,0	1,0	0,0	0,0	0,0	92,0	0,0	0,0	0,0	1,0	9,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	63,0	0,0	58,0	5,0	0,0	82,0	0,0	0,0	0,0	0,0	0,0	81,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	55,0	0,0	0,0	23,0	0,0	16,0	0,0	8,0	3,0	0,0	0,0	0,0	0,0	4,0	0,0	1,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0
24	Campo de Daroca	2017	Secano	39708,0	34044,0	10687,0	19939,0	223,0	2455,0	6,0	0,0	0,0	1,0	0,0	12,0	0,0	1,0	720,0	0,0	0,0	431,0	0,0	0,0	44,0	2,0	153,0	129,0	0,0	0,0	0,0	103,0	0,0	8,0	0,0	8,0	0,0	0,0	3549,0	0,0	0,0	0,0	0,0	0,0	3546,0	0,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	1676,0	0,0	0,0	2,0	0,0	472,0	0,0	1047,0	52,0	0,0	0,0	0,0	0,0	82,0	0,0	21,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
25	Jiloca	2017	Regadío	4732,0	4185,0	493,0	2475,0	89,0	189,0	0,0	0,0	0,0	589,0	0,0	0,0	0,0	12,0	338,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	51,0	0,0	3,0	48,0	0,0	142,0	0,0	1,0	0,0	0,0	0,0	136,0	0,0	0,0	0,0	3,0	0,0	2,0	0,0	0,0	328,0	0,0	0,0	2,0	2,0	232,0	0,0	23,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	68,0	21,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	10,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0
25	Jiloca	2017	Secano	56860,0	48148,0	9476,0	29676,0	566,0	3205,0	0,0	0,0	0,0	13,0	0,0	11,0	0,0	7,0	5194,0	0,0	0,0	218,0	0,0	0,0	1,0	1,0	43,0	46,0	0,0	0,0	0,0	127,0	0,0	8,0	0,0	0,0	8,0	0,0	2502,0	0,0	0,0	0,0	0,0	0,0	2438,0	0,0	0,0	0,0	9,0	24,0	31,0	0,0	0,0	5984,0	0,0	0,0	2,0	2,0	2992,0	0,0	2343,0	41,0	0,0	0,0	0,0	0,0	0,0	0,0	604,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
26	Cuencas Mineras	2017	Regadío	490,0	433,0	130,0	238,0	14,0	17,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	34,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	48,0	0,0	0,0	0,0	0,0	12,0	0,0	28,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0
26	Cuencas Mineras	2017	Secano	15857,0	14314,0	5276,0	7176,0	246,0	514,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1102,0	0,0	0,0	50,0	0,0	0,0	0,0	6,0	7,0	26,0	0,0	0,0	0,0	11,0	0,0	2,0	0,0	0,0	2,0	0,0	166,0	0,0	0,0	0,0	0,0	0,0	166,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1325,0	0,0	0,0	0,0	25,0	326,0	0,0	763,0	44,0	0,0	0,0	0,0	0,0	0,0	0,0	167,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
27	Andorra-Sierra de Arcos	2017	Regadío	177,0	115,0	11,0	89,0	1,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	11,0	0,0	0,0	12,0	0,0	0,0	0,0	0,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	49,0	0,0	0,0	0,0	16,0	23,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0
27	Andorra-Sierra de Arcos	2017	Secano	6737,0	6460,0	375,0	4574,0	1290,0	16,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	205,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	271,0	0,0	0,0	0,0	0,0	51,0	0,0	116,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	99,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
28	Bajo Aragón	2017	Regadío	5225,0	3777,0	456,0	2200,0	46,0	0,0	0,0	0,0	48,0	952,0	52,0	0,0	0,0	0,0	23,0	0,0	0,0	97,0	0,0	0,0	0,0	0,0	21,0	76,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	121,0	6,0	0,0	0,0	0,0	0,0	48,0	24,0	0,0	0,0	0,0	0,0	43,0	0,0	0,0	1203,0	0,0	0,0	51,0	15,0	870,0	0,0	2,0	57,0	0,0	0,0	0,0	0,0	0,0	0,0	208,0	27,0	0,0	0,0	13,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	11,0	0,0	0,0	0,0
28	Bajo Aragón	2017	Secano	13441,0	12823,0	1345,0	8829,0	2416,0	5,0	0,0	0,0	0,0	19,0	0,0	0,0	0,0	0,0	209,0	0,0	0,0	18,0	0,0	0,0	0,0	0,0	0,0	18,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	597,0	0,0	0,0	2,0	0,0	62,0	0,0	21,0	32,0	0,0	0,0	0,0	0,0	0,0	0,0	480,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0
29	Comunidad de Teruel	2017	Regadío	5767,0	5184,0	1200,0	2661,0	55,0	158,0	8,0	0,0	0,0	651,0	0,0	0,0	0,0	0,0	451,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	1,0	0,0	65,0	0,0	2,0	63,0	0,0	109,0	0,0	0,0	0,0	0,0	0,0	49,0	2,0	0,0	0,0	0,0	5,0	0,0	53,0	0,0	373,0	0,0	9,0	7,0	1,0	254,0	0,0	50,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	52,0	28,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	16,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	9,0	0,0	0,0	0,0
29	Comunidad de Teruel	2017	Secano	51210,0	47104,0	11063,0	22898,0	1424,0	3000,0	452,0	0,0	0,0	15,0	0,0	2,0	0,0	7,0	8243,0	0,0	0,0	167,0	0,0	0,0	1,0	5,0	13,0	82,0	0,0	0,0	0,0	66,0	0,0	19,0	0,0	0,0	19,0	0,0	970,0	0,0	0,0	0,0	0,0	0,0	894,0	0,0	0,0	0,0	2,0	63,0	11,0	0,0	0,0	2945,0	0,0	7,0	0,0	51,0	414,0	0,0	1936,0	105,0	0,0	0,0	0,0	0,0	0,0	0,0	432,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0
