Año	Municipio código	Municipio nombre	Tipo licencias código	Tipo licencias descripción	Autorizaciones según tipo
2011	44204	Saldón	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44204	Saldón	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44204	Saldón	MPC-N	Transporte mercancías propias nacional	0
2011	44204	Saldón	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44204	Saldón	OT	Operador de transporte	0
2011	44204	Saldón	VD	Transporte público viajeros en autobús	0
2011	44204	Saldón	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44204	Saldón	VPC-N	Transporte privado de viajeros nacional	0
2011	44204	Saldón	VS-N	Ambulancias nacionales servicio público	0
2011	44204	Saldón	VSPC-N	Transporte privado ambulancias nacional	0
2011	44204	Saldón	VT-N	Licencias taxi	0
2011	44204	Saldón	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44204	Saldón	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44204	Saldón	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44205	Samper de Calanda	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44205	Samper de Calanda	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44205	Samper de Calanda	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44205	Samper de Calanda	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44205	Samper de Calanda	MPC-N	Transporte mercancías propias nacional	4
2011	44205	Samper de Calanda	MPCE-N	transporte mercancías propias nacional autorizado por empresa	2
2011	44205	Samper de Calanda	OT	Operador de transporte	0
2011	44205	Samper de Calanda	VD	Transporte público viajeros en autobús	0
2011	44205	Samper de Calanda	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44205	Samper de Calanda	VPC-N	Transporte privado de viajeros nacional	0
2011	44205	Samper de Calanda	VS-N	Ambulancias nacionales servicio público	0
2011	44205	Samper de Calanda	VSPC-N	Transporte privado ambulancias nacional	0
2011	44205	Samper de Calanda	VT-N	Licencias taxi	0
2011	44205	Samper de Calanda	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44205	Samper de Calanda	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44205	Samper de Calanda	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44206	San Agustín	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44206	San Agustín	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44206	San Agustín	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44206	San Agustín	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44206	San Agustín	MPC-N	Transporte mercancías propias nacional	2
2011	44206	San Agustín	MPCE-N	transporte mercancías propias nacional autorizado por empresa	2
2011	44206	San Agustín	OT	Operador de transporte	0
2011	44206	San Agustín	VD	Transporte público viajeros en autobús	0
2011	44206	San Agustín	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44206	San Agustín	VPC-N	Transporte privado de viajeros nacional	0
2011	44206	San Agustín	VS-N	Ambulancias nacionales servicio público	0
2011	44206	San Agustín	VSPC-N	Transporte privado ambulancias nacional	0
2011	44206	San Agustín	VT-N	Licencias taxi	0
2011	44206	San Agustín	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44206	San Agustín	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44206	San Agustín	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44207	San Martín del Río	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44207	San Martín del Río	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44207	San Martín del Río	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44207	San Martín del Río	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44207	San Martín del Río	MPC-N	Transporte mercancías propias nacional	0
2011	44207	San Martín del Río	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44207	San Martín del Río	OT	Operador de transporte	0
2011	44207	San Martín del Río	VD	Transporte público viajeros en autobús	0
2011	44207	San Martín del Río	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44207	San Martín del Río	VPC-N	Transporte privado de viajeros nacional	0
2011	44207	San Martín del Río	VS-N	Ambulancias nacionales servicio público	0
2011	44207	San Martín del Río	VSPC-N	Transporte privado ambulancias nacional	0
2011	44207	San Martín del Río	VT-N	Licencias taxi	0
2011	44207	San Martín del Río	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44207	San Martín del Río	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44207	San Martín del Río	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44208	Santa Cruz de Nogueras	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44208	Santa Cruz de Nogueras	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44208	Santa Cruz de Nogueras	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44208	Santa Cruz de Nogueras	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44208	Santa Cruz de Nogueras	MPC-N	Transporte mercancías propias nacional	0
2011	44208	Santa Cruz de Nogueras	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44208	Santa Cruz de Nogueras	OT	Operador de transporte	0
2011	44208	Santa Cruz de Nogueras	VD	Transporte público viajeros en autobús	0
2011	44208	Santa Cruz de Nogueras	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44208	Santa Cruz de Nogueras	VPC-N	Transporte privado de viajeros nacional	0
2011	44208	Santa Cruz de Nogueras	VS-N	Ambulancias nacionales servicio público	0
2011	44208	Santa Cruz de Nogueras	VSPC-N	Transporte privado ambulancias nacional	0
2011	44208	Santa Cruz de Nogueras	VT-N	Licencias taxi	0
2011	44208	Santa Cruz de Nogueras	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44208	Santa Cruz de Nogueras	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44208	Santa Cruz de Nogueras	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44209	Santa Eulalia	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44209	Santa Eulalia	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44209	Santa Eulalia	MDP-N	Transporte mercancías pesadas nacionales servicio público	20
2011	44209	Santa Eulalia	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	5
2011	44209	Santa Eulalia	MPC-N	Transporte mercancías propias nacional	29
2011	44209	Santa Eulalia	MPCE-N	transporte mercancías propias nacional autorizado por empresa	8
2011	44209	Santa Eulalia	OT	Operador de transporte	1
2011	44209	Santa Eulalia	VD	Transporte público viajeros en autobús	0
2011	44209	Santa Eulalia	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44209	Santa Eulalia	VPC-N	Transporte privado de viajeros nacional	0
2011	44209	Santa Eulalia	VS-N	Ambulancias nacionales servicio público	0
2011	44209	Santa Eulalia	VSPC-N	Transporte privado ambulancias nacional	0
2011	44209	Santa Eulalia	VT-N	Licencias taxi	0
2011	44209	Santa Eulalia	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44209	Santa Eulalia	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44209	Santa Eulalia	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44210	Sarrión	MDL-N	Transporte mercancías ligeras nacionales servicio público	4
2011	44210	Sarrión	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	2
2011	44210	Sarrión	MDP-N	Transporte mercancías pesadas nacionales servicio público	19
2011	44210	Sarrión	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	4
2011	44210	Sarrión	MPC-N	Transporte mercancías propias nacional	3
2011	44210	Sarrión	MPCE-N	transporte mercancías propias nacional autorizado por empresa	3
2011	44210	Sarrión	OT	Operador de transporte	1
2011	44210	Sarrión	VD	Transporte público viajeros en autobús	0
2011	44210	Sarrión	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44210	Sarrión	VPC-N	Transporte privado de viajeros nacional	0
2011	44210	Sarrión	VS-N	Ambulancias nacionales servicio público	0
2011	44210	Sarrión	VSPC-N	Transporte privado ambulancias nacional	0
2011	44210	Sarrión	VT-N	Licencias taxi	0
2011	44210	Sarrión	VTC-N	Transporte de alquiler con conductor nacional	10
2011	44210	Sarrión	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44210	Sarrión	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44211	Segura de los Baños	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44211	Segura de los Baños	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44211	Segura de los Baños	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44211	Segura de los Baños	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44211	Segura de los Baños	MPC-N	Transporte mercancías propias nacional	0
2011	44211	Segura de los Baños	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44211	Segura de los Baños	OT	Operador de transporte	0
2011	44211	Segura de los Baños	VD	Transporte público viajeros en autobús	0
2011	44211	Segura de los Baños	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44211	Segura de los Baños	VPC-N	Transporte privado de viajeros nacional	0
2011	44211	Segura de los Baños	VS-N	Ambulancias nacionales servicio público	0
2011	44211	Segura de los Baños	VSPC-N	Transporte privado ambulancias nacional	0
2011	44211	Segura de los Baños	VT-N	Licencias taxi	0
2011	44211	Segura de los Baños	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44211	Segura de los Baños	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44211	Segura de los Baños	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44212	Seno	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44212	Seno	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44212	Seno	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44212	Seno	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44212	Seno	MPC-N	Transporte mercancías propias nacional	0
2011	44212	Seno	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44212	Seno	OT	Operador de transporte	0
2011	44212	Seno	VD	Transporte público viajeros en autobús	0
2011	44212	Seno	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44212	Seno	VPC-N	Transporte privado de viajeros nacional	0
2011	44212	Seno	VS-N	Ambulancias nacionales servicio público	0
2011	44212	Seno	VSPC-N	Transporte privado ambulancias nacional	0
2011	44212	Seno	VT-N	Licencias taxi	0
2011	44212	Seno	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44212	Seno	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44212	Seno	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44213	Singra	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44213	Singra	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44213	Singra	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44213	Singra	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44213	Singra	MPC-N	Transporte mercancías propias nacional	0
2011	44213	Singra	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44213	Singra	OT	Operador de transporte	0
2011	44213	Singra	VD	Transporte público viajeros en autobús	0
2011	44213	Singra	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44213	Singra	VPC-N	Transporte privado de viajeros nacional	0
2011	44213	Singra	VS-N	Ambulancias nacionales servicio público	0
2011	44213	Singra	VSPC-N	Transporte privado ambulancias nacional	0
2011	44213	Singra	VT-N	Licencias taxi	0
2011	44213	Singra	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44213	Singra	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44213	Singra	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44215	Terriente	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44215	Terriente	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44215	Terriente	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44215	Terriente	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44215	Terriente	MPC-N	Transporte mercancías propias nacional	0
2011	44215	Terriente	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2011	44215	Terriente	OT	Operador de transporte	0
2011	44215	Terriente	VD	Transporte público viajeros en autobús	0
2011	44215	Terriente	VD-N	Transporte de viajeros nacionales servicio público	0
2011	44215	Terriente	VPC-N	Transporte privado de viajeros nacional	0
2011	44215	Terriente	VS-N	Ambulancias nacionales servicio público	0
2011	44215	Terriente	VSPC-N	Transporte privado ambulancias nacional	0
2011	44215	Terriente	VT-N	Licencias taxi	0
2011	44215	Terriente	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44215	Terriente	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44215	Terriente	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44216	Teruel	MDL-N	Transporte mercancías ligeras nacionales servicio público	60
2011	44216	Teruel	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	30
2011	44216	Teruel	MDP-N	Transporte mercancías pesadas nacionales servicio público	397
2011	44216	Teruel	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	115
2011	44216	Teruel	MPC-N	Transporte mercancías propias nacional	172
2011	44216	Teruel	MPCE-N	transporte mercancías propias nacional autorizado por empresa	74
2011	44216	Teruel	OT	Operador de transporte	8
2011	44216	Teruel	VD	Transporte público viajeros en autobús	0
2011	44216	Teruel	VD-N	Transporte de viajeros nacionales servicio público	24
2011	44216	Teruel	VPC-N	Transporte privado de viajeros nacional	1
2011	44216	Teruel	VS-N	Ambulancias nacionales servicio público	0
2011	44216	Teruel	VSPC-N	Transporte privado ambulancias nacional	0
2011	44216	Teruel	VT-N	Licencias taxi	16
2011	44216	Teruel	VTC-N	Transporte de alquiler con conductor nacional	0
2011	44216	Teruel	XD	Servicio público mixto-Mercancías y viajeros	0
2011	44216	Teruel	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	44217	Toril y Masegoso	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2011	44217	Toril y Masegoso	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2011	44217	Toril y Masegoso	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2011	44217	Toril y Masegoso	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2011	44217	Toril y Masegoso	MPC-N	Transporte mercancías propias nacional	0
2011	44217	Toril y Masegoso	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
