Mes y año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Junio 2017	07	Somontano de Barbastro	90	Actividades de creación, artísticas y espectáculos	8
Junio 2017	07	Somontano de Barbastro	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	6
Junio 2017	07	Somontano de Barbastro	92	Actividades de juegos de azar y apuestas	5
Junio 2017	07	Somontano de Barbastro	93	Actividades deportivas, recreativas y de entretenimiento	144
Junio 2017	07	Somontano de Barbastro	94	Actividades asociativas	138
Junio 2017	07	Somontano de Barbastro	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	33
Junio 2017	07	Somontano de Barbastro	96	Otros servicios personales	141
Junio 2017	07	Somontano de Barbastro	97	Actividades de los hogares como empleadores de personal doméstico	262
Junio 2017	08	Cinca Medio	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	1764
Junio 2017	08	Cinca Medio	02	Silvicultura y explotación forestal	8
Junio 2017	08	Cinca Medio	03	Pesca y acuicultura	5
Junio 2017	08	Cinca Medio	08	Otras industrias extractivas	4
Junio 2017	08	Cinca Medio	10	Industria de la alimentación	179
Junio 2017	08	Cinca Medio	11	Fabricación de bebidas	3
Junio 2017	08	Cinca Medio	13	Industria textil	17
Junio 2017	08	Cinca Medio	14	Confección de prendas de vestir	16
Junio 2017	08	Cinca Medio	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	26
Junio 2017	08	Cinca Medio	17	Industria del papel	114
Junio 2017	08	Cinca Medio	18	Artes gráficas y reproducción de soportes grabados	13
Junio 2017	08	Cinca Medio	20	Industria química	335
Junio 2017	08	Cinca Medio	22	Fabricación de productos de caucho y plásticos	66
Junio 2017	08	Cinca Medio	23	Fabricación de otros productos minerales no metálicos	10
Junio 2017	08	Cinca Medio	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	252
Junio 2017	08	Cinca Medio	25	Fabricación de productos metálicos, excepto maquinaria y equipo	325
Junio 2017	08	Cinca Medio	26	Fabricación de productos informáticos, electrónicos y ópticos	46
Junio 2017	08	Cinca Medio	27	Fabricación de material y equipo eléctrico	137
Junio 2017	08	Cinca Medio	28	Fabricación de maquinaria y equipo n.c.o.p.	393
Junio 2017	08	Cinca Medio	31	Fabricación de muebles	12
Junio 2017	08	Cinca Medio	32	Otras industrias manufactureras	3
Junio 2017	08	Cinca Medio	33	Reparación e instalación de maquinaria y equipo	45
Junio 2017	08	Cinca Medio	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	214
Junio 2017	08	Cinca Medio	36	Captación, depuración y distribución de agua	17
Junio 2017	08	Cinca Medio	37	Recogida y tratamiento de aguas residuales	15
Junio 2017	08	Cinca Medio	38	Recogida, tratamiento y eliminación de residuos; valorización	52
Junio 2017	08	Cinca Medio	41	Construcción de edificios	266
Junio 2017	08	Cinca Medio	42	Ingeniería civil	2
Junio 2017	08	Cinca Medio	43	Actividades de construcción especializada	439
Junio 2017	08	Cinca Medio	45	Venta y reparación de vehículos de motor y motocicletas	177
Junio 2017	08	Cinca Medio	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	285
Junio 2017	08	Cinca Medio	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	732
Junio 2017	08	Cinca Medio	49	Transporte terrestre y por tubería	521
Junio 2017	08	Cinca Medio	52	Almacenamiento y actividades anexas al transporte	20
Junio 2017	08	Cinca Medio	53	Actividades postales y de correos	33
Junio 2017	08	Cinca Medio	55	Servicios de alojamiento	145
Junio 2017	08	Cinca Medio	56	Servicios de comidas y bebidas	441
Junio 2017	08	Cinca Medio	58	Edición	6
Junio 2017	08	Cinca Medio	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	3
Junio 2017	08	Cinca Medio	60	Actividades de programación y emisión de radio y televisión	7
Junio 2017	08	Cinca Medio	62	Programación, consultoría y otras actividades relacionadas con la informática	123
Junio 2017	08	Cinca Medio	63	Servicios de información	7
Junio 2017	08	Cinca Medio	64	Servicios financieros, excepto seguros y fondos de pensiones	1
Junio 2017	08	Cinca Medio	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	3
Junio 2017	08	Cinca Medio	66	Actividades auxiliares a los servicios financieros y a los seguros	55
Junio 2017	08	Cinca Medio	68	Actividades inmobiliarias	24
Junio 2017	08	Cinca Medio	69	Actividades jurídicas y de contabilidad	187
Junio 2017	08	Cinca Medio	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	7
Junio 2017	08	Cinca Medio	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	47
Junio 2017	08	Cinca Medio	72	Investigación y desarrollo	4
Junio 2017	08	Cinca Medio	73	Publicidad y estudios de mercado	14
Junio 2017	08	Cinca Medio	74	Otras actividades profesionales, científicas y técnicas	89
Junio 2017	08	Cinca Medio	75	Actividades veterinarias	28
Junio 2017	08	Cinca Medio	77	Actividades de alquiler	23
Junio 2017	08	Cinca Medio	78	Actividades relacionadas con el empleo	132
Junio 2017	08	Cinca Medio	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	3
Junio 2017	08	Cinca Medio	81	Servicios a edificios y actividades de jardinería	162
Junio 2017	08	Cinca Medio	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	18
Junio 2017	08	Cinca Medio	84	Administración Pública y defensa; Seguridad Social obligatoria	254
Junio 2017	08	Cinca Medio	85	Educación	171
Junio 2017	08	Cinca Medio	86	Actividades sanitarias	128
Junio 2017	08	Cinca Medio	87	Asistencia en establecimientos residenciales	186
Junio 2017	08	Cinca Medio	88	Actividades de servicios sociales sin alojamiento	122
Junio 2017	08	Cinca Medio	90	Actividades de creación, artísticas y espectáculos	11
Junio 2017	08	Cinca Medio	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	1
Junio 2017	08	Cinca Medio	92	Actividades de juegos de azar y apuestas	29
Junio 2017	08	Cinca Medio	93	Actividades deportivas, recreativas y de entretenimiento	59
Junio 2017	08	Cinca Medio	94	Actividades asociativas	29
Junio 2017	08	Cinca Medio	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	44
Junio 2017	08	Cinca Medio	96	Otros servicios personales	119
Junio 2017	08	Cinca Medio	97	Actividades de los hogares como empleadores de personal doméstico	136
Junio 2017	09	La Litera / La Llitera	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	2032
Junio 2017	09	La Litera / La Llitera	02	Silvicultura y explotación forestal	4
Junio 2017	09	La Litera / La Llitera	03	Pesca y acuicultura	9
Junio 2017	09	La Litera / La Llitera	08	Otras industrias extractivas	6
Junio 2017	09	La Litera / La Llitera	10	Industria de la alimentación	741
Junio 2017	09	La Litera / La Llitera	11	Fabricación de bebidas	2
Junio 2017	09	La Litera / La Llitera	13	Industria textil	4
Junio 2017	09	La Litera / La Llitera	14	Confección de prendas de vestir	21
Junio 2017	09	La Litera / La Llitera	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	62
Junio 2017	09	La Litera / La Llitera	18	Artes gráficas y reproducción de soportes grabados	14
Junio 2017	09	La Litera / La Llitera	20	Industria química	75
Junio 2017	09	La Litera / La Llitera	22	Fabricación de productos de caucho y plásticos	33
Junio 2017	09	La Litera / La Llitera	23	Fabricación de otros productos minerales no metálicos	95
Junio 2017	09	La Litera / La Llitera	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	60
Junio 2017	09	La Litera / La Llitera	25	Fabricación de productos metálicos, excepto maquinaria y equipo	221
Junio 2017	09	La Litera / La Llitera	26	Fabricación de productos informáticos, electrónicos y ópticos	81
Junio 2017	09	La Litera / La Llitera	27	Fabricación de material y equipo eléctrico	19
Junio 2017	09	La Litera / La Llitera	28	Fabricación de maquinaria y equipo n.c.o.p.	128
Junio 2017	09	La Litera / La Llitera	29	Fabricación de vehículos de motor, remolques y semirremolques	28
Junio 2017	09	La Litera / La Llitera	30	Fabricación de otro material de transporte	40
Junio 2017	09	La Litera / La Llitera	31	Fabricación de muebles	14
Junio 2017	09	La Litera / La Llitera	32	Otras industrias manufactureras	1
Junio 2017	09	La Litera / La Llitera	33	Reparación e instalación de maquinaria y equipo	160
Junio 2017	09	La Litera / La Llitera	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	64
Junio 2017	09	La Litera / La Llitera	36	Captación, depuración y distribución de agua	48
Junio 2017	09	La Litera / La Llitera	37	Recogida y tratamiento de aguas residuales	1
Junio 2017	09	La Litera / La Llitera	39	Actividades de descontaminación y otros servicios de gestión de residuos	1
Junio 2017	09	La Litera / La Llitera	41	Construcción de edificios	200
Junio 2017	09	La Litera / La Llitera	42	Ingeniería civil	9
Junio 2017	09	La Litera / La Llitera	43	Actividades de construcción especializada	539
Junio 2017	09	La Litera / La Llitera	45	Venta y reparación de vehículos de motor y motocicletas	228
Junio 2017	09	La Litera / La Llitera	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	370
Junio 2017	09	La Litera / La Llitera	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	521
Junio 2017	09	La Litera / La Llitera	49	Transporte terrestre y por tubería	302
Junio 2017	09	La Litera / La Llitera	52	Almacenamiento y actividades anexas al transporte	9
Junio 2017	09	La Litera / La Llitera	55	Servicios de alojamiento	91
Junio 2017	09	La Litera / La Llitera	56	Servicios de comidas y bebidas	260
Junio 2017	09	La Litera / La Llitera	58	Edición	3
Junio 2017	09	La Litera / La Llitera	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
Junio 2017	09	La Litera / La Llitera	61	Telecomunicaciones	1
Junio 2017	09	La Litera / La Llitera	62	Programación, consultoría y otras actividades relacionadas con la informática	7
Junio 2017	09	La Litera / La Llitera	63	Servicios de información	4
Junio 2017	09	La Litera / La Llitera	64	Servicios financieros, excepto seguros y fondos de pensiones	1
Junio 2017	09	La Litera / La Llitera	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	2
Junio 2017	09	La Litera / La Llitera	66	Actividades auxiliares a los servicios financieros y a los seguros	37
Junio 2017	09	La Litera / La Llitera	68	Actividades inmobiliarias	23
Junio 2017	09	La Litera / La Llitera	69	Actividades jurídicas y de contabilidad	119
Junio 2017	09	La Litera / La Llitera	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	6
Junio 2017	09	La Litera / La Llitera	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	32
Junio 2017	09	La Litera / La Llitera	72	Investigación y desarrollo	2
Junio 2017	09	La Litera / La Llitera	73	Publicidad y estudios de mercado	9
Junio 2017	09	La Litera / La Llitera	74	Otras actividades profesionales, científicas y técnicas	31
Junio 2017	09	La Litera / La Llitera	75	Actividades veterinarias	5
Junio 2017	09	La Litera / La Llitera	77	Actividades de alquiler	45
Junio 2017	09	La Litera / La Llitera	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	9
Junio 2017	09	La Litera / La Llitera	80	Actividades de seguridad e investigación	4
Junio 2017	09	La Litera / La Llitera	81	Servicios a edificios y actividades de jardinería	225
Junio 2017	09	La Litera / La Llitera	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	12
Junio 2017	09	La Litera / La Llitera	84	Administración Pública y defensa; Seguridad Social obligatoria	297
Junio 2017	09	La Litera / La Llitera	85	Educación	103
Junio 2017	09	La Litera / La Llitera	86	Actividades sanitarias	76
Junio 2017	09	La Litera / La Llitera	87	Asistencia en establecimientos residenciales	126
Junio 2017	09	La Litera / La Llitera	88	Actividades de servicios sociales sin alojamiento	22
Junio 2017	09	La Litera / La Llitera	90	Actividades de creación, artísticas y espectáculos	20
Junio 2017	09	La Litera / La Llitera	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	11
Junio 2017	09	La Litera / La Llitera	92	Actividades de juegos de azar y apuestas	4
Junio 2017	09	La Litera / La Llitera	93	Actividades deportivas, recreativas y de entretenimiento	36
Junio 2017	09	La Litera / La Llitera	94	Actividades asociativas	12
Junio 2017	09	La Litera / La Llitera	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	34
Junio 2017	09	La Litera / La Llitera	96	Otros servicios personales	106
Junio 2017	09	La Litera / La Llitera	97	Actividades de los hogares como empleadores de personal doméstico	141
Junio 2017	09	La Litera / La Llitera	99	Actividades de organizaciones y organismos extraterritoriales	1
Junio 2017	10	Los Monegros	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	2627
Junio 2017	10	Los Monegros	02	Silvicultura y explotación forestal	6
Junio 2017	10	Los Monegros	03	Pesca y acuicultura	9
Junio 2017	10	Los Monegros	08	Otras industrias extractivas	2
Junio 2017	10	Los Monegros	10	Industria de la alimentación	279
Junio 2017	10	Los Monegros	11	Fabricación de bebidas	7
Junio 2017	10	Los Monegros	14	Confección de prendas de vestir	8
Junio 2017	10	Los Monegros	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	18
Junio 2017	10	Los Monegros	17	Industria del papel	2
Junio 2017	10	Los Monegros	18	Artes gráficas y reproducción de soportes grabados	89
Junio 2017	10	Los Monegros	22	Fabricación de productos de caucho y plásticos	27
Junio 2017	10	Los Monegros	23	Fabricación de otros productos minerales no metálicos	21
Junio 2017	10	Los Monegros	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	4
Junio 2017	10	Los Monegros	25	Fabricación de productos metálicos, excepto maquinaria y equipo	70
Junio 2017	10	Los Monegros	27	Fabricación de material y equipo eléctrico	1
Junio 2017	10	Los Monegros	28	Fabricación de maquinaria y equipo n.c.o.p.	50
Junio 2017	10	Los Monegros	30	Fabricación de otro material de transporte	1
Junio 2017	10	Los Monegros	31	Fabricación de muebles	6
Junio 2017	10	Los Monegros	32	Otras industrias manufactureras	16
Junio 2017	10	Los Monegros	33	Reparación e instalación de maquinaria y equipo	49
Junio 2017	10	Los Monegros	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	7
Junio 2017	10	Los Monegros	36	Captación, depuración y distribución de agua	38
Junio 2017	10	Los Monegros	37	Recogida y tratamiento de aguas residuales	12
Junio 2017	10	Los Monegros	38	Recogida, tratamiento y eliminación de residuos; valorización	14
Junio 2017	10	Los Monegros	41	Construcción de edificios	241
Junio 2017	10	Los Monegros	42	Ingeniería civil	58
Junio 2017	10	Los Monegros	43	Actividades de construcción especializada	283
Junio 2017	10	Los Monegros	45	Venta y reparación de vehículos de motor y motocicletas	136
Junio 2017	10	Los Monegros	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	266
Junio 2017	10	Los Monegros	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	395
Junio 2017	10	Los Monegros	49	Transporte terrestre y por tubería	246
Junio 2017	10	Los Monegros	52	Almacenamiento y actividades anexas al transporte	22
Junio 2017	10	Los Monegros	53	Actividades postales y de correos	1
Junio 2017	10	Los Monegros	55	Servicios de alojamiento	53
Junio 2017	10	Los Monegros	56	Servicios de comidas y bebidas	289
Junio 2017	10	Los Monegros	58	Edición	2
Junio 2017	10	Los Monegros	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
Junio 2017	10	Los Monegros	62	Programación, consultoría y otras actividades relacionadas con la informática	2
Junio 2017	10	Los Monegros	63	Servicios de información	1
Junio 2017	10	Los Monegros	64	Servicios financieros, excepto seguros y fondos de pensiones	1
Junio 2017	10	Los Monegros	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1
Junio 2017	10	Los Monegros	66	Actividades auxiliares a los servicios financieros y a los seguros	15
Junio 2017	10	Los Monegros	68	Actividades inmobiliarias	2
Junio 2017	10	Los Monegros	69	Actividades jurídicas y de contabilidad	59
Junio 2017	10	Los Monegros	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	2
Junio 2017	10	Los Monegros	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	22
Junio 2017	10	Los Monegros	73	Publicidad y estudios de mercado	1
Junio 2017	10	Los Monegros	74	Otras actividades profesionales, científicas y técnicas	7
Junio 2017	10	Los Monegros	75	Actividades veterinarias	7
Junio 2017	10	Los Monegros	77	Actividades de alquiler	11
Junio 2017	10	Los Monegros	78	Actividades relacionadas con el empleo	24
Junio 2017	10	Los Monegros	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	8
Junio 2017	10	Los Monegros	80	Actividades de seguridad e investigación	1
Junio 2017	10	Los Monegros	81	Servicios a edificios y actividades de jardinería	75
Junio 2017	10	Los Monegros	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	6
Junio 2017	10	Los Monegros	84	Administración Pública y defensa; Seguridad Social obligatoria	218
Junio 2017	10	Los Monegros	85	Educación	30
Junio 2017	10	Los Monegros	86	Actividades sanitarias	20
Junio 2017	10	Los Monegros	87	Asistencia en establecimientos residenciales	132
Junio 2017	10	Los Monegros	88	Actividades de servicios sociales sin alojamiento	85
Junio 2017	10	Los Monegros	90	Actividades de creación, artísticas y espectáculos	5
Junio 2017	10	Los Monegros	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	1
Junio 2017	10	Los Monegros	92	Actividades de juegos de azar y apuestas	9
Junio 2017	10	Los Monegros	93	Actividades deportivas, recreativas y de entretenimiento	65
Junio 2017	10	Los Monegros	94	Actividades asociativas	46
Junio 2017	10	Los Monegros	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	19
Junio 2017	10	Los Monegros	96	Otros servicios personales	75
Junio 2017	10	Los Monegros	97	Actividades de los hogares como empleadores de personal doméstico	120
Junio 2017	11	Bajo Cinca / Baix Cinca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	8047
Junio 2017	11	Bajo Cinca / Baix Cinca	03	Pesca y acuicultura	5
Junio 2017	11	Bajo Cinca / Baix Cinca	05	Extracción de antracita, hulla y lignito	1
Junio 2017	11	Bajo Cinca / Baix Cinca	08	Otras industrias extractivas	1
Junio 2017	11	Bajo Cinca / Baix Cinca	10	Industria de la alimentación	484
Junio 2017	11	Bajo Cinca / Baix Cinca	11	Fabricación de bebidas	23
Junio 2017	11	Bajo Cinca / Baix Cinca	13	Industria textil	24
Junio 2017	11	Bajo Cinca / Baix Cinca	14	Confección de prendas de vestir	21
Junio 2017	11	Bajo Cinca / Baix Cinca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	159
Junio 2017	11	Bajo Cinca / Baix Cinca	17	Industria del papel	17
Junio 2017	11	Bajo Cinca / Baix Cinca	18	Artes gráficas y reproducción de soportes grabados	14
Junio 2017	11	Bajo Cinca / Baix Cinca	20	Industria química	193
Junio 2017	11	Bajo Cinca / Baix Cinca	22	Fabricación de productos de caucho y plásticos	8
Junio 2017	11	Bajo Cinca / Baix Cinca	23	Fabricación de otros productos minerales no metálicos	42
Junio 2017	11	Bajo Cinca / Baix Cinca	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	8
Junio 2017	11	Bajo Cinca / Baix Cinca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	141
Junio 2017	11	Bajo Cinca / Baix Cinca	26	Fabricación de productos informáticos, electrónicos y ópticos	1
Junio 2017	11	Bajo Cinca / Baix Cinca	28	Fabricación de maquinaria y equipo n.c.o.p.	80
Junio 2017	11	Bajo Cinca / Baix Cinca	29	Fabricación de vehículos de motor, remolques y semirremolques	65
Junio 2017	11	Bajo Cinca / Baix Cinca	31	Fabricación de muebles	23
Junio 2017	11	Bajo Cinca / Baix Cinca	32	Otras industrias manufactureras	515
Junio 2017	11	Bajo Cinca / Baix Cinca	33	Reparación e instalación de maquinaria y equipo	27
Junio 2017	11	Bajo Cinca / Baix Cinca	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	3
Junio 2017	11	Bajo Cinca / Baix Cinca	36	Captación, depuración y distribución de agua	65
Junio 2017	11	Bajo Cinca / Baix Cinca	37	Recogida y tratamiento de aguas residuales	1
Junio 2017	11	Bajo Cinca / Baix Cinca	38	Recogida, tratamiento y eliminación de residuos; valorización	20
Junio 2017	11	Bajo Cinca / Baix Cinca	41	Construcción de edificios	197
Junio 2017	11	Bajo Cinca / Baix Cinca	42	Ingeniería civil	7
Junio 2017	11	Bajo Cinca / Baix Cinca	43	Actividades de construcción especializada	495
Junio 2017	11	Bajo Cinca / Baix Cinca	45	Venta y reparación de vehículos de motor y motocicletas	247
Junio 2017	11	Bajo Cinca / Baix Cinca	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	2249
Junio 2017	11	Bajo Cinca / Baix Cinca	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	999
Junio 2017	11	Bajo Cinca / Baix Cinca	49	Transporte terrestre y por tubería	386
Junio 2017	11	Bajo Cinca / Baix Cinca	50	Transporte marítimo y por vías navegables interiores	1
Junio 2017	11	Bajo Cinca / Baix Cinca	52	Almacenamiento y actividades anexas al transporte	40
Junio 2017	11	Bajo Cinca / Baix Cinca	53	Actividades postales y de correos	3
Junio 2017	11	Bajo Cinca / Baix Cinca	55	Servicios de alojamiento	54
Junio 2017	11	Bajo Cinca / Baix Cinca	56	Servicios de comidas y bebidas	445
Junio 2017	11	Bajo Cinca / Baix Cinca	58	Edición	9
Junio 2017	11	Bajo Cinca / Baix Cinca	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	2
Junio 2017	11	Bajo Cinca / Baix Cinca	62	Programación, consultoría y otras actividades relacionadas con la informática	13
Junio 2017	11	Bajo Cinca / Baix Cinca	63	Servicios de información	3
Junio 2017	11	Bajo Cinca / Baix Cinca	64	Servicios financieros, excepto seguros y fondos de pensiones	6
Junio 2017	11	Bajo Cinca / Baix Cinca	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	8
Junio 2017	11	Bajo Cinca / Baix Cinca	66	Actividades auxiliares a los servicios financieros y a los seguros	26
Junio 2017	11	Bajo Cinca / Baix Cinca	68	Actividades inmobiliarias	26
Junio 2017	11	Bajo Cinca / Baix Cinca	69	Actividades jurídicas y de contabilidad	159
Junio 2017	11	Bajo Cinca / Baix Cinca	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	4
Junio 2017	11	Bajo Cinca / Baix Cinca	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	89
Junio 2017	11	Bajo Cinca / Baix Cinca	72	Investigación y desarrollo	3
Junio 2017	11	Bajo Cinca / Baix Cinca	73	Publicidad y estudios de mercado	5
Junio 2017	11	Bajo Cinca / Baix Cinca	74	Otras actividades profesionales, científicas y técnicas	15
Junio 2017	11	Bajo Cinca / Baix Cinca	75	Actividades veterinarias	7
Junio 2017	11	Bajo Cinca / Baix Cinca	77	Actividades de alquiler	28
Junio 2017	11	Bajo Cinca / Baix Cinca	78	Actividades relacionadas con el empleo	652
Junio 2017	11	Bajo Cinca / Baix Cinca	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	6
Junio 2017	11	Bajo Cinca / Baix Cinca	80	Actividades de seguridad e investigación	5
Junio 2017	11	Bajo Cinca / Baix Cinca	81	Servicios a edificios y actividades de jardinería	295
Junio 2017	11	Bajo Cinca / Baix Cinca	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	25
Junio 2017	11	Bajo Cinca / Baix Cinca	84	Administración Pública y defensa; Seguridad Social obligatoria	313
Junio 2017	11	Bajo Cinca / Baix Cinca	85	Educación	141
Junio 2017	11	Bajo Cinca / Baix Cinca	86	Actividades sanitarias	128
Junio 2017	11	Bajo Cinca / Baix Cinca	87	Asistencia en establecimientos residenciales	108
Junio 2017	11	Bajo Cinca / Baix Cinca	88	Actividades de servicios sociales sin alojamiento	76
Junio 2017	11	Bajo Cinca / Baix Cinca	90	Actividades de creación, artísticas y espectáculos	10
Junio 2017	11	Bajo Cinca / Baix Cinca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	5
Junio 2017	11	Bajo Cinca / Baix Cinca	92	Actividades de juegos de azar y apuestas	7
Junio 2017	11	Bajo Cinca / Baix Cinca	93	Actividades deportivas, recreativas y de entretenimiento	58
Junio 2017	11	Bajo Cinca / Baix Cinca	94	Actividades asociativas	19
Junio 2017	11	Bajo Cinca / Baix Cinca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	29
Junio 2017	11	Bajo Cinca / Baix Cinca	96	Otros servicios personales	129
Junio 2017	11	Bajo Cinca / Baix Cinca	97	Actividades de los hogares como empleadores de personal doméstico	102
Junio 2017	12	Tarazona y el Moncayo	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	248
Junio 2017	12	Tarazona y el Moncayo	02	Silvicultura y explotación forestal	1
Junio 2017	12	Tarazona y el Moncayo	03	Pesca y acuicultura	3
Junio 2017	12	Tarazona y el Moncayo	10	Industria de la alimentación	258
Junio 2017	12	Tarazona y el Moncayo	11	Fabricación de bebidas	4
Junio 2017	12	Tarazona y el Moncayo	13	Industria textil	2
Junio 2017	12	Tarazona y el Moncayo	14	Confección de prendas de vestir	20
Junio 2017	12	Tarazona y el Moncayo	15	Industria del cuero y del calzado	2
Junio 2017	12	Tarazona y el Moncayo	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	33
Junio 2017	12	Tarazona y el Moncayo	18	Artes gráficas y reproducción de soportes grabados	6
Junio 2017	12	Tarazona y el Moncayo	20	Industria química	1
Junio 2017	12	Tarazona y el Moncayo	22	Fabricación de productos de caucho y plásticos	362
Junio 2017	12	Tarazona y el Moncayo	23	Fabricación de otros productos minerales no metálicos	2
Junio 2017	12	Tarazona y el Moncayo	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	41
Junio 2017	12	Tarazona y el Moncayo	25	Fabricación de productos metálicos, excepto maquinaria y equipo	89
Junio 2017	12	Tarazona y el Moncayo	26	Fabricación de productos informáticos, electrónicos y ópticos	113
Junio 2017	12	Tarazona y el Moncayo	28	Fabricación de maquinaria y equipo n.c.o.p.	11
Junio 2017	12	Tarazona y el Moncayo	29	Fabricación de vehículos de motor, remolques y semirremolques	429
Junio 2017	12	Tarazona y el Moncayo	30	Fabricación de otro material de transporte	144
Junio 2017	12	Tarazona y el Moncayo	31	Fabricación de muebles	21
Junio 2017	12	Tarazona y el Moncayo	32	Otras industrias manufactureras	1
Junio 2017	12	Tarazona y el Moncayo	33	Reparación e instalación de maquinaria y equipo	13
Junio 2017	12	Tarazona y el Moncayo	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1
Junio 2017	12	Tarazona y el Moncayo	36	Captación, depuración y distribución de agua	12
Junio 2017	12	Tarazona y el Moncayo	37	Recogida y tratamiento de aguas residuales	3
Junio 2017	12	Tarazona y el Moncayo	38	Recogida, tratamiento y eliminación de residuos; valorización	8
Junio 2017	12	Tarazona y el Moncayo	41	Construcción de edificios	90
Junio 2017	12	Tarazona y el Moncayo	42	Ingeniería civil	14
Junio 2017	12	Tarazona y el Moncayo	43	Actividades de construcción especializada	138
Junio 2017	12	Tarazona y el Moncayo	45	Venta y reparación de vehículos de motor y motocicletas	103
Junio 2017	12	Tarazona y el Moncayo	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	154
Junio 2017	12	Tarazona y el Moncayo	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	318
Junio 2017	12	Tarazona y el Moncayo	49	Transporte terrestre y por tubería	174
Junio 2017	12	Tarazona y el Moncayo	52	Almacenamiento y actividades anexas al transporte	8
Junio 2017	12	Tarazona y el Moncayo	55	Servicios de alojamiento	42
Junio 2017	12	Tarazona y el Moncayo	56	Servicios de comidas y bebidas	248
Junio 2017	12	Tarazona y el Moncayo	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	12
