Año	Sexo	Comarca Código	Comarca Nombre	Nº Accidentes	Grupo Grado Código	Grupo Grado Código
2015,0	Hombres	21	Campo de Cariñena	108	Leves	1
2015,0	Hombres	22	Campo de Belchite	20	Leves	1
2015,0	Hombres	23	Bajo Martín	59	Leves	1
2015,0	Hombres	24	Campo de Daroca	48	Leves	1
2015,0	Hombres	25	Jiloca	68	Leves	1
2015,0	Hombres	26	Cuencas Mineras	59	Leves	1
2015,0	Hombres	27	Andorra-Sierra de Arcos	107	Leves	1
2015,0	Hombres	28	Bajo Aragón	106	Leves	1
2015,0	Hombres	29	Comunidad de Teruel	239	Leves	1
2015,0	Hombres	30	Maestrazgo	12	Leves	1
2015,0	Hombres	31	Sierra de Albarracín	14	Leves	1
2015,0	Hombres	32	Gúdar-Javalambre	40	Leves	1
2015,0	Hombres	33	Matarraña / Matarranya	50	Leves	1
2015,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	64	Leves	1
2015,0	Mujeres	01	La Jacetania	39	Leves	1
2015,0	Mujeres	02	Alto Gállego	31	Leves	1
2015,0	Mujeres	03	Sobrarbe	24	Leves	1
2015,0	Mujeres	04	La Ribagorza	31	Leves	1
2015,0	Mujeres	05	Cinco Villas	66	Leves	1
2015,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	189	Leves	1
2015,0	Mujeres	07	Somontano de Barbastro	59	Leves	1
2015,0	Mujeres	08	Cinca Medio	51	Leves	1
2015,0	Mujeres	09	La Litera / La Llitera	44	Leves	1
2015,0	Mujeres	10	Los Monegros	24	Leves	1
2015,0	Mujeres	11	Bajo Cinca / Baix Cinca	68	Leves	1
2015,0	Mujeres	12	Tarazona y el Moncayo	21	Leves	1
2015,0	Mujeres	13	Campo de Borja	39	Leves	1
2015,0	Mujeres	14	Aranda	14	Leves	1
2015,0	Mujeres	15	Ribera Alta del Ebro	90	Leves	1
2015,0	Mujeres	16	Valdejalón	112	Leves	1
2015,0	Mujeres	17	D.C. Zaragoza	2330	Leves	1
2015,0	Mujeres	18	Ribera Baja del Ebro	28	Leves	1
2015,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	41	Leves	1
2015,0	Mujeres	20	Comunidad de Calatayud	86	Leves	1
2015,0	Mujeres	21	Campo de Cariñena	24	Leves	1
2015,0	Mujeres	22	Campo de Belchite	5	Leves	1
2015,0	Mujeres	23	Bajo Martín	7	Leves	1
2015,0	Mujeres	24	Campo de Daroca	8	Leves	1
2015,0	Mujeres	25	Jiloca	11	Leves	1
2015,0	Mujeres	26	Cuencas Mineras	23	Leves	1
2015,0	Mujeres	27	Andorra-Sierra de Arcos	17	Leves	1
2015,0	Mujeres	28	Bajo Aragón	41	Leves	1
2015,0	Mujeres	29	Comunidad de Teruel	107	Leves	1
2015,0	Mujeres	31	Sierra de Albarracín	7	Leves	1
2015,0	Mujeres	32	Gúdar-Javalambre	17	Leves	1
2015,0	Mujeres	33	Matarraña / Matarranya	4	Leves	1
2015,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	10	Leves	1
2014,0	Hombres	01	La Jacetania	77	Leves	1
2014,0	Hombres	02	Alto Gállego	74	Leves	1
2014,0	Hombres	03	Sobrarbe	30	Leves	1
2014,0	Hombres	04	La Ribagorza	75	Leves	1
2014,0	Hombres	05	Cinco Villas	219	Leves	1
2014,0	Hombres	06	Hoya de Huesca / Plana de Uesca	458	Leves	1
2014,0	Hombres	07	Somontano de Barbastro	154	Leves	1
2014,0	Hombres	08	Cinca Medio	210	Leves	1
2014,0	Hombres	09	La Litera / La Llitera	170	Leves	1
2014,0	Hombres	10	Los Monegros	102	Leves	1
2014,0	Hombres	11	Bajo Cinca / Baix Cinca	240	Leves	1
2014,0	Hombres	12	Tarazona y el Moncayo	53	Leves	1
2014,0	Hombres	13	Campo de Borja	88	Leves	1
2014,0	Hombres	14	Aranda	32	Leves	1
2014,0	Hombres	15	Ribera Alta del Ebro	353	Leves	1
2014,0	Hombres	16	Valdejalón	341	Leves	1
2014,0	Hombres	17	D.C. Zaragoza	3838	Leves	1
2014,0	Hombres	18	Ribera Baja del Ebro	57	Leves	1
2014,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	69	Leves	1
2014,0	Hombres	20	Comunidad de Calatayud	163	Leves	1
2014,0	Hombres	21	Campo de Cariñena	87	Leves	1
2014,0	Hombres	22	Campo de Belchite	15	Leves	1
2014,0	Hombres	23	Bajo Martín	56	Leves	1
2014,0	Hombres	24	Campo de Daroca	46	Leves	1
2014,0	Hombres	25	Jiloca	77	Leves	1
2014,0	Hombres	26	Cuencas Mineras	73	Leves	1
2014,0	Hombres	27	Andorra-Sierra de Arcos	98	Leves	1
2014,0	Hombres	28	Bajo Aragón	128	Leves	1
2014,0	Hombres	29	Comunidad de Teruel	285	Leves	1
2014,0	Hombres	30	Maestrazgo	7	Leves	1
2014,0	Hombres	31	Sierra de Albarracín	11	Leves	1
2014,0	Hombres	32	Gúdar-Javalambre	46	Leves	1
2014,0	Hombres	33	Matarraña / Matarranya	28	Leves	1
2014,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	72	Leves	1
2014,0	Mujeres	01	La Jacetania	54	Leves	1
2014,0	Mujeres	02	Alto Gállego	30	Leves	1
2014,0	Mujeres	03	Sobrarbe	16	Leves	1
2014,0	Mujeres	04	La Ribagorza	32	Leves	1
2014,0	Mujeres	05	Cinco Villas	59	Leves	1
2014,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	180	Leves	1
2014,0	Mujeres	07	Somontano de Barbastro	45	Leves	1
2014,0	Mujeres	08	Cinca Medio	55	Leves	1
2014,0	Mujeres	09	La Litera / La Llitera	32	Leves	1
2014,0	Mujeres	10	Los Monegros	18	Leves	1
2014,0	Mujeres	11	Bajo Cinca / Baix Cinca	79	Leves	1
2014,0	Mujeres	12	Tarazona y el Moncayo	12	Leves	1
2014,0	Mujeres	13	Campo de Borja	35	Leves	1
2014,0	Mujeres	14	Aranda	15	Leves	1
2014,0	Mujeres	15	Ribera Alta del Ebro	79	Leves	1
2014,0	Mujeres	16	Valdejalón	108	Leves	1
2014,0	Mujeres	17	D.C. Zaragoza	2092	Leves	1
2014,0	Mujeres	18	Ribera Baja del Ebro	19	Leves	1
2014,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	27	Leves	1
2014,0	Mujeres	20	Comunidad de Calatayud	72	Leves	1
2014,0	Mujeres	21	Campo de Cariñena	17	Leves	1
2014,0	Mujeres	22	Campo de Belchite	1	Leves	1
2014,0	Mujeres	23	Bajo Martín	11	Leves	1
2014,0	Mujeres	24	Campo de Daroca	14	Leves	1
2014,0	Mujeres	25	Jiloca	15	Leves	1
2014,0	Mujeres	26	Cuencas Mineras	29	Leves	1
2014,0	Mujeres	27	Andorra-Sierra de Arcos	25	Leves	1
2014,0	Mujeres	28	Bajo Aragón	64	Leves	1
2014,0	Mujeres	29	Comunidad de Teruel	123	Leves	1
2014,0	Mujeres	30	Maestrazgo	1	Leves	1
2014,0	Mujeres	31	Sierra de Albarracín	5	Leves	1
2014,0	Mujeres	32	Gúdar-Javalambre	10	Leves	1
2014,0	Mujeres	33	Matarraña / Matarranya	9	Leves	1
2014,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	15	Leves	1
2013,0	Hombres	01	La Jacetania	115	Leves	1
2013,0	Hombres	02	Alto Gállego	58	Leves	1
2013,0	Hombres	03	Sobrarbe	28	Leves	1
2013,0	Hombres	04	La Ribagorza	74	Leves	1
2013,0	Hombres	05	Cinco Villas	192	Leves	1
2013,0	Hombres	06	Hoya de Huesca / Plana de Uesca	379	Leves	1
2013,0	Hombres	07	Somontano de Barbastro	153	Leves	1
2013,0	Hombres	08	Cinca Medio	200	Leves	1
2013,0	Hombres	09	La Litera / La Llitera	163	Leves	1
2013,0	Hombres	10	Los Monegros	117	Leves	1
2013,0	Hombres	11	Bajo Cinca / Baix Cinca	209	Leves	1
2013,0	Hombres	12	Tarazona y el Moncayo	54	Leves	1
2013,0	Hombres	13	Campo de Borja	94	Leves	1
2013,0	Hombres	14	Aranda	25	Leves	1
2013,0	Hombres	15	Ribera Alta del Ebro	259	Leves	1
2013,0	Hombres	16	Valdejalón	253	Leves	1
2013,0	Hombres	17	D.C. Zaragoza	3872	Leves	1
2013,0	Hombres	18	Ribera Baja del Ebro	56	Leves	1
2013,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	84	Leves	1
2013,0	Hombres	20	Comunidad de Calatayud	162	Leves	1
2013,0	Hombres	21	Campo de Cariñena	70	Leves	1
2013,0	Hombres	22	Campo de Belchite	15	Leves	1
2013,0	Hombres	23	Bajo Martín	42	Leves	1
2013,0	Hombres	24	Campo de Daroca	42	Leves	1
2013,0	Hombres	25	Jiloca	55	Leves	1
2013,0	Hombres	26	Cuencas Mineras	73	Leves	1
2013,0	Hombres	27	Andorra-Sierra de Arcos	88	Leves	1
2013,0	Hombres	28	Bajo Aragón	153	Leves	1
2013,0	Hombres	29	Comunidad de Teruel	292	Leves	1
2013,0	Hombres	30	Maestrazgo	8	Leves	1
2013,0	Hombres	31	Sierra de Albarracín	14	Leves	1
2013,0	Hombres	32	Gúdar-Javalambre	38	Leves	1
2013,0	Hombres	33	Matarraña / Matarranya	35	Leves	1
2013,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	84	Leves	1
2013,0	Mujeres	01	La Jacetania	39	Leves	1
2013,0	Mujeres	02	Alto Gállego	28	Leves	1
2013,0	Mujeres	03	Sobrarbe	6	Leves	1
2013,0	Mujeres	04	La Ribagorza	36	Leves	1
2013,0	Mujeres	05	Cinco Villas	59	Leves	1
2013,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	190	Leves	1
2013,0	Mujeres	07	Somontano de Barbastro	47	Leves	1
2013,0	Mujeres	08	Cinca Medio	48	Leves	1
2013,0	Mujeres	09	La Litera / La Llitera	35	Leves	1
2013,0	Mujeres	10	Los Monegros	13	Leves	1
2013,0	Mujeres	11	Bajo Cinca / Baix Cinca	59	Leves	1
2013,0	Mujeres	12	Tarazona y el Moncayo	22	Leves	1
2013,0	Mujeres	13	Campo de Borja	53	Leves	1
2013,0	Mujeres	14	Aranda	1	Leves	1
2013,0	Mujeres	15	Ribera Alta del Ebro	68	Leves	1
2013,0	Mujeres	16	Valdejalón	96	Leves	1
2013,0	Mujeres	17	D.C. Zaragoza	2038	Leves	1
2013,0	Mujeres	18	Ribera Baja del Ebro	30	Leves	1
2013,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	28	Leves	1
2013,0	Mujeres	20	Comunidad de Calatayud	77	Leves	1
2013,0	Mujeres	21	Campo de Cariñena	26	Leves	1
2013,0	Mujeres	22	Campo de Belchite	5	Leves	1
2013,0	Mujeres	23	Bajo Martín	4	Leves	1
2013,0	Mujeres	24	Campo de Daroca	13	Leves	1
2013,0	Mujeres	25	Jiloca	24	Leves	1
2013,0	Mujeres	26	Cuencas Mineras	18	Leves	1
2013,0	Mujeres	27	Andorra-Sierra de Arcos	15	Leves	1
2013,0	Mujeres	28	Bajo Aragón	47	Leves	1
2013,0	Mujeres	29	Comunidad de Teruel	138	Leves	1
2013,0	Mujeres	30	Maestrazgo	3	Leves	1
2013,0	Mujeres	31	Sierra de Albarracín	1	Leves	1
2013,0	Mujeres	32	Gúdar-Javalambre	9	Leves	1
2013,0	Mujeres	33	Matarraña / Matarranya	5	Leves	1
2013,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	9	Leves	1
2012,0	Hombres	01	La Jacetania	78	Leves	1
2012,0	Hombres	02	Alto Gállego	76	Leves	1
2012,0	Hombres	03	Sobrarbe	26	Leves	1
2012,0	Hombres	04	La Ribagorza	70	Leves	1
2012,0	Hombres	05	Cinco Villas	217	Leves	1
2012,0	Hombres	06	Hoya de Huesca / Plana de Uesca	399	Leves	1
2012,0	Hombres	07	Somontano de Barbastro	126	Leves	1
2012,0	Hombres	08	Cinca Medio	252	Leves	1
2012,0	Hombres	09	La Litera / La Llitera	141	Leves	1
2012,0	Hombres	10	Los Monegros	93	Leves	1
2012,0	Hombres	11	Bajo Cinca / Baix Cinca	241	Leves	1
2012,0	Hombres	12	Tarazona y el Moncayo	75	Leves	1
2012,0	Hombres	13	Campo de Borja	97	Leves	1
2012,0	Hombres	14	Aranda	27	Leves	1
2012,0	Hombres	15	Ribera Alta del Ebro	354	Leves	1
2012,0	Hombres	16	Valdejalón	284	Leves	1
2012,0	Hombres	17	D.C. Zaragoza	4209	Leves	1
2012,0	Hombres	18	Ribera Baja del Ebro	60	Leves	1
2012,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	95	Leves	1
2012,0	Hombres	20	Comunidad de Calatayud	162	Leves	1
2012,0	Hombres	21	Campo de Cariñena	90	Leves	1
2012,0	Hombres	22	Campo de Belchite	18	Leves	1
2012,0	Hombres	23	Bajo Martín	54	Leves	1
2012,0	Hombres	24	Campo de Daroca	38	Leves	1
2012,0	Hombres	25	Jiloca	66	Leves	1
2012,0	Hombres	26	Cuencas Mineras	75	Leves	1
2012,0	Hombres	27	Andorra-Sierra de Arcos	122	Leves	1
2012,0	Hombres	28	Bajo Aragón	152	Leves	1
2012,0	Hombres	29	Comunidad de Teruel	258	Leves	1
2012,0	Hombres	30	Maestrazgo	12	Leves	1
2012,0	Hombres	31	Sierra de Albarracín	16	Leves	1
2012,0	Hombres	32	Gúdar-Javalambre	44	Leves	1
2012,0	Hombres	33	Matarraña / Matarranya	32	Leves	1
2012,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	85	Leves	1
2012,0	Mujeres	01	La Jacetania	37	Leves	1
2012,0	Mujeres	02	Alto Gállego	21	Leves	1
2012,0	Mujeres	03	Sobrarbe	12	Leves	1
2012,0	Mujeres	04	La Ribagorza	21	Leves	1
2012,0	Mujeres	05	Cinco Villas	44	Leves	1
2012,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	146	Leves	1
2012,0	Mujeres	07	Somontano de Barbastro	40	Leves	1
2012,0	Mujeres	08	Cinca Medio	42	Leves	1
2012,0	Mujeres	09	La Litera / La Llitera	36	Leves	1
2012,0	Mujeres	10	Los Monegros	13	Leves	1
2012,0	Mujeres	11	Bajo Cinca / Baix Cinca	54	Leves	1
2012,0	Mujeres	12	Tarazona y el Moncayo	29	Leves	1
2012,0	Mujeres	13	Campo de Borja	56	Leves	1
2012,0	Mujeres	14	Aranda	10	Leves	1
2012,0	Mujeres	15	Ribera Alta del Ebro	58	Leves	1
2012,0	Mujeres	16	Valdejalón	87	Leves	1
2012,0	Mujeres	17	D.C. Zaragoza	1834	Leves	1
2012,0	Mujeres	18	Ribera Baja del Ebro	23	Leves	1
2012,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	14	Leves	1
2012,0	Mujeres	20	Comunidad de Calatayud	67	Leves	1
2012,0	Mujeres	21	Campo de Cariñena	19	Leves	1
2012,0	Mujeres	22	Campo de Belchite	3	Leves	1
2012,0	Mujeres	23	Bajo Martín	5	Leves	1
2012,0	Mujeres	24	Campo de Daroca	4	Leves	1
2012,0	Mujeres	25	Jiloca	13	Leves	1
2012,0	Mujeres	26	Cuencas Mineras	18	Leves	1
2012,0	Mujeres	27	Andorra-Sierra de Arcos	22	Leves	1
2012,0	Mujeres	28	Bajo Aragón	43	Leves	1
2012,0	Mujeres	29	Comunidad de Teruel	103	Leves	1
2012,0	Mujeres	30	Maestrazgo	5	Leves	1
2012,0	Mujeres	31	Sierra de Albarracín	7	Leves	1
2012,0	Mujeres	32	Gúdar-Javalambre	12	Leves	1
2012,0	Mujeres	33	Matarraña / Matarranya	4	Leves	1
2012,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	11	Leves	1
2011,0	Hombres	01	La Jacetania	113	Leves	1
2011,0	Hombres	02	Alto Gállego	92	Leves	1
2011,0	Hombres	03	Sobrarbe	32	Leves	1
2011,0	Hombres	04	La Ribagorza	98	Leves	1
2011,0	Hombres	05	Cinco Villas	258	Leves	1
2011,0	Hombres	06	Hoya de Huesca / Plana de Uesca	494	Leves	1
2011,0	Hombres	07	Somontano de Barbastro	141	Leves	1
2011,0	Hombres	08	Cinca Medio	272	Leves	1
2011,0	Hombres	09	La Litera / La Llitera	204	Leves	1
2011,0	Hombres	10	Los Monegros	118	Leves	1
2011,0	Hombres	11	Bajo Cinca / Baix Cinca	215	Leves	1
2011,0	Hombres	12	Tarazona y el Moncayo	106	Leves	1
2011,0	Hombres	13	Campo de Borja	123	Leves	1
2011,0	Hombres	14	Aranda	37	Leves	1
2011,0	Hombres	15	Ribera Alta del Ebro	472	Leves	1
2011,0	Hombres	16	Valdejalón	372	Leves	1
2011,0	Hombres	17	D.C. Zaragoza	5020	Leves	1
2011,0	Hombres	18	Ribera Baja del Ebro	85	Leves	1
2011,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	89	Leves	1
2011,0	Hombres	20	Comunidad de Calatayud	214	Leves	1
2011,0	Hombres	21	Campo de Cariñena	95	Leves	1
2011,0	Hombres	22	Campo de Belchite	21	Leves	1
2011,0	Hombres	23	Bajo Martín	48	Leves	1
2011,0	Hombres	24	Campo de Daroca	35	Leves	1
2011,0	Hombres	25	Jiloca	81	Leves	1
2011,0	Hombres	26	Cuencas Mineras	87	Leves	1
2011,0	Hombres	27	Andorra-Sierra de Arcos	174	Leves	1
2011,0	Hombres	28	Bajo Aragón	192	Leves	1
2011,0	Hombres	29	Comunidad de Teruel	325	Leves	1
2011,0	Hombres	30	Maestrazgo	16	Leves	1
2011,0	Hombres	31	Sierra de Albarracín	21	Leves	1
2011,0	Hombres	32	Gúdar-Javalambre	66	Leves	1
2011,0	Hombres	33	Matarraña / Matarranya	54	Leves	1
2011,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	147	Leves	1
2011,0	Mujeres	01	La Jacetania	55	Leves	1
2011,0	Mujeres	02	Alto Gállego	32	Leves	1
2011,0	Mujeres	03	Sobrarbe	9	Leves	1
2011,0	Mujeres	04	La Ribagorza	28	Leves	1
2011,0	Mujeres	05	Cinco Villas	71	Leves	1
2011,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	146	Leves	1
2011,0	Mujeres	07	Somontano de Barbastro	51	Leves	1
2011,0	Mujeres	08	Cinca Medio	46	Leves	1
2011,0	Mujeres	09	La Litera / La Llitera	38	Leves	1
2011,0	Mujeres	10	Los Monegros	14	Leves	1
2011,0	Mujeres	11	Bajo Cinca / Baix Cinca	64	Leves	1
2011,0	Mujeres	12	Tarazona y el Moncayo	28	Leves	1
2011,0	Mujeres	13	Campo de Borja	50	Leves	1
2011,0	Mujeres	14	Aranda	14	Leves	1
2011,0	Mujeres	15	Ribera Alta del Ebro	132	Leves	1
2011,0	Mujeres	16	Valdejalón	131	Leves	1
2011,0	Mujeres	17	D.C. Zaragoza	2301	Leves	1
2011,0	Mujeres	18	Ribera Baja del Ebro	34	Leves	1
2011,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	29	Leves	1
2011,0	Mujeres	20	Comunidad de Calatayud	74	Leves	1
2011,0	Mujeres	21	Campo de Cariñena	21	Leves	1
2011,0	Mujeres	22	Campo de Belchite	3	Leves	1
2011,0	Mujeres	23	Bajo Martín	4	Leves	1
2011,0	Mujeres	24	Campo de Daroca	14	Leves	1
2011,0	Mujeres	25	Jiloca	11	Leves	1
2011,0	Mujeres	26	Cuencas Mineras	42	Leves	1
2011,0	Mujeres	27	Andorra-Sierra de Arcos	25	Leves	1
2011,0	Mujeres	28	Bajo Aragón	64	Leves	1
2011,0	Mujeres	29	Comunidad de Teruel	133	Leves	1
2011,0	Mujeres	30	Maestrazgo	4	Leves	1
2011,0	Mujeres	31	Sierra de Albarracín	4	Leves	1
2011,0	Mujeres	32	Gúdar-Javalambre	12	Leves	1
2011,0	Mujeres	33	Matarraña / Matarranya	12	Leves	1
2011,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	17	Leves	1
2010,0	Hombres	01	La Jacetania	106	Leves	1
2010,0	Hombres	02	Alto Gállego	119	Leves	1
2010,0	Hombres	03	Sobrarbe	44	Leves	1
2010,0	Hombres	04	La Ribagorza	94	Leves	1
2010,0	Hombres	05	Cinco Villas	299	Leves	1
2010,0	Hombres	06	Hoya de Huesca / Plana de Uesca	522	Leves	1
2010,0	Hombres	07	Somontano de Barbastro	169	Leves	1
2010,0	Hombres	08	Cinca Medio	283	Leves	1
2010,0	Hombres	09	La Litera / La Llitera	172	Leves	1
2010,0	Hombres	10	Los Monegros	110	Leves	1
2010,0	Hombres	11	Bajo Cinca / Baix Cinca	188	Leves	1
2010,0	Hombres	12	Tarazona y el Moncayo	129	Leves	1
2010,0	Hombres	13	Campo de Borja	170	Leves	1
2010,0	Hombres	14	Aranda	47	Leves	1
2010,0	Hombres	15	Ribera Alta del Ebro	566	Leves	1
2010,0	Hombres	16	Valdejalón	366	Leves	1
2010,0	Hombres	17	D.C. Zaragoza	5703	Leves	1
2010,0	Hombres	18	Ribera Baja del Ebro	75	Leves	1
2010,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	94	Leves	1
2010,0	Hombres	20	Comunidad de Calatayud	230	Leves	1
2010,0	Hombres	21	Campo de Cariñena	101	Leves	1
2010,0	Hombres	22	Campo de Belchite	18	Leves	1
2010,0	Hombres	23	Bajo Martín	67	Leves	1
2010,0	Hombres	24	Campo de Daroca	46	Leves	1
2010,0	Hombres	25	Jiloca	79	Leves	1
2010,0	Hombres	26	Cuencas Mineras	116	Leves	1
2010,0	Hombres	27	Andorra-Sierra de Arcos	190	Leves	1
2010,0	Hombres	28	Bajo Aragón	216	Leves	1
2010,0	Hombres	29	Comunidad de Teruel	374	Leves	1
2010,0	Hombres	30	Maestrazgo	31	Leves	1
2010,0	Hombres	31	Sierra de Albarracín	15	Leves	1
2010,0	Hombres	32	Gúdar-Javalambre	63	Leves	1
2010,0	Hombres	33	Matarraña / Matarranya	61	Leves	1
2010,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	157	Leves	1
2010,0	Mujeres	01	La Jacetania	53	Leves	1
