Año	Sexo	Comarca Código	Comarca Nombre	Nº Accidentes	Grupo Grado Código	Grupo Grado Código
2003,0	Hombres	03	Sobrarbe	44	Leves	1
2003,0	Hombres	04	La Ribagorza	110	Leves	1
2003,0	Hombres	05	Cinco Villas	456	Leves	1
2003,0	Hombres	06	Hoya de Huesca / Plana de Uesca	891	Leves	1
2003,0	Hombres	07	Somontano de Barbastro	279	Leves	1
2003,0	Hombres	08	Cinca Medio	303	Leves	1
2003,0	Hombres	09	La Litera / La Llitera	250	Leves	1
2003,0	Hombres	10	Los Monegros	152	Leves	1
2003,0	Hombres	11	Bajo Cinca / Baix Cinca	306	Leves	1
2003,0	Hombres	12	Tarazona y el Moncayo	226	Leves	1
2003,0	Hombres	13	Campo de Borja	236	Leves	1
2003,0	Hombres	14	Aranda	61	Leves	1
2003,0	Hombres	15	Ribera Alta del Ebro	718	Leves	1
2003,0	Hombres	16	Valdejalón	461	Leves	1
2003,0	Hombres	17	D.C. Zaragoza	9116	Leves	1
2003,0	Hombres	18	Ribera Baja del Ebro	100	Leves	1
2003,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	132	Leves	1
2003,0	Hombres	20	Comunidad de Calatayud	354	Leves	1
2003,0	Hombres	21	Campo de Cariñena	148	Leves	1
2003,0	Hombres	22	Campo de Belchite	16	Leves	1
2003,0	Hombres	23	Bajo Martín	104	Leves	1
2003,0	Hombres	24	Campo de Daroca	43	Leves	1
2003,0	Hombres	25	Jiloca	152	Leves	1
2003,0	Hombres	26	Cuencas Mineras	111	Leves	1
2003,0	Hombres	27	Andorra-Sierra de Arcos	253	Leves	1
2003,0	Hombres	28	Bajo Aragón	348	Leves	1
2003,0	Hombres	29	Comunidad de Teruel	477	Leves	1
2003,0	Hombres	30	Maestrazgo	6	Leves	1
2003,0	Hombres	31	Sierra de Albarracín	16	Leves	1
2003,0	Hombres	32	Gúdar-Javalambre	58	Leves	1
2003,0	Hombres	33	Matarraña / Matarranya	51	Leves	1
2003,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	145	Leves	1
2003,0	Mujeres	01	La Jacetania	39	Leves	1
2003,0	Mujeres	02	Alto Gállego	30	Leves	1
2003,0	Mujeres	03	Sobrarbe	12	Leves	1
2003,0	Mujeres	04	La Ribagorza	26	Leves	1
2003,0	Mujeres	05	Cinco Villas	97	Leves	1
2003,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	195	Leves	1
2003,0	Mujeres	07	Somontano de Barbastro	55	Leves	1
2003,0	Mujeres	08	Cinca Medio	36	Leves	1
2003,0	Mujeres	09	La Litera / La Llitera	50	Leves	1
2003,0	Mujeres	10	Los Monegros	15	Leves	1
2003,0	Mujeres	11	Bajo Cinca / Baix Cinca	56	Leves	1
2003,0	Mujeres	12	Tarazona y el Moncayo	99	Leves	1
2003,0	Mujeres	13	Campo de Borja	93	Leves	1
2003,0	Mujeres	14	Aranda	9	Leves	1
2003,0	Mujeres	15	Ribera Alta del Ebro	182	Leves	1
2003,0	Mujeres	16	Valdejalón	104	Leves	1
2003,0	Mujeres	17	D.C. Zaragoza	2485	Leves	1
2003,0	Mujeres	18	Ribera Baja del Ebro	18	Leves	1
2003,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	30	Leves	1
2003,0	Mujeres	20	Comunidad de Calatayud	124	Leves	1
2003,0	Mujeres	21	Campo de Cariñena	24	Leves	1
2003,0	Mujeres	22	Campo de Belchite	11	Leves	1
2003,0	Mujeres	23	Bajo Martín	18	Leves	1
2003,0	Mujeres	24	Campo de Daroca	7	Leves	1
2003,0	Mujeres	25	Jiloca	23	Leves	1
2003,0	Mujeres	26	Cuencas Mineras	18	Leves	1
2003,0	Mujeres	27	Andorra-Sierra de Arcos	19	Leves	1
2003,0	Mujeres	28	Bajo Aragón	57	Leves	1
2003,0	Mujeres	29	Comunidad de Teruel	123	Leves	1
2003,0	Mujeres	30	Maestrazgo	3	Leves	1
2003,0	Mujeres	32	Gúdar-Javalambre	14	Leves	1
2003,0	Mujeres	33	Matarraña / Matarranya	4	Leves	1
2003,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	13	Leves	1
2019,0	Hombres	01	La Jacetania	2	Graves o muy graves	2
2019,0	Hombres	02	Alto Gállego	1	Graves o muy graves	2
2019,0	Hombres	03	Sobrarbe	2	Graves o muy graves	2
2019,0	Hombres	05	Cinco Villas	4	Graves o muy graves	2
2019,0	Hombres	06	Hoya de Huesca / Plana de Uesca	6	Graves o muy graves	2
2019,0	Hombres	07	Somontano de Barbastro	1	Graves o muy graves	2
2019,0	Hombres	08	Cinca Medio	5	Graves o muy graves	2
2019,0	Hombres	09	La Litera / La Llitera	5	Graves o muy graves	2
2019,0	Hombres	10	Los Monegros	2	Graves o muy graves	2
2019,0	Hombres	11	Bajo Cinca / Baix Cinca	3	Graves o muy graves	2
2019,0	Hombres	13	Campo de Borja	2	Graves o muy graves	2
2019,0	Hombres	14	Aranda	1	Graves o muy graves	2
2019,0	Hombres	15	Ribera Alta del Ebro	3	Graves o muy graves	2
2019,0	Hombres	16	Valdejalón	2	Graves o muy graves	2
2019,0	Hombres	17	D.C. Zaragoza	39	Graves o muy graves	2
2019,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Graves o muy graves	2
2019,0	Hombres	20	Comunidad de Calatayud	3	Graves o muy graves	2
2019,0	Hombres	21	Campo de Cariñena	1	Graves o muy graves	2
2019,0	Hombres	23	Bajo Martín	2	Graves o muy graves	2
2019,0	Hombres	24	Campo de Daroca	3	Graves o muy graves	2
2019,0	Hombres	26	Cuencas Mineras	1	Graves o muy graves	2
2019,0	Hombres	28	Bajo Aragón	3	Graves o muy graves	2
2019,0	Hombres	29	Comunidad de Teruel	3	Graves o muy graves	2
2019,0	Hombres	30	Maestrazgo	1	Graves o muy graves	2
2019,0	Hombres	31	Sierra de Albarracín	1	Graves o muy graves	2
2019,0	Hombres	32	Gúdar-Javalambre	1	Graves o muy graves	2
2019,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	1	Graves o muy graves	2
2019,0	Mujeres	05	Cinco Villas	1	Graves o muy graves	2
2019,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2
2019,0	Mujeres	08	Cinca Medio	1	Graves o muy graves	2
2019,0	Mujeres	16	Valdejalón	1	Graves o muy graves	2
2019,0	Mujeres	17	D.C. Zaragoza	4	Graves o muy graves	2
2019,0	Mujeres	31	Sierra de Albarracín	1	Graves o muy graves	2
2015,0	Hombres	01	La Jacetania	2	Graves o muy graves	2
2015,0	Hombres	03	Sobrarbe	1	Graves o muy graves	2
2015,0	Hombres	04	La Ribagorza	3	Graves o muy graves	2
2015,0	Hombres	05	Cinco Villas	3	Graves o muy graves	2
2015,0	Hombres	06	Hoya de Huesca / Plana de Uesca	3	Graves o muy graves	2
2015,0	Hombres	07	Somontano de Barbastro	3	Graves o muy graves	2
2015,0	Hombres	08	Cinca Medio	1	Graves o muy graves	2
2015,0	Hombres	09	La Litera / La Llitera	2	Graves o muy graves	2
2015,0	Hombres	11	Bajo Cinca / Baix Cinca	2	Graves o muy graves	2
2015,0	Hombres	12	Tarazona y el Moncayo	1	Graves o muy graves	2
2015,0	Hombres	13	Campo de Borja	1	Graves o muy graves	2
2015,0	Hombres	14	Aranda	1	Graves o muy graves	2
2015,0	Hombres	15	Ribera Alta del Ebro	2	Graves o muy graves	2
2015,0	Hombres	16	Valdejalón	4	Graves o muy graves	2
2015,0	Hombres	17	D.C. Zaragoza	27	Graves o muy graves	2
2015,0	Hombres	18	Ribera Baja del Ebro	1	Graves o muy graves	2
2015,0	Hombres	20	Comunidad de Calatayud	2	Graves o muy graves	2
2015,0	Hombres	23	Bajo Martín	3	Graves o muy graves	2
2015,0	Hombres	25	Jiloca	1	Graves o muy graves	2
2015,0	Hombres	26	Cuencas Mineras	1	Graves o muy graves	2
2015,0	Hombres	27	Andorra-Sierra de Arcos	2	Graves o muy graves	2
2015,0	Hombres	29	Comunidad de Teruel	4	Graves o muy graves	2
2015,0	Hombres	33	Matarraña / Matarranya	1	Graves o muy graves	2
2015,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	2	Graves o muy graves	2
2015,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2
2015,0	Mujeres	17	D.C. Zaragoza	5	Graves o muy graves	2
2015,0	Mujeres	20	Comunidad de Calatayud	1	Graves o muy graves	2
2014,0	Hombres	01	La Jacetania	2	Graves o muy graves	2
2014,0	Hombres	02	Alto Gállego	2	Graves o muy graves	2
2014,0	Hombres	04	La Ribagorza	3	Graves o muy graves	2
2014,0	Hombres	05	Cinco Villas	2	Graves o muy graves	2
2014,0	Hombres	06	Hoya de Huesca / Plana de Uesca	5	Graves o muy graves	2
2014,0	Hombres	07	Somontano de Barbastro	4	Graves o muy graves	2
2014,0	Hombres	08	Cinca Medio	1	Graves o muy graves	2
2014,0	Hombres	09	La Litera / La Llitera	3	Graves o muy graves	2
2014,0	Hombres	10	Los Monegros	1	Graves o muy graves	2
2014,0	Hombres	11	Bajo Cinca / Baix Cinca	2	Graves o muy graves	2
2014,0	Hombres	15	Ribera Alta del Ebro	2	Graves o muy graves	2
2014,0	Hombres	17	D.C. Zaragoza	28	Graves o muy graves	2
2014,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Graves o muy graves	2
2014,0	Hombres	20	Comunidad de Calatayud	1	Graves o muy graves	2
2014,0	Hombres	25	Jiloca	3	Graves o muy graves	2
2014,0	Hombres	26	Cuencas Mineras	2	Graves o muy graves	2
2014,0	Hombres	27	Andorra-Sierra de Arcos	2	Graves o muy graves	2
2014,0	Hombres	28	Bajo Aragón	5	Graves o muy graves	2
2014,0	Hombres	29	Comunidad de Teruel	2	Graves o muy graves	2
2014,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	2	Graves o muy graves	2
2014,0	Mujeres	04	La Ribagorza	2	Graves o muy graves	2
2014,0	Mujeres	08	Cinca Medio	1	Graves o muy graves	2
2014,0	Mujeres	17	D.C. Zaragoza	4	Graves o muy graves	2
2013,0	Hombres	01	La Jacetania	4	Graves o muy graves	2
2013,0	Hombres	03	Sobrarbe	1	Graves o muy graves	2
2013,0	Hombres	04	La Ribagorza	3	Graves o muy graves	2
2013,0	Hombres	05	Cinco Villas	2	Graves o muy graves	2
2013,0	Hombres	06	Hoya de Huesca / Plana de Uesca	3	Graves o muy graves	2
2013,0	Hombres	08	Cinca Medio	3	Graves o muy graves	2
2013,0	Hombres	09	La Litera / La Llitera	2	Graves o muy graves	2
2013,0	Hombres	10	Los Monegros	1	Graves o muy graves	2
2013,0	Hombres	15	Ribera Alta del Ebro	6	Graves o muy graves	2
2013,0	Hombres	16	Valdejalón	5	Graves o muy graves	2
2013,0	Hombres	17	D.C. Zaragoza	18	Graves o muy graves	2
2013,0	Hombres	18	Ribera Baja del Ebro	1	Graves o muy graves	2
2013,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Graves o muy graves	2
2013,0	Hombres	21	Campo de Cariñena	1	Graves o muy graves	2
2013,0	Hombres	22	Campo de Belchite	2	Graves o muy graves	2
2013,0	Hombres	23	Bajo Martín	1	Graves o muy graves	2
2013,0	Hombres	24	Campo de Daroca	1	Graves o muy graves	2
2013,0	Hombres	28	Bajo Aragón	1	Graves o muy graves	2
2013,0	Hombres	29	Comunidad de Teruel	2	Graves o muy graves	2
2013,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	5	Graves o muy graves	2
2013,0	Mujeres	01	La Jacetania	1	Graves o muy graves	2
2013,0	Mujeres	17	D.C. Zaragoza	5	Graves o muy graves	2
2013,0	Mujeres	27	Andorra-Sierra de Arcos	1	Graves o muy graves	2
2013,0	Mujeres	28	Bajo Aragón	1	Graves o muy graves	2
2013,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	1	Graves o muy graves	2
2012,0	Hombres	01	La Jacetania	4	Graves o muy graves	2
2012,0	Hombres	02	Alto Gállego	1	Graves o muy graves	2
2012,0	Hombres	04	La Ribagorza	5	Graves o muy graves	2
2012,0	Hombres	05	Cinco Villas	1	Graves o muy graves	2
2012,0	Hombres	06	Hoya de Huesca / Plana de Uesca	5	Graves o muy graves	2
2012,0	Hombres	07	Somontano de Barbastro	1	Graves o muy graves	2
2012,0	Hombres	08	Cinca Medio	4	Graves o muy graves	2
2012,0	Hombres	09	La Litera / La Llitera	3	Graves o muy graves	2
2012,0	Hombres	10	Los Monegros	3	Graves o muy graves	2
2012,0	Hombres	11	Bajo Cinca / Baix Cinca	5	Graves o muy graves	2
2012,0	Hombres	12	Tarazona y el Moncayo	1	Graves o muy graves	2
2012,0	Hombres	15	Ribera Alta del Ebro	3	Graves o muy graves	2
2012,0	Hombres	16	Valdejalón	2	Graves o muy graves	2
2012,0	Hombres	17	D.C. Zaragoza	25	Graves o muy graves	2
2012,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Graves o muy graves	2
2012,0	Hombres	20	Comunidad de Calatayud	1	Graves o muy graves	2
2012,0	Hombres	21	Campo de Cariñena	1	Graves o muy graves	2
2012,0	Hombres	22	Campo de Belchite	1	Graves o muy graves	2
2012,0	Hombres	23	Bajo Martín	1	Graves o muy graves	2
2012,0	Hombres	26	Cuencas Mineras	1	Graves o muy graves	2
2012,0	Hombres	27	Andorra-Sierra de Arcos	2	Graves o muy graves	2
2012,0	Hombres	29	Comunidad de Teruel	3	Graves o muy graves	2
2012,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	1	Graves o muy graves	2
2012,0	Mujeres	11	Bajo Cinca / Baix Cinca	2	Graves o muy graves	2
2012,0	Mujeres	17	D.C. Zaragoza	7	Graves o muy graves	2
2012,0	Mujeres	26	Cuencas Mineras	1	Graves o muy graves	2
2012,0	Mujeres	29	Comunidad de Teruel	1	Graves o muy graves	2
2012,0	Mujeres	32	Gúdar-Javalambre	1	Graves o muy graves	2
2011,0	Hombres	01	La Jacetania	2	Graves o muy graves	2
2011,0	Hombres	02	Alto Gállego	2	Graves o muy graves	2
2011,0	Hombres	03	Sobrarbe	1	Graves o muy graves	2
2011,0	Hombres	04	La Ribagorza	2	Graves o muy graves	2
2011,0	Hombres	05	Cinco Villas	3	Graves o muy graves	2
2011,0	Hombres	06	Hoya de Huesca / Plana de Uesca	6	Graves o muy graves	2
2011,0	Hombres	07	Somontano de Barbastro	5	Graves o muy graves	2
2011,0	Hombres	08	Cinca Medio	2	Graves o muy graves	2
2011,0	Hombres	09	La Litera / La Llitera	2	Graves o muy graves	2
2011,0	Hombres	10	Los Monegros	1	Graves o muy graves	2
2011,0	Hombres	15	Ribera Alta del Ebro	1	Graves o muy graves	2
2011,0	Hombres	16	Valdejalón	5	Graves o muy graves	2
2011,0	Hombres	17	D.C. Zaragoza	20	Graves o muy graves	2
2011,0	Hombres	18	Ribera Baja del Ebro	1	Graves o muy graves	2
2011,0	Hombres	20	Comunidad de Calatayud	2	Graves o muy graves	2
2011,0	Hombres	21	Campo de Cariñena	1	Graves o muy graves	2
2011,0	Hombres	22	Campo de Belchite	1	Graves o muy graves	2
2011,0	Hombres	24	Campo de Daroca	1	Graves o muy graves	2
2011,0	Hombres	25	Jiloca	2	Graves o muy graves	2
2011,0	Hombres	26	Cuencas Mineras	1	Graves o muy graves	2
2011,0	Hombres	28	Bajo Aragón	1	Graves o muy graves	2
2011,0	Hombres	29	Comunidad de Teruel	2	Graves o muy graves	2
2011,0	Hombres	31	Sierra de Albarracín	1	Graves o muy graves	2
2011,0	Hombres	32	Gúdar-Javalambre	2	Graves o muy graves	2
2011,0	Hombres	33	Matarraña / Matarranya	1	Graves o muy graves	2
2011,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	5	Graves o muy graves	2
2011,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	2	Graves o muy graves	2
2011,0	Mujeres	17	D.C. Zaragoza	3	Graves o muy graves	2
2011,0	Mujeres	24	Campo de Daroca	1	Graves o muy graves	2
2011,0	Mujeres	28	Bajo Aragón	1	Graves o muy graves	2
2010,0	Hombres	01	La Jacetania	5	Graves o muy graves	2
2010,0	Hombres	02	Alto Gállego	2	Graves o muy graves	2
2010,0	Hombres	03	Sobrarbe	1	Graves o muy graves	2
2010,0	Hombres	04	La Ribagorza	3	Graves o muy graves	2
2010,0	Hombres	05	Cinco Villas	3	Graves o muy graves	2
2010,0	Hombres	06	Hoya de Huesca / Plana de Uesca	11	Graves o muy graves	2
2010,0	Hombres	07	Somontano de Barbastro	1	Graves o muy graves	2
2010,0	Hombres	08	Cinca Medio	4	Graves o muy graves	2
2010,0	Hombres	09	La Litera / La Llitera	5	Graves o muy graves	2
2010,0	Hombres	10	Los Monegros	5	Graves o muy graves	2
2010,0	Hombres	11	Bajo Cinca / Baix Cinca	2	Graves o muy graves	2
2010,0	Hombres	15	Ribera Alta del Ebro	4	Graves o muy graves	2
2010,0	Hombres	16	Valdejalón	1	Graves o muy graves	2
2010,0	Hombres	17	D.C. Zaragoza	29	Graves o muy graves	2
2010,0	Hombres	18	Ribera Baja del Ebro	1	Graves o muy graves	2
2010,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Graves o muy graves	2
2010,0	Hombres	20	Comunidad de Calatayud	1	Graves o muy graves	2
2010,0	Hombres	25	Jiloca	2	Graves o muy graves	2
2010,0	Hombres	27	Andorra-Sierra de Arcos	5	Graves o muy graves	2
2010,0	Hombres	28	Bajo Aragón	2	Graves o muy graves	2
2010,0	Hombres	29	Comunidad de Teruel	1	Graves o muy graves	2
2010,0	Hombres	33	Matarraña / Matarranya	1	Graves o muy graves	2
2010,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	7	Graves o muy graves	2
2010,0	Mujeres	01	La Jacetania	1	Graves o muy graves	2
2010,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	2	Graves o muy graves	2
2010,0	Mujeres	13	Campo de Borja	1	Graves o muy graves	2
2010,0	Mujeres	17	D.C. Zaragoza	3	Graves o muy graves	2
2009,0	Hombres	01	La Jacetania	3	Graves o muy graves	2
2009,0	Hombres	02	Alto Gállego	3	Graves o muy graves	2
2009,0	Hombres	04	La Ribagorza	2	Graves o muy graves	2
2009,0	Hombres	05	Cinco Villas	4	Graves o muy graves	2
2009,0	Hombres	06	Hoya de Huesca / Plana de Uesca	7	Graves o muy graves	2
2009,0	Hombres	07	Somontano de Barbastro	1	Graves o muy graves	2
2009,0	Hombres	08	Cinca Medio	5	Graves o muy graves	2
2009,0	Hombres	09	La Litera / La Llitera	1	Graves o muy graves	2
2009,0	Hombres	10	Los Monegros	4	Graves o muy graves	2
2009,0	Hombres	11	Bajo Cinca / Baix Cinca	4	Graves o muy graves	2
2009,0	Hombres	12	Tarazona y el Moncayo	1	Graves o muy graves	2
2009,0	Hombres	13	Campo de Borja	2	Graves o muy graves	2
2009,0	Hombres	15	Ribera Alta del Ebro	4	Graves o muy graves	2
2009,0	Hombres	16	Valdejalón	3	Graves o muy graves	2
2009,0	Hombres	17	D.C. Zaragoza	54	Graves o muy graves	2
2009,0	Hombres	18	Ribera Baja del Ebro	1	Graves o muy graves	2
2009,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Graves o muy graves	2
2009,0	Hombres	23	Bajo Martín	2	Graves o muy graves	2
2009,0	Hombres	27	Andorra-Sierra de Arcos	1	Graves o muy graves	2
2009,0	Hombres	28	Bajo Aragón	2	Graves o muy graves	2
2009,0	Hombres	29	Comunidad de Teruel	5	Graves o muy graves	2
2009,0	Hombres	32	Gúdar-Javalambre	2	Graves o muy graves	2
2009,0	Hombres	33	Matarraña / Matarranya	1	Graves o muy graves	2
2009,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	3	Graves o muy graves	2
2009,0	Mujeres	01	La Jacetania	1	Graves o muy graves	2
2009,0	Mujeres	04	La Ribagorza	1	Graves o muy graves	2
2009,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	2	Graves o muy graves	2
2009,0	Mujeres	12	Tarazona y el Moncayo	1	Graves o muy graves	2
2009,0	Mujeres	16	Valdejalón	1	Graves o muy graves	2
2009,0	Mujeres	17	D.C. Zaragoza	7	Graves o muy graves	2
2009,0	Mujeres	20	Comunidad de Calatayud	1	Graves o muy graves	2
2009,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	1	Graves o muy graves	2
2008,0	Hombres	01	La Jacetania	3	Graves o muy graves	2
2008,0	Hombres	02	Alto Gállego	2	Graves o muy graves	2
2008,0	Hombres	03	Sobrarbe	3	Graves o muy graves	2
2008,0	Hombres	04	La Ribagorza	2	Graves o muy graves	2
2008,0	Hombres	05	Cinco Villas	3	Graves o muy graves	2
2008,0	Hombres	06	Hoya de Huesca / Plana de Uesca	7	Graves o muy graves	2
2008,0	Hombres	07	Somontano de Barbastro	1	Graves o muy graves	2
2008,0	Hombres	08	Cinca Medio	4	Graves o muy graves	2
2008,0	Hombres	09	La Litera / La Llitera	5	Graves o muy graves	2
2008,0	Hombres	10	Los Monegros	3	Graves o muy graves	2
2008,0	Hombres	11	Bajo Cinca / Baix Cinca	1	Graves o muy graves	2
2008,0	Hombres	12	Tarazona y el Moncayo	1	Graves o muy graves	2
2008,0	Hombres	14	Aranda	1	Graves o muy graves	2
2008,0	Hombres	15	Ribera Alta del Ebro	6	Graves o muy graves	2
2008,0	Hombres	16	Valdejalón	2	Graves o muy graves	2
2008,0	Hombres	17	D.C. Zaragoza	62	Graves o muy graves	2
2008,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Graves o muy graves	2
2008,0	Hombres	20	Comunidad de Calatayud	2	Graves o muy graves	2
2008,0	Hombres	21	Campo de Cariñena	3	Graves o muy graves	2
2008,0	Hombres	22	Campo de Belchite	1	Graves o muy graves	2
2008,0	Hombres	25	Jiloca	1	Graves o muy graves	2
2008,0	Hombres	27	Andorra-Sierra de Arcos	3	Graves o muy graves	2
2008,0	Hombres	29	Comunidad de Teruel	5	Graves o muy graves	2
2008,0	Hombres	30	Maestrazgo	1	Graves o muy graves	2
2008,0	Hombres	31	Sierra de Albarracín	1	Graves o muy graves	2
2008,0	Hombres	32	Gúdar-Javalambre	2	Graves o muy graves	2
2008,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	5	Graves o muy graves	2
2008,0	Mujeres	04	La Ribagorza	1	Graves o muy graves	2
2008,0	Mujeres	07	Somontano de Barbastro	1	Graves o muy graves	2
2008,0	Mujeres	11	Bajo Cinca / Baix Cinca	1	Graves o muy graves	2
2008,0	Mujeres	13	Campo de Borja	1	Graves o muy graves	2
2008,0	Mujeres	17	D.C. Zaragoza	4	Graves o muy graves	2
2008,0	Mujeres	24	Campo de Daroca	1	Graves o muy graves	2
2007,0	Hombres	01	La Jacetania	5	Graves o muy graves	2
2007,0	Hombres	02	Alto Gállego	4	Graves o muy graves	2
2007,0	Hombres	04	La Ribagorza	5	Graves o muy graves	2
2007,0	Hombres	05	Cinco Villas	1	Graves o muy graves	2
2007,0	Hombres	06	Hoya de Huesca / Plana de Uesca	9	Graves o muy graves	2
2007,0	Hombres	07	Somontano de Barbastro	5	Graves o muy graves	2
2007,0	Hombres	08	Cinca Medio	6	Graves o muy graves	2
2007,0	Hombres	09	La Litera / La Llitera	4	Graves o muy graves	2
2007,0	Hombres	10	Los Monegros	3	Graves o muy graves	2
2007,0	Hombres	11	Bajo Cinca / Baix Cinca	5	Graves o muy graves	2
2007,0	Hombres	13	Campo de Borja	1	Graves o muy graves	2
2007,0	Hombres	15	Ribera Alta del Ebro	7	Graves o muy graves	2
2007,0	Hombres	16	Valdejalón	8	Graves o muy graves	2
2007,0	Hombres	17	D.C. Zaragoza	84	Graves o muy graves	2
2007,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Graves o muy graves	2
2007,0	Hombres	20	Comunidad de Calatayud	2	Graves o muy graves	2
2007,0	Hombres	21	Campo de Cariñena	2	Graves o muy graves	2
2007,0	Hombres	22	Campo de Belchite	2	Graves o muy graves	2
2007,0	Hombres	25	Jiloca	1	Graves o muy graves	2
2007,0	Hombres	26	Cuencas Mineras	2	Graves o muy graves	2
2007,0	Hombres	27	Andorra-Sierra de Arcos	3	Graves o muy graves	2
2007,0	Hombres	28	Bajo Aragón	4	Graves o muy graves	2
2007,0	Hombres	29	Comunidad de Teruel	5	Graves o muy graves	2
2007,0	Hombres	31	Sierra de Albarracín	1	Graves o muy graves	2
2007,0	Hombres	32	Gúdar-Javalambre	2	Graves o muy graves	2
2007,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	9	Graves o muy graves	2
2007,0	Mujeres	01	La Jacetania	1	Graves o muy graves	2
2007,0	Mujeres	05	Cinco Villas	1	Graves o muy graves	2
2007,0	Mujeres	11	Bajo Cinca / Baix Cinca	1	Graves o muy graves	2
2007,0	Mujeres	12	Tarazona y el Moncayo	1	Graves o muy graves	2
2007,0	Mujeres	15	Ribera Alta del Ebro	1	Graves o muy graves	2
2007,0	Mujeres	16	Valdejalón	1	Graves o muy graves	2
2007,0	Mujeres	17	D.C. Zaragoza	3	Graves o muy graves	2
2006,0	Hombres	01	La Jacetania	5	Graves o muy graves	2
2006,0	Hombres	02	Alto Gállego	3	Graves o muy graves	2
2006,0	Hombres	05	Cinco Villas	5	Graves o muy graves	2
2006,0	Hombres	06	Hoya de Huesca / Plana de Uesca	12	Graves o muy graves	2
2006,0	Hombres	07	Somontano de Barbastro	2	Graves o muy graves	2
2006,0	Hombres	08	Cinca Medio	3	Graves o muy graves	2
2006,0	Hombres	09	La Litera / La Llitera	3	Graves o muy graves	2
2006,0	Hombres	10	Los Monegros	2	Graves o muy graves	2
2006,0	Hombres	11	Bajo Cinca / Baix Cinca	2	Graves o muy graves	2
2006,0	Hombres	13	Campo de Borja	5	Graves o muy graves	2
2006,0	Hombres	15	Ribera Alta del Ebro	5	Graves o muy graves	2
2006,0	Hombres	16	Valdejalón	9	Graves o muy graves	2
2006,0	Hombres	17	D.C. Zaragoza	82	Graves o muy graves	2
2006,0	Hombres	18	Ribera Baja del Ebro	1	Graves o muy graves	2
2006,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Graves o muy graves	2
2006,0	Hombres	21	Campo de Cariñena	1	Graves o muy graves	2
2006,0	Hombres	22	Campo de Belchite	2	Graves o muy graves	2
2006,0	Hombres	27	Andorra-Sierra de Arcos	3	Graves o muy graves	2
2006,0	Hombres	29	Comunidad de Teruel	4	Graves o muy graves	2
2006,0	Hombres	31	Sierra de Albarracín	1	Graves o muy graves	2
2006,0	Hombres	32	Gúdar-Javalambre	2	Graves o muy graves	2
2006,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	4	Graves o muy graves	2
2006,0	Mujeres	01	La Jacetania	1	Graves o muy graves	2
2006,0	Mujeres	05	Cinco Villas	1	Graves o muy graves	2
2006,0	Mujeres	08	Cinca Medio	1	Graves o muy graves	2
2006,0	Mujeres	15	Ribera Alta del Ebro	1	Graves o muy graves	2
2006,0	Mujeres	17	D.C. Zaragoza	5	Graves o muy graves	2
2006,0	Mujeres	20	Comunidad de Calatayud	1	Graves o muy graves	2
2006,0	Mujeres	33	Matarraña / Matarranya	1	Graves o muy graves	2
2005,0	Hombres	01	La Jacetania	4	Graves o muy graves	2
2005,0	Hombres	02	Alto Gállego	1	Graves o muy graves	2
2005,0	Hombres	03	Sobrarbe	1	Graves o muy graves	2
2005,0	Hombres	05	Cinco Villas	6	Graves o muy graves	2
2005,0	Hombres	06	Hoya de Huesca / Plana de Uesca	17	Graves o muy graves	2
