Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C+D)	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	Eriales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos
22049	Barbués	2005	Regadío	1478,0	1457,0	997,0	460,0	0,0	0,0	0,0	0,0	0,0	21,0	21,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22049	Barbués	2005	Secano	402,0	117,0	59,0	54,0	4,0	191,0	0,0	0,0	191,0	0,0	0,0	0,0	0,0	94,0	0,0	4,0	55,0	35,0
22050	Barbuñales	2005	Regadío	5,0	5,0	3,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22050	Barbuñales	2005	Secano	1871,0	1081,0	669,0	335,0	77,0	237,0	0,0	0,0	237,0	471,0	1,0	0,0	470,0	82,0	0,0	67,0	15,0	0,0
22051	Bárcabo	2005	Regadío	9,0	9,0	3,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22051	Bárcabo	2005	Secano	8777,0	1129,0	557,0	519,0	53,0	4279,0	0,0	0,0	4279,0	3173,0	801,0	0,0	2372,0	196,0	0,0	13,0	93,0	90,0
22052	Belver de Cinca	2005	Regadío	6285,0	6279,0	3694,0	1174,0	1411,0	0,0	0,0	0,0	0,0	6,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22052	Belver de Cinca	2005	Secano	1651,0	522,0	194,0	211,0	117,0	553,0	0,0	0,0	553,0	71,0	71,0	0,0	0,0	505,0	0,0	263,0	157,0	85,0
22053	Benabarre	2005	Regadío	28,0	28,0	13,0	10,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22053	Benabarre	2005	Secano	15620,0	4938,0	3905,0	904,0	129,0	1517,0	0,0	0,0	1517,0	8344,0	637,0	0,0	7707,0	821,0	0,0	821,0	0,0	0,0
22054	Benasque	2005	Regadío	83,0	4,0	4,0	0,0	0,0	79,0	79,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22054	Benasque	2005	Secano	23234,0	128,0	0,0	128,0	0,0	12067,0	107,0	0,0	11960,0	5291,0	659,0	0,0	4632,0	5748,0	0,0	5152,0	230,0	366,0
22055	Berbegal	2005	Regadío	1290,0	1290,0	1032,0	209,0	49,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22055	Berbegal	2005	Secano	3518,0	2825,0	1896,0	778,0	151,0	352,0	0,0	0,0	352,0	104,0	4,0	0,0	100,0	237,0	0,0	195,0	12,0	30,0
22057	Bielsa	2005	Regadío	45,0	16,0	16,0	0,0	0,0	29,0	29,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22057	Bielsa	2005	Secano	20204,0	7,0	0,0	7,0	0,0	6284,0	113,0	6171,0	0,0	8586,0	8360,0	226,0	0,0	5327,0	0,0	4414,0	106,0	807,0
22058	Bierge	2005	Regadío	34,0	32,0	17,0	15,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22058	Bierge	2005	Secano	14510,0	1820,0	734,0	752,0	334,0	8315,0	0,0	0,0	8315,0	4104,0	1395,0	2703,0	6,0	271,0	0,0	30,0	130,0	111,0
22059	Biescas	2005	Regadío	465,0	165,0	154,0	11,0	0,0	300,0	300,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22059	Biescas	2005	Secano	18179,0	442,0	92,0	350,0	0,0	8500,0	81,0	8419,0	0,0	8653,0	6793,0	1855,0	5,0	584,0	0,0	26,0	251,0	307,0
22060	Binaced	2005	Regadío	5363,0	5331,0	3520,0	860,0	951,0	0,0	0,0	0,0	0,0	32,0	32,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22060	Binaced	2005	Secano	2207,0	966,0	388,0	548,0	30,0	802,0	0,0	0,0	802,0	8,0	8,0	0,0	0,0	431,0	0,0	102,0	159,0	170,0
22061	Binéfar	2005	Regadío	1756,0	1754,0	1314,0	356,0	84,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22061	Binéfar	2005	Secano	650,0	98,0	38,0	54,0	6,0	135,0	0,0	0,0	135,0	0,0	0,0	0,0	0,0	417,0	0,0	67,0	307,0	43,0
22062	Bisaurri	2005	Regadío	7,0	7,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22062	Bisaurri	2005	Secano	6300,0	396,0	0,0	396,0	0,0	3840,0	321,0	3519,0	0,0	1707,0	774,0	933,0	0,0	357,0	0,0	295,0	10,0	52,0
22063	Biscarrués	2005	Regadío	145,0	145,0	113,0	21,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22063	Biscarrués	2005	Secano	2850,0	1607,0	1100,0	344,0	163,0	754,0	0,0	0,0	754,0	192,0	192,0	0,0	0,0	297,0	0,0	225,0	22,0	50,0
22064	Blecua y Torres	2005	Regadío	8,0	8,0	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22064	Blecua y Torres	2005	Secano	3607,0	2765,0	2093,0	584,0	88,0	471,0	0,0	0,0	471,0	270,0	0,0	270,0	0,0	101,0	0,0	5,0	54,0	42,0
22066	Boltaña	2005	Regadío	135,0	135,0	102,0	33,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22066	Boltaña	2005	Secano	14011,0	498,0	89,0	406,0	3,0	4453,0	0,0	0,0	4453,0	8678,0	3820,0	4444,0	414,0	382,0	0,0	10,0	196,0	176,0
22067	Bonansa	2005	Regadío	7,0	7,0	1,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22067	Bonansa	2005	Secano	3713,0	73,0	0,0	73,0	0,0	1163,0	180,0	983,0	0,0	2469,0	388,0	2081,0	0,0	8,0	0,0	8,0	0,0	0,0
22068	Borau	2005	Regadío	32,0	32,0	3,0	29,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22068	Borau	2005	Secano	4117,0	111,0	0,0	111,0	0,0	1547,0	58,0	1489,0	0,0	2062,0	1845,0	160,0	57,0	397,0	0,0	347,0	20,0	30,0
22069	Broto	2005	Regadío	211,0	43,0	43,0	0,0	0,0	168,0	168,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22069	Broto	2005	Secano	12668,0	2,0	0,0	2,0	0,0	3389,0	424,0	2965,0	0,0	8778,0	6150,0	2628,0	0,0	499,0	0,0	101,0	86,0	312,0
22072	Caldearenas	2005	Regadío	44,0	44,0	28,0	16,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22072	Caldearenas	2005	Secano	18648,0	1661,0	999,0	662,0	0,0	1561,0	0,0	0,0	1561,0	14835,0	6393,0	0,0	8442,0	591,0	0,0	16,0	258,0	317,0
22074	Campo	2005	Regadío	52,0	52,0	23,0	29,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22074	Campo	2005	Secano	2227,0	187,0	78,0	109,0	0,0	870,0	22,0	0,0	848,0	1044,0	992,0	52,0	0,0	126,0	0,0	13,0	60,0	53,0
22075	Camporrells	2005	Regadío	146,0	144,0	80,0	59,0	5,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22075	Camporrells	2005	Secano	2513,0	596,0	310,0	190,0	96,0	1395,0	0,0	0,0	1395,0	462,0	387,0	0,0	75,0	60,0	0,0	55,0	5,0	0,0
22076	Canal de Berdún	2005	Regadío	176,0	176,0	146,0	22,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22076	Canal de Berdún	2005	Secano	13106,0	4242,0	3293,0	942,0	7,0	4121,0	0,0	0,0	4121,0	3425,0	2896,0	0,0	529,0	1318,0	0,0	660,0	231,0	427,0
22077	Candasnos	2005	Regadío	4512,0	4512,0	3199,0	1155,0	158,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22077	Candasnos	2005	Secano	7467,0	3259,0	1166,0	2058,0	35,0	3596,0	0,0	0,0	3596,0	260,0	0,0	0,0	260,0	352,0	0,0	27,0	325,0	0,0
22078	Canfranc	2005	Regadío	3,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22078	Canfranc	2005	Secano	7122,0	18,0	0,0	18,0	0,0	4074,0	41,0	4033,0	0,0	774,0	774,0	0,0	0,0	2256,0	0,0	2119,0	90,0	47,0
22079	Capdesaso	2005	Regadío	1485,0	1485,0	862,0	617,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22079	Capdesaso	2005	Secano	189,0	8,0	0,0	7,0	1,0	38,0	0,0	0,0	38,0	2,0	0,0	2,0	0,0	141,0	0,0	141,0	0,0	0,0
22080	Capella	2005	Regadío	47,0	47,0	29,0	18,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22080	Capella	2005	Secano	6018,0	1751,0	1409,0	226,0	116,0	1324,0	0,0	0,0	1324,0	2606,0	787,0	1508,0	311,0	337,0	0,0	262,0	25,0	50,0
22081	Casbas de Huesca	2005	Regadío	34,0	34,0	5,0	23,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22081	Casbas de Huesca	2005	Secano	13178,0	3933,0	2625,0	1031,0	277,0	5097,0	76,0	0,0	5021,0	3921,0	1424,0	0,0	2497,0	227,0	0,0	7,0	140,0	80,0
22082	Castejón del Puente	2005	Regadío	1346,0	1343,0	1017,0	314,0	12,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22082	Castejón del Puente	2005	Secano	1121,0	804,0	664,0	92,0	48,0	0,0	0,0	0,0	0,0	34,0	33,0	1,0	0,0	283,0	0,0	29,0	87,0	167,0
22083	Castejón de Monegros	2005	Regadío	657,0	657,0	431,0	196,0	30,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22083	Castejón de Monegros	2005	Secano	15861,0	9029,0	3380,0	5571,0	78,0	4829,0	0,0	0,0	4829,0	1469,0	1245,0	0,0	224,0	534,0	0,0	158,0	307,0	69,0
22084	Castejón de Sos	2005	Regadío	137,0	77,0	77,0	0,0	0,0	60,0	60,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22084	Castejón de Sos	2005	Secano	3100,0	0,0	0,0	0,0	0,0	2262,0	122,0	2140,0	0,0	292,0	176,0	116,0	0,0	546,0	0,0	309,0	137,0	100,0
22085	Castelflorite	2005	Regadío	2079,0	2074,0	1321,0	677,0	76,0	0,0	0,0	0,0	0,0	5,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22085	Castelflorite	2005	Secano	1283,0	443,0	79,0	311,0	53,0	593,0	0,0	0,0	593,0	0,0	0,0	0,0	0,0	247,0	0,0	228,0	19,0	0,0
22086	Castiello de Jaca	2005	Regadío	43,0	43,0	19,0	24,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22086	Castiello de Jaca	2005	Secano	1680,0	288,0	64,0	224,0	0,0	470,0	4,0	0,0	466,0	840,0	796,0	44,0	0,0	82,0	0,0	8,0	20,0	54,0
22087	Castigaleu	2005	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22087	Castigaleu	2005	Secano	2652,0	880,0	765,0	115,0	0,0	757,0	0,0	0,0	757,0	939,0	0,0	939,0	0,0	76,0	0,0	76,0	0,0	0,0
22088	Castillazuelo	2005	Regadío	66,0	66,0	17,0	32,0	17,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22088	Castillazuelo	2005	Secano	1453,0	778,0	368,0	240,0	170,0	528,0	0,0	0,0	528,0	63,0	0,0	0,0	63,0	84,0	0,0	70,0	14,0	0,0
22089	Castillonroy	2005	Regadío	157,0	157,0	33,0	57,0	67,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22089	Castillonroy	2005	Secano	3582,0	1460,0	772,0	460,0	228,0	1542,0	0,0	0,0	1542,0	310,0	216,0	0,0	94,0	270,0	0,0	235,0	35,0	0,0
22090	Colungo	2005	Regadío	4,0	4,0	0,0	3,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22090	Colungo	2005	Secano	4042,0	557,0	112,0	259,0	186,0	1366,0	0,0	0,0	1366,0	2023,0	591,0	1390,0	42,0	96,0	0,0	12,0	58,0	26,0
22094	Chalamera	2005	Regadío	451,0	451,0	275,0	80,0	96,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22094	Chalamera	2005	Secano	672,0	161,0	77,0	81,0	3,0	387,0	0,0	0,0	387,0	5,0	5,0	0,0	0,0	119,0	0,0	7,0	29,0	83,0
22095	Chía	2005	Regadío	1,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22095	Chía	2005	Secano	2624,0	207,0	0,0	207,0	0,0	1724,0	0,0	1724,0	0,0	460,0	108,0	352,0	0,0	233,0	0,0	164,0	19,0	50,0
22096	Chimillas	2005	Regadío	29,0	29,0	23,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22096	Chimillas	2005	Secano	968,0	821,0	684,0	128,0	9,0	36,0	0,0	0,0	36,0	12,0	0,0	0,0	12,0	99,0	0,0	16,0	75,0	8,0
22099	Esplús	2005	Regadío	6254,0	6250,0	4935,0	794,0	521,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22099	Esplús	2005	Secano	801,0	143,0	59,0	82,0	2,0	256,0	0,0	0,0	256,0	46,0	46,0	0,0	0,0	356,0	0,0	205,0	106,0	45,0
22102	Estada	2005	Regadío	162,0	160,0	120,0	11,0	29,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22102	Estada	2005	Secano	1416,0	189,0	34,0	63,0	92,0	975,0	0,0	0,0	975,0	2,0	2,0	0,0	0,0	250,0	0,0	243,0	0,0	7,0
22103	Estadilla	2005	Regadío	996,0	989,0	620,0	219,0	150,0	0,0	0,0	0,0	0,0	7,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22103	Estadilla	2005	Secano	3975,0	1502,0	646,0	377,0	479,0	2203,0	0,0	0,0	2203,0	68,0	68,0	0,0	0,0	202,0	0,0	75,0	114,0	13,0
22105	Estopiñán del Castillo	2005	Regadío	113,0	113,0	80,0	32,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22105	Estopiñán del Castillo	2005	Secano	8754,0	1971,0	1425,0	484,0	62,0	2677,0	0,0	0,0	2677,0	3333,0	1302,0	0,0	2031,0	773,0	0,0	347,0	271,0	155,0
22106	Fago	2005	Regadío	3,0	3,0	1,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22106	Fago	2005	Secano	4913,0	50,0	0,0	50,0	0,0	1919,0	50,0	1869,0	0,0	2070,0	1335,0	471,0	264,0	874,0	0,0	824,0	50,0	0,0
22107	Fanlo	2005	Regadío	9,0	2,0	1,0	1,0	0,0	7,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22107	Fanlo	2005	Secano	18722,0	169,0	0,0	169,0	0,0	9654,0	8970,0	684,0	0,0	8464,0	4489,0	3975,0	0,0	435,0	0,0	114,0	144,0	177,0
22109	Fiscal	2005	Regadío	362,0	354,0	178,0	176,0	0,0	8,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22109	Fiscal	2005	Secano	16749,0	567,0	101,0	465,0	1,0	2105,0	0,0	2105,0	0,0	13424,0	6960,0	6464,0	0,0	653,0	0,0	175,0	144,0	334,0
22110	Fonz	2005	Regadío	1302,0	1302,0	1058,0	201,0	43,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22110	Fonz	2005	Secano	4141,0	2120,0	1183,0	627,0	310,0	814,0	0,0	0,0	814,0	544,0	195,0	0,0	349,0	663,0	0,0	79,0	199,0	385,0
22111	Foradada del Toscar	2005	Regadío	87,0	73,0	65,0	4,0	4,0	14,0	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22111	Foradada del Toscar	2005	Secano	10779,0	666,0	170,0	492,0	4,0	3206,0	3,0	637,0	2566,0	6610,0	2355,0	4252,0	3,0	297,0	0,0	23,0	123,0	151,0
22112	Fraga	2005	Regadío	7102,0	7102,0	911,0	1451,0	4740,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22112	Fraga	2005	Secano	36115,0	17298,0	8806,0	8339,0	153,0	6774,0	0,0	0,0	6774,0	9609,0	5122,0	0,0	4487,0	2434,0	0,0	1584,0	250,0	600,0
22113	Fueva (La)	2005	Regadío	63,0	52,0	36,0	5,0	11,0	11,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22113	Fueva (La)	2005	Secano	21819,0	3022,0	1813,0	1147,0	62,0	6736,0	4,0	0,0	6732,0	10084,0	3997,0	5978,0	109,0	1977,0	0,0	692,0	250,0	1035,0
22114	Gistaín	2005	Regadío	83,0	11,0	11,0	0,0	0,0	72,0	72,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22114	Gistaín	2005	Secano	8022,0	20,0	0,0	20,0	0,0	1976,0	217,0	1759,0	0,0	2072,0	1023,0	279,0	770,0	3954,0	0,0	3896,0	31,0	27,0
22115	Grado (El)	2005	Regadío	461,0	461,0	179,0	234,0	48,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22115	Grado (El)	2005	Secano	5886,0	1559,0	382,0	485,0	692,0	819,0	0,0	0,0	819,0	2825,0	7,0	0,0	2818,0	683,0	0,0	25,0	60,0	598,0
22116	Grañén	2005	Regadío	8126,0	8116,0	5647,0	2437,0	32,0	0,0	0,0	0,0	0,0	10,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22116	Grañén	2005	Secano	3780,0	1483,0	887,0	568,0	28,0	1004,0	0,0	0,0	1004,0	364,0	363,0	0,0	1,0	929,0	0,0	785,0	93,0	51,0
22117	Graus	2005	Regadío	272,0	272,0	168,0	103,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22117	Graus	2005	Secano	29606,0	5705,0	3649,0	1450,0	606,0	6478,0	0,0	0,0	6478,0	15837,0	3822,0	11664,0	351,0	1586,0	0,0	193,0	339,0	1054,0
22119	Gurrea de Gállego	2005	Regadío	4408,0	4339,0	2803,0	1154,0	382,0	0,0	0,0	0,0	0,0	69,0	69,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22119	Gurrea de Gállego	2005	Secano	14597,0	10475,0	7104,0	2956,0	415,0	1315,0	0,0	0,0	1315,0	1677,0	1575,0	32,0	70,0	1130,0	0,0	261,0	503,0	366,0
22122	Hoz de Jaca	2005	Regadío	7,0	7,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22122	Hoz de Jaca	2005	Secano	1210,0	61,0	1,0	60,0	0,0	443,0	39,0	0,0	404,0	537,0	118,0	419,0	0,0	169,0	0,0	72,0	20,0	77,0
22124	Huerto	2005	Regadío	3997,0	3989,0	3147,0	832,0	10,0	0,0	0,0	0,0	0,0	8,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22124	Huerto	2005	Secano	4436,0	2345,0	1436,0	853,0	56,0	1680,0	0,0	0,0	1680,0	10,0	7,0	0,0	3,0	401,0	0,0	351,0	30,0	20,0
22125	Huesca	2005	Regadío	3555,0	3516,0	2693,0	800,0	23,0	0,0	0,0	0,0	0,0	39,0	39,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22125	Huesca	2005	Secano	12377,0	7700,0	5573,0	1926,0	201,0	2375,0	0,0	0,0	2375,0	471,0	50,0	0,0	421,0	1831,0	0,0	1562,0	191,0	78,0
22126	Ibieca	2005	Regadío	12,0	12,0	5,0	3,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22126	Ibieca	2005	Secano	1483,0	918,0	603,0	188,0	127,0	221,0	0,0	0,0	221,0	293,0	0,0	0,0	293,0	51,0	0,0	34,0	17,0	0,0
22127	Igriés	2005	Regadío	14,0	14,0	4,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22127	Igriés	2005	Secano	1898,0	1397,0	858,0	470,0	69,0	154,0	0,0	0,0	154,0	155,0	29,0	120,0	6,0	192,0	0,0	126,0	25,0	41,0
22128	Ilche	2005	Regadío	3885,0	3883,0	2803,0	885,0	195,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22128	Ilche	2005	Secano	2253,0	559,0	290,0	166,0	103,0	901,0	0,0	0,0	901,0	327,0	13,0	0,0	314,0	466,0	0,0	466,0	0,0	0,0
22129	Isábena	2005	Regadío	54,0	53,0	41,0	10,0	2,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22129	Isábena	2005	Secano	11544,0	1274,0	675,0	587,0	12,0	5239,0	118,0	0,0	5121,0	3868,0	1261,0	0,0	2607,0	1163,0	0,0	768,0	138,0	257,0
22130	Jaca	2005	Regadío	474,0	474,0	307,0	166,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22130	Jaca	2005	Secano	38888,0	6677,0	5396,0	1279,0	2,0	11488,0	0,0	0,0	11488,0	17561,0	14275,0	2936,0	350,0	3162,0	0,0	2808,0	93,0	261,0
22131	Jasa	2005	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22131	Jasa	2005	Secano	885,0	84,0	0,0	84,0	0,0	326,0	3,0	0,0	323,0	444,0	272,0	172,0	0,0	31,0	0,0	2,0	9,0	20,0
22133	Labuerda	2005	Regadío	29,0	29,0	11,0	18,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22133	Labuerda	2005	Secano	1737,0	163,0	58,0	105,0	0,0	608,0	0,0	0,0	608,0	879,0	604,0	237,0	38,0	87,0	0,0	1,0	35,0	51,0
22135	Laluenga	2005	Regadío	1150,0	1150,0	860,0	257,0	33,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22135	Laluenga	2005	Secano	2415,0	1475,0	942,0	408,0	125,0	710,0	0,0	0,0	710,0	15,0	0,0	0,0	15,0	215,0	0,0	199,0	15,0	1,0
22136	Lalueza	2005	Regadío	6968,0	6956,0	4525,0	2404,0	27,0	0,0	0,0	0,0	0,0	12,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22136	Lalueza	2005	Secano	1506,0	134,0	27,0	91,0	16,0	722,0	0,0	0,0	722,0	21,0	21,0	0,0	0,0	629,0	0,0	425,0	144,0	60,0
22137	Lanaja	2005	Regadío	4856,0	4848,0	3178,0	1629,0	41,0	0,0	0,0	0,0	0,0	8,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22137	Lanaja	2005	Secano	13044,0	6440,0	3197,0	3041,0	202,0	2922,0	0,0	0,0	2922,0	2926,0	107,0	0,0	2819,0	756,0	0,0	126,0	515,0	115,0
22139	Laperdiguera	2005	Regadío	16,0	16,0	2,0	1,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22139	Laperdiguera	2005	Secano	1111,0	1020,0	788,0	194,0	38,0	22,0	0,0	0,0	22,0	30,0	0,0	0,0	30,0	39,0	0,0	39,0	0,0	0,0
22141	Lascellas-Ponzano	2005	Regadío	80,0	80,0	3,0	0,0	77,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22141	Lascellas-Ponzano	2005	Secano	2642,0	1957,0	1306,0	440,0	211,0	218,0	0,0	0,0	218,0	365,0	1,0	0,0	364,0	102,0	0,0	28,0	62,0	12,0
22142	Lascuarre	2005	Regadío	13,0	13,0	2,0	10,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22142	Lascuarre	2005	Secano	3180,0	851,0	625,0	177,0	49,0	326,0	0,0	0,0	326,0	1847,0	590,0	1238,0	19,0	156,0	0,0	107,0	40,0	9,0
22143	Laspaúles	2005	Regadío	114,0	37,0	37,0	0,0	0,0	77,0	77,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22143	Laspaúles	2005	Secano	8038,0	537,0	0,0	537,0	0,0	5438,0	309,0	4879,0	250,0	1546,0	828,0	718,0	0,0	517,0	0,0	307,0	90,0	120,0
22144	Laspuña	2005	Regadío	43,0	43,0	42,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22144	Laspuña	2005	Secano	4474,0	356,0	94,0	260,0	2,0	1224,0	0,0	1224,0	0,0	2760,0	1798,0	189,0	773,0	134,0	0,0	13,0	39,0	82,0
22149	Loarre	2005	Regadío	154,0	154,0	106,0	41,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22149	Loarre	2005	Secano	7301,0	2359,0	1292,0	511,0	556,0	1465,0	0,0	0,0	1465,0	3235,0	1698,0	0,0	1537,0	242,0	0,0	204,0	35,0	3,0
