Mes y año	Mes (código)	Sexo	UE28-UE27-UE25	UE28	UE27	UE25	Número de contratos	CCAA nombre
Enero 2011	201101	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	860	Aragón
Enero 2011	201101	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	201	Aragón
Enero 2011	201101	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	8	Aragón
Enero 2011	201101	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1169	Aragón
Enero 2011	201101	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
Diciembre 2010	201012	Hombres	Españoles	Españoles	Españoles	ESPAÑA	9751	Aragón
Diciembre 2010	201012	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1133	Aragón
Diciembre 2010	201012	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	249	Aragón
Diciembre 2010	201012	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	20	Aragón
Diciembre 2010	201012	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2406	Aragón
Diciembre 2010	201012	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Diciembre 2010	201012	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10904	Aragón
Diciembre 2010	201012	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	870	Aragón
Diciembre 2010	201012	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	178	Aragón
Diciembre 2010	201012	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	7	Aragón
Diciembre 2010	201012	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1399	Aragón
Diciembre 2010	201012	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Noviembre 2010	201011	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12058	Aragón
Noviembre 2010	201011	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1743	Aragón
Noviembre 2010	201011	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	350	Aragón
Noviembre 2010	201011	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	16	Aragón
Noviembre 2010	201011	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3103	Aragón
Noviembre 2010	201011	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Noviembre 2010	201011	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11789	Aragón
Noviembre 2010	201011	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1054	Aragón
Noviembre 2010	201011	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	216	Aragón
Noviembre 2010	201011	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	11	Aragón
Noviembre 2010	201011	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1536	Aragón
Noviembre 2010	201011	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Octubre 2010	201010	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13148	Aragón
Octubre 2010	201010	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2056	Aragón
Octubre 2010	201010	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	307	Aragón
Octubre 2010	201010	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	16	Aragón
Octubre 2010	201010	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3329	Aragón
Octubre 2010	201010	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Octubre 2010	201010	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13121	Aragón
Octubre 2010	201010	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1294	Aragón
Octubre 2010	201010	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	244	Aragón
Octubre 2010	201010	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	19	Aragón
Octubre 2010	201010	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1740	Aragón
Octubre 2010	201010	Mujeres	No consta	No consta	No consta	No consta	4	Aragón
Septiembre 2010	201009	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13760	Aragón
Septiembre 2010	201009	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	3534	Aragón
Septiembre 2010	201009	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	484	Aragón
Septiembre 2010	201009	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	19	Aragón
Septiembre 2010	201009	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4869	Aragón
Septiembre 2010	201009	Hombres	No consta	No consta	No consta	No consta	2	Aragón
Septiembre 2010	201009	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14283	Aragón
Septiembre 2010	201009	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2102	Aragón
Septiembre 2010	201009	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	397	Aragón
Septiembre 2010	201009	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	17	Aragón
Septiembre 2010	201009	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1960	Aragón
Septiembre 2010	201009	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Agosto 2010	201008	Hombres	Españoles	Españoles	Españoles	ESPAÑA	10393	Aragón
Agosto 2010	201008	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2364	Aragón
Agosto 2010	201008	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	405	Aragón
Agosto 2010	201008	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	5	Aragón
Agosto 2010	201008	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4504	Aragón
Agosto 2010	201008	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	9362	Aragón
Agosto 2010	201008	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1736	Aragón
Agosto 2010	201008	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	385	Aragón
Agosto 2010	201008	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	6	Aragón
Agosto 2010	201008	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1767	Aragón
Agosto 2010	201008	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Julio 2010	201007	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14920	Aragón
Julio 2010	201007	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2515	Aragón
Julio 2010	201007	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	599	Aragón
Julio 2010	201007	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	30	Aragón
Julio 2010	201007	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4598	Aragón
Julio 2010	201007	Hombres	No consta	No consta	No consta	No consta	2	Aragón
Julio 2010	201007	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13766	Aragón
Julio 2010	201007	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1895	Aragón
Julio 2010	201007	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	462	Aragón
Julio 2010	201007	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	15	Aragón
Julio 2010	201007	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2017	Aragón
Julio 2010	201007	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
Junio 2010	201006	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13562	Aragón
Junio 2010	201006	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	3109	Aragón
Junio 2010	201006	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	452	Aragón
Junio 2010	201006	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	7	Aragón
Junio 2010	201006	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4863	Aragón
Junio 2010	201006	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13079	Aragón
Junio 2010	201006	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2843	Aragón
Junio 2010	201006	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	520	Aragón
Junio 2010	201006	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	14	Aragón
Junio 2010	201006	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1935	Aragón
Mayo 2010	201005	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11474	Aragón
Mayo 2010	201005	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2976	Aragón
Mayo 2010	201005	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	523	Aragón
Mayo 2010	201005	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	7	Aragón
Mayo 2010	201005	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5656	Aragón
Mayo 2010	201005	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11177	Aragón
Mayo 2010	201005	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2636	Aragón
Mayo 2010	201005	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	475	Aragón
Mayo 2010	201005	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	6	Aragón
Mayo 2010	201005	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1746	Aragón
Mayo 2010	201005	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Abril 2010	201004	Hombres	Españoles	Españoles	Españoles	ESPAÑA	9173	Aragón
Abril 2010	201004	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1482	Aragón
Abril 2010	201004	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	384	Aragón
Abril 2010	201004	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	6	Aragón
Abril 2010	201004	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2937	Aragón
Abril 2010	201004	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Abril 2010	201004	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	9434	Aragón
Abril 2010	201004	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	988	Aragón
Abril 2010	201004	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	191	Aragón
Abril 2010	201004	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	3	Aragón
Abril 2010	201004	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1452	Aragón
Abril 2010	201004	Mujeres	No consta	No consta	No consta	No consta	5	Aragón
Marzo 2010	201003	Hombres	Españoles	Españoles	Españoles	ESPAÑA	10206	Aragón
Marzo 2010	201003	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1488	Aragón
Marzo 2010	201003	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	336	Aragón
Marzo 2010	201003	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	6	Aragón
Marzo 2010	201003	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3066	Aragón
Marzo 2010	201003	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Marzo 2010	201003	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10403	Aragón
Marzo 2010	201003	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1009	Aragón
Marzo 2010	201003	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	210	Aragón
Marzo 2010	201003	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	13	Aragón
Marzo 2010	201003	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1543	Aragón
Marzo 2010	201003	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
Febrero 2010	201002	Hombres	Españoles	Españoles	Españoles	ESPAÑA	8971	Aragón
Febrero 2010	201002	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1256	Aragón
Febrero 2010	201002	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	320	Aragón
Febrero 2010	201002	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	12	Aragón
Febrero 2010	201002	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2626	Aragón
Febrero 2010	201002	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	8944	Aragón
Febrero 2010	201002	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	745	Aragón
Febrero 2010	201002	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	189	Aragón
Febrero 2010	201002	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	9	Aragón
Febrero 2010	201002	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1325	Aragón
Enero 2010	201001	Hombres	Españoles	Españoles	Españoles	ESPAÑA	8875	Aragón
Enero 2010	201001	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1259	Aragón
Enero 2010	201001	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	349	Aragón
Enero 2010	201001	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	18	Aragón
Enero 2010	201001	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2597	Aragón
Enero 2010	201001	Hombres	No consta	No consta	No consta	No consta	2	Aragón
Enero 2010	201001	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	9211	Aragón
Enero 2010	201001	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	835	Aragón
Enero 2010	201001	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	196	Aragón
Enero 2010	201001	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	7	Aragón
Enero 2010	201001	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1365	Aragón
Enero 2010	201001	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Diciembre 2009	200912	Hombres	Españoles	Españoles	Españoles	ESPAÑA	8967	Aragón
Diciembre 2009	200912	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1106	Aragón
Diciembre 2009	200912	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	320	Aragón
Diciembre 2009	200912	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	5	Aragón
Diciembre 2009	200912	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2698	Aragón
Diciembre 2009	200912	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10085	Aragón
Diciembre 2009	200912	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	918	Aragón
Diciembre 2009	200912	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	208	Aragón
Diciembre 2009	200912	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	4	Aragón
Diciembre 2009	200912	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1665	Aragón
Diciembre 2009	200912	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Noviembre 2009	200911	Hombres	Españoles	Españoles	Españoles	ESPAÑA	10636	Aragón
Noviembre 2009	200911	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1610	Aragón
Noviembre 2009	200911	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	354	Aragón
Noviembre 2009	200911	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	13	Aragón
Noviembre 2009	200911	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3273	Aragón
Noviembre 2009	200911	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Noviembre 2009	200911	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11249	Aragón
Noviembre 2009	200911	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	974	Aragón
Noviembre 2009	200911	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	226	Aragón
Noviembre 2009	200911	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	10	Aragón
Noviembre 2009	200911	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1650	Aragón
Noviembre 2009	200911	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Octubre 2009	200910	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12792	Aragón
Octubre 2009	200910	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2030	Aragón
Octubre 2009	200910	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	393	Aragón
Octubre 2009	200910	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	21	Aragón
Octubre 2009	200910	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3832	Aragón
Octubre 2009	200910	Hombres	No consta	No consta	No consta	No consta	2	Aragón
Octubre 2009	200910	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13879	Aragón
Octubre 2009	200910	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1402	Aragón
Octubre 2009	200910	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	352	Aragón
Octubre 2009	200910	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	25	Aragón
Octubre 2009	200910	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1846	Aragón
Octubre 2009	200910	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Septiembre 2009	200909	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12730	Aragón
Septiembre 2009	200909	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	3130	Aragón
Septiembre 2009	200909	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	518	Aragón
Septiembre 2009	200909	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	17	Aragón
Septiembre 2009	200909	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4846	Aragón
Septiembre 2009	200909	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13869	Aragón
Septiembre 2009	200909	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2081	Aragón
Septiembre 2009	200909	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	441	Aragón
Septiembre 2009	200909	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	23	Aragón
Septiembre 2009	200909	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1971	Aragón
Septiembre 2009	200909	Mujeres	No consta	No consta	No consta	No consta	7	Aragón
Agosto 2009	200908	Hombres	Españoles	Españoles	Españoles	ESPAÑA	8449	Aragón
Agosto 2009	200908	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2240	Aragón
Agosto 2009	200908	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	391	Aragón
Agosto 2009	200908	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	5	Aragón
Agosto 2009	200908	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4508	Aragón
Agosto 2009	200908	Hombres	No consta	No consta	No consta	No consta	1	Aragón
