Mes y año	Municipio código	Municipio nombre	Sexo	Edad (Grupos Quinquenales 2010)	Afiliaciones en alta
Septiembre 2011	22115	Grado (El)	Hombres	40-44	3
Septiembre 2011	22115	Grado (El)	Hombres	45-49	6
Septiembre 2011	22115	Grado (El)	Hombres	50-54	3
Septiembre 2011	22115	Grado (El)	Hombres	55-59	3
Septiembre 2011	22115	Grado (El)	Hombres	60-64	3
Septiembre 2011	22116	Grañén	Hombres	20-24	5
Septiembre 2011	22116	Grañén	Hombres	25-29	13
Septiembre 2011	22116	Grañén	Hombres	30-34	16
Septiembre 2011	22116	Grañén	Hombres	35-39	13
Septiembre 2011	22116	Grañén	Hombres	40-44	15
Septiembre 2011	22116	Grañén	Hombres	45-49	25
Septiembre 2011	22116	Grañén	Hombres	50-54	23
Septiembre 2011	22116	Grañén	Hombres	55-59	28
Septiembre 2011	22116	Grañén	Hombres	60-64	18
Septiembre 2011	22116	Grañén	Hombres	65-69	5
Septiembre 2011	22116	Grañén	Hombres	Más de 69	1
Septiembre 2011	22117	Graus	Hombres	20-24	7
Septiembre 2011	22117	Graus	Hombres	25-29	11
Septiembre 2011	22117	Graus	Hombres	30-34	31
Septiembre 2011	22117	Graus	Hombres	35-39	26
Septiembre 2011	22117	Graus	Hombres	40-44	38
Septiembre 2011	22117	Graus	Hombres	45-49	48
Septiembre 2011	22117	Graus	Hombres	50-54	51
Septiembre 2011	22117	Graus	Hombres	55-59	41
Septiembre 2011	22117	Graus	Hombres	60-64	35
Septiembre 2011	22117	Graus	Hombres	65-69	4
Septiembre 2011	22117	Graus	Hombres	Más de 69	2
Septiembre 2011	22119	Gurrea de Gállego	Hombres	20-24	3
Septiembre 2011	22119	Gurrea de Gállego	Hombres	25-29	4
Septiembre 2011	22119	Gurrea de Gállego	Hombres	30-34	5
Septiembre 2011	22119	Gurrea de Gállego	Hombres	35-39	16
Septiembre 2011	22119	Gurrea de Gállego	Hombres	40-44	21
Septiembre 2011	22119	Gurrea de Gállego	Hombres	45-49	13
Septiembre 2011	22119	Gurrea de Gállego	Hombres	50-54	11
Septiembre 2011	22119	Gurrea de Gállego	Hombres	55-59	21
Septiembre 2011	22119	Gurrea de Gállego	Hombres	60-64	14
Septiembre 2011	22122	Hoz de Jaca	Hombres	35-39	1
Septiembre 2011	22122	Hoz de Jaca	Hombres	40-44	1
Septiembre 2011	22122	Hoz de Jaca	Hombres	50-54	1
Septiembre 2011	22124	Huerto	Hombres	25-29	1
Septiembre 2011	22124	Huerto	Hombres	30-34	5
Septiembre 2011	22124	Huerto	Hombres	35-39	7
Septiembre 2011	22124	Huerto	Hombres	40-44	8
Septiembre 2011	22124	Huerto	Hombres	45-49	8
Septiembre 2011	22124	Huerto	Hombres	50-54	3
Septiembre 2011	22124	Huerto	Hombres	55-59	3
Septiembre 2011	22124	Huerto	Hombres	60-64	4
Septiembre 2011	22124	Huerto	Hombres	Más de 69	1
Septiembre 2011	22125	Huesca	Hombres	16-19	3
Septiembre 2011	22125	Huesca	Hombres	20-24	42
Septiembre 2011	22125	Huesca	Hombres	25-29	133
Septiembre 2011	22125	Huesca	Hombres	30-34	256
Septiembre 2011	22125	Huesca	Hombres	35-39	380
Septiembre 2011	22125	Huesca	Hombres	40-44	387
Septiembre 2011	22125	Huesca	Hombres	45-49	392
Septiembre 2011	22125	Huesca	Hombres	50-54	361
Septiembre 2011	22125	Huesca	Hombres	55-59	316
Septiembre 2011	22125	Huesca	Hombres	60-64	238
Septiembre 2011	22125	Huesca	Hombres	65-69	37
Septiembre 2011	22125	Huesca	Hombres	Más de 69	5
Septiembre 2011	22126	Ibieca	Hombres	35-39	1
Septiembre 2011	22126	Ibieca	Hombres	40-44	1
Septiembre 2011	22126	Ibieca	Hombres	45-49	4
Septiembre 2011	22126	Ibieca	Hombres	50-54	1
Septiembre 2011	22126	Ibieca	Hombres	60-64	3
Septiembre 2011	22127	Igriés	Hombres	20-24	1
Septiembre 2011	22127	Igriés	Hombres	25-29	1
Septiembre 2011	22127	Igriés	Hombres	30-34	6
Septiembre 2011	22127	Igriés	Hombres	35-39	2
Septiembre 2011	22127	Igriés	Hombres	40-44	2
Septiembre 2011	22127	Igriés	Hombres	45-49	5
Septiembre 2011	22127	Igriés	Hombres	50-54	8
Septiembre 2011	22127	Igriés	Hombres	55-59	1
Septiembre 2011	22127	Igriés	Hombres	60-64	2
Septiembre 2011	22128	Ilche	Hombres	20-24	1
Septiembre 2011	22128	Ilche	Hombres	25-29	1
Septiembre 2011	22128	Ilche	Hombres	30-34	1
Septiembre 2011	22128	Ilche	Hombres	35-39	6
Septiembre 2011	22128	Ilche	Hombres	40-44	5
Septiembre 2011	22128	Ilche	Hombres	45-49	4
Septiembre 2011	22128	Ilche	Hombres	50-54	5
Septiembre 2011	22128	Ilche	Hombres	55-59	2
Septiembre 2011	22128	Ilche	Hombres	60-64	2
Septiembre 2011	22129	Isábena	Hombres	16-19	1
Septiembre 2011	22129	Isábena	Hombres	20-24	2
Septiembre 2011	22129	Isábena	Hombres	25-29	1
Septiembre 2011	22129	Isábena	Hombres	30-34	2
Septiembre 2011	22129	Isábena	Hombres	35-39	4
Septiembre 2011	22129	Isábena	Hombres	45-49	7
Septiembre 2011	22129	Isábena	Hombres	50-54	7
Septiembre 2011	22129	Isábena	Hombres	55-59	6
Septiembre 2011	22129	Isábena	Hombres	60-64	6
Septiembre 2011	22129	Isábena	Hombres	65-69	1
Septiembre 2011	22130	Jaca	Hombres	16-19	1
Septiembre 2011	22130	Jaca	Hombres	20-24	9
Septiembre 2011	22130	Jaca	Hombres	25-29	26
Septiembre 2011	22130	Jaca	Hombres	30-34	70
Septiembre 2011	22130	Jaca	Hombres	35-39	81
Septiembre 2011	22130	Jaca	Hombres	40-44	115
Septiembre 2011	22130	Jaca	Hombres	45-49	131
Septiembre 2011	22130	Jaca	Hombres	50-54	124
Septiembre 2011	22130	Jaca	Hombres	55-59	107
Septiembre 2011	22130	Jaca	Hombres	60-64	66
Septiembre 2011	22130	Jaca	Hombres	65-69	15
Septiembre 2011	22130	Jaca	Hombres	Más de 69	1
Septiembre 2011	22131	Jasa	Hombres	30-34	1
Septiembre 2011	22131	Jasa	Hombres	40-44	2
Septiembre 2011	22131	Jasa	Hombres	45-49	6
Septiembre 2011	22131	Jasa	Hombres	50-54	1
Septiembre 2011	22131	Jasa	Hombres	55-59	2
Septiembre 2011	22131	Jasa	Hombres	60-64	2
Septiembre 2011	22133	Labuerda	Hombres	35-39	1
Septiembre 2011	22133	Labuerda	Hombres	40-44	2
Septiembre 2011	22133	Labuerda	Hombres	45-49	2
Septiembre 2011	22133	Labuerda	Hombres	50-54	6
Septiembre 2011	22133	Labuerda	Hombres	55-59	3
Septiembre 2011	22135	Laluenga	Hombres	20-24	1
Septiembre 2011	22135	Laluenga	Hombres	25-29	2
Septiembre 2011	22135	Laluenga	Hombres	30-34	4
Septiembre 2011	22135	Laluenga	Hombres	35-39	5
Septiembre 2011	22135	Laluenga	Hombres	40-44	10
Septiembre 2011	22135	Laluenga	Hombres	45-49	2
Septiembre 2011	22135	Laluenga	Hombres	50-54	5
Septiembre 2011	22135	Laluenga	Hombres	55-59	6
Septiembre 2011	22135	Laluenga	Hombres	60-64	7
Septiembre 2011	22135	Laluenga	Hombres	65-69	1
Septiembre 2011	22135	Laluenga	Hombres	Más de 69	1
Septiembre 2011	22136	Lalueza	Hombres	20-24	5
Septiembre 2011	22136	Lalueza	Hombres	25-29	10
Septiembre 2011	22136	Lalueza	Hombres	30-34	20
Septiembre 2011	22136	Lalueza	Hombres	35-39	16
Septiembre 2011	22136	Lalueza	Hombres	40-44	17
Septiembre 2011	22136	Lalueza	Hombres	45-49	18
Septiembre 2011	22136	Lalueza	Hombres	50-54	20
Septiembre 2011	22136	Lalueza	Hombres	55-59	19
Septiembre 2011	22136	Lalueza	Hombres	60-64	14
Septiembre 2011	22137	Lanaja	Hombres	20-24	1
Septiembre 2011	22137	Lanaja	Hombres	25-29	4
Septiembre 2011	22137	Lanaja	Hombres	30-34	10
Septiembre 2011	22137	Lanaja	Hombres	35-39	13
Septiembre 2011	22137	Lanaja	Hombres	40-44	22
Septiembre 2011	22137	Lanaja	Hombres	45-49	21
Septiembre 2011	22137	Lanaja	Hombres	50-54	16
Septiembre 2011	22137	Lanaja	Hombres	55-59	20
Septiembre 2011	22137	Lanaja	Hombres	60-64	4
Septiembre 2011	22137	Lanaja	Hombres	65-69	3
Septiembre 2011	22139	Laperdiguera	Hombres	25-29	2
Septiembre 2011	22139	Laperdiguera	Hombres	30-34	2
Septiembre 2011	22139	Laperdiguera	Hombres	40-44	3
Septiembre 2011	22139	Laperdiguera	Hombres	45-49	3
Septiembre 2011	22139	Laperdiguera	Hombres	50-54	1
Septiembre 2011	22139	Laperdiguera	Hombres	55-59	1
Septiembre 2011	22139	Laperdiguera	Hombres	60-64	1
Septiembre 2011	22141	Lascellas-Ponzano	Hombres	25-29	2
Septiembre 2011	22141	Lascellas-Ponzano	Hombres	30-34	2
Septiembre 2011	22141	Lascellas-Ponzano	Hombres	35-39	3
Septiembre 2011	22141	Lascellas-Ponzano	Hombres	40-44	2
Septiembre 2011	22141	Lascellas-Ponzano	Hombres	45-49	2
Septiembre 2011	22141	Lascellas-Ponzano	Hombres	50-54	4
Septiembre 2011	22141	Lascellas-Ponzano	Hombres	55-59	2
Septiembre 2011	22141	Lascellas-Ponzano	Hombres	60-64	1
Septiembre 2011	22142	Lascuarre	Hombres	20-24	1
Septiembre 2011	22142	Lascuarre	Hombres	25-29	2
Septiembre 2011	22142	Lascuarre	Hombres	30-34	3
Septiembre 2011	22142	Lascuarre	Hombres	35-39	2
Septiembre 2011	22142	Lascuarre	Hombres	40-44	4
Septiembre 2011	22142	Lascuarre	Hombres	45-49	1
Septiembre 2011	22142	Lascuarre	Hombres	55-59	4
Septiembre 2011	22142	Lascuarre	Hombres	60-64	3
Septiembre 2011	22143	Laspaúles	Hombres	20-24	1
Septiembre 2011	22143	Laspaúles	Hombres	25-29	1
Septiembre 2011	22143	Laspaúles	Hombres	30-34	1
Septiembre 2011	22143	Laspaúles	Hombres	35-39	3
Septiembre 2011	22143	Laspaúles	Hombres	40-44	5
Septiembre 2011	22143	Laspaúles	Hombres	45-49	7
Septiembre 2011	22143	Laspaúles	Hombres	50-54	4
Septiembre 2011	22143	Laspaúles	Hombres	55-59	6
Septiembre 2011	22143	Laspaúles	Hombres	60-64	5
Septiembre 2011	22143	Laspaúles	Hombres	65-69	2
Septiembre 2011	22144	Laspuña	Hombres	20-24	2
Septiembre 2011	22144	Laspuña	Hombres	25-29	2
Septiembre 2011	22144	Laspuña	Hombres	30-34	5
Septiembre 2011	22144	Laspuña	Hombres	35-39	3
Septiembre 2011	22144	Laspuña	Hombres	40-44	4
Septiembre 2011	22144	Laspuña	Hombres	45-49	2
Septiembre 2011	22144	Laspuña	Hombres	50-54	2
Septiembre 2011	22144	Laspuña	Hombres	55-59	3
Septiembre 2011	22144	Laspuña	Hombres	60-64	2
Septiembre 2011	22144	Laspuña	Hombres	65-69	1
Septiembre 2011	22149	Loarre	Hombres	20-24	3
Septiembre 2011	22149	Loarre	Hombres	25-29	2
Septiembre 2011	22149	Loarre	Hombres	30-34	5
Septiembre 2011	22149	Loarre	Hombres	35-39	3
Septiembre 2011	22149	Loarre	Hombres	40-44	6
Septiembre 2011	22149	Loarre	Hombres	45-49	2
Septiembre 2011	22149	Loarre	Hombres	50-54	4
Septiembre 2011	22149	Loarre	Hombres	55-59	7
Septiembre 2011	22149	Loarre	Hombres	60-64	6
Septiembre 2011	22150	Loporzano	Hombres	25-29	1
Septiembre 2011	22150	Loporzano	Hombres	30-34	2
Septiembre 2011	22150	Loporzano	Hombres	35-39	4
Septiembre 2011	22150	Loporzano	Hombres	40-44	2
Septiembre 2011	22150	Loporzano	Hombres	45-49	4
Septiembre 2011	22150	Loporzano	Hombres	50-54	11
Septiembre 2011	22150	Loporzano	Hombres	55-59	5
Septiembre 2011	22150	Loporzano	Hombres	60-64	6
Septiembre 2011	22150	Loporzano	Hombres	65-69	1
Septiembre 2011	22151	Loscorrales	Hombres	16-19	1
Septiembre 2011	22151	Loscorrales	Hombres	40-44	2
Septiembre 2011	22151	Loscorrales	Hombres	50-54	2
Septiembre 2011	22151	Loscorrales	Hombres	55-59	2
Septiembre 2011	22151	Loscorrales	Hombres	60-64	2
Septiembre 2011	22155	Monesma y Cajigar	Hombres	40-44	1
Septiembre 2011	22155	Monesma y Cajigar	Hombres	45-49	1
Septiembre 2011	22155	Monesma y Cajigar	Hombres	50-54	2
Septiembre 2011	22155	Monesma y Cajigar	Hombres	55-59	4
Septiembre 2011	22155	Monesma y Cajigar	Hombres	60-64	1
Septiembre 2011	22156	Monflorite-Lascasas	Hombres	25-29	2
Septiembre 2011	22156	Monflorite-Lascasas	Hombres	30-34	2
Septiembre 2011	22156	Monflorite-Lascasas	Hombres	35-39	5
Septiembre 2011	22156	Monflorite-Lascasas	Hombres	40-44	2
Septiembre 2011	22156	Monflorite-Lascasas	Hombres	45-49	4
Septiembre 2011	22156	Monflorite-Lascasas	Hombres	50-54	5
Septiembre 2011	22156	Monflorite-Lascasas	Hombres	55-59	5
Septiembre 2011	22156	Monflorite-Lascasas	Hombres	60-64	4
Septiembre 2011	22156	Monflorite-Lascasas	Hombres	Más de 69	1
Septiembre 2011	22157	Montanuy	Hombres	20-24	1
Septiembre 2011	22157	Montanuy	Hombres	25-29	4
Septiembre 2011	22157	Montanuy	Hombres	30-34	2
Septiembre 2011	22157	Montanuy	Hombres	35-39	4
Septiembre 2011	22157	Montanuy	Hombres	40-44	7
Septiembre 2011	22157	Montanuy	Hombres	45-49	8
Septiembre 2011	22157	Montanuy	Hombres	50-54	9
Septiembre 2011	22157	Montanuy	Hombres	55-59	3
Septiembre 2011	22157	Montanuy	Hombres	60-64	4
Septiembre 2011	22157	Montanuy	Hombres	65-69	1
Septiembre 2011	22158	Monzón	Hombres	20-24	16
Septiembre 2011	22158	Monzón	Hombres	25-29	46
Septiembre 2011	22158	Monzón	Hombres	30-34	79
Septiembre 2011	22158	Monzón	Hombres	35-39	106
Septiembre 2011	22158	Monzón	Hombres	40-44	127
Septiembre 2011	22158	Monzón	Hombres	45-49	137
Septiembre 2011	22158	Monzón	Hombres	50-54	104
Septiembre 2011	22158	Monzón	Hombres	55-59	79
Septiembre 2011	22158	Monzón	Hombres	60-64	78
Septiembre 2011	22158	Monzón	Hombres	65-69	10
Septiembre 2011	22158	Monzón	Hombres	Más de 69	4
Septiembre 2011	22160	Naval	Hombres	30-34	4
Septiembre 2011	22160	Naval	Hombres	35-39	6
Septiembre 2011	22160	Naval	Hombres	40-44	1
Septiembre 2011	22160	Naval	Hombres	45-49	2
Septiembre 2011	22160	Naval	Hombres	50-54	3
Septiembre 2011	22160	Naval	Hombres	55-59	2
Septiembre 2011	22160	Naval	Hombres	60-64	4
Septiembre 2011	22162	Novales	Hombres	30-34	2
Septiembre 2011	22162	Novales	Hombres	35-39	2
Septiembre 2011	22162	Novales	Hombres	45-49	3
Septiembre 2011	22162	Novales	Hombres	50-54	3
Septiembre 2011	22162	Novales	Hombres	55-59	2
Septiembre 2011	22162	Novales	Hombres	60-64	4
Septiembre 2011	22163	Nueno	Hombres	25-29	4
Septiembre 2011	22163	Nueno	Hombres	30-34	5
Septiembre 2011	22163	Nueno	Hombres	35-39	4
Septiembre 2011	22163	Nueno	Hombres	40-44	5
Septiembre 2011	22163	Nueno	Hombres	45-49	7
Septiembre 2011	22163	Nueno	Hombres	50-54	9
Septiembre 2011	22163	Nueno	Hombres	55-59	2
Septiembre 2011	22163	Nueno	Hombres	60-64	6
Septiembre 2011	22164	Olvena	Hombres	40-44	1
Septiembre 2011	22165	Ontiñena	Hombres	20-24	3
Septiembre 2011	22165	Ontiñena	Hombres	25-29	1
Septiembre 2011	22165	Ontiñena	Hombres	30-34	3
Septiembre 2011	22165	Ontiñena	Hombres	35-39	4
Septiembre 2011	22165	Ontiñena	Hombres	40-44	6
Septiembre 2011	22165	Ontiñena	Hombres	45-49	7
Septiembre 2011	22165	Ontiñena	Hombres	50-54	9
Septiembre 2011	22165	Ontiñena	Hombres	55-59	8
Septiembre 2011	22165	Ontiñena	Hombres	60-64	10
Septiembre 2011	22167	Osso de Cinca	Hombres	20-24	3
Septiembre 2011	22167	Osso de Cinca	Hombres	25-29	2
Septiembre 2011	22167	Osso de Cinca	Hombres	30-34	12
Septiembre 2011	22167	Osso de Cinca	Hombres	35-39	10
Septiembre 2011	22167	Osso de Cinca	Hombres	40-44	17
Septiembre 2011	22167	Osso de Cinca	Hombres	45-49	22
Septiembre 2011	22167	Osso de Cinca	Hombres	50-54	12
Septiembre 2011	22167	Osso de Cinca	Hombres	55-59	9
Septiembre 2011	22167	Osso de Cinca	Hombres	60-64	9
Septiembre 2011	22167	Osso de Cinca	Hombres	65-69	2
Septiembre 2011	22168	Palo	Hombres	30-34	2
Septiembre 2011	22170	Panticosa	Hombres	25-29	5
Septiembre 2011	22170	Panticosa	Hombres	30-34	4
Septiembre 2011	22170	Panticosa	Hombres	35-39	9
Septiembre 2011	22170	Panticosa	Hombres	40-44	10
Septiembre 2011	22170	Panticosa	Hombres	45-49	13
Septiembre 2011	22170	Panticosa	Hombres	50-54	14
Septiembre 2011	22170	Panticosa	Hombres	55-59	8
Septiembre 2011	22170	Panticosa	Hombres	60-64	6
Septiembre 2011	22172	Peñalba	Hombres	25-29	6
Septiembre 2011	22172	Peñalba	Hombres	30-34	15
Septiembre 2011	22172	Peñalba	Hombres	35-39	3
Septiembre 2011	22172	Peñalba	Hombres	40-44	11
Septiembre 2011	22172	Peñalba	Hombres	45-49	9
Septiembre 2011	22172	Peñalba	Hombres	50-54	11
Septiembre 2011	22172	Peñalba	Hombres	55-59	13
Septiembre 2011	22172	Peñalba	Hombres	60-64	6
Septiembre 2011	22172	Peñalba	Hombres	65-69	4
Septiembre 2011	22173	Peñas de Riglos (Las)	Hombres	30-34	2
Septiembre 2011	22173	Peñas de Riglos (Las)	Hombres	35-39	1
Septiembre 2011	22173	Peñas de Riglos (Las)	Hombres	40-44	7
Septiembre 2011	22173	Peñas de Riglos (Las)	Hombres	45-49	2
Septiembre 2011	22173	Peñas de Riglos (Las)	Hombres	50-54	2
Septiembre 2011	22173	Peñas de Riglos (Las)	Hombres	55-59	4
Septiembre 2011	22173	Peñas de Riglos (Las)	Hombres	60-64	2
Septiembre 2011	22173	Peñas de Riglos (Las)	Hombres	65-69	1
Septiembre 2011	22174	Peralta de Alcofea	Hombres	16-19	2
Septiembre 2011	22174	Peralta de Alcofea	Hombres	20-24	2
Septiembre 2011	22174	Peralta de Alcofea	Hombres	25-29	11
Septiembre 2011	22174	Peralta de Alcofea	Hombres	30-34	8
Septiembre 2011	22174	Peralta de Alcofea	Hombres	35-39	15
Septiembre 2011	22174	Peralta de Alcofea	Hombres	40-44	9
Septiembre 2011	22174	Peralta de Alcofea	Hombres	45-49	4
Septiembre 2011	22174	Peralta de Alcofea	Hombres	50-54	9
Septiembre 2011	22174	Peralta de Alcofea	Hombres	55-59	7
Septiembre 2011	22174	Peralta de Alcofea	Hombres	60-64	10
Septiembre 2011	22174	Peralta de Alcofea	Hombres	65-69	3
Septiembre 2011	22175	Peralta de Calasanz	Hombres	30-34	5
Septiembre 2011	22175	Peralta de Calasanz	Hombres	40-44	1
Septiembre 2011	22175	Peralta de Calasanz	Hombres	45-49	1
Septiembre 2011	22175	Peralta de Calasanz	Hombres	50-54	2
Septiembre 2011	22175	Peralta de Calasanz	Hombres	60-64	3
Septiembre 2011	22176	Peraltilla	Hombres	20-24	1
Septiembre 2011	22176	Peraltilla	Hombres	30-34	4
Septiembre 2011	22176	Peraltilla	Hombres	35-39	1
Septiembre 2011	22176	Peraltilla	Hombres	45-49	3
Septiembre 2011	22176	Peraltilla	Hombres	55-59	3
Septiembre 2011	22176	Peraltilla	Hombres	60-64	1
Septiembre 2011	22177	Perarrúa	Hombres	20-24	1
Septiembre 2011	22177	Perarrúa	Hombres	40-44	4
Septiembre 2011	22177	Perarrúa	Hombres	50-54	1
Septiembre 2011	22177	Perarrúa	Hombres	55-59	3
Septiembre 2011	22177	Perarrúa	Hombres	60-64	1
Septiembre 2011	22178	Pertusa	Hombres	30-34	2
Septiembre 2011	22178	Pertusa	Hombres	35-39	2
Septiembre 2011	22178	Pertusa	Hombres	40-44	1
Septiembre 2011	22178	Pertusa	Hombres	45-49	2
Septiembre 2011	22178	Pertusa	Hombres	50-54	3
Septiembre 2011	22178	Pertusa	Hombres	55-59	2
Septiembre 2011	22178	Pertusa	Hombres	60-64	4
Septiembre 2011	22181	Piracés	Hombres	25-29	1
Septiembre 2011	22181	Piracés	Hombres	30-34	1
Septiembre 2011	22181	Piracés	Hombres	35-39	3
Septiembre 2011	22181	Piracés	Hombres	40-44	3
Septiembre 2011	22181	Piracés	Hombres	45-49	2
Septiembre 2011	22181	Piracés	Hombres	50-54	1
Septiembre 2011	22182	Plan	Hombres	20-24	1
Septiembre 2011	22182	Plan	Hombres	25-29	1
Septiembre 2011	22182	Plan	Hombres	35-39	3
Septiembre 2011	22182	Plan	Hombres	40-44	6
Septiembre 2011	22182	Plan	Hombres	45-49	6
Septiembre 2011	22182	Plan	Hombres	50-54	6
Septiembre 2011	22182	Plan	Hombres	55-59	5
Septiembre 2011	22182	Plan	Hombres	60-64	1
Septiembre 2011	22184	Poleñino	Hombres	20-24	2
Septiembre 2011	22184	Poleñino	Hombres	25-29	2
Septiembre 2011	22184	Poleñino	Hombres	30-34	3
Septiembre 2011	22184	Poleñino	Hombres	35-39	8
Septiembre 2011	22184	Poleñino	Hombres	40-44	4
Septiembre 2011	22184	Poleñino	Hombres	45-49	4
Septiembre 2011	22184	Poleñino	Hombres	50-54	4
Septiembre 2011	22184	Poleñino	Hombres	55-59	3
Septiembre 2011	22184	Poleñino	Hombres	60-64	3
Septiembre 2011	22184	Poleñino	Hombres	65-69	2
Septiembre 2011	22184	Poleñino	Hombres	Más de 69	1
Septiembre 2011	22186	Pozán de Vero	Hombres	25-29	1
Septiembre 2011	22186	Pozán de Vero	Hombres	35-39	2
Septiembre 2011	22186	Pozán de Vero	Hombres	40-44	1
Septiembre 2011	22186	Pozán de Vero	Hombres	45-49	1
Septiembre 2011	22186	Pozán de Vero	Hombres	50-54	2
Septiembre 2011	22186	Pozán de Vero	Hombres	55-59	2
Septiembre 2011	22186	Pozán de Vero	Hombres	60-64	3
Septiembre 2011	22187	Puebla de Castro (La)	Hombres	25-29	2
Septiembre 2011	22187	Puebla de Castro (La)	Hombres	30-34	3
Septiembre 2011	22187	Puebla de Castro (La)	Hombres	35-39	4
Septiembre 2011	22187	Puebla de Castro (La)	Hombres	40-44	5
Septiembre 2011	22187	Puebla de Castro (La)	Hombres	45-49	7
Septiembre 2011	22187	Puebla de Castro (La)	Hombres	50-54	2
Septiembre 2011	22187	Puebla de Castro (La)	Hombres	55-59	2
Septiembre 2011	22187	Puebla de Castro (La)	Hombres	60-64	2
Septiembre 2011	22188	Puente de Montañana	Hombres	25-29	1
Septiembre 2011	22188	Puente de Montañana	Hombres	30-34	1
Septiembre 2011	22188	Puente de Montañana	Hombres	35-39	2
Septiembre 2011	22188	Puente de Montañana	Hombres	40-44	1
Septiembre 2011	22188	Puente de Montañana	Hombres	45-49	3
Septiembre 2011	22188	Puente de Montañana	Hombres	50-54	2
Septiembre 2011	22188	Puente de Montañana	Hombres	55-59	1
Septiembre 2011	22189	Puértolas	Hombres	20-24	1
Septiembre 2011	22189	Puértolas	Hombres	25-29	2
Septiembre 2011	22189	Puértolas	Hombres	30-34	2
Septiembre 2011	22189	Puértolas	Hombres	35-39	8
Septiembre 2011	22189	Puértolas	Hombres	40-44	2
Septiembre 2011	22189	Puértolas	Hombres	45-49	4
Septiembre 2011	22189	Puértolas	Hombres	50-54	2
Septiembre 2011	22189	Puértolas	Hombres	55-59	1
Septiembre 2011	22189	Puértolas	Hombres	60-64	2
Septiembre 2011	22190	Pueyo de Araguás (El)	Hombres	20-24	1
Septiembre 2011	22190	Pueyo de Araguás (El)	Hombres	30-34	2
Septiembre 2011	22190	Pueyo de Araguás (El)	Hombres	35-39	2
Septiembre 2011	22190	Pueyo de Araguás (El)	Hombres	40-44	4
Septiembre 2011	22190	Pueyo de Araguás (El)	Hombres	45-49	4
Septiembre 2011	22190	Pueyo de Araguás (El)	Hombres	50-54	1
Septiembre 2011	22190	Pueyo de Araguás (El)	Hombres	55-59	2
Septiembre 2011	22190	Pueyo de Araguás (El)	Hombres	60-64	1
Septiembre 2011	22193	Pueyo de Santa Cruz	Hombres	20-24	1
Septiembre 2011	22193	Pueyo de Santa Cruz	Hombres	25-29	1
Septiembre 2011	22193	Pueyo de Santa Cruz	Hombres	30-34	3
Septiembre 2011	22193	Pueyo de Santa Cruz	Hombres	35-39	5
Septiembre 2011	22193	Pueyo de Santa Cruz	Hombres	40-44	1
Septiembre 2011	22193	Pueyo de Santa Cruz	Hombres	45-49	1
Septiembre 2011	22193	Pueyo de Santa Cruz	Hombres	50-54	3
Septiembre 2011	22193	Pueyo de Santa Cruz	Hombres	55-59	4
Septiembre 2011	22193	Pueyo de Santa Cruz	Hombres	60-64	2
Septiembre 2011	22195	Quicena	Hombres	20-24	1
Septiembre 2011	22195	Quicena	Hombres	30-34	1
Septiembre 2011	22195	Quicena	Hombres	35-39	4
Septiembre 2011	22195	Quicena	Hombres	40-44	4
Septiembre 2011	22195	Quicena	Hombres	45-49	1
Septiembre 2011	22195	Quicena	Hombres	50-54	1
Septiembre 2011	22195	Quicena	Hombres	55-59	3
Septiembre 2011	22195	Quicena	Hombres	60-64	3
Septiembre 2011	22197	Robres	Hombres	20-24	1
Septiembre 2011	22197	Robres	Hombres	25-29	3
Septiembre 2011	22197	Robres	Hombres	30-34	2
Septiembre 2011	22197	Robres	Hombres	35-39	4
Septiembre 2011	22197	Robres	Hombres	40-44	14
Septiembre 2011	22197	Robres	Hombres	45-49	12
Septiembre 2011	22197	Robres	Hombres	50-54	11
Septiembre 2011	22197	Robres	Hombres	55-59	11
Septiembre 2011	22197	Robres	Hombres	60-64	6
Septiembre 2011	22197	Robres	Hombres	65-69	1
Septiembre 2011	22199	Sabiñánigo	Hombres	16-19	1
Septiembre 2011	22199	Sabiñánigo	Hombres	20-24	8
Septiembre 2011	22199	Sabiñánigo	Hombres	25-29	15
Septiembre 2011	22199	Sabiñánigo	Hombres	30-34	45
Septiembre 2011	22199	Sabiñánigo	Hombres	35-39	53
Septiembre 2011	22199	Sabiñánigo	Hombres	40-44	61
Septiembre 2011	22199	Sabiñánigo	Hombres	45-49	80
Septiembre 2011	22199	Sabiñánigo	Hombres	50-54	86
Septiembre 2011	22199	Sabiñánigo	Hombres	55-59	46
Septiembre 2011	22199	Sabiñánigo	Hombres	60-64	43
Septiembre 2011	22199	Sabiñánigo	Hombres	65-69	6
Septiembre 2011	22199	Sabiñánigo	Hombres	Más de 69	5
Septiembre 2011	22200	Sahún	Hombres	20-24	1
Septiembre 2011	22200	Sahún	Hombres	25-29	2
Septiembre 2011	22200	Sahún	Hombres	30-34	4
Septiembre 2011	22200	Sahún	Hombres	35-39	8
Septiembre 2011	22200	Sahún	Hombres	40-44	5
Septiembre 2011	22200	Sahún	Hombres	45-49	11
Septiembre 2011	22200	Sahún	Hombres	50-54	8
Septiembre 2011	22200	Sahún	Hombres	55-59	3
Septiembre 2011	22200	Sahún	Hombres	60-64	7
Septiembre 2011	22200	Sahún	Hombres	Más de 69	1
Septiembre 2011	22201	Salas Altas	Hombres	20-24	1
Septiembre 2011	22201	Salas Altas	Hombres	25-29	1
