Mes y año	Comarca nombre	Comarca código	Edad (Grupos Quinquenales 2010)	Sexo	Afiliaciones en alta
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	25-29	Mujeres	1397
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	30-34	Hombres	1356
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	30-34	Mujeres	1614
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	35-39	Hombres	1563
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	35-39	Mujeres	1948
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	40-44	Hombres	2012
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	40-44	Mujeres	2409
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	45-49	Hombres	1960
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	45-49	Mujeres	2485
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	50-54	Hombres	1805
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	50-54	Mujeres	2236
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	55-59	Hombres	1714
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	55-59	Mujeres	1961
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	60-64	Hombres	1181
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	60-64	Mujeres	1520
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	65-69	Hombres	83
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	65-69	Mujeres	122
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	Más de 69	Hombres	15
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	Más de 69	Mujeres	11
Septiembre 2021	Jiloca	25	16-19	Hombres	11
Septiembre 2021	Jiloca	25	16-19	Mujeres	6
Septiembre 2021	Jiloca	25	20-24	Hombres	106
Septiembre 2021	Jiloca	25	20-24	Mujeres	46
Septiembre 2021	Jiloca	25	25-29	Hombres	132
Septiembre 2021	Jiloca	25	25-29	Mujeres	83
Septiembre 2021	Jiloca	25	30-34	Hombres	145
Septiembre 2021	Jiloca	25	30-34	Mujeres	94
Septiembre 2021	Jiloca	25	35-39	Hombres	175
Septiembre 2021	Jiloca	25	35-39	Mujeres	121
Septiembre 2021	Jiloca	25	40-44	Hombres	241
Septiembre 2021	Jiloca	25	40-44	Mujeres	168
Septiembre 2021	Jiloca	25	45-49	Hombres	211
Septiembre 2021	Jiloca	25	45-49	Mujeres	176
Septiembre 2021	Jiloca	25	50-54	Hombres	199
Septiembre 2021	Jiloca	25	50-54	Mujeres	181
Septiembre 2021	Jiloca	25	55-59	Hombres	161
Septiembre 2021	Jiloca	25	55-59	Mujeres	147
Septiembre 2021	Jiloca	25	60-64	Hombres	81
Septiembre 2021	Jiloca	25	60-64	Mujeres	84
Septiembre 2021	Jiloca	25	65-69	Hombres	4
Septiembre 2021	Jiloca	25	65-69	Mujeres	13
Septiembre 2021	Jiloca	25	Más de 69	Mujeres	1
Septiembre 2021	La Jacetania	01	16-19	Hombres	23
Septiembre 2021	La Jacetania	01	16-19	Mujeres	15
Septiembre 2021	La Jacetania	01	20-24	Hombres	117
Septiembre 2021	La Jacetania	01	20-24	Mujeres	105
Septiembre 2021	La Jacetania	01	25-29	Hombres	123
Septiembre 2021	La Jacetania	01	25-29	Mujeres	147
Septiembre 2021	La Jacetania	01	30-34	Hombres	167
Septiembre 2021	La Jacetania	01	30-34	Mujeres	168
Septiembre 2021	La Jacetania	01	35-39	Hombres	198
Septiembre 2021	La Jacetania	01	35-39	Mujeres	204
Septiembre 2021	La Jacetania	01	40-44	Hombres	251
Septiembre 2021	La Jacetania	01	40-44	Mujeres	279
Septiembre 2021	La Jacetania	01	45-49	Hombres	249
Septiembre 2021	La Jacetania	01	45-49	Mujeres	343
Septiembre 2021	La Jacetania	01	50-54	Hombres	248
Septiembre 2021	La Jacetania	01	50-54	Mujeres	295
Septiembre 2021	La Jacetania	01	55-59	Hombres	219
Septiembre 2021	La Jacetania	01	55-59	Mujeres	259
Septiembre 2021	La Jacetania	01	60-64	Hombres	123
Septiembre 2021	La Jacetania	01	60-64	Mujeres	143
Septiembre 2021	La Jacetania	01	65-69	Hombres	8
Septiembre 2021	La Jacetania	01	65-69	Mujeres	27
Septiembre 2021	La Jacetania	01	Más de 69	Hombres	2
Septiembre 2021	La Jacetania	01	Más de 69	Mujeres	2
Septiembre 2021	La Litera / La Llitera	09	16-19	Hombres	74
Septiembre 2021	La Litera / La Llitera	09	16-19	Mujeres	20
Septiembre 2021	La Litera / La Llitera	09	20-24	Hombres	398
Septiembre 2021	La Litera / La Llitera	09	20-24	Mujeres	126
Septiembre 2021	La Litera / La Llitera	09	25-29	Hombres	528
Septiembre 2021	La Litera / La Llitera	09	25-29	Mujeres	222
Septiembre 2021	La Litera / La Llitera	09	30-34	Hombres	582
Septiembre 2021	La Litera / La Llitera	09	30-34	Mujeres	251
Septiembre 2021	La Litera / La Llitera	09	35-39	Hombres	630
Septiembre 2021	La Litera / La Llitera	09	35-39	Mujeres	323
Septiembre 2021	La Litera / La Llitera	09	40-44	Hombres	916
Septiembre 2021	La Litera / La Llitera	09	40-44	Mujeres	405
Septiembre 2021	La Litera / La Llitera	09	45-49	Hombres	842
Septiembre 2021	La Litera / La Llitera	09	45-49	Mujeres	416
Septiembre 2021	La Litera / La Llitera	09	50-54	Hombres	554
Septiembre 2021	La Litera / La Llitera	09	50-54	Mujeres	367
Septiembre 2021	La Litera / La Llitera	09	55-59	Hombres	513
Septiembre 2021	La Litera / La Llitera	09	55-59	Mujeres	288
Septiembre 2021	La Litera / La Llitera	09	60-64	Hombres	269
Septiembre 2021	La Litera / La Llitera	09	60-64	Mujeres	184
Septiembre 2021	La Litera / La Llitera	09	65-69	Hombres	16
Septiembre 2021	La Litera / La Llitera	09	65-69	Mujeres	15
Septiembre 2021	La Litera / La Llitera	09	Más de 69	Hombres	7
Septiembre 2021	La Litera / La Llitera	09	Más de 69	Mujeres	5
Septiembre 2021	La Ribagorza	04	16-19	Hombres	15
Septiembre 2021	La Ribagorza	04	16-19	Mujeres	12
Septiembre 2021	La Ribagorza	04	20-24	Hombres	79
Septiembre 2021	La Ribagorza	04	20-24	Mujeres	61
Septiembre 2021	La Ribagorza	04	25-29	Hombres	115
Septiembre 2021	La Ribagorza	04	25-29	Mujeres	102
Septiembre 2021	La Ribagorza	04	30-34	Hombres	191
Septiembre 2021	La Ribagorza	04	30-34	Mujeres	147
Septiembre 2021	La Ribagorza	04	35-39	Hombres	221
Septiembre 2021	La Ribagorza	04	35-39	Mujeres	187
Septiembre 2021	La Ribagorza	04	40-44	Hombres	263
Septiembre 2021	La Ribagorza	04	40-44	Mujeres	233
Septiembre 2021	La Ribagorza	04	45-49	Hombres	262
Septiembre 2021	La Ribagorza	04	45-49	Mujeres	252
Septiembre 2021	La Ribagorza	04	50-54	Hombres	233
Septiembre 2021	La Ribagorza	04	50-54	Mujeres	252
Septiembre 2021	La Ribagorza	04	55-59	Hombres	184
Septiembre 2021	La Ribagorza	04	55-59	Mujeres	174
Septiembre 2021	La Ribagorza	04	60-64	Hombres	114
Septiembre 2021	La Ribagorza	04	60-64	Mujeres	106
Septiembre 2021	La Ribagorza	04	65-69	Hombres	14
Septiembre 2021	La Ribagorza	04	65-69	Mujeres	19
Septiembre 2021	La Ribagorza	04	Más de 69	Hombres	2
Septiembre 2021	La Ribagorza	04	Más de 69	Mujeres	2
Septiembre 2021	Los Monegros	10	16-19	Hombres	28
Septiembre 2021	Los Monegros	10	16-19	Mujeres	3
Septiembre 2021	Los Monegros	10	20-24	Hombres	179
Septiembre 2021	Los Monegros	10	20-24	Mujeres	45
Septiembre 2021	Los Monegros	10	25-29	Hombres	233
Septiembre 2021	Los Monegros	10	25-29	Mujeres	90
Septiembre 2021	Los Monegros	10	30-34	Hombres	238
Septiembre 2021	Los Monegros	10	30-34	Mujeres	154
Septiembre 2021	Los Monegros	10	35-39	Hombres	296
Septiembre 2021	Los Monegros	10	35-39	Mujeres	151
Septiembre 2021	Los Monegros	10	40-44	Hombres	393
Septiembre 2021	Los Monegros	10	40-44	Mujeres	210
Septiembre 2021	Los Monegros	10	45-49	Hombres	406
Septiembre 2021	Los Monegros	10	45-49	Mujeres	223
Septiembre 2021	Los Monegros	10	50-54	Hombres	331
Septiembre 2021	Los Monegros	10	50-54	Mujeres	212
Septiembre 2021	Los Monegros	10	55-59	Hombres	287
Septiembre 2021	Los Monegros	10	55-59	Mujeres	183
Septiembre 2021	Los Monegros	10	60-64	Hombres	193
Septiembre 2021	Los Monegros	10	60-64	Mujeres	118
Septiembre 2021	Los Monegros	10	65-69	Hombres	19
Septiembre 2021	Los Monegros	10	65-69	Mujeres	18
Septiembre 2021	Los Monegros	10	Más de 69	Hombres	7
Septiembre 2021	Los Monegros	10	Más de 69	Mujeres	3
Septiembre 2021	Maestrazgo	30	16-19	Hombres	6
Septiembre 2021	Maestrazgo	30	16-19	Mujeres	8
Septiembre 2021	Maestrazgo	30	20-24	Hombres	21
Septiembre 2021	Maestrazgo	30	20-24	Mujeres	12
Septiembre 2021	Maestrazgo	30	25-29	Hombres	18
Septiembre 2021	Maestrazgo	30	25-29	Mujeres	25
Septiembre 2021	Maestrazgo	30	30-34	Hombres	27
Septiembre 2021	Maestrazgo	30	30-34	Mujeres	22
Septiembre 2021	Maestrazgo	30	35-39	Hombres	28
Septiembre 2021	Maestrazgo	30	35-39	Mujeres	25
Septiembre 2021	Maestrazgo	30	40-44	Hombres	45
Septiembre 2021	Maestrazgo	30	40-44	Mujeres	31
Septiembre 2021	Maestrazgo	30	45-49	Hombres	49
Septiembre 2021	Maestrazgo	30	45-49	Mujeres	35
Septiembre 2021	Maestrazgo	30	50-54	Hombres	40
Septiembre 2021	Maestrazgo	30	50-54	Mujeres	26
Septiembre 2021	Maestrazgo	30	55-59	Hombres	27
Septiembre 2021	Maestrazgo	30	55-59	Mujeres	27
Septiembre 2021	Maestrazgo	30	60-64	Hombres	22
Septiembre 2021	Maestrazgo	30	60-64	Mujeres	19
Septiembre 2021	Maestrazgo	30	65-69	Mujeres	4
Septiembre 2021	Matarraña / Matarranya	33	16-19	Hombres	26
Septiembre 2021	Matarraña / Matarranya	33	16-19	Mujeres	5
Septiembre 2021	Matarraña / Matarranya	33	20-24	Hombres	60
Septiembre 2021	Matarraña / Matarranya	33	20-24	Mujeres	40
Septiembre 2021	Matarraña / Matarranya	33	25-29	Hombres	96
Septiembre 2021	Matarraña / Matarranya	33	25-29	Mujeres	61
Septiembre 2021	Matarraña / Matarranya	33	30-34	Hombres	124
Septiembre 2021	Matarraña / Matarranya	33	30-34	Mujeres	97
Septiembre 2021	Matarraña / Matarranya	33	35-39	Hombres	148
Septiembre 2021	Matarraña / Matarranya	33	35-39	Mujeres	103
Septiembre 2021	Matarraña / Matarranya	33	40-44	Hombres	184
Septiembre 2021	Matarraña / Matarranya	33	40-44	Mujeres	145
Septiembre 2021	Matarraña / Matarranya	33	45-49	Hombres	165
Septiembre 2021	Matarraña / Matarranya	33	45-49	Mujeres	107
Septiembre 2021	Matarraña / Matarranya	33	50-54	Hombres	144
Septiembre 2021	Matarraña / Matarranya	33	50-54	Mujeres	132
Septiembre 2021	Matarraña / Matarranya	33	55-59	Hombres	92
Septiembre 2021	Matarraña / Matarranya	33	55-59	Mujeres	101
Septiembre 2021	Matarraña / Matarranya	33	60-64	Hombres	70
Septiembre 2021	Matarraña / Matarranya	33	60-64	Mujeres	61
Septiembre 2021	Matarraña / Matarranya	33	65-69	Hombres	4
Septiembre 2021	Matarraña / Matarranya	33	65-69	Mujeres	13
Septiembre 2021	Ribera Alta del Ebro	15	16-19	Hombres	57
Septiembre 2021	Ribera Alta del Ebro	15	16-19	Mujeres	20
Septiembre 2021	Ribera Alta del Ebro	15	20-24	Hombres	441
Septiembre 2021	Ribera Alta del Ebro	15	20-24	Mujeres	107
Septiembre 2021	Ribera Alta del Ebro	15	25-29	Hombres	1042
Septiembre 2021	Ribera Alta del Ebro	15	25-29	Mujeres	400
Septiembre 2021	Ribera Alta del Ebro	15	30-34	Hombres	1242
Septiembre 2021	Ribera Alta del Ebro	15	30-34	Mujeres	542
Septiembre 2021	Ribera Alta del Ebro	15	35-39	Hombres	1316
Septiembre 2021	Ribera Alta del Ebro	15	35-39	Mujeres	639
Septiembre 2021	Ribera Alta del Ebro	15	40-44	Hombres	1470
Septiembre 2021	Ribera Alta del Ebro	15	40-44	Mujeres	766
Septiembre 2021	Ribera Alta del Ebro	15	45-49	Hombres	1557
Septiembre 2021	Ribera Alta del Ebro	15	45-49	Mujeres	697
Septiembre 2021	Ribera Alta del Ebro	15	50-54	Hombres	1609
Septiembre 2021	Ribera Alta del Ebro	15	50-54	Mujeres	531
Septiembre 2021	Ribera Alta del Ebro	15	55-59	Hombres	1591
Septiembre 2021	Ribera Alta del Ebro	15	55-59	Mujeres	426
Septiembre 2021	Ribera Alta del Ebro	15	60-64	Hombres	1647
Septiembre 2021	Ribera Alta del Ebro	15	60-64	Mujeres	228
Septiembre 2021	Ribera Alta del Ebro	15	65-69	Hombres	29
Septiembre 2021	Ribera Alta del Ebro	15	65-69	Mujeres	24
Septiembre 2021	Ribera Alta del Ebro	15	Más de 69	Hombres	5
Septiembre 2021	Ribera Alta del Ebro	15	Más de 69	Mujeres	2
Septiembre 2021	Ribera Baja del Ebro	18	16-19	Hombres	18
Septiembre 2021	Ribera Baja del Ebro	18	16-19	Mujeres	3
Septiembre 2021	Ribera Baja del Ebro	18	20-24	Hombres	82
Septiembre 2021	Ribera Baja del Ebro	18	20-24	Mujeres	28
Septiembre 2021	Ribera Baja del Ebro	18	25-29	Hombres	156
Septiembre 2021	Ribera Baja del Ebro	18	25-29	Mujeres	71
Septiembre 2021	Ribera Baja del Ebro	18	30-34	Hombres	146
Septiembre 2021	Ribera Baja del Ebro	18	30-34	Mujeres	81
Septiembre 2021	Ribera Baja del Ebro	18	35-39	Hombres	222
Septiembre 2021	Ribera Baja del Ebro	18	35-39	Mujeres	122
Septiembre 2021	Ribera Baja del Ebro	18	40-44	Hombres	269
Septiembre 2021	Ribera Baja del Ebro	18	40-44	Mujeres	176
Septiembre 2021	Ribera Baja del Ebro	18	45-49	Hombres	297
Septiembre 2021	Ribera Baja del Ebro	18	45-49	Mujeres	209
Septiembre 2021	Ribera Baja del Ebro	18	50-54	Hombres	236
Septiembre 2021	Ribera Baja del Ebro	18	50-54	Mujeres	187
Septiembre 2021	Ribera Baja del Ebro	18	55-59	Hombres	215
Septiembre 2021	Ribera Baja del Ebro	18	55-59	Mujeres	125
Septiembre 2021	Ribera Baja del Ebro	18	60-64	Hombres	122
Septiembre 2021	Ribera Baja del Ebro	18	60-64	Mujeres	92
Septiembre 2021	Ribera Baja del Ebro	18	65-69	Hombres	3
Septiembre 2021	Ribera Baja del Ebro	18	65-69	Mujeres	12
Septiembre 2021	Ribera Baja del Ebro	18	Más de 69	Hombres	2
Septiembre 2021	Sierra de Albarracín	31	16-19	Hombres	7
Septiembre 2021	Sierra de Albarracín	31	16-19	Mujeres	2
Septiembre 2021	Sierra de Albarracín	31	20-24	Hombres	35
Septiembre 2021	Sierra de Albarracín	31	20-24	Mujeres	20
Septiembre 2021	Sierra de Albarracín	31	25-29	Hombres	32
Septiembre 2021	Sierra de Albarracín	31	25-29	Mujeres	24
Septiembre 2021	Sierra de Albarracín	31	30-34	Hombres	39
Septiembre 2021	Sierra de Albarracín	31	30-34	Mujeres	32
Septiembre 2021	Sierra de Albarracín	31	35-39	Hombres	46
Septiembre 2021	Sierra de Albarracín	31	35-39	Mujeres	53
Septiembre 2021	Sierra de Albarracín	31	40-44	Hombres	44
Septiembre 2021	Sierra de Albarracín	31	40-44	Mujeres	43
Septiembre 2021	Sierra de Albarracín	31	45-49	Hombres	39
Septiembre 2021	Sierra de Albarracín	31	45-49	Mujeres	67
Septiembre 2021	Sierra de Albarracín	31	50-54	Hombres	44
Septiembre 2021	Sierra de Albarracín	31	50-54	Mujeres	63
Septiembre 2021	Sierra de Albarracín	31	55-59	Hombres	42
Septiembre 2021	Sierra de Albarracín	31	55-59	Mujeres	53
Septiembre 2021	Sierra de Albarracín	31	60-64	Hombres	32
Septiembre 2021	Sierra de Albarracín	31	60-64	Mujeres	32
Septiembre 2021	Sierra de Albarracín	31	65-69	Hombres	2
Septiembre 2021	Sierra de Albarracín	31	65-69	Mujeres	6
Septiembre 2021	Sobrarbe	03	16-19	Hombres	15
Septiembre 2021	Sobrarbe	03	16-19	Mujeres	11
Septiembre 2021	Sobrarbe	03	20-24	Hombres	72
Septiembre 2021	Sobrarbe	03	20-24	Mujeres	56
Septiembre 2021	Sobrarbe	03	25-29	Hombres	76
Septiembre 2021	Sobrarbe	03	25-29	Mujeres	90
Septiembre 2021	Sobrarbe	03	30-34	Hombres	100
Septiembre 2021	Sobrarbe	03	30-34	Mujeres	120
Septiembre 2021	Sobrarbe	03	35-39	Hombres	107
Septiembre 2021	Sobrarbe	03	35-39	Mujeres	125
Septiembre 2021	Sobrarbe	03	40-44	Hombres	130
Septiembre 2021	Sobrarbe	03	40-44	Mujeres	145
Septiembre 2021	Sobrarbe	03	45-49	Hombres	127
Septiembre 2021	Sobrarbe	03	45-49	Mujeres	156
Septiembre 2021	Sobrarbe	03	50-54	Hombres	98
Septiembre 2021	Sobrarbe	03	50-54	Mujeres	134
Septiembre 2021	Sobrarbe	03	55-59	Hombres	116
Septiembre 2021	Sobrarbe	03	55-59	Mujeres	125
Septiembre 2021	Sobrarbe	03	60-64	Hombres	60
Septiembre 2021	Sobrarbe	03	60-64	Mujeres	57
Septiembre 2021	Sobrarbe	03	65-69	Hombres	13
Septiembre 2021	Sobrarbe	03	65-69	Mujeres	13
Septiembre 2021	Sobrarbe	03	Más de 69	Hombres	1
Septiembre 2021	Sobrarbe	03	Más de 69	Mujeres	3
Septiembre 2021	Somontano de Barbastro	07	16-19	Hombres	36
Septiembre 2021	Somontano de Barbastro	07	16-19	Mujeres	14
Septiembre 2021	Somontano de Barbastro	07	20-24	Hombres	218
Septiembre 2021	Somontano de Barbastro	07	20-24	Mujeres	158
Septiembre 2021	Somontano de Barbastro	07	25-29	Hombres	308
Septiembre 2021	Somontano de Barbastro	07	25-29	Mujeres	300
Septiembre 2021	Somontano de Barbastro	07	30-34	Hombres	395
Septiembre 2021	Somontano de Barbastro	07	30-34	Mujeres	415
Septiembre 2021	Somontano de Barbastro	07	35-39	Hombres	442
Septiembre 2021	Somontano de Barbastro	07	35-39	Mujeres	438
Septiembre 2021	Somontano de Barbastro	07	40-44	Hombres	574
Septiembre 2021	Somontano de Barbastro	07	40-44	Mujeres	556
Septiembre 2021	Somontano de Barbastro	07	45-49	Hombres	569
Septiembre 2021	Somontano de Barbastro	07	45-49	Mujeres	581
Septiembre 2021	Somontano de Barbastro	07	50-54	Hombres	457
Septiembre 2021	Somontano de Barbastro	07	50-54	Mujeres	578
Septiembre 2021	Somontano de Barbastro	07	55-59	Hombres	448
Septiembre 2021	Somontano de Barbastro	07	55-59	Mujeres	527
Septiembre 2021	Somontano de Barbastro	07	60-64	Hombres	344
Septiembre 2021	Somontano de Barbastro	07	60-64	Mujeres	391
Septiembre 2021	Somontano de Barbastro	07	65-69	Hombres	30
Septiembre 2021	Somontano de Barbastro	07	65-69	Mujeres	45
Septiembre 2021	Somontano de Barbastro	07	Más de 69	Hombres	4
Septiembre 2021	Somontano de Barbastro	07	Más de 69	Mujeres	4
Septiembre 2021	Tarazona y el Moncayo	12	16-19	Hombres	29
Septiembre 2021	Tarazona y el Moncayo	12	16-19	Mujeres	9
Septiembre 2021	Tarazona y el Moncayo	12	20-24	Hombres	109
Septiembre 2021	Tarazona y el Moncayo	12	20-24	Mujeres	46
Septiembre 2021	Tarazona y el Moncayo	12	25-29	Hombres	193
Septiembre 2021	Tarazona y el Moncayo	12	25-29	Mujeres	77
Septiembre 2021	Tarazona y el Moncayo	12	30-34	Hombres	193
Septiembre 2021	Tarazona y el Moncayo	12	30-34	Mujeres	91
Septiembre 2021	Tarazona y el Moncayo	12	35-39	Hombres	236
Septiembre 2021	Tarazona y el Moncayo	12	35-39	Mujeres	160
Septiembre 2021	Tarazona y el Moncayo	12	40-44	Hombres	261
Septiembre 2021	Tarazona y el Moncayo	12	40-44	Mujeres	217
Septiembre 2021	Tarazona y el Moncayo	12	45-49	Hombres	275
Septiembre 2021	Tarazona y el Moncayo	12	45-49	Mujeres	283
Septiembre 2021	Tarazona y el Moncayo	12	50-54	Hombres	255
Septiembre 2021	Tarazona y el Moncayo	12	50-54	Mujeres	253
Septiembre 2021	Tarazona y el Moncayo	12	55-59	Hombres	233
Septiembre 2021	Tarazona y el Moncayo	12	55-59	Mujeres	197
Septiembre 2021	Tarazona y el Moncayo	12	60-64	Hombres	124
Septiembre 2021	Tarazona y el Moncayo	12	60-64	Mujeres	103
Septiembre 2021	Tarazona y el Moncayo	12	65-69	Hombres	7
Septiembre 2021	Tarazona y el Moncayo	12	65-69	Mujeres	8
Septiembre 2021	Tarazona y el Moncayo	12	Más de 69	Hombres	1
Septiembre 2021	Tarazona y el Moncayo	12	Más de 69	Mujeres	1
Septiembre 2021	Valdejalón	16	16-19	Hombres	91
Septiembre 2021	Valdejalón	16	16-19	Mujeres	49
Septiembre 2021	Valdejalón	16	20-24	Hombres	482
Septiembre 2021	Valdejalón	16	20-24	Mujeres	200
Septiembre 2021	Valdejalón	16	25-29	Hombres	671
Septiembre 2021	Valdejalón	16	25-29	Mujeres	302
Septiembre 2021	Valdejalón	16	30-34	Hombres	838
Septiembre 2021	Valdejalón	16	30-34	Mujeres	455
Septiembre 2021	Valdejalón	16	35-39	Hombres	982
Septiembre 2021	Valdejalón	16	35-39	Mujeres	581
Septiembre 2021	Valdejalón	16	40-44	Hombres	1401
Septiembre 2021	Valdejalón	16	40-44	Mujeres	853
Septiembre 2021	Valdejalón	16	45-49	Hombres	1592
Septiembre 2021	Valdejalón	16	45-49	Mujeres	855
Septiembre 2021	Valdejalón	16	50-54	Hombres	1326
Septiembre 2021	Valdejalón	16	50-54	Mujeres	660
Septiembre 2021	Valdejalón	16	55-59	Hombres	936
Septiembre 2021	Valdejalón	16	55-59	Mujeres	465
Septiembre 2021	Valdejalón	16	60-64	Hombres	534
Septiembre 2021	Valdejalón	16	60-64	Mujeres	228
Septiembre 2021	Valdejalón	16	65-69	Hombres	53
Septiembre 2021	Valdejalón	16	65-69	Mujeres	27
Septiembre 2021	Valdejalón	16	Más de 69	Hombres	13
Septiembre 2021	Valdejalón	16	Más de 69	Mujeres	2
Septiembre 2021	Andorra-Sierra de Arcos	27	20-24	Hombres	1
Septiembre 2021	Andorra-Sierra de Arcos	27	25-29	Hombres	1
Septiembre 2021	Andorra-Sierra de Arcos	27	30-34	Hombres	1
Septiembre 2021	Andorra-Sierra de Arcos	27	40-44	Hombres	13
Septiembre 2021	Andorra-Sierra de Arcos	27	45-49	Hombres	6
Septiembre 2021	Andorra-Sierra de Arcos	27	50-54	Hombres	1
Septiembre 2021	Andorra-Sierra de Arcos	27	65-69	Hombres	1
Septiembre 2021	Central	17	40-44	Hombres	1
Septiembre 2021	Central	17	50-54	Hombres	4
Septiembre 2021	Central	17	50-54	Mujeres	2
Septiembre 2021	Central	17	55-59	Hombres	3
Septiembre 2021	Alto Gállego	02	16-19	Hombres	5
Septiembre 2021	Alto Gállego	02	16-19	Mujeres	3
Septiembre 2021	Alto Gállego	02	20-24	Hombres	14
Septiembre 2021	Alto Gállego	02	20-24	Mujeres	8
Septiembre 2021	Alto Gállego	02	25-29	Hombres	28
Septiembre 2021	Alto Gállego	02	25-29	Mujeres	18
Septiembre 2021	Alto Gállego	02	30-34	Hombres	34
Septiembre 2021	Alto Gállego	02	30-34	Mujeres	41
Septiembre 2021	Alto Gállego	02	35-39	Hombres	68
Septiembre 2021	Alto Gállego	02	35-39	Mujeres	56
Septiembre 2021	Alto Gállego	02	40-44	Hombres	110
Septiembre 2021	Alto Gállego	02	40-44	Mujeres	63
Septiembre 2021	Alto Gállego	02	45-49	Hombres	109
Septiembre 2021	Alto Gállego	02	45-49	Mujeres	69
Septiembre 2021	Alto Gállego	02	50-54	Hombres	126
Septiembre 2021	Alto Gállego	02	50-54	Mujeres	72
Septiembre 2021	Alto Gállego	02	55-59	Hombres	123
Septiembre 2021	Alto Gállego	02	55-59	Mujeres	62
Septiembre 2021	Alto Gállego	02	60-64	Hombres	106
Septiembre 2021	Alto Gállego	02	60-64	Mujeres	53
Septiembre 2021	Alto Gállego	02	65-69	Hombres	29
Septiembre 2021	Alto Gállego	02	65-69	Mujeres	17
Septiembre 2021	Alto Gállego	02	Más de 69	Hombres	9
Septiembre 2021	Alto Gállego	02	Más de 69	Mujeres	5
Septiembre 2021	Andorra-Sierra de Arcos	27	16-19	Hombres	2
Septiembre 2021	Andorra-Sierra de Arcos	27	16-19	Mujeres	2
Septiembre 2021	Andorra-Sierra de Arcos	27	20-24	Hombres	9
Septiembre 2021	Andorra-Sierra de Arcos	27	20-24	Mujeres	2
Septiembre 2021	Andorra-Sierra de Arcos	27	25-29	Hombres	20
Septiembre 2021	Andorra-Sierra de Arcos	27	25-29	Mujeres	7
Septiembre 2021	Andorra-Sierra de Arcos	27	30-34	Hombres	27
Septiembre 2021	Andorra-Sierra de Arcos	27	30-34	Mujeres	7
Septiembre 2021	Andorra-Sierra de Arcos	27	35-39	Hombres	37
Septiembre 2021	Andorra-Sierra de Arcos	27	35-39	Mujeres	19
Septiembre 2021	Andorra-Sierra de Arcos	27	40-44	Hombres	60
Septiembre 2021	Andorra-Sierra de Arcos	27	40-44	Mujeres	27
