Mes y año	Comarca nombre	Comarca código	Edad (Grupos Quinquenales 2010)	Sexo	Afiliaciones en alta
Noviembre 2020	Valdejalón	16	30-34	Hombres	106
Noviembre 2020	Valdejalón	16	30-34	Mujeres	46
Noviembre 2020	Valdejalón	16	35-39	Hombres	155
Noviembre 2020	Valdejalón	16	35-39	Mujeres	63
Noviembre 2020	Valdejalón	16	40-44	Hombres	240
Noviembre 2020	Valdejalón	16	40-44	Mujeres	104
Noviembre 2020	Valdejalón	16	45-49	Hombres	260
Noviembre 2020	Valdejalón	16	45-49	Mujeres	99
Noviembre 2020	Valdejalón	16	50-54	Hombres	267
Noviembre 2020	Valdejalón	16	50-54	Mujeres	111
Noviembre 2020	Valdejalón	16	55-59	Hombres	223
Noviembre 2020	Valdejalón	16	55-59	Mujeres	102
Noviembre 2020	Valdejalón	16	60-64	Hombres	170
Noviembre 2020	Valdejalón	16	60-64	Mujeres	75
Noviembre 2020	Valdejalón	16	65-69	Hombres	34
Noviembre 2020	Valdejalón	16	65-69	Mujeres	15
Noviembre 2020	Valdejalón	16	Más de 69	Hombres	15
Noviembre 2020	Valdejalón	16	Más de 69	Mujeres	9
Octubre 2020	Alto Gállego	02	16-19	Hombres	12
Octubre 2020	Alto Gállego	02	16-19	Mujeres	10
Octubre 2020	Alto Gállego	02	20-24	Hombres	80
Octubre 2020	Alto Gállego	02	20-24	Mujeres	40
Octubre 2020	Alto Gállego	02	25-29	Hombres	172
Octubre 2020	Alto Gállego	02	25-29	Mujeres	92
Octubre 2020	Alto Gállego	02	30-34	Hombres	205
Octubre 2020	Alto Gállego	02	30-34	Mujeres	128
Octubre 2020	Alto Gállego	02	35-39	Hombres	293
Octubre 2020	Alto Gállego	02	35-39	Mujeres	167
Octubre 2020	Alto Gállego	02	40-44	Hombres	328
Octubre 2020	Alto Gállego	02	40-44	Mujeres	226
Octubre 2020	Alto Gállego	02	45-49	Hombres	317
Octubre 2020	Alto Gállego	02	45-49	Mujeres	225
Octubre 2020	Alto Gállego	02	50-54	Hombres	302
Octubre 2020	Alto Gállego	02	50-54	Mujeres	232
Octubre 2020	Alto Gállego	02	55-59	Hombres	243
Octubre 2020	Alto Gállego	02	55-59	Mujeres	177
Octubre 2020	Alto Gállego	02	60-64	Hombres	175
Octubre 2020	Alto Gállego	02	60-64	Mujeres	102
Octubre 2020	Alto Gállego	02	65-69	Hombres	7
Octubre 2020	Alto Gállego	02	65-69	Mujeres	14
Octubre 2020	Andorra-Sierra de Arcos	27	16-19	Hombres	8
Octubre 2020	Andorra-Sierra de Arcos	27	20-24	Hombres	13
Octubre 2020	Andorra-Sierra de Arcos	27	20-24	Mujeres	18
Octubre 2020	Andorra-Sierra de Arcos	27	25-29	Hombres	46
Octubre 2020	Andorra-Sierra de Arcos	27	25-29	Mujeres	43
Octubre 2020	Andorra-Sierra de Arcos	27	30-34	Hombres	82
Octubre 2020	Andorra-Sierra de Arcos	27	30-34	Mujeres	70
Octubre 2020	Andorra-Sierra de Arcos	27	35-39	Hombres	108
Octubre 2020	Andorra-Sierra de Arcos	27	35-39	Mujeres	80
Octubre 2020	Andorra-Sierra de Arcos	27	40-44	Hombres	121
Octubre 2020	Andorra-Sierra de Arcos	27	40-44	Mujeres	108
Octubre 2020	Andorra-Sierra de Arcos	27	45-49	Hombres	127
Octubre 2020	Andorra-Sierra de Arcos	27	45-49	Mujeres	130
Octubre 2020	Andorra-Sierra de Arcos	27	50-54	Hombres	134
Octubre 2020	Andorra-Sierra de Arcos	27	50-54	Mujeres	118
Octubre 2020	Andorra-Sierra de Arcos	27	55-59	Hombres	108
Octubre 2020	Andorra-Sierra de Arcos	27	55-59	Mujeres	89
Octubre 2020	Andorra-Sierra de Arcos	27	60-64	Hombres	48
Octubre 2020	Andorra-Sierra de Arcos	27	60-64	Mujeres	31
Octubre 2020	Andorra-Sierra de Arcos	27	65-69	Hombres	2
Octubre 2020	Andorra-Sierra de Arcos	27	65-69	Mujeres	5
Octubre 2020	Andorra-Sierra de Arcos	27	Más de 69	Hombres	1
Octubre 2020	Aranda	14	16-19	Hombres	9
Octubre 2020	Aranda	14	16-19	Mujeres	3
Octubre 2020	Aranda	14	20-24	Hombres	31
Octubre 2020	Aranda	14	20-24	Mujeres	12
Octubre 2020	Aranda	14	25-29	Hombres	21
Octubre 2020	Aranda	14	25-29	Mujeres	16
Octubre 2020	Aranda	14	30-34	Hombres	34
Octubre 2020	Aranda	14	30-34	Mujeres	27
Octubre 2020	Aranda	14	35-39	Hombres	45
Octubre 2020	Aranda	14	35-39	Mujeres	29
Octubre 2020	Aranda	14	40-44	Hombres	81
Octubre 2020	Aranda	14	40-44	Mujeres	50
Octubre 2020	Aranda	14	45-49	Hombres	98
Octubre 2020	Aranda	14	45-49	Mujeres	80
Octubre 2020	Aranda	14	50-54	Hombres	95
Octubre 2020	Aranda	14	50-54	Mujeres	74
Octubre 2020	Aranda	14	55-59	Hombres	93
Octubre 2020	Aranda	14	55-59	Mujeres	57
Octubre 2020	Aranda	14	60-64	Hombres	40
Octubre 2020	Aranda	14	60-64	Mujeres	25
Octubre 2020	Aranda	14	65-69	Hombres	3
Octubre 2020	Aranda	14	65-69	Mujeres	3
Octubre 2020	Aranda	14	Más de 69	Mujeres	1
Octubre 2020	Bajo Aragón	28	16-19	Hombres	49
Octubre 2020	Bajo Aragón	28	16-19	Mujeres	19
Octubre 2020	Bajo Aragón	28	20-24	Hombres	233
Octubre 2020	Bajo Aragón	28	20-24	Mujeres	132
Octubre 2020	Bajo Aragón	28	25-29	Hombres	326
Octubre 2020	Bajo Aragón	28	25-29	Mujeres	275
Octubre 2020	Bajo Aragón	28	30-34	Hombres	400
Octubre 2020	Bajo Aragón	28	30-34	Mujeres	431
Octubre 2020	Bajo Aragón	28	35-39	Hombres	507
Octubre 2020	Bajo Aragón	28	35-39	Mujeres	468
Octubre 2020	Bajo Aragón	28	40-44	Hombres	590
Octubre 2020	Bajo Aragón	28	40-44	Mujeres	647
Octubre 2020	Bajo Aragón	28	45-49	Hombres	557
Octubre 2020	Bajo Aragón	28	45-49	Mujeres	548
Octubre 2020	Bajo Aragón	28	50-54	Hombres	521
Octubre 2020	Bajo Aragón	28	50-54	Mujeres	514
Octubre 2020	Bajo Aragón	28	55-59	Hombres	444
Octubre 2020	Bajo Aragón	28	55-59	Mujeres	407
Octubre 2020	Bajo Aragón	28	60-64	Hombres	281
Octubre 2020	Bajo Aragón	28	60-64	Mujeres	250
Octubre 2020	Bajo Aragón	28	65-69	Hombres	12
Octubre 2020	Bajo Aragón	28	65-69	Mujeres	17
Octubre 2020	Bajo Aragón	28	Más de 69	Hombres	2
Octubre 2020	Bajo Aragón	28	Más de 69	Mujeres	1
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	16-19	Hombres	39
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	16-19	Mujeres	13
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	20-24	Hombres	133
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	20-24	Mujeres	58
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	25-29	Hombres	194
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	25-29	Mujeres	118
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	30-34	Hombres	208
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	30-34	Mujeres	138
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	35-39	Hombres	260
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	35-39	Mujeres	169
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	40-44	Hombres	306
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	40-44	Mujeres	244
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	45-49	Hombres	320
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	45-49	Mujeres	250
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	50-54	Hombres	277
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	50-54	Mujeres	250
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	55-59	Hombres	177
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	55-59	Mujeres	151
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	60-64	Hombres	109
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	60-64	Mujeres	72
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	65-69	Hombres	12
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	65-69	Mujeres	10
Octubre 2020	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Más de 69	Hombres	1
Octubre 2020	Bajo Cinca / Baix Cinca	11	16-19	Hombres	74
Octubre 2020	Bajo Cinca / Baix Cinca	11	16-19	Mujeres	33
Octubre 2020	Bajo Cinca / Baix Cinca	11	20-24	Hombres	370
Octubre 2020	Bajo Cinca / Baix Cinca	11	20-24	Mujeres	181
Octubre 2020	Bajo Cinca / Baix Cinca	11	25-29	Hombres	478
Octubre 2020	Bajo Cinca / Baix Cinca	11	25-29	Mujeres	316
Octubre 2020	Bajo Cinca / Baix Cinca	11	30-34	Hombres	582
Octubre 2020	Bajo Cinca / Baix Cinca	11	30-34	Mujeres	399
Octubre 2020	Bajo Cinca / Baix Cinca	11	35-39	Hombres	742
Octubre 2020	Bajo Cinca / Baix Cinca	11	35-39	Mujeres	458
Octubre 2020	Bajo Cinca / Baix Cinca	11	40-44	Hombres	946
Octubre 2020	Bajo Cinca / Baix Cinca	11	40-44	Mujeres	566
Octubre 2020	Bajo Cinca / Baix Cinca	11	45-49	Hombres	812
Octubre 2020	Bajo Cinca / Baix Cinca	11	45-49	Mujeres	593
Octubre 2020	Bajo Cinca / Baix Cinca	11	50-54	Hombres	657
Octubre 2020	Bajo Cinca / Baix Cinca	11	50-54	Mujeres	490
Octubre 2020	Bajo Cinca / Baix Cinca	11	55-59	Hombres	477
Octubre 2020	Bajo Cinca / Baix Cinca	11	55-59	Mujeres	344
Octubre 2020	Bajo Cinca / Baix Cinca	11	60-64	Hombres	278
Octubre 2020	Bajo Cinca / Baix Cinca	11	60-64	Mujeres	193
Octubre 2020	Bajo Cinca / Baix Cinca	11	65-69	Hombres	25
Octubre 2020	Bajo Cinca / Baix Cinca	11	65-69	Mujeres	17
Octubre 2020	Bajo Cinca / Baix Cinca	11	Más de 69	Hombres	4
Octubre 2020	Bajo Cinca / Baix Cinca	11	Más de 69	Mujeres	2
Octubre 2020	Bajo Martín	23	16-19	Hombres	8
Octubre 2020	Bajo Martín	23	16-19	Mujeres	1
Octubre 2020	Bajo Martín	23	20-24	Hombres	44
Octubre 2020	Bajo Martín	23	20-24	Mujeres	19
Octubre 2020	Bajo Martín	23	25-29	Hombres	128
Octubre 2020	Bajo Martín	23	25-29	Mujeres	44
Octubre 2020	Bajo Martín	23	30-34	Hombres	161
Octubre 2020	Bajo Martín	23	30-34	Mujeres	58
Octubre 2020	Bajo Martín	23	35-39	Hombres	219
Octubre 2020	Bajo Martín	23	35-39	Mujeres	80
Octubre 2020	Bajo Martín	23	40-44	Hombres	268
Octubre 2020	Bajo Martín	23	40-44	Mujeres	81
Octubre 2020	Bajo Martín	23	45-49	Hombres	265
Octubre 2020	Bajo Martín	23	45-49	Mujeres	107
Octubre 2020	Bajo Martín	23	50-54	Hombres	227
Octubre 2020	Bajo Martín	23	50-54	Mujeres	85
Octubre 2020	Bajo Martín	23	55-59	Hombres	174
Octubre 2020	Bajo Martín	23	55-59	Mujeres	71
Octubre 2020	Bajo Martín	23	60-64	Hombres	120
Octubre 2020	Bajo Martín	23	60-64	Mujeres	37
Octubre 2020	Bajo Martín	23	65-69	Hombres	11
Octubre 2020	Campo de Belchite	22	16-19	Hombres	15
Octubre 2020	Campo de Belchite	22	16-19	Mujeres	1
Octubre 2020	Campo de Belchite	22	20-24	Hombres	52
Octubre 2020	Campo de Belchite	22	20-24	Mujeres	16
Octubre 2020	Campo de Belchite	22	25-29	Hombres	34
Octubre 2020	Campo de Belchite	22	25-29	Mujeres	29
Octubre 2020	Campo de Belchite	22	30-34	Hombres	51
Octubre 2020	Campo de Belchite	22	30-34	Mujeres	19
Octubre 2020	Campo de Belchite	22	35-39	Hombres	63
Octubre 2020	Campo de Belchite	22	35-39	Mujeres	39
Octubre 2020	Campo de Belchite	22	40-44	Hombres	65
Octubre 2020	Campo de Belchite	22	40-44	Mujeres	49
Octubre 2020	Campo de Belchite	22	45-49	Hombres	69
Octubre 2020	Campo de Belchite	22	45-49	Mujeres	68
Octubre 2020	Campo de Belchite	22	50-54	Hombres	56
Octubre 2020	Campo de Belchite	22	50-54	Mujeres	55
Octubre 2020	Campo de Belchite	22	55-59	Hombres	56
Octubre 2020	Campo de Belchite	22	55-59	Mujeres	26
Octubre 2020	Campo de Belchite	22	60-64	Hombres	40
Octubre 2020	Campo de Belchite	22	60-64	Mujeres	18
Octubre 2020	Campo de Belchite	22	65-69	Hombres	6
Octubre 2020	Campo de Belchite	22	65-69	Mujeres	4
Octubre 2020	Campo de Belchite	22	Más de 69	Hombres	1
Octubre 2020	Campo de Borja	13	16-19	Hombres	22
Octubre 2020	Campo de Borja	13	16-19	Mujeres	12
Octubre 2020	Campo de Borja	13	20-24	Hombres	106
Octubre 2020	Campo de Borja	13	20-24	Mujeres	46
Octubre 2020	Campo de Borja	13	25-29	Hombres	151
Octubre 2020	Campo de Borja	13	25-29	Mujeres	99
Octubre 2020	Campo de Borja	13	30-34	Hombres	168
Octubre 2020	Campo de Borja	13	30-34	Mujeres	153
Octubre 2020	Campo de Borja	13	35-39	Hombres	225
Octubre 2020	Campo de Borja	13	35-39	Mujeres	155
Octubre 2020	Campo de Borja	13	40-44	Hombres	231
Octubre 2020	Campo de Borja	13	40-44	Mujeres	248
Octubre 2020	Campo de Borja	13	45-49	Hombres	283
Octubre 2020	Campo de Borja	13	45-49	Mujeres	282
Octubre 2020	Campo de Borja	13	50-54	Hombres	240
Octubre 2020	Campo de Borja	13	50-54	Mujeres	228
Octubre 2020	Campo de Borja	13	55-59	Hombres	166
Octubre 2020	Campo de Borja	13	55-59	Mujeres	197
Octubre 2020	Campo de Borja	13	60-64	Hombres	104
Octubre 2020	Campo de Borja	13	60-64	Mujeres	126
Octubre 2020	Campo de Borja	13	65-69	Hombres	7
Octubre 2020	Campo de Borja	13	65-69	Mujeres	3
Octubre 2020	Campo de Borja	13	Más de 69	Hombres	2
Octubre 2020	Campo de Borja	13	Más de 69	Mujeres	1
Octubre 2020	Campo de Cariñena	21	16-19	Hombres	18
Octubre 2020	Campo de Cariñena	21	16-19	Mujeres	6
Octubre 2020	Campo de Cariñena	21	20-24	Hombres	118
Octubre 2020	Campo de Cariñena	21	20-24	Mujeres	32
Octubre 2020	Campo de Cariñena	21	25-29	Hombres	199
Octubre 2020	Campo de Cariñena	21	25-29	Mujeres	100
Octubre 2020	Campo de Cariñena	21	30-34	Hombres	274
Octubre 2020	Campo de Cariñena	21	30-34	Mujeres	142
Octubre 2020	Campo de Cariñena	21	35-39	Hombres	368
Octubre 2020	Campo de Cariñena	21	35-39	Mujeres	168
Octubre 2020	Campo de Cariñena	21	40-44	Hombres	467
Octubre 2020	Campo de Cariñena	21	40-44	Mujeres	204
Octubre 2020	Campo de Cariñena	21	45-49	Hombres	401
Octubre 2020	Campo de Cariñena	21	45-49	Mujeres	197
Octubre 2020	Campo de Cariñena	21	50-54	Hombres	378
Octubre 2020	Campo de Cariñena	21	50-54	Mujeres	133
Octubre 2020	Campo de Cariñena	21	55-59	Hombres	258
Octubre 2020	Campo de Cariñena	21	55-59	Mujeres	100
Octubre 2020	Campo de Cariñena	21	60-64	Hombres	148
Octubre 2020	Campo de Cariñena	21	60-64	Mujeres	71
Octubre 2020	Campo de Cariñena	21	65-69	Hombres	7
Octubre 2020	Campo de Cariñena	21	65-69	Mujeres	3
Octubre 2020	Campo de Cariñena	21	Más de 69	Hombres	2
Octubre 2020	Campo de Cariñena	21	Más de 69	Mujeres	1
Octubre 2020	Campo de Daroca	24	16-19	Hombres	2
Octubre 2020	Campo de Daroca	24	16-19	Mujeres	1
Octubre 2020	Campo de Daroca	24	20-24	Hombres	36
Octubre 2020	Campo de Daroca	24	20-24	Mujeres	15
Octubre 2020	Campo de Daroca	24	25-29	Hombres	78
Octubre 2020	Campo de Daroca	24	25-29	Mujeres	47
Octubre 2020	Campo de Daroca	24	30-34	Hombres	119
Octubre 2020	Campo de Daroca	24	30-34	Mujeres	63
Octubre 2020	Campo de Daroca	24	35-39	Hombres	102
Octubre 2020	Campo de Daroca	24	35-39	Mujeres	60
Octubre 2020	Campo de Daroca	24	40-44	Hombres	150
Octubre 2020	Campo de Daroca	24	40-44	Mujeres	89
Octubre 2020	Campo de Daroca	24	45-49	Hombres	137
Octubre 2020	Campo de Daroca	24	45-49	Mujeres	73
Octubre 2020	Campo de Daroca	24	50-54	Hombres	110
Octubre 2020	Campo de Daroca	24	50-54	Mujeres	84
Octubre 2020	Campo de Daroca	24	55-59	Hombres	90
Octubre 2020	Campo de Daroca	24	55-59	Mujeres	57
Octubre 2020	Campo de Daroca	24	60-64	Hombres	37
Octubre 2020	Campo de Daroca	24	60-64	Mujeres	39
Octubre 2020	Campo de Daroca	24	65-69	Hombres	2
Octubre 2020	Campo de Daroca	24	65-69	Mujeres	5
Octubre 2020	Campo de Daroca	24	Más de 69	Hombres	1
Octubre 2020	Central	17	16-19	Hombres	806
Octubre 2020	Central	17	16-19	Mujeres	624
Octubre 2020	Central	17	20-24	Hombres	7629
Octubre 2020	Central	17	20-24	Mujeres	6420
Octubre 2020	Central	17	25-29	Hombres	12364
Octubre 2020	Central	17	25-29	Mujeres	13388
Octubre 2020	Central	17	30-34	Hombres	13995
Octubre 2020	Central	17	30-34	Mujeres	15158
Octubre 2020	Central	17	35-39	Hombres	17176
Octubre 2020	Central	17	35-39	Mujeres	17876
Octubre 2020	Central	17	40-44	Hombres	21732
Octubre 2020	Central	17	40-44	Mujeres	22579
Octubre 2020	Central	17	45-49	Hombres	21526
Octubre 2020	Central	17	45-49	Mujeres	23068
Octubre 2020	Central	17	50-54	Hombres	18455
Octubre 2020	Central	17	50-54	Mujeres	20343
Octubre 2020	Central	17	55-59	Hombres	15224
Octubre 2020	Central	17	55-59	Mujeres	16755
Octubre 2020	Central	17	60-64	Hombres	9071
Octubre 2020	Central	17	60-64	Mujeres	10988
Octubre 2020	Central	17	65-69	Hombres	557
Octubre 2020	Central	17	65-69	Mujeres	1030
Octubre 2020	Central	17	Más de 69	Hombres	111
Octubre 2020	Central	17	Más de 69	Mujeres	107
Octubre 2020	Cinca Medio	08	16-19	Hombres	50
Octubre 2020	Cinca Medio	08	16-19	Mujeres	17
Octubre 2020	Cinca Medio	08	20-24	Hombres	253
Octubre 2020	Cinca Medio	08	20-24	Mujeres	96
Octubre 2020	Cinca Medio	08	25-29	Hombres	369
Octubre 2020	Cinca Medio	08	25-29	Mujeres	221
Octubre 2020	Cinca Medio	08	30-34	Hombres	422
Octubre 2020	Cinca Medio	08	30-34	Mujeres	270
Octubre 2020	Cinca Medio	08	35-39	Hombres	587
Octubre 2020	Cinca Medio	08	35-39	Mujeres	292
Octubre 2020	Cinca Medio	08	40-44	Hombres	698
Octubre 2020	Cinca Medio	08	40-44	Mujeres	414
Octubre 2020	Cinca Medio	08	45-49	Hombres	631
Octubre 2020	Cinca Medio	08	45-49	Mujeres	411
Octubre 2020	Cinca Medio	08	50-54	Hombres	626
Octubre 2020	Cinca Medio	08	50-54	Mujeres	363
Octubre 2020	Cinca Medio	08	55-59	Hombres	525
Octubre 2020	Cinca Medio	08	55-59	Mujeres	233
Octubre 2020	Cinca Medio	08	60-64	Hombres	294
Octubre 2020	Cinca Medio	08	60-64	Mujeres	145
Octubre 2020	Cinca Medio	08	65-69	Hombres	22
Octubre 2020	Cinca Medio	08	65-69	Mujeres	13
Octubre 2020	Cinca Medio	08	Más de 69	Hombres	3
Octubre 2020	Cinca Medio	08	Más de 69	Mujeres	1
Octubre 2020	Cinco Villas	05	16-19	Hombres	75
Octubre 2020	Cinco Villas	05	16-19	Mujeres	24
Octubre 2020	Cinco Villas	05	20-24	Hombres	390
Octubre 2020	Cinco Villas	05	20-24	Mujeres	182
Octubre 2020	Cinco Villas	05	25-29	Hombres	567
Octubre 2020	Cinco Villas	05	25-29	Mujeres	319
Octubre 2020	Cinco Villas	05	30-34	Hombres	637
Octubre 2020	Cinco Villas	05	30-34	Mujeres	404
Octubre 2020	Cinco Villas	05	35-39	Hombres	733
Octubre 2020	Cinco Villas	05	35-39	Mujeres	516
Octubre 2020	Cinco Villas	05	40-44	Hombres	923
Octubre 2020	Cinco Villas	05	40-44	Mujeres	630
Octubre 2020	Cinco Villas	05	45-49	Hombres	857
Octubre 2020	Cinco Villas	05	45-49	Mujeres	604
Octubre 2020	Cinco Villas	05	50-54	Hombres	755
Octubre 2020	Cinco Villas	05	50-54	Mujeres	526
Octubre 2020	Cinco Villas	05	55-59	Hombres	680
Octubre 2020	Cinco Villas	05	55-59	Mujeres	425
Octubre 2020	Cinco Villas	05	60-64	Hombres	372
Octubre 2020	Cinco Villas	05	60-64	Mujeres	271
Octubre 2020	Cinco Villas	05	65-69	Hombres	29
Octubre 2020	Cinco Villas	05	65-69	Mujeres	22
Octubre 2020	Cinco Villas	05	Más de 69	Hombres	8
Octubre 2020	Cinco Villas	05	Más de 69	Mujeres	6
Octubre 2020	Comunidad de Calatayud	20	16-19	Hombres	32
Octubre 2020	Comunidad de Calatayud	20	16-19	Mujeres	9
Octubre 2020	Comunidad de Calatayud	20	20-24	Hombres	217
Octubre 2020	Comunidad de Calatayud	20	20-24	Mujeres	142
Octubre 2020	Comunidad de Calatayud	20	25-29	Hombres	254
Octubre 2020	Comunidad de Calatayud	20	25-29	Mujeres	284
Octubre 2020	Comunidad de Calatayud	20	30-34	Hombres	377
Octubre 2020	Comunidad de Calatayud	20	30-34	Mujeres	403
Octubre 2020	Comunidad de Calatayud	20	35-39	Hombres	428
Octubre 2020	Comunidad de Calatayud	20	35-39	Mujeres	424
Octubre 2020	Comunidad de Calatayud	20	40-44	Hombres	538
Octubre 2020	Comunidad de Calatayud	20	40-44	Mujeres	513
Octubre 2020	Comunidad de Calatayud	20	45-49	Hombres	548
Octubre 2020	Comunidad de Calatayud	20	45-49	Mujeres	585
Octubre 2020	Comunidad de Calatayud	20	50-54	Hombres	606
Octubre 2020	Comunidad de Calatayud	20	50-54	Mujeres	604
Octubre 2020	Comunidad de Calatayud	20	55-59	Hombres	496
Octubre 2020	Comunidad de Calatayud	20	55-59	Mujeres	503
Octubre 2020	Comunidad de Calatayud	20	60-64	Hombres	306
Octubre 2020	Comunidad de Calatayud	20	60-64	Mujeres	290
Octubre 2020	Comunidad de Calatayud	20	65-69	Hombres	25
Octubre 2020	Comunidad de Calatayud	20	65-69	Mujeres	29
Octubre 2020	Comunidad de Calatayud	20	Más de 69	Hombres	1
Octubre 2020	Comunidad de Calatayud	20	Más de 69	Mujeres	2
Octubre 2020	Comunidad de Teruel	29	16-19	Hombres	63
Octubre 2020	Comunidad de Teruel	29	16-19	Mujeres	34
Octubre 2020	Comunidad de Teruel	29	20-24	Hombres	507
Octubre 2020	Comunidad de Teruel	29	20-24	Mujeres	377
Octubre 2020	Comunidad de Teruel	29	25-29	Hombres	920
Octubre 2020	Comunidad de Teruel	29	25-29	Mujeres	919
Octubre 2020	Comunidad de Teruel	29	30-34	Hombres	1177
Octubre 2020	Comunidad de Teruel	29	30-34	Mujeres	1168
Octubre 2020	Comunidad de Teruel	29	35-39	Hombres	1339
Octubre 2020	Comunidad de Teruel	29	35-39	Mujeres	1333
Octubre 2020	Comunidad de Teruel	29	40-44	Hombres	1573
Octubre 2020	Comunidad de Teruel	29	40-44	Mujeres	1393
Octubre 2020	Comunidad de Teruel	29	45-49	Hombres	1376
Octubre 2020	Comunidad de Teruel	29	45-49	Mujeres	1524
Octubre 2020	Comunidad de Teruel	29	50-54	Hombres	1364
Octubre 2020	Comunidad de Teruel	29	50-54	Mujeres	1493
Octubre 2020	Comunidad de Teruel	29	55-59	Hombres	1258
Octubre 2020	Comunidad de Teruel	29	55-59	Mujeres	1366
Octubre 2020	Comunidad de Teruel	29	60-64	Hombres	812
Octubre 2020	Comunidad de Teruel	29	60-64	Mujeres	838
Octubre 2020	Comunidad de Teruel	29	65-69	Hombres	37
Octubre 2020	Comunidad de Teruel	29	65-69	Mujeres	54
Octubre 2020	Comunidad de Teruel	29	Más de 69	Hombres	4
Octubre 2020	Comunidad de Teruel	29	Más de 69	Mujeres	3
Octubre 2020	Cuencas Mineras	26	16-19	Hombres	9
Octubre 2020	Cuencas Mineras	26	16-19	Mujeres	5
Octubre 2020	Cuencas Mineras	26	20-24	Hombres	68
Octubre 2020	Cuencas Mineras	26	20-24	Mujeres	34
Octubre 2020	Cuencas Mineras	26	25-29	Hombres	69
Octubre 2020	Cuencas Mineras	26	25-29	Mujeres	71
Octubre 2020	Cuencas Mineras	26	30-34	Hombres	128
Octubre 2020	Cuencas Mineras	26	30-34	Mujeres	75
Octubre 2020	Cuencas Mineras	26	35-39	Hombres	164
Octubre 2020	Cuencas Mineras	26	35-39	Mujeres	79
Octubre 2020	Cuencas Mineras	26	40-44	Hombres	147
Octubre 2020	Cuencas Mineras	26	40-44	Mujeres	109
Octubre 2020	Cuencas Mineras	26	45-49	Hombres	135
Octubre 2020	Cuencas Mineras	26	45-49	Mujeres	109
Octubre 2020	Cuencas Mineras	26	50-54	Hombres	128
Octubre 2020	Cuencas Mineras	26	50-54	Mujeres	93
Octubre 2020	Cuencas Mineras	26	55-59	Hombres	101
Octubre 2020	Cuencas Mineras	26	55-59	Mujeres	83
Octubre 2020	Cuencas Mineras	26	60-64	Hombres	47
Octubre 2020	Cuencas Mineras	26	60-64	Mujeres	36
Octubre 2020	Cuencas Mineras	26	65-69	Mujeres	5
Octubre 2020	Gúdar-Javalambre	32	16-19	Hombres	13
Octubre 2020	Gúdar-Javalambre	32	16-19	Mujeres	10
Octubre 2020	Gúdar-Javalambre	32	20-24	Hombres	91
Octubre 2020	Gúdar-Javalambre	32	20-24	Mujeres	47
Octubre 2020	Gúdar-Javalambre	32	25-29	Hombres	134
Octubre 2020	Gúdar-Javalambre	32	25-29	Mujeres	83
Octubre 2020	Gúdar-Javalambre	32	30-34	Hombres	120
Octubre 2020	Gúdar-Javalambre	32	30-34	Mujeres	92
Octubre 2020	Gúdar-Javalambre	32	35-39	Hombres	149
Octubre 2020	Gúdar-Javalambre	32	35-39	Mujeres	105
Octubre 2020	Gúdar-Javalambre	32	40-44	Hombres	178
Octubre 2020	Gúdar-Javalambre	32	40-44	Mujeres	100
Octubre 2020	Gúdar-Javalambre	32	45-49	Hombres	183
Octubre 2020	Gúdar-Javalambre	32	45-49	Mujeres	118
Octubre 2020	Gúdar-Javalambre	32	50-54	Hombres	146
Octubre 2020	Gúdar-Javalambre	32	50-54	Mujeres	117
Octubre 2020	Gúdar-Javalambre	32	55-59	Hombres	134
Octubre 2020	Gúdar-Javalambre	32	55-59	Mujeres	91
Octubre 2020	Gúdar-Javalambre	32	60-64	Hombres	80
Octubre 2020	Gúdar-Javalambre	32	60-64	Mujeres	39
Octubre 2020	Gúdar-Javalambre	32	65-69	Hombres	6
Octubre 2020	Gúdar-Javalambre	32	65-69	Mujeres	2
Octubre 2020	Hoya de Huesca / Plana de Uesca	06	16-19	Hombres	83
