Mes y año	Mes (código)	Comarca código	Comarca nombre	Sexo	Nivel formativo grupo IAEST descripción	Nivel formativo grupo IAEST código	Número de contratos
Mayo 2013	201305	02	Alto Gállego	Hombres	Educación Primaria o inferior	10	62
Mayo 2013	201305	02	Alto Gállego	Mujeres	Educación Primaria o inferior	10	11
Mayo 2013	201305	02	Alto Gállego	Hombres	Primera etapa de educación secundaria	20	73
Mayo 2013	201305	02	Alto Gállego	Mujeres	Primera etapa de educación secundaria	20	58
Mayo 2013	201305	02	Alto Gállego	Hombres	Bachillerato	31	26
Mayo 2013	201305	02	Alto Gállego	Mujeres	Bachillerato	31	22
Mayo 2013	201305	02	Alto Gállego	Hombres	Enseñanza media de formación profesional	32	11
Mayo 2013	201305	02	Alto Gállego	Mujeres	Enseñanza media de formación profesional	32	7
Mayo 2013	201305	02	Alto Gállego	Hombres	Enseñanza superior de formación profesional	41	4
Mayo 2013	201305	02	Alto Gállego	Mujeres	Enseñanza superior de formación profesional	41	6
Mayo 2013	201305	02	Alto Gállego	Hombres	Enseñanza superior universitaria	42	6
Mayo 2013	201305	02	Alto Gállego	Mujeres	Enseñanza superior universitaria	42	4
Mayo 2013	201305	03	Sobrarbe	Hombres	Educación Primaria o inferior	10	11
Mayo 2013	201305	03	Sobrarbe	Mujeres	Educación Primaria o inferior	10	13
Mayo 2013	201305	03	Sobrarbe	Hombres	Primera etapa de educación secundaria	20	60
Mayo 2013	201305	03	Sobrarbe	Mujeres	Primera etapa de educación secundaria	20	41
Mayo 2013	201305	03	Sobrarbe	Hombres	Bachillerato	31	14
Mayo 2013	201305	03	Sobrarbe	Mujeres	Bachillerato	31	15
Mayo 2013	201305	03	Sobrarbe	Hombres	Enseñanza media de formación profesional	32	27
Mayo 2013	201305	03	Sobrarbe	Mujeres	Enseñanza media de formación profesional	32	9
Mayo 2013	201305	03	Sobrarbe	Hombres	Enseñanza superior de formación profesional	41	8
Mayo 2013	201305	03	Sobrarbe	Mujeres	Enseñanza superior de formación profesional	41	1
Mayo 2013	201305	03	Sobrarbe	Hombres	Enseñanza superior universitaria	42	4
Mayo 2013	201305	03	Sobrarbe	Mujeres	Enseñanza superior universitaria	42	5
Mayo 2013	201305	04	La Ribagorza	Hombres	Educación Primaria o inferior	10	52
Mayo 2013	201305	04	La Ribagorza	Mujeres	Educación Primaria o inferior	10	45
Mayo 2013	201305	04	La Ribagorza	Hombres	Primera etapa de educación secundaria	20	46
Mayo 2013	201305	04	La Ribagorza	Mujeres	Primera etapa de educación secundaria	20	29
Mayo 2013	201305	04	La Ribagorza	Hombres	Bachillerato	31	16
Mayo 2013	201305	04	La Ribagorza	Mujeres	Bachillerato	31	16
Mayo 2013	201305	04	La Ribagorza	Hombres	Enseñanza media de formación profesional	32	7
Mayo 2013	201305	04	La Ribagorza	Mujeres	Enseñanza media de formación profesional	32	4
Mayo 2013	201305	04	La Ribagorza	Hombres	Enseñanza superior de formación profesional	41	1
Mayo 2013	201305	04	La Ribagorza	Mujeres	Enseñanza superior de formación profesional	41	1
Mayo 2013	201305	04	La Ribagorza	Hombres	Enseñanza superior universitaria	42	2
Mayo 2013	201305	04	La Ribagorza	Mujeres	Enseñanza superior universitaria	42	9
Mayo 2013	201305	05	Cinco Villas	Hombres	Educación Primaria o inferior	10	92
Mayo 2013	201305	05	Cinco Villas	Mujeres	Educación Primaria o inferior	10	59
Mayo 2013	201305	05	Cinco Villas	Hombres	Primera etapa de educación secundaria	20	108
Mayo 2013	201305	05	Cinco Villas	Mujeres	Primera etapa de educación secundaria	20	62
Mayo 2013	201305	05	Cinco Villas	Hombres	Bachillerato	31	29
Mayo 2013	201305	05	Cinco Villas	Mujeres	Bachillerato	31	12
Mayo 2013	201305	05	Cinco Villas	Hombres	Enseñanza media de formación profesional	32	10
Mayo 2013	201305	05	Cinco Villas	Mujeres	Enseñanza media de formación profesional	32	3
Mayo 2013	201305	05	Cinco Villas	Hombres	Enseñanza superior de formación profesional	41	12
Mayo 2013	201305	05	Cinco Villas	Mujeres	Enseñanza superior de formación profesional	41	9
Mayo 2013	201305	05	Cinco Villas	Hombres	Enseñanza superior universitaria	42	38
Mayo 2013	201305	05	Cinco Villas	Mujeres	Enseñanza superior universitaria	42	26
Mayo 2013	201305	06	Hoya de Huesca / Plana de Uesca	Hombres	Educación Primaria o inferior	10	171
Mayo 2013	201305	06	Hoya de Huesca / Plana de Uesca	Mujeres	Educación Primaria o inferior	10	166
Mayo 2013	201305	06	Hoya de Huesca / Plana de Uesca	Hombres	Primera etapa de educación secundaria	20	442
Mayo 2013	201305	06	Hoya de Huesca / Plana de Uesca	Mujeres	Primera etapa de educación secundaria	20	380
Mayo 2013	201305	06	Hoya de Huesca / Plana de Uesca	Hombres	Bachillerato	31	87
Mayo 2013	201305	06	Hoya de Huesca / Plana de Uesca	Mujeres	Bachillerato	31	58
Mayo 2013	201305	06	Hoya de Huesca / Plana de Uesca	Hombres	Enseñanza media de formación profesional	32	25
Mayo 2013	201305	06	Hoya de Huesca / Plana de Uesca	Mujeres	Enseñanza media de formación profesional	32	13
Mayo 2013	201305	06	Hoya de Huesca / Plana de Uesca	Hombres	Enseñanza superior de formación profesional	41	21
Mayo 2013	201305	06	Hoya de Huesca / Plana de Uesca	Mujeres	Enseñanza superior de formación profesional	41	12
Mayo 2013	201305	06	Hoya de Huesca / Plana de Uesca	Hombres	Enseñanza superior universitaria	42	50
Mayo 2013	201305	06	Hoya de Huesca / Plana de Uesca	Mujeres	Enseñanza superior universitaria	42	67
Mayo 2013	201305	07	Somontano de Barbastro	Hombres	Educación Primaria o inferior	10	98
Mayo 2013	201305	07	Somontano de Barbastro	Mujeres	Educación Primaria o inferior	10	29
Mayo 2013	201305	07	Somontano de Barbastro	Hombres	Primera etapa de educación secundaria	20	187
Mayo 2013	201305	07	Somontano de Barbastro	Mujeres	Primera etapa de educación secundaria	20	95
Mayo 2013	201305	07	Somontano de Barbastro	Hombres	Bachillerato	31	32
Mayo 2013	201305	07	Somontano de Barbastro	Mujeres	Bachillerato	31	22
Mayo 2013	201305	07	Somontano de Barbastro	Hombres	Enseñanza media de formación profesional	32	10
Mayo 2013	201305	07	Somontano de Barbastro	Mujeres	Enseñanza media de formación profesional	32	2
Mayo 2013	201305	07	Somontano de Barbastro	Hombres	Enseñanza superior de formación profesional	41	18
Mayo 2013	201305	07	Somontano de Barbastro	Mujeres	Enseñanza superior de formación profesional	41	4
Mayo 2013	201305	07	Somontano de Barbastro	Hombres	Enseñanza superior universitaria	42	8
Mayo 2013	201305	07	Somontano de Barbastro	Mujeres	Enseñanza superior universitaria	42	12
Mayo 2013	201305	08	Cinca Medio	Hombres	Educación Primaria o inferior	10	447
Mayo 2013	201305	08	Cinca Medio	Mujeres	Educación Primaria o inferior	10	157
Mayo 2013	201305	08	Cinca Medio	Hombres	Primera etapa de educación secundaria	20	153
Mayo 2013	201305	08	Cinca Medio	Mujeres	Primera etapa de educación secundaria	20	136
Mayo 2013	201305	08	Cinca Medio	Hombres	Bachillerato	31	21
Mayo 2013	201305	08	Cinca Medio	Mujeres	Bachillerato	31	14
Mayo 2013	201305	08	Cinca Medio	Hombres	Enseñanza media de formación profesional	32	24
Mayo 2013	201305	08	Cinca Medio	Mujeres	Enseñanza media de formación profesional	32	14
Mayo 2013	201305	08	Cinca Medio	Hombres	Enseñanza superior de formación profesional	41	9
Mayo 2013	201305	08	Cinca Medio	Mujeres	Enseñanza superior de formación profesional	41	8
Mayo 2013	201305	08	Cinca Medio	Hombres	Enseñanza superior universitaria	42	11
Mayo 2013	201305	08	Cinca Medio	Mujeres	Enseñanza superior universitaria	42	17
Mayo 2013	201305	09	La Litera / La Llitera	Hombres	Educación Primaria o inferior	10	149
Mayo 2013	201305	09	La Litera / La Llitera	Mujeres	Educación Primaria o inferior	10	32
Mayo 2013	201305	09	La Litera / La Llitera	Hombres	Primera etapa de educación secundaria	20	87
Mayo 2013	201305	09	La Litera / La Llitera	Mujeres	Primera etapa de educación secundaria	20	36
Mayo 2013	201305	09	La Litera / La Llitera	Hombres	Bachillerato	31	8
Mayo 2013	201305	09	La Litera / La Llitera	Mujeres	Bachillerato	31	6
Mayo 2013	201305	09	La Litera / La Llitera	Hombres	Enseñanza media de formación profesional	32	5
Mayo 2013	201305	09	La Litera / La Llitera	Mujeres	Enseñanza media de formación profesional	32	7
Mayo 2013	201305	09	La Litera / La Llitera	Hombres	Enseñanza superior de formación profesional	41	5
Mayo 2013	201305	09	La Litera / La Llitera	Mujeres	Enseñanza superior de formación profesional	41	9
Mayo 2013	201305	09	La Litera / La Llitera	Hombres	Enseñanza superior universitaria	42	8
Mayo 2013	201305	09	La Litera / La Llitera	Mujeres	Enseñanza superior universitaria	42	16
Mayo 2013	201305	10	Los Monegros	Hombres	Educación Primaria o inferior	10	61
Mayo 2013	201305	10	Los Monegros	Mujeres	Educación Primaria o inferior	10	24
Mayo 2013	201305	10	Los Monegros	Hombres	Primera etapa de educación secundaria	20	88
Mayo 2013	201305	10	Los Monegros	Mujeres	Primera etapa de educación secundaria	20	27
Mayo 2013	201305	10	Los Monegros	Hombres	Bachillerato	31	48
Mayo 2013	201305	10	Los Monegros	Mujeres	Bachillerato	31	11
Mayo 2013	201305	10	Los Monegros	Mujeres	Enseñanza media de formación profesional	32	1
Mayo 2013	201305	10	Los Monegros	Hombres	Enseñanza superior de formación profesional	41	1
Mayo 2013	201305	10	Los Monegros	Mujeres	Enseñanza superior de formación profesional	41	1
Mayo 2013	201305	10	Los Monegros	Hombres	Enseñanza superior universitaria	42	9
Mayo 2013	201305	10	Los Monegros	Mujeres	Enseñanza superior universitaria	42	13
Mayo 2013	201305	11	Bajo Cinca / Baix Cinca	Hombres	Educación Primaria o inferior	10	2051
Mayo 2013	201305	11	Bajo Cinca / Baix Cinca	Mujeres	Educación Primaria o inferior	10	789
Mayo 2013	201305	11	Bajo Cinca / Baix Cinca	Hombres	Primera etapa de educación secundaria	20	653
Mayo 2013	201305	11	Bajo Cinca / Baix Cinca	Mujeres	Primera etapa de educación secundaria	20	354
Mayo 2013	201305	11	Bajo Cinca / Baix Cinca	Hombres	Bachillerato	31	42
Mayo 2013	201305	11	Bajo Cinca / Baix Cinca	Mujeres	Bachillerato	31	34
Mayo 2013	201305	11	Bajo Cinca / Baix Cinca	Hombres	Enseñanza media de formación profesional	32	19
Mayo 2013	201305	11	Bajo Cinca / Baix Cinca	Mujeres	Enseñanza media de formación profesional	32	9
Mayo 2013	201305	11	Bajo Cinca / Baix Cinca	Hombres	Enseñanza superior de formación profesional	41	3
Mayo 2013	201305	11	Bajo Cinca / Baix Cinca	Mujeres	Enseñanza superior de formación profesional	41	9
Mayo 2013	201305	11	Bajo Cinca / Baix Cinca	Hombres	Enseñanza superior universitaria	42	16
Mayo 2013	201305	11	Bajo Cinca / Baix Cinca	Mujeres	Enseñanza superior universitaria	42	20
Mayo 2013	201305	12	Tarazona y el Moncayo	Hombres	Educación Primaria o inferior	10	41
Mayo 2013	201305	12	Tarazona y el Moncayo	Mujeres	Educación Primaria o inferior	10	40
Mayo 2013	201305	12	Tarazona y el Moncayo	Hombres	Primera etapa de educación secundaria	20	87
Mayo 2013	201305	12	Tarazona y el Moncayo	Mujeres	Primera etapa de educación secundaria	20	48
Mayo 2013	201305	12	Tarazona y el Moncayo	Hombres	Bachillerato	31	57
Mayo 2013	201305	12	Tarazona y el Moncayo	Mujeres	Bachillerato	31	22
Mayo 2013	201305	12	Tarazona y el Moncayo	Hombres	Enseñanza media de formación profesional	32	10
Mayo 2013	201305	12	Tarazona y el Moncayo	Mujeres	Enseñanza media de formación profesional	32	6
Mayo 2013	201305	12	Tarazona y el Moncayo	Hombres	Enseñanza superior de formación profesional	41	4
Mayo 2013	201305	12	Tarazona y el Moncayo	Mujeres	Enseñanza superior de formación profesional	41	2
Mayo 2013	201305	12	Tarazona y el Moncayo	Hombres	Enseñanza superior universitaria	42	7
Mayo 2013	201305	12	Tarazona y el Moncayo	Mujeres	Enseñanza superior universitaria	42	6
Mayo 2013	201305	13	Campo de Borja	Hombres	Educación Primaria o inferior	10	75
Mayo 2013	201305	13	Campo de Borja	Mujeres	Educación Primaria o inferior	10	41
Mayo 2013	201305	13	Campo de Borja	Hombres	Primera etapa de educación secundaria	20	98
Mayo 2013	201305	13	Campo de Borja	Mujeres	Primera etapa de educación secundaria	20	63
Mayo 2013	201305	13	Campo de Borja	Hombres	Bachillerato	31	15
Mayo 2013	201305	13	Campo de Borja	Mujeres	Bachillerato	31	19
Mayo 2013	201305	13	Campo de Borja	Hombres	Enseñanza media de formación profesional	32	3
Mayo 2013	201305	13	Campo de Borja	Mujeres	Enseñanza media de formación profesional	32	3
Mayo 2013	201305	13	Campo de Borja	Hombres	Enseñanza superior de formación profesional	41	1
Mayo 2013	201305	13	Campo de Borja	Hombres	Enseñanza superior universitaria	42	6
Mayo 2013	201305	13	Campo de Borja	Mujeres	Enseñanza superior universitaria	42	8
Mayo 2013	201305	14	Aranda	Hombres	Educación Primaria o inferior	10	1
Mayo 2013	201305	14	Aranda	Mujeres	Educación Primaria o inferior	10	4
Mayo 2013	201305	14	Aranda	Hombres	Primera etapa de educación secundaria	20	79
Mayo 2013	201305	14	Aranda	Mujeres	Primera etapa de educación secundaria	20	51
Mayo 2013	201305	14	Aranda	Hombres	Bachillerato	31	3
Mayo 2013	201305	14	Aranda	Mujeres	Bachillerato	31	3
Mayo 2013	201305	14	Aranda	Hombres	Enseñanza media de formación profesional	32	3
Mayo 2013	201305	14	Aranda	Mujeres	Enseñanza media de formación profesional	32	1
Mayo 2013	201305	14	Aranda	Hombres	Enseñanza superior de formación profesional	41	1
Mayo 2013	201305	14	Aranda	Hombres	Enseñanza superior universitaria	42	3
Mayo 2013	201305	14	Aranda	Mujeres	Enseñanza superior universitaria	42	2
Mayo 2013	201305	15	Ribera Alta del Ebro	Hombres	Educación Primaria o inferior	10	92
Mayo 2013	201305	15	Ribera Alta del Ebro	Mujeres	Educación Primaria o inferior	10	21
Mayo 2013	201305	15	Ribera Alta del Ebro	Hombres	Primera etapa de educación secundaria	20	295
Mayo 2013	201305	15	Ribera Alta del Ebro	Mujeres	Primera etapa de educación secundaria	20	84
Mayo 2013	201305	15	Ribera Alta del Ebro	Hombres	Bachillerato	31	59
Mayo 2013	201305	15	Ribera Alta del Ebro	Mujeres	Bachillerato	31	23
Mayo 2013	201305	15	Ribera Alta del Ebro	Hombres	Enseñanza media de formación profesional	32	25
Mayo 2013	201305	15	Ribera Alta del Ebro	Mujeres	Enseñanza media de formación profesional	32	17
Mayo 2013	201305	15	Ribera Alta del Ebro	Hombres	Enseñanza superior de formación profesional	41	24
Mayo 2013	201305	15	Ribera Alta del Ebro	Mujeres	Enseñanza superior de formación profesional	41	2
Mayo 2013	201305	15	Ribera Alta del Ebro	Hombres	Enseñanza superior universitaria	42	12
Mayo 2013	201305	15	Ribera Alta del Ebro	Mujeres	Enseñanza superior universitaria	42	6
Mayo 2013	201305	16	Valdejalón	Hombres	Educación Primaria o inferior	10	1039
Mayo 2013	201305	16	Valdejalón	Mujeres	Educación Primaria o inferior	10	556
Mayo 2013	201305	16	Valdejalón	Hombres	Primera etapa de educación secundaria	20	402
Mayo 2013	201305	16	Valdejalón	Mujeres	Primera etapa de educación secundaria	20	194
Mayo 2013	201305	16	Valdejalón	Hombres	Bachillerato	31	155
Mayo 2013	201305	16	Valdejalón	Mujeres	Bachillerato	31	63
Mayo 2013	201305	16	Valdejalón	Hombres	Enseñanza media de formación profesional	32	81
Mayo 2013	201305	16	Valdejalón	Mujeres	Enseñanza media de formación profesional	32	26
Mayo 2013	201305	16	Valdejalón	Hombres	Enseñanza superior de formación profesional	41	50
Mayo 2013	201305	16	Valdejalón	Mujeres	Enseñanza superior de formación profesional	41	10
Mayo 2013	201305	16	Valdejalón	Hombres	Enseñanza superior universitaria	42	28
Mayo 2013	201305	16	Valdejalón	Mujeres	Enseñanza superior universitaria	42	25
Mayo 2013	201305	17	Central	Hombres	Educación Primaria o inferior	10	1859
Mayo 2013	201305	17	Central	Mujeres	Educación Primaria o inferior	10	1556
Mayo 2013	201305	17	Central	Hombres	Primera etapa de educación secundaria	20	3682
Mayo 2013	201305	17	Central	Mujeres	Primera etapa de educación secundaria	20	3922
Mayo 2013	201305	17	Central	Hombres	Bachillerato	31	1875
Mayo 2013	201305	17	Central	Mujeres	Bachillerato	31	1947
Mayo 2013	201305	17	Central	Hombres	Enseñanza media de formación profesional	32	742
Mayo 2013	201305	17	Central	Mujeres	Enseñanza media de formación profesional	32	604
Mayo 2013	201305	17	Central	Hombres	Enseñanza superior de formación profesional	41	376
Mayo 2013	201305	17	Central	Mujeres	Enseñanza superior de formación profesional	41	283
Mayo 2013	201305	17	Central	Hombres	Enseñanza superior universitaria	42	659
Mayo 2013	201305	17	Central	Mujeres	Enseñanza superior universitaria	42	929
Mayo 2013	201305	18	Ribera Baja del Ebro	Hombres	Educación Primaria o inferior	10	66
Mayo 2013	201305	18	Ribera Baja del Ebro	Mujeres	Educación Primaria o inferior	10	26
Mayo 2013	201305	18	Ribera Baja del Ebro	Hombres	Primera etapa de educación secundaria	20	303
Mayo 2013	201305	18	Ribera Baja del Ebro	Mujeres	Primera etapa de educación secundaria	20	136
Mayo 2013	201305	18	Ribera Baja del Ebro	Hombres	Bachillerato	31	9
Mayo 2013	201305	18	Ribera Baja del Ebro	Mujeres	Bachillerato	31	6
Mayo 2013	201305	18	Ribera Baja del Ebro	Hombres	Enseñanza media de formación profesional	32	3
Mayo 2013	201305	18	Ribera Baja del Ebro	Mujeres	Enseñanza media de formación profesional	32	4
Mayo 2013	201305	18	Ribera Baja del Ebro	Mujeres	Enseñanza superior de formación profesional	41	3
Mayo 2013	201305	18	Ribera Baja del Ebro	Mujeres	Enseñanza superior universitaria	42	6
Mayo 2013	201305	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Educación Primaria o inferior	10	1486
Mayo 2013	201305	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Educación Primaria o inferior	10	520
Mayo 2013	201305	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Primera etapa de educación secundaria	20	201
Mayo 2013	201305	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Primera etapa de educación secundaria	20	101
Mayo 2013	201305	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Bachillerato	31	4
Mayo 2013	201305	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Bachillerato	31	4
Mayo 2013	201305	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Enseñanza media de formación profesional	32	3
Mayo 2013	201305	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Enseñanza media de formación profesional	32	4
Mayo 2013	201305	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Enseñanza superior de formación profesional	41	6
Mayo 2013	201305	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Enseñanza superior de formación profesional	41	4
Mayo 2013	201305	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Enseñanza superior universitaria	42	5
Mayo 2013	201305	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Enseñanza superior universitaria	42	7
Mayo 2013	201305	20	Comunidad de Calatayud	Hombres	Educación Primaria o inferior	10	126
Mayo 2013	201305	20	Comunidad de Calatayud	Mujeres	Educación Primaria o inferior	10	120
Mayo 2013	201305	20	Comunidad de Calatayud	Hombres	Primera etapa de educación secundaria	20	235
Mayo 2013	201305	20	Comunidad de Calatayud	Mujeres	Primera etapa de educación secundaria	20	125
Mayo 2013	201305	20	Comunidad de Calatayud	Hombres	Bachillerato	31	63
Mayo 2013	201305	20	Comunidad de Calatayud	Mujeres	Bachillerato	31	55
Mayo 2013	201305	20	Comunidad de Calatayud	Hombres	Enseñanza media de formación profesional	32	24
Mayo 2013	201305	20	Comunidad de Calatayud	Mujeres	Enseñanza media de formación profesional	32	13
Mayo 2013	201305	20	Comunidad de Calatayud	Hombres	Enseñanza superior de formación profesional	41	15
Mayo 2013	201305	20	Comunidad de Calatayud	Mujeres	Enseñanza superior de formación profesional	41	9
Mayo 2013	201305	20	Comunidad de Calatayud	Hombres	Enseñanza superior universitaria	42	17
Mayo 2013	201305	20	Comunidad de Calatayud	Mujeres	Enseñanza superior universitaria	42	20
Mayo 2013	201305	21	Campo de Cariñena	Hombres	Educación Primaria o inferior	10	84
Mayo 2013	201305	21	Campo de Cariñena	Mujeres	Educación Primaria o inferior	10	34
Mayo 2013	201305	21	Campo de Cariñena	Hombres	Primera etapa de educación secundaria	20	255
Mayo 2013	201305	21	Campo de Cariñena	Mujeres	Primera etapa de educación secundaria	20	98
Mayo 2013	201305	21	Campo de Cariñena	Hombres	Bachillerato	31	8
Mayo 2013	201305	21	Campo de Cariñena	Mujeres	Bachillerato	31	9
Mayo 2013	201305	21	Campo de Cariñena	Hombres	Enseñanza media de formación profesional	32	25
Mayo 2013	201305	21	Campo de Cariñena	Mujeres	Enseñanza media de formación profesional	32	3
Mayo 2013	201305	21	Campo de Cariñena	Hombres	Enseñanza superior de formación profesional	41	10
Mayo 2013	201305	21	Campo de Cariñena	Mujeres	Enseñanza superior de formación profesional	41	3
Mayo 2013	201305	21	Campo de Cariñena	Hombres	Enseñanza superior universitaria	42	9
Mayo 2013	201305	21	Campo de Cariñena	Mujeres	Enseñanza superior universitaria	42	7
Mayo 2013	201305	22	Campo de Belchite	Hombres	Educación Primaria o inferior	10	8
Mayo 2013	201305	22	Campo de Belchite	Mujeres	Educación Primaria o inferior	10	1
Mayo 2013	201305	22	Campo de Belchite	Hombres	Primera etapa de educación secundaria	20	7
Mayo 2013	201305	22	Campo de Belchite	Mujeres	Primera etapa de educación secundaria	20	4
Mayo 2013	201305	22	Campo de Belchite	Hombres	Bachillerato	31	4
Mayo 2013	201305	22	Campo de Belchite	Hombres	Enseñanza media de formación profesional	32	2
Mayo 2013	201305	22	Campo de Belchite	Mujeres	Enseñanza superior de formación profesional	41	1
Mayo 2013	201305	22	Campo de Belchite	Hombres	Enseñanza superior universitaria	42	1
Mayo 2013	201305	22	Campo de Belchite	Mujeres	Enseñanza superior universitaria	42	3
Mayo 2013	201305	23	Bajo Martín	Hombres	Educación Primaria o inferior	10	58
Mayo 2013	201305	23	Bajo Martín	Mujeres	Educación Primaria o inferior	10	32
Mayo 2013	201305	23	Bajo Martín	Hombres	Primera etapa de educación secundaria	20	19
Mayo 2013	201305	23	Bajo Martín	Mujeres	Primera etapa de educación secundaria	20	14
Mayo 2013	201305	23	Bajo Martín	Hombres	Bachillerato	31	10
Mayo 2013	201305	23	Bajo Martín	Mujeres	Bachillerato	31	3
Mayo 2013	201305	23	Bajo Martín	Mujeres	Enseñanza media de formación profesional	32	4
Mayo 2013	201305	23	Bajo Martín	Mujeres	Enseñanza superior universitaria	42	3
Mayo 2013	201305	24	Campo de Daroca	Hombres	Educación Primaria o inferior	10	28
Mayo 2013	201305	24	Campo de Daroca	Mujeres	Educación Primaria o inferior	10	12
Mayo 2013	201305	24	Campo de Daroca	Hombres	Primera etapa de educación secundaria	20	4
Mayo 2013	201305	24	Campo de Daroca	Mujeres	Primera etapa de educación secundaria	20	1
Mayo 2013	201305	24	Campo de Daroca	Hombres	Bachillerato	31	2
Mayo 2013	201305	24	Campo de Daroca	Mujeres	Bachillerato	31	1
Mayo 2013	201305	24	Campo de Daroca	Hombres	Enseñanza media de formación profesional	32	1
Mayo 2013	201305	24	Campo de Daroca	Mujeres	Enseñanza superior de formación profesional	41	1
Mayo 2013	201305	25	Jiloca	Hombres	Educación Primaria o inferior	10	22
Mayo 2013	201305	25	Jiloca	Mujeres	Educación Primaria o inferior	10	17
Mayo 2013	201305	25	Jiloca	Hombres	Primera etapa de educación secundaria	20	23
Mayo 2013	201305	25	Jiloca	Mujeres	Primera etapa de educación secundaria	20	20
Mayo 2013	201305	25	Jiloca	Hombres	Bachillerato	31	9
Mayo 2013	201305	25	Jiloca	Mujeres	Bachillerato	31	9
Mayo 2013	201305	25	Jiloca	Hombres	Enseñanza media de formación profesional	32	6
Mayo 2013	201305	25	Jiloca	Mujeres	Enseñanza media de formación profesional	32	2
Mayo 2013	201305	25	Jiloca	Hombres	Enseñanza superior de formación profesional	41	2
Mayo 2013	201305	25	Jiloca	Mujeres	Enseñanza superior de formación profesional	41	2
Mayo 2013	201305	25	Jiloca	Hombres	Enseñanza superior universitaria	42	1
Mayo 2013	201305	25	Jiloca	Mujeres	Enseñanza superior universitaria	42	6
Mayo 2013	201305	26	Cuencas Mineras	Hombres	Educación Primaria o inferior	10	19
Mayo 2013	201305	26	Cuencas Mineras	Mujeres	Educación Primaria o inferior	10	6
Mayo 2013	201305	26	Cuencas Mineras	Hombres	Primera etapa de educación secundaria	20	24
Mayo 2013	201305	26	Cuencas Mineras	Mujeres	Primera etapa de educación secundaria	20	12
Mayo 2013	201305	26	Cuencas Mineras	Hombres	Bachillerato	31	1
Mayo 2013	201305	26	Cuencas Mineras	Mujeres	Bachillerato	31	6
Mayo 2013	201305	26	Cuencas Mineras	Hombres	Enseñanza media de formación profesional	32	6
Mayo 2013	201305	26	Cuencas Mineras	Mujeres	Enseñanza media de formación profesional	32	5
Mayo 2013	201305	26	Cuencas Mineras	Mujeres	Enseñanza superior de formación profesional	41	1
Mayo 2013	201305	26	Cuencas Mineras	Hombres	Enseñanza superior universitaria	42	5
Mayo 2013	201305	27	Andorra-Sierra de Arcos	Hombres	Educación Primaria o inferior	10	55
Mayo 2013	201305	27	Andorra-Sierra de Arcos	Mujeres	Educación Primaria o inferior	10	13
Mayo 2013	201305	27	Andorra-Sierra de Arcos	Hombres	Primera etapa de educación secundaria	20	54
Mayo 2013	201305	27	Andorra-Sierra de Arcos	Mujeres	Primera etapa de educación secundaria	20	59
Mayo 2013	201305	27	Andorra-Sierra de Arcos	Hombres	Bachillerato	31	6
Mayo 2013	201305	27	Andorra-Sierra de Arcos	Mujeres	Bachillerato	31	4
Mayo 2013	201305	27	Andorra-Sierra de Arcos	Hombres	Enseñanza media de formación profesional	32	2
Mayo 2013	201305	27	Andorra-Sierra de Arcos	Mujeres	Enseñanza media de formación profesional	32	3
Mayo 2013	201305	27	Andorra-Sierra de Arcos	Hombres	Enseñanza superior de formación profesional	41	2
Mayo 2013	201305	27	Andorra-Sierra de Arcos	Mujeres	Enseñanza superior de formación profesional	41	4
Mayo 2013	201305	27	Andorra-Sierra de Arcos	Hombres	Enseñanza superior universitaria	42	3
Mayo 2013	201305	28	Bajo Aragón	Hombres	Educación Primaria o inferior	10	206
Mayo 2013	201305	28	Bajo Aragón	Mujeres	Educación Primaria o inferior	10	232
Mayo 2013	201305	28	Bajo Aragón	Hombres	Primera etapa de educación secundaria	20	162
Mayo 2013	201305	28	Bajo Aragón	Mujeres	Primera etapa de educación secundaria	20	144
Mayo 2013	201305	28	Bajo Aragón	Hombres	Bachillerato	31	18
Mayo 2013	201305	28	Bajo Aragón	Mujeres	Bachillerato	31	14
Mayo 2013	201305	28	Bajo Aragón	Hombres	Enseñanza media de formación profesional	32	7
Mayo 2013	201305	28	Bajo Aragón	Mujeres	Enseñanza media de formación profesional	32	9
Mayo 2013	201305	28	Bajo Aragón	Hombres	Enseñanza superior de formación profesional	41	2
Mayo 2013	201305	28	Bajo Aragón	Mujeres	Enseñanza superior de formación profesional	41	6
Mayo 2013	201305	28	Bajo Aragón	Hombres	Enseñanza superior universitaria	42	4
Mayo 2013	201305	28	Bajo Aragón	Mujeres	Enseñanza superior universitaria	42	16
Mayo 2013	201305	29	Comunidad de Teruel	Hombres	Educación Primaria o inferior	10	125
