Municipio código	Municipio nombre	Año	Orden	Siglas	Concejales
22008	Albalatillo	2011	3	PAR	5,0
22008	Albalatillo	2015	5	PAR	5,0
22008	Albalatillo	2015	6	PSOE	0,0
22008	Albalatillo	2015	8	PP	0,0
22009	Albelda	2007	1	PSOE	5,0
22009	Albelda	2007	2	PP	0,0
22009	Albelda	2007	3	PAR	2,0
22009	Albelda	2007	4	CHA	0,0
22009	Albelda	2011	1	PP	2,0
22009	Albelda	2011	2	PSOE	4,0
22009	Albelda	2011	3	PAR	0,0
22009	Albelda	2011	4	CHA	1,0
22009	Albelda	2015	6	PSOE	3,0
22009	Albelda	2015	8	PP	2,0
22009	Albelda	2015	24	CHA	0,0
22009	Albelda	2015	68	CAMBIAR	2,0
22011	Albero Alto	2007	1	PSOE	4,0
22011	Albero Alto	2007	2	PP	1,0
22011	Albero Alto	2007	3	PAR	0,0
22011	Albero Alto	2007	4	CHA	0,0
22011	Albero Alto	2011	1	PP	1,0
22011	Albero Alto	2011	2	PSOE	4,0
22011	Albero Alto	2011	3	PAR	0,0
22011	Albero Alto	2015	5	PAR	0,0
22011	Albero Alto	2015	6	PSOE	4,0
22011	Albero Alto	2015	8	PP	1,0
22012	Albero Bajo	2007	1	PSOE	4,0
22012	Albero Bajo	2007	2	PP	1,0
22012	Albero Bajo	2007	3	PAR	0,0
22012	Albero Bajo	2007	4	CHA	0,0
22012	Albero Bajo	2011	1	PP	1,0
22012	Albero Bajo	2011	2	PSOE	1,0
22012	Albero Bajo	2011	3	PAR	1,0
22012	Albero Bajo	2015	5	PAR	0,0
22012	Albero Bajo	2015	6	PSOE	4,0
22012	Albero Bajo	2015	8	PP	1,0
22013	Alberuela de Tubo	2007	1	PSOE	7,0
22013	Alberuela de Tubo	2007	2	PP	0,0
22013	Alberuela de Tubo	2011	1	PP	2,0
22013	Alberuela de Tubo	2011	2	PSOE	5,0
22013	Alberuela de Tubo	2015	6	PSOE	4,0
22013	Alberuela de Tubo	2015	8	PP	3,0
22014	Alcalá de Gurrea	2007	1	PSOE	3,0
22014	Alcalá de Gurrea	2007	3	PAR	4,0
22014	Alcalá de Gurrea	2011	2	PSOE	2,0
22014	Alcalá de Gurrea	2011	3	PAR	5,0
22014	Alcalá de Gurrea	2015	5	PAR	3,0
22014	Alcalá de Gurrea	2015	6	PSOE	2,0
22014	Alcalá de Gurrea	2015	8	PP	2,0
22015	Alcalá del Obispo	2007	1	PSOE	3,0
22015	Alcalá del Obispo	2007	2	PP	2,0
22015	Alcalá del Obispo	2007	3	PAR	2,0
22015	Alcalá del Obispo	2007	43	AIEADO	0,0
22015	Alcalá del Obispo	2011	1	PP	1,0
22015	Alcalá del Obispo	2011	2	PSOE	4,0
22015	Alcalá del Obispo	2011	3	PAR	2,0
22015	Alcalá del Obispo	2015	6	PSOE	3,0
22015	Alcalá del Obispo	2015	8	PP	4,0
22016	Alcampell	2007	1	PSOE	5,0
22016	Alcampell	2007	2	PP	1,0
22016	Alcampell	2007	3	PAR	1,0
22016	Alcampell	2011	1	PP	1,0
22016	Alcampell	2011	2	PSOE	5,0
22016	Alcampell	2011	3	PAR	1,0
22016	Alcampell	2015	5	PAR	1,0
22016	Alcampell	2015	6	PSOE	5,0
22016	Alcampell	2015	8	PP	1,0
22016	Alcampell	2015	85	CAMBIAR	0,0
22017	Alcolea de Cinca	2007	1	PSOE	2,0
22017	Alcolea de Cinca	2007	2	PP	1,0
22017	Alcolea de Cinca	2007	3	PAR	6,0
22017	Alcolea de Cinca	2007	4	CHA	0,0
22017	Alcolea de Cinca	2007	5	IU	0,0
22017	Alcolea de Cinca	2011	1	PP	1,0
22017	Alcolea de Cinca	2011	2	PSOE	2,0
22017	Alcolea de Cinca	2011	3	PAR	6,0
22017	Alcolea de Cinca	2011	5	IU	0,0
22017	Alcolea de Cinca	2015	5	PAR	4,0
22017	Alcolea de Cinca	2015	6	PSOE	2,0
22017	Alcolea de Cinca	2015	8	PP	2,0
22017	Alcolea de Cinca	2015	76	CAMBIAR	1,0
22018	Alcubierre	2007	1	PSOE	4,0
22018	Alcubierre	2007	3	PAR	3,0
22018	Alcubierre	2011	2	PSOE	4,0
22018	Alcubierre	2011	3	PAR	3,0
22018	Alcubierre	2015	5	PAR	3,0
22018	Alcubierre	2015	6	PSOE	4,0
22019	Alerre	2007	1	PSOE	3,0
22019	Alerre	2007	2	PP	0,0
22019	Alerre	2007	3	PAR	2,0
22019	Alerre	2007	4	CHA	0,0
22019	Alerre	2011	1	PP	0,0
22019	Alerre	2011	2	PSOE	4,0
22019	Alerre	2011	3	PAR	1,0
22019	Alerre	2015	5	PAR	1,0
22019	Alerre	2015	6	PSOE	4,0
22019	Alerre	2015	8	PP	0,0
22020	Alfántega	2007	1	PSOE	1,0
22020	Alfántega	2007	2	PP	1,0
22020	Alfántega	2007	3	PAR	3,0
22020	Alfántega	2007	4	CHA	0,0
22020	Alfántega	2011	1	PP	0,0
22020	Alfántega	2011	2	PSOE	1,0
22020	Alfántega	2011	3	PAR	4,0
22020	Alfántega	2011	4	CHA	0,0
22020	Alfántega	2015	5	PAR	3,0
22020	Alfántega	2015	6	PSOE	2,0
22020	Alfántega	2015	8	PP	0,0
22021	Almudévar	2007	1	PSOE	6,0
22021	Almudévar	2007	2	PP	2,0
22021	Almudévar	2007	3	PAR	2,0
22021	Almudévar	2007	4	CHA	1,0
22021	Almudévar	2011	1	PP	3,0
22021	Almudévar	2011	2	PSOE	5,0
22021	Almudévar	2011	3	PAR	1,0
22021	Almudévar	2011	4	CHA	2,0
22021	Almudévar	2015	6	PSOE	5,0
22021	Almudévar	2015	7	CHA	1,0
22021	Almudévar	2015	8	PP	5,0
22022	Almunia de San Juan	2007	1	PSOE	5,0
22022	Almunia de San Juan	2007	2	PP	1,0
22022	Almunia de San Juan	2007	3	PAR	1,0
22022	Almunia de San Juan	2011	1	PP	2,0
22022	Almunia de San Juan	2011	2	PSOE	4,0
22022	Almunia de San Juan	2011	3	PAR	1,0
22022	Almunia de San Juan	2015	5	PAR	0,0
22022	Almunia de San Juan	2015	6	PSOE	5,0
22022	Almunia de San Juan	2015	7	CHA	0,0
22022	Almunia de San Juan	2015	8	PP	2,0
22023	Almuniente	2007	1	PSOE	4,0
22023	Almuniente	2007	2	PP	2,0
22023	Almuniente	2007	3	PAR	1,0
22023	Almuniente	2011	1	PP	2,0
22023	Almuniente	2011	2	PSOE	4,0
22023	Almuniente	2011	3	PAR	1,0
22023	Almuniente	2015	6	PSOE	4,0
22023	Almuniente	2015	8	PP	3,0
22024	Alquézar	2007	1	PSOE	3,0
22024	Alquézar	2007	3	PAR	3,0
22024	Alquézar	2007	13	LV-GV	1,0
22024	Alquézar	2011	1	PP	1,0
22024	Alquézar	2011	2	PSOE	5,0
22024	Alquézar	2011	3	PAR	1,0
22024	Alquézar	2015	5	PAR	0,0
22024	Alquézar	2015	6	PSOE	6,0
22024	Alquézar	2015	8	PP	1,0
22025	Altorricón	2007	1	PSOE	6,0
22025	Altorricón	2007	2	PP	2,0
22025	Altorricón	2007	3	PAR	1,0
22025	Altorricón	2011	1	PP	3,0
22025	Altorricón	2011	2	PSOE	6,0
22025	Altorricón	2011	3	PAR	0,0
22025	Altorricón	2015	5	PAR	0,0
22025	Altorricón	2015	6	PSOE	6,0
22025	Altorricón	2015	8	PP	3,0
22027	Angüés	2007	1	PSOE	4,0
22027	Angüés	2007	2	PP	3,0
22027	Angüés	2011	2	PSOE	7,0
22027	Angüés	2015	6	PSOE	7,0
22028	Ansó	2007	1	PSOE	4,0
22028	Ansó	2007	3	PAR	3,0
22028	Ansó	2011	2	PSOE	4,0
22028	Ansó	2011	3	PAR	3,0
22028	Ansó	2015	6	PSOE	7,0
22029	Antillón	2007	1	PSOE	1,0
22029	Antillón	2007	2	PP	2,0
22029	Antillón	2007	3	PAR	1,0
22029	Antillón	2007	4	CHA	1,0
22029	Antillón	2011	1	PP	2,0
22029	Antillón	2011	2	PSOE	2,0
22029	Antillón	2011	3	PAR	1,0
22029	Antillón	2015	5	PAR	1,0
22029	Antillón	2015	6	PSOE	3,0
22029	Antillón	2015	8	PP	1,0
22032	Aragüés del Puerto	2007	1	PSOE	4,0
22032	Aragüés del Puerto	2007	2	PP	1,0
22032	Aragüés del Puerto	2007	3	PAR	0,0
22032	Aragüés del Puerto	2007	4	CHA	0,0
22032	Aragüés del Puerto	2011	1	PP	0,0
22032	Aragüés del Puerto	2011	2	PSOE	3,0
22032	Aragüés del Puerto	2011	3	PAR	2,0
22032	Aragüés del Puerto	2015	5	PAR	1,0
22032	Aragüés del Puerto	2015	6	PSOE	4,0
22032	Aragüés del Puerto	2015	8	PP	0,0
22035	Arén	2007	1	PSOE	5,0
22035	Arén	2007	2	PP	1,0
22035	Arén	2007	4	CHA	1,0
22035	Arén	2011	1	PP	1,0
22035	Arén	2011	2	PSOE	6,0
22035	Arén	2011	4	CHA	0,0
22035	Arén	2011	20	CDF	0,0
22035	Arén	2015	6	PSOE	7,0
22036	Argavieso	2007	1	PSOE	2,0
22036	Argavieso	2007	2	PP	3,0
22036	Argavieso	2007	3	PAR	0,0
22036	Argavieso	2007	4	CHA	0,0
22036	Argavieso	2011	1	PP	3,0
22036	Argavieso	2011	2	PSOE	2,0
22036	Argavieso	2011	3	PAR	0,0
22036	Argavieso	2015	5	PAR	0,0
22036	Argavieso	2015	6	PSOE	1,0
22036	Argavieso	2015	8	PP	4,0
22037	Arguis	2007	1	PSOE	0,0
22037	Arguis	2007	2	PP	1,0
22037	Arguis	2007	3	PAR	0,0
22037	Arguis	2007	4	CHA	0,0
22037	Arguis	2011	1	PP	4,0
22037	Arguis	2011	2	PSOE	1,0
22037	Arguis	2011	3	PAR	0,0
22037	Arguis	2011	4	CHA	0,0
22037	Arguis	2015	5	PAR	2,0
22037	Arguis	2015	6	PSOE	1,0
22037	Arguis	2015	7	CHA	1,0
22037	Arguis	2015	8	PP	1,0
22039	Ayerbe	2007	1	PSOE	4,0
22039	Ayerbe	2007	2	PP	3,0
22039	Ayerbe	2007	3	PAR	1,0
22039	Ayerbe	2007	4	CHA	1,0
22039	Ayerbe	2011	1	PP	3,0
22039	Ayerbe	2011	2	PSOE	3,0
22039	Ayerbe	2011	3	PAR	1,0
22039	Ayerbe	2011	4	CHA	2,0
22039	Ayerbe	2015	5	PAR	0,0
22039	Ayerbe	2015	6	PSOE	5,0
22039	Ayerbe	2015	7	CHA	1,0
22039	Ayerbe	2015	8	PP	3,0
22040	Azanuy-Alins	2007	1	PSOE	1,0
22040	Azanuy-Alins	2007	2	PP	0,0
22040	Azanuy-Alins	2007	3	PAR	4,0
22040	Azanuy-Alins	2007	4	CHA	0,0
22040	Azanuy-Alins	2011	1	PP	1,0
22040	Azanuy-Alins	2011	2	PSOE	1,0
22040	Azanuy-Alins	2011	3	PAR	3,0
22040	Azanuy-Alins	2011	4	CHA	0,0
22040	Azanuy-Alins	2015	5	PAR	3,0
22040	Azanuy-Alins	2015	6	PSOE	2,0
22040	Azanuy-Alins	2015	7	CHA	0,0
22040	Azanuy-Alins	2015	8	PP	0,0
22041	Azara	2007	1	PSOE	3,0
22041	Azara	2007	2	PP	2,0
22041	Azara	2007	4	CHA	0,0
22041	Azara	2011	1	PP	2,0
22041	Azara	2011	2	PSOE	3,0
22041	Azara	2011	3	PAR	0,0
22041	Azara	2015	5	PAR	0,0
22041	Azara	2015	6	PSOE	4,0
22041	Azara	2015	8	PP	1,0
22042	Azlor	2007	1	PSOE	4,0
22042	Azlor	2007	2	PP	1,0
22042	Azlor	2007	4	CHA	0,0
22042	Azlor	2011	1	PP	0,0
22042	Azlor	2011	2	PSOE	4,0
22042	Azlor	2011	3	PAR	1,0
22042	Azlor	2015	5	PAR	0,0
22042	Azlor	2015	6	PSOE	4,0
22042	Azlor	2015	8	PP	1,0
22043	Baells	2007	1	PSOE	1,0
22043	Baells	2007	2	PP	0,0
22043	Baells	2007	3	PAR	4,0
22043	Baells	2007	4	CHA	0,0
22043	Baells	2011	1	PP	1,0
22043	Baells	2011	2	PSOE	0,0
22043	Baells	2011	3	PAR	4,0
22043	Baells	2015	5	PAR	4,0
22043	Baells	2015	6	PSOE	1,0
22043	Baells	2015	8	PP	0,0
22044	Bailo	2007	1	PSOE	4,0
22044	Bailo	2007	2	PP	0,0
22044	Bailo	2007	3	PAR	1,0
22044	Bailo	2007	4	CHA	0,0
22044	Bailo	2011	1	PP	2,0
22044	Bailo	2011	2	PSOE	5,0
22044	Bailo	2015	6	PSOE	5,0
22044	Bailo	2015	8	PP	2,0
22045	Baldellou	2007	1	PSOE	4,0
22045	Baldellou	2007	2	PP	0,0
22045	Baldellou	2007	3	PAR	1,0
22045	Baldellou	2007	4	CHA	0,0
22045	Baldellou	2011	1	PP	0,0
22045	Baldellou	2011	2	PSOE	4,0
22045	Baldellou	2011	3	PAR	1,0
22045	Baldellou	2011	4	CHA	0,0
22045	Baldellou	2015	5	PAR	0,0
22045	Baldellou	2015	6	PSOE	3,0
22045	Baldellou	2015	7	CHA	0,0
22045	Baldellou	2015	8	PP	0,0
22046	Ballobar	2007	1	PSOE	4,0
22046	Ballobar	2007	2	PP	2,0
22046	Ballobar	2007	3	PAR	1,0
22046	Ballobar	2011	1	PP	3,0
22046	Ballobar	2011	2	PSOE	3,0
22046	Ballobar	2011	3	PAR	1,0
22046	Ballobar	2015	5	PAR	0,0
22046	Ballobar	2015	6	PSOE	4,0
22046	Ballobar	2015	8	PP	3,0
22047	Banastás	2007	1	PSOE	0,0
22047	Banastás	2007	2	PP	5,0
22047	Banastás	2007	3	PAR	0,0
22047	Banastás	2007	4	CHA	0,0
22047	Banastás	2011	1	PP	4,0
22047	Banastás	2011	2	PSOE	3,0
22047	Banastás	2015	6	PSOE	3,0
22047	Banastás	2015	8	PP	4,0
22048	Barbastro	2007	1	PSOE	10,0
22048	Barbastro	2007	2	PP	4,0
22048	Barbastro	2007	3	PAR	1,0
22048	Barbastro	2007	4	CHA	1,0
22048	Barbastro	2007	5	IU	1,0
22048	Barbastro	2011	1	PP	6,0
22048	Barbastro	2011	2	PSOE	8,0
22048	Barbastro	2011	3	PAR	1,0
22048	Barbastro	2011	4	CHA	1,0
22048	Barbastro	2011	5	IU	1,0
22048	Barbastro	2015	4	C's	2,0
22048	Barbastro	2015	5	PAR	1,0
22048	Barbastro	2015	6	PSOE	8,0
22048	Barbastro	2015	7	CHA	0,0
22048	Barbastro	2015	8	PP	5,0
22048	Barbastro	2015	13	ARAGONSIPUEDE	0,0
22048	Barbastro	2015	36	CAMBIAR	1,0
22048	Barbastro	2015	47	C.P.Btro	0,0
22049	Barbués	2007	1	PSOE	1,0
22049	Barbués	2007	2	PP	4,0
22049	Barbués	2007	3	PAR	0,0
22049	Barbués	2007	4	CHA	0,0
22049	Barbués	2011	1	PP	2,0
22049	Barbués	2011	2	PSOE	1,0
22049	Barbués	2011	3	PAR	0,0
22049	Barbués	2015	5	PAR	0,0
22049	Barbués	2015	6	PSOE	1,0
22049	Barbués	2015	8	PP	2,0
22050	Barbuñales	2007	1	PSOE	2,0
22050	Barbuñales	2007	2	PP	3,0
22050	Barbuñales	2007	3	PAR	0,0
22050	Barbuñales	2007	4	CHA	0,0
22050	Barbuñales	2011	1	PP	4,0
22050	Barbuñales	2011	2	PSOE	1,0
22050	Barbuñales	2011	3	PAR	0,0
22050	Barbuñales	2015	5	PAR	1,0
22050	Barbuñales	2015	6	PSOE	1,0
22050	Barbuñales	2015	8	PP	1,0
22051	Bárcabo	2007	1	PSOE	3,0
22051	Bárcabo	2007	2	PP	2,0
22051	Bárcabo	2007	4	CHA	0,0
22051	Bárcabo	2011	1	PP	2,0
22051	Bárcabo	2011	2	PSOE	3,0
22051	Bárcabo	2011	3	PAR	0,0
22051	Bárcabo	2011	4	CHA	0,0
22051	Bárcabo	2015	5	PAR	0,0
22051	Bárcabo	2015	6	PSOE	4,0
22051	Bárcabo	2015	7	CHA	0,0
22051	Bárcabo	2015	8	PP	1,0
22052	Belver de Cinca	2007	1	PSOE	5,0
22052	Belver de Cinca	2007	2	PP	3,0
22052	Belver de Cinca	2007	3	PAR	1,0
22052	Belver de Cinca	2011	1	PP	3,0
22052	Belver de Cinca	2011	2	PSOE	5,0
22052	Belver de Cinca	2011	3	PAR	1,0
22052	Belver de Cinca	2015	5	PAR	3,0
22052	Belver de Cinca	2015	6	PSOE	4,0
22052	Belver de Cinca	2015	8	PP	2,0
22053	Benabarre	2007	1	PSOE	6,0
22053	Benabarre	2007	2	PP	2,0
22053	Benabarre	2007	3	PAR	0,0
22053	Benabarre	2007	4	CHA	1,0
22053	Benabarre	2011	1	PP	3,0
22053	Benabarre	2011	2	PSOE	5,0
22053	Benabarre	2011	4	CHA	1,0
22053	Benabarre	2011	20	CDF	0,0
22053	Benabarre	2015	5	PAR	0,0
22053	Benabarre	2015	6	PSOE	4,0
22053	Benabarre	2015	8	PP	4,0
22053	Benabarre	2015	13	ARAGONSIPUEDE	1,0
22054	Benasque	2007	1	PSOE	3,0
22054	Benasque	2007	2	PP	1,0
22054	Benasque	2007	3	PAR	6,0
22054	Benasque	2007	4	CHA	0,0
22054	Benasque	2007	5	IU	1,0
22054	Benasque	2011	1	PP	4,0
22054	Benasque	2011	2	PSOE	2,0
22054	Benasque	2011	3	PAR	4,0
22054	Benasque	2011	5	IU	1,0
22054	Benasque	2011	33	CCD	0,0
22054	Benasque	2015	4	C's	0,0
22054	Benasque	2015	5	PAR	5,0
22054	Benasque	2015	6	PSOE	2,0
22054	Benasque	2015	7	CHA	0,0
22054	Benasque	2015	8	PP	3,0
22054	Benasque	2015	70	CAMBIAR	1,0
22055	Berbegal	2007	1	PSOE	3,0
22055	Berbegal	2007	2	PP	0,0
22055	Berbegal	2007	4	CHA	4,0
22055	Berbegal	2011	1	PP	1,0
22055	Berbegal	2011	2	PSOE	3,0
22055	Berbegal	2011	4	CHA	3,0
22055	Berbegal	2011	8	FIA	0,0
22055	Berbegal	2015	6	PSOE	4,0
22055	Berbegal	2015	8	PP	3,0
22057	Bielsa	2007	1	PSOE	5,0
22057	Bielsa	2007	2	PP	0,0
22057	Bielsa	2007	4	CHA	2,0
22057	Bielsa	2011	2	PSOE	5,0
22057	Bielsa	2011	4	CHA	2,0
22057	Bielsa	2015	6	PSOE	5,0
22057	Bielsa	2015	7	CHA	2,0
22058	Bierge	2007	1	PSOE	4,0
22058	Bierge	2007	2	PP	0,0
22058	Bierge	2007	3	PAR	0,0
22058	Bierge	2007	4	CHA	1,0
22058	Bierge	2011	1	PP	3,0
22058	Bierge	2011	2	PSOE	4,0
22058	Bierge	2011	3	PAR	0,0
22058	Bierge	2015	5	PAR	0,0
22058	Bierge	2015	6	PSOE	2,0
22058	Bierge	2015	8	PP	3,0
22058	Bierge	2015	83	CAMBIAR	0,0
22059	Biescas	2007	1	PSOE	3,0
22059	Biescas	2007	2	PP	0,0
22059	Biescas	2007	3	PAR	4,0
22059	Biescas	2007	4	CHA	1,0
22059	Biescas	2007	5	IU	1,0
22059	Biescas	2011	1	PP	2,0
22059	Biescas	2011	2	PSOE	3,0
22059	Biescas	2011	3	PAR	3,0
22059	Biescas	2011	4	CHA	0,0
22059	Biescas	2011	5	IU	1,0
22059	Biescas	2015	5	PAR	5,0
22059	Biescas	2015	6	PSOE	3,0
22059	Biescas	2015	8	PP	1,0
22060	Binaced	2007	1	PSOE	5,0
22060	Binaced	2007	2	PP	2,0
22060	Binaced	2007	3	PAR	2,0
22060	Binaced	2007	5	IU	0,0
22060	Binaced	2011	1	PP	2,0
22060	Binaced	2011	2	PSOE	4,0
22060	Binaced	2011	3	PAR	3,0
22060	Binaced	2015	5	PAR	3,0
22060	Binaced	2015	6	PSOE	5,0
22060	Binaced	2015	8	PP	1,0
22061	Binéfar	2007	1	PSOE	6,0
22061	Binéfar	2007	2	PP	4,0
22061	Binéfar	2007	3	PAR	2,0
22061	Binéfar	2007	4	CHA	1,0
22061	Binéfar	2007	10	IU-A	0,0
22061	Binéfar	2011	1	PP	5,0
22061	Binéfar	2011	2	PSOE	5,0
22061	Binéfar	2011	3	PAR	3,0
22061	Binéfar	2011	4	CHA	0,0
22061	Binéfar	2011	5	IU	0,0
22061	Binéfar	2015	5	PAR	1,0
22061	Binéfar	2015	6	PSOE	4,0
22061	Binéfar	2015	7	CHA	0,0
22061	Binéfar	2015	8	PP	5,0
22061	Binéfar	2015	31	CAMBIAR	3,0
22062	Bisaurri	2007	1	PSOE	4,0
22062	Bisaurri	2007	2	PP	1,0
22062	Bisaurri	2007	3	PAR	0,0
22062	Bisaurri	2007	4	CHA	0,0
22062	Bisaurri	2011	1	PP	3,0
22062	Bisaurri	2011	2	PSOE	0,0
22062	Bisaurri	2011	3	PAR	2,0
22062	Bisaurri	2015	5	PAR	0,0
22062	Bisaurri	2015	6	PSOE	1,0
22062	Bisaurri	2015	7	CHA	0,0
22062	Bisaurri	2015	8	PP	4,0
22063	Biscarrués	2007	1	PSOE	1,0
22063	Biscarrués	2007	2	PP	0,0
22063	Biscarrués	2007	3	PAR	0,0
22063	Biscarrués	2007	4	CHA	4,0
22063	Biscarrués	2011	1	PP	0,0
22063	Biscarrués	2011	2	PSOE	0,0
22063	Biscarrués	2011	3	PAR	2,0
22063	Biscarrués	2011	4	CHA	3,0
22063	Biscarrués	2015	6	PSOE	0,0
22063	Biscarrués	2015	7	CHA	4,0
22063	Biscarrués	2015	8	PP	1,0
22064	Blecua y Torres	2007	1	PSOE	4,0
22064	Blecua y Torres	2007	2	PP	0,0
22064	Blecua y Torres	2007	3	PAR	0,0
22064	Blecua y Torres	2007	4	CHA	1,0
22064	Blecua y Torres	2011	1	PP	1,0
22064	Blecua y Torres	2011	2	PSOE	4,0
22064	Blecua y Torres	2011	3	PAR	0,0
22064	Blecua y Torres	2015	6	PSOE	4,0
22064	Blecua y Torres	2015	8	PP	1,0
22066	Boltaña	2007	1	PSOE	4,0
22066	Boltaña	2007	2	PP	1,0
22066	Boltaña	2007	3	PAR	1,0
22066	Boltaña	2007	4	CHA	1,0
22066	Boltaña	2011	1	PP	2,0
22066	Boltaña	2011	2	PSOE	5,0
22066	Boltaña	2011	3	PAR	1,0
22066	Boltaña	2011	4	CHA	1,0
22066	Boltaña	2015	5	PAR	2,0
22066	Boltaña	2015	6	PSOE	3,0
22066	Boltaña	2015	7	CHA	1,0
22066	Boltaña	2015	8	PP	3,0
22067	Bonansa	2007	1	PSOE	5,0
22067	Bonansa	2007	2	PP	0,0
22067	Bonansa	2007	4	CHA	0,0
22067	Bonansa	2011	2	PSOE	5,0
22067	Bonansa	2011	3	PAR	0,0
22067	Bonansa	2015	5	PAR	0,0
22067	Bonansa	2015	6	PSOE	3,0
22067	Bonansa	2015	8	PP	0,0
22068	Borau	2007	1	PSOE	1,0
22068	Borau	2007	2	PP	0,0
22068	Borau	2007	3	PAR	0,0
22068	Borau	2011	1	PP	1,0
22068	Borau	2011	2	PSOE	2,0
22068	Borau	2015	5	PAR	0,0
22068	Borau	2015	6	PSOE	2,0
22068	Borau	2015	8	PP	1,0
22069	Broto	2007	1	PSOE	3,0
22069	Broto	2007	2	PP	2,0
22069	Broto	2007	3	PAR	1,0
22069	Broto	2007	4	CHA	1,0
22069	Broto	2011	1	PP	2,0
22069	Broto	2011	2	PSOE	3,0
22069	Broto	2011	3	PAR	1,0
22069	Broto	2011	4	CHA	1,0
22069	Broto	2011	5	IU	0,0
22069	Broto	2015	5	PAR	1,0
22069	Broto	2015	6	PSOE	4,0
22069	Broto	2015	7	CHA	2,0
22072	Caldearenas	2007	1	PSOE	4,0
22072	Caldearenas	2007	2	PP	0,0
22072	Caldearenas	2007	3	PAR	0,0
22072	Caldearenas	2007	4	CHA	1,0
22072	Caldearenas	2011	1	PP	1,0
22072	Caldearenas	2011	2	PSOE	3,0
22072	Caldearenas	2011	3	PAR	1,0
22072	Caldearenas	2011	4	CHA	0,0
22072	Caldearenas	2015	5	PAR	1,0
22072	Caldearenas	2015	6	PSOE	2,0
22072	Caldearenas	2015	7	CHA	1,0
22072	Caldearenas	2015	8	PP	1,0
22074	Campo	2007	1	PSOE	2,0
22074	Campo	2007	3	PAR	5,0
22074	Campo	2011	1	PP	0,0
22074	Campo	2011	2	PSOE	1,0
22074	Campo	2011	3	PAR	6,0
22074	Campo	2015	5	PAR	6,0
22074	Campo	2015	6	PSOE	1,0
22075	Camporrells	2007	1	PSOE	5,0
22075	Camporrells	2007	2	PP	0,0
22075	Camporrells	2007	4	CHA	0,0
22075	Camporrells	2011	1	PP	0,0
22075	Camporrells	2011	2	PSOE	5,0
22075	Camporrells	2011	3	PAR	0,0
22075	Camporrells	2011	4	CHA	0,0
22075	Camporrells	2015	6	PSOE	5,0
22075	Camporrells	2015	7	CHA	0,0
22075	Camporrells	2015	8	PP	0,0
22076	Canal de Berdún	2007	1	PSOE	3,0
22076	Canal de Berdún	2007	3	PAR	4,0
22076	Canal de Berdún	2011	1	PP	1,0
22076	Canal de Berdún	2011	2	PSOE	3,0
22076	Canal de Berdún	2011	3	PAR	3,0
22076	Canal de Berdún	2015	6	PSOE	5,0
22076	Canal de Berdún	2015	8	PP	2,0
22077	Candasnos	2007	1	PSOE	4,0
22077	Candasnos	2007	2	PP	3,0
22077	Candasnos	2011	1	PP	4,0
22077	Candasnos	2011	2	PSOE	3,0
22077	Candasnos	2015	6	PSOE	3,0
22077	Candasnos	2015	8	PP	4,0
22078	Canfranc	2007	1	PSOE	5,0
22078	Canfranc	2007	2	PP	0,0
22078	Canfranc	2007	3	PAR	2,0
22078	Canfranc	2011	1	PP	1,0
22078	Canfranc	2011	2	PSOE	5,0
22078	Canfranc	2011	3	PAR	0,0
22078	Canfranc	2011	4	CHA	1,0
22078	Canfranc	2015	6	PSOE	6,0
22078	Canfranc	2015	8	PP	0,0
22078	Canfranc	2015	24	CHA	1,0
22079	Capdesaso	2007	1	PSOE	5,0
22079	Capdesaso	2007	2	PP	0,0
22079	Capdesaso	2007	3	PAR	0,0
22079	Capdesaso	2007	4	CHA	0,0
22079	Capdesaso	2011	1	PP	0,0
22079	Capdesaso	2011	2	PSOE	4,0
22079	Capdesaso	2011	3	PAR	1,0
22079	Capdesaso	2011	4	CHA	0,0
22079	Capdesaso	2015	5	PAR	1,0
22079	Capdesaso	2015	6	PSOE	4,0
22079	Capdesaso	2015	8	PP	0,0
22080	Capella	2007	1	PSOE	4,0
22080	Capella	2007	2	PP	0,0
22080	Capella	2007	3	PAR	3,0
22080	Capella	2011	2	PSOE	3,0
22080	Capella	2011	3	PAR	4,0
22080	Capella	2015	5	PAR	5,0
22080	Capella	2015	6	PSOE	2,0
22081	Casbas de Huesca	2007	1	PSOE	3,0
22081	Casbas de Huesca	2007	2	PP	4,0
22081	Casbas de Huesca	2011	1	PP	3,0
22081	Casbas de Huesca	2011	2	PSOE	1,0
22081	Casbas de Huesca	2011	3	PAR	3,0
22081	Casbas de Huesca	2015	5	PAR	3,0
22081	Casbas de Huesca	2015	6	PSOE	1,0
22081	Casbas de Huesca	2015	8	PP	3,0
22082	Castejón del Puente	2007	3	PAR	3,0
22082	Castejón del Puente	2007	20	AEI-CP	4,0
22082	Castejón del Puente	2011	1	PP	4,0
22082	Castejón del Puente	2011	2	PSOE	1,0
22082	Castejón del Puente	2011	3	PAR	2,0
22082	Castejón del Puente	2015	5	PAR	2,0
22082	Castejón del Puente	2015	6	PSOE	1,0
22082	Castejón del Puente	2015	8	PP	4,0
22083	Castejón de Monegros	2007	1	PSOE	3,0
22083	Castejón de Monegros	2007	2	PP	2,0
22083	Castejón de Monegros	2007	3	PAR	1,0
22083	Castejón de Monegros	2007	4	CHA	1,0
22083	Castejón de Monegros	2011	1	PP	2,0
