Municipio código	Municipio nombre	Año	Orden	Siglas	Concejales
44189	Pozondón	2007	4	CHA	0,0
44189	Pozondón	2011	1	PP	1,0
44189	Pozondón	2011	2	PSOE	0,0
44189	Pozondón	2011	3	PAR	0,0
44189	Pozondón	2011	4	CHA	0,0
44189	Pozondón	2015	5	PAR	0,0
44189	Pozondón	2015	7	CHA	0,0
44189	Pozondón	2015	8	PP	1,0
44190	Pozuel del Campo	2007	1	PSOE	0,0
44190	Pozuel del Campo	2007	2	PP	0,0
44190	Pozuel del Campo	2007	3	PAR	5,0
44190	Pozuel del Campo	2007	4	CHA	0,0
44190	Pozuel del Campo	2011	1	PP	0,0
44190	Pozuel del Campo	2011	2	PSOE	0,0
44190	Pozuel del Campo	2011	3	PAR	2,0
44190	Pozuel del Campo	2011	7	COMPROMISO CON ARAGON	1,0
44190	Pozuel del Campo	2015	5	PAR	2,0
44190	Pozuel del Campo	2015	6	PSOE	1,0
44190	Pozuel del Campo	2015	8	PP	0,0
44191	Puebla de Híjar (La)	2007	1	PSOE	4,0
44191	Puebla de Híjar (La)	2007	2	PP	3,0
44191	Puebla de Híjar (La)	2007	3	PAR	0,0
44191	Puebla de Híjar (La)	2007	5	IU	2,0
44191	Puebla de Híjar (La)	2011	1	PP	1,0
44191	Puebla de Híjar (La)	2011	2	PSOE	2,0
44191	Puebla de Híjar (La)	2011	3	PAR	1,0
44191	Puebla de Híjar (La)	2011	5	IU	5,0
44191	Puebla de Híjar (La)	2015	5	PAR	0,0
44191	Puebla de Híjar (La)	2015	6	PSOE	1,0
44191	Puebla de Híjar (La)	2015	8	PP	1,0
44191	Puebla de Híjar (La)	2015	39	G:IU-LV	5,0
44192	Puebla de Valverde (La)	2007	1	PSOE	3,0
44192	Puebla de Valverde (La)	2007	2	PP	4,0
44192	Puebla de Valverde (La)	2007	3	PAR	0,0
44192	Puebla de Valverde (La)	2011	1	PP	5,0
44192	Puebla de Valverde (La)	2011	2	PSOE	1,0
44192	Puebla de Valverde (La)	2011	3	PAR	1,0
44192	Puebla de Valverde (La)	2015	5	PAR	1,0
44192	Puebla de Valverde (La)	2015	6	PSOE	2,0
44192	Puebla de Valverde (La)	2015	8	PP	4,0
44193	Puertomingalvo	2007	1	PSOE	4,0
44193	Puertomingalvo	2007	2	PP	1,0
44193	Puertomingalvo	2007	3	PAR	0,0
44193	Puertomingalvo	2007	4	CHA	0,0
44193	Puertomingalvo	2007	5	IU	0,0
44193	Puertomingalvo	2011	1	PP	0,0
44193	Puertomingalvo	2011	2	PSOE	4,0
44193	Puertomingalvo	2011	3	PAR	1,0
44193	Puertomingalvo	2011	4	CHA	0,0
44193	Puertomingalvo	2015	5	PAR	0,0
44193	Puertomingalvo	2015	6	PSOE	4,0
44193	Puertomingalvo	2015	8	PP	1,0
44194	Ráfales	2007	1	PSOE	0,0
44194	Ráfales	2007	3	PAR	5,0
44194	Ráfales	2011	1	PP	0,0
44194	Ráfales	2011	3	PAR	5,0
44194	Ráfales	2015	5	PAR	5,0
44194	Ráfales	2015	8	PP	0,0
44194	Ráfales	2015	26	CHA	0,0
44195	Rillo	2007	1	PSOE	0,0
44195	Rillo	2007	2	PP	5,0
44195	Rillo	2007	3	PAR	0,0
44195	Rillo	2007	4	CHA	0,0
44195	Rillo	2011	1	PP	4,0
44195	Rillo	2011	2	PSOE	0,0
44195	Rillo	2011	3	PAR	1,0
44195	Rillo	2015	5	PAR	3,0
44195	Rillo	2015	6	PSOE	1,0
44195	Rillo	2015	8	PP	1,0
44196	Riodeva	2007	1	PSOE	1,0
44196	Riodeva	2007	2	PP	0,0
44196	Riodeva	2007	3	PAR	4,0
44196	Riodeva	2007	4	CHA	0,0
44196	Riodeva	2011	1	PP	0,0
44196	Riodeva	2011	2	PSOE	1,0
44196	Riodeva	2011	3	PAR	4,0
44196	Riodeva	2011	4	CHA	0,0
44196	Riodeva	2015	5	PAR	4,0
44196	Riodeva	2015	6	PSOE	0,0
44196	Riodeva	2015	8	PP	1,0
44197	Ródenas	2007	1	PSOE	0,0
44197	Ródenas	2007	2	PP	1,0
44197	Ródenas	2011	1	PP	1,0
44197	Ródenas	2011	2	PSOE	2,0
44197	Ródenas	2011	3	PAR	0,0
44197	Ródenas	2015	5	PAR	0,0
44197	Ródenas	2015	6	PSOE	2,0
44197	Ródenas	2015	8	PP	1,0
44198	Royuela	2007	1	PSOE	0,0
44198	Royuela	2007	2	PP	4,0
44198	Royuela	2007	3	PAR	1,0
44198	Royuela	2007	4	CHA	0,0
44198	Royuela	2007	5	IU	0,0
44198	Royuela	2011	1	PP	2,0
44198	Royuela	2011	2	PSOE	0,0
44198	Royuela	2011	3	PAR	1,0
44198	Royuela	2011	7	COMPROMISO CON ARAGON	2,0
44198	Royuela	2015	5	PAR	3,0
44198	Royuela	2015	6	PSOE	0,0
44198	Royuela	2015	7	CHA	0,0
44198	Royuela	2015	8	PP	1,0
44198	Royuela	2015	12	COMPROMISO CON ARAGON	1,0
44199	Rubiales	2007	1	PSOE	0,0
44199	Rubiales	2007	2	PP	1,0
44199	Rubiales	2007	3	PAR	0,0
44199	Rubiales	2011	1	PP	2,0
44199	Rubiales	2011	2	PSOE	0,0
44199	Rubiales	2011	3	PAR	1,0
44199	Rubiales	2015	4	C's	0,0
44199	Rubiales	2015	5	PAR	1,0
44199	Rubiales	2015	8	PP	2,0
44200	Rubielos de la Cérida	2007	1	PSOE	0,0
44200	Rubielos de la Cérida	2007	2	PP	0,0
44200	Rubielos de la Cérida	2007	3	PAR	1,0
44200	Rubielos de la Cérida	2011	1	PP	0,0
44200	Rubielos de la Cérida	2011	2	PSOE	1,0
44200	Rubielos de la Cérida	2011	3	PAR	2,0
44200	Rubielos de la Cérida	2015	5	PAR	3,0
44201	Rubielos de Mora	2007	1	PSOE	5,0
44201	Rubielos de Mora	2007	3	PAR	2,0
44201	Rubielos de Mora	2011	1	PP	0,0
44201	Rubielos de Mora	2011	2	PSOE	4,0
44201	Rubielos de Mora	2011	3	PAR	3,0
44201	Rubielos de Mora	2015	5	PAR	2,0
44201	Rubielos de Mora	2015	6	PSOE	5,0
44201	Rubielos de Mora	2015	8	PP	0,0
44203	Salcedillo	2007	1	PSOE	0,0
44203	Salcedillo	2007	2	PP	1,0
44203	Salcedillo	2011	1	PP	1,0
44203	Salcedillo	2011	3	PAR	0,0
44203	Salcedillo	2015	8	PP	1,0
44204	Saldón	2007	1	PSOE	1,0
44204	Saldón	2007	2	PP	0,0
44204	Saldón	2011	1	PP	0,0
44204	Saldón	2011	2	PSOE	1,0
44204	Saldón	2015	5	PAR	0,0
44204	Saldón	2015	6	PSOE	1,0
44204	Saldón	2015	8	PP	0,0
44205	Samper de Calanda	2007	1	PSOE	6,0
44205	Samper de Calanda	2007	2	PP	2,0
44205	Samper de Calanda	2007	3	PAR	1,0
44205	Samper de Calanda	2011	1	PP	1,0
44205	Samper de Calanda	2011	2	PSOE	5,0
44205	Samper de Calanda	2011	3	PAR	1,0
44205	Samper de Calanda	2015	5	PAR	1,0
44205	Samper de Calanda	2015	6	PSOE	4,0
44205	Samper de Calanda	2015	8	PP	2,0
44206	San Agustín	2007	1	PSOE	4,0
44206	San Agustín	2007	2	PP	0,0
44206	San Agustín	2007	3	PAR	1,0
44206	San Agustín	2007	4	CHA	0,0
44206	San Agustín	2007	5	IU	0,0
44206	San Agustín	2011	1	PP	0,0
44206	San Agustín	2011	2	PSOE	4,0
44206	San Agustín	2011	3	PAR	1,0
44206	San Agustín	2011	5	IU	0,0
44206	San Agustín	2015	5	PAR	4,0
44206	San Agustín	2015	6	PSOE	1,0
44206	San Agustín	2015	8	PP	0,0
44206	San Agustín	2015	57	G:IU-LV	0,0
44207	San Martín del Río	2007	1	PSOE	5,0
44207	San Martín del Río	2007	2	PP	0,0
44207	San Martín del Río	2007	3	PAR	0,0
44207	San Martín del Río	2007	4	CHA	0,0
44207	San Martín del Río	2011	1	PP	0,0
44207	San Martín del Río	2011	2	PSOE	5,0
44207	San Martín del Río	2011	3	PAR	0,0
44207	San Martín del Río	2015	5	PAR	0,0
44207	San Martín del Río	2015	6	PSOE	5,0
44207	San Martín del Río	2015	7	CHA	0,0
44207	San Martín del Río	2015	8	PP	0,0
44208	Santa Cruz de Nogueras	2007	1	PSOE	0,0
44208	Santa Cruz de Nogueras	2007	2	PP	0,0
44208	Santa Cruz de Nogueras	2007	3	PAR	1,0
44208	Santa Cruz de Nogueras	2011	1	PP	0,0
44208	Santa Cruz de Nogueras	2011	3	PAR	1,0
44208	Santa Cruz de Nogueras	2015	5	PAR	1,0
44209	Santa Eulalia	2007	1	PSOE	5,0
44209	Santa Eulalia	2007	2	PP	3,0
44209	Santa Eulalia	2007	3	PAR	1,0
44209	Santa Eulalia	2007	4	CHA	0,0
44209	Santa Eulalia	2011	1	PP	3,0
44209	Santa Eulalia	2011	2	PSOE	4,0
44209	Santa Eulalia	2011	3	PAR	1,0
44209	Santa Eulalia	2011	5	IU	1,0
44209	Santa Eulalia	2011	7	COMPROMISO CON ARAGON	0,0
44209	Santa Eulalia	2015	5	PAR	1,0
44209	Santa Eulalia	2015	6	PSOE	4,0
44209	Santa Eulalia	2015	8	PP	4,0
44209	Santa Eulalia	2015	57	G:IU-LV	0,0
44210	Sarrión	2007	1	PSOE	2,0
44210	Sarrión	2007	2	PP	2,0
44210	Sarrión	2007	3	PAR	4,0
44210	Sarrión	2007	4	CHA	1,0
44210	Sarrión	2011	1	PP	2,0
44210	Sarrión	2011	2	PSOE	3,0
44210	Sarrión	2011	3	PAR	3,0
44210	Sarrión	2011	4	CHA	1,0
44210	Sarrión	2015	5	PAR	2,0
44210	Sarrión	2015	6	PSOE	4,0
44210	Sarrión	2015	7	CHA	2,0
44210	Sarrión	2015	8	PP	1,0
44211	Segura de los Baños	2007	1	PSOE	0,0
44211	Segura de los Baños	2007	2	PP	0,0
44211	Segura de los Baños	2007	3	PAR	1,0
44211	Segura de los Baños	2011	7	COMPROMISO CON ARAGON	3,0
44211	Segura de los Baños	2015	6	PSOE	0,0
44211	Segura de los Baños	2015	12	COMPROMISO CON ARAGON	1,0
44212	Seno	2007	1	PSOE	0,0
44212	Seno	2007	2	PP	0,0
44212	Seno	2007	3	PAR	1,0
44212	Seno	2011	1	PP	0,0
44212	Seno	2011	3	PAR	3,0
44212	Seno	2015	5	PAR	3,0
44212	Seno	2015	6	PSOE	0,0
44212	Seno	2015	8	PP	0,0
44213	Singra	2007	1	PSOE	1,0
44213	Singra	2007	2	PP	0,0
44213	Singra	2007	3	PAR	0,0
44213	Singra	2007	4	CHA	0,0
44213	Singra	2011	1	PP	1,0
44213	Singra	2011	2	PSOE	2,0
44213	Singra	2011	3	PAR	0,0
44213	Singra	2011	4	CHA	0,0
44213	Singra	2015	5	PAR	0,0
44213	Singra	2015	6	PSOE	2,0
44213	Singra	2015	8	PP	1,0
44215	Terriente	2007	1	PSOE	1,0
44215	Terriente	2007	2	PP	0,0
44215	Terriente	2007	3	PAR	4,0
44215	Terriente	2007	4	CHA	0,0
44215	Terriente	2007	5	IU	0,0
44215	Terriente	2011	1	PP	0,0
44215	Terriente	2011	2	PSOE	1,0
44215	Terriente	2011	3	PAR	4,0
44215	Terriente	2011	4	CHA	0,0
44215	Terriente	2015	5	PAR	4,0
44215	Terriente	2015	6	PSOE	0,0
44215	Terriente	2015	7	CHA	0,0
44215	Terriente	2015	8	PP	1,0
44216	Teruel	2007	1	PSOE	7,0
44216	Teruel	2007	2	PP	8,0
44216	Teruel	2007	3	PAR	4,0
44216	Teruel	2007	4	CHA	2,0
44216	Teruel	2007	5	IU	0,0
44216	Teruel	2007	8	PCUA	0,0
44216	Teruel	2007	38	FAMILIA Y V	0,0
44216	Teruel	2011	1	PP	12,0
44216	Teruel	2011	2	PSOE	5,0
44216	Teruel	2011	3	PAR	1,0
44216	Teruel	2011	4	CHA	2,0
44216	Teruel	2011	5	IU	1,0
44216	Teruel	2011	6	UPyD	0,0
44216	Teruel	2011	7	COMPROMISO CON ARAGON	0,0
44216	Teruel	2015	4	C's	2,0
44216	Teruel	2015	5	PAR	2,0
44216	Teruel	2015	6	PSOE	5,0
44216	Teruel	2015	7	CHA	1,0
44216	Teruel	2015	8	PP	8,0
44216	Teruel	2015	10	EB	0,0
44216	Teruel	2015	12	COMPROMISO CON ARAGON	0,0
44216	Teruel	2015	16	G:IU-LV	3,0
44216	Teruel	2015	28	FIA	0,0
44217	Toril y Masegoso	2007	1	PSOE	1,0
44217	Toril y Masegoso	2007	2	PP	0,0
44217	Toril y Masegoso	2011	1	PP	0,0
44217	Toril y Masegoso	2011	2	PSOE	1,0
44217	Toril y Masegoso	2011	3	PAR	0,0
44217	Toril y Masegoso	2011	4	CHA	0,0
44217	Toril y Masegoso	2015	6	PSOE	1,0
44217	Toril y Masegoso	2015	7	CHA	0,0
44217	Toril y Masegoso	2015	8	PP	0,0
44218	Tormón	2007	1	PSOE	0,0
44218	Tormón	2007	2	PP	0,0
44218	Tormón	2007	3	PAR	1,0
44218	Tormón	2011	1	PP	1,0
44218	Tormón	2011	2	PSOE	0,0
44218	Tormón	2011	3	PAR	0,0
44218	Tormón	2015	5	PAR	0,0
44218	Tormón	2015	8	PP	1,0
44219	Tornos	2007	1	PSOE	4,0
44219	Tornos	2007	2	PP	1,0
44219	Tornos	2007	3	PAR	0,0
44219	Tornos	2007	4	CHA	0,0
44219	Tornos	2011	1	PP	2,0
44219	Tornos	2011	2	PSOE	3,0
44219	Tornos	2011	3	PAR	0,0
44219	Tornos	2011	4	CHA	0,0
44219	Tornos	2015	5	PAR	0,0
44219	Tornos	2015	6	PSOE	5,0
44219	Tornos	2015	7	CHA	0,0
44220	Torralba de los Sisones	2007	1	PSOE	0,0
44220	Torralba de los Sisones	2007	2	PP	2,0
44220	Torralba de los Sisones	2007	3	PAR	3,0
44220	Torralba de los Sisones	2007	4	CHA	0,0
44220	Torralba de los Sisones	2011	1	PP	2,0
44220	Torralba de los Sisones	2011	2	PSOE	0,0
44220	Torralba de los Sisones	2011	3	PAR	3,0
44220	Torralba de los Sisones	2015	5	PAR	5,0
44220	Torralba de los Sisones	2015	6	PSOE	0,0
44221	Torrecilla de Alcañiz	2007	1	PSOE	4,0
44221	Torrecilla de Alcañiz	2007	2	PP	3,0
44221	Torrecilla de Alcañiz	2007	3	PAR	0,0
44221	Torrecilla de Alcañiz	2011	1	PP	3,0
44221	Torrecilla de Alcañiz	2011	2	PSOE	4,0
44221	Torrecilla de Alcañiz	2015	6	PSOE	4,0
44221	Torrecilla de Alcañiz	2015	8	PP	3,0
44222	Torrecilla del Rebollar	2007	1	PSOE	1,0
44222	Torrecilla del Rebollar	2007	2	PP	4,0
44222	Torrecilla del Rebollar	2007	3	PAR	0,0
44222	Torrecilla del Rebollar	2007	4	CHA	0,0
44222	Torrecilla del Rebollar	2011	1	PP	4,0
44222	Torrecilla del Rebollar	2011	2	PSOE	1,0
44222	Torrecilla del Rebollar	2011	3	PAR	0,0
44222	Torrecilla del Rebollar	2011	4	CHA	0,0
44222	Torrecilla del Rebollar	2015	5	PAR	0,0
44222	Torrecilla del Rebollar	2015	6	PSOE	2,0
44222	Torrecilla del Rebollar	2015	7	CHA	0,0
44222	Torrecilla del Rebollar	2015	8	PP	3,0
44223	Torre de Arcas	2007	1	PSOE	0,0
44223	Torre de Arcas	2007	2	PP	0,0
44223	Torre de Arcas	2007	3	PAR	1,0
44223	Torre de Arcas	2011	2	PSOE	0,0
44223	Torre de Arcas	2011	3	PAR	3,0
44223	Torre de Arcas	2015	5	PAR	2,0
44223	Torre de Arcas	2015	6	PSOE	1,0
44223	Torre de Arcas	2015	8	PP	0,0
44224	Torre de las Arcas	2007	1	PSOE	1,0
44224	Torre de las Arcas	2007	2	PP	0,0
44224	Torre de las Arcas	2011	2	PSOE	1,0
44224	Torre de las Arcas	2015	6	PSOE	1,0
44225	Torre del Compte	2007	1	PSOE	0,0
44225	Torre del Compte	2007	2	PP	4,0
44225	Torre del Compte	2007	3	PAR	1,0
44225	Torre del Compte	2007	4	CHA	0,0
44225	Torre del Compte	2011	1	PP	4,0
44225	Torre del Compte	2011	2	PSOE	0,0
44225	Torre del Compte	2011	4	CHA	1,0
44225	Torre del Compte	2015	6	PSOE	0,0
44225	Torre del Compte	2015	8	PP	4,0
44225	Torre del Compte	2015	26	CHA	1,0
44226	Torrelacárcel	2007	1	PSOE	4,0
44226	Torrelacárcel	2007	2	PP	0,0
44226	Torrelacárcel	2007	3	PAR	1,0
44226	Torrelacárcel	2007	4	CHA	0,0
44226	Torrelacárcel	2011	1	PP	0,0
44226	Torrelacárcel	2011	2	PSOE	4,0
44226	Torrelacárcel	2011	3	PAR	0,0
44226	Torrelacárcel	2011	4	CHA	0,0
44226	Torrelacárcel	2011	5	IU	1,0
44226	Torrelacárcel	2015	5	PAR	0,0
44226	Torrelacárcel	2015	6	PSOE	4,0
44226	Torrelacárcel	2015	7	CHA	0,0
44226	Torrelacárcel	2015	8	PP	1,0
44226	Torrelacárcel	2015	39	G:IU-LV	0,0
44227	Torre los Negros	2007	1	PSOE	2,0
44227	Torre los Negros	2007	2	PP	3,0
44227	Torre los Negros	2007	3	PAR	0,0
44227	Torre los Negros	2007	4	CHA	0,0
44227	Torre los Negros	2011	1	PP	4,0
44227	Torre los Negros	2011	2	PSOE	1,0
44227	Torre los Negros	2011	3	PAR	0,0
44227	Torre los Negros	2015	5	PAR	2,0
44227	Torre los Negros	2015	8	PP	1,0
44228	Torremocha de Jiloca	2007	2	PP	2,0
44228	Torremocha de Jiloca	2007	3	PAR	1,0
44228	Torremocha de Jiloca	2007	4	CHA	1,0
44228	Torremocha de Jiloca	2011	1	PP	4,0
44228	Torremocha de Jiloca	2011	2	PSOE	0,0
44228	Torremocha de Jiloca	2011	3	PAR	1,0
44228	Torremocha de Jiloca	2011	4	CHA	0,0
44228	Torremocha de Jiloca	2015	5	PAR	1,0
44228	Torremocha de Jiloca	2015	6	PSOE	0,0
44228	Torremocha de Jiloca	2015	7	CHA	0,0
44228	Torremocha de Jiloca	2015	8	PP	4,0
44229	Torres de Albarracín	2007	1	PSOE	1,0
44229	Torres de Albarracín	2007	2	PP	0,0
44229	Torres de Albarracín	2007	3	PAR	4,0
44229	Torres de Albarracín	2007	4	CHA	0,0
44229	Torres de Albarracín	2007	5	IU	0,0
44229	Torres de Albarracín	2011	1	PP	1,0
44229	Torres de Albarracín	2011	2	PSOE	0,0
44229	Torres de Albarracín	2011	3	PAR	4,0
44229	Torres de Albarracín	2011	4	CHA	0,0
44229	Torres de Albarracín	2011	5	IU	0,0
44229	Torres de Albarracín	2015	4	C's	2,0
44229	Torres de Albarracín	2015	5	PAR	3,0
44229	Torres de Albarracín	2015	6	PSOE	0,0
44229	Torres de Albarracín	2015	7	CHA	0,0
44229	Torres de Albarracín	2015	8	PP	0,0
44229	Torres de Albarracín	2015	57	G:IU-LV	0,0
44230	Torrevelilla	2007	1	PSOE	4,0
44230	Torrevelilla	2007	2	PP	1,0
44230	Torrevelilla	2007	3	PAR	0,0
44230	Torrevelilla	2007	4	CHA	0,0
44230	Torrevelilla	2011	1	PP	2,0
44230	Torrevelilla	2011	2	PSOE	3,0
44230	Torrevelilla	2011	3	PAR	0,0
44230	Torrevelilla	2015	5	PAR	1,0
44230	Torrevelilla	2015	6	PSOE	4,0
44230	Torrevelilla	2015	8	PP	0,0
44230	Torrevelilla	2015	26	CHA	0,0
44231	Torrijas	2007	1	PSOE	0,0
44231	Torrijas	2007	2	PP	0,0
44231	Torrijas	2007	3	PAR	1,0
44231	Torrijas	2011	1	PP	1,0
44231	Torrijas	2011	2	PSOE	0,0
44231	Torrijas	2011	3	PAR	2,0
44231	Torrijas	2011	5	IU	0,0
44231	Torrijas	2015	5	PAR	1,0
44231	Torrijas	2015	8	PP	2,0
44231	Torrijas	2015	57	G:IU-LV	0,0
44232	Torrijo del Campo	2007	1	PSOE	3,0
44232	Torrijo del Campo	2007	3	PAR	4,0
44232	Torrijo del Campo	2007	4	CHA	0,0
44232	Torrijo del Campo	2011	2	PSOE	2,0
44232	Torrijo del Campo	2011	3	PAR	5,0
44232	Torrijo del Campo	2015	5	PAR	4,0
44232	Torrijo del Campo	2015	6	PSOE	3,0
44234	Tramacastiel	2007	1	PSOE	1,0
44234	Tramacastiel	2007	2	PP	0,0
44234	Tramacastiel	2007	3	PAR	4,0
44234	Tramacastiel	2007	5	IU	0,0
44234	Tramacastiel	2011	1	PP	0,0
44234	Tramacastiel	2011	2	PSOE	1,0
44234	Tramacastiel	2011	3	PAR	2,0
44234	Tramacastiel	2015	5	PAR	2,0
44234	Tramacastiel	2015	6	PSOE	1,0
44234	Tramacastiel	2015	8	PP	0,0
44235	Tramacastilla	2007	1	PSOE	1,0
44235	Tramacastilla	2007	2	PP	3,0
44235	Tramacastilla	2007	3	PAR	1,0
44235	Tramacastilla	2007	4	CHA	0,0
44235	Tramacastilla	2007	5	IU	0,0
44235	Tramacastilla	2011	1	PP	4,0
44235	Tramacastilla	2011	2	PSOE	0,0
44235	Tramacastilla	2011	3	PAR	1,0
44235	Tramacastilla	2011	4	CHA	0,0
44235	Tramacastilla	2015	4	C's	1,0
44235	Tramacastilla	2015	5	PAR	0,0
44235	Tramacastilla	2015	6	PSOE	0,0
44235	Tramacastilla	2015	7	CHA	0,0
44235	Tramacastilla	2015	8	PP	4,0
44235	Tramacastilla	2015	12	COMPROMISO CON ARAGON	0,0
44236	Tronchón	2007	1	PSOE	1,0
44236	Tronchón	2007	2	PP	0,0
44236	Tronchón	2007	3	PAR	0,0
44236	Tronchón	2011	1	PP	2,0
44236	Tronchón	2011	2	PSOE	3,0
44236	Tronchón	2011	3	PAR	0,0
44236	Tronchón	2015	5	PAR	1,0
44236	Tronchón	2015	6	PSOE	1,0
44236	Tronchón	2015	8	PP	1,0
44237	Urrea de Gaén	2007	1	PSOE	4,0
44237	Urrea de Gaén	2007	2	PP	3,0
44237	Urrea de Gaén	2007	3	PAR	0,0
44237	Urrea de Gaén	2011	1	PP	3,0
44237	Urrea de Gaén	2011	2	PSOE	4,0
44237	Urrea de Gaén	2011	3	PAR	0,0
44237	Urrea de Gaén	2015	8	PP	7,0
44238	Utrillas	2007	1	PSOE	5,0
44238	Utrillas	2007	2	PP	0,0
44238	Utrillas	2007	3	PAR	5,0
44238	Utrillas	2007	4	CHA	0,0
44238	Utrillas	2007	5	IU	1,0
44238	Utrillas	2011	1	PP	1,0
44238	Utrillas	2011	2	PSOE	5,0
44238	Utrillas	2011	3	PAR	0,0
44238	Utrillas	2011	4	CHA	0,0
44238	Utrillas	2011	5	IU	0,0
44238	Utrillas	2011	7	COMPROMISO CON ARAGON	5,0
44238	Utrillas	2015	5	PAR	0,0
44238	Utrillas	2015	6	PSOE	5,0
44238	Utrillas	2015	7	CHA	0,0
44238	Utrillas	2015	8	PP	0,0
44238	Utrillas	2015	12	COMPROMISO CON ARAGON	6,0
44238	Utrillas	2015	74	G:IU-LV	0,0
44239	Valacloche	2007	1	PSOE	0,0
44239	Valacloche	2007	2	PP	0,0
44239	Valacloche	2007	3	PAR	1,0
44239	Valacloche	2011	1	PP	0,0
44239	Valacloche	2011	3	PAR	1,0
44239	Valacloche	2015	5	PAR	1,0
44239	Valacloche	2015	8	PP	0,0
44240	Valbona	2007	1	PSOE	1,0
44240	Valbona	2007	2	PP	4,0
44240	Valbona	2007	3	PAR	0,0
44240	Valbona	2007	4	CHA	0,0
44240	Valbona	2007	5	IU	0,0
44240	Valbona	2011	1	PP	4,0
44240	Valbona	2011	2	PSOE	1,0
44240	Valbona	2011	3	PAR	0,0
44240	Valbona	2015	5	PAR	0,0
44240	Valbona	2015	6	PSOE	1,0
44240	Valbona	2015	8	PP	4,0
44241	Valdealgorfa	2007	1	PSOE	5,0
44241	Valdealgorfa	2007	2	PP	1,0
44241	Valdealgorfa	2007	3	PAR	1,0
44241	Valdealgorfa	2011	1	PP	4,0
44241	Valdealgorfa	2011	2	PSOE	2,0
44241	Valdealgorfa	2011	3	PAR	1,0
44241	Valdealgorfa	2015	5	PAR	3,0
44241	Valdealgorfa	2015	8	PP	4,0
44243	Valdecuenca	2007	1	PSOE	0,0
