Año	Municipio código	Municipio nombre	Rústica   Base imponible (miles de euros)	Rústica   Cuota (euros)
2002	50059	Bujaraloz	3798,0	21649,0
2002	50060	Bulbuente	887,0	5766,0
2002	50061	Bureta	546,0	3822,0
2002	50062	Burgo de Ebro (El)	5084,0	22878,0
2002	50063	Buste (El)	80,0	240,0
2002	50064	Cabañas de Ebro	2614,0	15684,0
2002	50065	Cabolafuente	696,0	3480,0
2002	50066	Cadrete	759,0	3795,0
2002	50067	Calatayud	7080,0	35400,0
2002	50068	Calatorao	9135,0	27405,0
2002	50069	Calcena	134,0	603,0
2002	50070	Calmarza	394,0	3152,0
2002	50071	Campillo de Aragón	656,0	3280,0
2002	50072	Carenas	277,0	1662,0
2002	50073	Cariñena	7716,0	42438,0
2002	50074	Caspe	23399,0	180172,0
2002	50075	Castejón de Alarba	315,0	945,0
2002	50076	Castejón de las Armas	233,0	1398,0
2002	50077	Castejón de Valdejasa	2601,0	16907,0
2002	50078	Castiliscar	3655,0	25585,0
2002	50079	Cervera de la Cañada	1195,0	7170,0
2002	50080	Cerveruela	165,0	495,0
2002	50081	Cetina	2185,0	7648,0
2002	50082	Cimballa	651,0	2604,0
2002	50083	Cinco Olivas	367,0	1101,0
2002	50084	Clarés de Ribota	334,0	1002,0
2002	50085	Codo	599,0	2396,0
2002	50086	Codos	860,0	4300,0
2002	50087	Contamina	507,0	3042,0
2002	50088	Cosuenda	925,0	5735,0
2002	50089	Cuarte de Huerva	569,0	2845,0
2002	50090	Cubel	1069,0	3207,0
2002	50091	Cuerlas (Las)	892,0	5352,0
2002	50092	Chiprana	4386,0	13158,0
2002	50093	Chodes	920,0	2760,0
2002	50094	Daroca	3122,0	18732,0
2002	50095	Ejea de los Caballeros	85175,0	476980,0
2002	50096	Embid de Ariza	738,0	2214,0
2002	50098	Encinacorba	492,0	1968,0
2002	50099	Épila	17575,0	122849,0
2002	50100	Erla	2334,0	15171,0
2002	50101	Escatrón	2047,0	17604,0
2002	50102	Fabara	3626,0	17767,0
2002	50104	Farlete	2322,0	18576,0
2002	50105	Fayón	560,0	4480,0
2002	50106	Fayos (Los)	36,0	144,0
2002	50107	Figueruelas	3575,0	10725,0
2002	50108	Fombuena	138,0	414,0
2002	50109	Frago (El)	332,0	1992,0
2002	50110	Frasno (El)	792,0	4752,0
2002	50111	Fréscano	1954,0	9282,0
2002	50113	Fuendejalón	2869,0	18649,0
2002	50114	Fuendetodos	990,0	7920,0
2002	50115	Fuentes de Ebro	8604,0	55926,0
2002	50116	Fuentes de Jiloca	1300,0	7800,0
2002	50117	Gallocanta	483,0	2898,0
2002	50118	Gallur	8217,0	65736,0
2002	50119	Gelsa	3476,0	29894,0
2002	50120	Godojos	255,0	765,0
2002	50121	Gotor	405,0	2025,0
2002	50122	Grisel	589,0	2945,0
2002	50123	Grisén	1713,0	10278,0
2002	50124	Herrera de los Navarros	2603,0	16920,0
2002	50125	Ibdes	1802,0	10812,0
2002	50126	Illueca	378,0	1512,0
2002	50128	Isuerre	374,0	1122,0
2002	50129	Jaraba	750,0	6000,0
2002	50130	Jarque	952,0	3808,0
2002	50131	Jaulín	1164,0	6402,0
2002	50132	Joyosa (La)	1888,0	8666,0
2002	50133	Lagata	759,0	4934,0
2002	50134	Langa del Castillo	1269,0	3807,0
2002	50135	Layana	499,0	2645,0
2002	50136	Lécera	2388,0	19104,0
2002	50137	Leciñena	4774,0	28644,0
2002	50138	Lechón	781,0	2734,0
2002	50139	Letux	1303,0	8470,0
2002	50140	Litago	560,0	2800,0
2002	50141	Lituénigo	201,0	804,0
2002	50142	Lobera de Onsella	268,0	1179,0
2002	50143	Longares	2429,0	11416,0
2002	50144	Longás	229,0	1008,0
2002	50146	Lucena de Jalón	3194,0	15970,0
2002	50147	Luceni	4993,0	31955,0
2002	50148	Luesia	2105,0	16840,0
2002	50149	Luesma	250,0	750,0
2002	50150	Lumpiaque	1414,0	9191,0
2002	50151	Luna	17985,0	143880,0
2002	50152	Maella	5948,0	26766,0
2002	50153	Magallón	4042,0	28294,0
2002	50154	Mainar	1011,0	3033,0
2002	50155	Malanquilla	497,0	1491,0
2002	50156	Maleján	0,0	0,0
2002	50157	Malón	918,0	5508,0
2002	50159	Maluenda	2048,0	10240,0
2002	50160	Mallén	6784,0	47488,0
2002	50161	Manchones	712,0	3916,0
2002	50162	Mara	1064,0	4256,0
2002	50163	María de Huerva	2065,0	12390,0
2002	50164	Mediana de Aragón	1791,0	14328,0
2002	50165	Mequinenza	5377,0	21508,0
2002	50166	Mesones de Isuela	1030,0	5150,0
2002	50167	Mezalocha	1877,0	15016,0
2002	50168	Mianos	449,0	2919,0
2002	50169	Miedes de Aragón	1631,0	4893,0
2002	50170	Monegrillo	3849,0	17321,0
2002	50171	Moneva	882,0	6306,0
2002	50172	Monreal de Ariza	2622,0	10488,0
2002	50173	Monterde	1534,0	9204,0
2002	50174	Montón	921,0	4605,0
2002	50175	Morata de Jalón	1367,0	4101,0
2002	50176	Morata de Jiloca	1221,0	5495,0
2002	50177	Morés	621,0	2795,0
2002	50178	Moros	3284,0	19704,0
2002	50179	Moyuela	1093,0	7105,0
2002	50180	Mozota	444,0	2442,0
2002	50181	Muel	2890,0	13005,0
2002	50182	Muela (La)	3404,0	10212,0
2002	50183	Munébrega	1059,0	8472,0
2002	50184	Murero	526,0	2893,0
2002	50185	Murillo de Gállego	591,0	3546,0
2002	50186	Navardún	622,0	2737,0
2002	50187	Nigüella	552,0	2484,0
2002	50188	Nombrevilla	295,0	1033,0
2002	50189	Nonaspe	2367,0	18936,0
2002	50190	Novallas	2335,0	15178,0
2002	50191	Novillas	8277,0	45524,0
2002	50192	Nuévalos	595,0	1785,0
2002	50193	Nuez de Ebro	2054,0	13351,0
2002	50194	Olvés	334,0	1670,0
2002	50195	Orcajo	247,0	741,0
2002	50196	Orera	322,0	966,0
2002	50197	Orés	830,0	5395,0
2002	50198	Oseja	54,0	189,0
2002	50199	Osera de Ebro	4226,0	22820,0
2002	50200	Paniza	1230,0	7011,0
2002	50201	Paracuellos de Jiloca	1793,0	11655,0
2002	50202	Paracuellos de la Ribera	804,0	4824,0
2002	50203	Pastriz	4603,0	27618,0
2002	50204	Pedrola	7371,0	36855,0
2002	50205	Pedrosas (Las)	851,0	5532,0
2002	50206	Perdiguera	2850,0	17100,0
2002	50207	Piedratajada	1160,0	4640,0
2002	50208	Pina de Ebro	20509,0	133309,0
2002	50209	Pinseque	4087,0	22479,0
2002	50210	Pintanos (Los)	754,0	2262,0
2002	50211	Plasencia de Jalón	2534,0	12670,0
2002	50212	Pleitas	806,0	5594,0
2002	50213	Plenas	761,0	4947,0
2002	50214	Pomer	145,0	435,0
2002	50215	Pozuel de Ariza	429,0	2789,0
2002	50216	Pozuelo de Aragón	957,0	4785,0
2002	50217	Pradilla de Ebro	2303,0	19806,0
2002	50218	Puebla de Albortón	1162,0	3486,0
2002	50219	Puebla de Alfindén (La)	2634,0	12907,0
2002	50220	Puendeluna	348,0	2192,0
2002	50221	Purujosa	93,0	279,0
2002	50222	Quinto	11543,0	46172,0
2002	50223	Remolinos	1499,0	11992,0
2002	50224	Retascón	743,0	2601,0
2002	50225	Ricla	10213,0	45959,0
2002	50227	Romanos	796,0	2388,0
2002	50228	Rueda de Jalón	6204,0	31020,0
2002	50229	Ruesca	275,0	825,0
2002	50230	Sádaba	16181,0	101940,0
2002	50231	Salillas de Jalón	1036,0	5180,0
2002	50232	Salvatierra de Esca	650,0	4225,0
2002	50233	Samper del Salz	396,0	2574,0
2002	50234	San Martín de la Virgen de Moncayo	165,0	1073,0
2002	50235	San Mateo de Gállego	4324,0	34592,0
2002	50236	Santa Cruz de Grío	225,0	1463,0
2002	50237	Santa Cruz de Moncayo	279,0	977,0
2002	50238	Santa Eulalia de Gállego	250,0	1500,0
2002	50239	Santed	395,0	2370,0
2002	50240	Sástago	8103,0	37274,0
2002	50241	Saviñán	1661,0	12291,0
2002	50242	Sediles	75,0	450,0
2002	50243	Sestrica	472,0	2124,0
2002	50244	Sierra de Luna	2236,0	17888,0
2002	50245	Sigüés	1117,0	7261,0
2002	50246	Sisamón	669,0	2007,0
2002	50247	Sobradiel	2889,0	11556,0
2002	50248	Sos del Rey Católico	11895,0	52338,0
2002	50249	Tabuenca	1012,0	5060,0
2002	50250	Talamantes	249,0	747,0
2002	50251	Tarazona	13242,0	82630,0
2002	50252	Tauste	55943,0	366986,0
2002	50253	Terrer	3053,0	17097,0
2002	50254	Tierga	1093,0	4919,0
2002	50255	Tobed	296,0	2013,0
2002	50256	Torralba de los Frailes	961,0	2883,0
2002	50257	Torralba de Ribota	749,0	4494,0
2002	50258	Torralbilla	685,0	2055,0
2002	50259	Torrehermosa	387,0	1935,0
2002	50260	Torrelapaja	128,0	384,0
2002	50261	Torrellas	381,0	1905,0
2002	50262	Torres de Berrellén	6796,0	31262,0
2002	50263	Torrijo de la Cañada	1510,0	7550,0
2002	50264	Tosos	1409,0	8454,0
2002	50265	Trasmoz	919,0	2757,0
2002	50266	Trasobares	486,0	3159,0
2002	50267	Uncastillo	5167,0	41336,0
2002	50268	Undués de Lerda	561,0	2468,0
2002	50269	Urrea de Jalón	2193,0	12062,0
2002	50270	Urriés	625,0	1875,0
2002	50271	Used	2613,0	7839,0
2002	50272	Utebo	4159,0	15388,0
2002	50273	Valdehorna	67,0	201,0
2002	50274	Val de San Martín	324,0	972,0
2002	50275	Valmadrid	459,0	1377,0
2002	50276	Valpalmas	1507,0	9796,0
2002	50277	Valtorres	10,0	60,0
2002	50278	Velilla de Ebro	1835,0	11928,0
2002	50279	Velilla de Jiloca	933,0	3732,0
2002	50280	Vera de Moncayo	1852,0	6482,0
2002	50281	Vierlas	691,0	3801,0
2002	50282	Vilueña (La)	307,0	1842,0
2002	50283	Villadoz	705,0	2115,0
2002	50284	Villafeliche	730,0	3285,0
2002	50285	Villafranca de Ebro	3072,0	13517,0
2002	50286	Villalba de Perejil	547,0	1641,0
2002	50287	Villalengua	1640,0	9840,0
2002	50288	Villanueva de Gállego	5448,0	26804,0
2002	50289	Villanueva de Jiloca	302,0	906,0
2002	50290	Villanueva de Huerva	1777,0	8885,0
2002	50291	Villar de los Navarros	1297,0	10376,0
2002	50292	Villarreal de Huerva	761,0	2283,0
2002	50293	Villarroya de la Sierra	2061,0	12366,0
2002	50294	Villarroya del Campo	706,0	2118,0
2002	50295	Vistabella	122,0	671,0
2002	50296	Zaida (La)	1056,0	6864,0
2002	50297	Zaragoza	72574,0	508018,0
2002	50298	Zuera	18119,0	77912,0
2002	50901	Biel	765,0	4590,0
2002	50902	Marracos	1305,0	5873,0
