Año	Comarca código	Comarca nombre	Residencial	BI Almacén, estacionamiento	BI Comercial	BI Ocio, hostelería	BI Industrial	BI Cultural	BI Deportivo	BI Oficinas	BI Edificios singulares	BI Religioso	BI Espectáculos	BI Sin definir	BI Suelo vacante	BI Sanidad, benefic	Total
2014	33	Matarraña / Matarranya	7836,0	664,0	50,0	43,0	1228,0	33,0	32,0	11,0	19,0	44,0	5,0	3557,0	1419,0	9,0	11393,0
2015	01	La Jacetania	25876,0	13816,0	916,0	313,0	2649,0	37,0	52,0	90,0	42,0	112,0	1,0	20246,0	2195,0	23,0	46122,0
2015	02	Alto Gállego	18455,0	10535,0	465,0	210,0	1410,0	30,0	45,0	47,0	28,0	63,0	5,0	15411,0	2561,0	12,0	33866,0
2015	03	Sobrarbe	7103,0	1442,0	183,0	130,0	1604,0	33,0	28,0	25,0	43,0	122,0	3,0	5132,0	1514,0	5,0	12235,0
2015	04	La Ribagorza	13879,0	3485,0	301,0	107,0	2685,0	44,0	44,0	24,0	37,0	238,0	3,0	9931,0	2947,0	16,0	23810,0
2015	05	Cinco Villas	20795,0	4827,0	591,0	52,0	3051,0	70,0	66,0	132,0	39,0	91,0	20,0	12177,0	3214,0	24,0	32972,0
2015	06	Hoya de Huesca / Plana de Uesca	40395,0	21280,0	2733,0	121,0	5961,0	97,0	381,0	495,0	62,0	193,0	11,0	35333,0	3947,0	52,0	75728,0
2015	07	Somontano de Barbastro	14875,0	4383,0	671,0	69,0	2386,0	42,0	169,0	100,0	58,0	102,0	5,0	10204,0	2193,0	26,0	25079,0
2015	08	Cinca Medio	12476,0	3692,0	618,0	20,0	2481,0	33,0	50,0	69,0	22,0	28,0	5,0	8969,0	1934,0	17,0	21445,0
2015	09	La Litera / La Llitera	10526,0	2280,0	306,0	12,0	2112,0	23,0	36,0	52,0	14,0	38,0	0,0	6694,0	1804,0	17,0	17220,0
2015	10	Los Monegros	12311,0	413,0	151,0	36,0	3503,0	54,0	90,0	32,0	37,0	89,0	12,0	7141,0	2698,0	26,0	19452,0
2015	11	Bajo Cinca / Baix Cinca	11301,0	2953,0	419,0	60,0	2373,0	34,0	44,0	96,0	21,0	31,0	5,0	7588,0	1530,0	22,0	18889,0
2015	12	Tarazona y el Moncayo	11737,0	1666,0	209,0	39,0	2781,0	26,0	36,0	36,0	7,0	44,0	4,0	6272,0	1410,0	14,0	18009,0
2015	13	Campo de Borja	10187,0	848,0	166,0	30,0	2408,0	23,0	41,0	43,0	13,0	35,0	6,0	5211,0	1588,0	10,0	15398,0
2015	14	Aranda	6093,0	948,0	152,0	11,0	2024,0	20,0	23,0	26,0	13,0	30,0	2,0	4474,0	1217,0	8,0	10567,0
2015	15	Ribera Alta del Ebro	14802,0	2403,0	264,0	38,0	2526,0	35,0	70,0	118,0	22,0	32,0	3,0	8150,0	2614,0	25,0	22952,0
2015	16	Valdejalón	17105,0	3113,0	255,0	32,0	4197,0	32,0	56,0	88,0	16,0	31,0	6,0	11324,0	3480,0	18,0	28429,0
2015	17	D.C. Zaragoza	357836,0	150541,0	28803,0	497,0	11128,0	511,0	392,0	6177,0	130,0	208,0	30,0	211145,0	12336,0	392,0	568981,0
2015	18	Ribera Baja del Ebro	5834,0	185,0	65,0	22,0	1380,0	11,0	31,0	17,0	9,0	27,0	2,0	2802,0	1044,0	9,0	8636,0
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8874,0	1202,0	244,0	24,0	2251,0	23,0	69,0	22,0	11,0	22,0	3,0	5463,0	1576,0	16,0	14337,0
2015	20	Comunidad de Calatayud	34854,0	6957,0	910,0	85,0	6462,0	77,0	137,0	117,0	46,0	192,0	8,0	19944,0	4915,0	38,0	54798,0
2015	21	Campo de Cariñena	8011,0	664,0	89,0	19,0	1947,0	27,0	35,0	39,0	12,0	31,0	8,0	4226,0	1346,0	9,0	12237,0
2015	22	Campo de Belchite	5517,0	73,0	15,0	11,0	826,0	17,0	13,0	8,0	21,0	26,0	4,0	1771,0	751,0	6,0	7288,0
2015	23	Bajo Martín	6003,0	421,0	55,0	12,0	825,0	13,0	19,0	20,0	9,0	28,0	2,0	2491,0	1076,0	11,0	8494,0
2015	24	Campo de Daroca	8712,0	311,0	56,0	62,0	1275,0	36,0	33,0	18,0	24,0	66,0	0,0	3408,0	1518,0	9,0	12120,0
2015	25	Jiloca	13936,0	1318,0	152,0	40,0	3586,0	41,0	35,0	27,0	35,0	99,0	6,0	8246,0	2894,0	13,0	22182,0
2015	26	Cuencas Mineras	8285,0	1049,0	117,0	26,0	2909,0	23,0	47,0	16,0	31,0	58,0	2,0	5914,0	1626,0	10,0	14199,0
2015	27	Andorra-Sierra de Arcos	7759,0	1520,0	124,0	19,0	1331,0	26,0	17,0	26,0	10,0	32,0	3,0	4054,0	935,0	11,0	11813,0
2015	28	Bajo Aragón	19204,0	5965,0	650,0	37,0	2931,0	39,0	53,0	105,0	27,0	55,0	7,0	12420,0	2533,0	18,0	31624,0
2015	29	Comunidad de Teruel	29831,0	12418,0	1018,0	63,0	4767,0	85,0	68,0	275,0	78,0	124,0	5,0	23868,0	4935,0	32,0	53699,0
2015	30	Maestrazgo	4044,0	376,0	32,0	27,0	1905,0	11,0	13,0	3,0	28,0	63,0	3,0	3250,0	783,0	6,0	7294,0
2015	31	Sierra de Albarracín	7076,0	496,0	39,0	58,0	741,0	24,0	18,0	10,0	21,0	68,0	3,0	3742,0	2258,0	6,0	10818,0
2015	32	Gúdar-Javalambre	13290,0	1813,0	94,0	59,0	2782,0	31,0	38,0	14,0	30,0	82,0	1,0	9261,0	4305,0	12,0	22551,0
2015	33	Matarraña / Matarranya	7908,0	670,0	52,0	46,0	1231,0	33,0	32,0	11,0	19,0	44,0	4,0	3580,0	1429,0	9,0	11488,0
2016	01	La Jacetania	25921,0	13833,0	913,0	313,0	2637,0	37,0	55,0	93,0	46,0	112,0	1,0	20218,0	2155,0	23,0	46139,0
2016	02	Alto Gállego	16762,0	12346,0	473,0	183,0	1391,0	36,0	48,0	47,0	27,0	65,0	5,0	17109,0	2475,0	13,0	33871,0
2016	03	Sobrarbe	7225,0	1459,0	190,0	139,0	1585,0	33,0	37,0	25,0	42,0	130,0	4,0	5148,0	1499,0	5,0	12373,0
2016	04	La Ribagorza	13986,0	3564,0	299,0	114,0	2403,0	44,0	49,0	23,0	35,0	248,0	4,0	9606,0	2806,0	17,0	23592,0
2016	05	Cinco Villas	20944,0	4861,0	602,0	69,0	3178,0	75,0	86,0	128,0	38,0	93,0	20,0	12257,0	3078,0	29,0	33201,0
2016	06	Hoya de Huesca / Plana de Uesca	40436,0	21534,0	2710,0	119,0	5487,0	97,0	385,0	500,0	63,0	200,0	11,0	35111,0	3950,0	55,0	75547,0
2016	07	Somontano de Barbastro	14915,0	4421,0	675,0	74,0	2378,0	45,0	188,0	99,0	62,0	109,0	5,0	10206,0	2124,0	26,0	25121,0
2016	08	Cinca Medio	12472,0	3696,0	620,0	19,0	2448,0	33,0	62,0	70,0	21,0	28,0	4,0	9024,0	2006,0	17,0	21496,0
2016	09	La Litera / La Llitera	10550,0	2327,0	307,0	12,0	2107,0	23,0	35,0	52,0	14,0	38,0	1,0	6699,0	1766,0	17,0	17249,0
2016	10	Los Monegros	12263,0	438,0	149,0	37,0	3204,0	57,0	96,0	34,0	38,0	89,0	11,0	6828,0	2649,0	26,0	19091,0
2016	11	Bajo Cinca / Baix Cinca	11359,0	2979,0	424,0	59,0	2348,0	37,0	47,0	97,0	24,0	31,0	7,0	7564,0	1488,0	23,0	18923,0
2016	12	Tarazona y el Moncayo	11803,0	1667,0	213,0	40,0	2732,0	26,0	38,0	36,0	8,0	44,0	4,0	6244,0	1422,0	14,0	18047,0
2016	13	Campo de Borja	10347,0	882,0	167,0	31,0	2383,0	24,0	66,0	45,0	11,0	34,0	6,0	5186,0	1527,0	10,0	15533,0
2016	14	Aranda	6063,0	948,0	158,0	13,0	1957,0	23,0	24,0	26,0	10,0	30,0	2,0	4155,0	956,0	8,0	10218,0
2016	15	Ribera Alta del Ebro	14823,0	2417,0	266,0	41,0	2534,0	35,0	77,0	118,0	22,0	32,0	3,0	8121,0	2551,0	25,0	22944,0
2016	16	Valdejalón	17172,0	3141,0	267,0	37,0	4222,0	33,0	57,0	90,0	16,0	31,0	5,0	11341,0	3422,0	20,0	28513,0
2016	17	D.C. Zaragoza	359163,0	151633,0	28883,0	505,0	11148,0	527,0	395,0	6176,0	136,0	211,0	29,0	212244,0	12203,0	398,0	571407,0
2016	18	Ribera Baja del Ebro	5858,0	198,0	65,0	22,0	1370,0	11,0	32,0	17,0	9,0	28,0	3,0	2817,0	1052,0	10,0	8675,0
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8878,0	1202,0	245,0	24,0	2221,0	22,0	69,0	23,0	12,0	22,0	3,0	5436,0	1577,0	16,0	14314,0
2016	20	Comunidad de Calatayud	34871,0	7029,0	921,0	85,0	6446,0	78,0	141,0	117,0	47,0	193,0	8,0	20023,0	4918,0	40,0	54894,0
2016	21	Campo de Cariñena	8060,0	681,0	89,0	22,0	2031,0	27,0	43,0	39,0	13,0	31,0	7,0	4264,0	1272,0	9,0	12324,0
2016	22	Campo de Belchite	5505,0	73,0	16,0	11,0	795,0	17,0	13,0	4,0	21,0	26,0	4,0	1752,0	766,0	6,0	7257,0
2016	23	Bajo Martín	6048,0	425,0	54,0	12,0	872,0	14,0	22,0	20,0	9,0	29,0	2,0	2484,0	1014,0	11,0	8532,0
2016	24	Campo de Daroca	8598,0	329,0	56,0	65,0	1404,0	36,0	39,0	20,0	26,0	67,0	0,0	3597,0	1546,0	9,0	12195,0
2016	25	Jiloca	13896,0	1320,0	159,0	40,0	3582,0	41,0	37,0	29,0	32,0	100,0	6,0	8317,0	2958,0	13,0	22213,0
2016	26	Cuencas Mineras	8314,0	1066,0	118,0	25,0	2900,0	23,0	50,0	16,0	29,0	60,0	2,0	5976,0	1677,0	10,0	14290,0
2016	27	Andorra-Sierra de Arcos	7769,0	1529,0	124,0	19,0	1345,0	26,0	20,0	26,0	10,0	31,0	3,0	4069,0	925,0	11,0	11838,0
2016	28	Bajo Aragón	19306,0	5996,0	657,0	37,0	2949,0	39,0	58,0	104,0	26,0	54,0	7,0	12444,0	2498,0	19,0	31750,0
2016	29	Comunidad de Teruel	30224,0	12562,0	1064,0	68,0	4770,0	87,0	73,0	279,0	78,0	124,0	5,0	23998,0	4852,0	36,0	54222,0
2016	30	Maestrazgo	4026,0	383,0	32,0	26,0	1908,0	11,0	13,0	3,0	28,0	64,0	3,0	3285,0	808,0	6,0	7311,0
2016	31	Sierra de Albarracín	7097,0	513,0	39,0	60,0	758,0	24,0	18,0	10,0	21,0	66,0	3,0	3789,0	2271,0	6,0	10886,0
2016	32	Gúdar-Javalambre	13061,0	1839,0	99,0	59,0	2791,0	31,0	38,0	14,0	30,0	82,0	1,0	9140,0	4144,0	12,0	22201,0
2016	33	Matarraña / Matarranya	7947,0	684,0	55,0	45,0	1242,0	33,0	33,0	11,0	19,0	44,0	4,0	3601,0	1422,0	9,0	11548,0
2017	01	La Jacetania	25944,0	13830,0	911,0	311,0	2658,0	37,0	55,0	95,0	46,0	113,0	1,0	20290,0	2210,0	23,0	46234,0
2017	02	Alto Gállego	16868,0	12422,0	476,0	185,0	1383,0	36,0	48,0	47,0	27,0	66,0	5,0	17106,0	2398,0	13,0	33974,0
2017	03	Sobrarbe	7310,0	1465,0	199,0	153,0	1576,0	33,0	44,0	27,0	45,0	146,0	4,0	5161,0	1465,0	4,0	12471,0
2017	04	La Ribagorza	14134,0	3628,0	302,0	126,0	2423,0	45,0	56,0	23,0	37,0	263,0	3,0	9681,0	2757,0	18,0	23815,0
2017	05	Cinco Villas	21021,0	5010,0	602,0	72,0	3118,0	81,0	94,0	130,0	37,0	96,0	20,0	12131,0	2838,0	33,0	33152,0
2017	06	Hoya de Huesca / Plana de Uesca	40541,0	21932,0	2725,0	118,0	5502,0	100,0	392,0	500,0	62,0	200,0	11,0	35594,0	3996,0	56,0	76135,0
2017	07	Somontano de Barbastro	14960,0	4529,0	643,0	76,0	2388,0	49,0	196,0	99,0	61,0	111,0	5,0	10301,0	2116,0	28,0	25261,0
2017	08	Cinca Medio	12688,0	3745,0	625,0	25,0	2415,0	36,0	100,0	72,0	22,0	28,0	4,0	8940,0	1847,0	21,0	21628,0
2017	09	La Litera / La Llitera	10645,0	2341,0	309,0	13,0	2123,0	23,0	42,0	53,0	17,0	39,0	2,0	6735,0	1755,0	18,0	17380,0
2017	10	Los Monegros	12341,0	443,0	154,0	38,0	3225,0	59,0	114,0	42,0	39,0	94,0	11,0	6860,0	2611,0	30,0	19201,0
2017	11	Bajo Cinca / Baix Cinca	11491,0	3097,0	435,0	63,0	2348,0	41,0	60,0	96,0	25,0	30,0	7,0	7671,0	1445,0	24,0	19162,0
2017	12	Tarazona y el Moncayo	11860,0	1705,0	214,0	42,0	2687,0	25,0	53,0	39,0	8,0	44,0	4,0	6228,0	1392,0	15,0	18088,0
2017	13	Campo de Borja	10373,0	899,0	167,0	31,0	2395,0	24,0	67,0	45,0	11,0	34,0	6,0	5295,0	1606,0	10,0	15668,0
2017	14	Aranda	6031,0	952,0	158,0	13,0	1964,0	23,0	24,0	26,0	9,0	30,0	2,0	4187,0	978,0	8,0	10218,0
2017	15	Ribera Alta del Ebro	14836,0	2424,0	265,0	42,0	2524,0	35,0	78,0	118,0	22,0	31,0	3,0	7822,0	2254,0	26,0	22658,0
2017	16	Valdejalón	17314,0	3165,0	276,0	39,0	4213,0	37,0	65,0	92,0	14,0	32,0	5,0	10992,0	3033,0	21,0	28306,0
2017	17	D.C. Zaragoza	360374,0	154268,0	29076,0	533,0	11333,0	533,0	410,0	6223,0	131,0	209,0	29,0	215066,0	11915,0	406,0	575440,0
2017	18	Ribera Baja del Ebro	5866,0	209,0	69,0	24,0	1362,0	12,0	33,0	16,0	11,0	28,0	3,0	2678,0	898,0	13,0	8544,0
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8910,0	1197,0	248,0	24,0	2167,0	21,0	74,0	23,0	12,0	22,0	3,0	5262,0	1455,0	16,0	14172,0
2017	20	Comunidad de Calatayud	34783,0	7055,0	926,0	90,0	6444,0	77,0	142,0	119,0	47,0	192,0	9,0	20236,0	5095,0	40,0	55019,0
2017	21	Campo de Cariñena	8101,0	698,0	88,0	24,0	2028,0	27,0	43,0	41,0	13,0	32,0	7,0	4186,0	1175,0	10,0	12287,0
2017	22	Campo de Belchite	5487,0	73,0	16,0	12,0	820,0	18,0	19,0	4,0	20,0	26,0	4,0	1768,0	750,0	6,0	7255,0
2017	23	Bajo Martín	6060,0	456,0	55,0	13,0	894,0	14,0	24,0	21,0	9,0	29,0	2,0	2527,0	999,0	11,0	8587,0
2017	24	Campo de Daroca	8579,0	337,0	55,0	65,0	1375,0	36,0	41,0	20,0	25,0	67,0	0,0	3618,0	1587,0	10,0	12197,0
2017	25	Jiloca	13922,0	1327,0	159,0	41,0	3605,0	42,0	37,0	29,0	32,0	99,0	6,0	8376,0	2986,0	13,0	22298,0
2017	26	Cuencas Mineras	8350,0	1072,0	118,0	27,0	2909,0	23,0	50,0	16,0	28,0	60,0	2,0	5967,0	1652,0	10,0	14317,0
2017	27	Andorra-Sierra de Arcos	7791,0	1543,0	128,0	18,0	1348,0	26,0	20,0	26,0	10,0	31,0	3,0	4088,0	924,0	11,0	11879,0
2017	28	Bajo Aragón	19354,0	6019,0	663,0	38,0	2978,0	39,0	59,0	103,0	26,0	53,0	7,0	12542,0	2537,0	20,0	31896,0
2017	29	Comunidad de Teruel	30337,0	12560,0	1074,0	78,0	4794,0	85,0	74,0	285,0	78,0	124,0	5,0	24035,0	4840,0	38,0	54372,0
2017	30	Maestrazgo	4065,0	381,0	32,0	28,0	1888,0	11,0	13,0	3,0	28,0	64,0	3,0	3261,0	804,0	6,0	7326,0
2017	31	Sierra de Albarracín	7125,0	526,0	40,0	61,0	772,0	24,0	18,0	10,0	21,0	66,0	3,0	3808,0	2261,0	6,0	10933,0
2017	32	Gúdar-Javalambre	13107,0	1856,0	99,0	59,0	2792,0	31,0	37,0	13,0	30,0	82,0	1,0	9165,0	4152,0	13,0	22272,0
2017	33	Matarraña / Matarranya	7964,0	688,0	55,0	46,0	1250,0	33,0	33,0	12,0	19,0	44,0	4,0	3527,0	1334,0	9,0	11491,0
2018	01	La Jacetania	26068,0	13843,0	978,0	342,0	2624,0	41,0	71,0	118,0	48,0	111,0	1,0	20329,0	2127,0	25,0	46397,0
2018	02	Alto Gállego	16943,0	12459,0	477,0	185,0	1378,0	37,0	47,0	48,0	28,0	66,0	5,0	17136,0	2393,0	13,0	34079,0
2018	03	Sobrarbe	7318,0	1469,0	202,0	156,0	1592,0	34,0	43,0	27,0	44,0	146,0	4,0	5225,0	1504,0	4,0	12543,0
2018	04	La Ribagorza	14218,0	3650,0	312,0	131,0	2381,0	45,0	61,0	25,0	37,0	269,0	3,0	9702,0	2771,0	17,0	23920,0
2018	05	Cinco Villas	21090,0	5046,0	610,0	76,0	3063,0	82,0	100,0	131,0	41,0	102,0	20,0	12132,0	2826,0	35,0	33222,0
2018	06	Hoya de Huesca / Plana de Uesca	40648,0	22052,0	2726,0	118,0	5482,0	104,0	396,0	496,0	63,0	202,0	11,0	35676,0	3969,0	57,0	76324,0
2018	07	Somontano de Barbastro	15008,0	4561,0	645,0	75,0	2384,0	50,0	201,0	103,0	59,0	112,0	5,0	10373,0	2151,0	27,0	25381,0
2018	08	Cinca Medio	12745,0	3797,0	630,0	25,0	2399,0	38,0	106,0	72,0	22,0	28,0	4,0	9048,0	1904,0	23,0	21793,0
2018	09	La Litera / La Llitera	10666,0	2356,0	312,0	14,0	2119,0	23,0	46,0	56,0	18,0	39,0	2,0	6734,0	1730,0	19,0	17400,0
2018	10	Los Monegros	12399,0	456,0	154,0	38,0	3228,0	61,0	123,0	42,0	39,0	95,0	11,0	6865,0	2588,0	30,0	19264,0
2018	11	Bajo Cinca / Baix Cinca	11495,0	3110,0	438,0	63,0	2331,0	43,0	65,0	93,0	26,0	30,0	7,0	7648,0	1418,0	24,0	19143,0
2018	12	Tarazona y el Moncayo	11894,0	1726,0	221,0	45,0	2630,0	29,0	58,0	41,0	9,0	44,0	5,0	6193,0	1370,0	15,0	18087,0
2018	13	Campo de Borja	10403,0	963,0	175,0	31,0	2412,0	26,0	77,0	46,0	11,0	34,0	6,0	5388,0	1597,0	10,0	15791,0
2018	14	Aranda	6025,0	966,0	158,0	13,0	1971,0	23,0	25,0	26,0	10,0	30,0	2,0	4208,0	976,0	8,0	10233,0
2018	15	Ribera Alta del Ebro	14866,0	2457,0	267,0	46,0	2505,0	34,0	83,0	119,0	23,0	31,0	3,0	7805,0	2210,0	27,0	22671,0
2018	16	Valdejalón	17468,0	3249,0	280,0	45,0	4264,0	38,0	66,0	93,0	15,0	32,0	5,0	11155,0	3046,0	22,0	28623,0
2018	17	D.C. Zaragoza	361718,0	155557,0	29193,0	592,0	11030,0	580,0	501,0	6570,0	133,0	210,0	31,0	216450,0	11612,0	441,0	578168,0
2018	18	Ribera Baja del Ebro	5888,0	239,0	69,0	25,0	1372,0	12,0	35,0	19,0	11,0	29,0	3,0	2740,0	913,0	13,0	8628,0
2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8923,0	1196,0	251,0	24,0	2120,0	22,0	76,0	23,0	12,0	23,0	3,0	5177,0	1411,0	16,0	14100,0
2018	20	Comunidad de Calatayud	34952,0	7481,0	935,0	97,0	6482,0	76,0	193,0	122,0	46,0	197,0	8,0	20671,0	4996,0	38,0	55623,0
2018	21	Campo de Cariñena	8115,0	702,0	91,0	28,0	2039,0	26,0	48,0	41,0	13,0	34,0	6,0	4190,0	1151,0	11,0	12305,0
2018	22	Campo de Belchite	5521,0	72,0	16,0	16,0	846,0	19,0	25,0	5,0	19,0	26,0	4,0	1792,0	738,0	6,0	7313,0
2018	23	Bajo Martín	6054,0	490,0	59,0	13,0	911,0	18,0	26,0	21,0	9,0	29,0	2,0	2553,0	963,0	12,0	8607,0
2018	24	Campo de Daroca	8566,0	351,0	60,0	65,0	1350,0	36,0	45,0	20,0	25,0	69,0	0,0	3604,0	1571,0	12,0	12170,0
2018	25	Jiloca	14084,0	1380,0	163,0	47,0	3693,0	42,0	43,0	29,0	34,0	105,0	6,0	8508,0	2950,0	16,0	22592,0
2018	26	Cuencas Mineras	8383,0	1085,0	119,0	25,0	2917,0	27,0	57,0	17,0	30,0	60,0	3,0	6030,0	1680,0	10,0	14413,0
2018	27	Andorra-Sierra de Arcos	7828,0	1598,0	133,0	20,0	1353,0	26,0	27,0	27,0	10,0	31,0	3,0	4129,0	890,0	11,0	11957,0
2018	28	Bajo Aragón	19610,0	6061,0	709,0	53,0	3024,0	48,0	115,0	117,0	25,0	52,0	8,0	12754,0	2513,0	29,0	32364,0
2018	29	Comunidad de Teruel	30783,0	12660,0	1136,0	90,0	5003,0	87,0	93,0	287,0	175,0	125,0	5,0	24196,0	4492,0	43,0	54979,0
2018	30	Maestrazgo	4238,0	406,0	34,0	33,0	1820,0	9,0	15,0	3,0	26,0	63,0	3,0	3177,0	759,0	6,0	7415,0
2018	31	Sierra de Albarracín	7184,0	535,0	41,0	74,0	935,0	24,0	21,0	10,0	20,0	67,0	3,0	3842,0	2105,0	7,0	11026,0
2018	32	Gúdar-Javalambre	13253,0	1846,0	102,0	63,0	2796,0	31,0	38,0	13,0	30,0	83,0	1,0	8908,0	3891,0	14,0	22161,0
2018	33	Matarraña / Matarranya	7980,0	692,0	56,0	45,0	1250,0	33,0	33,0	12,0	19,0	44,0	4,0	3528,0	1331,0	9,0	11508,0
2019	01	La Jacetania	26164,0	13925,0	975,0	336,0	2688,0	41,0	71,0	117,0	48,0	112,0	1,0	20490,0	2150,0	26,0	46654,0
2019	02	Alto Gállego	17006,0	12449,0	510,0	193,0	1403,0	41,0	49,0	49,0	29,0	67,0	5,0	17007,0	2196,0	16,0	34013,0
2019	03	Sobrarbe	7457,0	1492,0	203,0	165,0	1632,0	35,0	44,0	27,0	43,0	152,0	4,0	5406,0	1605,0	4,0	12863,0
2019	04	La Ribagorza	14248,0	3720,0	316,0	138,0	2429,0	45,0	63,0	26,0	38,0	270,0	3,0	9911,0	2846,0	17,0	24159,0
2019	05	Cinco Villas	21118,0	5120,0	627,0	77,0	3121,0	85,0	109,0	132,0	41,0	104,0	20,0	12252,0	2781,0	35,0	33370,0
2019	06	Hoya de Huesca / Plana de Uesca	40699,0	22181,0	2727,0	123,0	5479,0	104,0	389,0	494,0	64,0	202,0	11,0	35821,0	3989,0	58,0	76520,0
2019	07	Somontano de Barbastro	15020,0	4598,0	647,0	75,0	2382,0	50,0	201,0	102,0	59,0	113,0	5,0	10436,0	2177,0	27,0	25456,0
2019	08	Cinca Medio	12761,0	3819,0	631,0	25,0	2389,0	38,0	107,0	74,0	22,0	28,0	4,0	9062,0	1902,0	23,0	21823,0
2019	09	La Litera / La Llitera	10706,0	2352,0	362,0	18,0	2128,0	23,0	52,0	68,0	19,0	40,0	3,0	6791,0	1704,0	22,0	17497,0
2019	10	Los Monegros	12401,0	490,0	155,0	38,0	3242,0	61,0	121,0	41,0	39,0	95,0	11,0	6986,0	2663,0	30,0	19387,0
2019	11	Bajo Cinca / Baix Cinca	11505,0	3117,0	478,0	75,0	2329,0	44,0	70,0	103,0	26,0	31,0	7,0	7689,0	1382,0	27,0	19194,0
2019	12	Tarazona y el Moncayo	11332,0	2077,0	274,0	45,0	2828,0	29,0	64,0	47,0	9,0	44,0	5,0	6893,0	1455,0	16,0	18225,0
2019	13	Campo de Borja	10417,0	996,0	174,0	35,0	2432,0	26,0	83,0	47,0	10,0	34,0	6,0	5417,0	1563,0	11,0	15834,0
2019	14	Aranda	6032,0	972,0	158,0	13,0	1969,0	23,0	25,0	26,0	10,0	30,0	2,0	4211,0	975,0	8,0	10243,0
2019	15	Ribera Alta del Ebro	14895,0	2495,0	270,0	46,0	2525,0	34,0	86,0	121,0	23,0	31,0	3,0	7897,0	2237,0	26,0	22792,0
2019	16	Valdejalón	17479,0	3252,0	282,0	45,0	4263,0	38,0	66,0	93,0	15,0	32,0	5,0	11153,0	3040,0	22,0	28632,0
2019	17	D.C. Zaragoza	362896,0	158243,0	29232,0	589,0	11063,0	583,0	504,0	6538,0	132,0	210,0	32,0	219220,0	11657,0	437,0	582116,0
2019	18	Ribera Baja del Ebro	5896,0	244,0	69,0	26,0	1361,0	12,0	35,0	19,0	11,0	29,0	3,0	2738,0	916,0	13,0	8634,0
2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8959,0	1214,0	251,0	26,0	2118,0	22,0	78,0	25,0	14,0	23,0	3,0	5118,0	1328,0	16,0	14077,0
2019	20	Comunidad de Calatayud	35005,0	7543,0	936,0	103,0	6552,0	75,0	209,0	121,0	46,0	199,0	8,0	20763,0	4932,0	39,0	55768,0
2019	21	Campo de Cariñena	8125,0	703,0	93,0	27,0	2046,0	26,0	48,0	44,0	13,0	34,0	6,0	4392,0	1340,0	12,0	12517,0
2019	22	Campo de Belchite	5513,0	83,0	16,0	16,0	845,0	19,0	28,0	5,0	19,0	26,0	4,0	1802,0	735,0	6,0	7315,0
2019	23	Bajo Martín	6045,0	492,0	60,0	13,0	906,0	18,0	28,0	21,0	9,0	29,0	2,0	2592,0	1002,0	12,0	8637,0
2019	24	Campo de Daroca	8549,0	389,0	60,0	65,0	1381,0	36,0	46,0	20,0	27,0	68,0	0,0	3653,0	1549,0	12,0	12202,0
2019	25	Jiloca	14136,0	1406,0	167,0	47,0	3707,0	41,0	44,0	29,0	33,0	105,0	6,0	8418,0	2816,0	17,0	22554,0
2019	26	Cuencas Mineras	8396,0	1094,0	120,0	24,0	2913,0	27,0	61,0	18,0	30,0	59,0	3,0	6040,0	1681,0	10,0	14436,0
2019	27	Andorra-Sierra de Arcos	7826,0	1599,0	136,0	20,0	1353,0	26,0	29,0	27,0	10,0	31,0	3,0	4090,0	845,0	11,0	11916,0
2019	28	Bajo Aragón	19816,0	6122,0	718,0	57,0	3164,0	48,0	125,0	117,0	25,0	52,0	8,0	12825,0	2360,0	29,0	32641,0
2019	29	Comunidad de Teruel	30899,0	12737,0	1138,0	90,0	5144,0	87,0	95,0	287,0	174,0	125,0	5,0	24287,0	4362,0	43,0	55186,0
2019	30	Maestrazgo	4246,0	416,0	34,0	33,0	1816,0	9,0	17,0	3,0	26,0	63,0	3,0	3196,0	770,0	6,0	7442,0
2019	31	Sierra de Albarracín	7196,0	555,0	41,0	77,0	957,0	24,0	21,0	10,0	20,0	67,0	3,0	3972,0	2189,0	8,0	11168,0
2019	32	Gúdar-Javalambre	13486,0	1903,0	107,0	72,0	2910,0	31,0	39,0	13,0	30,0	83,0	1,0	8858,0	3655,0	14,0	22344,0
2019	33	Matarraña / Matarranya	8169,0	707,0	56,0	58,0	1376,0	34,0	45,0	13,0	20,0	44,0	3,0	3584,0	1219,0	9,0	11753,0
