Año	Municipio código	Municipio nombre	Residencial	BI Almacén, estacionamiento	BI Comercial	BI Ocio, hostelería	BI Industrial	BI Cultural	BI Deportivo	BI Oficinas	BI Edificios singulares	BI Religioso	BI Espectáculos	BI Sin definir	BI Suelo vacante	BI Sanidad, benefic	Total
2014	44028	Argente	183,0	0,0	0,0	0,0	119,0	1,0	0,0	0,0	0,0	1,0	0,0	153,0	32,0	0,0	336,0
2014	44029	Ariño	642,0	83,0	5,0	2,0	167,0	4,0	3,0	0,0	1,0	3,0	0,0	403,0	132,0	3,0	1045,0
2014	44031	Azaila	207,0	8,0	1,0	1,0	34,0	0,0	1,0	0,0	1,0	1,0	0,0	86,0	38,0	1,0	293,0
2014	44032	Bádenas	40,0	0,0	0,0	0,0	42,0	0,0	0,0	0,0	1,0	1,0	0,0	63,0	19,0	0,0	103,0
2014	44033	Báguena	673,0	0,0	0,0	0,0	3,0	1,0	0,0	0,0	1,0	2,0	0,0	200,0	193,0	0,0	873,0
2014	44034	Bañón	193,0	1,0	0,0	0,0	114,0	1,0	1,0	0,0	0,0	2,0	0,0	175,0	56,0	0,0	368,0
2014	44035	Barrachina	170,0	2,0	1,0	0,0	87,0	2,0	1,0	0,0	1,0	1,0	0,0	115,0	19,0	1,0	285,0
2014	44036	Bea	41,0	0,0	0,0	0,0	19,0	2,0	0,0	0,0	0,0	1,0	0,0	28,0	6,0	0,0	69,0
2014	44037	Beceite	692,0	27,0	1,0	7,0	36,0	2,0	3,0	0,0	2,0	4,0	0,0	311,0	229,0	0,0	1003,0
2014	44038	Belmonte de San José	244,0	0,0	0,0	0,0	27,0	1,0	1,0	0,0	1,0	4,0	0,0	64,0	30,0	0,0	308,0
2014	44039	Bello	540,0	1,0	0,0	2,0	2,0	1,0	0,0	0,0	1,0	0,0	0,0	114,0	107,0	0,0	654,0
2014	44040	Berge	225,0	15,0	2,0	2,0	81,0	0,0	2,0	1,0	1,0	2,0	0,0	145,0	38,0	1,0	370,0
2014	44041	Bezas	113,0	2,0	0,0	1,0	31,0	0,0	1,0	0,0	0,0	3,0	0,0	61,0	23,0	0,0	174,0
2014	44042	Blancas	230,0	17,0	0,0	0,0	95,0	1,0	0,0	0,0	2,0	3,0	0,0	174,0	56,0	0,0	404,0
2014	44043	Blesa	276,0	0,0	1,0	0,0	67,0	1,0	1,0	0,0	1,0	1,0	0,0	80,0	8,0	0,0	356,0
2014	44044	Bordón	144,0	4,0	1,0	0,0	84,0	1,0	0,0	0,0	1,0	1,0	0,0	114,0	22,0	0,0	258,0
2014	44045	Bronchales	982,0	128,0	9,0	4,0	17,0	1,0	0,0	2,0	1,0	4,0	1,0	337,0	170,0	0,0	1319,0
2014	44046	Bueña	80,0	0,0	0,0	1,0	83,0	1,0	0,0	0,0	0,0	2,0	0,0	117,0	30,0	0,0	197,0
2014	44047	Burbáguena	444,0	2,0	0,0	1,0	4,0	2,0	0,0	0,0	0,0	2,0	0,0	101,0	89,0	1,0	545,0
2014	44048	Cabra de Mora	163,0	15,0	2,0	2,0	25,0	1,0	1,0	0,0	1,0	3,0	0,0	99,0	49,0	0,0	262,0
2014	44049	Calaceite	850,0	9,0	6,0	6,0	213,0	5,0	5,0	0,0	1,0	7,0	1,0	369,0	114,0	2,0	1219,0
2014	44050	Calamocha	3498,0	953,0	112,0	8,0	967,0	13,0	5,0	19,0	8,0	23,0	5,0	2732,0	615,0	4,0	6230,0
2014	44051	Calanda	2503,0	263,0	43,0	2,0	127,0	2,0	5,0	7,0	2,0	6,0	1,0	913,0	455,0	0,0	3416,0
2014	44052	Calomarde	128,0	37,0	0,0	0,0	59,0	0,0	1,0	0,0	2,0	1,0	0,0	159,0	59,0	0,0	287,0
2014	44053	Camañas	93,0	2,0	0,0	0,0	74,0	0,0	0,0	0,0	1,0	2,0	0,0	107,0	28,0	0,0	200,0
2014	44054	Camarena de la Sierra	333,0	75,0	0,0	2,0	134,0	2,0	1,0	0,0	0,0	0,0	0,0	358,0	144,0	0,0	691,0
2014	44055	Camarillas	168,0	0,0	0,0	1,0	76,0	0,0	1,0	1,0	0,0	2,0	0,0	101,0	20,0	0,0	269,0
2014	44056	Caminreal	708,0	9,0	3,0	1,0	21,0	1,0	4,0	0,0	1,0	3,0	0,0	149,0	106,0	0,0	857,0
2014	44059	Cantavieja	520,0	204,0	9,0	6,0	228,0	1,0	1,0	2,0	1,0	7,0	1,0	522,0	62,0	0,0	1042,0
2014	44060	Cañada de Benatanduz	107,0	4,0	1,0	1,0	73,0	0,0	0,0	0,0	0,0	4,0	0,0	156,0	73,0	0,0	263,0
2014	44061	Cañada de Verich (La)	85,0	0,0	0,0	0,0	60,0	2,0	0,0	0,0	1,0	1,0	0,0	67,0	3,0	0,0	152,0
2014	44062	Cañada Vellida	41,0	0,0	0,0	0,0	24,0	1,0	0,0	0,0	1,0	2,0	0,0	36,0	8,0	0,0	77,0
2014	44063	Cañizar del Olivar	144,0	1,0	2,0	0,0	109,0	1,0	1,0	0,0	0,0	1,0	0,0	142,0	27,0	0,0	286,0
2014	44064	Cascante del Río	172,0	1,0	0,0	0,0	25,0	2,0	0,0	0,0	1,0	0,0	0,0	64,0	35,0	0,0	236,0
2014	44065	Castejón de Tornos	181,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	41,0	40,0	0,0	222,0
2014	44066	Castel de Cabra	161,0	20,0	0,0	0,0	101,0	0,0	0,0	0,0	1,0	2,0	0,0	183,0	59,0	0,0	344,0
2014	44067	Castelnou	202,0	13,0	0,0	1,0	7,0	1,0	0,0	0,0	1,0	1,0	0,0	67,0	43,0	0,0	269,0
2014	44068	Castelserás	568,0	0,0	5,0	1,0	186,0	0,0	3,0	0,0	1,0	3,0	1,0	432,0	232,0	0,0	1000,0
2014	44070	Castellar (El)	138,0	5,0	1,0	0,0	8,0	1,0	0,0	0,0	1,0	2,0	0,0	54,0	34,0	2,0	192,0
2014	44071	Castellote	904,0	76,0	11,0	11,0	393,0	2,0	8,0	0,0	9,0	14,0	1,0	795,0	266,0	4,0	1699,0
2014	44074	Cedrillas	476,0	21,0	0,0	2,0	111,0	2,0	2,0	0,0	3,0	1,0	0,0	346,0	201,0	3,0	822,0
2014	44075	Celadas	203,0	3,0	1,0	1,0	70,0	1,0	0,0	1,0	1,0	1,0	0,0	97,0	18,0	0,0	300,0
2014	44076	Cella	1672,0	53,0	15,0	5,0	330,0	3,0	3,0	2,0	1,0	5,0	3,0	1010,0	590,0	0,0	2682,0
2014	44077	Cerollera (La)	95,0	0,0	0,0	1,0	65,0	2,0	1,0	0,0	0,0	1,0	0,0	96,0	25,0	1,0	191,0
2014	44080	Codoñera (La)	399,0	2,0	0,0	1,0	71,0	0,0	1,0	0,0	2,0	1,0	0,0	193,0	115,0	0,0	592,0
2014	44082	Corbalán	126,0	2,0	0,0	1,0	5,0	2,0	0,0	0,0	1,0	2,0	0,0	37,0	24,0	0,0	163,0
2014	44084	Cortes de Aragón	137,0	13,0	0,0	1,0	67,0	1,0	0,0	0,0	1,0	1,0	0,0	101,0	16,0	1,0	238,0
2014	44085	Cosa	141,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	2,0	0,0	24,0	21,0	0,0	165,0
2014	44086	Cretas	552,0	17,0	1,0	4,0	25,0	1,0	3,0	0,0	1,0	2,0	1,0	135,0	80,0	0,0	687,0
2014	44087	Crivillén	202,0	2,0	4,0	0,0	64,0	1,0	0,0	0,0	1,0	2,0	0,0	96,0	22,0	0,0	298,0
2014	44088	Cuba (La)	69,0	0,0	0,0	0,0	82,0	1,0	1,0	0,0	1,0	1,0	0,0	119,0	33,0	0,0	188,0
2014	44089	Cubla	101,0	1,0	0,0	0,0	19,0	0,0	0,0	0,0	1,0	1,0	0,0	51,0	29,0	0,0	152,0
2014	44090	Cucalón	138,0	0,0	0,0	1,0	71,0	0,0	1,0	0,0	0,0	1,0	0,0	103,0	29,0	0,0	241,0
2014	44092	Cuervo (El)	166,0	8,0	0,0	2,0	74,0	1,0	1,0	0,0	1,0	1,0	0,0	170,0	81,0	1,0	336,0
2014	44093	Cuevas de Almudén	64,0	0,0	0,0	0,0	34,0	0,0	1,0	0,0	2,0	1,0	0,0	55,0	17,0	0,0	119,0
2014	44094	Cuevas Labradas	131,0	0,0	0,0	0,0	10,0	1,0	2,0	0,0	0,0	3,0	0,0	49,0	33,0	0,0	180,0
2014	44096	Ejulve	238,0	4,0	1,0	1,0	146,0	0,0	0,0	0,0	1,0	3,0	0,0	249,0	93,0	0,0	487,0
2014	44097	Escorihuela	179,0	0,0	0,0	0,0	67,0	1,0	0,0	0,0	1,0	1,0	0,0	98,0	28,0	0,0	277,0
2014	44099	Escucha	583,0	120,0	18,0	4,0	163,0	4,0	4,0	1,0	3,0	2,0	0,0	470,0	150,0	1,0	1053,0
2014	44100	Estercuel	357,0	7,0	0,0	1,0	166,0	2,0	0,0	1,0	0,0	5,0	1,0	245,0	62,0	0,0	602,0
2014	44101	Ferreruela de Huerva	97,0	1,0	0,0	1,0	60,0	0,0	0,0	0,0	2,0	2,0	0,0	81,0	15,0	0,0	178,0
2014	44102	Fonfría	42,0	0,0	0,0	0,0	27,0	0,0	0,0	0,0	1,0	1,0	0,0	42,0	13,0	0,0	84,0
2014	44103	Formiche Alto	270,0	19,0	2,0	0,0	10,0	2,0	1,0	0,0	2,0	3,0	0,0	113,0	74,0	0,0	383,0
2014	44105	Fórnoles	284,0	6,0	0,0	0,0	2,0	0,0	0,0	1,0	0,0	2,0	0,0	65,0	54,0	0,0	349,0
2014	44106	Fortanete	305,0	5,0	0,0	1,0	165,0	1,0	0,0	1,0	2,0	6,0	0,0	236,0	55,0	0,0	541,0
2014	44107	Foz-Calanda	303,0	3,0	0,0	0,0	14,0	1,0	2,0	0,0	1,0	2,0	0,0	93,0	70,0	0,0	396,0
2014	44108	Fresneda (La)	512,0	106,0	2,0	3,0	39,0	0,0	2,0	0,0	1,0	3,0	0,0	280,0	123,0	1,0	792,0
2014	44109	Frías de Albarracín	255,0	3,0	0,0	0,0	9,0	1,0	1,0	0,0	1,0	3,0	0,0	168,0	150,0	0,0	423,0
2014	44110	Fuenferrada	71,0	2,0	0,0	1,0	41,0	0,0	0,0	0,0	1,0	1,0	0,0	68,0	22,0	0,0	139,0
2014	44111	Fuentes Calientes	103,0	0,0	0,0	0,0	39,0	1,0	0,0	0,0	2,0	1,0	0,0	53,0	10,0	0,0	156,0
2014	44112	Fuentes Claras	510,0	4,0	0,0	1,0	99,0	1,0	1,0	0,0	0,0	5,0	0,0	275,0	164,0	0,0	785,0
2014	44113	Fuentes de Rubielos	263,0	2,0	0,0	1,0	16,0	1,0	0,0	0,0	0,0	1,0	0,0	157,0	136,0	0,0	420,0
2014	44114	Fuentespalda	321,0	7,0	0,0	1,0	12,0	2,0	2,0	0,0	1,0	4,0	0,0	83,0	54,0	0,0	404,0
2014	44115	Galve	94,0	3,0	0,0	2,0	37,0	1,0	0,0	0,0	1,0	1,0	0,0	72,0	27,0	0,0	166,0
2014	44116	Gargallo	144,0	4,0	1,0	0,0	44,0	0,0	2,0	0,0	1,0	2,0	0,0	93,0	38,0	1,0	237,0
2014	44117	Gea de Albarracín	422,0	17,0	2,0	0,0	93,0	3,0	1,0	1,0	0,0	5,0	0,0	387,0	265,0	0,0	809,0
2014	44118	Ginebrosa (La)	249,0	35,0	1,0	0,0	151,0	0,0	1,0	0,0	1,0	1,0	0,0	233,0	43,0	0,0	482,0
2014	44119	Griegos	190,0	6,0	0,0	0,0	18,0	0,0	1,0	0,0	1,0	1,0	0,0	76,0	49,0	0,0	266,0
2014	44120	Guadalaviar	256,0	0,0	0,0	5,0	88,0	2,0	2,0	0,0	1,0	2,0	0,0	162,0	62,0	0,0	418,0
2014	44121	Gúdar	179,0	21,0	0,0	1,0	7,0	1,0	1,0	0,0	0,0	1,0	0,0	76,0	44,0	0,0	255,0
2014	44122	Híjar	1486,0	141,0	15,0	5,0	40,0	3,0	1,0	9,0	0,0	6,0	0,0	351,0	130,0	1,0	1837,0
2014	44123	Hinojosa de Jarque	107,0	0,0	0,0	1,0	59,0	1,0	1,0	0,0	1,0	3,0	0,0	88,0	22,0	0,0	195,0
2014	44124	Hoz de la Vieja (La)	251,0	0,0	0,0	0,0	116,0	0,0	0,0	0,0	0,0	1,0	0,0	141,0	24,0	0,0	392,0
2014	44125	Huesa del Común	237,0	27,0	0,0	0,0	126,0	1,0	0,0	0,0	0,0	2,0	0,0	241,0	85,0	0,0	478,0
2014	44126	Iglesuela del Cid (La)	393,0	7,0	4,0	1,0	225,0	0,0	2,0	0,0	1,0	3,0	0,0	286,0	43,0	0,0	679,0
2014	44127	Jabaloyas	193,0	0,0	0,0	1,0	38,0	1,0	0,0	0,0	1,0	4,0	0,0	123,0	78,0	0,0	316,0
2014	44128	Jarque de la Val	73,0	0,0	0,0	0,0	42,0	0,0	0,0	0,0	1,0	1,0	0,0	64,0	20,0	0,0	137,0
2014	44129	Jatiel	101,0	7,0	0,0	0,0	2,0	1,0	0,0	0,0	1,0	1,0	0,0	22,0	10,0	0,0	123,0
2014	44130	Jorcas	83,0	0,0	0,0	0,0	32,0	0,0	0,0	0,0	0,0	3,0	0,0	45,0	10,0	0,0	128,0
2014	44131	Josa	139,0	3,0	0,0	0,0	68,0	0,0	1,0	0,0	1,0	1,0	0,0	92,0	18,0	0,0	231,0
2014	44132	Lagueruela	100,0	1,0	0,0	1,0	48,0	0,0	0,0	0,0	0,0	2,0	0,0	67,0	15,0	0,0	167,0
2014	44133	Lanzuela	45,0	0,0	0,0	0,0	30,0	0,0	0,0	0,0	1,0	1,0	0,0	42,0	10,0	0,0	87,0
2014	44135	Libros	187,0	2,0	1,0	0,0	72,0	1,0	0,0	2,0	1,0	1,0	0,0	139,0	59,0	0,0	326,0
2014	44136	Lidón	78,0	2,0	0,0	0,0	56,0	1,0	0,0	0,0	1,0	3,0	0,0	94,0	31,0	0,0	172,0
2014	44137	Linares de Mora	322,0	96,0	0,0	1,0	73,0	1,0	1,0	0,0	1,0	6,0	0,0	318,0	139,0	0,0	640,0
2014	44138	Loscos	272,0	3,0	1,0	0,0	279,0	0,0	0,0	0,0	1,0	2,0	0,0	318,0	32,0	0,0	590,0
2014	44141	Lledó	164,0	8,0	0,0	1,0	14,0	1,0	0,0	0,0	1,0	1,0	0,0	96,0	70,0	0,0	260,0
2014	44142	Maicas	82,0	0,0	0,0	0,0	31,0	0,0	1,0	0,0	1,0	1,0	0,0	55,0	21,0	0,0	137,0
2014	44143	Manzanera	998,0	74,0	10,0	4,0	415,0	1,0	3,0	0,0	2,0	6,0	0,0	925,0	409,0	1,0	1923,0
2014	44144	Martín del Río	332,0	28,0	1,0	0,0	125,0	2,0	2,0	0,0	2,0	4,0	0,0	339,0	175,0	0,0	671,0
2014	44145	Mas de las Matas	1103,0	126,0	9,0	0,0	130,0	3,0	4,0	0,0	1,0	1,0	0,0	593,0	317,0	2,0	1696,0
2014	44146	Mata de los Olmos (La)	147,0	2,0	1,0	0,0	86,0	1,0	2,0	0,0	0,0	3,0	0,0	126,0	31,0	0,0	273,0
2014	44147	Mazaleón	540,0	18,0	2,0	0,0	52,0	3,0	1,0	0,0	1,0	2,0	0,0	157,0	78,0	0,0	697,0
2014	44148	Mezquita de Jarque	73,0	0,0	0,0	1,0	41,0	0,0	2,0	0,0	1,0	1,0	0,0	72,0	26,0	0,0	145,0
2014	44149	Mirambel	144,0	6,0	1,0	0,0	99,0	1,0	0,0	0,0	1,0	7,0	1,0	136,0	20,0	0,0	280,0
2014	44150	Miravete de la Sierra	84,0	1,0	0,0	0,0	49,0	0,0	0,0	0,0	0,0	2,0	0,0	56,0	4,0	0,0	140,0
2014	44151	Molinos	306,0	11,0	3,0	1,0	178,0	1,0	0,0	0,0	1,0	4,0	0,0	223,0	24,0	0,0	529,0
2014	44152	Monforte de Moyuela	118,0	0,0	0,0	0,0	101,0	0,0	1,0	0,0	1,0	2,0	0,0	131,0	26,0	0,0	249,0
2014	44153	Monreal del Campo	1726,0	90,0	22,0	7,0	206,0	3,0	0,0	5,0	1,0	3,0	1,0	652,0	314,0	0,0	2378,0
2014	44154	Monroyo	241,0	7,0	3,0	2,0	90,0	1,0	3,0	0,0	1,0	1,0	0,0	132,0	24,0	0,0	373,0
2014	44155	Montalbán	1139,0	196,0	21,0	3,0	427,0	2,0	2,0	4,0	1,0	3,0	1,0	917,0	257,0	0,0	2056,0
2014	44156	Monteagudo del Castillo	146,0	0,0	0,0	0,0	7,0	1,0	0,0	0,0	1,0	2,0	0,0	43,0	32,0	0,0	189,0
2014	44157	Monterde de Albarracín	220,0	4,0	0,0	1,0	2,0	2,0	0,0	0,0	0,0	1,0	0,0	72,0	62,0	0,0	292,0
2014	44158	Mora de Rubielos	1911,0	236,0	39,0	5,0	494,0	1,0	4,0	4,0	1,0	8,0	1,0	1312,0	518,0	1,0	3223,0
2014	44159	Moscardón	138,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	1,0	3,0	0,0	51,0	41,0	0,0	189,0
2014	44160	Mosqueruela	743,0	14,0	3,0	2,0	124,0	3,0	2,0	1,0	3,0	9,0	0,0	326,0	165,0	0,0	1069,0
2014	44161	Muniesa	749,0	17,0	0,0	2,0	60,0	1,0	4,0	1,0	2,0	4,0	0,0	209,0	118,0	0,0	958,0
2014	44163	Noguera de Albarracín	271,0	20,0	0,0	0,0	7,0	2,0	1,0	0,0	0,0	2,0	0,0	102,0	70,0	0,0	373,0
2014	44164	Nogueras	95,0	0,0	0,0	1,0	73,0	0,0	0,0	0,0	1,0	1,0	0,0	95,0	19,0	0,0	190,0
2014	44165	Nogueruelas	277,0	90,0	0,0	4,0	85,0	1,0	0,0	0,0	0,0	1,0	0,0	248,0	66,0	1,0	525,0
2014	44167	Obón	281,0	28,0	0,0	0,0	68,0	0,0	0,0	0,0	0,0	1,0	0,0	117,0	20,0	0,0	398,0
2014	44168	Odón	284,0	2,0	1,0	0,0	2,0	0,0	0,0	0,0	1,0	1,0	0,0	80,0	73,0	0,0	364,0
2014	44169	Ojos Negros	594,0	25,0	1,0	4,0	182,0	0,0	4,0	1,0	1,0	6,0	0,0	367,0	142,0	1,0	961,0
2014	44171	Olba	562,0	62,0	0,0	4,0	157,0	3,0	2,0	0,0	1,0	2,0	0,0	535,0	304,0	0,0	1097,0
2014	44172	Oliete	787,0	22,0	0,0	0,0	3,0	1,0	0,0	0,0	1,0	5,0	0,0	93,0	61,0	0,0	880,0
2014	44173	Olmos (Los)	129,0	1,0	0,0	0,0	120,0	1,0	0,0	0,0	1,0	1,0	0,0	140,0	16,0	0,0	269,0
2014	44174	Orihuela del Tremedal	733,0	8,0	6,0	5,0	15,0	1,0	3,0	0,0	0,0	1,0	1,0	239,0	195,0	4,0	972,0
2014	44175	Orrios	122,0	0,0	0,0	0,0	56,0	1,0	0,0	0,0	1,0	1,0	0,0	93,0	33,0	1,0	215,0
2014	44176	Palomar de Arroyos	183,0	6,0	0,0	1,0	89,0	1,0	0,0	0,0	1,0	1,0	0,0	125,0	26,0	0,0	308,0
2014	44177	Pancrudo	190,0	0,0	0,0	0,0	146,0	1,0	0,0	0,0	2,0	4,0	0,0	199,0	46,0	0,0	389,0
2014	44178	Parras de Castellote (Las)	175,0	6,0	0,0	0,0	130,0	2,0	0,0	0,0	1,0	2,0	0,0	200,0	58,0	1,0	375,0
2014	44179	Peñarroya de Tastavins	462,0	10,0	1,0	2,0	12,0	2,0	2,0	0,0	1,0	3,0	0,0	73,0	40,0	0,0	535,0
2014	44180	Peracense	167,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	1,0	0,0	33,0	30,0	0,0	200,0
2014	44181	Peralejos	99,0	5,0	0,0	0,0	8,0	1,0	1,0	0,0	2,0	2,0	0,0	33,0	14,0	0,0	132,0
2014	44182	Perales del Alfambra	244,0	4,0	0,0	2,0	68,0	0,0	0,0	0,0	2,0	3,0	0,0	140,0	61,0	0,0	384,0
2014	44183	Pitarque	158,0	1,0	0,0	0,0	77,0	1,0	0,0	0,0	1,0	1,0	0,0	111,0	30,0	0,0	269,0
2014	44184	Plou	84,0	19,0	0,0	0,0	49,0	0,0	1,0	0,0	1,0	1,0	0,0	97,0	25,0	1,0	181,0
2014	44185	Pobo (El)	177,0	1,0	2,0	0,0	13,0	1,0	0,0	0,0	1,0	2,0	0,0	33,0	13,0	0,0	210,0
2014	44187	Portellada (La)	213,0	4,0	1,0	0,0	93,0	2,0	1,0	0,0	1,0	2,0	0,0	160,0	56,0	0,0	373,0
2014	44189	Pozondón	198,0	3,0	0,0	2,0	1,0	0,0	1,0	0,0	1,0	1,0	0,0	28,0	19,0	0,0	226,0
2014	44190	Pozuel del Campo	168,0	5,0	0,0	0,0	95,0	0,0	0,0	0,0	1,0	4,0	0,0	156,0	51,0	0,0	324,0
2014	44191	Puebla de Híjar (La)	951,0	34,0	6,0	1,0	107,0	1,0	5,0	0,0	2,0	3,0	0,0	366,0	206,0	1,0	1317,0
2014	44192	Puebla de Valverde (La)	457,0	29,0	1,0	3,0	173,0	1,0	0,0	0,0	1,0	3,0	0,0	344,0	132,0	1,0	801,0
2014	44193	Puertomingalvo	348,0	79,0	4,0	1,0	33,0	0,0	1,0	1,0	1,0	2,0	0,0	150,0	27,0	1,0	498,0
2014	44194	Ráfales	170,0	8,0	0,0	1,0	109,0	1,0	3,0	0,0	0,0	2,0	0,0	171,0	46,0	1,0	341,0
2014	44195	Rillo	120,0	0,0	0,0	0,0	54,0	0,0	0,0	1,0	1,0	2,0	0,0	78,0	20,0	0,0	198,0
2014	44196	Riodeva	219,0	1,0	0,0	0,0	91,0	0,0	1,0	0,0	0,0	1,0	0,0	437,0	343,0	0,0	656,0
2014	44197	Ródenas	225,0	3,0	0,0	1,0	15,0	0,0	1,0	0,0	0,0	1,0	0,0	61,0	40,0	0,0	286,0
2014	44198	Royuela	381,0	5,0	0,0	0,0	3,0	0,0	0,0	0,0	1,0	2,0	0,0	120,0	109,0	0,0	501,0
2014	44199	Rubiales	69,0	1,0	0,0	0,0	16,0	0,0	0,0	0,0	1,0	1,0	0,0	69,0	50,0	0,0	138,0
2014	44200	Rubielos de la Cérida	69,0	0,0	0,0	0,0	75,0	0,0	0,0	1,0	1,0	2,0	0,0	109,0	30,0	0,0	178,0
2014	44201	Rubielos de Mora	1084,0	192,0	11,0	2,0	166,0	1,0	1,0	3,0	3,0	11,0	0,0	780,0	389,0	1,0	1864,0
2014	44203	Salcedillo	21,0	0,0	0,0	1,0	21,0	0,0	1,0	0,0	1,0	1,0	0,0	44,0	19,0	0,0	65,0
2014	44204	Saldón	177,0	1,0	0,0	0,0	5,0	0,0	0,0	0,0	1,0	4,0	0,0	38,0	27,0	0,0	215,0
2014	44205	Samper de Calanda	826,0	15,0	7,0	0,0	60,0	4,0	2,0	1,0	2,0	5,0	1,0	194,0	97,0	0,0	1020,0
2014	44206	San Agustín	438,0	31,0	0,0	2,0	22,0	2,0	3,0	0,0	3,0	3,0	0,0	170,0	104,0	0,0	608,0
2014	44207	San Martín del Río	514,0	0,0	1,0	0,0	6,0	0,0	0,0	0,0	0,0	1,0	0,0	132,0	124,0	0,0	646,0
2014	44208	Santa Cruz de Nogueras	51,0	0,0	0,0	1,0	52,0	0,0	0,0	0,0	0,0	2,0	0,0	87,0	32,0	0,0	138,0
2014	44209	Santa Eulalia	814,0	71,0	8,0	2,0	159,0	3,0	3,0	1,0	2,0	2,0	0,0	433,0	178,0	4,0	1247,0
2014	44210	Sarrión	1313,0	75,0	6,0	4,0	267,0	3,0	6,0	2,0	2,0	4,0	0,0	737,0	367,0	1,0	2050,0
2014	44211	Segura de los Baños	123,0	0,0	0,0	0,0	66,0	0,0	0,0	0,0	0,0	1,0	0,0	107,0	40,0	0,0	230,0
2014	44212	Seno	76,0	4,0	0,0	0,0	44,0	0,0	0,0	0,0	2,0	1,0	0,0	81,0	30,0	0,0	157,0
2014	44213	Singra	93,0	0,0	0,0	0,0	87,0	1,0	0,0	0,0	1,0	3,0	0,0	113,0	21,0	0,0	206,0
2014	44215	Terriente	303,0	14,0	0,0	1,0	21,0	1,0	1,0	0,0	2,0	3,0	0,0	117,0	74,0	0,0	420,0
2014	44216	Teruel	19786,0	11833,0	950,0	39,0	2125,0	51,0	41,0	262,0	38,0	47,0	0,0	16923,0	1518,0	19,0	36709,0
2014	44217	Toril y Masegoso	95,0	2,0	0,0	0,0	3,0	0,0	0,0	0,0	1,0	4,0	0,0	16,0	6,0	0,0	111,0
2014	44218	Tormón	81,0	1,0	0,0	1,0	16,0	1,0	1,0	0,0	1,0	1,0	0,0	38,0	16,0	0,0	119,0
2014	44219	Tornos	409,0	0,0	0,0	0,0	4,0	0,0	1,0	0,0	1,0	1,0	0,0	124,0	117,0	0,0	533,0
2014	44220	Torralba de los Sisones	156,0	3,0	0,0	0,0	83,0	1,0	2,0	0,0	2,0	1,0	0,0	126,0	34,0	0,0	282,0
2014	44221	Torrecilla de Alcañiz	327,0	12,0	3,0	0,0	108,0	1,0	1,0	0,0	1,0	1,0	0,0	206,0	79,0	0,0	533,0
2014	44222	Torrecilla del Rebollar	197,0	29,0	0,0	4,0	68,0	0,0	1,0	0,0	1,0	2,0	0,0	176,0	70,0	1,0	373,0
2014	44223	Torre de Arcas	93,0	1,0	0,0	0,0	61,0	2,0	0,0	0,0	1,0	1,0	0,0	71,0	4,0	1,0	164,0
2014	44224	Torre de las Arcas	80,0	4,0	0,0	0,0	46,0	0,0	1,0	0,0	1,0	3,0	0,0	86,0	31,0	0,0	166,0
2014	44225	Torre del Compte	278,0	15,0	0,0	9,0	20,0	1,0	1,0	0,0	1,0	3,0	0,0	102,0	52,0	0,0	380,0
2014	44226	Torrelacárcel	230,0	9,0	0,0	0,0	50,0	0,0	1,0	3,0	0,0	2,0	0,0	281,0	216,0	0,0	511,0
2014	44227	Torre los Negros	126,0	1,0	0,0	0,0	73,0	0,0	1,0	0,0	0,0	1,0	0,0	92,0	15,0	1,0	218,0
2014	44228	Torremocha de Jiloca	197,0	1,0	0,0	0,0	4,0	0,0	2,0	1,0	0,0	1,0	0,0	41,0	31,0	1,0	238,0
2014	44229	Torres de Albarracín	222,0	23,0	0,0	2,0	37,0	0,0	1,0	1,0	1,0	2,0	0,0	171,0	104,0	0,0	393,0
2014	44230	Torrevelilla	196,0	10,0	0,0	1,0	63,0	0,0	2,0	0,0	3,0	1,0	0,0	103,0	23,0	0,0	299,0
2014	44231	Torrijas	205,0	11,0	1,0	0,0	74,0	0,0	0,0	0,0	2,0	1,0	0,0	173,0	83,0	1,0	378,0
2014	44232	Torrijo del Campo	485,0	2,0	3,0	0,0	37,0	1,0	1,0	0,0	0,0	2,0	0,0	89,0	42,0	1,0	574,0
2014	44234	Tramacastiel	146,0	13,0	0,0	0,0	93,0	1,0	0,0	0,0	0,0	1,0	0,0	215,0	107,0	0,0	361,0
2014	44235	Tramacastilla	149,0	91,0	0,0	1,0	24,0	1,0	0,0	2,0	1,0	2,0	0,0	227,0	105,0	0,0	376,0
2014	44236	Tronchón	175,0	10,0	0,0	1,0	86,0	0,0	1,0	0,0	3,0	2,0	0,0	121,0	18,0	0,0	296,0
2014	44237	Urrea de Gaén	430,0	21,0	1,0	1,0	39,0	1,0	0,0	1,0	1,0	3,0	0,0	243,0	172,0	3,0	673,0
2014	44238	Utrillas	1733,0	510,0	71,0	8,0	349,0	6,0	6,0	8,0	0,0	5,0	0,0	1222,0	254,0	5,0	2955,0
2014	44239	Valacloche	64,0	0,0	0,0	0,0	10,0	1,0	0,0	0,0	0,0	0,0	0,0	23,0	12,0	0,0	87,0
